H5,Counts
ENSDARG00000002217,126
ENSDARG00000002219,0
ENSDARG00000002220,0
ENSDARG00000002230,43
ENSDARG00000002231,1
ENSDARG00000002235,15
ENSDARG00000002240,15
ENSDARG00000002241,0
ENSDARG00000002249,27
ENSDARG00000002255,76
ENSDARG00000002259,0
ENSDARG00000002264,5
ENSDARG00000002267,8
ENSDARG00000002271,81
ENSDARG00000002285,25
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,1
ENSDARG00000002299,0
ENSDARG00000002300,3
ENSDARG00000002304,0
ENSDARG00000002305,21
ENSDARG00000002311,0
ENSDARG00000002330,2
ENSDARG00000002332,65
ENSDARG00000002333,3
ENSDARG00000002336,80
ENSDARG00000002339,0
ENSDARG00000002344,237
ENSDARG00000002347,0
ENSDARG00000002353,6
ENSDARG00000002355,11
ENSDARG00000002362,14
ENSDARG00000002365,18
ENSDARG00000002369,35
ENSDARG00000002377,1
ENSDARG00000002385,15
ENSDARG00000002391,0
ENSDARG00000002394,0
ENSDARG00000002396,21
ENSDARG00000002401,30
ENSDARG00000002402,14
ENSDARG00000002403,31
ENSDARG00000002405,11
ENSDARG00000002406,0
ENSDARG00000002411,24
ENSDARG00000002445,17
ENSDARG00000002463,0
ENSDARG00000002467,0
ENSDARG00000002479,36
ENSDARG00000002483,0
ENSDARG00000002487,32
ENSDARG00000002494,11
ENSDARG00000002506,15
ENSDARG00000002507,4
ENSDARG00000002508,96
ENSDARG00000002509,9
ENSDARG00000002510,2
ENSDARG00000002523,37
ENSDARG00000002533,1
ENSDARG00000002536,28
ENSDARG00000002538,25
ENSDARG00000002546,0
ENSDARG00000002549,0
ENSDARG00000002552,57
ENSDARG00000002564,35
ENSDARG00000002571,30
ENSDARG00000002576,5
ENSDARG00000002582,11
ENSDARG00000002587,219
ENSDARG00000002589,58
ENSDARG00000002591,13
ENSDARG00000002593,6
ENSDARG00000002597,0
ENSDARG00000002600,87
ENSDARG00000002601,0
ENSDARG00000002607,85
ENSDARG00000002609,83
ENSDARG00000002613,0
ENSDARG00000002632,11
ENSDARG00000002634,0
ENSDARG00000002635,137
ENSDARG00000002642,15
ENSDARG00000002644,9
ENSDARG00000002656,108
ENSDARG00000002659,94
ENSDARG00000002663,0
ENSDARG00000002666,0
ENSDARG00000002670,64
ENSDARG00000002682,48
ENSDARG00000002685,0
ENSDARG00000002690,5
ENSDARG00000002696,644
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,375
ENSDARG00000002720,11
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,32
ENSDARG00000002732,1
ENSDARG00000002745,49
ENSDARG00000002748,45
ENSDARG00000002750,38
ENSDARG00000002754,9
ENSDARG00000002758,872
ENSDARG00000002760,4
ENSDARG00000002764,0
ENSDARG00000002768,239
ENSDARG00000002771,7
ENSDARG00000002779,0
ENSDARG00000002787,24
ENSDARG00000002790,99
ENSDARG00000002791,803
ENSDARG00000002792,33
ENSDARG00000002795,20
ENSDARG00000002797,0
ENSDARG00000002798,0
ENSDARG00000002816,96
ENSDARG00000002826,4
ENSDARG00000002830,15
ENSDARG00000002831,2
ENSDARG00000002840,101
ENSDARG00000002847,3
ENSDARG00000002872,8
ENSDARG00000002877,49
ENSDARG00000002880,49
ENSDARG00000002894,0
ENSDARG00000002897,2
ENSDARG00000002909,0
ENSDARG00000002912,27
ENSDARG00000002916,59
ENSDARG00000002917,11
ENSDARG00000002933,18
ENSDARG00000002937,13
ENSDARG00000002945,21
ENSDARG00000002947,1
ENSDARG00000002949,58
ENSDARG00000002952,68
ENSDARG00000002956,9
ENSDARG00000002959,0
ENSDARG00000002967,16
ENSDARG00000002968,8
ENSDARG00000002970,45
ENSDARG00000002971,2
ENSDARG00000002986,6
ENSDARG00000002988,33
ENSDARG00000002991,9
ENSDARG00000002994,15
ENSDARG00000003008,85
ENSDARG00000003017,8
ENSDARG00000003020,45
ENSDARG00000003021,57
ENSDARG00000003022,0
ENSDARG00000003027,0
ENSDARG00000003032,388
ENSDARG00000003035,183
ENSDARG00000003041,17
ENSDARG00000003046,32
ENSDARG00000003054,0
ENSDARG00000003058,68
ENSDARG00000003061,26
ENSDARG00000003068,37
ENSDARG00000003069,31
ENSDARG00000003077,25
ENSDARG00000003081,633
ENSDARG00000003084,11
ENSDARG00000003085,10
ENSDARG00000003087,78
ENSDARG00000003090,0
ENSDARG00000003091,8
ENSDARG00000003098,261
ENSDARG00000003109,20
ENSDARG00000003113,41
ENSDARG00000003127,34
ENSDARG00000003132,0
ENSDARG00000003142,7
ENSDARG00000003144,7
ENSDARG00000003146,3
ENSDARG00000003151,95
ENSDARG00000003153,15
ENSDARG00000003157,23
ENSDARG00000003165,19
ENSDARG00000003167,9
ENSDARG00000003169,273
ENSDARG00000003175,10
ENSDARG00000003181,0
ENSDARG00000003189,71
ENSDARG00000003193,26
ENSDARG00000003197,0
ENSDARG00000003200,5
ENSDARG00000003203,3
ENSDARG00000003205,22
ENSDARG00000003206,6
ENSDARG00000003207,10
ENSDARG00000003208,9
ENSDARG00000003210,35
ENSDARG00000003213,108
ENSDARG00000003216,10
ENSDARG00000003217,4
ENSDARG00000003219,2
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,0
ENSDARG00000003250,25
ENSDARG00000003251,0
ENSDARG00000003257,8
ENSDARG00000003259,0
ENSDARG00000003269,129
ENSDARG00000003270,1
ENSDARG00000003281,28
ENSDARG00000003287,2
ENSDARG00000003290,82
ENSDARG00000003293,65
ENSDARG00000003303,0
ENSDARG00000003307,20
ENSDARG00000003308,34
ENSDARG00000003311,105
ENSDARG00000003313,7
ENSDARG00000003320,59
ENSDARG00000003326,2
ENSDARG00000003328,13
ENSDARG00000003344,0
ENSDARG00000003373,6
ENSDARG00000003375,4
ENSDARG00000003380,8
ENSDARG00000003381,2
ENSDARG00000003382,38
ENSDARG00000003383,31
ENSDARG00000003395,5
ENSDARG00000003398,15
ENSDARG00000003399,0
ENSDARG00000003403,153
ENSDARG00000003411,7
ENSDARG00000003414,0
ENSDARG00000003420,3
ENSDARG00000003421,94
ENSDARG00000003429,103
ENSDARG00000003444,10
ENSDARG00000003446,0
ENSDARG00000003449,36
ENSDARG00000003462,28
ENSDARG00000003469,43
ENSDARG00000003475,0
ENSDARG00000003486,188
ENSDARG00000003487,27
ENSDARG00000003495,456
ENSDARG00000003512,120
ENSDARG00000003517,5
ENSDARG00000003519,0
ENSDARG00000003520,17
ENSDARG00000003523,0
ENSDARG00000003526,32
ENSDARG00000003527,13
ENSDARG00000003531,47
ENSDARG00000003533,3
ENSDARG00000003544,97
ENSDARG00000003553,0
ENSDARG00000003564,0
ENSDARG00000003570,55
ENSDARG00000003573,29
ENSDARG00000003576,22
ENSDARG00000003584,6
ENSDARG00000003592,14
ENSDARG00000003599,1430
ENSDARG00000003607,64
ENSDARG00000003615,2
ENSDARG00000003616,26
ENSDARG00000003631,76
ENSDARG00000003632,0
ENSDARG00000003635,5
ENSDARG00000003641,37
ENSDARG00000003642,29
ENSDARG00000003655,278
ENSDARG00000003675,11
ENSDARG00000003680,293
ENSDARG00000003681,229
ENSDARG00000003684,5
ENSDARG00000003693,3
ENSDARG00000003695,148
ENSDARG00000003697,0
ENSDARG00000003699,28
ENSDARG00000003701,0
ENSDARG00000003705,52
ENSDARG00000003706,5
ENSDARG00000003732,28
ENSDARG00000003749,52
ENSDARG00000003750,24
ENSDARG00000003751,73
ENSDARG00000003754,85
ENSDARG00000003757,15
ENSDARG00000003769,0
ENSDARG00000003776,78
ENSDARG00000003779,191
ENSDARG00000003789,52
ENSDARG00000003795,291
ENSDARG00000003797,3
ENSDARG00000003803,6
ENSDARG00000003808,23
ENSDARG00000003811,159
ENSDARG00000003818,47
ENSDARG00000003820,145
ENSDARG00000003822,3
ENSDARG00000003827,15
ENSDARG00000003829,37
ENSDARG00000003835,146
ENSDARG00000003841,22
ENSDARG00000003845,16
ENSDARG00000003846,0
ENSDARG00000003854,45
ENSDARG00000003860,25
ENSDARG00000003865,8
ENSDARG00000003866,52
ENSDARG00000003867,15
ENSDARG00000003869,6
ENSDARG00000003872,33
ENSDARG00000003877,149
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,189
ENSDARG00000003903,1
ENSDARG00000003904,36
ENSDARG00000003909,0
ENSDARG00000003910,103
ENSDARG00000003920,47
ENSDARG00000003925,0
ENSDARG00000003927,31
ENSDARG00000003931,13
ENSDARG00000003934,0
ENSDARG00000003938,26
ENSDARG00000003940,23
ENSDARG00000003941,14
ENSDARG00000003944,0
ENSDARG00000003952,165
ENSDARG00000003961,5
ENSDARG00000003963,11
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,4
ENSDARG00000003971,6
ENSDARG00000003973,1
ENSDARG00000003974,35
ENSDARG00000003977,0
ENSDARG00000003984,28
ENSDARG00000003989,127
ENSDARG00000003991,14
ENSDARG00000003994,15
ENSDARG00000003998,14
ENSDARG00000004015,0
ENSDARG00000004017,25
ENSDARG00000004018,0
ENSDARG00000004023,208
ENSDARG00000004034,9
ENSDARG00000004037,20
ENSDARG00000004046,9
ENSDARG00000004049,7
ENSDARG00000004051,0
ENSDARG00000004055,79
ENSDARG00000004059,0
ENSDARG00000004060,497
ENSDARG00000004074,100
ENSDARG00000004078,29
ENSDARG00000004082,0
ENSDARG00000004094,70
ENSDARG00000004105,42
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,3
ENSDARG00000004115,19
ENSDARG00000004130,0
ENSDARG00000004131,1
ENSDARG00000004132,157
ENSDARG00000004150,18
ENSDARG00000004151,4
ENSDARG00000004154,0
ENSDARG00000004158,1
ENSDARG00000004160,6
ENSDARG00000004161,45
ENSDARG00000004167,0
ENSDARG00000004169,32
ENSDARG00000004171,0
ENSDARG00000004173,74
ENSDARG00000004174,187
ENSDARG00000004176,6
ENSDARG00000004177,80
ENSDARG00000004184,86
ENSDARG00000004187,43
ENSDARG00000004189,35
ENSDARG00000004196,85
ENSDARG00000004199,7
ENSDARG00000004204,0
ENSDARG00000004211,13
ENSDARG00000004218,33
ENSDARG00000004219,0
ENSDARG00000004227,77
ENSDARG00000004232,21
ENSDARG00000004243,8
ENSDARG00000004246,145
ENSDARG00000004251,8
ENSDARG00000004256,0
ENSDARG00000004260,13
ENSDARG00000004261,82
ENSDARG00000004262,3
ENSDARG00000004270,101
ENSDARG00000004274,1
ENSDARG00000004280,11
ENSDARG00000004282,1
ENSDARG00000004291,110
ENSDARG00000004296,27
ENSDARG00000004297,139
ENSDARG00000004301,1
ENSDARG00000004302,15
ENSDARG00000004305,20
ENSDARG00000004306,11
ENSDARG00000004307,12
ENSDARG00000004308,1
ENSDARG00000004311,12
ENSDARG00000004318,0
ENSDARG00000004322,4
ENSDARG00000004325,6
ENSDARG00000004328,0
ENSDARG00000004336,70
ENSDARG00000004343,20
ENSDARG00000004358,38
ENSDARG00000004363,10
ENSDARG00000004372,18
ENSDARG00000004377,99
ENSDARG00000004378,6
ENSDARG00000004386,98
ENSDARG00000004392,3
ENSDARG00000004396,0
ENSDARG00000004402,14
ENSDARG00000004405,1
ENSDARG00000004406,6
ENSDARG00000004415,497
ENSDARG00000004427,5
ENSDARG00000004433,0
ENSDARG00000004436,22
ENSDARG00000004445,27
ENSDARG00000004447,0
ENSDARG00000004451,3
ENSDARG00000004452,222
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,0
ENSDARG00000004470,86
ENSDARG00000004472,12
ENSDARG00000004473,0
ENSDARG00000004492,0
ENSDARG00000004497,1
ENSDARG00000004498,0
ENSDARG00000004502,19
ENSDARG00000004517,5
ENSDARG00000004525,2
ENSDARG00000004527,4
ENSDARG00000004529,13
ENSDARG00000004537,562
ENSDARG00000004539,5
ENSDARG00000004561,19
ENSDARG00000004574,44
ENSDARG00000004576,35
ENSDARG00000004580,41
ENSDARG00000004581,50
ENSDARG00000004586,4
ENSDARG00000004587,58
ENSDARG00000004588,429
ENSDARG00000004592,3
ENSDARG00000004594,13
ENSDARG00000004597,56
ENSDARG00000004598,0
ENSDARG00000004616,0
ENSDARG00000004618,8
ENSDARG00000004621,312
ENSDARG00000004627,0
ENSDARG00000004632,1
ENSDARG00000004633,15
ENSDARG00000004634,762
ENSDARG00000004635,84
ENSDARG00000004636,30
ENSDARG00000004643,36
ENSDARG00000004647,1
ENSDARG00000004648,3
ENSDARG00000004658,9
ENSDARG00000004672,99
ENSDARG00000004680,5
ENSDARG00000004687,0
ENSDARG00000004692,46
ENSDARG00000004695,11
ENSDARG00000004696,26
ENSDARG00000004697,8
ENSDARG00000004702,58
ENSDARG00000004706,25
ENSDARG00000004712,24
ENSDARG00000004713,0
ENSDARG00000004714,306
ENSDARG00000004721,2
ENSDARG00000004724,16
ENSDARG00000004726,39
ENSDARG00000004735,264
ENSDARG00000004745,3
ENSDARG00000004748,0
ENSDARG00000004753,37
ENSDARG00000004754,50
ENSDARG00000004757,513
ENSDARG00000004763,9
ENSDARG00000004771,4
ENSDARG00000004774,35
ENSDARG00000004782,96
ENSDARG00000004785,30
ENSDARG00000004789,95
ENSDARG00000004794,0
ENSDARG00000004796,75
ENSDARG00000004806,28
ENSDARG00000004823,0
ENSDARG00000004830,74
ENSDARG00000004836,108
ENSDARG00000004840,29
ENSDARG00000004843,7
ENSDARG00000004851,17
ENSDARG00000004861,103
ENSDARG00000004864,8
ENSDARG00000004866,11
ENSDARG00000004869,5
ENSDARG00000004870,4
ENSDARG00000004871,0
ENSDARG00000004874,14
ENSDARG00000004875,15
ENSDARG00000004877,344
ENSDARG00000004880,4
ENSDARG00000004889,0
ENSDARG00000004891,24
ENSDARG00000004898,0
ENSDARG00000004904,10
ENSDARG00000004906,31
ENSDARG00000004925,3
ENSDARG00000004930,134
ENSDARG00000004931,2
ENSDARG00000004932,8
ENSDARG00000004937,0
ENSDARG00000004939,39
ENSDARG00000004948,20
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,9
ENSDARG00000004964,20
ENSDARG00000004979,14
ENSDARG00000004988,45
ENSDARG00000005002,0
ENSDARG00000005004,0
ENSDARG00000005010,5
ENSDARG00000005015,136
ENSDARG00000005023,0
ENSDARG00000005026,275
ENSDARG00000005034,1
ENSDARG00000005049,4
ENSDARG00000005050,0
ENSDARG00000005057,0
ENSDARG00000005058,13
ENSDARG00000005078,47
ENSDARG00000005085,9
ENSDARG00000005092,19
ENSDARG00000005095,0
ENSDARG00000005098,11
ENSDARG00000005104,54
ENSDARG00000005108,2
ENSDARG00000005112,26
ENSDARG00000005115,8
ENSDARG00000005122,63
ENSDARG00000005126,48
ENSDARG00000005128,4
ENSDARG00000005134,53
ENSDARG00000005139,4
ENSDARG00000005141,61
ENSDARG00000005150,19
ENSDARG00000005154,5
ENSDARG00000005159,34
ENSDARG00000005162,72
ENSDARG00000005163,5
ENSDARG00000005172,2
ENSDARG00000005176,2
ENSDARG00000005179,20
ENSDARG00000005185,8
ENSDARG00000005186,70
ENSDARG00000005191,176
ENSDARG00000005210,4
ENSDARG00000005216,4
ENSDARG00000005218,1
ENSDARG00000005220,0
ENSDARG00000005221,18
ENSDARG00000005230,41
ENSDARG00000005232,108
ENSDARG00000005236,324
ENSDARG00000005246,15
ENSDARG00000005251,1
ENSDARG00000005254,15
ENSDARG00000005271,0
ENSDARG00000005274,7
ENSDARG00000005284,0
ENSDARG00000005314,0
ENSDARG00000005315,112
ENSDARG00000005318,0
ENSDARG00000005320,5
ENSDARG00000005327,0
ENSDARG00000005332,5
ENSDARG00000005335,0
ENSDARG00000005343,7
ENSDARG00000005350,63
ENSDARG00000005355,5
ENSDARG00000005356,26
ENSDARG00000005359,24
ENSDARG00000005364,0
ENSDARG00000005368,17
ENSDARG00000005371,0
ENSDARG00000005372,47
ENSDARG00000005374,33
ENSDARG00000005382,35
ENSDARG00000005392,0
ENSDARG00000005394,61
ENSDARG00000005397,180
ENSDARG00000005414,0
ENSDARG00000005416,68
ENSDARG00000005423,6
ENSDARG00000005425,13
ENSDARG00000005448,1
ENSDARG00000005451,152
ENSDARG00000005453,115
ENSDARG00000005454,57
ENSDARG00000005456,101
ENSDARG00000005458,14
ENSDARG00000005462,2
ENSDARG00000005463,10
ENSDARG00000005464,0
ENSDARG00000005468,52
ENSDARG00000005476,73
ENSDARG00000005479,489
ENSDARG00000005481,3
ENSDARG00000005482,488
ENSDARG00000005485,23
ENSDARG00000005500,17
ENSDARG00000005510,0
ENSDARG00000005513,383
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,1
ENSDARG00000005526,18
ENSDARG00000005536,71
ENSDARG00000005540,151
ENSDARG00000005541,6
ENSDARG00000005544,9
ENSDARG00000005547,18
ENSDARG00000005549,35
ENSDARG00000005551,17
ENSDARG00000005559,41
ENSDARG00000005560,99
ENSDARG00000005561,3
ENSDARG00000005565,6
ENSDARG00000005574,23
ENSDARG00000005576,114
ENSDARG00000005578,4
ENSDARG00000005586,90
ENSDARG00000005590,26
ENSDARG00000005595,0
ENSDARG00000005606,24
ENSDARG00000005612,17
ENSDARG00000005616,0
ENSDARG00000005619,3
ENSDARG00000005625,50
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,1
ENSDARG00000005640,0
ENSDARG00000005643,7
ENSDARG00000005645,87
ENSDARG00000005648,0
ENSDARG00000005651,20
ENSDARG00000005652,128
ENSDARG00000005670,72
ENSDARG00000005673,0
ENSDARG00000005675,15
ENSDARG00000005679,45
ENSDARG00000005690,22
ENSDARG00000005699,55
ENSDARG00000005704,0
ENSDARG00000005713,1
ENSDARG00000005716,0
ENSDARG00000005738,14
ENSDARG00000005739,26
ENSDARG00000005749,3
ENSDARG00000005754,206
ENSDARG00000005762,47
ENSDARG00000005772,14
ENSDARG00000005774,111
ENSDARG00000005775,406
ENSDARG00000005776,40
ENSDARG00000005780,0
ENSDARG00000005783,72
ENSDARG00000005786,21
ENSDARG00000005789,73
ENSDARG00000005791,237
ENSDARG00000005799,1
ENSDARG00000005800,27
ENSDARG00000005814,0
ENSDARG00000005821,3
ENSDARG00000005823,34
ENSDARG00000005827,56
ENSDARG00000005828,0
ENSDARG00000005834,93
ENSDARG00000005840,37
ENSDARG00000005841,95
ENSDARG00000005842,43
ENSDARG00000005853,3
ENSDARG00000005861,338
ENSDARG00000005865,0
ENSDARG00000005867,52
ENSDARG00000005870,4
ENSDARG00000005883,59
ENSDARG00000005891,11
ENSDARG00000005894,0
ENSDARG00000005897,0
ENSDARG00000005908,74
ENSDARG00000005913,26
ENSDARG00000005915,136
ENSDARG00000005916,14
ENSDARG00000005924,158
ENSDARG00000005926,12
ENSDARG00000005927,40
ENSDARG00000005941,78
ENSDARG00000005942,0
ENSDARG00000005943,0
ENSDARG00000005945,15
ENSDARG00000005948,7
ENSDARG00000005972,10
ENSDARG00000005980,136
ENSDARG00000005989,4
ENSDARG00000005993,0
ENSDARG00000006003,28
ENSDARG00000006008,132
ENSDARG00000006010,12
ENSDARG00000006011,22
ENSDARG00000006019,26
ENSDARG00000006025,38
ENSDARG00000006029,0
ENSDARG00000006031,291
ENSDARG00000006038,20
ENSDARG00000006040,0
ENSDARG00000006044,11
ENSDARG00000006052,0
ENSDARG00000006060,63
ENSDARG00000006062,84
ENSDARG00000006065,9
ENSDARG00000006074,54
ENSDARG00000006079,1
ENSDARG00000006092,189
ENSDARG00000006093,0
ENSDARG00000006094,124
ENSDARG00000006109,0
ENSDARG00000006110,15
ENSDARG00000006112,47
ENSDARG00000006120,51
ENSDARG00000006124,218
ENSDARG00000006125,35
ENSDARG00000006128,157
ENSDARG00000006137,0
ENSDARG00000006151,3
ENSDARG00000006169,94
ENSDARG00000006174,0
ENSDARG00000006181,25
ENSDARG00000006192,71
ENSDARG00000006196,9
ENSDARG00000006200,333
ENSDARG00000006202,14
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,7
ENSDARG00000006219,29
ENSDARG00000006220,20
ENSDARG00000006225,58
ENSDARG00000006235,21
ENSDARG00000006240,0
ENSDARG00000006242,310
ENSDARG00000006251,111
ENSDARG00000006253,24
ENSDARG00000006257,180
ENSDARG00000006260,143
ENSDARG00000006266,69
ENSDARG00000006272,56
ENSDARG00000006279,8
ENSDARG00000006283,56
ENSDARG00000006288,0
ENSDARG00000006290,1
ENSDARG00000006292,0
ENSDARG00000006299,62
ENSDARG00000006300,17
ENSDARG00000006301,91
ENSDARG00000006307,57
ENSDARG00000006308,0
ENSDARG00000006314,50
ENSDARG00000006316,99
ENSDARG00000006332,23
ENSDARG00000006341,0
ENSDARG00000006345,15
ENSDARG00000006350,0
ENSDARG00000006353,16
ENSDARG00000006356,37
ENSDARG00000006368,0
ENSDARG00000006370,16
ENSDARG00000006372,0
ENSDARG00000006383,62
ENSDARG00000006385,12
ENSDARG00000006389,69
ENSDARG00000006392,7
ENSDARG00000006395,83
ENSDARG00000006396,137
ENSDARG00000006397,69
ENSDARG00000006399,45
ENSDARG00000006408,9
ENSDARG00000006409,1
ENSDARG00000006413,8
ENSDARG00000006420,102
ENSDARG00000006422,0
ENSDARG00000006427,36
ENSDARG00000006434,0
ENSDARG00000006447,0
ENSDARG00000006456,0
ENSDARG00000006467,56
ENSDARG00000006468,0
ENSDARG00000006474,0
ENSDARG00000006477,42
ENSDARG00000006487,95
ENSDARG00000006491,0
ENSDARG00000006494,57
ENSDARG00000006497,273
ENSDARG00000006501,0
ENSDARG00000006508,23
ENSDARG00000006514,0
ENSDARG00000006522,0
ENSDARG00000006524,202
ENSDARG00000006526,216
ENSDARG00000006527,67
ENSDARG00000006544,0
ENSDARG00000006545,18
ENSDARG00000006546,37
ENSDARG00000006553,8
ENSDARG00000006560,0
ENSDARG00000006566,63
ENSDARG00000006567,0
ENSDARG00000006568,0
ENSDARG00000006577,2
ENSDARG00000006580,0
ENSDARG00000006584,62
ENSDARG00000006585,28
ENSDARG00000006588,7
ENSDARG00000006598,0
ENSDARG00000006600,40
ENSDARG00000006601,32
ENSDARG00000006602,1
ENSDARG00000006603,8
ENSDARG00000006604,10
ENSDARG00000006607,5
ENSDARG00000006609,13
ENSDARG00000006615,2
ENSDARG00000006617,14
ENSDARG00000006621,27
ENSDARG00000006624,26
ENSDARG00000006636,32
ENSDARG00000006639,91
ENSDARG00000006640,22
ENSDARG00000006642,1
ENSDARG00000006666,0
ENSDARG00000006672,9
ENSDARG00000006677,2
ENSDARG00000006678,0
ENSDARG00000006683,25
ENSDARG00000006691,134
ENSDARG00000006712,26
ENSDARG00000006719,28
ENSDARG00000006747,220
