	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
ENSDARG00000016789	4.906266698	4.784564168	4.736117449	4.504770382	4.817714697	4.743446384	4.142161425	4.792754618	4.846114214	4.406572428	5.045882181	5.06565134	4.855858942	4.62508167	5.008061618
ENSDARG00000016793	13.98664152	14.32036475	14.24428877	14.0605777	14.75626224	14.09828531	14.13613275	14.59975295	13.98664152	13.98664152	14.41757408	14.53398182	13.23201866	15.2308749	14.40468059
ENSDARG00000016794	8.591570471	8.713523888	8.78981943	8.755050079	8.617908911	8.61983444	8.66232444	8.644509327	8.73398816	8.708952832	8.651241798	8.875514781	8.493224897	8.819172572	8.683617294
ENSDARG00000016809	9.415178409	9.796052904	9.936339055	9.434660326	9.655624939	9.949766209	9.492220917	9.733980885	9.782931678	9.397250399	9.726994408	9.723967489	9.198210728	9.702510171	9.518581556
ENSDARG00000016811	9.138317442	8.734215267	8.935372048	8.850891513	9.02443113	8.806117563	8.724515243	8.861948322	8.764769803	8.702897372	8.8659849	8.855372698	8.780842709	8.736489012	9.038206123
ENSDARG00000016815	4.971779521	4.578064196	4.94245487	4.841272964	4.895440397	4.89800534	4.542076694	4.973594447	5.06565134	5.467942913	4.782749242	4.89800534	5.24405377	4.332438978	4.427519565
ENSDARG00000016818	6.732780335	6.465589404	5.565674237	6.120399087	6.466618073	6.263584162	6.957462005	6.410629361	6.483978098	6.656609517	6.411680515	6.25329016	6.651503781	6.444013904	6.444013904
ENSDARG00000016830	10.97017685	11.51599213	11.47929717	11.05612606	11.34090864	11.48910217	11.14576551	11.41104492	11.42432984	10.95419486	11.28591402	11.40856216	10.82305016	11.32011333	11.28669195
ENSDARG00000016835	7.647429892	7.775949984	8.215810944	8.22754936	8.064321912	8.113464328	7.997672725	7.843123916	7.901742061	8.073653475	7.818546158	7.819959201	7.95767247	7.904568317	7.841315265
ENSDARG00000016837	6.596171974	5.978004194	6.232113492	6.167533755	6.056259614	5.986155224	6.200172266	5.621128786	5.951828744	6.715819308	6.21697467	5.965593178	6.377815735	6.232113492	6.278358447
ENSDARG00000016854	7.253066298	7.603710558	7.890387274	7.442956225	7.798243489	7.889621398	7.186728842	7.572107575	7.751376468	7.572301877	7.468983496	7.486225591	7.432721031	7.563108154	7.558656301
ENSDARG00000016855	8.824541403	8.563263205	8.718616753	8.174805967	8.299620969	8.506944893	8.500258971	8.469401625	8.581181059	8.317011738	8.702897372	8.426890934	8.655913791	8.409116024	8.562884982
ENSDARG00000016856	8.673109347	8.226853722	8.228798016	8.385216103	8.432611204	8.326624241	8.198032474	8.336328999	8.399900291	8.661400336	8.214573905	8.05796778	8.449216021	7.945175417	8.234244769
ENSDARG00000016864	9.834980791	9.804591442	9.890945426	9.948453766	10.028752	9.803034612	10.05412172	9.839528071	9.944124343	9.970963969	9.824492233	9.885463001	10.08354543	9.778379261	9.810729074
ENSDARG00000016866	7.500348065	7.706805929	7.320602917	7.524437048	7.743649075	7.261834024	7.740564483	7.585825189	7.44599774	7.701350372	7.953757174	7.841635331	7.940503741	7.453247549	7.673420263
ENSDARG00000016867	10.63396932	10.09351022	10.13826675	10.52145828	10.41016182	10.24545323	10.65981518	10.27015316	10.30234195	10.53987289	10.20413357	10.34779494	10.77598498	10.1942493	10.37869346
ENSDARG00000016868	5.833499779	6.661330149	6.301348464	6.410629361	6.770589127	6.800537666	6.416525302	6.249953857	6.510937665	6.099949285	6.695810871	6.900095832	6.19000192	6.645448749	6.875605651
ENSDARG00000016871	11.65044793	11.84325818	11.95171253	11.5168337	11.59571352	11.85742792	11.49932006	11.65921396	11.76390688	11.47755462	11.73202496	11.73856817	11.50164097	11.6398713	11.73202496
ENSDARG00000016875	11.59111859	11.42893363	11.32330256	11.88675904	11.82260536	11.40773869	11.88850051	11.8068607	11.61078476	11.85889451	11.69509238	11.6722407	11.69432935	11.52495905	11.71423538
ENSDARG00000016886	5.391000415	5.040222921	4.204288118	4.841272964	4.954114612	4.457170631	6.060001876	5.621128786	4.62508167	5.694780703	5.321404274	5.028358747	5.24405377	4.963009783	4.628135249
ENSDARG00000016889	12.33721285	11.9180044	12.15798862	12.35436079	12.22118524	12.30264919	12.25936862	12.14908607	12.26740781	12.35940804	12.07222938	12.16286682	12.39962301	12.08005789	12.17681524
ENSDARG00000016897	4.108665772	3.485367468	3.91269072	3.815042836	3.873951134	4.258238415	4.477101761	3.562564292	4.574910482	3.673680516	2.864405313	3.069556539	4.258238415	4.332438978	4.427519565
ENSDARG00000016903	10.14599339	10.13627072	10.07400232	9.834633322	9.959527726	9.987682114	9.978669083	9.934054692	9.973799659	9.842949176	9.953735749	9.91348315	9.91155543	9.978629454	10.1109657
ENSDARG00000016918	12.62564987	12.04635753	12.22118524	13.01722252	12.87794198	12.33870323	13.01722252	12.48789378	12.5615219	12.74637877	12.23963167	13.03584617	12.77368341	12.45613953	12.88486628
ENSDARG00000016923	5.605099443	6.050788501	5.784425677	6.099949285	5.014268911	5.947853997	5.63594699	5.535331392	5.27660994	5.728223546	5.851672008	5.871394526	5.362172024	5.710913284	5.338405273
ENSDARG00000016934	6.85612737	7.507486343	7.197750155	7.21660395	7.019423905	7.312594572	7.207396271	7.242823836	7.380611224	6.876262171	7.336618371	7.184265525	7.07561384	7.030345488	7.244332884
ENSDARG00000016936	7.668648106	7.998296676	7.496318617	7.504389468	7.63791233	7.449982691	7.710121495	7.985800254	7.348287859	7.673638358	8.119076337	7.911943681	7.863064202	8.193065858	7.538426843
ENSDARG00000016939	6.239019809	6.078811343	5.867592463	6.498356679	6.578432781	5.926817563	6.626561696	6.024750475	6.330237053	6.404943351	6.266348305	6.076269001	6.19000192	6.078811343	6.735460105
ENSDARG00000016963	8.701795289	8.197869181	8.018141089	8.305993755	8.379355428	8.003481806	8.323211553	8.404555141	8.035632135	8.760465705	8.061901783	8.005705599	8.548767989	8.477751176	8.314410303
ENSDARG00000016964	7.184813559	6.970219111	7.030345488	6.849073342	7.236017187	7.176921698	7.099334893	7.007548268	6.994189395	7.470454722	7.056232703	7.221487156	7.468170657	7.063420279	7.148069525
ENSDARG00000016968	10.19029854	10.00245605	10.0116238	10.13658994	10.25515041	10.02284257	10.23474624	10.06490291	10.08647828	10.12225467	10.0928693	10.1224784	10.30626042	10.1942493	10.17062761
ENSDARG00000016977	7.490136478	7.977946898	8.086217944	7.921670799	7.866409141	7.866924851	7.997672725	7.980202508	7.966214042	7.995509309	8.080829244	8.103756104	7.770543142	8.019172258	8.01780063
ENSDARG00000016979	9.969739031	9.554250755	9.671900215	9.978589825	9.754530331	9.758800223	9.710392505	9.765702146	9.733543509	9.898280934	9.594412831	9.662369807	10.05479749	9.570789909	9.767177343
ENSDARG00000016981	8.224279121	8.376442569	8.286230819	8.332356786	8.349255843	8.517842673	8.342213959	8.206662132	8.394746735	8.488122968	8.473748312	8.483022078	8.346084911	8.647651576	8.509994603
ENSDARG00000016994	8.308352867	8.648868171	8.741165558	8.362657582	8.509994603	8.517842673	8.448582162	8.592707068	8.536021911	8.308352867	8.53907203	8.595187426	8.178086517	8.762503934	8.341702661
ENSDARG00000016999	3.528533041	4.144761509	3.91269072	4.780934316	3.723168913	4.457170631	4.142161425	4.574910482	4.228915362	3.673680516	4.457170631	4.746821455	4.188782815	4.574910482	3.715470432
ENSDARG00000017004	8.393092166	8.451158452	8.390872776	8.40611174	8.462296692	8.263439545	8.66232444	8.532101234	8.542679447	8.661400336	8.455835567	8.612069503	8.631797264	8.679065387	8.705402004
ENSDARG00000017006	8.123030832	8.616492394	8.482803239	8.274174298	8.608305633	8.567343385	8.229378379	8.587776997	8.492923865	8.363119226	8.671646853	8.672089802	8.029241377	8.517730966	8.341702661
ENSDARG00000017007	7.949853725	8.418054448	8.515757791	8.016473797	8.442008674	8.561443217	7.710121495	8.289811757	8.252689473	7.77757619	8.269581588	8.259895561	7.053384211	8.229058313	8.118878843
ENSDARG00000017010	7.70181389	7.151282326	7.110176591	7.163294621	7.261186347	7.371853393	7.124317936	7.039714688	7.31045663	7.562144951	7.269641825	7.016391686	7.95767247	6.99133907	7.421844103
ENSDARG00000017023	5.703295699	5.537649087	5.846494998	6.19000192	6.140876178	5.27079981	5.477128084	5.671366435	5.605099443	5.586578113	5.679243041	5.59179151	6.166042567	5.626343797	5.979495381
ENSDARG00000017034	8.868335846	8.575765345	8.553772076	8.505260936	8.475487043	8.323067356	8.620087228	8.399643378	8.429580615	8.837034238	8.405267281	8.388682826	8.81509742	8.461747873	8.557419179
ENSDARG00000017036	10.30070881	10.13627072	10.07087571	10.51863905	10.42243874	10.31944822	10.48079732	10.20815061	10.32028769	10.70479487	10.31130632	10.45574897	10.39663608	10.18678312	10.30606775
ENSDARG00000017037	9.310473903	9.385351775	9.432516465	9.216267842	9.359067542	9.349034978	9.268149856	9.378232753	9.326362794	9.302770243	9.360103285	9.182158008	9.115064037	9.487441306	9.272684327
ENSDARG00000017038	4.423045285	4.085851009	4.62508167	3.917890887	2.838848215	4.258238415	4.027196006	4.383183042	3.845890843	4.328345609	4.118340219	4.245177068	2.846261296	3.752194656	4.188782815
ENSDARG00000017047	7.43030218	7.562144951	7.489609465	7.628007495	7.957872428	7.654230623	8.078002595	7.740193848	7.640195712	7.421092732	7.428589303	8.126325935	7.872835001	7.70181389	7.78155586
ENSDARG00000017049	11.21981087	10.89090044	10.95502908	11.27811546	10.95104922	11.0172256	11.14501086	11.05702271	11.00596721	11.34868638	10.93038843	10.88320013	11.20560254	11.01661448	10.95700426
ENSDARG00000017058	8.996134198	9.290041661	9.265818061	9.142215721	9.147900017	9.227979312	9.107362877	9.197573482	9.108337037	9.001697757	9.119489105	9.175347792	9.074692253	9.210938301	9.323480286
ENSDARG00000017084	9.619080398	9.277051171	9.435591239	9.270066853	9.265818061	9.452277432	9.227979312	9.14180088	9.328693887	9.184000355	9.240931393	9.083341726	9.463936054	9.195011251	9.37083117
ENSDARG00000017086	8.545296366	8.363366793	8.104424156	8.435035715	8.576557649	8.348972545	8.421314876	8.387499679	8.477479098	8.620340015	8.405267281	8.353652354	8.497883665	8.418346344	8.314410303
ENSDARG00000017093	9.482930985	9.031523239	9.242574375	9.063298327	8.917736399	9.149149905	9.138796318	9.071209381	9.023795232	9.062692221	9.150194141	8.920517792	9.355465493	8.893746945	9.071209381
ENSDARG00000017105	10.88795021	10.65020834	10.68648186	10.69824725	10.52031244	10.63277277	10.77341367	10.57511967	10.67603008	10.89724755	10.67095429	10.51895173	10.9733098	10.67549703	10.82108047
ENSDARG00000017107	7.564707372	7.446854921	7.620805638	7.589017558	7.380841872	7.481602672	7.099334893	7.483706562	7.478128481	7.110176591	7.524887539	7.626679891	7.423661431	7.502073568	7.358093779
ENSDARG00000017108	5.071676303	6.007598707	5.808371983	5.47462977	5.74101005	5.837108495	5.195741465	5.81001612	5.679243041	5.118722575	5.238458938	5.842660452	4.696133705	5.595675366	4.901058919
ENSDARG00000017111	4.188782815	4.739171028	4.851384662	4.951679554	4.954114612	5.180295606	4.954114612	5.192587751	5.137987884	4.406572428	4.782749242	5.106668528	4.757934587	5.011559446	4.188782815
ENSDARG00000017115	9.38909392	9.316398265	9.392617709	9.267412225	9.542954105	9.31289141	9.452037728	9.349573047	9.326362794	9.266288464	9.227356025	9.276438479	9.472531417	9.365100305	9.423289067
ENSDARG00000017119	9.249484473	9.190884367	9.263282042	9.501342275	9.451848127	9.219095728	9.295670282	9.392371413	9.227667668	9.374818662	9.156353705	9.21539326	9.380501904	9.262329126	9.150194141
ENSDARG00000017121	9.427067831	9.630782998	9.739339325	9.427335	9.791294922	9.704449569	9.508772728	9.619974987	9.671433992	9.382781728	9.633104046	9.634243367	9.323689145	9.670495961	9.609663644
ENSDARG00000017126	10.19664792	9.677580355	9.539770155	10.16408622	9.965118463	9.60723307	10.024515	9.778379261	9.77818527	10.06691939	9.671247769	10.05435395	10.15837444	9.826597263	10.10169449
ENSDARG00000017127	6.912276503	7.005482044	6.532976226	6.715304974	7.178974223	6.282474926	7.405964055	7.320602917	6.646185761	6.92566908	7.001663994	7.078988285	6.944664922	7.354470764	7.26440216
ENSDARG00000017128	7.234028171	6.903030019	6.732780335	6.897849653	6.718218356	6.9434428	7.251654574	7.039714688	6.868679222	7.093935845	6.948763878	6.818665581	7.222191772	6.912975995	7.093630511
ENSDARG00000017140	9.547057217	9.175347792	9.187082901	9.307389519	9.185770958	9.201406052	9.377670172	9.15816607	9.224442415	9.466830036	9.095439351	9.041503048	9.71243299	9.045260212	9.310223083
ENSDARG00000017143	9.398041404	9.360103285	9.350870249	9.232447061	8.993328937	9.442654684	9.06226478	9.32800422	9.298948586	8.868335846	9.145031348	9.320080302	9.14804757	9.145031348	9.250179343
ENSDARG00000017154	6.641318217	7.095504775	6.899290976	6.748003018	6.753005619	6.695810871	6.901207748	7.068142497	6.814143491	6.827197271	7.008856082	6.748003018	6.847187043	6.715304974	6.621401882
ENSDARG00000017155	4.906266698	4.398009203	4.258238415	3.554865811	4.011175051	4.258238415	3.700894413	3.91269072	4.166239113	4.574910482	4.037386105	4.582538476	4.332438978	3.382831371	4.340903836
ENSDARG00000017162	7.356948283	8.327168136	8.228798016	7.660427626	7.818546158	8.272813607	7.676289436	7.992124612	8.126325935	7.535091142	8.075643996	8.187455275	7.07561384	8.148503108	7.700541044
ENSDARG00000017165	8.300165025	8.558907482	8.54418743	8.885830534	8.356602402	8.530618269	8.600096495	8.604176646	8.358073328	8.336465038	8.562168421	8.612069503	8.708342064	8.418346344	8.522091353
ENSDARG00000017168	7.875641406	8.028691434	8.07891361	7.904734431	7.590891828	7.948047768	7.717176609	7.952585909	7.799397332	7.524887539	7.855957637	7.762528873	7.634825036	7.71805871	7.634825036
ENSDARG00000017173	7.159866259	6.849073342	7.07351435	7.244332884	7.532801273	7.386882714	7.029836596	7.184813559	7.227641564	7.261186347	6.890773494	7.420859851	7.253066298	7.007548268	7.030345488
ENSDARG00000017174	6.626134228	6.247241162	6.593821771	6.478090571	6.193933822	6.42383895	6.416525302	5.983779573	6.236483349	6.295594715	5.994156071	5.965593178	6.635617505	6.078811343	6.093735357
ENSDARG00000017180	10.30403698	10.21771938	9.925677542	10.2071655	10.36094768	10.11835466	10.43806791	10.34147945	10.1505099	10.39304887	10.3896767	10.24479084	10.51895173	10.15634819	10.05231837
ENSDARG00000017195	6.912276503	6.465589404	6.24864527	6.557339812	6.909600415	6.263584162	6.656609517	6.215779876	6.398324832	6.779262214	6.601990643	6.921138529	6.447933975	6.832931207	6.68890144
ENSDARG00000017199	8.661400336	8.341702661	8.295166937	8.461522364	8.462296692	8.367941328	8.246019209	8.056472732	8.259895561	8.545296366	8.314410303	8.131084061	8.497883665	8.372604463	8.254737376
ENSDARG00000017211	9.680694064	10.10690231	9.953735749	9.750461704	9.788533449	10.00727905	9.908827971	9.88010304	9.973799659	9.775893966	9.94477126	9.890945426	9.710597125	9.888405277	9.901029345
ENSDARG00000017220	7.253066298	7.446854921	7.327821081	7.386882714	7.479548007	7.412306143	7.47737099	7.683610243	7.531611737	7.664503921	7.775048686	7.650728724	7.191959977	7.480940227	7.477113135
ENSDARG00000017229	6.793194543	7.161367667	6.942657656	6.764711586	7.110176591	6.535336849	6.92755038	6.994189395	6.905361478	6.793194543	6.929102562	7.016391686	6.874066646	6.891659949	6.748003018
ENSDARG00000017240	4.188782815	4.332438978	4.994521299	4.427519565	4.754008341	4.188782815	4.792754618	4.166239113	4.757934587	3.673680516	4.182575521	4.582538476	4.522046803	4.574910482	3.577938487
ENSDARG00000017242	8.070113872	8.172365869	8.242600783	8.169069389	8.210637825	8.212251537	8.1212303	8.222901242	8.247174185	8.216707598	7.985016924	8.299892997	8.070417758	8.19861067	7.992124612
ENSDARG00000017244	9.238087487	9.857468544	9.725334229	9.542954105	9.525228867	9.632545085	9.489689026	9.750804481	9.688862748	9.431774549	9.798883268	9.843098215	9.438992272	9.727058146	9.609663644
ENSDARG00000017246	11.06008361	11.39688323	11.45419072	11.53727412	11.36090024	11.50242603	11.61223261	11.46957284	11.37763656	11.4834094	11.54592012	11.65413881	11.23763972	11.45473631	11.43973935
ENSDARG00000017254	4.799168972	5.770985124	6.160945885	5.632416173	5.74101005	6.223599896	5.509696614	5.737601984	5.951828744	4.94904433	5.402352755	5.965593178	5.279174883	5.651377865	5.183005072
ENSDARG00000017255	7.668648106	7.625906639	7.468438567	7.442956225	7.580677238	7.277976144	7.816175361	7.176068454	7.653730987	7.400386117	7.653730987	7.435779236	7.671047992	7.645675658	7.446616261
ENSDARG00000017261	9.664474319	9.569430605	9.605369857	9.581243249	9.455310816	9.354808236	9.524741043	9.37083117	9.479676071	9.431774549	9.480970395	9.517044723	9.515112762	9.51991686	9.643384563
ENSDARG00000017266	5.565674237	6.340984582	6.349675096	5.858891359	5.539382101	5.986155224	6.007598707	6.215779876	5.7916599	5.766113829	6.010332205	6.032825105	4.901058919	5.73958514	5.539382101
ENSDARG00000017272	7.369058972	7.554693291	7.541382861	7.496318617	7.479548007	7.614452245	7.148717202	7.147012095	7.57249618	7.281695459	7.171551165	7.404692005	7.640795894	7.405396622	7.580677238
ENSDARG00000017274	13.13074186	13.63934058	13.27818922	12.90418316	13.11248104	13.13074186	12.81477677	13.19992873	13.03584617	12.63300005	13.1171237	12.9078614	12.75650226	13.1664749	12.9078614
ENSDARG00000017294	9.720910218	9.950302784	9.998806989	9.770507103	9.803034612	9.928734637	9.710392505	9.859980704	9.906545538	9.639829068	9.83053342	9.871603064	9.508010999	9.859440858	9.779114264
ENSDARG00000017299	9.654169985	9.756212213	9.78122594	9.325435473	9.415178409	9.564811984	9.349390434	9.66016248	9.462180081	9.313139941	9.646907412	9.467835542	9.074692253	9.778379261	9.658016262
ENSDARG00000017311	8.511075972	8.645112835	8.624402245	8.466589245	8.475487043	8.666930385	8.706298008	8.656999917	8.726322507	8.587073188	8.511788293	8.612069503	8.467373647	8.643822983	8.710782292
ENSDARG00000017312	9.462435727	9.737854895	9.874833665	9.690806537	9.744556796	9.746040015	9.560408951	9.772073312	9.744020439	9.525529206	9.724149209	9.71393154	9.474975471	9.673990041	9.654965461
ENSDARG00000017314	13.2284178	12.32789554	12.08005789	12.42881103	13.64709539	12.47002069	13.42100616	13.65721361	12.11862251	13.88141062	12.94670951	12.57283427	12.54575451	13.84722203	12.34306743
ENSDARG00000017315	8.24514401	8.344767629	8.477479098	8.073653475	8.242600783	8.428819618	8.104777109	8.212436854	8.368064794	8.110365699	8.24514401	8.299892997	8.118359975	8.229058313	8.318433051
ENSDARG00000017316	7.030345488	7.392902548	7.142709557	7.078988285	7.125072291	7.234028171	7.175260014	7.337810135	7.288220785	6.764711586	7.206519974	7.404692005	6.909153064	7.096277306	7.06924995
ENSDARG00000017320	10.21333173	9.602809985	9.516333881	9.803034612	9.703074952	9.440610143	9.995095707	9.590525241	9.565381699	10.10361511	9.818612197	9.488162157	10.49709139	9.716118976	9.640673051
ENSDARG00000017321	6.378782373	6.732780335	6.621401882	6.377815735	6.620623095	6.282474926	6.748850421	6.530564071	6.584953557	6.359241251	6.864252946	6.581144524	6.363061043	6.743954275	6.748003018
ENSDARG00000017329	7.124317936	7.074113602	7.404692005	7.547100339	7.444153662	7.323364197	7.313950045	7.242823836	7.087237115	7.271120036	7.261186347	6.994189395	7.244332884	7.379940395	6.814733558
ENSDARG00000017337	9.021583413	8.436323966	8.398494112	8.186382288	8.432611204	8.300787758	8.454758089	8.255787493	8.466107535	8.545296366	8.473748312	8.380070524	8.505388327	8.308352867	8.272575243
ENSDARG00000017338	11.4564577	11.94718559	12.2185564	11.80474037	11.89220437	12.17217962	11.63625527	11.9212231	11.98008079	11.48586865	11.88675904	12.04721566	11.11062191	12.03878281	11.76093735
ENSDARG00000017340	4.188782815	2.982315088	4.812453508	4.103168294	3.244203596	4.103168294	3.917890887	3.339359591	3.562564292	4.574910482	4.782749242	4.011175051	4.108665772	4.258238415	3.469564855
ENSDARG00000017354	7.572107575	7.432944186	7.577696314	7.43030218	7.456914956	7.365258675	7.838528235	7.392902548	7.404692005	7.71932406	7.456914956	7.435779236	7.71174119	7.710852365	7.644749305
ENSDARG00000017355	4.799168972	4.668741403	4.144761509	4.262164661	4.245177068	4.696133705	3.821678548	4.89800534	4.228915362	4.406572428	4.318212069	4.94245487	4.812453508	4.736117449	4.015867673
ENSDARG00000017359	5.565674237	5.699746952	5.998308635	5.539382101	5.539382101	5.679243041	5.551171769	5.409006513	5.502546471	5.373261661	5.660618275	5.402352755	5.597214274	5.926817563	5.628606952
ENSDARG00000017365	5.429222201	6.138148161	6.177745721	5.632416173	6.056259614	5.986155224	6.452434414	6.140876178	5.990256089	6.050788501	6.542880722	6.032825105	5.78963499	6.095379494	6.406217273
ENSDARG00000017367	7.458118815	7.398763951	7.620805638	7.628007495	7.661608392	7.560348181	7.597705498	7.513822705	7.336067197	7.443415317	7.544368084	7.650728724	7.754102898	7.502073568	7.358093779
ENSDARG00000017369	8.279769501	8.561443217	8.295166937	8.395744815	8.651458211	8.29233565	8.623545023	8.433253718	8.377006835	8.349817419	8.509597398	8.357948904	8.645112835	8.736489012	8.641594542
ENSDARG00000017385	6.699290029	5.978004194	6.056259614	5.928356471	5.668011838	6.148381234	5.979495381	5.787837187	6.426158988	5.793198808	5.770985124	6.032825105	5.897305715	6.019926986	6.067415111
ENSDARG00000017386	7.007833669	7.272395296	6.722005989	7.066971939	7.236017187	6.832931207	7.207396271	7.456914956	7.23502057	7.162042615	7.405680338	7.134751225	7.330631171	7.311610223	7.02004643
ENSDARG00000017388	8.7545853	8.24171861	8.515757791	8.486759766	8.336024519	8.488888878	8.307320371	8.113317039	8.625887942	8.743759378	8.209737419	8.626434262	9.057287605	8.464288619	8.664288062
ENSDARG00000017391	5.894671546	6.632126894	6.858010976	6.588023573	6.638718367	6.845172574	6.436296819	6.880335916	6.674660384	6.502907087	6.795597679	6.710918258	6.327944853	6.601990643	6.994189395
ENSDARG00000017397	10.83829804	11.25018847	11.13998747	10.75684153	10.96006177	10.98988677	10.82426956	11.08216594	10.95971645	10.72326671	11.04969984	11.11418694	10.84210827	11.18789916	11.0803902
ENSDARG00000017398	3.907193243	5.011559446	4.771101808	4.89800534	4.011175051	5.028358747	5.011559446	4.448472636	4.799168972	4.406572428	4.360718412	4.94245487	4.522046803	4.62508167	4.015867673
ENSDARG00000017400	5.27079981	4.705533046	4.736117449	4.841272964	4.678936221	4.011175051	4.659299187	4.011175051	5.040222921	4.481377117	4.652615755	4.582538476	4.332438978	4.812453508	5.338405273
ENSDARG00000017425	6.103885061	6.152340125	6.056259614	6.426158988	6.111710777	6.17000817	6.060001876	6.477072787	6.247241162	6.255187007	6.390604143	6.013114576	6.795597679	5.766113829	6.336481811
ENSDARG00000017427	8.878481289	9.179734822	9.264959064	8.924771049	9.108686967	8.982439582	8.916483479	8.952116281	8.998709285	8.816276978	9.111959787	9.157100645	8.996057439	9.232447061	9.11718759
ENSDARG00000017429	8.348263014	8.996134198	8.889699422	8.760656937	9.064455614	9.051288342	8.658266789	9.042887185	8.88338038	8.536888708	8.806338921	8.971151684	8.228258932	9.018453859	8.863777841
ENSDARG00000017431	8.916483479	9.305901182	9.197754598	8.981021078	9.042887185	9.163422739	8.898460302	9.107987108	9.184156131	8.885986543	9.08393007	9.033913176	8.885266396	9.30036	9.003816181
ENSDARG00000017437	5.354690828	4.784564168	5.06565134	4.89800534	5.077345376	5.205453357	5.148677594	5.835817474	4.895440397	5.50586334	5.373261661	5.106668528	6.07547411	4.812453508	4.954114612
ENSDARG00000017439	9.641299978	9.618033116	9.690221359	9.550930654	9.639829068	9.593434234	9.575688993	9.720139161	9.724797491	9.564811984	9.594412831	9.633104046	9.457346229	9.876391539	9.69467906
ENSDARG00000017444	9.357555672	8.868873795	8.295166937	9.240617907	9.224503872	8.591570471	9.336662846	9.435591239	8.57804006	9.231766735	9.130439812	9.191787557	8.97537988	9.304786131	9.103393903
ENSDARG00000017445	12.89257533	12.7091686	12.7951415	12.9549547	12.76927068	12.88811506	12.98034257	12.8236771	12.86343975	12.92075939	12.74637877	12.82807443	13.00736318	12.70246501	12.81477677
ENSDARG00000017446	8.362523813	8.780842709	8.96436189	8.511075972	8.64546704	8.723552133	8.486508108	8.759556392	8.674974689	8.329395938	8.518083402	8.64546704	8.276706178	8.806338921	8.367717914
ENSDARG00000017454	10.00511745	10.07087571	9.989205601	9.917235148	9.914734891	9.811704295	9.884909346	9.945890226	9.886247328	9.923463419	9.860132715	9.844272226	9.797371497	10.00957747	9.965706432
ENSDARG00000017466	8.931141753	9.64054339	9.570887208	9.418617581	9.290167304	9.608895394	9.141214877	9.394739484	9.454787782	8.875852544	9.249241122	9.434397223	8.469740883	9.537508303	9.111812836
ENSDARG00000017474	7.253066298	6.810278873	7.816175361	7.32740829	7.078988285	7.936665603	7.110819935	6.982432469	7.594442871	6.600878727	7.222191772	7.762528873	6.896818719	7.232165406	7.358093779
ENSDARG00000017489	6.402883844	5.402352755	6.02166	5.571999638	6.056259614	5.393161846	5.605099443	5.81001612	5.951828744	6.95368549	6.249953857	5.469422717	6.406668824	5.467942913	5.228470996
ENSDARG00000017490	9.705010746	8.104424156	8.023768481	8.69689457	10.13224457	8.372604463	9.749253453	9.992303654	7.799397332	10.48389171	8.957946947	8.434040959	8.323211553	10.32828619	8.224602429
ENSDARG00000017494	5.310025325	5.848139135	5.06565134	6.144248903	5.708888374	5.986155224	6.245677231	5.960065762	6.007598707	6.255187007	6.099949285	6.216377273	5.922669726	5.876289416	5.628606952
ENSDARG00000017504	5.180295606	4.93919423	5.238458938	4.841272964	5.399564743	5.393161846	4.846114214	4.973594447	4.522046803	4.94904433	4.253963059	4.98418161	5.102571286	5.060013113	4.574910482
ENSDARG00000017522	7.68437217	7.911526415	7.955720573	8.016473797	7.936506629	7.997992791	7.808925954	7.915392327	8.049453149	8.052139942	7.947700629	8.175894487	7.634825036	8.163126051	7.7557319
ENSDARG00000017525	6.944664922	7.633153387	7.297394884	7.547100339	7.261186347	7.449982691	7.488662235	7.329713678	7.44599774	7.188600638	7.477113135	7.606714277	7.291313431	7.336618371	7.688654774
ENSDARG00000017532	7.221487156	7.197750155	7.154116437	7.264901796	6.891659949	7.271120036	6.776662197	7.229587006	6.781351056	7.065480751	7.124317936	6.94375609	6.785528644	7.096277306	7.197750155
ENSDARG00000017537	6.454718882	5.956154027	6.42383895	5.770985124	5.814034654	6.347873276	6.416525302	6.140876178	6.263584162	6.210547897	6.203428766	6.275785638	6.346970173	6.019926986	6.118860179
ENSDARG00000017542	5.27079981	6.050788501	5.889191818	5.319029347	4.954114612	6.024750475	5.24405377	5.375423093	5.605099443	5.011559446	5.431539895	5.532404784	4.582538476	5.950289836	5.102571286
ENSDARG00000017562	7.60274415	8.037772209	8.005032734	7.816175361	8.006453992	8.104424156	7.911943681	7.747103379	7.849250075	7.730273432	7.681753643	7.73166809	7.747103379	7.923723385	7.801696015
ENSDARG00000017569	9.406066998	8.974211256	9.12540964	9.083341726	9.042887185	8.937393918	9.237338903	8.961781637	9.075210871	9.234471767	9.063481005	9.141712235	9.455241171	9.084983344	9.199338986
ENSDARG00000017590	8.368882542	8.118878843	8.286230819	8.191287185	8.21761649	8.026016442	8.151667999	8.006453992	8.143602575	8.302343307	8.080829244	8.139499122	8.091145875	8.163126051	8.346084911
ENSDARG00000017591	10.88052254	11.31513478	11.08199021	11.07652254	11.07652254	11.19332206	11.08584158	11.1342981	11.11852072	11.04111114	11.36190612	11.37004255	11.07976422	11.22784511	11.18080077
