Williams Trend Test
Data Source: no_log_quant_fastbmd_input_SANT_nodmso
Work Source: null
BMDExpress2 Version: BMDExpress 2.30.0485 BETA
Timestamp (Start Time): 05/11/2020 09:15.26
Number of Permutations: 100
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Used Fold Filter with cuttoff: 1.5
Data marked as log transformation: true
Total Run Time: 8 seconds

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL	LOTEL
"ENSDARG00000093156"			0.037037037037037035	0.6255732725892179	2.1372895	2.1372895	1.2113675	1.3098464	1.4280459	2.1372895	0.5959902	0.4089508	0.27642626	0.07255303			
"ENSDARG00000055754"			0.02040816326530612	0.6255732725892179	-1.9406778	1.9406778	-1.3245202	-1.449123	-1.633306	-1.9406778	0.37426323	0.18167534	0.11045317	0.0963403			
"ENSDARG00000053804"			0.038461538461538464	0.6255732725892179	-1.6248536	1.6248536	-1.1413785	-1.5911345	-1.612847	-1.6248536	0.264546	0.019214418	0.010322771	0.085019074			
"ENSDARG00000020887"			0.037037037037037035	0.6255732725892179	1.6783167	1.6783167	1.3298359	1.1605932	1.2524606	1.6783167	0.13494936	0.44431755	0.19304125	0.036962327			
"ENSDARG00000036826"			0.01818181818181818	0.6255732725892179	-2.0959053	2.0959053	1.0180418	-1.2909111	-1.390226	-2.0959053	0.94813234	0.19391218	0.13489422	0.16432212			
"ENSDARG00000088040"			0.0392156862745098	0.6255732725892179	1.6263269	1.6263269	1.2206718	1.0996344	1.151703	1.6263269	0.39881518	0.5556287	0.22721699	0.008392922			
"ENSDARG00000090152"			0.018518518518518517	0.6255732725892179	1.5510887	1.5510887	1.2012801	1.3019736	1.1518316	1.5510887	0.18610491	0.052102793	0.20326586	0.057822734			
"ENSDARG00000099483"			0.03571428571428571	0.6255732725892179	-2.307652	2.307652	1.0156379	-1.194909	-1.7371593	-2.307652	0.95069945	0.55796844	0.12125607	0.040488083	0.3	3.0	
"ENSDARG00000100274"			0.037037037037037035	0.6255732725892179	-1.6176122	1.6176122	-1.0437162	-1.3252585	-1.3969975	-1.6176122	0.7675659	0.080539934	0.060557216	0.16987988			
"ENSDARG00000102019"			0.0425531914893617	0.6284171344886502	-1.9741824	1.9741824	-1.529781	-1.9741824	-1.8349739	-1.7729927	0.29868543	0.011415903	0.06613021	0.016452828			
"ENSDARG00000090948"			0.038461538461538464	0.6255732725892179	1.6989217	1.6989217	1.1265149	1.1077799	1.1252478	1.6989217	0.4744431	0.6616583	0.52613735	0.0420669			
"ENSDARG00000002600"			0.038461538461538464	0.6255732725892179	-1.7773763	1.7773763	-1.0146524	-1.3954847	-1.4393613	-1.7773763	0.91448003	0.050027706	0.05101102	0.20125353			
"ENSDARG00000060025"			0.038461538461538464	0.6255732725892179	-2.1740608	2.1740608	-1.2308244	-1.4808499	-1.3372525	-2.1740608	0.55484146	0.13792498	0.23114564	0.1902642			
"ENSDARG00000044754"			0.03508771929824561	0.6255732725892179	1.7987131	1.7987131	1.1996845	-1.339131	1.0467565	1.7987131	0.3562385	0.18093307	0.82601655	0.034638446			
"ENSDARG00000091119"			0.018518518518518517	0.6255732725892179	1.6651096	1.6651096	1.019328	1.1059663	1.2210228	1.6651096	0.8069449	0.1277649	0.023604453	0.002173588			
"ENSDARG00000056625"			0.031746031746031744	0.6255732725892179	-1.5258539	1.5258539	-1.1798111	-1.4345559	-1.2039887	-1.5258539	0.20353761	0.049083248	0.25739178	0.11203638			
"ENSDARG00000105039"			0.03333333333333333	0.6255732725892179	1.5959412	1.5959412	-1.2395986	-1.1029956	-1.0002896	1.5959412	0.17859462	0.5114558	0.9985048	0.03449971			
"ENSDARG00000044512"			0.016666666666666666	0.6255732725892179	1.5999874	1.5999874	-1.1294243	1.0137534	1.1095233	1.5999874	0.7500202	0.91033685	0.48893654	0.031238824			
"ENSDARG00000076041"			0.0392156862745098	0.6255732725892179	-1.5386398	1.5386398	-1.2130879	-1.4459883	-1.5386398	-1.4548541	0.49858668	0.07547567	0.04831188	0.08147798			
"ENSDARG00000095185"			0.02040816326530612	0.6255732725892179	1.6730629	1.6730629	1.3835568	1.0630733	1.2673491	1.6730629	0.14027818	0.20539092	0.09043444	0.010427261			
"ENSDARG00000053389"			0.02	0.6255732725892179	-1.7860659	1.7860659	1.195336	-1.3220683	-1.0505762	-1.7860659	0.61252075	0.25277826	0.7969376	0.15404348			
"ENSDARG00000059399"			0.01694915254237288	0.6255732725892179	2.67184	2.67184	2.0968244	2.5301154	1.7334545	2.67184	0.01822764	0.006351582	0.14664195	0.026270041	3.0E-4	0.003	
"ENSDARG00000070919"			0.0196078431372549	0.6255732725892179	-2.169641	2.169641	1.1077374	-1.1277965	-1.3268768	-2.169641	0.7279288	0.39500034	0.11143307	0.10194096			
"ENSDARG00000070048"			0.017857142857142856	0.6255732725892179	1.5789689	1.5789689	1.1720654	-1.1472454	1.1610274	1.5789689	0.324174	0.45837796	0.35417593	0.06243893			
"ENSDARG00000077883"			0.037037037037037035	0.6255732725892179	1.6663874	1.6663874	1.1869323	1.2499268	1.2206073	1.6663874	0.36659864	0.32214692	0.3155952	0.05920052			
"ENSDARG00000054560"			0.017543859649122806	0.6255732725892179	1.5944233	1.5944233	1.188745	1.3285794	1.2094916	1.5944233	0.3605921	0.24893358	0.09506294	0.011003658			
"ENSDARG00000093688"			0.01639344262295082	0.6255732725892179	2.1050646	2.1050646	1.2010431	-1.4078335	1.30141	2.1050646	0.27860597	0.47534555	0.15581377	0.011562383	0.3	3.0	
"ENSDARG00000103052"			0.03508771929824561	0.6255732725892179	-1.5066302	1.5066302	-1.2298049	1.0034605	-1.0128796	-1.5066302	0.3051907	0.96395	0.90386474	0.011408326			
"ENSDARG00000052658"			0.03571428571428571	0.6255732725892179	-1.5214926	1.5214926	-1.2841368	-1.3813115	-1.4428016	-1.5214926	0.015813312	0.11661436	0.21852066	0.010539412			
"ENSDARG00000017047"			0.038461538461538464	0.6255732725892179	-1.9181556	1.9181556	-1.4404521	-1.3841134	-1.4288193	-1.9181556	0.1799712	0.35952035	0.13916284	0.03670565			
"ENSDARG00000012275"			0.03389830508474576	0.6255732725892179	2.2288225	2.2288225	-1.5094366	1.3525167	1.5601006	2.2288225	0.41268983	0.5455134	0.38317978	0.1822946			
"ENSDARG00000104450"			0.01818181818181818	0.6255732725892179	-1.8613335	1.8613335	-1.3578663	1.0055395	-1.0853628	-1.8613335	0.027947849	0.9675343	0.3414235	0.090007454			
"ENSDARG00000062347"			0.03636363636363636	0.6255732725892179	-1.730736	1.730736	1.0440805	-1.3170719	-1.300556	-1.730736	0.7868229	0.09687513	0.10121469	0.15417044			
"ENSDARG00000077179"			0.03773584905660377	0.6255732725892179	2.120698	2.120698	1.4175514	1.7818509	1.2809103	2.120698	0.52814806	0.10622962	0.38935918	0.057517868			
"ENSDARG00000042492"			0.018867924528301886	0.6255732725892179	-2.1588805	2.1588805	1.0718654	-1.3350236	-1.5203978	-2.1588805	0.18267357	0.004503213	0.0012050079	0.06015443			
"ENSDARG00000035333"			0.04918032786885246	0.6284171344886502	1.558414	1.558414	1.0946566	1.0054495	1.0949345	1.558414	0.6152088	0.9791714	0.67206883	0.08050844			
"ENSDARG00000098512"			0.034482758620689655	0.6255732725892179	2.0100384	2.0100384	1.6028599	1.471795	1.6130788	2.0100384	0.09378761	0.13303097	0.08974352	0.031966012	0.3	3.0	
"ENSDARG00000042259"			0.018518518518518517	0.6255732725892179	-2.0513191	2.0513191	-1.19173	-1.4645302	-1.5332068	-2.0513191	0.5025052	0.017250458	0.028935751	0.1435502			
"ENSDARG00000071823"			0.041666666666666664	0.6284171344886502	-1.8636426	1.8636426	-1.0390341	-1.5518872	-1.3595953	-1.8636426	0.87897515	0.12782444	0.18910168	0.1600518			
"ENSDARG00000079560"			0.03508771929824561	0.6255732725892179	-1.6353619	1.6353619	-1.35298	-1.1358858	-1.1556705	-1.6353619	0.2661159	0.3527898	0.38900807	0.026788294			
"ENSDARG00000059058"			0.03389830508474576	0.6255732725892179	-2.1028595	2.1028595	1.0452548	-1.5993587	-1.700611	-2.1028595	0.85864484	0.28582126	0.016622178	0.04212707	0.3	3.0	
"ENSDARG00000091835"			0.017241379310344827	0.6255732725892179	1.6882443	1.6882443	1.2835469	1.4716091	1.5056853	1.6882443	0.22364509	0.14561702	0.077718824	0.00166432			
"ENSDARG00000099461"			0.03636363636363636	0.6255732725892179	1.5015475	1.5015475	1.0728668	1.1261963	1.2126105	1.5015475	0.199769	0.38982806	0.032223493	0.0048761046			
"ENSDARG00000101812"			0.037037037037037035	0.6255732725892179	-2.6376643	2.6376643	-1.257364	-1.6585509	-2.6376643	-2.1117418	0.5272665	0.07245383	0.03544048	0.033601705	0.03	0.3	
"ENSDARG00000016490"			0.037037037037037035	0.6255732725892179	-1.681007	1.681007	-1.0921496	-1.168586	-1.3005594	-1.681007	0.4253326	0.20007409	0.061450887	0.12394695			
"ENSDARG00000104718"			0.017857142857142856	0.6255732725892179	2.17891	2.17891	1.4484205	1.5350379	1.3344184	2.17891	0.07534095	0.039028946	0.10191813	0.006375779	0.3	3.0	
"ENSDARG00000100361"			0.034482758620689655	0.6255732725892179	1.6445701	1.6445701	1.0533769	1.3948691	1.6445701	1.424774	0.834788	0.25934395	0.14047045	0.23697999			
"ENSDARG00000004789"			0.03636363636363636	0.6255732725892179	-1.8666651	1.8666651	1.1734049	-1.8666651	-1.240445	-1.784619	0.64562833	0.032807104	0.3940353	0.05251446			
"ENSDARG00000006052"			0.01694915254237288	0.6255732725892179	1.5659819	1.5659819	-1.1140759	1.289899	1.3332598	1.5659819	0.55526173	0.39178646	0.18725953	0.085649505			
"ENSDARG00000062550"			0.037037037037037035	0.6255732725892179	-1.500514	1.500514	-1.129589	-1.2502503	-1.4692485	-1.500514	0.40694818	0.16607316	0.06573002	0.065340586			
"ENSDARG00000005783"			0.03636363636363636	0.6255732725892179	-1.8279274	1.8279274	1.0706645	-1.3932297	-1.3285223	-1.8279274	0.84653056	0.18851568	0.2074746	0.15204117			
"ENSDARG00000056162"			0.018867924528301886	0.6255732725892179	1.7175182	1.7175182	1.1469679	1.2180047	1.3586016	1.7175182	0.44583154	0.14491774	0.15963316	0.004517298			
"ENSDARG00000016730"			0.02127659574468085	0.6255732725892179	2.0421245	2.0421245	1.7898148	1.9190725	1.452956	2.0421245	0.013344063	5.8102916E-4	0.110320136	0.0016602026	0.3	3.0	
"ENSDARG00000039899"			0.03571428571428571	0.6255732725892179	-1.5992472	1.5992472	-1.1897395	-1.1987746	-1.0260109	-1.5992472	0.19605538	0.11311845	0.88831943	0.019676073			
"ENSDARG00000056395"			0.03571428571428571	0.6255732725892179	-2.1382015	2.1382015	-1.1610535	-1.5614936	-2.0948567	-2.1382015	0.753693	0.12253736	0.048583094	0.11003934	0.03	0.3	
"ENSDARG00000083588"			0.034482758620689655	0.6255732725892179	1.7121689	1.7121689	1.1153525	-1.1346142	1.3749473	1.7121689	0.51738375	0.69602704	0.13700774	0.040978275			
"ENSDARG00000110069"			0.03389830508474576	0.6255732725892179	1.807097	1.807097	1.3426037	1.0480139	1.5022012	1.807097	0.49938282	0.8360176	0.00629741	0.0039888253			
"ENSDARG00000071143"			0.03773584905660377	0.6255732725892179	-2.15671	2.15671	-1.23906	-1.6740497	-1.9512855	-2.15671	0.6961365	0.1902393	0.11508292	0.09573911			
"ENSDARG00000100908"			0.019230769230769232	0.6255732725892179	-1.9287226	1.9287226	-1.0484259	-1.9287226	-1.5623145	-1.4153138	0.6850222	0.064114764	0.0047899503	0.17434593			
"ENSDARG00000063568"			0.04	0.6255732725892179	-1.8769231	1.8769231	-1.0224353	-1.1228482	-1.0492007	-1.8769231	0.90506	0.5154426	0.71466255	0.2799085			
"ENSDARG00000098791"			0.04081632653061224	0.6269156432147803	-1.6115744	1.6115744	-1.3550045	1.048751	-1.0280529	-1.6115744	0.007664254	0.7469578	0.8774493	0.022522625			
"ENSDARG00000103878"			0.017543859649122806	0.6255732725892179	-1.6237402	1.6237402	-1.2940924	-1.0247356	-1.067683	-1.6237402	0.04118824	0.5659768	0.22643013	0.09365745			
"ENSDARG00000045661"			0.018518518518518517	0.6255732725892179	1.5578979	1.5578979	1.0304962	-1.0410998	1.2208546	1.5578979	0.88586134	0.8311891	0.15887485	0.17618778			
"ENSDARG00000038166"			0.017241379310344827	0.6255732725892179	1.5158592	1.5158592	1.1181067	1.0807832	1.1845887	1.5158592	0.36362612	0.5698714	0.3380959	0.13526815			
"ENSDARG00000079080"			0.03636363636363636	0.6255732725892179	1.613169	1.613169	1.1776135	1.1996926	1.4074754	1.613169	0.27989215	0.36830172	0.021141555	0.12699766			
"ENSDARG00000040427"			0.04081632653061224	0.6269156432147803	-2.3563042	2.3563042	-1.0735712	-1.0841227	1.1584417	-2.3563042	0.7170911	0.5948648	0.3941391	0.008152023	0.3	3.0	
"ENSDARG00000015731"			0.016129032258064516	0.6255732725892179	-1.6505148	1.6505148	-1.5397472	-1.144447	-1.3454815	-1.6505148	0.053631414	0.33117425	0.08563135	0.031256724			
"ENSDARG00000025189"			0.03773584905660377	0.6255732725892179	-2.3644478	2.3644478	-1.1194379	-1.709618	-1.74583	-2.3644478	0.67601943	0.025741432	0.021281503	0.19329916			
"ENSDARG00000097790"			0.0196078431372549	0.6255732725892179	-1.597234	1.597234	-1.111188	-1.074163	-1.0154763	-1.597234	0.7377828	0.4778275	0.8109609	0.08233897			
"ENSDARG00000101592"			0.0196078431372549	0.6255732725892179	-1.5497676	1.5497676	-1.3799945	-1.418315	-1.3489501	-1.5497676	0.16900374	0.011549176	0.01852818	0.062252264			
"ENSDARG00000102421"			0.03571428571428571	0.6255732725892179	-1.6573968	1.6573968	-1.2038224	-1.0335498	-1.0851225	-1.6573968	0.39356625	0.83815813	0.30616817	0.0012787338			
"ENSDARG00000110394"			0.01694915254237288	0.6255732725892179	-1.6893034	1.6893034	-1.6893034	1.2884594	1.0016181	1.4290481	0.059021004	0.2734008	0.99251986	0.10357491			
"ENSDARG00000098538"			0.02040816326530612	0.6255732725892179	-1.5444971	1.5444971	-1.1648536	-1.0752097	1.0055774	-1.5444971	0.47345805	0.7202775	0.98137593	0.10715422			
"ENSDARG00000117569"			0.03278688524590164	0.6255732725892179	1.5734779	1.5734779	-1.1133103	-1.1835344	1.0058284	1.5734779	0.49687696	0.34609413	0.9510704	0.10541961			
"ENSDARG00000102733"			0.038461538461538464	0.6255732725892179	1.6802372	1.6802372	1.4281039	1.3097026	1.3271074	1.6802372	0.2523656	0.35872713	0.33731604	0.13203357			
"ENSDARG00000104467"			0.01694915254237288	0.6255732725892179	1.9420702	1.9420702	1.2402974	1.1486537	1.4939349	1.9420702	0.3680775	0.45528746	0.1821155	0.01456992			
