	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
ENSDARG00000058226	8.957591383	8.924250252	9.093780914	8.766999082	8.865006543	9.164399095	8.768815917	8.924562115	9.018375865	8.813569432	8.957591383	9.273943232	8.72470127	8.922107682
ENSDARG00000058229	7.439489847	7.309402984	7.221965769	6.628808034	7.105807507	7.339074987	7.2115849	7.016360854	7.272095209	7.102935209	6.713843195	7.166035405	6.102635795	6.959919504
ENSDARG00000058231	9.764832992	9.777542868	9.80889658	9.565113156	9.75631116	9.778658071	9.475742253	9.551252049	9.827177774	9.814125733	9.673897298	9.675904672	9.670053213	9.618004062
ENSDARG00000058232	10.32007257	10.4957796	10.35367994	10.51125915	10.42642643	10.08119718	10.42033277	10.22351837	10.31652842	10.31186673	10.3913211	9.949374546	10.54427723	10.41689538
ENSDARG00000058237	7.552253197	7.860720065	7.654531219	7.304611861	7.730175101	7.404435502	7.743724816	7.427831479	7.384579976	7.464169359	7.379560437	7.361545792	7.406501381	7.33670136
ENSDARG00000058243	8.995919161	9.100652076	9.007229403	9.15060867	9.065882742	8.526280975	9.046964295	9.033987073	8.754553656	8.895186181	9.000208128	8.522183056	9.171683018	8.960249034
ENSDARG00000058244	6.300458985	5.858465981	5.827553567	5.759608275	6.466613421	6.920356707	6.459853941	6.517698166	6.538724335	6.051211617	6.132337396	6.70563719	5.438820255	6.44827194
ENSDARG00000058246	4.492766475	4.475409571	3.676393628	3.993245697	4.639042084	4.631219244	4.703016281	4.388016188	2.917052169	4.364400915	4.19589631	4.571900277	4.116732904	4.515144516
ENSDARG00000058248	7.02129337	7.779948722	7.221965769	7.583149932	7.04962042	6.326178754	6.973870859	6.887500373	6.787538087	7.059746225	6.81529576	5.850074914	7.660677462	6.755752095
ENSDARG00000058252	4.492766475	4.475409571	4.639042084	5.256326472	5.378374161	4.703016281	4.749139295	4.639042084	4.611258904	5.212818554	4.775675465	4.416164791	4.116732904	5.115981789
ENSDARG00000058256	7.95354144	7.906723874	8.303215009	8.527772739	8.179914906	7.846641108	8.18209801	8.267556357	7.922812379	8.2365949	8.243729262	7.720833158	8.612705326	8.445184379
ENSDARG00000058257	6.992517833	7.118364015	7.164420279	6.961510358	7.148338715	7.176693315	7.426608087	7.292786419	7.272095209	7.177406464	7.240915023	7.464169359	6.98252547	6.712578766
ENSDARG00000058259	9.105658851	9.278033474	8.858911943	9.300976115	8.811591502	8.858911943	8.888855374	8.919297304	8.854939755	9.13318483	8.914793873	8.660047589	9.611761042	9.045509336
ENSDARG00000058260	6.490011931	6.280848884	6.559298763	6.66345718	6.717516381	6.140502479	6.733853114	6.713843195	6.464033061	6.828365871	6.62506518	6.576400311	6.901141978	7.075849268
ENSDARG00000058267	7.800506954	7.764177553	8.147180661	8.088371902	8.090697222	7.937021851	8.07140647	7.913040054	7.732302454	7.973077323	7.832832233	8.321529718	8.193814865	8.049200691
ENSDARG00000058270	7.848816224	8.42706782	8.353053437	8.134423185	8.236445336	8.153606944	8.056329498	7.811061221	7.86415417	8.265909426	8.04099684	7.518101384	8.099333013	8.157906601
ENSDARG00000058280	3.645401164	3.827814253	4.436983984	3.914816436	4.639042084	4.200924119	3.676393628	3.564444083	4.495056844	4.275601289	4.116732904	3.557334392	4.631219244	3.827814253
ENSDARG00000058284	5.998870797	6.514439141	6.396821595	6.643001236	6.051211617	6.089031569	6.188930381	6.489301233	6.173528351	5.615153025	5.977493788	5.613028215	6.572171204	5.858465981
ENSDARG00000058285	10.03770534	9.528567281	9.275171262	9.471239364	9.338304667	10.16001018	9.477488875	9.424775793	10.23433979	9.754752663	9.45795405	10.0870095	9.56877084	9.379588379
ENSDARG00000058287	8.436873196	8.402111129	8.588003647	8.494164588	8.277014963	8.574466855	8.400628361	8.576899128	8.44045032	8.425676275	8.5255352	8.498294584	8.627404967	8.490434606
ENSDARG00000058292	8.815686889	8.80720564	9.523563381	9.109042319	9.03008957	8.743926343	9.162574247	9.263281172	8.683928177	9.064869438	9.199844616	8.89204857	9.448807567	9.452870352
ENSDARG00000058297	9.659589799	9.675414947	10.04947415	9.758079761	9.914663308	9.802815944	9.946320406	9.957511726	9.874001847	9.970144922	9.989829455	10.19129788	9.93943547	10.11720476
ENSDARG00000058302	9.640761134	9.369191674	9.566344347	9.297049401	10.00263587	9.672122726	9.575672741	9.619281183	9.59656009	9.620222322	9.626685135	9.719915575	9.492671117	9.84101979
ENSDARG00000058306	8.810356802	8.570375432	8.712442068	8.898814966	8.691562239	8.94764807	8.817954261	8.768448407	8.934417191	8.910588962	8.941232359	8.857081034	8.990320846	8.979511366
ENSDARG00000058318	7.63798248	8.199294177	7.865622955	7.612664186	7.864807191	7.67633332	8.041587244	7.858988242	8.164997188	7.997477968	7.959336562	7.845012503	7.901428643	7.823399914
ENSDARG00000058319	6.071130534	6.142393351	6.234286689	6.344016183	6.452754347	5.858465981	6.253516122	6.093939547	6.117813552	6.276102869	6.176794328	6.388665373	6.485826263	5.966407634
ENSDARG00000058322	9.554880444	9.792212598	9.645549979	9.648067959	9.871084069	9.553513906	9.738471161	9.796507487	9.732411942	9.840258146	9.801646193	9.894322467	9.679101755	9.770512231
ENSDARG00000058323	7.497215056	7.172907759	7.164420279	6.98252547	7.138030014	7.705185895	7.1169943	7.187438144	7.240915023	6.828365871	6.947528679	7.484773415	6.69913927	6.871158935
ENSDARG00000058325	6.842937846	6.68709825	6.559298763	6.896187486	7.277984036	7.473469371	6.755752095	7.399007396	7.375673034	7.245748452	6.773091906	7.871414865	6.69913927	7.302054445
ENSDARG00000058327	6.830942394	7.106615743	6.730052552	6.706492379	6.59276961	6.791459174	7.349141389	6.887500373	6.464033061	6.776310493	6.62506518	6.821453025	6.20449666	6.598657555
ENSDARG00000058328	9.833933072	9.646363741	9.772056078	10.02055113	9.918282464	9.639636317	9.872963484	9.865131404	9.777298093	9.909860816	9.8703774	10.30279867	10.21308091	10.18425824
ENSDARG00000058332	7.22969904	6.730052552	6.464621922	7.0311207	6.683625294	7.483337779	7.160307808	7.00676893	7.496117164	7.102935209	6.773091906	7.017127025	6.234286689	6.996685315
ENSDARG00000058336	3.747370336	3.708648154	3.914816436	3.437032519	3.78234751	4.303842827	3.886344806	3.809344627	3.099835547	3.380071914	4.564242832	4.25635759	3.821566907	3.1300431
ENSDARG00000058342	7.588439016	6.98252547	7.612154569	7.166035405	7.605791374	7.952269057	7.176693315	7.720069152	7.922812379	7.786780373	7.614517525	8.291553231	7.35496048	7.793763013
ENSDARG00000058345	6.779444004	6.884397345	6.743030898	6.783275187	6.998218432	7.030453709	6.721372472	6.791459174	6.66345718	7.048570128	6.884397345	7.260294222	6.618541956	6.920679747
ENSDARG00000058346	5.407458238	5.417166077	5.70391341	5.853660424	5.613028215	5.889542934	5.832557809	6.119077981	5.989654415	5.713139867	5.547675832	5.613028215	6.142393351	6.300458985
ENSDARG00000058348	8.832795968	8.97864062	9.148267392	8.817503186	9.012240043	9.194856501	8.971370824	9.113557829	8.961924005	9.104112176	8.924874469	9.630455332	8.595545006	9.062843391
ENSDARG00000058349	8.914613874	8.631463725	8.862336813	8.961020036	8.931469461	9.032892662	9.006931907	8.836574359	8.95160516	9.008195277	8.98483164	9.312986706	9.136369514	9.039496576
ENSDARG00000058351	5.809015587	5.506635943	4.907273471	5.646116295	5.119152798	6.008259298	4.872703508	5.4845697	5.215642008	4.976948121	4.887997753	6.20449666	4.826701336	5.447815189
ENSDARG00000058352	7.9912761	8.036814735	8.200131589	8.292405419	8.448741749	8.309870341	8.117548923	8.218167083	8.243729262	8.092621564	8.406642518	8.695236092	8.436388002	8.367608923
ENSDARG00000058354	10.60437529	10.31713033	10.5420213	10.33226182	10.46241663	10.58669413	10.45747672	10.62618561	10.56831046	10.42798345	10.56597966	10.73379599	10.56918811	10.54481827
ENSDARG00000058357	6.812535667	6.969005864	6.541850534	6.437281822	6.674066929	6.408390528	6.721372472	6.606934796	6.513037083	6.788462305	6.65303143	5.850074914	6.610355223	6.626663982
ENSDARG00000058358	14.12869152	13.89484815	13.90134549	13.75350197	14.05927807	14.2617648	13.82976105	14.1063916	14.16366839	13.9774689	13.98242299	14.03358214	13.47082627	13.89484815
ENSDARG00000058365	9.847185273	9.502883621	9.58658834	9.609371276	9.544979051	9.921481437	9.561667016	9.544054004	9.755899712	9.805885074	9.736211063	9.979099273	9.619338979	9.697753085
ENSDARG00000058366	8.513589813	8.303215009	8.269868561	8.418541038	8.570264027	8.739835014	8.324699104	8.444194387	8.52132842	8.50554733	8.406642518	9.058640383	8.304244112	8.541245815
ENSDARG00000058367	7.051763864	7.367665528	7.176693315	7.263213529	7.15515272	6.812535667	7.260294222	7.066739031	7.046002872	7.034330274	7.181827528	6.979508778	7.279855751	6.959919504
ENSDARG00000058369	10.32697503	10.37150841	10.49774422	10.69238104	10.4467032	9.902701234	10.47451236	10.42721873	10.14709221	10.40050307	10.42442262	10.10819178	10.7606532	10.54136151
ENSDARG00000058370	5.433652338	3.827814253	5.093123673	4.364400915	5.336391554	5.021690552	4.267632745	5.219431102	5.215642008	4.976948121	5.443733882	4.859127566	4.675125975	5.552438358
ENSDARG00000058372	3.523784246	3.708648154	3.804433787	4.19589631	3.350606874	3.557334392	4.200924119	3.564444083	3.886344806	3.543884655	4.116732904	4.25635759	4.470123816	4.515144516
ENSDARG00000058379	8.208702665	8.727299432	8.454070831	9.127558576	8.704756735	7.462506765	8.993661755	8.59739481	7.626108675	8.27141707	8.960079125	7.49477706	8.561842915	8.386062275
ENSDARG00000058381	9.412571025	9.164977163	9.463494962	9.15361275	9.630323673	9.787990269	9.223676458	9.452326238	9.508499634	9.373420123	9.358489125	9.988787629	8.985626688	9.639269435
ENSDARG00000058389	5.540258022	5.858465981	5.412959385	5.957645051	6.030735809	6.933395017	5.646116295	6.051211617	5.799461526	6.299146233	5.858465981	6.666200092	6.69913927	5.755084378
ENSDARG00000058390	5.646116295	5.307806756	6.341119609	5.759608275	5.46424431	6.059579787	5.615153025	5.854990116	5.646116295	5.713139867	6.158105736	5.652652565	5.615153025	6.188930381
ENSDARG00000058392	7.368853814	7.505057697	6.986378423	7.438041159	7.200440192	6.212540651	7.149731675	6.941558545	6.909457826	6.956340734	7.164733501	6.341793146	7.386837801	7.011708293
ENSDARG00000058394	8.972964507	8.936803725	9.063858133	9.115413752	8.929611954	9.01029927	9.138661254	9.133784275	9.02126551	9.053480514	9.063392765	9.366698783	9.328206001	9.146814847
ENSDARG00000058410	5.809015587	5.669816326	5.734316322	5.853660424	5.850074914	5.175915093	5.814659161	5.445774535	5.256326472	5.86933332	5.759608275	5.310554909	5.934199147	5.284679201
ENSDARG00000058419	11.98982052	11.910189	11.72159433	11.77958073	11.72412961	12.01450822	11.73057212	11.74423213	12.09041012	11.73993131	11.68915684	11.89505448	11.42891751	11.67841752
ENSDARG00000058421	8.099742754	8.12248049	8.009386897	8.241161614	8.017137686	7.771807588	7.796271766	7.925299055	8.06029321	7.687739554	7.780342794	7.555227175	8.327850859	7.851902669
ENSDARG00000058425	8.151453426	8.232001327	7.945703663	8.158722362	8.017137686	8.243448089	8.185640637	8.13702106	8.278434803	8.160289517	8.062644055	8.449813822	7.989607243	8.104952269
ENSDARG00000058444	7.119082133	6.730052552	7.1169943	7.485024145	7.605791374	7.006074991	7.285174563	7.470189626	7.142928701	7.222566643	7.444759451	7.563914765	7.85375246	7.373899506
ENSDARG00000058445	8.188998831	8.412715456	8.335340082	8.144962205	8.161703889	8.516627426	8.754883565	8.291234685	8.479989794	8.432099364	8.38073273	8.503368655	7.724097832	8.143837855
ENSDARG00000058448	7.462506765	7.2882374	7.85375246	7.70773311	7.589016326	7.626108675	7.653701485	7.544515473	7.634542633	7.628793535	7.645279511	7.572608891	8.066454637	7.801437502
ENSDARG00000058452	9.199660763	9.223600964	9.294313213	9.49879691	9.363481966	8.880230133	9.412354847	9.185221369	9.064515938	9.206017823	9.292467113	9.027977914	9.486278782	9.212751058
ENSDARG00000058454	11.85876789	11.77555505	11.97965368	12.00939471	11.85451695	11.60241569	11.98477733	11.96112868	11.64517153	11.89505448	11.91293206	11.81009706	12.11571509	12.01241201
ENSDARG00000058459	7.296021729	7.622578509	7.596993543	7.176693315	7.816573665	7.809982452	7.53573707	7.55365965	7.575073172	7.757343888	7.51959429	7.189493238	7.378239161	7.567541609
ENSDARG00000058461	8.104952269	8.179338561	8.166775439	8.037612563	8.107351779	8.15887969	8.209517241	8.025501246	8.249275256	8.383724493	8.151066748	8.291553231	8.455777546	8.426837025
ENSDARG00000058462	12.52754323	12.44340072	12.1372314	11.95712983	12.01101485	12.40306556	12.28799641	12.13200232	12.63040226	12.16842725	12.33616288	12.0957628	11.55619025	11.88723939
ENSDARG00000058463	10.33252053	10.22808144	10.59007563	10.30516202	10.42757462	10.62789114	10.44302886	10.50644382	10.4639335	10.55801037	10.43541696	10.87524219	10.43541696	10.67854773
ENSDARG00000058464	5.178738548	5.086876328	5.582945594	5.256326472	5.443733882	5.449897071	5.256326472	5.646116295	5.256326472	5.848525266	5.228731259	5.310554909	5.48688552	5.209831398
ENSDARG00000058470	6.725192649	7.059746225	6.631777454	6.783275187	6.643001236	6.890953273	6.779444004	6.902866789	6.679467377	6.721372472	6.787538087	7.031512525	6.538724335	6.580628419
ENSDARG00000058471	8.455777546	8.169128357	9.059196303	8.900355727	8.736190631	8.178557423	8.639858517	8.78482468	8.427848318	8.863342561	8.796569512	8.636661048	9.12174868	9.148267392
ENSDARG00000058473	6.300458985	7.039113696	6.798379167	6.798379167	6.545180312	6.059579787	6.315937633	6.548283884	6.173528351	6.518237698	6.258313392	5.699861333	6.842937846	6.565462844
ENSDARG00000058475	6.551757362	6.82095996	6.541850534	6.139100421	6.674066929	6.501998922	6.315937633	6.658383524	6.6328796	6.448912008	6.346618957	6.70563719	6.15886908	6.528528978
ENSDARG00000058476	9.164654169	9.173446615	8.615184127	9.162391317	8.872196038	9.006931907	8.812551455	8.921917479	9.224139936	8.924250252	9.077901527	8.777495513	9.001091346	8.668084791
ENSDARG00000058479	3.386140664	3.708648154	3.676393628	3.437032519	3.350606874	3.799522947	3.986595025	2.381545929	2.917052169	3.799522947	3.173106272	3.940310973	4.116732904	4.515144516
ENSDARG00000058480	6.842937846	6.895385949	7.128730832	6.933395017	6.728054524	6.583437119	7.095841927	6.963941805	6.898668941	7.166035405	7.083923248	7.228399485	7.667309323	7.328225305
ENSDARG00000058492	4.429161144	4.048933321	3.400457787	3.914816436	4.075591702	4.765090401	4.330547706	4.452971305	4.611258904	4.920672851	3.914816436	4.642931212	3.986595025	3.933201282
ENSDARG00000058494	10.64367329	10.65141203	10.44834231	10.40971717	10.46052572	10.88370732	10.48905266	10.63839155	11.00267272	10.51851342	10.44091284	10.82903878	10.3348972	10.34609363
ENSDARG00000058498	6.300458985	6.895385949	5.978280442	6.093939547	6.318831573	5.858465981	6.721372472	5.958894153	6.15174929	6.871925107	6.69913927	6.320144325	6.528528978	6.528528978
ENSDARG00000058502	6.788000196	6.556082429	6.683080053	6.50516413	6.615058214	7.149342807	6.744077096	6.980959148	6.695793941	6.994691092	6.729111453	7.105807507	6.871158935	6.920679747
ENSDARG00000058504	10.14498779	9.841575385	9.982319422	9.99996209	9.997115007	9.697016154	10.02220636	10.16075725	9.963473456	9.973791054	9.997719883	10.19129788	10.25349177	10.07791956
ENSDARG00000058508	8.596570096	8.449033262	8.245703112	7.630187304	8.645043054	8.985626688	8.583570406	8.832576931	8.707970334	8.080833111	8.597878648	9.321947134	8.397141409	8.099742754
ENSDARG00000058522	7.497215056	7.805142856	7.85375246	7.44599936	7.77431233	7.705185895	7.752319432	7.884536549	7.895038571	7.997477968	7.732097584	7.895553229	7.528427507	7.743244397
ENSDARG00000058528	8.407210341	8.456352078	8.570375432	8.566393293	8.498660657	8.353053437	8.410997869	8.327350688	8.388622381	8.359294615	8.430174241	8.172417726	8.587729975	8.458893173
ENSDARG00000058533	8.038566102	7.92113751	8.545584925	8.164025457	7.95354144	8.171478516	8.13702106	8.179040298	7.992686698	8.5255352	8.26555712	8.255232224	8.549603691	8.484613644
ENSDARG00000058538	10.08254136	10.08049661	10.28062262	9.995099795	10.35474605	10.34273018	10.08161902	10.35326575	10.17343796	10.10327728	10.21209623	10.49150313	9.888282727	10.390483
ENSDARG00000058543	10.78921834	10.72381498	10.76321298	10.50873737	10.64572175	10.97573562	10.3798933	10.61494566	10.90017588	10.74719985	10.62458495	10.70678317	10.38076951	10.60916157
ENSDARG00000058548	8.467063398	8.232001327	8.449700456	8.286236081	8.459724194	8.634979972	8.303052213	8.431951939	8.444324009	8.480826874	8.446674461	8.857081034	8.595545006	8.795634604
ENSDARG00000058551	7.177763039	7.050108811	7.456632383	7.44599936	7.523030443	7.364019098	6.994691092	7.68898739	7.03353452	7.258275027	7.444759451	7.720833158	7.70005563	7.637201178
ENSDARG00000058553	5.713139867	5.506635943	5.449897071	4.996521084	5.256326472	5.889542934	5.93933767	5.303058593	5.449897071	5.759608275	5.646116295	6.686130641	5.147939454	6.168124892
ENSDARG00000058556	8.198851852	8.367608923	8.715312489	8.443182854	8.666809093	8.670137584	8.389029631	8.724495377	8.881501313	9.023273426	8.634727037	9.087168918	8.568527391	8.987913032
ENSDARG00000058558	8.366120179	8.593627532	8.230798848	8.553578363	8.153102422	7.873913862	8.344547392	7.985853416	8.180136518	8.172052948	8.036040823	7.60077472	8.502777389	7.851902669
ENSDARG00000058560	10.31436522	10.23154953	10.29708059	10.28246666	10.26757257	10.62220968	10.27886105	10.32690169	10.48380998	10.40391824	10.32219592	10.53306545	10.24117677	10.38256944
ENSDARG00000058561	6.071130534	6.226832716	6.541850534	6.385168957	5.945929084	6.059579787	6.388665373	5.757125031	5.669816326	5.920623092	5.957645051	5.263688118	6.188930381	5.858465981
ENSDARG00000058562	7.391211985	6.98252547	7.059091939	7.221176523	7.176693315	7.200440192	7.184386796	7.066739031	7.384579976	7.091405905	7.334035756	6.907217054	7.307442647	7.097020688
ENSDARG00000058563	7.304059315	7.258275027	7.317629144	7.44599936	7.322722828	7.667309323	7.274152348	7.58955165	7.554215175	7.340175151	7.451498678	7.649172246	7.414760496	7.155502043
ENSDARG00000058565	6.664312369	6.413737057	6.683080053	6.613101282	6.59276961	6.113820544	6.591177857	6.621473121	6.615058214	6.351951907	6.238725932	5.780504901	6.485826263	6.280848884
ENSDARG00000058566	6.238725932	5.699861333	5.881484864	5.881484864	5.734316322	6.059579787	6.217967572	5.828738098	6.265169974	6.188930381	6.046451307	6.049881926	6.429433725	6.018729017
