	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
ENSDARG00000057606	8.301144942	8.372653611	8.269868561	8.321529718	8.366120179	8.144962205	8.324699104	8.075483452	8.082854994	8.304369935	8.238124449	8.148661085	8.383342119	8.021516426
ENSDARG00000057610	5.695988448	5.555032624	5.978280442	6.364413466	5.859992671	5.652652565	6.073021406	6.119077981	5.669816326	5.94891888	6.219471973	5.780504901	5.695988448	6.107990606
ENSDARG00000057624	9.067140905	8.991480348	9.122206531	9.065517304	9.103413174	8.943913041	9.286781198	9.199940476	8.87260957	9.160389193	9.229755613	9.417257493	9.220896736	9.280342116
ENSDARG00000057625	7.304059315	7.003061797	6.944900141	7.73418883	7.360941393	7.164107058	7.508068359	7.246913346	7.115558562	7.290818999	7.451498678	7.003061797	7.298087285	7.417601658
ENSDARG00000057626	8.794016372	8.731114952	8.678483764	8.856872095	8.886909791	8.665436357	8.806412891	8.866899658	8.823346505	8.823346505	8.910976829	8.665436357	8.820595673	8.873784372
ENSDARG00000057630	8.169967998	7.913501127	7.733360958	7.999878316	7.85027591	8.425117182	8.094007466	8.001798799	8.394389767	8.13702106	8.260813082	8.695236092	7.54052979	7.983944914
ENSDARG00000057632	3.747370336	3.940310973	4.50667465	3.676393628	4.30822858	4.014034895	3.792413256	4.522730187	3.986595025	4.275601289	4.433367836	4.775675465	4.470123816	4.048933321
ENSDARG00000057633	5.48688552	5.417166077	5.378374161	5.127293509	5.806750668	5.794055778	4.78362983	5.932375211	5.615153025	4.920672851	5.646116295	6.074644269	5.147939454	5.15418115
ENSDARG00000057635	5.669816326	5.482837732	5.905355336	5.615153025	5.99607092	5.076639171	5.564376539	5.598125176	6.250457244	5.999669648	6.258313392	6.253516122	6.102635795	6.374540644
ENSDARG00000057644	6.015427977	5.936768408	6.580628419	6.029060168	6.205843733	6.408390528	5.773914653	6.672563672	6.599191496	5.4845697	6.477191078	6.842029914	6.321234807	6.613101282
ENSDARG00000057648	10.07204526	10.22301991	10.03075887	9.860599673	10.09662451	10.39626249	9.847329298	10.06561202	10.42140759	10.04693167	9.786047178	10.19745874	9.662786546	9.918065349
ENSDARG00000057649	7.982417692	8.12855389	7.672362062	7.961714454	7.78841457	7.735913418	7.925299055	7.733360958	7.598961417	7.741860243	7.951950511	6.920679747	7.934107525	7.706572332
ENSDARG00000057652	11.74114328	12.32073711	12.07590334	12.06129988	12.38592835	11.67213428	12.03624556	12.18299268	11.67213428	11.94405639	12.15965282	11.51580081	11.89303206	12.03259715
ENSDARG00000057660	8.026763121	8.250305674	8.361696064	8.250453947	8.04690381	7.976295689	8.311159918	8.109512917	8.066454637	8.199956632	8.225671781	8.184358046	8.258163855	8.255232224
ENSDARG00000057661	9.07332218	8.687677951	8.842745193	8.969518178	9.014802825	8.627684613	8.859520134	8.954871182	8.911784177	8.88736485	9.093780914	8.596570096	9.225167428	8.997426913
ENSDARG00000057665	7.940302892	7.900172712	7.637420901	7.919317693	7.638420059	7.518101384	7.809982452	7.67633332	7.717265432	7.464169359	7.552718433	7.228399485	7.760384215	7.543567708
ENSDARG00000057671	10.45935263	10.4389861	10.28811384	10.18331157	10.34609363	10.73345028	10.34870223	10.2369774	10.50819409	10.3274378	10.1517913	10.67854773	10.05773791	10.24742813
ENSDARG00000057672	8.698903781	8.526066512	8.592635039	8.840690463	8.830954491	8.771603293	8.828638141	8.891634058	8.600487573	8.729541665	8.88502493	8.739835014	8.800910807	8.934590239
ENSDARG00000057678	6.563450389	6.178343976	6.598657555	6.469582317	6.780393777	6.791459174	6.388665373	6.980959148	6.648815906	6.737947669	6.571588997	6.78588874	6.20449666	6.461370707
ENSDARG00000057680	7.391211985	7.149731675	6.967180432	6.559298763	6.944900141	7.404435502	6.918386289	6.994691092	7.496117164	6.448912008	7.016360854	7.260294222	6.629854232	6.807246936
ENSDARG00000057681	9.608576734	9.921288558	9.80889658	9.907524936	9.799208787	9.666037422	9.786560922	9.784871882	9.676840975	9.851527813	9.83612572	9.449753594	9.924584813	9.809373071
ENSDARG00000057683	10.19979334	10.17935896	10.8273069	10.33993038	10.44983843	10.11699743	10.43526167	10.50445064	10.12505451	10.58372629	10.53794746	10.54009929	10.48226759	10.82087662
ENSDARG00000057687	6.490011931	6.33411518	6.142393351	6.139100421	6.302436796	6.544469613	6.858652065	6.532883732	6.615058214	6.871925107	6.571588997	7.315629492	6.499642245	6.842937846
ENSDARG00000057688	8.530846351	8.52148385	8.230798848	8.608393739	8.403936322	8.394900596	8.503213226	8.619938962	8.268828863	8.153945227	8.366120179	8.236744464	8.418541038	8.394220556
ENSDARG00000057691	11.65774903	11.58260494	11.90729798	11.79763997	11.74845527	11.49469341	11.84682298	11.79436673	11.52485402	11.82957081	11.76106822	11.66248046	11.99673071	11.91364641
ENSDARG00000057698	12.10961097	11.95803932	12.01450822	11.86985127	12.13915366	12.35582037	11.92021971	12.13551283	12.22986818	12.0303583	11.96892927	12.30043167	11.76415778	11.99975937
ENSDARG00000057699	8.083173541	7.817876701	8.07438398	7.994966072	7.986636702	8.201549534	8.161703889	7.968337801	8.110111515	7.978546195	8.099333013	8.413741035	8.119774254	8.072208902
ENSDARG00000057706	8.570375432	8.292732562	8.540905154	8.2365949	8.46608679	8.901631539	8.452359219	8.522321378	8.756994904	8.415294158	8.819046778	8.766542837	8.012100693	8.445184379
ENSDARG00000057707	7.511799776	7.258275027	7.326494481	7.622074598	7.315629492	7.473469371	7.349141389	7.474961118	7.248933828	7.641096843	7.127234031	7.349821587	7.378239161	7.284456444
ENSDARG00000057708	8.731114952	8.735733291	8.797013916	8.577687807	8.788993356	9.072270064	8.679869232	8.602704928	8.999994821	8.701545191	8.705871412	8.930079126	8.538951338	8.828493612
ENSDARG00000057714	9.068571458	9.123168436	9.255477992	8.898814966	9.128788323	9.277264211	9.23781252	9.412023878	9.200180908	9.269598856	9.111576505	9.541192689	8.673997143	9.320043626
ENSDARG00000057728	6.253516122	5.759608275	6.170126145	5.932375211	6.290334807	6.501998922	5.854990116	6.413737057	6.117813552	5.94891888	6.158105736	6.501998922	5.147939454	6.317535334
ENSDARG00000057729	8.001036536	7.786381632	7.885695306	7.811963345	7.73418883	7.657018139	7.622326553	7.958491584	7.801837696	7.890094849	7.722953794	7.338436906	8.188998831	7.759464879
ENSDARG00000057736	9.40451539	9.356598868	9.402748342	9.311453204	9.393231008	9.546169858	9.319751489	9.219213975	9.522750865	9.439261703	9.261237627	9.594335162	9.156010871	9.384674564
ENSDARG00000057737	7.747988331	7.829371126	7.535459307	7.591274386	7.645279511	7.483337779	7.721246183	7.210542208	7.737962247	7.741860243	7.488193268	7.293946344	7.434749905	7.39087849
ENSDARG00000057738	8.760037998	8.832576931	9.43290859	9.173446615	9.210476443	8.698903781	9.055241362	9.057098878	8.71553839	9.211149744	9.108629598	9.174798434	9.402187699	9.370613036
ENSDARG00000057741	6.739727395	6.631254355	6.664312369	6.524152628	6.49849084	6.812535667	6.666702778	6.638895659	6.679467377	6.813019472	6.729111453	6.78588874	5.934199147	6.565462844
ENSDARG00000057743	5.646116295	6.074644269	5.734316322	6.217967572	6.092643308	5.725494009	5.978280442	6.37932717	5.881484864	5.646116295	5.977493788	5.881484864	6.321234807	5.99607092
ENSDARG00000057751	4.653830389	5.086876328	5.145036455	5.48688552	5.119152798	4.200924119	5.732459521	5.178738548	4.907273471	4.879722873	5.344108908	4.710551505	5.378374161	5.251537664
ENSDARG00000057767	9.467496321	9.452203047	9.212911758	9.303042542	9.301432912	9.646055722	9.40247603	9.116205089	9.50118758	9.343887069	9.034735045	9.571776612	9.225167428	9.045509336
ENSDARG00000057772	8.654496494	8.509233498	8.41179029	8.682269738	8.592100407	8.934590239	8.608393739	8.569885999	8.767353525	8.609647887	8.809789475	9.113661606	8.894836478	8.755340621
ENSDARG00000057782	11.15689941	11.33551216	11.23304589	11.39058124	11.20828342	10.9112103	10.99812482	11.14331649	10.91921693	11.05836999	11.13081887	10.46293446	11.2938437	11.08979928
ENSDARG00000057789	4.132936623	3.594514567	4.907273471	4.511255388	4.992631957	5.220472043	4.703016281	4.25635759	4.710551505	4.19589631	4.775675465	5.652652565	4.522730187	4.445984547
ENSDARG00000057790	7.272095209	7.348507235	7.464169359	7.294913658	7.570858603	7.352135707	7.324660207	7.341531204	7.001792138	7.367665528	7.599526074	6.991696716	7.406501381	7.492307663
ENSDARG00000057792	5.646116295	5.482837732	5.553383794	5.792432916	5.624892312	4.703016281	5.832557809	5.4845697	5.580160393	5.375203152	5.884880138	5.998870797	6.413737057	5.830594899
ENSDARG00000057805	9.670053213	9.697016154	9.86539498	9.777071429	9.683314268	9.7945885	9.745342534	9.814557748	9.834205661	9.924380668	9.83612572	9.922532545	9.925361064	9.772698058
ENSDARG00000057826	7.604686954	7.367665528	7.317629144	7.221176523	7.236785399	7.899067259	7.555501974	6.980959148	7.575073172	7.313800373	7.127234031	7.093808384	6.718364531	6.920679747
ENSDARG00000057830	6.464621922	6.413737057	6.743030898	6.559298763	6.509459899	6.524152628	6.300458985	6.413737057	6.450147745	6.583437119	6.65303143	6.821453025	6.741468214	6.908807668
ENSDARG00000057833	5.564376539	5.910798668	5.615153025	5.826369037	5.715264677	4.765090401	6.15886908	5.646116295	5.881484864	5.94891888	5.834804653	6.128560989	6.341793146	5.409883047
ENSDARG00000057844	7.341531204	7.0135219	5.978280442	6.437281822	5.884880138	7.565424772	7.687306603	6.726020361	7.765773458	7.519356299	6.297033867	8.276594773	6.173528351	5.779504387
ENSDARG00000057853	12.93540809	12.81639787	13.03572353	12.97760881	12.96506535	12.75323989	12.94976453	13.01164242	12.72225983	12.93915903	12.92314545	12.80959426	12.99541928	12.98183011
ENSDARG00000057854	10.06949443	9.92763419	10.25488798	10.23198921	10.17685595	10.07681983	10.16317715	10.28134043	10.09547013	10.15321084	10.21829335	10.3694094	10.35344481	10.25468926
ENSDARG00000057855	9.473847008	9.533602129	9.590662191	9.461967386	9.423017038	9.648790221	9.556399287	9.517939101	9.557839715	9.59919387	9.584590954	9.636007044	9.438991886	9.697753085
ENSDARG00000057857	7.877843196	7.894523912	7.491181022	7.924731613	7.875089017	7.809982452	8.07140647	8.094213154	7.87058225	7.951950511	7.536206545	7.895553229	7.783542267	7.687549074
ENSDARG00000057859	7.883222674	7.402285257	7.837733925	7.70773311	7.605791374	7.328225305	7.53573707	7.727612014	7.510130248	7.764414449	7.904258186	7.686632059	7.738442666	7.525851824
ENSDARG00000057863	6.779444004	6.797561169	7.199096654	7.232517487	7.024163282	6.565929136	7.06706411	7.127234031	6.758417486	6.897736359	7.164733501	6.632328527	7.457961637	7.155502043
ENSDARG00000057869	5.564376539	5.555032624	5.674031538	5.732459521	5.715264677	5.759608275	6.055763445	5.912281422	5.412959385	6.143025565	5.884880138	6.459853941	5.646116295	6.234286689
ENSDARG00000057879	7.400804463	7.191699702	6.996685315	6.947528679	7.0724756	7.657018139	7.086634266	7.075849268	7.307724975	7.414760496	7.314047495	7.63798248	7.324660207	7.535181545
ENSDARG00000057881	11.37967478	11.25235288	11.42247552	11.53183117	11.35643526	11.14451022	11.37214675	11.6604021	11.13385598	11.08686301	11.39943256	11.12372307	11.3231124	11.21546097
ENSDARG00000057882	10.45114625	10.31423599	10.51654116	10.27886105	10.40369611	10.59511145	10.3333515	10.51106629	10.45747672	10.43687327	10.46021929	10.71607992	10.39778209	10.57142553
ENSDARG00000057884	6.135184199	5.417166077	6.341119609	5.646116295	6.265169974	6.212540651	5.773914653	6.272168533	6.388665373	6.029060168	5.957645051	6.025750185	6.049881926	6.255511315
ENSDARG00000057887	5.009090108	5.086876328	4.961375849	5.178738548	4.710551505	4.546593342	4.388016188	5.261319056	5.170842548	5.445774535	5.646116295	5.115981789	5.516733249	4.710551505
ENSDARG00000057899	4.887997753	4.714937258	4.436983984	4.19589631	4.809282754	4.111161296	5.178738548	4.452971305	5.079715508	4.579395623	5.582945594	4.917501842	5.178738548	5.115981789
ENSDARG00000057903	12.21264247	12.02965044	12.06129988	12.53010682	12.26684592	11.97868797	12.09041012	12.47441395	12.19244258	12.30200338	12.34361176	12.34361176	13.03120884	12.59297997
ENSDARG00000057907	8.509390347	8.708718118	8.502777389	8.813172015	8.54425393	8.360338341	8.646947156	8.255837738	8.394389767	8.544804711	8.5578375	8.062237034	8.663083973	8.579797118
ENSDARG00000057910	9.34137033	9.464498494	9.781299561	9.58054724	9.603821728	9.415015798	9.714662149	9.60670652	9.484937791	9.588994675	9.61054727	9.668213194	9.625845586	9.654747287
ENSDARG00000057911	9.529385646	9.455263443	9.640761134	9.92763419	9.507786832	9.926666895	9.683985529	9.495528392	9.982723856	9.911864169	9.698827433	9.829276084	9.383034697	9.533995233
ENSDARG00000057912	11.54723504	11.50804242	11.62435696	11.570924	11.57283054	11.66248046	11.54484899	11.67992681	11.66331312	11.66824213	11.64517153	11.81834953	11.62998903	11.69695848
ENSDARG00000057913	11.69031196	11.89132921	11.58804626	11.94601195	11.69904711	11.34957165	11.86231458	11.65922787	11.49348896	11.63990101	11.73182859	11.25052485	11.91631528	11.56136809
ENSDARG00000057918	10.13562424	10.21232133	9.820738363	10.03873656	9.963417052	10.21971399	9.904228155	9.967765846	10.23275938	9.926568153	10.06771638	9.849720851	9.759605612	9.677559373
ENSDARG00000057921	8.873784372	9.332719079	8.669295942	9.332247576	8.952034396	8.08821312	8.979614108	8.695883771	8.414685869	8.451662048	8.50554733	7.695402716	8.935825161	8.367608923
ENSDARG00000057927	7.455303128	7.557389096	7.561488369	7.485024145	7.115558562	7.404435502	7.413469897	7.187438144	7.674854689	7.234083808	7.231113801	7.046661339	7.386837801	7.253019138
ENSDARG00000057928	8.40307017	8.372653611	8.575041308	8.412588077	8.582254306	8.425117182	8.423426208	8.459724194	8.453703495	8.451662048	8.724959217	8.700344233	8.703977504	8.609647887
ENSDARG00000057929	7.726244073	7.860720065	8.100344856	8.032443733	7.816573665	8.042355741	7.800968027	8.116482798	8.024409146	8.103985337	7.951950511	8.18998291	8.052222521	8.123748439
ENSDARG00000057936	8.832795968	9.121112117	9.140487634	9.409065072	9.101091122	8.589732899	9.226659424	9.22352547	8.646947156	8.975590785	9.213922159	8.271740617	9.261925478	9.029700729
ENSDARG00000057940	11.12621941	11.25692056	11.33051127	11.3260809	11.18342399	11.17633188	11.08764217	11.19684128	11.18577651	11.32532958	11.2446241	10.98503773	11.36942723	11.3209806
ENSDARG00000057949	8.066454637	7.698810495	7.945703663	7.761327957	7.892656217	8.328160783	8.235773915	8.333308891	8.154861772	8.092621564	8.188850558	8.549603691	7.483060017	7.998581571
ENSDARG00000057973	8.301144942	8.036814735	8.009386897	8.080833111	8.103745127	8.670137584	8.154283509	8.353053437	8.484613644	8.110482865	8.13702106	8.560965435	7.922990975	8.31151465
ENSDARG00000057974	7.837050403	7.87490598	8.07438398	7.90930593	8.012314046	7.998581571	8.085884924	8.132381381	7.759464879	8.220148133	8.099333013	7.820717018	8.293380498	8.083014268
ENSDARG00000057975	6.071130534	6.528528978	6.514439141	6.541850534	6.220954727	6.008259298	6.344016183	6.37932717	6.230657609	6.499642245	6.398162657	6.128560989	6.12377543	6.071130534
ENSDARG00000057983	5.853660424	6.030735809	6.170126145	5.932375211	5.859992671	6.363083775	5.773914653	6.253516122	6.355295898	6.335194244	6.380674243	7.153929576	5.540258022	6.045676483
ENSDARG00000057984	8.388622381	8.226510471	8.080833111	8.110111515	8.298880801	8.869771698	7.899717746	8.327350688	8.44045032	8.501784695	8.214328094	8.888290368	8.124732	8.250453947
ENSDARG00000057986	8.472794554	8.449033262	8.800464571	8.521875903	8.694841826	8.687883845	8.591029854	8.700211608	8.710559203	8.574681796	8.829003571	8.498294584	8.81500238	8.648523083
ENSDARG00000057987	9.354260588	9.367053299	9.42874446	9.492215697	9.487930488	9.30183991	9.5649584	9.416053916	9.165358314	9.377064369	9.34781736	9.422823517	9.53076664	9.468680173
ENSDARG00000057992	8.995919161	8.884731778	9.029184341	8.809559196	9.085932239	9.124981097	8.949462123	9.083193559	9.101686002	8.910588962	9.004531095	9.283941357	8.635711828	8.972218558
ENSDARG00000057995	8.143684735	8.036814735	8.159597603	8.173084258	8.04690381	8.064130213	8.353053437	8.001798799	8.06029321	8.018914909	8.13702106	8.062237034	7.901428643	7.983944914
ENSDARG00000057997	9.82176051	9.889099704	9.816556728	9.825806147	9.845422906	9.863282243	9.785403728	9.890859676	9.980239451	9.906981032	9.782765689	9.746974709	9.694233577	9.628739483
ENSDARG00000058003	8.768930544	8.946808895	9.258122874	9.101686002	9.003199352	8.934590239	9.226659424	9.046964295	9.009879217	9.130394812	9.07150802	9.244763415	9.295083033	9.297289545
ENSDARG00000058004	8.582254306	8.383342119	8.73088291	8.211002017	8.566731213	8.934590239	8.367882627	8.627290594	8.751818617	8.432099364	8.422836089	8.993282457	8.236105798	8.51374431
ENSDARG00000058005	11.05160528	10.71442833	10.5027817	10.51402067	10.70721313	11.53657126	10.73717771	10.90098281	11.3857786	10.87228547	10.74757011	11.28257658	10.00740036	10.46929852
ENSDARG00000058008	9.574326767	9.562111632	9.700151899	9.765490389	9.69640553	9.219683059	9.669832803	9.528015798	9.394726335	9.67168832	9.750687937	9.316333517	9.844779643	9.620222322
ENSDARG00000058011	7.877843196	7.906723874	8.178867105	8.321529718	7.99105353	7.866051437	7.919895556	8.188998831	7.737962247	7.85027591	8.027910286	7.936053083	7.964307887	7.945703663
ENSDARG00000058015	7.212916123	7.934474904	7.221965769	7.591274386	7.290818999	7.095841927	7.149731675	6.658383524	6.525278865	6.968658894	6.995818151	5.652652565	7.255471543	6.712578766
ENSDARG00000058020	6.113033891	6.263822901	6.170126145	6.254863196	6.220954727	5.310554909	5.959790259	6.253516122	5.963838788	5.848525266	5.511082097	5.310554909	6.253516122	5.99607092
ENSDARG00000058022	8.47711304	7.881408495	8.017705174	8.015924787	8.224403963	8.255837738	8.161703889	8.206763142	8.424143176	8.177969809	8.392581829	8.792161827	8.062644055	8.255232224
ENSDARG00000058023	3.821566907	4.121760713	3.233027726	4.19589631	3.001419986	5.36604756	3.676393628	3.417389158	4.551387213	4.014034895	2.965944896	6.20449666	3.676393628	4.313514336
ENSDARG00000058032	8.75368777	8.593627532	8.660047589	8.678483764	8.89204857	8.998686804	8.646947156	8.708508659	9.071592142	8.722582298	8.849427443	8.895186181	8.568527391	8.788993356
ENSDARG00000058038	8.038566102	8.042873355	8.009386897	7.73418883	8.075103895	8.268828863	8.048902428	8.164997188	8.240863351	8.110482865	8.005484769	8.522183056	7.792721485	8.173431812
ENSDARG00000058039	10.26798435	10.0774416	10.14709221	10.3694094	10.27683935	9.929493775	10.15235689	10.2345099	10.07930955	10.27910119	10.2524901	10.00965985	10.56918811	10.23673125
ENSDARG00000058042	4.132936623	3.827814253	4.571900277	3.799522947	3.839005898	4.303842827	3.792413256	4.179926529	3.886344806	4.121760713	4.19589631	4.983265118	3.10808392	3.564444083
ENSDARG00000058048	5.564376539	6.051211617	5.794055778	5.792432916	6.092643308	5.889542934	6.217967572	6.002424568	5.826369037	5.713139867	6.090680398	6.299802609	5.734316322	5.725494009
ENSDARG00000058050	6.908807668	6.601678788	6.559298763	6.769178921	6.653671498	7.106615743	6.474425074	6.859584647	6.830942394	6.568738584	6.539902058	6.991696716	6.730052552	6.626663982
ENSDARG00000058053	6.173528351	6.317535334	5.646116295	5.853660424	6.302436796	7.016360854	6.791459174	6.433086642	6.599191496	6.431305667	6.363083775	6.65303143	4.675125975	5.858465981
ENSDARG00000058062	9.674606851	9.592994179	9.736663573	9.413334385	9.488863746	10.03793273	9.630768955	9.610801306	9.791874596	9.784655299	9.647281874	10.00965985	9.394360121	9.806498118
ENSDARG00000058068	4.349701597	3.477535418	3.914816436	3.676393628	4.592850866	4.631219244	3.792413256	3.417389158	4.551387213	4.275601289	3.914816436	5.394680598	4.413767856	4.223383718
ENSDARG00000058076	8.377436013	8.344127371	8.206073328	8.292405419	8.298880801	8.589732899	8.338829827	8.169744463	8.569885999	8.364715893	8.308973263	8.627822196	8.236105798	8.204063773
ENSDARG00000058079	8.203581038	8.042873355	8.328329441	8.26555712	8.236445336	8.178557423	8.227928067	8.431951939	8.249275256	8.334785775	8.502020237	8.570375432	8.397141409	8.353248977
ENSDARG00000058082	7.71353345	8.614861593	7.317629144	6.961510358	7.322722828	7.106615743	8.371365414	6.473800524	7.834225712	7.706572332	7.406807167	7.153929576	7.255471543	7.13367706
ENSDARG00000058088	10.62487809	10.60632879	10.76321298	10.49729768	10.54300665	10.59593996	10.75876841	10.66226684	10.64230374	10.67277056	10.62587506	10.72711961	10.46929852	10.77588253
ENSDARG00000058089	8.794016372	8.840069418	8.712442068	9.042135463	8.869654994	8.425117182	8.855784184	8.839853879	8.509666604	8.876988736	8.900487673	8.337590798	8.930815594	8.931469461
ENSDARG00000058090	4.710551505	4.768362093	5.093123673	5.083604635	4.953790178	5.122139953	4.917501842	5.409883047	5.079715508	4.710551505	4.775675465	5.310554909	4.727103668	4.924420523
ENSDARG00000058094	11.79436673	12.05454005	11.85943512	11.95144159	12.00379156	11.73554528	11.92210851	11.98180427	11.74791506	11.85451695	11.93690026	11.62956783	11.84494472	11.92210851
ENSDARG00000058100	5.890471334	5.732459521	6.119077981	5.732459521	6.175289927	6.606934796	5.587863293	5.728232056	6.051211617	6.121696443	6.200203362	6.632328527	4.727103668	5.830594899
ENSDARG00000058102	9.280725947	9.223600964	9.552971469	9.253637009	9.273115046	9.440276086	9.308471798	9.520791464	9.259439545	9.422823517	9.338387973	9.475666314	9.204218467	9.419379126
ENSDARG00000058103	5.786820992	5.555032624	5.957645051	6.277804809	6.013805115	5.889542934	5.918891124	6.002424568	5.646116295	6.051211617	6.279519193	5.850074914	6.12377543	6.018729017
ENSDARG00000058108	8.951297559	8.85775991	8.7263492	8.206073328	8.219372068	8.962969121	8.723559758	8.581202057	8.97032915	8.676499492	8.430174241	8.683413232	7.743724816	8.188998831
ENSDARG00000058114	8.432469381	8.468932147	8.65505917	8.659344668	8.410490932	8.277368478	8.608393739	8.589286733	8.164997188	8.347995914	8.47242186	8.337590798	8.363087014	8.349562711
ENSDARG00000058117	12.13363046	12.16146204	12.19963649	12.2614848	12.25671524	11.83429688	12.24610286	12.12661694	12.00544089	12.16612473	12.20584284	11.70872569	12.47759431	12.15423449
ENSDARG00000058127	6.799508611	6.743030898	7.589283988	7.263213529	7.24545318	6.699888725	6.994691092	7.105807507	6.722111182	6.932661564	7.15515272	7.213614768	7.371585412	7.195035258
ENSDARG00000058128	11.60292583	11.56180038	11.83004915	11.74791506	11.7405301	11.58758882	11.72412961	11.65437508	11.58382205	11.76990123	11.74766761	11.85146448	11.96750641	11.94405639
ENSDARG00000058133	8.261492189	8.069514489	8.561314165	8.094007466	8.232505995	8.303529796	8.209517241	8.518763931	8.371365414	8.343821131	8.308973263	8.361696064	8.077079901	8.235591526
ENSDARG00000058140	5.407458238	5.699861333	5.48688552	5.338607761	5.46424431	5.615153025	5.115981789	5.616726333	5.412959385	5.615153025	5.273731418	6.15174929	5.079715508	5.581088793
ENSDARG00000058145	6.030735809	6.205843733	6.191964774	5.978280442	5.929472213	6.452754347	6.055763445	5.616726333	6.173528351	5.409883047	6.090680398	6.253516122	5.215642008	5.755084378
ENSDARG00000058147	5.215642008	4.823530327	4.639042084	4.759766857	4.841627271	5.652652565	4.121760713	5.102025577	5.351424698	5.115981789	4.979771575	5.699861333	4.953790178	4.768362093
ENSDARG00000058154	8.073016556	8.289968176	7.995579112	8.325723547	8.012314046	7.296734879	8.075483452	7.727612014	7.851902669	7.890094849	7.800968027	6.920679747	8.104225546	7.706572332
ENSDARG00000058158	8.053520113	7.191699702	7.199096654	7.669838265	7.511321586	8.221007018	7.265547711	7.455303128	8.06029321	7.657288611	7.344204938	8.155242732	7.743724816	7.445330364
ENSDARG00000058159	9.705717352	9.673560436	9.535014278	9.495100634	9.648310353	9.830386117	9.379865071	9.733257937	9.624284264	9.728451511	9.825976827	9.463912521	10.03919631	9.596739538
ENSDARG00000058160	4.492766475	3.827814253	4.50667465	4.812453762	4.360015162	6.059579787	4.388016188	3.809344627	4.710551505	4.511255388	4.19589631	5.215642008	5.669816326	3.1300431
ENSDARG00000058162	6.34539942	6.449552076	6.341119609	6.643001236	6.378135831	5.759608275	6.76730431	5.978280442	5.646116295	6.317535334	6.132337396	4.775675465	6.217967572	5.966407634
ENSDARG00000058165	4.546593342	3.477535418	3.676393628	4.86180433	5.05359166	4.014034895	3.986595025	4.639042084	4.812453762	4.826701336	4.775675465	3.220718863	5.031734083	4.383809496
ENSDARG00000058178	7.313800373	7.658229574	7.375673034	7.294913658	7.500759675	7.083923248	7.050597202	7.358269499	7.125006446	7.177406464	7.334035756	7.202469015	7.554215175	7.186729896
ENSDARG00000058179	8.887576234	8.598694353	9.083601567	8.737388553	8.900355727	9.245814473	8.809440885	8.895019028	8.979308284	8.876988736	8.981323671	9.35126198	8.639858517	9.077901527
ENSDARG00000058180	6.15174929	5.884880138	6.234286689	6.049881926	5.945929084	6.627669352	5.705991798	6.093939547	5.669816326	6.121696443	6.028386631	6.20449666	4.772403773	5.91319339
ENSDARG00000058200	4.841627271	5.615153025	5.553383794	5.083604635	5.358886963	4.200924119	4.996521084	5.697691787	5.669816326	5.4845697	5.759608275	5.443733882	5.826369037	5.409883047
ENSDARG00000058202	7.384268647	7.530698472	7.581606311	7.438041159	7.506841563	7.846641108	7.440087238	7.695654671	7.644070817	7.706572332	7.416993694	7.760384215	7.307442647	7.43716837
ENSDARG00000058206	9.263367841	8.840069418	9.268430769	9.104407262	9.807302398	10.84307802	9.162574247	9.884870559	9.874001847	9.176450991	9.295083033	9.83612572	8.904842552	10.36499271
ENSDARG00000058207	8.672029803	8.444616349	8.391276597	8.697408213	8.487736787	8.743926343	8.621204771	8.455365297	8.651331617	8.457854217	8.484613644	8.250157401	8.367155441	8.377436013
ENSDARG00000058208	8.75368777	8.619938962	8.724015424	8.651460268	8.641608358	8.838302593	8.621204771	8.751818617	8.973225723	8.823346505	8.744386699	9.156010871	8.631363773	8.652058075
ENSDARG00000058212	7.341531204	7.277984036	7.543567708	7.438041159	7.447811871	7.453219916	7.522422479	7.536807419	7.441434085	7.574054315	7.370909675	7.81308229	7.361545792	7.651446308
ENSDARG00000058218	7.167303123	7.429453746	7.275010448	6.798379167	6.882874586	7.119082133	7.572608891	7.257045337	7.260294222	7.177406464	7.127234031	6.907217054	6.270838842	6.959919504
ENSDARG00000058219	5.786820992	5.119152798	5.957645051	5.127293509	5.757125031	5.759608275	5.44136482	5.57734112	4.987724419	5.115981789	5.344108908	5.812979523	5.695988448	6.107990606
ENSDARG00000058220	9.203807349	9.199575527	9.33600406	9.311453204	9.366401257	9.042696281	9.288079564	9.212911758	9.122705577	9.298722541	9.240484051	9.283941357	9.2733697	9.442095677
ENSDARG00000058221	8.083173541	8.352462138	8.276126482	8.453411156	8.243448089	7.626108675	8.203929768	7.997045893	7.985853416	8.334785775	8.168254914	7.995373424	8.338829827	8.173431812
ENSDARG00000058222	8.760037998	8.836810837	8.42706782	8.577687807	8.60070613	8.803879192	8.414685869	8.777495513	8.968049184	8.833508808	8.73689338	8.430586782	9.138803098	8.680366544
ENSDARG00000058225	10.35906745	10.16779274	10.3208739	10.30037624	10.28166984	10.56325997	10.21933326	10.33900625	10.41724835	10.31610438	10.36499271	10.56797458	10.30489582	10.41454948
