	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
ENSDARG00000101828	4.900907102	5.30674549	3.347341513	4.715465605	4.649095552	4.423971606	4.173940922	4.732498119	4.312070052	4.945600461	5.198991996	3.90739201	4.670019205	3.826223058	5.029754916
ENSDARG00000101831	9.379729871	9.146401726	9.33401196	9.102374968	9.170505019	8.926025586	9.151222365	9.051779497	9.052026945	9.24607827	9.447457154	9.037805802	9.028271224	9.324979153	9.258592426
ENSDARG00000101843	4.303102075	4.585466284	4.506807765	4.931916583	4.146779301	3.193265914	4.240691476	4.517791627	4.825932088	4.573649692	4.321936797	4.581372914	4.796632388	4.577279545	4.681413892
ENSDARG00000101844	13.99280446	13.91337629	13.84773679	13.93876035	13.8791974	14.01672215	13.92112675	13.82765531	14.00306824	13.91337629	13.69467364	13.90082183	13.97182567	13.89364867	14.00306824
ENSDARG00000101848	4.641322368	5.230672276	3.832858769	4.655981406	4.592101995	5.148487004	5.005182297	4.637396122	4.876653108	5.109071692	4.848722299	5.035306809	4.878047114	5.211216	4.77329017
ENSDARG00000101849	11.24959281	11.44028765	11.1122055	11.41542422	11.44154902	11.44554573	11.38352055	11.37619328	11.26501407	11.49438418	11.19038563	11.30764887	11.35990512	10.96450489	11.10553509
ENSDARG00000101858	10.95729277	10.70075757	10.92186574	10.86572024	10.78779997	10.82646465	11.03347512	11.02139075	10.9990888	11.14573362	10.93944247	10.84830871	10.66773013	10.74552694	10.758305
ENSDARG00000101859	9.885158353	10.0379138	10.0286472	10.01757291	9.923306239	9.824059976	10.2242416	9.838584922	9.906791771	10.08724553	9.872444233	9.91876723	10.04154984	9.844153337	9.8986574
ENSDARG00000101861	9.440461211	9.898980976	9.46885287	9.415438919	9.879766077	9.424724325	9.544254725	9.793416381	9.513094351	9.5595284	9.679054538	9.578547459	9.237870003	8.936879696	8.879367652
ENSDARG00000101865	7.302526498	7.61853044	7.589900899	7.344794273	7.28556925	6.883967269	7.206159836	7.16683138	6.669847541	7.435124949	7.730712251	6.981005296	7.183710532	7.091500066	6.856511035
ENSDARG00000101866	7.482126895	7.172941069	7.504068989	7.547092084	7.146935065	7.183710532	7.754566158	7.16683138	7.130123881	7.450548133	7.662144527	7.42200278	7.121540201	7.394687674	7.23501239
ENSDARG00000101867	7.111306967	6.924935202	6.801110178	7.135856945	6.83253963	7.206159836	6.96132262	7.16683138	7.181802427	7.092194507	6.901447365	6.954941443	7.27451072	7.055723857	7.214577114
ENSDARG00000101868	5.116661631	4.65205516	4.7536385	4.023698178	4.711967777	5.148487004	4.449689416	3.826223058	4.964248235	4.729710107	4.440939781	5.097760405	4.440939781	4.402646182	4.729710107
ENSDARG00000101869	8.913283689	8.855629582	9.009190159	8.5875312	9.014229048	8.804129595	8.815694293	9.004843233	9.067610754	8.766501484	8.847452149	8.843268513	8.867945469	8.770743556	8.822654206
ENSDARG00000101873	6.090808121	6.065202059	6.375450633	6.373427054	6.252790584	6.174021082	6.763826269	5.94427358	6.545761278	6.307661711	6.209192862	6.119979867	6.326416422	5.798704648	6.473795564
ENSDARG00000101877	9.305636581	9.435112983	8.949841651	9.232028064	9.484936999	9.307229325	9.242678489	9.114968027	9.273624186	9.209407094	9.199261472	9.181417258	9.375543682	9.085910533	9.26123883
ENSDARG00000101878	5.518994554	5.262158589	5.241535599	5.518994554	5.985203288	6.294048102	5.313186506	5.65941171	5.728351154	5.48039463	5.679400049	6.025088981	5.540629858	5.698500178	5.858070267
ENSDARG00000101883	7.021789773	7.017322416	6.978666812	7.28556925	6.444354058	6.873565783	7.071769572	7.031577774	6.816601792	7.184313542	6.770064717	6.637236057	7.136995179	7.048188817	6.940601451
ENSDARG00000101885	4.303102075	4.167733629	4.440939781	3.826223058	4.146779301	3.347341513	4.173940922	4.577279545	3.851822328	4.670019205	4.260848913	3.461470537	4.029905472	4.691687227	4.437013535
ENSDARG00000101886	8.696472335	8.579706423	8.638732454	8.743652797	8.723632369	8.625136245	8.678072937	8.65888774	8.760457712	8.762747086	8.645696446	8.499299464	8.705304609	8.626061947	8.818799067
ENSDARG00000101888	7.755387284	7.945328206	7.912243385	7.762555428	7.80760125	7.86143363	7.84011961	7.851845165	7.739058635	8.188849492	8.060917205	7.789681389	7.994885566	7.890594856	7.746941843
ENSDARG00000101890	6.962107764	7.496492883	6.964415171	6.950103689	7.015569655	6.919742895	7.21615588	6.988139194	7.138969717	7.120495726	6.930352896	7.168721856	7.005339672	7.183710532	7.24326769
ENSDARG00000101891	10.92606819	10.64567981	11.01320367	10.93001212	10.77132634	10.88677425	10.96660709	10.84830871	11.0891829	10.96719666	10.869472	10.94731021	10.88347699	10.98567233	10.98130101
ENSDARG00000101892	8.15116457	8.240324674	8.087408136	7.934167304	8.366101328	8.277552151	8.190234312	8.271692988	8.642191875	7.909810145	8.390346445	8.281153658	8.635772191	8.611033428	8.440116639
ENSDARG00000101894	8.765201188	8.922875044	8.66252805	8.878311928	9.023320484	8.963060048	8.577691839	8.664634734	8.99616903	8.667039798	8.648290665	8.952191859	8.903739849	8.505577573	8.91091816
ENSDARG00000101900	10.22172567	10.14388056	10.32079961	10.10998492	10.25523314	10.26840933	10.06989586	10.17317019	10.33597001	10.19115125	10.19979674	10.28497855	10.21016008	10.07780218	10.35888872
ENSDARG00000101901	6.052567625	6.429524659	5.466225723	6.172552662	6.649520902	6.119979867	6.122509969	6.413100011	6.442358726	6.307661711	6.236119295	5.94427358	6.137222355	6.40555195	5.837566023
ENSDARG00000101903	8.987641583	9.016787811	9.08272283	8.898126362	9.042240535	9.059103288	8.810963781	9.086058616	8.957494997	8.793154384	9.159874616	8.980393061	8.867945469	9.074239481	9.011672228
ENSDARG00000101906	5.116661631	5.147132271	4.209055576	4.87944112	5.627723852	5.398075609	3.657368395	5.244801227	5.116661631	4.770580705	4.681413892	5.189203367	5.155278978	5.74703297	5.029754916
ENSDARG00000101908	9.770318105	9.603986207	9.713927865	9.631887199	9.548774227	9.614178149	9.509333302	9.694720127	9.610870946	9.563171322	9.655702986	9.643426443	9.633313758	9.71403212	9.746033677
ENSDARG00000101910	8.541937945	8.601727116	8.194723407	8.377471469	8.697803994	8.625136245	8.244347618	8.536262515	8.509590588	8.219317957	8.235472561	8.692730203	8.505443432	8.247203089	8.65472376
ENSDARG00000101911	3.937301576	5.029754916	4.629530517	4.715465605	4.819617869	4.423971606	3.967303771	4.732498119	4.644820196	3.851822328	4.321936797	3.800849934	4.796632388	4.952252003	4.554703179
ENSDARG00000101913	7.452222426	7.577136621	7.270875008	7.691023636	7.67424578	7.768467349	7.5549779	7.559156509	7.607705476	7.484433074	7.303077672	7.73824075	7.616872666	7.470991689	7.458882599
ENSDARG00000101915	10.18677076	10.10379289	9.899162997	10.05297832	10.01285673	9.959566091	9.858234986	9.986599481	10.05224854	9.932942569	10.08231943	9.959525319	10.0737335	9.977051867	10.05917209
ENSDARG00000101917	4.900907102	4.062315714	4.506807765	4.470170621	4.530114574	4.670019205	4.810431237	4.303102075	5.07159382	5.257161962	4.97845532	4.641322368	4.534807196	4.842502051	4.825932088
ENSDARG00000101919	6.878281953	6.969651476	6.925740058	6.927272156	7.224968417	6.98136824	6.843080855	6.881544064	6.728524246	7.159053622	6.654637386	7.008210762	7.121540201	7.56744974	7.450307081
ENSDARG00000101924	9.393919432	9.246009912	9.41600289	9.617759562	9.067838327	9.24194416	9.718356344	9.15203949	8.904456025	9.667105445	9.067926002	9.531498301	9.345688725	8.696698116	9.102525366
ENSDARG00000101926	6.901447365	6.804975272	6.949704601	6.634867315	6.716934329	7.013151326	6.710610892	6.856511035	6.58172966	6.705809701	6.745217366	7.06527773	6.956731239	6.798837864	7.056363457
ENSDARG00000101933	5.116661631	4.76742699	5.111233124	4.76742699	4.530114574	4.835950643	5.045952809	4.440939781	5.116661631	4.876653108	4.931916583	4.770580705	4.383967401	4.577279545	5.193964836
ENSDARG00000101935	4.732498119	4.449689416	4.811958027	4.97845532	4.449689416	4.884516686	5.005182297	4.227848471	4.697894521	4.271546558	5.354048287	4.581372914	4.760898204	4.577279545	5.07159382
ENSDARG00000101936	10.0321886	10.6894012	10.27243644	10.16159095	10.62774593	10.46559196	10.23471854	10.68129724	10.4546933	10.24659681	10.55553552	10.46081226	10.28469835	10.59927778	10.33639268
ENSDARG00000101942	9.346666242	9.420892654	9.455947929	9.407800381	9.39129198	9.288318532	9.337416932	9.390575181	9.468007278	9.292314788	9.407800381	9.531498301	9.382853547	9.566120757	9.489610013
ENSDARG00000101947	8.265836315	8.179262157	8.13436631	8.152380181	8.191220924	8.175196223	8.302326224	8.128004325	8.330717223	8.339795163	8.159986817	8.369916871	8.285093183	8.433222483	8.13954454
ENSDARG00000101948	4.97845532	5.191466522	5.718082774	5.74703297	5.566086904	5.690481744	5.664814869	5.723424553	5.921521737	5.602174403	5.90535139	5.575714736	5.103412433	4.803161174	4.554703179
ENSDARG00000101949	6.19507863	6.00082094	6.87287632	6.133189779	6.287968897	6.516941705	6.441827341	6.541991645	6.634867315	6.5046541	6.37453897	6.067795401	6.007810824	6.234862026	6.41565434
ENSDARG00000101952	5.889507404	6.307661711	5.95167575	5.921521737	5.963249405	6.593734739	6.099952408	6.263442098	5.921521737	6.26963505	5.94427358	5.670048025	6.153655363	6.561107259	6.298901908
ENSDARG00000101954	6.224962881	6.668126655	6.050373261	6.69082008	6.347867737	6.237115984	6.321487449	6.482556219	6.193883836	6.234862026	6.191460739	5.738984354	6.250289739	6.375450633	5.963249405
ENSDARG00000101955	4.732498119	5.106283681	4.858037385	4.655981406	5.104848057	5.148487004	4.312070052	4.837477433	5.257161962	3.653519154	5.131533918	5.230672276	5.063133799	5.367476705	4.437013535
ENSDARG00000101959	8.705737406	8.282022588	8.674708522	8.697690172	8.215804986	8.201306481	8.900088504	8.509456819	8.28726731	8.854325222	8.400846035	8.158874612	8.609277284	8.728610312	8.430024516
ENSDARG00000101961	8.396091965	8.668577602	8.30858266	8.315878321	8.413593191	8.444250197	8.407139243	8.478877632	8.499528191	8.408409362	8.24492649	8.202908807	8.326277494	8.40356567	8.180999508
ENSDARG00000101963	7.092967039	6.788604669	6.785358021	6.77955191	6.622671096	6.82642154	6.537716375	6.65304303	6.531813322	6.718421155	6.785358021	6.886891045	6.962107764	6.816601792	6.881544064
ENSDARG00000101967	10.10471443	10.38676627	10.28291344	10.21205622	10.21753822	10.02554966	10.42322945	10.2510683	10.09613668	10.38532304	10.42060909	10.05316058	10.29153147	10.27732525	10.16061929
ENSDARG00000101975	6.743413809	6.844469936	6.844469936	6.620116248	6.369921845	6.593734739	5.878883942	6.585264387	6.939916895	6.191460739	6.485543031	6.873565783	6.433299609	6.9700573	6.967796857
ENSDARG00000101979	9.605148646	9.741134281	9.331237553	9.58290972	9.488074123	9.380231368	9.716849871	9.435559011	9.137487532	9.722541331	9.68599058	9.224738763	9.21245007	8.865058377	8.770309835
ENSDARG00000101980	6.878281953	6.569934341	6.830298372	6.473317054	6.480394241	7.074865057	6.408419237	6.263442098	6.545761278	6.572880086	6.35565483	6.46465682	6.883141687	6.481493449	6.892943791
ENSDARG00000101982	7.425767245	6.844469936	7.419659564	6.728089041	7.29321769	7.195655119	7.091500066	7.464968653	7.285084716	7.128676402	7.230947441	7.713030632	6.827825647	7.237300585	7.58195497
ENSDARG00000101983	7.053491339	7.230331263	7.378501761	7.413433706	7.662603619	7.46970807	7.275121387	7.701281896	7.842068391	7.464374491	7.276347801	7.564659765	7.443908207	7.386970884	7.400789978
ENSDARG00000101984	10.71718474	11.13061916	10.67583255	10.89212605	10.99792352	10.80224787	10.91480748	10.98276004	10.71532273	10.89855328	10.830964	10.830964	10.99941826	10.98227068	10.8626921
ENSDARG00000101985	5.61706431	5.92621508	6.567985285	5.901942439	5.909855932	6.610706455	6.321487449	6.413100011	6.409447907	6.063992236	6.436106625	6.482556219	6.043119074	6.311263379	6.663067752
ENSDARG00000101986	7.847861712	8.138605925	7.697917227	7.989806237	7.897144962	7.768467349	7.908215067	7.694059236	8.014324007	8.0710951	7.545306865	8.070099294	7.783437607	7.80033935	7.67424578
ENSDARG00000101989	7.268545838	7.380285499	6.678962021	7.163519269	7.348268033	7.284390275	7.172266121	7.268545838	7.497616277	7.242999779	7.276347801	7.411360053	7.550083289	7.347098629	7.356641992
ENSDARG00000101992	4.822878509	4.232322751	4.973370927	3.937301576	4.218222477	5.19628253	4.173940922	5.029754916	4.999419252	4.517791627	4.816982645	4.517791627	3.533272694	4.577279545	4.925974857
ENSDARG00000101995	5.116661631	5.381207189	5.775831635	5.695271049	5.317798743	5.29237866	5.349544769	5.568800731	5.758853197	5.632326632	5.827890478	5.436965879	4.760898204	5.304427795	5.235672277
ENSDARG00000101996	8.790048196	8.817393608	8.834750746	8.85484442	8.864656362	8.913283689	8.924034606	8.955025099	8.92215124	8.865253763	8.877279885	8.815694293	9.03754045	8.798476136	8.965327344
ENSDARG00000101997	4.303102075	4.711967777	4.209055576	4.822878509	4.649095552	5.148487004	5.206263082	4.577279545	4.240691476	4.193721869	3.866254309	4.375399752	4.534807196	4.99074715	4.364071418
ENSDARG00000101998	3.639989817	3.881396105	4.569723446	4.655981406	4.29932984	4.925974857	4.449689416	4.931916583	4.375399752	4.271546558	4.035736328	4.101177526	4.383967401	4.691687227	3.961472915
ENSDARG00000101999	8.99616903	8.857992185	9.115426493	9.089721727	8.97576167	8.926025586	9.195554362	9.060755623	8.993221846	9.089446539	8.963892687	8.988463441	9.120801267	9.038545588	9.014657877
ENSDARG00000102003	4.184131022	4.76742699	3.832858769	5.19628253	4.449689416	4.364071418	4.581372914	4.156405295	4.312070052	4.193721869	3.949339726	3.677512217	4.878047114	4.637396122	4.437013535
ENSDARG00000102004	13.12432164	13.12432164	13.23729223	13.12432164	13.24699709	13.31293851	12.92518923	13.40885046	13.19683069	13.16537897	13.36480422	13.03636752	12.91692871	12.74307451	12.74555685
ENSDARG00000102015	7.452222426	7.066490614	7.893012899	7.245372637	7.479355468	7.69968767	7.476818701	7.378177922	7.325430815	7.308417939	7.086806615	7.527194125	7.64538063	7.561158226	7.734292224
ENSDARG00000102017	5.116661631	5.451287743	5.241535599	5.317798743	5.354048287	5.148487004	5.165966468	4.981164785	5.161612854	5.709343425	5.057609248	5.395757915	5.155278978	4.577279545	5.029754916
ENSDARG00000102018	5.116661631	5.348487807	4.290580204	4.655981406	5.185380679	5.29237866	5.094889156	5.540629858	4.923103609	5.109071692	4.76742699	5.145777538	4.495404729	5.106283681	4.437013535
ENSDARG00000102019	4.184131022	3.677512217	4.569723446	4.023698178	3.469839262	4.290580204	3.657368395	4.083777586	3.755998393	3.851822328	4.260848913	4.375399752	3.725088519	4.517791627	4.156405295
ENSDARG00000102020	9.273684944	9.719399784	9.584068862	9.533995624	9.795641877	9.78787841	9.740306034	9.8110595	9.701148019	9.889881525	9.558343868	9.734204432	9.402656439	9.080812651	9.24133252
ENSDARG00000102021	5.61706431	5.381207189	5.661525634	5.632326632	5.317798743	4.546135529	5.349544769	5.831114679	5.356423215	5.257161962	5.827890478	5.821294441	5.457299957	5.74703297	5.724870891
ENSDARG00000102023	7.941938924	7.588536644	7.906014345	7.787611267	7.80760125	7.845095118	7.895523125	7.646289448	7.795442233	7.620959654	7.688422109	7.689820911	7.794962533	7.878620816	7.620134495
ENSDARG00000102024	10.35076607	10.51050293	10.32079961	10.35076607	10.33091907	10.43915986	10.41032725	10.4315365	10.34926752	10.28019754	10.32278493	10.38158827	10.3795537	10.50353241	10.49478009
ENSDARG00000102025	7.868478719	7.582865137	8.081324976	8.053113386	7.972843152	7.739663086	8.01768901	7.928277894	7.754566158	8.014324007	7.681397922	7.607443406	7.897514174	7.971473231	7.856437301
ENSDARG00000102026	6.533367568	6.482556219	6.096289162	6.768443614	6.793663929	6.567985285	6.636830233	6.917260142	6.634867315	6.694803652	6.569934341	6.69082008	6.900265555	6.672778324	6.816601792
ENSDARG00000102027	6.812062949	6.831394608	7.06527773	6.950103689	7.29321769	7.251140883	7.206159836	6.969245652	7.067807244	7.020734374	6.981005296	6.857535889	7.085488603	6.938402223	6.741683602
ENSDARG00000102033	5.244801227	5.147132271	5.070158196	4.470170621	5.013330848	4.775039084	5.313186506	4.981164785	5.22840912	4.770580705	5.436965879	5.145777538	5.191466522	5.211216	5.442858887
ENSDARG00000102035	6.090808121	6.392977604	6.3002471	6.339564111	6.536698591	6.486112148	6.424413702	6.636830233	6.482556219	6.172552662	6.460034808	6.499316888	6.510111922	6.5046541	6.193883836
ENSDARG00000102040	6.125428749	6.464119498	5.628804568	6.439372806	6.498833569	5.428352765	6.099952408	6.283636439	6.059824984	6.119979867	6.191460739	6.046994668	6.27748218	6.285828312	6.006342403
ENSDARG00000102047	11.61935956	11.35425977	11.57749414	11.52755583	11.45157817	11.50499687	11.50161686	11.50229679	11.49212443	11.49913462	11.61437813	11.49353491	11.52614171	11.78962856	11.63884887
ENSDARG00000102048	9.776991376	10.18282185	9.693986045	10.07231541	10.0886278	10.1803023	10.23964544	10.08401221	9.8561065	10.28160323	9.824459797	9.990234305	10.39431964	9.929593579	9.914469021
ENSDARG00000102050	6.5095746	6.707308121	6.281254249	6.986055731	7.254839381	6.883967269	6.408419237	6.636830233	6.634867315	6.728089041	6.152164175	6.914463027	6.107055846	5.977994129	6.298901908
ENSDARG00000102051	9.043740585	9.042322529	8.671262183	8.993415338	9.026593361	8.886744304	8.767118538	8.940737316	8.829111804	8.969126719	9.073259224	8.815694293	9.10505295	9.006476882	8.949666194
ENSDARG00000102053	4.440939781	5.512667932	5.466225723	5.155278978	5.393494759	4.729710107	4.7536385	4.637396122	5.07159382	5.190334945	4.637396122	4.835950643	4.495404729	5.035306809	5.193964836
ENSDARG00000102056	9.02848284	9.21148447	9.059103288	9.284453977	9.474335741	9.183025352	9.118390154	9.315639604	9.394591843	9.236399213	9.263622436	9.266651884	9.401466957	9.205508798	9.209543037
ENSDARG00000102058	8.01974893	7.867632135	7.808507321	7.921909511	8.131144118	8.109285447	7.707928256	7.968963429	8.029312573	7.781516182	7.786380892	8.233672572	7.960283323	8.14380789	8.250160561
ENSDARG00000102059	5.116661631	5.451287743	5.026795308	5.354048287	5.494399701	5.19628253	4.810431237	5.698500178	5.466225723	5.389379262	5.097760405	5.546118853	5.349544769	5.398075609	5.116661631
ENSDARG00000102060	7.552622458	7.670233491	7.899500755	7.521137076	7.451948409	7.336426667	7.404963164	7.735397993	7.630298293	7.568299324	7.675403388	7.607443406	7.401070386	7.789681389	7.58195497
ENSDARG00000102062	4.822878509	4.97845532	5.111233124	5.317798743	5.235672277	4.775039084	5.436965879	4.303102075	4.7447027	4.573649692	4.260848913	5.035306809	5.315684819	5.145777538	5.48039463
ENSDARG00000102064	5.466225723	5.571741666	6.482556219	5.485799506	5.909855932	5.428352765	5.997743125	5.878883942	5.632326632	5.632326632	5.985203288	5.972060572	5.029754916	5.398075609	5.30674549
ENSDARG00000102066	7.209200997	7.134034239	7.050137195	7.370633681	6.702952567	7.363948924	7.31691818	6.721250226	7.385815527	7.419385547	6.835819253	7.268545838	7.332386161	6.913644471	7.313520021
ENSDARG00000102067	5.186568143	4.585466284	5.881621302	4.271546558	3.857486495	4.775039084	5.313186506	4.577279545	4.999419252	5.29237866	4.76742699	4.445215136	4.835950643	4.281172552	5.029754916
ENSDARG00000102068	7.237300585	7.209200997	7.258467504	7.392380204	7.29321769	7.114347406	7.394166374	7.276347801	7.292614681	7.13768962	7.644893643	7.049569762	7.146935065	7.47836864	7.035097121
ENSDARG00000102070	9.222060488	9.280113494	9.074499447	9.372047724	9.367391648	9.24194416	9.333733281	9.256210985	9.21229175	9.191220435	9.154614796	9.38067589	9.288664847	9.353292723	9.397027732
ENSDARG00000102071	5.718082774	5.723424553	6.3002471	6.2916107	5.85676168	6.220077231	5.997743125	6.058261052	6.022870756	6.023525049	6.096289162	5.770952861	6.264683143	5.935240821	6.331776976
ENSDARG00000102076	7.588536644	7.736351178	7.003288341	7.51170002	7.451948409	7.311177895	7.739663086	7.551499872	7.112349586	7.653868163	7.715921631	7.348268033	7.472800025	7.270875008	7.142726854
ENSDARG00000102078	5.847228471	6.099952408	6.077741992	5.942889676	6.142166086	5.855357572	5.878883942	6.430511126	5.800536697	6.119979867	6.096289162	6.330085277	5.540629858	6.5046541	5.884887526
ENSDARG00000102080	6.286856981	6.707308121	6.444818697	6.515901914	6.85957965	6.756150165	6.623657563	6.939916895	6.719324257	6.669055934	6.930352896	6.902272946	6.686883646	7.254839381	6.770463805
ENSDARG00000102082	6.052567625	6.392977604	6.636830233	6.052567625	6.591059358	6.661293486	6.607740421	6.328776689	6.619684946	6.694803652	6.515901914	6.499316888	6.711027257	5.935240821	6.156548693
ENSDARG00000102087	6.533367568	5.75029361	5.775831635	6.339564111	6.326416422	6.237115984	5.696797838	6.221385818	6.467160994	5.453155369	5.884887526	5.895897131	6.326416422	5.839268363	6.05185517
ENSDARG00000102091	8.112633847	7.670233491	7.564659765	8.291050339	7.356641992	7.518906794	7.928946208	7.646289448	7.889472348	7.736797488	7.562490138	7.68042034	7.886144533	8.021741031	7.890594856
ENSDARG00000102095	4.822878509	4.530114574	4.7536385	5.240253127	4.973370927	3.94350887	4.383967401	5.029754916	4.964248235	5.354048287	5.74703297	4.770580705	4.156405295	4.637396122	3.863150662
ENSDARG00000102096	5.935240821	6.35565483	5.903586576	6.193883836	6.409447907	6.078499328	6.298901908	5.94427358	5.825823876	6.5046541	6.37453897	5.703861133	5.884887526	6.465194142	6.281254249
ENSDARG00000102097	8.85126184	8.654039	8.38355328	8.671820896	8.785453459	8.909503905	8.595567152	9.039363738	8.76509444	8.429508437	8.551941051	8.962034071	8.842596317	8.705304609	8.993221846
ENSDARG00000102099	5.571741666	5.632326632	5.285009448	5.240253127	5.494399701	4.775039084	5.045952809	5.478131475	5.22840912	5.063133799	5.411384987	5.097760405	5.589049143	5.106283681	5.193964836
ENSDARG00000102100	6.345715442	6.720320946	7.109272691	6.863472739	7.233802757	7.105177282	7.013151326	6.988139194	6.863472739	7.020734374	6.678962021	6.830959403	6.852450111	6.798837864	6.711443622
ENSDARG00000102101	4.538579431	4.711967777	4.367701271	4.534807196	3.725088519	4.121375451	4.522066983	4.886331612	4.312070052	4.101177526	4.101177526	4.209055576	4.286105924	4.402646182	4.218222477
ENSDARG00000102105	9.486324842	9.424426576	9.466058602	9.343095981	9.377877823	9.497340526	9.254906597	9.36691594	9.378630821	9.211889835	9.273985991	9.477517973	9.349630177	9.407154778	9.467888635
ENSDARG00000102106	9.722320069	9.93718851	10.02369577	9.822931608	10.03560882	10.01701031	9.760454056	9.994497321	10.4393305	9.647503893	9.881351517	10.13912271	9.928882058	10.17232871	10.12975427
ENSDARG00000102110	7.053491339	6.593734739	6.85957965	7.055723857	7.015569655	6.906771898	7.275121387	7.093709743	7.018053823	7.308417939	6.794056501	6.941212117	6.827825647	6.873565783	6.758529502
ENSDARG00000102111	7.268545838	7.361023882	7.089000189	7.370633681	7.29321769	7.183710532	7.196926743	7.224076888	7.101722921	7.168459786	7.276347801	6.803389373	6.927937762	6.990922501	7.224968417
ENSDARG00000102114	4.732498119	4.449689416	3.94350887	5.029754916	4.649095552	4.486655093	4.581372914	4.379493121	4.876653108	4.729710107	3.949339726	4.209055576	3.800849934	3.926160911	3.863150662
ENSDARG00000102115	10.48840081	10.52617666	10.53545784	10.39050242	10.49249267	10.54563105	10.35340438	10.54379303	10.62185608	10.29265796	10.39601798	10.49572001	10.50257766	10.55377219	10.56407872
ENSDARG00000102116	4.184131022	4.232322751	2.968215236	4.098262098	3.961472915	4.364071418	3.510077807	3.633354105	3.94350887	3.94350887	4.184131022	4.209055576	4.156405295	4.402646182	4.633623887
ENSDARG00000102118	6.224962881	6.00082094	6.234862026	6.133189779	6.059824984	5.855357572	6.191460739	5.901942439	5.898873392	5.632326632	6.055202849	5.895897131	6.121344141	6.265957064	6.34688127
ENSDARG00000102119	7.111306967	7.209200997	6.427138837	7.528633587	7.097803593	6.553263668	7.091500066	6.980256812	7.039193018	7.228264937	6.804975272	6.532841991	7.324762826	7.347098629	7.123498682
ENSDARG00000102123	8.194548217	8.209116342	7.996932395	8.007639885	8.091326069	7.867632135	7.984801786	8.045857116	7.918851075	8.113663467	7.959706385	7.796749211	8.208959442	7.971473231	8.13954454
ENSDARG00000102125	8.475843416	8.090591411	8.753935125	8.274786554	8.025516689	8.240032778	8.617662256	8.095016333	8.258772547	8.563745949	8.542945794	8.208634689	8.095362927	8.100316435	8.21334109
ENSDARG00000102127	9.009117129	8.762747086	8.633626751	8.827512333	8.771947121	8.601211775	8.900088504	8.736641702	8.401429107	8.899213487	8.858974829	8.701839359	8.830188583	8.728610312	8.440116639
ENSDARG00000102128	9.184895288	9.032606865	9.279891472	9.343095981	9.236670016	9.077685247	9.389239606	9.181588854	8.93666569	9.417212917	9.084564218	9.073259224	9.000584901	8.980563744	8.973671392
ENSDARG00000102129	8.286728929	8.08395403	8.857992185	8.194173247	7.954919904	8.288621076	8.362385209	8.250160561	7.643379166	8.618399898	8.968591684	8.138605925	7.891009719	7.547092084	7.538427998
ENSDARG00000102138	7.111306967	7.115078814	6.978666812	7.055723857	7.015569655	6.883967269	7.21615588	7.067807244	6.753668386	7.385310646	7.400237105	7.06527773	6.956731239	6.913644471	6.967796857
ENSDARG00000102141	8.365533835	8.566224425	8.265958215	8.464984808	8.606577407	8.406091711	8.249475649	8.63289361	8.401429107	8.573823851	8.485890569	8.32034948	8.520987511	8.465297587	8.304060063
ENSDARG00000102142	6.256299189	6.859988927	7.484433074	6.473317054	7.075943253	6.959009603	7.206159836	6.939916895	6.840811066	6.962107764	7.059818883	7.225882691	6.776842365	6.360187135	6.794449073
ENSDARG00000102144	7.126260957	7.302526498	7.222186585	7.392380204	7.122804241	7.311177895	7.181802427	7.232590921	7.532609698	7.020734374	7.363627251	7.112349586	7.452993496	7.394687674	7.55312734
ENSDARG00000102145	6.452915597	6.910347238	6.815783237	6.60508969	6.369921845	6.873565783	6.321487449	6.721250226	6.776842365	6.35565483	6.856511035	6.330085277	6.815783237	6.913644471	7.112349586
ENSDARG00000102146	8.00038317	8.286849003	7.814909711	8.123550036	8.485890569	8.130122344	7.786170433	8.027366386	8.608078976	7.903368535	7.901759275	8.369916871	8.261356775	8.273268328	8.208634689
ENSDARG00000102147	9.459852214	9.231692353	9.108997644	9.397153253	9.315712083	9.137410773	9.233855691	9.230791619	9.061097091	9.313241945	9.230453285	9.048216486	9.283441163	9.407154778	9.0205292
ENSDARG00000102153	9.842883741	9.537209909	9.92833487	9.713927865	9.593529777	9.624544841	9.88339362	9.664879949	9.693929302	9.92833487	9.810626685	9.756580326	9.65594134	9.595037584	9.754634846
ENSDARG00000102154	6.837350409	6.947217003	6.91285546	6.974374609	7.205507768	6.740042793	6.990551149	7.196206293	7.027931575	6.962107764	6.949704601	6.816601792	6.900265555	7.055723857	6.955312795
ENSDARG00000102161	5.935240821	6.375450633	6.516941705	5.581629567	6.347867737	5.558039118	6.679413572	6.312590016	6.564152171	6.741683602	6.27748218	6.00082094	6.166539932	6.424413702	6.193883836
ENSDARG00000102165	9.62031607	9.024579986	9.228855963	9.38163636	9.293066713	9.224343313	9.362627734	9.102525366	9.280732937	9.44246775	9.35830109	8.937844726	9.329002015	9.150979638	9.229252928
ENSDARG00000102167	6.286856981	5.693744259	6.392977604	6.531813322	5.834626441	6.135877162	5.94427358	6.413100011	6.344549613	5.967695892	6.023525049	5.972060572	5.755556252	6.200299102	6.298901908
