#NAME	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0	0	0
ENSDARG00000002690	173	18	36	5	0	23	30	24	16	23	15	7	23	36	6	22	0	0
ENSDARG00000002696	1709	275	788	62	252	561	916	617	401	415	163	329	1111	1107	266	550	6	95
ENSDARG00000002701	15	1	1	1	0	0	2	1	0	0	0	18	18	2	0	0	0	0
ENSDARG00000002707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002710	1218	437	702	85	438	1010	1180	776	527	769	238	547	1245	859	344	429	8	58
ENSDARG00000002720	62	23	59	0	17	30	19	4	42	18	9	12	33	29	7	11	0	0
ENSDARG00000002722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002728	30	0	2	0	0	9	5	0	0	0	0	0	0	4	0	0	0	0
ENSDARG00000002731	371	56	128	3	101	122	308	104	97	114	55	130	225	162	40	119	8	15
ENSDARG00000002732	66	7	19	8	3	18	41	5	4	0	7	10	31	13	4	9	0	1
ENSDARG00000002745	298	179	232	27	153	236	276	138	145	198	68	159	247	189	48	94	0	33
ENSDARG00000002748	180	16	81	0	77	38	78	73	25	43	38	70	124	86	1	4	0	0
ENSDARG00000002750	157	42	72	5	58	52	49	39	25	11	11	41	111	67	8	50	0	0
ENSDARG00000002754	5	0	7	0	0	12	4	6	0	11	3	4	5	25	9	9	0	0
ENSDARG00000002758	2212	501	1199	105	845	851	1424	847	883	637	448	501	2237	2308	536	663	14	155
ENSDARG00000002760	58	5	20	0	12	8	7	6	2	25	0	0	17	16	9	0	0	0
ENSDARG00000002764	13	1	2	0	3	6	12	0	2	15	0	2	19	2	0	10	0	5
ENSDARG00000002768	4081	1143	2407	382	1988	3213	3653	1934	2011	2529	1354	1871	3405	3564	738	1358	14	288
ENSDARG00000002771	69	19	15	0	2	75	18	22	32	22	49	34	59	52	31	28	0	0
ENSDARG00000002779	0	0	7	0	1	1	0	0	0	7	0	0	0	0	0	5	0	0
ENSDARG00000002787	304	80	100	6	70	141	194	78	65	81	88	101	225	281	26	74	6	28
ENSDARG00000002790	510	164	314	57	117	190	447	163	200	153	99	141	403	285	89	130	10	2
ENSDARG00000002791	2895	687	1433	128	821	1085	2000	1228	758	963	456	736	2330	1659	627	537	8	113
ENSDARG00000002792	285	44	104	0	49	74	151	67	44	63	41	98	118	177	34	46	0	6
ENSDARG00000002795	44	8	26	0	21	20	107	30	21	132	2	33	26	25	0	18	0	9
ENSDARG00000002797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002798	45	1	36	0	9	2	48	7	4	6	7	0	27	54	1	1	0	16
ENSDARG00000002816	195	39	58	5	20	81	90	72	65	16	7	73	162	256	26	111	0	8
ENSDARG00000002826	9	20	10	0	5	5	7	5	42	21	4	3	24	88	8	8	0	0
ENSDARG00000002830	12	0	0	0	4	6	15	12	3	0	0	1	6	14	5	2	0	0
ENSDARG00000002831	52	11	2	3	14	3	130	17	3	28	7	4	85	93	5	3	0	0
ENSDARG00000002840	289	58	167	4	72	169	208	98	115	102	36	134	260	183	74	169	0	10
ENSDARG00000002847	47	7	31	2	17	27	39	6	25	7	2	27	17	82	4	24	0	0
ENSDARG00000002872	53	6	38	15	12	0	36	9	12	15	3	5	64	16	0	0	0	12
ENSDARG00000002877	273	24	129	27	137	102	137	134	178	74	48	71	149	205	64	73	3	47
ENSDARG00000002880	293	68	94	0	80	105	179	118	83	43	59	102	180	205	50	85	1	10
ENSDARG00000002894	18	8	9	0	9	3	39	14	36	19	9	1	22	67	3	9	0	0
ENSDARG00000002897	80	17	72	8	20	71	55	46	16	91	14	17	121	52	15	17	0	18
ENSDARG00000002909	59	46	44	0	35	48	57	31	42	103	2	89	46	28	58	55	0	0
ENSDARG00000002912	51	16	24	0	16	50	44	21	21	7	0	30	60	73	6	36	0	0
ENSDARG00000002916	199	55	138	8	49	68	160	103	60	95	19	92	156	112	183	85	0	14
ENSDARG00000002917	23	5	3	0	2	11	15	36	8	9	1	38	10	12	14	14	0	3
ENSDARG00000002933	107	9	69	0	21	25	40	11	11	11	23	20	78	73	14	27	0	0
ENSDARG00000002937	246	60	105	27	40	81	124	79	96	60	20	76	131	192	45	62	0	39
ENSDARG00000002945	30	17	12	3	17	18	25	27	11	10	3	22	54	17	8	9	0	10
ENSDARG00000002947	50	21	30	0	14	26	45	29	65	2	7	5	26	70	6	33	0	10
ENSDARG00000002949	349	87	100	4	111	160	259	89	85	97	30	105	265	110	50	132	0	26
ENSDARG00000002952	163	30	80	11	35	82	90	65	50	33	47	38	100	87	40	82	2	23
ENSDARG00000002956	8	10	10	3	7	8	26	2	2	2	13	28	23	2	2	0	0	1
ENSDARG00000002959	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002967	161	64	65	12	40	115	79	86	73	88	19	68	100	66	19	39	2	5
ENSDARG00000002968	93	32	86	0	101	91	112	95	116	100	15	88	143	84	50	94	0	2
ENSDARG00000002970	218	91	117	21	66	58	122	61	99	49	40	67	158	137	31	36	1	3
ENSDARG00000002971	77	26	29	0	45	80	53	41	38	33	22	10	28	32	20	27	0	0
ENSDARG00000002986	11	2	23	2	23	7	38	10	9	3	5	2	23	2	3	7	0	0
ENSDARG00000002988	247	53	145	5	82	117	236	67	107	70	30	133	128	128	30	63	1	19
ENSDARG00000002991	136	46	112	11	52	53	98	22	48	38	19	35	77	78	43	42	0	0
ENSDARG00000002994	93	24	55	5	18	25	107	34	58	35	7	60	94	52	45	28	5	4
ENSDARG00000003008	332	48	239	11	94	139	264	143	169	84	46	115	256	167	50	194	3	10
ENSDARG00000003017	137	33	39	7	17	31	43	45	45	18	23	35	81	52	11	16	0	0
ENSDARG00000003020	105	22	62	0	24	31	84	90	41	20	11	7	27	75	22	64	0	0
ENSDARG00000003021	22	3	30	0	9	45	29	3	6	1	7	23	30	54	6	16	0	65
ENSDARG00000003022	9	30	16	3	2	14	6	7	0	20	8	26	1	10	7	16	0	0
ENSDARG00000003027	17	1	8	0	3	7	13	10	18	0	11	3	14	6	0	1	0	0
ENSDARG00000003032	2010	350	1519	140	439	912	1413	561	554	618	293	797	1291	1116	351	558	38	74
ENSDARG00000003035	845	203	615	50	146	508	410	391	152	133	82	152	254	472	154	240	0	37
ENSDARG00000003041	62	0	38	0	3	0	37	1	11	14	17	5	36	20	0	0	0	0
ENSDARG00000003046	142	22	77	7	37	93	80	70	55	85	32	57	162	118	49	79	6	0
ENSDARG00000003054	16	2	39	0	3	23	5	5	11	7	3	20	17	4	0	6	0	0
ENSDARG00000003058	110	6	40	8	20	56	99	50	27	27	14	45	99	150	18	46	1	4
ENSDARG00000003061	32	2	61	0	2	15	24	12	4	6	6	11	21	25	0	3	0	0
ENSDARG00000003068	164	46	110	7	48	82	143	80	23	57	36	65	127	118	38	70	0	1
ENSDARG00000003069	68	16	32	10	22	46	17	15	29	51	18	17	36	58	9	29	0	0
ENSDARG00000003077	43	16	32	5	4	30	24	10	23	3	9	11	34	60	4	7	0	15
ENSDARG00000003081	11072	2704	6355	610	4069	6052	9070	4858	3400	4013	1850	3505	7609	6114	2204	3827	44	465
ENSDARG00000003084	32	6	17	0	14	9	19	24	33	20	10	19	61	68	18	29	0	0
ENSDARG00000003085	70	7	27	0	13	27	36	29	3	47	11	16	76	54	18	20	0	0
ENSDARG00000003087	285	39	163	3	98	99	223	69	33	122	58	109	163	167	44	99	5	17
ENSDARG00000003090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003091	65	4	76	7	21	41	27	20	9	10	0	6	37	13	0	1	0	0
ENSDARG00000003098	1064	132	406	17	291	168	427	238	257	310	118	248	909	640	157	187	3	43
ENSDARG00000003109	102	22	57	0	27	37	45	17	49	14	1	46	35	58	20	19	1	11
ENSDARG00000003113	96	43	100	6	191	89	137	71	94	63	33	146	176	182	39	53	2	17
ENSDARG00000003127	165	52	50	2	43	50	106	101	32	43	14	73	219	148	29	65	0	7
ENSDARG00000003132	31	7	44	1	27	27	15	14	8	15	1	10	20	39	6	8	5	0
ENSDARG00000003142	17	0	18	1	0	26	61	43	14	15	14	22	21	66	2	21	0	4
ENSDARG00000003144	18	2	0	1	0	0	9	0	2	2	7	1	7	29	0	15	0	0
ENSDARG00000003146	30	4	6	0	4	20	14	26	23	46	3	44	8	23	27	36	0	0
ENSDARG00000003151	652	95	458	36	120	285	405	271	189	155	114	251	410	374	71	152	0	49
ENSDARG00000003153	76	25	18	0	12	4	54	21	35	14	8	10	9	26	5	13	1	0
ENSDARG00000003157	76	16	91	2	19	17	62	0	23	47	8	53	43	52	20	17	0	1
ENSDARG00000003165	268	2	174	2	27	46	81	35	82	48	72	50	109	99	22	41	0	1
ENSDARG00000003167	46	62	55	0	21	22	12	9	5	17	12	42	13	25	14	6	0	0
ENSDARG00000003169	1636	311	966	12	493	489	360	529	306	256	89	257	653	956	181	593	8	38
ENSDARG00000003175	84	6	73	4	20	21	47	23	15	13	3	19	17	14	1	64	0	0
ENSDARG00000003181	12	0	9	0	4	0	9	4	8	6	1	2	9	3	5	0	0	0
ENSDARG00000003189	309	117	225	39	192	169	274	261	187	121	64	132	209	349	122	69	0	17
ENSDARG00000003193	18	7	8	0	14	5	10	0	5	23	30	6	6	22	0	0	0	0
ENSDARG00000003197	0	0	46	0	0	0	0	1	0	1	0	0	0	8	0	5	0	0
ENSDARG00000003200	38	8	3	0	33	46	28	26	10	15	7	22	23	18	5	18	0	0
ENSDARG00000003203	166	28	112	0	41	102	200	1	57	15	15	24	16	63	1	19	0	17
ENSDARG00000003205	20	9	16	0	25	28	31	22	14	7	14	2	71	6	1	2	0	19
ENSDARG00000003206	49	4	27	0	28	20	47	76	2	24	10	21	72	37	12	9	3	0
ENSDARG00000003207	101	17	34	0	16	39	19	38	15	16	25	13	37	394	179	22	0	0
ENSDARG00000003208	44	19	10	7	17	19	18	18	42	36	1	21	84	23	3	56	0	10
ENSDARG00000003210	64	15	45	1	22	16	65	30	23	38	16	18	48	43	14	17	0	3
ENSDARG00000003213	671	145	398	45	232	251	265	168	226	274	96	181	286	340	50	143	0	41
ENSDARG00000003216	100	44	52	21	63	83	133	72	46	19	18	70	59	105	16	47	0	1
ENSDARG00000003217	158	20	73	14	23	36	61	46	9	46	19	62	90	74	33	27	2	0
ENSDARG00000003219	36	23	34	3	49	17	63	39	16	49	22	15	15	76	0	8	0	0
ENSDARG00000003229	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ENSDARG00000003235	16	0	13	1	0	42	45	32	7	2	0	32	18	16	0	20	0	0
ENSDARG00000003244	6	14	3	0	2	6	31	8	4	0	5	12	7	19	3	3	0	0
ENSDARG00000003250	38	8	53	0	20	36	30	19	14	30	15	29	106	45	24	21	0	0
ENSDARG00000003251	43	4	15	15	10	30	20	20	33	12	15	3	16	31	22	17	3	21
ENSDARG00000003257	4	6	9	2	12	13	13	0	1	29	0	0	0	16	0	8	0	0
ENSDARG00000003259	5	2	21	0	30	5	17	2	1	0	1	0	0	6	2	0	0	0
ENSDARG00000003269	570	189	319	24	209	465	321	286	103	164	91	212	367	512	91	191	3	15
ENSDARG00000003270	26	13	20	0	53	29	33	44	4	13	22	20	152	41	25	10	0	0
ENSDARG00000003281	78	51	85	30	42	83	157	50	65	39	21	26	182	87	51	80	0	0
ENSDARG00000003287	47	2	15	0	9	11	17	5	9	12	0	9	24	30	4	13	0	0
ENSDARG00000003290	85	4	56	2	24	32	70	29	39	33	9	18	48	79	19	48	2	7
ENSDARG00000003293	348	48	245	0	80	118	236	123	111	83	60	153	282	175	76	48	0	21
ENSDARG00000003303	0	0	0	0	0	0	7	4	6	0	1	0	14	0	0	1	0	0
ENSDARG00000003307	155	125	45	6	26	251	169	78	50	61	11	77	100	55	16	58	0	9
ENSDARG00000003308	184	42	40	1	37	102	199	64	82	36	19	33	86	122	15	29	0	14
ENSDARG00000003311	206	21	98	13	42	57	144	58	86	24	43	52	230	246	57	132	0	31
ENSDARG00000003313	33	0	10	0	5	15	7	1	2	4	0	7	28	7	0	15	0	0
ENSDARG00000003320	257	88	155	17	54	25	185	72	82	29	31	87	161	171	74	93	3	4
ENSDARG00000003326	17	0	2	3	0	0	0	0	13	0	1	10	3	11	0	0	0	0
ENSDARG00000003328	36	12	56	4	16	64	33	75	24	18	37	9	62	42	53	7	0	14
ENSDARG00000003344	24	0	17	0	0	8	4	0	0	0	0	2	5	0	7	0	0	0
ENSDARG00000003373	48	3	25	0	16	2	16	6	8	18	6	1	32	22	0	0	0	0
ENSDARG00000003375	31	8	14	11	4	29	26	0	2	7	1	13	7	19	5	3	0	0
ENSDARG00000003380	0	8	0	0	11	0	3	3	0	0	0	17	0	3	14	4	0	0
ENSDARG00000003381	70	2	38	4	15	11	38	4	7	4	0	2	27	25	14	14	0	3
ENSDARG00000003382	87	13	56	1	33	54	39	38	42	19	25	46	61	97	45	25	0	0
ENSDARG00000003383	180	20	116	8	38	89	155	78	49	24	10	42	149	60	31	46	7	27
ENSDARG00000003395	22	39	14	1	14	32	22	7	47	1	9	10	61	122	18	15	0	8
ENSDARG00000003398	65	1	54	1	19	18	36	17	34	10	4	43	41	26	25	29	0	4
ENSDARG00000003399	4	0	6	0	3	13	12	7	1	12	0	0	21	7	0	0	0	0
ENSDARG00000003403	523	107	264	6	103	208	385	162	95	168	66	160	496	423	197	213	0	8
ENSDARG00000003411	54	14	42	0	37	59	64	27	12	31	9	34	61	31	22	21	0	9
ENSDARG00000003414	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSDARG00000003420	8	9	14	7	4	5	6	0	0	0	0	4	0	18	0	2	0	0
ENSDARG00000003421	254	52	123	2	122	135	155	106	76	68	84	83	205	173	56	82	0	16
ENSDARG00000003429	233	13	57	0	70	64	154	66	42	63	64	150	91	264	25	72	0	30
ENSDARG00000003444	46	8	13	0	8	6	13	8	12	4	0	32	21	15	0	13	0	0
ENSDARG00000003446	62	30	34	0	32	24	26	27	36	10	28	20	7	31	11	5	0	6
ENSDARG00000003449	210	60	84	2	103	48	71	33	54	35	20	51	171	230	74	98	0	3
ENSDARG00000003462	187	50	138	6	80	51	178	118	79	107	37	84	213	226	43	42	0	49
ENSDARG00000003469	96	36	44	0	24	36	66	42	17	0	15	4	53	72	23	15	0	3
ENSDARG00000003475	6	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0
ENSDARG00000003486	614	83	289	13	133	179	371	178	122	184	69	169	303	283	96	202	10	17
ENSDARG00000003487	143	133	117	0	23	46	187	109	73	67	33	97	174	197	74	42	0	1
ENSDARG00000003495	284	43	1139	143	77	271	949	98	224	64	212	516	331	1299	134	115	0	119
ENSDARG00000003512	581	192	205	1	109	152	490	157	377	127	133	443	301	582	190	406	6	17
ENSDARG00000003517	27	4	10	0	27	11	34	11	14	13	0	8	11	7	17	3	0	0
ENSDARG00000003519	37	48	67	20	6	25	28	8	1	3	5	6	7	15	0	1	4	0
ENSDARG00000003520	117	22	139	22	11	56	95	57	14	46	11	11	56	76	13	26	1	10
ENSDARG00000003523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000003526	300	60	124	0	49	101	162	95	49	84	32	89	151	66	15	35	0	0
ENSDARG00000003527	103	6	75	1	9	15	69	40	22	9	12	28	54	57	10	44	0	0
ENSDARG00000003531	239	35	118	1	18	49	106	103	49	50	28	36	73	88	26	43	0	5
ENSDARG00000003533	8	13	8	0	6	8	5	14	0	13	0	4	7	12	15	4	0	0
ENSDARG00000003544	147	26	124	0	44	58	122	26	63	48	16	71	220	198	17	48	0	8
ENSDARG00000003553	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003564	61	7	39	0	33	9	25	11	16	44	15	37	49	43	1	20	0	0
ENSDARG00000003570	469	184	213	23	72	135	337	141	89	83	50	101	209	155	75	77	0	54
ENSDARG00000003573	104	20	61	6	16	67	74	30	44	62	11	46	70	88	48	33	0	2
ENSDARG00000003576	60	2	31	0	0	21	47	20	16	2	28	13	30	23	4	0	0	0
ENSDARG00000003584	27	26	25	0	10	25	10	37	1	17	13	21	36	29	71	12	0	2
ENSDARG00000003592	44	3	18	0	0	5	8	18	1	3	0	3	9	18	0	3	0	0
ENSDARG00000003599	5770	2161	4094	395	1871	2905	4492	2143	2074	1891	1392	2900	4762	4519	1043	1838	23	393
ENSDARG00000003607	176	23	55	20	32	33	60	85	15	24	21	106	83	63	39	34	0	3
ENSDARG00000003615	17	1	11	0	14	24	24	8	33	15	3	2	27	9	7	20	0	0
ENSDARG00000003616	292	43	131	6	46	89	113	47	97	60	47	51	92	125	51	82	0	0
ENSDARG00000003631	617	87	227	18	104	159	176	240	165	256	33	87	221	416	85	125	6	25
ENSDARG00000003632	0	0	5	0	0	0	2	0	4	11	0	0	0	3	0	0	0	0
ENSDARG00000003635	26	0	3	0	1	4	9	2	5	15	3	20	8	9	6	4	0	0
ENSDARG00000003641	102	0	10	15	34	80	165	10	45	57	34	53	195	79	0	11	0	0
ENSDARG00000003642	52	34	20	7	7	22	26	16	17	14	9	24	45	41	10	23	0	5
ENSDARG00000003655	696	181	600	54	297	331	789	357	389	303	199	408	716	681	223	371	6	101
ENSDARG00000003675	5	0	2	1	0	0	11	1	30	9	0	7	0	0	0	0	0	0
ENSDARG00000003680	502	75	404	40	205	330	323	210	202	146	94	129	435	413	140	310	5	34
ENSDARG00000003681	696	251	372	36	344	347	492	246	156	117	116	342	562	472	120	253	3	37
ENSDARG00000003684	218	36	82	11	29	42	125	53	36	25	18	75	119	57	12	25	0	1
ENSDARG00000003693	148	31	64	1	33	44	64	33	45	54	15	50	120	48	19	31	0	0
ENSDARG00000003695	1026	183	682	64	360	505	799	421	370	379	211	513	738	624	197	358	10	69
ENSDARG00000003697	3	0	2	0	2	0	0	1	0	0	3	0	14	3	0	0	0	0
ENSDARG00000003699	256	38	124	4	53	68	150	89	70	56	36	51	107	119	22	39	9	17
ENSDARG00000003701	2	0	0	0	0	8	1	0	0	0	0	0	8	3	0	0	0	0
ENSDARG00000003705	415	53	241	10	112	203	236	212	131	148	54	85	329	371	73	102	0	21
ENSDARG00000003706	106	3	10	1	17	0	9	15	3	16	0	17	16	22	0	13	0	9
ENSDARG00000003732	74	0	0	0	0	23	1	15	9	5	0	0	8	16	7	11	1	0
ENSDARG00000003749	57	8	11	6	20	6	43	16	21	12	55	23	41	53	3	5	0	3
ENSDARG00000003750	113	25	79	12	19	64	78	24	28	32	17	43	56	32	38	22	4	3
ENSDARG00000003751	172	34	62	5	88	103	102	60	37	35	31	66	166	117	82	44	0	1
ENSDARG00000003754	133	20	37	23	32	87	112	56	43	103	17	47	86	94	29	38	0	0
ENSDARG00000003757	22	9	6	0	5	5	5	17	3	27	3	9	12	4	7	2	0	0
ENSDARG00000003769	40	6	35	4	4	16	43	15	24	19	13	24	60	29	2	6	0	11
ENSDARG00000003776	233	11	113	8	98	81	150	64	39	76	19	63	164	141	82	56	0	6
ENSDARG00000003779	543	64	151	98	116	111	502	311	102	88	185	159	460	290	80	113	0	14
ENSDARG00000003789	443	45	158	7	44	164	150	142	139	52	58	287	182	289	71	136	0	6
ENSDARG00000003795	1936	416	1100	48	615	874	1502	738	581	596	326	638	1318	1135	437	478	0	142
ENSDARG00000003797	15	2	26	0	8	17	54	37	18	62	2	5	27	23	52	24	0	0
ENSDARG00000003803	0	0	5	0	10	17	19	9	0	7	0	11	17	17	0	6	0	0
ENSDARG00000003808	63	42	52	0	13	54	77	42	22	32	19	63	61	18	2	48	0	0
ENSDARG00000003811	761	201	475	45	326	275	533	339	310	318	92	350	551	544	219	297	0	1
ENSDARG00000003818	239	36	97	2	69	90	111	68	42	31	31	28	93	77	49	42	0	5
ENSDARG00000003820	606	91	231	25	142	220	196	118	121	91	57	93	251	283	65	112	150	10
ENSDARG00000003822	53	2	4	3	0	32	7	21	13	7	9	11	66	40	3	7	0	0
ENSDARG00000003827	13	7	9	2	5	9	7	15	1	13	2	17	13	6	2	2	0	3
ENSDARG00000003829	312	63	139	32	54	75	246	134	102	32	56	103	126	126	79	63	1	32
ENSDARG00000003835	613	210	338	53	231	184	497	213	182	189	153	154	435	293	119	218	3	42
ENSDARG00000003841	5	10	4	10	2	0	12	5	2	13	1	20	10	16	4	1	0	0
ENSDARG00000003845	139	10	22	1	32	68	38	18	5	31	16	30	100	78	16	26	0	14
ENSDARG00000003846	41	8	2	0	7	34	11	2	6	0	0	9	0	12	0	0	0	0
ENSDARG00000003854	310	96	254	15	114	165	215	74	222	157	31	174	288	176	51	92	5	29
ENSDARG00000003860	183	22	52	8	28	49	155	101	103	38	20	50	94	83	13	29	3	0
ENSDARG00000003865	37	2	29	0	14	25	14	13	5	8	3	5	35	5	0	10	0	22
ENSDARG00000003866	263	2	99	0	79	154	141	97	35	42	39	71	152	168	23	106	0	0
ENSDARG00000003867	28	1	32	0	10	8	28	18	10	22	0	7	15	65	3	25	2	0
ENSDARG00000003869	40	11	17	0	10	19	9	17	7	14	0	35	17	18	6	8	0	0
ENSDARG00000003872	189	39	151	1	31	46	170	73	39	28	27	67	313	176	100	45	0	0
ENSDARG00000003877	545	142	326	24	157	214	426	160	164	149	105	205	458	423	125	162	5	25
ENSDARG00000003899	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003900	2	0	7	0	0	12	0	0	0	0	0	7	1	0	0	2	0	0
ENSDARG00000003902	103	23	126	13	99	110	167	150	200	193	80	209	165	261	34	66	3	1
ENSDARG00000003903	0	0	0	0	0	0	11	0	4	0	8	0	0	14	0	0	0	0
ENSDARG00000003904	1	0	0	0	0	0	16	7	0	3	1	0	0	9	0	0	0	0
ENSDARG00000003909	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003910	460	92	193	13	102	128	191	128	123	127	36	96	298	287	67	113	5	8
ENSDARG00000003920	431	98	191	3	68	102	205	136	93	130	65	114	258	231	75	97	16	14
ENSDARG00000003925	1	0	0	0	1	1	4	0	0	0	0	4	1	0	0	1	0	0
ENSDARG00000003927	95	35	120	0	16	32	122	40	46	55	28	45	113	80	12	64	3	15
ENSDARG00000003931	61	15	46	22	51	25	97	32	27	48	20	35	103	21	22	18	2	1
ENSDARG00000003934	3	0	11	0	6	0	4	0	0	0	0	0	0	32	0	5	0	0
ENSDARG00000003938	216	53	120	6	51	100	149	56	94	102	24	50	72	116	46	42	0	16
ENSDARG00000003940	306	50	114	3	28	95	82	53	65	76	68	31	109	145	52	30	0	0
ENSDARG00000003941	74	40	79	0	23	42	38	10	19	29	13	17	72	33	7	16	0	0
ENSDARG00000003944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003952	731	131	400	43	181	300	467	229	162	155	79	177	434	303	82	172	2	19
ENSDARG00000003961	19	0	46	0	10	39	16	27	15	8	3	10	60	23	2	1	0	0
ENSDARG00000003963	161	52	150	0	66	46	155	12	73	20	15	118	155	114	7	69	0	12
ENSDARG00000003965	6	0	1	0	0	0	4	0	0	1	0	0	7	0	5	1	0	0
ENSDARG00000003968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003970	76	11	59	0	8	8	26	1	8	32	4	12	34	23	7	17	0	0
ENSDARG00000003971	81	7	21	0	7	37	27	34	17	11	30	24	85	22	19	8	1	0
ENSDARG00000003973	26	20	46	3	25	25	25	7	50	6	5	3	21	23	6	7	0	0
ENSDARG00000003974	186	22	132	2	16	85	132	85	51	88	52	60	159	151	36	36	3	9
ENSDARG00000003977	16	7	5	0	0	0	18	0	8	1	0	26	0	0	0	0	0	0
ENSDARG00000003984	65	25	66	7	23	19	92	38	39	43	7	45	66	84	10	40	0	9
ENSDARG00000003989	281	46	201	14	87	139	197	131	62	66	64	63	290	239	44	129	3	28
ENSDARG00000003991	110	29	9	8	39	25	103	44	46	52	14	58	99	80	32	44	4	3
ENSDARG00000003994	105	9	37	0	4	32	23	16	30	56	7	25	60	36	13	2	0	2
ENSDARG00000003998	50	1	46	0	52	59	61	47	47	40	4	65	25	59	12	36	0	3
ENSDARG00000004015	9	0	4	0	4	0	2	0	7	3	0	0	15	24	0	9	0	0
ENSDARG00000004017	8	4	32	1	8	24	39	42	24	10	10	17	34	38	26	27	0	1
ENSDARG00000004018	35	13	2	0	1	4	28	1	39	24	6	6	38	14	0	9	0	0
ENSDARG00000004023	648	150	248	31	157	242	320	324	193	157	102	218	474	443	147	220	11	38
ENSDARG00000004034	193	37	130	7	58	90	167	34	39	21	115	133	77	34	15	113	3	8
ENSDARG00000004037	88	14	16	0	24	44	38	37	20	14	26	12	72	49	5	15	0	1
ENSDARG00000004046	19	25	22	0	0	27	10	9	11	21	24	27	11	20	23	29	0	0
ENSDARG00000004049	124	48	49	2	74	46	83	56	41	25	36	33	126	134	24	22	0	7
ENSDARG00000004051	4	2	5	0	5	1	3	0	3	0	0	0	4	23	2	9	0	0
ENSDARG00000004055	283	44	148	13	64	118	102	91	82	88	65	88	233	164	44	75	3	18
ENSDARG00000004059	8	0	5	5	0	0	5	1	10	0	0	15	0	5	1	1	0	0
ENSDARG00000004060	1717	367	851	54	472	852	1166	724	447	550	253	484	1104	1251	342	457	23	50
ENSDARG00000004074	559	97	267	5	149	223	402	261	253	233	81	150	730	614	184	360	11	16
ENSDARG00000004078	173	48	101	4	87	73	73	39	41	38	27	72	117	49	10	5	0	17
ENSDARG00000004082	33	0	2	1	0	9	21	35	8	11	2	20	13	16	0	2	0	0
ENSDARG00000004094	448	131	238	25	161	226	292	164	212	98	48	189	395	282	57	122	3	31
ENSDARG00000004105	206	29	51	13	54	60	95	26	54	35	38	44	144	65	14	43	2	6
ENSDARG00000004109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004111	2	0	5	0	5	0	0	0	1	0	0	0	0	6	0	0	0	0
ENSDARG00000004114	38	0	31	0	11	17	22	20	13	7	36	10	3	10	8	5	0	0
ENSDARG00000004115	150	45	34	2	50	34	95	40	30	23	8	31	70	89	6	55	0	7
ENSDARG00000004130	1	0	6	0	1	0	10	2	0	8	0	21	17	19	7	1	0	0
ENSDARG00000004131	118	3	8	0	5	18	38	112	14	7	8	10	15	33	3	20	0	0
ENSDARG00000004132	585	164	463	21	285	104	571	291	205	243	57	227	686	356	221	270	2	21
ENSDARG00000004150	41	28	40	0	0	10	24	36	9	15	11	7	88	56	31	26	0	0
ENSDARG00000004151	50	7	60	0	12	27	67	7	11	45	24	19	21	54	3	42	0	1
ENSDARG00000004154	13	0	7	0	0	0	2	3	0	11	0	0	23	8	0	1	0	0
ENSDARG00000004158	22	0	8	0	0	27	8	8	3	9	5	10	20	11	4	37	0	77
ENSDARG00000004160	118	21	30	3	35	46	63	47	6	35	5	44	56	94	41	41	0	0
ENSDARG00000004161	263	68	189	3	52	123	198	71	76	58	33	103	141	165	36	69	0	7
ENSDARG00000004167	12	5	4	0	2	0	8	15	12	0	30	20	46	6	3	15	0	0
ENSDARG00000004169	150	18	87	14	41	57	92	50	47	44	8	95	96	60	9	45	16	7
ENSDARG00000004171	24	12	44	9	19	29	26	6	28	5	4	19	29	9	11	13	0	1
ENSDARG00000004173	555	172	293	79	134	155	314	314	170	305	299	187	321	490	128	190	1	30
ENSDARG00000004174	956	145	1352	5	261	331	940	496	374	160	323	391	1033	995	337	415	0	261
ENSDARG00000004176	28	22	15	0	10	0	9	43	12	0	2	22	9	70	5	9	0	0
