#NAME	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0	0	0
ENSDARG00000076981	15	17	2	12	8	6	24	0	0	2	0	10	24	23	0	10	0	0
ENSDARG00000076983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000076988	395	73	178	19	125	242	264	194	128	205	48	167	324	376	114	87	0	38
ENSDARG00000076991	21	0	25	0	10	9	17	8	0	20	0	8	36	8	0	11	0	0
ENSDARG00000076994	62	41	91	1	30	23	54	68	30	35	13	15	56	64	34	1	1	0
ENSDARG00000076995	116	27	84	13	31	44	43	63	52	53	11	34	90	42	19	55	0	0
ENSDARG00000076997	17	13	43	0	43	107	43	19	89	81	20	14	112	51	11	40	0	0
ENSDARG00000076998	11	0	3	0	4	0	20	1	25	1	2	0	1	46	2	0	0	0
ENSDARG00000077002	355	107	315	0	103	167	198	115	120	147	65	57	349	266	15	93	12	0
ENSDARG00000077004	48	15	54	0	26	42	49	22	4	17	0	13	28	33	6	1	0	0
ENSDARG00000077007	23	2	14	0	26	26	31	6	13	15	8	8	127	92	15	5	0	0
ENSDARG00000077009	14	13	41	0	18	10	3	2	24	7	1	54	11	39	28	46	0	5
ENSDARG00000077011	162	49	133	15	68	89	202	129	89	98	60	67	126	241	44	63	0	25
ENSDARG00000077012	15	1	20	0	0	14	5	3	8	16	0	7	23	26	17	4	0	0
ENSDARG00000077013	325	96	218	5	123	195	182	191	135	78	96	106	235	290	123	123	0	19
ENSDARG00000077018	124	12	37	0	21	0	56	28	15	26	7	11	114	88	38	59	0	2
ENSDARG00000077021	1	21	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000077022	46	9	26	0	9	17	21	14	30	6	2	2	29	19	12	14	0	8
ENSDARG00000077023	366	46	163	0	62	131	210	67	81	102	22	54	174	267	45	67	1	6
ENSDARG00000077026	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077028	0	0	11	0	0	4	0	1	0	9	2	4	27	0	0	0	0	0
ENSDARG00000077029	56	36	17	0	224	32	46	22	8	18	16	10	74	71	38	16	0	0
ENSDARG00000077034	1	1	36	0	0	2	8	3	25	0	0	0	27	10	2	0	0	0
ENSDARG00000077035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077037	162	52	112	4	47	81	131	80	69	62	41	29	160	124	34	60	0	0
ENSDARG00000077038	323	23	338	69	33	142	321	368	106	82	104	155	568	395	106	153	42	99
ENSDARG00000077039	23	14	6	0	2	36	16	20	3	9	10	7	30	31	1	16	0	0
ENSDARG00000077040	63	1	9	3	20	12	13	36	18	2	5	8	27	25	0	18	0	1
ENSDARG00000077044	3	0	9	0	0	14	8	1	0	2	0	0	0	1	4	10	0	0
ENSDARG00000077045	0	0	0	0	23	0	0	0	0	0	0	0	5	5	0	0	0	0
ENSDARG00000077047	373	94	334	28	159	143	343	166	144	95	58	127	515	386	80	242	9	32
ENSDARG00000077052	1995	386	1085	71	473	808	1393	807	725	592	438	663	1610	1772	552	728	13	94
ENSDARG00000077053	413	64	161	17	81	312	174	110	129	51	67	65	247	494	151	182	0	22
ENSDARG00000077054	7	19	11	0	0	6	28	5	9	4	0	6	16	18	0	32	0	0
ENSDARG00000077057	308	53	211	23	65	87	259	116	118	116	48	137	287	233	89	116	0	23
ENSDARG00000077058	2	0	0	0	0	0	0	0	0	0	1	2	15	0	0	0	0	0
ENSDARG00000077060	307	100	206	3	94	137	136	120	137	101	65	155	280	203	78	138	0	27
ENSDARG00000077068	53	19	77	0	39	19	90	15	8	23	8	25	38	31	10	6	0	0
ENSDARG00000077069	40	7	40	4	17	34	69	12	10	7	3	17	23	45	7	18	0	0
ENSDARG00000077072	102	67	198	3	18	41	40	91	28	26	5	62	60	106	28	71	0	7
ENSDARG00000077073	301	63	79	3	99	109	146	82	104	54	34	68	216	146	50	52	0	14
ENSDARG00000077075	132	50	93	31	19	88	101	61	94	40	20	59	136	183	49	58	0	4
ENSDARG00000077078	20	14	14	5	7	14	44	13	86	159	7	11	18	9	8	303	0	0
ENSDARG00000077080	264	51	159	8	131	98	200	105	76	63	119	109	247	328	83	104	3	3
ENSDARG00000077081	239	36	1040	25	59	142	100	53	22	93	11	89	293	166	46	96	2	11
ENSDARG00000077082	40	1	0	0	4	1	5	12	0	16	3	4	2	5	2	2	0	0
ENSDARG00000077083	36	8	6	1	12	31	6	10	4	0	0	14	0	6	0	0	0	0
ENSDARG00000077084	22	2	126	2	16	27	25	28	11	0	15	7	40	19	42	1	0	1
ENSDARG00000077085	27	11	3	0	6	30	5	2	1	3	0	22	19	12	7	19	0	1
ENSDARG00000077086	16	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0
ENSDARG00000077087	81	25	72	5	23	44	73	37	23	45	7	71	96	97	11	43	0	4
ENSDARG00000077089	328	29	39	3	23	15	22	19	27	8	5	45	73	34	7	18	0	0
ENSDARG00000077090	4	1	0	0	0	0	11	0	0	0	0	0	10	0	6	0	0	0
ENSDARG00000077092	128	15	312	6	17	82	84	54	48	42	28	29	126	47	9	57	0	7
ENSDARG00000077093	307	39	129	39	81	85	141	92	72	150	39	67	232	205	41	110	0	19
ENSDARG00000077095	939	217	528	35	255	399	688	327	418	272	177	394	790	711	261	430	0	50
ENSDARG00000077096	87	31	140	0	71	61	156	18	12	15	0	23	46	45	0	24	0	1
ENSDARG00000077097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077098	20	2	26	2	7	21	13	8	11	2	18	3	16	19	10	12	0	0
ENSDARG00000077101	124	37	94	0	32	41	102	40	47	65	1	24	53	79	28	33	0	2
ENSDARG00000077103	1	0	11	0	0	6	4	7	4	3	0	0	3	0	0	4	0	0
ENSDARG00000077107	18	23	0	1	0	0	9	2	0	9	16	11	0	0	0	5	0	0
ENSDARG00000077112	162	30	56	5	13	40	70	91	32	66	44	34	99	91	11	48	0	14
ENSDARG00000077114	170	27	111	2	29	34	168	170	42	138	25	42	49	41	43	36	0	8
ENSDARG00000077115	4	2	8	0	6	10	16	24	0	0	6	0	22	0	0	0	4	0
ENSDARG00000077116	89	18	44	0	42	50	34	19	21	35	23	30	23	36	11	27	0	21
ENSDARG00000077119	173	60	106	17	97	62	108	83	51	174	41	75	143	276	57	131	0	34
ENSDARG00000077120	0	0	0	0	0	1	0	1	0	0	0	0	2	8	0	0	0	0
ENSDARG00000077121	376	134	199	16	98	142	307	170	161	141	83	123	263	232	83	130	4	8
ENSDARG00000077124	70	7	41	11	83	13	42	28	23	24	4	89	100	37	0	32	0	5
ENSDARG00000077126	312	58	175	7	167	179	287	190	101	123	147	156	365	446	88	119	0	8
ENSDARG00000077130	1	4	33	12	12	8	34	16	2	0	7	24	28	24	2	35	0	0
ENSDARG00000077134	282	93	198	3	73	81	287	193	84	90	91	111	306	283	73	111	2	6
ENSDARG00000077136	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0
ENSDARG00000077138	53	3	6	0	0	0	7	1	0	15	1	0	2	0	0	0	0	0
ENSDARG00000077139	1302	357	1385	48	718	1050	1076	966	473	320	240	839	998	791	174	416	17	78
ENSDARG00000077143	33	25	42	0	11	29	25	17	25	45	1	36	24	38	8	17	0	0
ENSDARG00000077145	101	20	39	0	47	21	65	41	75	88	13	13	134	179	68	109	0	0
ENSDARG00000077151	134	26	56	6	8	15	33	32	30	13	12	32	64	33	19	35	0	0
ENSDARG00000077155	16	2	7	0	0	0	33	2	5	7	0	5	0	4	0	7	0	1
ENSDARG00000077157	171	32	68	10	56	63	70	74	20	23	36	21	39	53	33	33	0	0
ENSDARG00000077161	6	0	0	0	0	0	0	0	0	0	3	0	2	1	0	1	0	0
ENSDARG00000077162	379	124	245	12	132	191	212	139	149	136	63	121	261	272	106	105	1	36
ENSDARG00000077165	15	0	29	0	3	33	22	37	6	14	0	0	31	22	6	10	0	0
ENSDARG00000077167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077169	10	11	0	0	1	0	2	2	0	10	0	4	3	0	0	0	0	0
ENSDARG00000077174	35	17	13	0	0	22	17	1	19	12	11	19	59	19	2	4	0	0
ENSDARG00000077176	22	6	8	0	1	17	36	1	6	15	0	7	49	8	0	4	0	0
ENSDARG00000077177	113	25	63	0	24	17	131	37	34	31	37	70	111	128	21	37	0	6
ENSDARG00000077178	55	0	48	0	11	10	1	22	35	2	5	18	10	49	0	0	0	0
ENSDARG00000077179	2	0	0	0	2	0	5	3	0	0	0	2	0	1	5	8	0	0
ENSDARG00000077180	83	1	27	4	34	65	18	45	8	37	11	38	54	16	15	19	0	3
ENSDARG00000077187	151	94	17	2	37	33	101	68	43	11	1	7	47	193	20	76	0	11
ENSDARG00000077188	128	12	89	3	56	62	134	53	25	99	11	88	131	198	35	51	3	17
ENSDARG00000077193	11	0	1	0	0	9	9	3	0	0	0	0	0	8	0	2	0	0
ENSDARG00000077198	11	0	0	0	0	0	5	0	5	0	1	0	1	1	0	11	0	0
ENSDARG00000077201	95	50	102	8	52	76	92	39	28	67	0	68	118	36	23	39	8	25
ENSDARG00000077202	16	0	4	0	11	0	1	0	0	0	0	3	0	4	1	0	0	0
ENSDARG00000077205	13	30	16	6	7	8	48	1	14	9	7	5	51	9	7	2	0	0
ENSDARG00000077207	34	9	8	0	2	6	16	15	12	0	0	9	44	86	7	7	0	1
ENSDARG00000077211	1	4	0	6	3	11	0	1	2	0	0	3	5	1	0	0	0	5
ENSDARG00000077215	599	91	302	25	103	633	383	142	205	157	95	148	452	401	213	157	0	41
ENSDARG00000077217	4	14	33	3	10	5	28	12	7	33	1	1	12	3	0	5	0	0
ENSDARG00000077219	17	2	16	0	0	3	1	10	0	8	6	0	4	0	0	2	0	5
ENSDARG00000077220	12	11	19	0	0	0	4	0	0	6	0	0	0	0	0	7	0	9
ENSDARG00000077224	0	0	0	0	0	11	12	0	0	70	0	6	4	0	5	17	0	0
ENSDARG00000077226	1916	335	1203	102	613	754	1633	822	617	616	316	710	1361	1216	428	705	7	56
ENSDARG00000077227	81	32	44	10	17	53	82	55	33	4	16	32	74	76	27	22	0	17
ENSDARG00000077228	663	128	351	5	226	394	264	235	97	253	128	132	600	623	115	183	0	32
ENSDARG00000077229	207	0	161	19	29	114	38	76	4	47	3	0	192	28	17	90	0	0
ENSDARG00000077231	6	0	0	3	0	1	1	1	0	79	0	16	2	4	7	5	0	0
ENSDARG00000077236	66	23	32	1	8	13	34	28	15	35	0	41	20	25	4	7	0	0
ENSDARG00000077237	197	66	143	5	79	136	158	115	68	119	39	285	414	394	104	91	2	25
ENSDARG00000077239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077240	4	0	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000077244	9	0	20	8	0	2	7	0	1	0	1	6	5	21	0	7	0	11
ENSDARG00000077245	25	5	8	0	0	5	10	9	16	0	0	1	16	10	9	11	0	0
ENSDARG00000077248	1	5	0	0	0	1	4	4	17	1	0	1	1	10	0	0	0	0
ENSDARG00000077249	89	24	49	29	42	25	77	32	39	24	32	27	72	101	11	36	0	10
ENSDARG00000077252	4	0	12	0	0	7	0	0	0	0	6	0	12	0	0	0	0	0
ENSDARG00000077253	0	3	2	0	0	6	0	0	4	0	0	0	0	0	0	3	0	0
ENSDARG00000077256	272	59	124	42	95	111	187	135	131	125	36	144	193	130	70	128	0	23
ENSDARG00000077257	8	12	0	8	3	1	6	0	0	2	3	0	35	16	0	7	0	0
ENSDARG00000077260	11	0	0	0	0	0	0	0	0	0	0	0	8	5	6	0	0	0
ENSDARG00000077261	9	0	25	0	0	0	34	9	20	3	3	1	24	0	1	0	0	0
ENSDARG00000077263	5	0	34	0	0	0	5	0	7	0	0	1	0	0	1	5	0	0
ENSDARG00000077264	248	67	134	5	53	95	220	162	102	275	45	130	234	157	55	116	0	27
ENSDARG00000077265	22	0	13	0	5	3	21	1	12	2	1	16	19	23	2	14	0	0
ENSDARG00000077266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077275	28	0	3	0	6	24	3	2	13	5	1	4	1	51	2	1	0	18
ENSDARG00000077284	14	14	21	0	9	6	10	2	0	114	0	6	49	7	13	12	0	1
ENSDARG00000077285	7	0	14	0	3	8	7	1	0	5	0	7	16	4	0	3	0	0
ENSDARG00000077288	0	0	0	0	0	3	8	2	0	0	1	0	20	2	0	0	0	0
ENSDARG00000077290	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000077291	7826	2226	5870	475	3024	4631	7114	3914	3615	2861	1445	4157	7105	6681	1672	3086	43	304
ENSDARG00000077293	719	135	365	9	213	280	571	273	253	210	68	253	315	288	73	284	1	12
ENSDARG00000077295	291	70	227	51	154	209	175	142	143	88	66	130	456	245	87	118	0	55
ENSDARG00000077297	235	33	123	35	54	67	97	65	90	18	50	69	119	174	25	75	0	0
ENSDARG00000077298	125	31	131	7	61	56	108	46	31	40	34	68	137	88	53	33	1	11
ENSDARG00000077299	20	0	26	0	0	6	8	26	0	28	2	8	24	17	8	20	0	0
ENSDARG00000077300	220	89	129	9	48	64	181	83	48	40	27	86	130	131	61	106	0	1
ENSDARG00000077301	75	2	32	3	21	10	40	4	10	16	4	10	27	56	0	9	0	0
ENSDARG00000077304	10	10	13	0	4	0	17	8	2	0	0	3	1	1	0	7	0	0
ENSDARG00000077306	10	0	0	0	7	0	0	0	0	11	0	5	10	11	0	1	0	0
ENSDARG00000077307	63	29	55	16	14	68	106	48	63	23	26	29	117	77	6	42	0	0
ENSDARG00000077308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077309	3	0	0	0	0	0	0	3	0	3	0	8	0	8	0	0	0	0
ENSDARG00000077313	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
ENSDARG00000077314	6	18	18	0	0	2	8	2	6	10	3	11	4	9	0	0	0	0
ENSDARG00000077316	27	9	13	0	0	8	12	4	0	25	5	1	35	12	9	0	0	0
ENSDARG00000077317	100	27	104	16	35	33	77	59	21	56	52	63	121	166	25	25	4	1
ENSDARG00000077318	131	33	82	1	57	148	39	31	53	23	10	28	98	79	14	35	2	15
ENSDARG00000077323	15	0	4	0	4	21	6	0	7	19	1	7	0	45	2	22	0	4
ENSDARG00000077326	158	23	138	26	42	124	109	50	74	71	16	13	70	94	9	30	3	2
ENSDARG00000077327	18	3	2	0	2	46	30	13	9	17	0	7	15	80	6	20	10	0
ENSDARG00000077329	265	128	123	15	77	80	158	63	61	61	37	53	229	192	30	108	4	14
ENSDARG00000077330	42	3	14	0	41	15	26	13	6	14	23	16	67	36	12	31	0	0
ENSDARG00000077337	0	0	0	0	0	0	8	0	2	8	0	0	0	0	0	0	0	0
ENSDARG00000077339	0	0	0	0	0	5	0	4	0	0	0	5	0	0	0	0	0	0
ENSDARG00000077341	691	132	294	43	160	334	379	240	205	163	91	201	513	417	176	202	2	47
ENSDARG00000077349	128	61	77	1	37	70	45	54	88	11	8	14	141	56	20	51	2	0
ENSDARG00000077352	77	36	24	7	31	18	27	27	34	4	25	22	43	67	22	49	0	2
ENSDARG00000077353	917	201	927	46	323	582	685	603	497	335	234	451	1071	1262	211	479	4	34
ENSDARG00000077356	12	0	9	0	6	15	3	4	3	13	0	0	0	0	0	0	0	0
ENSDARG00000077357	21	0	1	0	6	2	16	10	11	6	2	0	20	9	9	11	0	0
ENSDARG00000077360	0	0	2	0	0	0	1	0	0	6	0	1	1	0	0	0	0	0
ENSDARG00000077361	1257	246	631	91	269	576	869	575	446	485	182	393	1101	1075	257	415	5	88
ENSDARG00000077364	79	1	53	7	8	36	70	45	23	6	1	0	126	8	1	7	0	0
ENSDARG00000077367	21	5	31	2	26	0	63	1	23	37	6	29	71	105	4	24	0	0
ENSDARG00000077368	11	4	10	0	4	7	2	0	9	0	17	19	5	82	8	3	0	2
ENSDARG00000077371	5	0	8	0	3	0	0	3	0	2	0	0	18	1	0	3	0	0
ENSDARG00000077372	141	30	98	3	57	71	109	36	17	47	14	44	46	51	19	11	0	4
ENSDARG00000077377	42	4	6	0	9	20	31	20	19	37	15	24	30	24	1	37	0	0
ENSDARG00000077382	52	0	0	0	3	9	16	0	0	1	2	0	9	19	7	13	0	1
ENSDARG00000077383	138	74	76	3	31	52	106	55	30	74	4	91	107	70	15	34	0	3
ENSDARG00000077384	48	0	14	0	14	0	10	0	10	12	0	0	6	20	0	0	0	0
ENSDARG00000077385	51	2	13	0	2	19	24	17	4	14	2	2	33	21	12	17	1	6
ENSDARG00000077387	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSDARG00000077388	214	95	127	5	73	70	191	150	47	145	34	95	156	200	55	114	0	21
ENSDARG00000077393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077396	126	11	51	5	45	93	91	43	73	30	2	10	96	41	9	66	1	1
ENSDARG00000077399	2	0	15	7	14	16	17	8	9	10	3	0	15	20	0	3	0	0
ENSDARG00000077400	343	77	314	9	97	107	208	110	161	39	33	282	394	332	74	96	2	126
ENSDARG00000077403	0	0	23	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0
ENSDARG00000077404	382	40	312	15	122	174	322	180	152	146	73	154	282	359	70	187	0	32
ENSDARG00000077405	1021	247	608	38	300	434	760	408	405	349	266	384	856	901	249	356	2	82
ENSDARG00000077407	37	3	0	8	12	0	0	0	2	15	2	7	34	1	0	5	0	2
ENSDARG00000077409	3	5	21	4	14	4	3	2	1	42	1	2	9	6	13	0	0	0
ENSDARG00000077410	263	47	130	16	50	87	103	89	66	82	51	115	137	195	28	137	1	14
ENSDARG00000077412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077414	0	0	0	0	0	0	11	12	0	0	13	0	0	0	0	0	0	0
ENSDARG00000077415	24	5	27	9	9	11	10	3	14	0	4	18	19	14	4	13	0	0
ENSDARG00000077419	70	3	18	0	11	9	21	17	14	13	16	24	22	29	3	16	0	0
ENSDARG00000077427	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
ENSDARG00000077428	511	119	301	18	160	232	496	274	160	499	130	336	497	1239	154	230	0	28
ENSDARG00000077431	205	42	121	27	76	107	161	79	39	84	41	83	205	116	90	91	2	10
ENSDARG00000077434	105	21	55	0	18	26	31	15	11	36	9	7	74	25	12	14	0	3
ENSDARG00000077440	67	10	82	2	9	12	30	34	15	11	6	19	55	26	11	38	0	0
ENSDARG00000077442	89	27	27	23	21	55	63	15	21	34	10	14	41	62	37	11	0	8
ENSDARG00000077452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077456	133	14	52	5	51	21	26	15	13	41	17	56	29	91	6	19	0	6
ENSDARG00000077461	26	6	6	0	0	0	6	0	2	8	0	2	20	6	0	16	0	0
ENSDARG00000077465	234	58	150	24	39	76	179	91	88	79	55	145	187	270	56	53	0	8
ENSDARG00000077467	91	23	23	0	8	1	53	36	41	35	32	16	40	64	14	13	0	1
ENSDARG00000077468	20	14	10	0	6	0	5	2	7	5	4	2	32	14	0	0	0	0
ENSDARG00000077469	0	0	9	0	0	17	35	5	16	0	0	0	29	0	0	0	0	0
ENSDARG00000077470	4	1	5	0	1	2	17	1	7	12	11	5	12	20	10	20	0	3
ENSDARG00000077471	13	1	20	10	0	0	0	0	13	0	7	0	18	0	4	0	0	0
ENSDARG00000077473	199	26	108	5	83	54	209	89	14	69	3	28	110	73	56	78	0	5
ENSDARG00000077474	123	15	22	5	20	28	56	57	38	36	8	17	72	7	0	40	0	1
ENSDARG00000077475	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
ENSDARG00000077479	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSDARG00000077481	1	37	2	0	4	0	0	0	8	36	2	0	20	1	0	0	0	2
ENSDARG00000077487	0	0	0	0	0	0	0	0	0	7	2	13	0	14	0	4	0	0
ENSDARG00000077488	52	1	8	0	0	7	16	23	7	10	5	9	15	19	11	21	0	10
ENSDARG00000077489	88	5	40	6	26	29	44	13	31	2	5	7	70	44	0	7	0	6
ENSDARG00000077492	228	19	173	5	40	251	118	120	52	104	91	135	310	217	196	35	0	15
ENSDARG00000077495	65	16	46	0	28	23	36	42	29	16	20	9	92	47	13	39	0	32
ENSDARG00000077497	240	30	90	2	22	87	185	74	38	60	38	124	157	65	49	43	0	23
ENSDARG00000077499	431	110	348	18	155	180	325	156	139	114	71	145	344	366	114	140	0	26
ENSDARG00000077504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077506	1179	398	319	33	718	428	520	328	796	274	253	701	534	1659	298	453	3	181
ENSDARG00000077513	19	9	0	0	0	7	2	1	5	31	0	0	32	7	0	2	0	5
ENSDARG00000077515	294	48	173	45	50	76	150	137	70	92	28	87	230	185	44	62	8	22
ENSDARG00000077516	33	6	19	0	45	22	27	12	19	22	10	55	26	20	0	1	0	3
ENSDARG00000077519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077523	36	5	44	0	36	27	53	20	15	13	10	20	93	43	11	20	0	10
ENSDARG00000077526	40	31	15	0	0	20	45	20	22	27	7	15	15	22	16	1	0	1
ENSDARG00000077530	588	93	261	50	136	150	376	247	130	169	59	174	338	411	129	182	18	42
ENSDARG00000077531	249	43	125	13	47	88	120	64	107	78	120	87	167	196	33	63	4	12
ENSDARG00000077532	16	18	15	2	6	10	16	30	11	3	6	1	19	63	12	17	0	0
ENSDARG00000077533	303	86	98	6	65	120	158	122	72	97	39	118	96	214	39	37	7	8
ENSDARG00000077536	580	116	439	14	220	198	370	142	131	275	68	80	358	149	164	267	0	0
ENSDARG00000077537	18	8	14	2	0	6	28	5	27	7	0	10	14	26	18	10	0	0
ENSDARG00000077540	0	8	1	0	3	17	1	0	7	4	0	0	0	0	0	0	0	0
ENSDARG00000077542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077544	61	1	13	0	30	16	87	6	1	99	43	6	46	8	1	2	0	0
ENSDARG00000077545	309	68	244	41	107	164	249	97	127	172	50	115	302	212	98	138	1	32
ENSDARG00000077546	49	26	41	0	7	21	42	18	17	6	6	12	18	40	10	8	0	0
ENSDARG00000077547	48	49	45	13	70	69	73	60	45	23	30	24	77	35	34	65	0	0
ENSDARG00000077549	39	6	5	0	13	5	18	5	8	2	0	5	1	36	0	8	0	6
ENSDARG00000077550	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ENSDARG00000077553	11	0	0	0	0	0	10	3	2	0	0	4	27	3	14	4	0	0
ENSDARG00000077557	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSDARG00000077559	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0
ENSDARG00000077560	51	0	23	0	0	0	10	0	23	0	0	11	34	70	11	0	0	0
ENSDARG00000077567	1	19	0	0	5	8	18	1	15	10	0	0	5	0	0	49	0	0
ENSDARG00000077569	106	39	49	5	33	15	66	42	18	28	5	70	120	58	2	62	0	1
ENSDARG00000077570	1	0	9	0	7	0	6	0	0	1	4	0	5	1	0	2	0	0
ENSDARG00000077571	61	6	10	27	17	3	43	19	20	10	2	37	60	21	4	29	0	0
ENSDARG00000077572	1	0	9	0	4	0	6	0	2	11	0	0	15	0	5	69	0	0
ENSDARG00000077573	1	0	5	6	0	0	7	0	9	0	0	0	6	12	3	2	0	0
ENSDARG00000077577	14	0	5	0	0	4	5	0	1	0	0	0	11	4	0	0	0	0
ENSDARG00000077580	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSDARG00000077581	277	67	92	8	103	108	202	131	109	62	96	164	296	223	40	119	34	2
ENSDARG00000077582	271	105	249	4	144	256	199	118	129	85	59	120	354	346	158	169	2	28
ENSDARG00000077583	99	23	27	0	28	1	32	52	16	9	13	43	47	105	21	34	1	0
ENSDARG00000077584	18	1	5	0	0	12	20	0	7	0	0	4	31	0	16	0	0	0
ENSDARG00000077588	21	5	10	0	2	7	12	16	3	15	0	3	2	0	0	0	0	0
ENSDARG00000077590	45	3	1	6	12	42	9	15	5	0	0	31	4	5	0	9	0	0
ENSDARG00000077596	174	26	131	11	34	47	118	43	131	25	65	69	115	193	36	129	0	11
ENSDARG00000077605	22	8	38	0	4	9	13	11	0	6	12	6	8	9	4	3	0	0
ENSDARG00000077606	9	3	0	0	0	7	14	0	0	1	2	0	7	21	0	0	0	0
ENSDARG00000077607	86	4	48	3	3	21	67	79	20	104	40	25	80	73	13	23	0	0
ENSDARG00000077608	179	31	63	8	108	34	68	20	37	50	4	47	167	40	14	48	0	0
ENSDARG00000077609	47	10	37	0	23	26	13	11	16	20	17	6	47	38	4	17	0	0
ENSDARG00000077610	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077614	86	5	37	0	15	21	39	7	27	17	16	13	30	12	18	10	0	3
ENSDARG00000077618	83	9	89	11	20	52	105	37	7	23	14	65	56	43	13	22	0	13
ENSDARG00000077620	155	26	179	15	69	59	141	49	45	54	18	83	152	134	15	44	0	4
ENSDARG00000077622	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ENSDARG00000077626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000077633	46	0	23	0	33	13	7	26	9	19	14	14	50	135	15	30	0	5
ENSDARG00000077637	3	0	9	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ENSDARG00000077639	36	30	15	4	7	3	5	37	3	13	23	15	20	47	26	18	0	4
ENSDARG00000077641	40	5	16	2	20	10	15	3	13	16	1	29	22	23	0	9	0	0
ENSDARG00000077643	16	6	19	7	5	11	30	7	9	5	0	11	31	12	0	13	0	0
ENSDARG00000077644	0	0	0	0	0	0	0	0	7	0	0	1	0	10	0	0	0	0
ENSDARG00000077645	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000077648	37	8	41	6	17	26	34	16	11	25	12	10	43	37	33	11	0	16
ENSDARG00000077650	306	38	112	39	33	127	233	197	101	91	41	86	169	276	86	73	3	44
ENSDARG00000077652	83	16	15	7	23	14	37	5	34	13	2	17	55	54	25	27	0	0
ENSDARG00000077653	478	50	86	0	38	78	134	70	56	229	14	73	144	112	11	53	0	14
ENSDARG00000077654	152	11	149	6	36	111	22	56	84	84	19	39	233	164	49	103	0	10
ENSDARG00000077656	135	19	76	7	70	42	154	116	89	76	33	43	231	178	33	81	4	23
ENSDARG00000077664	122	22	91	4	44	49	67	28	47	35	27	50	102	69	9	35	1	2
ENSDARG00000077665	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSDARG00000077666	3	4	11	1	14	14	12	0	9	6	4	8	20	31	0	1	5	1
ENSDARG00000077673	28	5	17	0	9	9	17	9	40	16	5	36	1	17	0	4	0	4
ENSDARG00000077677	46	7	30	7	6	47	24	13	7	6	11	1	19	3	3	10	0	1
ENSDARG00000077686	146	50	119	10	35	48	68	114	123	65	10	114	333	131	87	90	0	34
ENSDARG00000077687	43	22	1	0	12	1	24	9	22	2	5	4	25	37	7	13	0	0
