Chemical,Dose,emmean,SE,df,lower.CL,upper.CL,.group,Group,cont_group,adj_factor,Dose(mg/L)
EE2,Dose_5,5.896222222222224,0.8680449989901837,47,4.149940930013157,7.64250351443129, a,Dose_5, a,1.474055555555556,1e-7
EE2,Control,6.750000000000002,0.8680449989901838,47,5.003718707790935,8.496281292209067, a,Control, a,1.6875000000000004,0
Fadrozole,Control,5.845222222222224,1.7457221561482903,47,2.333282234983029,9.35716220946142, a,Control, a,1.461305555555556,0
Fadrozole,Dose_1,7.452333333333338,1.7457221561482892,47,3.940393346094145,10.96427332057253, a,Dose_1, a,1.8630833333333345,1
Fadrozole,Dose_4,8.103444444444447,1.7457221561482898,47,4.591504457205253,11.61538443168364, a,Dose_4, a,2.025861111111112,0.001
Fadrozole,Dose_3,8.182250000000003,1.851617962020085,47,4.457275129854456,11.907224870145551, a,Dose_3, a,2.045562500000001,0.01
Fadrozole,Dose_2,10.749777777777783,1.7457221561482898,47,7.237837790538589,14.261717765016979, a,Dose_2, a,2.687444444444446,0.1
Fadrozole,Dose_5,12.478555555555559,1.7457221561482898,47,8.966615568316364,15.990495542794754, a,Dose_5, a,3.1196388888888897,1e-4
Fenitrothione,Dose_1,0.4192222222222224,1.3280198297131611,47,-2.252409072248248,3.0908535166926927, a,Dose_1, a,0.1048055555555556,1
Fenitrothione,Dose_2,1.5283333333333322,1.3280198297131613,47,-1.1432979611371386,4.199964627803803, a,Dose_2, a,0.38208333333333305,0.1
Fenitrothione,Control,2.0842222222222246,1.328019829713161,47,-0.5874090722482452,4.755853516692694, a,Control, a,0.5210555555555562,0
Fenitrothione,Dose_5,3.107250000000001,1.4085777407105706,47,0.2735570922746051,5.940942907725397, a,Dose_5, a,0.7768125000000002,1e-4
Fenitrothione,Dose_4,4.6403333333333325,1.3280198297131611,47,1.9687020388628622,7.311964627803803, a,Dose_4, a,1.1600833333333331,0.001
Fenitrothione,Dose_3,5.422999999999999,1.3280198297131611,47,2.751368705529529,8.094631294470469, a,Dose_3, a,1.3557499999999998,0.01
Fluoxetine,Dose_1,-2.4957777777777777,0.6958871288438486,48,-3.8949526264145518,-1.0966029291410035, a ,Dose_1, a ,-0.6239444444444444,0.1
Fluoxetine,Control,1.238777777777781,0.6958871288438485,48,-0.1603970708589928,2.637952626414555,  b,Control,  b,0.30969444444444527,0
Fluoxetine,Dose_2,1.4155555555555537,0.6958871288438485,48,0.016380706918779797,2.8147304041923276,  b,Dose_2,  b,0.3538888888888884,0.01
Fluoxetine,Dose_4,2.7621111111111105,0.6958871288438483,48,1.362936262474337,4.161285959747884,  b,Dose_4,  b,0.6905277777777776,1e-4
Fluoxetine,Dose_3,3.001111111111109,0.6958871288438484,48,1.6019362624743354,4.400285959747883,  b,Dose_3,  b,0.7502777777777773,0.001
Fluoxetine,Dose_5,3.3280000000000003,0.6958871288438485,48,1.9288251513632264,4.727174848636774,  b,Dose_5,  b,0.8320000000000001,1e-5
Flutamide,Control,4.972999999999999,1.1100675342762072,47,2.739832168320448,7.20616783167955, a ,Control, a ,1.2432499999999997,0
Flutamide,Dose_4,5.501,1.1774044215926045,47,3.1323678240375967,7.869632175962404, a ,Dose_4, a ,1.37525,0.001
Flutamide,Dose_1,6.2241111111111085,1.1100675342762072,47,3.9909432794315576,8.457278942790659, a ,Dose_1, a ,1.5560277777777771,1
Flutamide,Dose_3,8.553666666666667,1.1100675342762072,47,6.320498834987116,10.786834498346217, ab,Dose_3, ab,2.1384166666666666,0.01
Flutamide,Dose_5,8.845888888888885,1.1100675342762072,47,6.612721057209334,11.079056720568435, ab,Dose_5, ab,2.211472222222221,1e-4
Flutamide,Dose_2,11.362888888888886,1.1100675342762072,47,9.129721057209334,13.596056720568438,  b,Dose_2,  b,2.8407222222222215,0.1
Glyphosate,Dose_4,5.549333333333338,1.6223286400759123,47,2.2856290815085103,8.813037585158165, a,Dose_4, a,1.3873333333333344,0.001
Glyphosate,Control,6.907888888888891,1.6223286400759123,47,3.644184637064064,10.171593140713718, a,Control, a,1.7269722222222228,0
Glyphosate,Dose_3,9.877000000000002,1.6223286400759125,47,6.613295748175174,13.14070425182483, a,Dose_3, a,2.4692500000000006,0.01
Glyphosate,Dose_2,10.697555555555558,1.6223286400759127,47,7.43385130373073,13.961259807380387, a,Dose_2, a,2.6743888888888896,0.1
Glyphosate,Dose_5,11.25577777777778,1.6223286400759125,47,7.992073525952952,14.519482029602608, a,Dose_5, a,2.813944444444445,1e-4
Glyphosate,Dose_1,11.789875000000002,1.7207393740662407,47,8.328193887620948,15.251556112379056, a,Dose_1, a,2.9474687500000005,1
Malathion,Control,1.0323333333333327,2.479602049544827,47,-3.955982567663357,6.020649234330023, a,Control, a,0.25808333333333316,0
Malathion,Dose_1,4.779888888888888,2.479602049544827,47,-0.20842701210780135,9.768204789885578, a,Dose_1, a,1.194972222222222,1
Malathion,Dose_3,6.268111111111111,2.4796020495448277,47,1.27979521011442,11.256427012107801, a,Dose_3, a,1.5670277777777777,0.01
Malathion,Dose_2,7.297777777777775,2.4796020495448277,47,2.309461876781084,12.286093678774465, a,Dose_2, a,1.8244444444444436,0.1
Malathion,Dose_5,8.63388888888889,2.479602049544827,47,3.6455729878922005,13.62220478988558, a,Dose_5, a,2.1584722222222226,1e-4
Malathion,Dose_4,11.374875,2.6300151358158135,47,6.083966999556836,16.665783000443163, a,Dose_4, a,2.84371875,0.001
NN-Dimethylformamide,Dose_5,6.630888888888888,1.1266651106717287,47,4.364331040344742,8.897446737433036, a,Dose_5, a,1.657722222222222,0.1
NN-Dimethylformamide,Dose_1,7.084444444444444,1.1266651106717287,47,4.817886595900298,9.351002292988591, a,Dose_1, a,1.771111111111111,1000
NN-Dimethylformamide,Dose_2,7.475888888888891,1.1266651106717287,47,5.209331040344744,9.742446737433038, a,Dose_2, a,1.8689722222222227,100
NN-Dimethylformamide,Dose_4,8.119499999999999,1.195008809823407,47,5.715452363014262,10.523547636985736, a,Dose_4, a,2.0298749999999997,1
NN-Dimethylformamide,Dose_3,8.220888888888888,1.1266651106717287,47,5.954331040344742,10.487446737433036, a,Dose_3, a,2.055222222222222,10
NN-Dimethylformamide,Control,11.087333333333332,1.1266651106717287,47,8.820775484789184,13.35389118187748, a,Control, a,2.771833333333333,0
Prochloraz,Dose_2,6.487375,1.0398586778850412,46,4.394248043787025,8.580501956212975, a,Dose_2, a,1.62184375,0.1
Prochloraz,Control,7.308555555555556,0.9803881634775875,46,5.335136536058819,9.281974575052294, a,Control, a,1.827138888888889,0
Prochloraz,Dose_5,8.445555555555556,0.9803881634775875,46,6.472136536058819,10.418974575052292, a,Dose_5, a,2.111388888888889,1e-4
Prochloraz,Dose_1,8.781777777777778,0.9803881634775874,46,6.808358758281042,10.755196797274515, a,Dose_1, a,2.1954444444444445,1
Prochloraz,Dose_4,8.986666666666668,0.9803881634775875,46,7.013247647169931,10.960085686163405, a,Dose_4, a,2.246666666666667,0.001
Prochloraz,Dose_3,9.205375000000002,1.0398586778850414,46,7.112248043787027,11.298501956212977, a,Dose_3, a,2.3013437500000005,0.01
SDS,Dose_1,2.010222222222223,0.7125699070821784,46,0.5758933923340801,3.444551052110366, a,Dose_1, a,0.5025555555555558,0.1
SDS,Dose_5,2.265777777777778,0.7125699070821784,46,0.8314489478896352,3.700106607665921, a,Dose_5, a,0.5664444444444445,1e-5
SDS,Control,2.6822222222222223,0.7125699070821785,46,1.247893392334079,4.116551052110365, a,Control, a,0.6705555555555556,0
SDS,Dose_2,3.1465555555555564,0.7125699070821784,46,1.7122267256674135,4.580884385443699, a,Dose_2, a,0.7866388888888891,0.01
SDS,Dose_3,3.264285714285715,0.8079783282376487,46,1.6379096933538746,4.890661735217556, a,Dose_3, a,0.8160714285714288,0.001
SDS,Dose_4,3.4041111111111118,0.7125699070821784,46,1.9697822812229688,4.838439940999255, a,Dose_4, a,0.8510277777777779,1e-4
TEG,Dose_3,3.143249999999999,1.3290327753880093,45,0.46644058315729264,5.820059416842706, a ,Dose_3, a ,0.7858124999999998,10
TEG,Dose_1,5.480777777777777,1.253024117194719,45,2.9570576569864624,8.004497898569092, ab,Dose_1, ab,1.3701944444444443,1000
TEG,Control,6.062555555555555,1.2530241171947187,45,3.538835434764241,8.586275676346869, ab,Control, ab,1.5156388888888888,0
TEG,Dose_2,8.675749999999997,1.3290327753880091,45,5.998940583157291,11.352559416842704, ab,Dose_2, ab,2.1689374999999993,100
TEG,Dose_5,9.568249999999999,1.3290327753880096,45,6.8914405831572925,12.245059416842706,  b,Dose_5,  b,2.3920624999999998,0.1
TEG,Dose_4,9.696555555555555,1.2530241171947187,45,7.172835434764242,12.22027567634687,  b,Dose_4,  b,2.424138888888889,1
TGSH,Dose_1,1.0672499999999971,0.7445183824486657,44,-0.43322820656436467,2.567728206564359, a,Dose_1, a,0.2668124999999993,1
TGSH,Control,1.9156249999999995,0.7445183824486655,44,0.4151467934356381,3.416103206564361, a,Control, a,0.47890624999999987,0
TGSH,Dose_2,2.4646666666666657,0.7019386625966545,44,1.0500022468209467,3.8793310865123845, a,Dose_2, a,0.6161666666666664,0.1
TGSH,Dose_3,3.2494999999999994,0.7445183824486654,44,1.7490217934356382,4.749978206564361, a,Dose_3, a,0.8123749999999998,0.01
TGSH,Dose_5,3.3877499999999996,0.7445183824486656,44,1.887271793435638,4.888228206564361, a,Dose_5, a,0.8469374999999999,1e-4
TGSH,Dose_4,3.6519999999999992,0.7019386625966546,44,2.23733558015428,5.0666644198457185, a,Dose_4, a,0.9129999999999998,0.001
Trenbolone,Control,-3.949777777777773,2.727621203003658,47,-9.437043857968554,1.5374883024130073, a ,Control, a ,-0.9874444444444432,0
Trenbolone,Dose_1,-0.5103749999999928,2.8930791737281423,47,-6.3304995832167315,5.309749583216746, ab,Dose_1, ab,-0.1275937499999982,0.1
Trenbolone,Dose_2,2.7504444444444456,2.727621203003659,47,-2.7368216357463364,8.237710524635228, ab,Dose_2, ab,0.6876111111111114,0.01
Trenbolone,Dose_3,6.012555555555554,2.7276212030036584,47,0.5252894753647732,11.499821635746336, ab,Dose_3, ab,1.5031388888888886,0.001
Trenbolone,Dose_4,7.7732222222222225,2.7276212030036584,47,2.2859561420314414,13.260488302413004,  b,Dose_4,  b,1.9433055555555556,1e-4
Trenbolone,Dose_5,8.648444444444445,2.7276212030036584,47,3.161178364253664,14.135710524635225,  b,Dose_5,  b,2.1621111111111113,1e-5
Vinclozolin,Dose_1,7.378666666666664,1.8023287606371248,48,3.7548418158638563,11.002491517469473, a,Dose_1, a,1.844666666666666,1
Vinclozolin,Dose_5,10.404333333333334,1.8023287606371243,48,6.780508482530527,14.02815818413614, a,Dose_5, a,2.6010833333333334,1e-4
Vinclozolin,Dose_4,11.037555555555556,1.8023287606371239,48,7.4137307047527505,14.661380406358361, a,Dose_4, a,2.759388888888889,0.001
Vinclozolin,Control,12.699777777777776,1.8023287606371243,48,9.075952926974969,16.32360262858058, a,Control, a,3.174944444444444,0
Vinclozolin,Dose_2,12.929222222222219,1.8023287606371243,48,9.305397371419412,16.553047073025027, a,Dose_2, a,3.2323055555555547,0.1
Vinclozolin,Dose_3,12.98633333333333,1.802328760637124,48,9.362508482530524,16.610158184136136, a,Dose_3, a,3.2465833333333327,0.01
