	DMSO_A	DMSO_B	DMSO_C	DMSO_D	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
368260	10.727877547	10.719249448	10.824078432	10.819941137	10.439776328	10.515687423	10.469887834	10.409041592	10.403368664	10.265196236	10.590849487	10.297220508	10.321132084	10.45323137	10.179252633	10.234928502	10.132323112	10.215147299
101883298	4.277626502	4.246139925	3.990265472	4.557582067	3.974506114	4.359061331	4.041129559	4.31516464	3.794989884	3.26154762	4.309902913	4.086251344	3.433178259	3.682134591	3.811627486	2.803301855	4.478415443	3.911808294
100148543	6.771731448	6.890383556	7.122691848	7.067385906	6.526879442	6.958384886	6.589555516	6.75026611	6.606561353	6.049730215	6.726609437	6.634184477	6.164775016	6.329328517	6.328905257	5.38058854	6.644014703	6.399233658
393871	7.194225613	7.149403585	7.122691848	6.984332054	7.087899665	6.909870213	7.129221391	6.917103356	7.207465189	7.330174204	6.893419576	7.231485248	7.057986498	6.98571484	6.962607217	7.199990949	6.538682185	6.925912227
567941	5.393179732	4.479588028	5.45235155	4.801815416	4.733750316	4.960940604	5.565156447	5.033319434	5.070583977	4.780362181	5.085075339	4.928042083	4.686777882	4.983938605	5.234405458	4.718136411	5.350797228	5.465953105
504167	6.050315854	6.114899992	6.42305431	6.2567325	6.199820285	6.336947873	6.143555981	6.448285013	6.439747135	5.922522943	6.181989246	6.282887975	6.05885668	6.121291102	6.334618431	5.470133024	6.526489357	5.991667661
445096	4.970702596	5.013850405	4.960703366	5.436086908	5.162687316	5.111544257	5.273638127	4.775954066	5.198449022	5.430804188	5.189173926	5.323927019	5.084785091	4.96797073	4.890990512	5.260227323	5.099648047	5.065149844
554151	5.948261554	5.976656785	5.808826824	6.048713258	5.162687316	5.476079737	5.778154196	5.429346205	5.533604797	5.550370608	5.784202116	5.643517428	5.611475302	5.488069124	5.234405458	5.544169801	4.912435326	5.611463044
562772	5.277697085	5.594170922	5.389742942	5.795341411	5.419506864	5.739334178	5.542019474	5.608783753	5.573464304	5.392912664	5.357505421	5.312340162	5.12032564	5.204399725	5.197259184	5.072832687	5.516133687	5.254318086
567051	6.021886624	6.315386318	6.305874051	6.249262508	5.987718483	6.437347247	5.873914804	5.978816327	5.902476595	5.753406268	5.798902285	5.538032719	5.746490402	5.993034672	5.5513839	4.543481917	5.792165778	5.743632163
100330160	7.906141031	7.774521913	7.864679043	7.777542379	7.651678479	7.840637682	7.75787567	7.667112462	7.711243531	7.244116184	7.647021766	7.724352666	7.434886482	7.594467782	7.384985673	7.193432239	7.798237571	7.455602085
100330238	4.925375819	4.413432332	4.633309489	4.508365847	4.210344279	4.359061331	4.007741416	3.361145787	4.108889543	4.547264646	4.330284768	4.086251344	4.225082208	3.899760963	4.052529261	3.937042715	3.43509872	4.227788282
100536590	4.540684436	4.823190186	4.520951858	4.919439631	4.431775154	4.879301011	4.197378303	4.438955274	4.537511939	3.69428425	4.1585485	4.030769041	3.882796605	4.146709463	4.282740594	3.05557599	4.002892079	3.418965767
393408	6.105546927	6.278695419	6.257603536	6.264164013	6.205288996	6.031562361	5.836369811	5.700701476	6.067884953	6.315832951	6.142193647	5.775957988	6.258137952	5.799093662	6.093113755	6.437571971	6.01215848	5.814054059
792371	6.710700932	6.946041681	7.087619668	7.309287405	7.096754036	7.202825628	7.144663334	7.410044693	7.279122555	6.368847601	7.070448345	7.126228255	6.808503078	7.110964582	6.973633647	6.029793106	7.201795649	6.957368364
103910385	3.415014519	3.366046614	3.771994205	3.893462348	3.527599135	3.772666251	4.53865382	4.207866233	4.108889543	4.269108365	4.088483403	3.643850358	3.797548037	4.118055631	3.937100776	3.968114187	3.930708428	4.201757514
566373	7.191037294	7.250759444	7.175608336	7.272911882	7.412602508	7.599386869	7.251931839	7.636405174	7.342782854	7.066959076	7.669193185	7.096137027	7.367468116	7.440976279	7.221934338	6.639254123	7.445760816	7.277019962
100331497	6.570520606	6.453474767	6.593858948	6.862327964	6.40385157	6.77190658	6.415896213	6.59390505	6.724553323	6.065874267	6.772018496	7.023382782	6.159090294	6.426007119	7.116446141	6.235327422	6.695746714	6.752964992
569334	7.194225613	7.272693219	7.265528679	7.433131271	7.289285363	7.379491246	7.241197764	7.306571772	7.235066181	6.883297907	7.352896818	7.096137027	7.0395408	7.047800722	7.267446979	6.235327422	7.168181258	7.033132868
570908	6.085082256	6.100956367	6.133177312	6.09944839	5.875574399	5.863413488	5.727779775	5.868638151	5.686832737	5.650113108	5.700559395	5.52804946	5.746490402	5.532174555	5.944119273	5.798702261	5.619243135	5.881197861
792539	6.241205594	6.20890494	6.404173355	5.932254946	5.798070765	5.701830522	5.696688626	5.650360663	5.845012481	5.983284429	5.739180944	5.817534215	5.603125622	5.936719622	5.197259184	5.437201695	5.255517526	5.621315929
100331649	6.494968024	6.638600937	7.023082879	6.862327964	6.636192004	6.974200552	6.875249621	7.043412092	6.897824523	6.203575089	6.812424071	6.440217151	6.39984867	6.559866166	6.72228393	5.906892699	6.911136665	6.66995551
791169	8.083393975	7.971296837	8.151784019	7.897081875	7.725848368	7.781193987	7.969934764	7.583727699	8.043325448	7.930945388	7.828123332	7.827670455	7.798875174	7.730824238	7.750293377	7.728305975	7.454367884	7.842188328
100330213	4.763093663	5.086410927	5.076533783	4.861825942	5.04562502	5.038206738	4.961201024	4.985388845	5.18821594	4.122455044	4.998575058	4.548065956	4.933161692	4.761151167	5.119968017	4.296585367	5.153497509	5.006210546
100038771	7.575433858	7.306500667	7.306777521	7.294847067	7.560745135	7.30640945	7.193737819	6.971423812	7.242502974	7.56410656	7.528542854	7.243737197	7.733438574	7.414710286	7.020464345	7.602761335	7.20944284	7.166966691
100150991	7.15549271	7.202604595	6.951194005	6.997767881	7.165698157	7.382457429	7.073834603	7.166728211	7.197296085	7.398695828	7.152862631	7.246783995	7.314752806	7.36680076	7.02400452	7.829061155	7.361325966	7.129485275
553019	8.678071194	8.741272427	8.821768269	8.856320216	8.618954303	8.915365818	8.763248062	9.051754099	8.830784715	8.258709916	8.720007728	8.809227696	8.450928639	8.569749828	8.914720995	7.98720052	8.950900568	8.66785044
555279	7.00748041	6.785317381	7.118836779	6.98882458	6.850283714	6.716567791	7.152322763	6.792658794	7.113254888	6.678058571	7.02428156	6.885528147	6.808503078	7.040184539	6.929013081	6.870627361	6.926684041	7.069573474
565038	5.510368354	5.368347173	5.699504654	5.326773185	4.656007851	4.382955019	5.38184526	4.438955274	4.99040346	4.760660895	4.702784789	4.643628413	4.622133778	5.076203383	4.67381294	4.906357763	4.725973711	5.065149844
555714	4.710622508	3.16628294	4.265996948	3.968167193	3.868200282	3.974860856	4.466757849	4.207866233	4.019369213	3.81381523	3.883079544	3.88194255	3.54201684	4.146709463	3.966835191	3.968114187	4.57629391	4.880576003
192335	10.031761724	9.992786674	10.165770477	10.200473894	10.079301569	10.098383304	10.282362551	10.344013069	10.268419678	9.838125979	10.264975158	10.31728607	9.924880335	10.113708766	10.330580022	9.852771536	10.444059412	10.226891657
559160	6.479370839	6.315386318	6.565815544	6.329379216	6.310523115	6.046599879	6.337438185	5.832971817	6.563665408	6.651560064	6.165068225	6.352425555	6.279254677	6.092122771	6.171818184	6.595151548	6.17723546	6.267402256
559029	9.772286817	10.056938881	10.090016863	10.294653179	10.005992658	10.309464157	10.098337235	10.357412295	10.124236947	9.315742442	10.351653728	9.964877605	9.587722469	9.977286604	10.128768598	9.068359539	10.334970854	9.934103028
558954	5.152159787	5.072187844	4.44908185	4.956608983	4.623698651	5.247901773	4.391090197	4.884468556	4.48831546	5.01464268	5.132270982	4.113212343	5.084785091	5.120213418	4.906417073	4.480226473	4.240386854	3.741578925
550447	6.216330296	6.114899992	6.243510028	6.451580834	6.18328866	6.147689928	6.344141805	6.556122911	6.355376781	6.188908182	6.488941621	6.49761697	6.404661107	6.366346335	6.379527168	6.528969046	6.459661199	6.621688101
406730	9.008402304	8.616960109	9.209353875	8.97768277	8.89248328	8.706373361	9.173992615	8.948251654	8.92930675	8.512429806	9.149387171	8.920258092	8.71778007	9.069894602	9.028361806	8.789454473	9.183524068	9.216742112
558690	5.909990345	5.391442949	6.005374677	5.845743724	5.58806226	5.663325859	5.836369811	5.823915737	5.565580016	5.230533987	5.842124893	5.750424704	5.498967912	5.636876779	5.819282033	5.523401274	6.006316936	5.805437028
108183587	5.19098108	4.623086404	5.227370156	4.781244076	4.904836598	4.662165787	4.81444385	4.508432205	4.966651735	5.01464268	4.733717057	4.733252254	4.329998383	4.815701373	4.921680424	5.029301861	4.725973711	4.796108874
415185	6.043260894	6.291029691	6.271560698	6.172354899	6.188820276	6.420129819	6.396678079	6.60452067	6.507158512	5.792738054	6.515884789	6.532989813	5.820382957	6.218972374	6.704744472	5.544169801	6.996119909	6.493443534
557741	8.107269071	8.609592727	8.17052707	9.431566608	8.306804156	8.65823418	8.186833321	6.331730572	8.199228605	8.77553057	8.156741789	7.089363989	8.472861799	8.092946999	8.237233147	7.492211713	7.264316931	7.493646879
557676	5.112264901	5.308936431	4.696750236	6.315139578	5.400562306	5.372476952	5.094398199	4.678841177	5.315898355	5.671371862	5.317227822	3.943327414	5.611475302	5.395594629	5.197259184	4.141677898	4.740121796	4.590792918
558154	6.216330296	6.278695419	6.795685896	6.628984887	6.188820276	6.390969468	6.583902575	6.225703332	6.422390362	6.057824823	6.284779335	6.145985124	5.937917191	6.184840434	6.486039196	6.007532665	6.282488912	6.387734545
558080	6.955817514	6.976908077	7.126536643	7.231810138	6.888178191	6.846838597	7.136963022	7.170305373	7.088708649	6.841709428	7.141373503	7.005505823	6.833701434	7.062913519	6.890745205	7.030038666	7.059548856	7.112120946
30547	7.274741233	7.269580165	7.395488972	7.429830908	7.383953419	7.634645031	7.423158681	7.856650302	7.552770975	6.764677985	7.563398333	7.453432894	7.001926446	7.354570591	7.5947288	6.895085013	7.980604115	7.455602085
797483	6.152198285	6.559239545	6.472227858	6.739746486	6.21616462	6.60417481	6.203767402	6.615058748	6.255999202	5.792738054	6.484401764	5.920338254	5.715840065	5.869547124	5.958990933	5.142586633	6.514192603	5.669595585
335429	7.518067057	7.488882169	7.754703188	7.680903056	7.488574483	7.581429304	7.760383782	7.602384395	7.739550476	7.275691668	7.638874198	7.574779176	7.38948378	7.440976279	7.754561575	7.536935074	7.65250752	7.773159506
572199	10.586711599	10.974278259	10.841434872	11.213096309	10.599895764	11.066029019	10.780298762	11.131811571	10.75752935	9.765847532	10.962933179	10.991229245	10.065605168	10.697029855	10.913274911	9.864688566	10.620766636	10.595728983
474321	6.057336482	5.736251352	6.278488969	5.932254946	5.731407787	5.711298231	5.817224437	5.894820923	5.857981545	5.628536407	5.870236919	5.557794349	5.668607909	5.753246525	5.646319124	5.357306236	5.764746656	5.921629304
568699	6.952055538	6.754473777	7.179314841	7.092650268	6.652297757	6.629363824	6.889068127	6.778665854	7.215045252	6.597056655	6.913821723	7.10958845	6.775444725	6.591476509	7.113125944	6.39818749	6.84721547	7.040494996
394072	5.530689178	4.735657463	5.547195774	5.223819006	5.04562502	5.247901773	5.855264439	5.441239166	5.415757321	4.760660895	5.275793365	5.113052039	4.850922835	5.347035204	5.637101836	4.969139053	5.946562509	5.688463962
100334600	4.071153906	3.660343206	4.399099084	4.202819007	4.120580507	3.910560619	4.338346271	4.289078865	4.130427839	4.350439627	4.112218533	4.265183377	3.882796605	4.742499573	4.329267353	4.271895158	4.391450307	4.420677814
334644	5.479340153	5.70893266	5.874315846	5.753712063	5.826737952	5.541233013	5.768219043	5.57679537	5.701297124	5.692321901	5.72385617	5.857945766	5.551986543	5.553731725	6.038152816	5.56464359	5.657017743	5.814054059
100329285	3.228565989	3.621801398	4.209116082	3.499136829	3.595809441	2.97111844	4.16745308	3.548728067	3.873724733	4.153002596	3.963571305	3.567925497	3.470377609	3.642443929	3.522274435	4.141677898	3.80174581	3.879331481
556894	4.656170703	4.642468855	4.399099084	4.581574556	4.335314337	4.662165787	4.735058637	3.634101052	4.36654673	3.81381523	4.28922898	4.698067976	4.501530429	4.497563557	4.655670405	4.368217639	4.444255845	4.590792918
100150512	5.955795458	5.937962659	5.892493665	5.562020742	5.936028755	5.464928944	6.006599368	5.544081606	5.857981545	5.974759329	6.003123989	6.016301417	5.628031073	5.743899632	5.995512909	6.058949275	5.313437008	5.937489862
555242	7.77600604	8.087225862	8.048164084	8.122328402	7.798201453	8.139571874	7.956872932	8.310131271	7.966070558	7.376214964	8.0065263	7.74173443	7.541417696	7.687601438	7.798631426	7.004038993	8.158374504	7.741888775
101883146	5.838434769	5.501681312	5.928176286	5.632621095	5.58806226	5.673048796	5.963712903	5.182479633	5.708475296	5.30042562	5.660875425	5.706838597	5.577782661	5.676718797	5.995512909	5.470133024	5.903211243	5.761562515
100034546	6.165254785	6.241046986	6.460090707	6.405279929	5.962105103	5.913488583	6.173975787	6.019048608	6.039704661	6.03340346	5.798902285	6.009142052	5.636238254	6.016512636	6.072747979	5.977307495	5.548651656	5.897506659
654774	7.316303726	7.564496822	7.591820463	7.429830908	7.391169203	7.523490539	7.544538573	7.6492794	7.586278425	7.086873488	7.495082874	7.448148407	7.172456495	7.304585983	7.528976695	6.807605321	7.643126811	7.589615746
100535105	7.868717192	8.056849736	8.159310485	8.112069304	7.919608541	8.181047318	8.080450407	8.269017039	8.284555371	7.53250691	8.008108576	8.165378463	7.718055526	7.976065818	8.111427887	7.216258451	8.194786068	7.978748626
449825	5.674604213	5.480297234	5.646935312	5.710845706	5.301918033	4.97672843	5.186799963	4.757047418	5.433193597	5.877499675	5.481144628	5.113052039	5.543284309	5.091023068	5.35174227	6.10859632	4.697254373	4.991091651
406575	9.049472041	8.99511344	9.131136512	9.28035465	8.502734983	8.614753063	8.534738619	8.190162305	8.463857921	8.478157412	8.936556239	8.55031183	8.601036228	8.489530413	8.50254791	8.371127331	7.872367304	8.40954408
798487	7.152217534	7.257060338	7.194046363	7.348268845	7.070026207	7.202825628	7.105744076	7.209079663	7.024013562	6.91037211	7.088509191	6.950506111	6.936970893	6.969766722	6.798675009	6.443111574	6.969345926	6.679418192
550521	9.809665871	9.568427245	9.550775524	9.579634459	9.656213991	9.349001364	9.328184672	9.438193626	9.405712242	9.541057574	9.583779982	9.424101482	9.644259508	9.462111663	9.347992995	9.623768024	9.279281251	9.256798982
100037325	4.50003909	4.19454897	4.633309489	4.202819007	4.556825023	4.452349708	4.907901121	4.061444451	4.384584254	4.350439627	4.554744427	4.466779602	4.864958999	4.405715369	4.106955385	4.771952271	4.336638306	4.443071951
553396	3.83011619	3.77015086	4.497390772	4.483113462	3.692434624	4.036417124	4.775297202	4.061444451	4.213502678	3.563947827	4.409049238	4.358274748	3.963287666	4.562805042	3.937100776	4.057504547	4.336638306	4.760886878
100144566	5.683706757	5.643102362	5.636187608	6.140405963	5.768822377	6.147689928	5.394817856	5.787112015	5.484272595	5.30042562	5.595019257	5.228516925	5.035993338	5.359329148	5.209747848	3.770777241	5.313437008	4.847380208
799147	4.301475558	4.220575048	4.777218614	5.549910667	4.166160412	4.992345353	4.5618444	2.891801544	4.151649309	4.500518157	4.519676671	3.750733857	4.778617493	4.497563557	4.921680424	4.344733193	4.200013226	4.991091651
561089	5.628209556	6.266254787	5.625359234	6.771382045	5.438205875	6.60417481	5.727779775	4.091941818	5.619886065	6.143991008	5.87718016	4.715767372	5.977214952	5.383607141	6.052090587	5.222069766	5.088632688	5.650477163
561159	9.605690986	9.82055523	9.605521783	9.53885701	9.671111281	9.792029683	9.385362663	9.598790467	9.549051142	9.783039271	9.54179259	9.425446645	9.733029754	9.476996991	9.569475085	9.345523076	9.402262965	9.385951678
560003	4.178080745	3.936412953	4.473438506	4.171544924	4.120580507	4.179712911	3.93855361	3.361145787	4.087024818	3.652133677	3.738063519	3.850242053	3.27397631	4.118055631	3.674193069	3.166893177	4.093840902	4.005069858
30105	6.550756954	6.297157507	6.648361562	6.425305398	5.942592161	5.748559715	6.158846059	5.464734946	5.708475296	6.097630309	5.660875425	5.741812191	5.86296751	5.920217426	5.561163523	5.691077742	4.808852972	5.611463044
393222	5.656224996	5.671683934	5.77982374	5.382465143	5.361910147	5.811537626	5.748141095	5.690772859	5.708475296	5.327460991	5.739180944	5.652735251	5.525720766	5.217965266	5.294266436	5.38058854	5.491254995	5.650477163
436610	8.470217159	8.647258887	8.105781528	8.454998299	8.2523715	8.355719053	7.94369176	7.988125075	7.954041564	8.315514264	8.58127603	7.819508224	8.48994495	8.296855528	7.971763096	8.254673064	7.507028997	7.818830325
678517	8.53828785	8.916688593	8.640046765	8.803745005	8.883130607	8.978477087	8.758237446	9.207842736	8.918514339	8.58564018	8.969415549	8.947666599	8.720677466	8.772961118	8.988148345	8.338802713	9.105754201	8.699587094
799266	6.594850417	6.890383556	6.632225879	6.886605502	6.786043777	7.05077821	6.828207962	7.055068498	7.024013562	6.210853004	7.164260986	6.796845968	6.44726557	6.937331646	7.149234504	5.977307495	7.356742135	6.995747914
797832	5.737147953	6.036486592	6.046542409	5.845743724	5.677341692	6.031562361	5.989597458	5.805631233	5.805390756	5.353999037	5.692709448	5.265039101	5.254330298	5.270986754	5.646319124	4.246775034	5.750839168	5.54054181
100333269	6.525665461	6.549005233	6.889177533	6.975304813	6.340652617	6.459988776	6.794341658	6.59390505	6.621848977	5.895677936	6.493467238	6.413351746	6.064949538	6.483298372	6.379527168	5.718745878	6.501790136	6.611837766
566307	5.822039784	5.574124004	5.524062834	5.462168473	5.790814071	5.442365421	5.368754957	5.238077776	5.287420194	5.753406268	5.586571773	5.577288944	5.684524394	5.334635596	5.305946246	5.790033927	5.275083525	5.254318086
404232	5.589988747	5.945784954	5.936960729	6.411986018	5.669449867	6.061482275	5.892327142	6.239390768	6.090039453	4.946521838	6.015763519	6.086006346	5.023533135	5.419274864	5.906255279	4.789453849	6.135028619	5.814054059
550401	5.382038669	5.29675495	5.657603541	5.409525136	5.173887616	5.221641854	6.064576086	5.68077544	5.694083058	4.963855962	5.425393742	5.466654143	4.959564876	5.309512011	5.51158868	5.285116305	5.68654108	5.54054181
555939	5.426095824	5.332995102	5.269708498	5.621091694	5.04562502	4.960940604	5.171804826	4.831231331	5.18821594	5.01464268	5.652805939	4.881754373	4.686777882	4.983938605	5.119968017	4.873911966	5.265333695	5.093740459
555788	7.174989143	7.636344946	7.613900139	7.689208232	7.42905546	7.763100159	7.479046571	8.032039602	7.526612025	6.444886673	7.605815852	7.613061125	6.66345744	7.209324157	7.460084184	6.129361524	7.68760809	7.183687024
555715	5.710674791	6.006881816	5.709792506	6.03139716	5.798070765	5.961883747	5.989597458	5.76835198	5.939552564	5.821548812	5.951428524	5.750424704	5.957699872	5.705894464	5.827408948	5.718745878	5.556667902	5.669595585
555449	7.512969136	7.564496822	7.662377517	7.678124006	7.537087141	7.454696665	7.63751851	7.615564422	7.564686199	7.058915699	7.476915087	7.402431129	6.995560925	7.199100712	7.314461586	7.044687922	7.374990717	7.533325702
407708	7.322144674	7.094165364	7.363265449	7.612682182	7.204444724	6.997603638	7.219487006	6.886984026	7.024013562	6.832302445	7.070448345	6.904944973	6.840820859	7.282161088	7.158927443	7.180224684	7.345218433	7.313941251
101884436	4.728325785	4.583522361	4.373442958	4.404590744	3.895520077	3.772666251	4.041129559	3.08611559	4.151649309	4.323835417	4.088483403	4.002206677	3.797548037	3.795047431	3.709798438	3.770777241	3.363790474	3.463463705
566017	6.494968024	5.984272615	6.632225879	6.445056703	6.413333374	6.195697071	6.566809624	6.696701898	6.563665408	6.159119317	6.479847575	6.363696139	5.990079878	6.494488584	6.594778999	6.475909796	6.692112462	6.797097779
566152	6.398750616	6.50203057	6.716269691	6.685428378	6.049830423	6.557695729	6.434861703	6.517324641	6.195979112	5.584390092	6.475278965	6.072332187	5.977214952	6.039614637	6.126430583	5.209122965	6.362405314	5.945355229
100037317	6.96704494	6.624049408	6.582706914	6.293513074	6.687891464	6.659021359	6.951860115	6.838345373	6.559701783	6.97163675	6.643533076	6.950506111	6.985959671	6.753941529	6.739612711	7.170239059	6.978325909	7.156840678
566285	6.091936118	6.284875737	6.086567926	6.496441879	6.091770573	6.349128696	6.37064907	6.259681475	6.465396936	6.225299606	6.289991681	6.507812305	6.365704483	6.335564491	6.009866696	6.014991041	6.376059894	6.346750157
541343	4.79704334	4.479588028	4.815829991	4.842098495	4.623698651	4.662165787	4.607136328	4.678841177	5.343825234	4.928976907	4.808264959	5.178336406	5.199999385	4.742499573	4.541745859	5.014494729	5.350797228	5.093740459
405855	6.139022543	6.176030447	6.513921386	5.89444445	5.916157453	5.880299044	6.268630946	6.034832543	6.045384927	5.895677936	6.336074273	6.106277601	6.021749068	5.928492119	6.209616735	5.807318822	6.243292399	6.267402256
