	dose_3.dose_0	dose_30.dose_0	dose_300.dose_0	dose_30000.dose_0	AveExpr	F	P.Value	adj.P.Val
570643	-1.20794427366666	-1.270076451	-1.26756150566667	-1.03550840583333	3.37732202516667	15.2671401976333	1.15394006294501e-05	0.00336478145157297
556522	-0.851038961083332	-1.30607343775	-1.04589607575	-1.20426423558333	6.38659731155556	15.1810745859591	1.19957237925287e-05	0.00336478145157297
570216	-0.455316347999999	-0.654451003500002	-0.718807591666666	-0.883238479333333	6.65898981011111	15.1686263157984	1.20633643469766e-05	0.00336478145157297
569571	-0.631262814583333	-0.496673407750001	-1.30320367625	-1.20834234741667	3.81210703477778	15.1085013356689	1.23960719345607e-05	0.00336478145157297
100331020	-0.700328709416666	-0.83856619975	-0.905101915416665	-1.17087817258333	5.11695786255556	15.0613956266448	1.2663841537537e-05	0.00336478145157297
557037	-0.941487290333333	-1.2319354115	-1.08547982933333	-1.46793623216667	5.56263334294445	15.0349502626424	1.28169726889226e-05	0.00336478145157297
393320	-1.06559376866667	-1.190434124	-0.869665012333334	-1.15114912716667	4.41186547088889	15.0340552619762	1.28221909267669e-05	0.00336478145157297
494476	-1.78291693225	-2.12362899675	-1.23240361691667	-2.35492272791667	4.24315447233333	14.8479635963486	1.39600976770089e-05	0.00358013050425838
100333644	-0.505336377583332	-0.825937269250002	-0.85813090025	-1.10292382958333	6.14282709772222	14.7231234245938	1.47860244487232e-05	0.00367537874887882
369197	-0.458242575749999	-0.511506642750001	-0.747786296749998	-1.05007946158333	5.39688768605556	14.6040542918543	1.56244683775181e-05	0.00367537874887882
570905	-1.31537890516667	-1.5364592125	-0.676869853166665	-1.20413254533333	4.26160212238889	14.6034477626591	1.56288719636036e-05	0.00367537874887882
563785	-0.672732633750001	-0.938929365750002	-0.951104904083334	-1.18900590675	4.00720694177778	14.5866344318037	1.5751490787859e-05	0.00367537874887882
570939	-0.0355815121666669	-0.0554261250000021	-0.526819411833333	-0.7843635235	5.494961648	14.5017619880306	1.63869528893398e-05	0.00367537874887882
359841	-1.15946737808333	-1.29004094175	-0.78658913675	-1.43968553108333	5.96059289283333	14.3671079169409	1.74542238267602e-05	0.00367537874887882
406765	-0.509943136333332	-0.4743614875	-0.557808810333333	-0.847100227499999	5.83565363577778	14.3349150897348	1.77206438026577e-05	0.00367537874887882
