	E4	E5	E6	E1	E2	E3	D10	D11	D12	D7	D8	D9	D4	D5	D6	D1	D2	D3
30338	20	0	11	1	3	5	11	2	4	19	22	0	8	35	9	0	6	11
30339	208	75	54	91	33	86	22	40	0	81	78	6	4	152	54	0	81	34
30340	35	12	8	16	9	19	6	18	1	6	6	16	4	34	14	0	9	14
30341	57	6	20	4	8	24	12	23	1	14	5	4	8	33	14	0	19	11
30343	73	25	74	47	26	19	26	18	6	67	29	0	29	98	21	0	65	31
30344	36	15	51	47	8	8	10	6	0	5	14	0	9	40	14	0	35	23
30345	45	14	22	13	8	10	21	19	0	36	11	3	3	23	14	0	11	3
30346	19	2	20	10	3	28	17	15	2	18	2	3	3	21	14	0	35	11
30349	80	18	44	24	12	14	4	20	0	26	17	4	9	39	11	0	27	18
30350	25	1	35	1	0	3	1	7	0	12	16	0	2	17	3	0	11	6
30354	512	57	359	260	142	169	81	149	22	265	160	39	69	688	189	0	298	272
30355	2517	323	874	493	230	401	238	436	26	937	533	85	299	1329	520	0	909	799
30363	137	18	70	86	17	57	8	27	7	79	36	3	15	93	36	0	82	72
30364	40	12	36	40	10	14	23	11	0	48	10	14	15	60	14	0	55	35
30366	166	35	94	39	53	34	16	34	6	59	33	22	19	84	62	0	75	66
30369	250	49	181	80	23	63	20	18	4	146	78	14	28	212	68	0	129	97
30370	168	76	116	80	29	69	45	82	0	121	69	12	15	115	46	0	134	49
30374	19	0	21	2	16	11	0	0	0	0	28	0	0	24	1	0	15	8
30379	38	1	21	1	6	8	19	25	0	22	4	1	0	17	8	0	19	20
30380	68	19	65	23	23	45	14	31	3	38	56	14	17	58	35	0	53	44
30381	40	13	25	28	5	11	5	19	0	16	8	4	4	38	14	0	20	15
30382	129	33	62	59	20	51	27	40	0	41	32	8	13	74	46	0	30	55
30384	23	15	70	19	25	21	8	20	0	29	0	11	10	66	24	0	28	43
30386	82	14	40	26	26	12	17	7	5	49	10	5	6	66	28	0	34	42
30387	311	82	276	154	71	92	88	113	3	195	172	13	66	386	81	0	183	147
30388	131	47	138	111	44	49	26	58	1	141	76	23	30	157	40	0	114	81
30391	46	12	24	21	11	12	14	15	2	17	13	2	9	53	30	0	24	15
30394	36	1	23	5	0	6	0	13	0	13	2	10	0	36	8	0	21	6
30395	32	5	28	24	2	0	1	3	0	19	4	1	4	11	12	0	7	7
30396	346	53	173	109	59	83	49	122	10	195	116	9	113	279	78	0	174	172
30397	119	59	71	44	34	25	33	21	6	59	30	8	22	139	64	0	58	45
30398	81	17	67	46	6	30	17	32	9	45	19	5	15	97	35	0	41	56
30399	6	0	9	1	0	4	0	0	0	0	8	7	0	4	4	0	10	21
30400	4	0	2	6	0	0	1	0	3	3	0	0	0	2	8	0	1	0
30403	42	9	23	18	2	15	1	10	0	12	16	5	2	25	10	0	21	9
30404	10	11	20	13	2	2	10	5	0	24	4	5	5	26	2	0	44	5
30405	46	7	13	1	3	6	5	1	0	29	6	0	4	27	19	0	21	14
30407	7	3	10	6	0	0	1	3	0	0	0	0	4	10	1	0	1	7
30412	185	31	152	109	54	65	63	81	1	93	112	30	30	111	72	0	140	78
30415	647	111	360	273	119	287	83	155	10	284	254	25	104	515	162	0	307	268
30417	3	0	3	0	0	5	0	0	0	4	0	0	0	0	0	0	4	0
30418	386	88	252	172	114	158	67	172	5	175	147	40	56	386	113	0	244	163
30420	19	1	12	6	15	2	4	4	0	0	7	0	0	20	20	0	5	0
30421	230	21	82	52	29	67	30	41	5	120	27	8	7	90	32	0	40	48
30424	438	40	194	188	78	152	75	138	10	177	121	51	41	386	200	0	162	154
30425	118	26	56	49	33	79	101	25	2	60	46	8	22	106	28	0	62	44
30427	133	8	64	65	34	40	25	48	5	68	53	10	17	126	18	0	81	50
30428	624	131	404	283	143	180	130	230	19	335	198	40	63	508	244	0	370	241
30429	16096	2828	9279	5701	3097	4167	3355	3571	255	8053	4594	989	2172	14328	5598	7	10612	5806
30430	281	44	264	116	104	101	62	111	4	121	148	14	56	285	93	0	206	141
30431	57	20	54	22	11	16	10	27	0	11	22	2	17	89	18	0	29	38
30432	21	1	19	1	3	2	2	9	2	0	7	3	0	10	4	0	14	10
30435	573	173	347	263	140	247	112	199	13	273	119	28	69	529	181	0	382	242
30436	585	52	265	145	58	149	80	89	17	222	112	15	39	256	147	0	137	128
30438	17	1	4	0	0	8	0	4	0	7	0	13	1	20	6	0	25	5
30440	51	17	45	8	9	13	2	3	0	11	9	0	1	58	14	0	12	18
30441	727	91	325	309	146	139	70	151	24	249	225	45	70	524	218	0	353	195
30442	44	1	45	25	12	18	8	18	4	15	12	10	16	62	25	0	23	7
30444	13	6	12	1	7	14	2	7	0	17	0	1	0	2	6	0	4	0
30445	765	66	227	278	144	278	80	168	4	431	148	38	36	397	214	0	341	155
30447	493	110	341	253	186	246	142	210	20	285	286	40	57	450	171	0	460	199
30449	253	60	139	97	53	90	27	128	19	134	75	27	15	131	105	0	205	44
30450	380	90	191	232	190	165	81	135	3	182	304	49	55	295	133	0	341	158
30452	159	42	101	42	19	53	18	31	0	28	21	3	10	120	54	0	71	8
30453	76	16	103	24	17	54	14	18	3	22	42	14	14	117	34	0	59	25
30454	0	8	0	4	0	5	0	20	0	6	5	0	0	13	5	0	0	0
30456	88	12	22	22	21	38	22	12	0	32	23	6	10	27	8	0	11	34
30457	85	18	61	24	2	53	19	46	0	35	22	4	10	44	59	0	36	28
30458	536	93	260	165	91	173	112	161	10	251	144	47	67	312	125	0	232	169
30459	4	6	19	1	8	0	0	10	0	11	0	0	4	6	13	0	12	3
30461	573	173	406	265	149	188	160	167	6	383	251	48	125	581	278	0	337	332
30462	5	2	4	2	1	0	0	3	4	2	13	0	0	0	2	0	12	4
30463	139	32	60	71	101	30	34	40	1	80	88	1	36	159	31	0	71	133
30465	28	7	11	4	3	22	1	10	8	18	23	7	1	36	8	0	26	20
30466	14	10	27	8	0	7	3	21	0	34	8	1	4	25	5	0	42	29
30467	550	142	311	256	176	175	149	231	20	327	151	48	55	350	166	0	300	193
30468	303	61	158	94	55	80	27	62	12	132	88	16	35	147	90	0	111	113
30470	125	24	58	30	16	27	6	18	4	62	20	5	9	98	32	0	30	35
30471	858	129	462	341	159	251	146	258	20	412	348	94	166	797	239	0	431	316
30472	120	51	60	110	57	95	41	17	3	39	23	11	16	140	26	0	73	63
30473	55	7	62	29	34	49	23	2	0	38	26	1	15	87	16	0	50	37
30474	4	2	0	0	0	5	0	1	0	12	1	0	0	4	0	0	8	0
30475	120	18	57	51	26	30	20	30	6	90	48	10	11	142	42	0	82	54
30476	26	14	14	34	5	16	13	10	0	30	3	0	8	44	21	0	28	7
30477	525	111	370	252	147	186	97	146	28	301	222	41	77	527	235	0	307	284
30478	22	0	14	8	8	2	4	4	0	2	0	3	2	4	6	0	0	11
30479	11	0	17	18	3	3	5	8	6	13	2	3	0	44	8	0	12	27
30480	119	17	70	33	2	29	21	25	0	25	29	1	20	82	21	0	48	28
30482	126	22	73	76	40	20	24	44	2	86	84	6	30	131	63	0	113	44
30483	15	1	10	11	0	7	2	5	0	6	11	0	2	9	2	0	17	11
30485	249	39	128	110	59	129	83	83	0	112	46	18	33	213	85	0	122	107
30486	124	7	88	52	72	49	3	84	3	89	30	0	40	106	46	0	112	34
30488	206	29	129	104	32	83	14	45	7	75	82	19	14	127	54	0	92	86
30489	2	10	17	20	0	15	0	11	0	0	14	0	2	2	8	0	51	0
30491	1312	213	611	677	382	401	353	425	26	796	570	149	286	1508	447	2	1444	712
30493	287	35	110	113	47	90	32	58	5	211	110	6	29	169	96	0	138	99
30496	601	152	413	333	190	221	127	252	10	375	226	78	131	645	257	0	590	386
30497	1106	130	719	550	233	360	201	293	14	600	346	59	117	1141	321	0	766	444
30498	217	59	118	114	56	92	32	84	4	124	41	16	47	226	122	0	185	87
30500	45	10	25	37	5	27	15	5	0	10	9	1	3	39	10	0	28	17
30501	263	55	271	98	48	137	99	65	0	127	44	18	33	242	113	0	144	119
30502	303	40	228	106	48	108	43	65	10	150	72	45	64	180	132	0	182	164
30503	640	166	506	261	103	374	226	125	11	361	124	14	104	664	271	0	522	407
30509	14	0	7	6	0	3	0	0	0	0	0	0	0	0	3	0	3	0
30510	396	140	150	124	36	104	49	63	69	152	104	49	30	450	94	0	208	153
30511	16	2	4	0	8	8	2	5	0	11	6	0	2	23	5	0	9	4
30512	208	50	69	78	35	69	31	43	2	104	66	3	9	176	61	0	54	60
30513	75	18	63	38	19	26	17	18	0	56	26	2	15	79	31	0	32	31
30516	42131	8641	26597	19534	9214	13743	9141	12359	902	23728	14257	2917	6822	38123	15642	4	28394	17372
30517	1031	142	515	452	179	288	245	262	25	591	331	87	140	827	333	0	664	355
30518	0	0	0	7	8	38	7	48	0	593	49	9	7	801	300	0	99	81
30519	64	6	32	52	24	65	0	55	0	40	7	2	31	130	55	0	78	41
30520	209	49	120	111	49	60	33	49	11	66	57	11	17	109	73	0	69	79
30523	195	37	61	52	55	59	19	54	13	97	64	18	13	137	58	0	71	46
30525	79	19	39	29	17	10	22	49	0	40	19	0	1	58	27	0	44	15
30526	82	16	67	29	29	20	19	33	5	17	21	11	19	60	41	0	39	39
30527	11	0	9	1	0	5	5	1	0	3	5	1	1	8	0	0	21	2
30529	147	14	75	41	18	44	29	21	0	61	40	6	18	123	29	0	110	53
30530	351	57	180	121	39	164	70	54	1	157	165	41	30	274	171	0	200	96
30531	46	0	21	5	3	1	13	4	0	2	10	0	21	43	13	0	26	4
30532	31	4	24	19	1	2	6	9	0	19	10	1	1	26	17	0	30	4
30534	8	6	9	9	0	8	0	0	0	0	7	0	4	5	3	0	27	0
30536	38	0	8	1	11	6	2	1	0	10	2	0	3	7	14	0	3	19
30537	46	1	51	6	10	4	6	14	1	15	20	0	3	28	20	0	30	25
30538	17	0	7	1	0	3	21	8	0	20	4	2	0	8	3	0	10	47
30539	2	0	13	0	0	0	0	0	0	0	0	0	0	7	2	0	4	7
30541	39	0	8	9	4	7	10	13	0	12	5	13	0	9	0	0	9	9
30542	41	20	32	20	6	1	12	4	1	19	9	2	0	36	25	0	21	17
30543	28	0	13	10	9	6	3	17	0	21	30	0	0	0	9	0	5	11
30546	7	0	0	0	0	1	0	1	5	4	2	0	0	33	8	0	10	9
30547	25	13	34	13	2	10	4	7	1	6	0	0	1	7	6	0	9	12
30548	16	21	32	26	14	12	16	0	0	19	17	0	15	28	39	0	21	6
30549	33	2	8	0	5	4	1	1	0	2	4	10	0	28	2	0	23	17
30553	145	49	53	124	36	23	27	47	9	132	57	6	22	117	54	0	96	59
30554	101	23	48	24	18	13	7	30	2	35	28	1	8	59	29	0	52	24
30556	230	24	44	42	21	81	40	38	2	124	76	1	13	91	57	1	149	90
30558	89	17	26	14	22	24	23	45	4	50	47	2	7	20	6	0	16	8
30559	32	19	14	25	13	4	9	4	5	26	14	0	17	45	13	0	21	16
30560	24	12	32	8	8	18	4	5	3	8	5	1	2	13	3	0	23	4
30561	78	20	42	41	17	22	14	5	1	41	36	7	21	85	33	0	22	20
30564	331	55	103	106	92	76	57	75	2	133	65	2	49	166	110	0	142	88
30567	306	78	97	81	69	186	38	80	10	182	112	12	19	300	113	0	78	102
30568	48	6	24	0	3	16	7	1	2	11	6	0	2	23	23	0	19	9
30569	186	52	71	46	64	42	27	56	2	107	56	8	16	144	41	0	95	79
30572	1046	192	746	466	217	330	157	429	17	553	463	81	169	840	421	0	655	337
30573	13811	2929	8573	6553	2932	4342	3195	4135	312	7534	4933	883	2049	11768	5103	8	8360	5834
30574	24	4	26	4	0	19	8	8	0	5	12	8	3	18	9	0	8	7
30575	830	276	208	338	283	123	150	257	5	620	149	18	61	625	471	0	334	265
30576	340	22	129	74	91	143	79	68	10	86	64	17	35	156	71	0	116	113
30577	189	81	123	97	57	56	39	48	4	98	56	21	44	259	58	0	145	81
30578	312	125	229	121	84	131	106	125	9	163	89	45	42	415	119	0	232	139
30579	465	107	219	203	126	163	86	173	5	157	145	41	47	450	145	0	272	185
30580	634	107	357	202	101	263	103	166	36	335	196	32	117	418	163	2	268	295
30581	28	0	26	11	0	0	4	3	0	5	9	0	0	4	6	0	5	1
30582	5472	1210	3733	2165	1152	1985	1307	1088	136	2183	963	407	719	5325	1886	0	3737	2594
30583	145	40	90	41	36	62	13	28	0	54	25	21	21	92	39	0	96	47
30584	9	0	6	5	0	0	0	0	0	0	0	7	0	0	21	0	0	0
30585	169	10	100	30	20	49	20	43	0	65	56	20	27	76	33	0	40	40
30586	17	1	6	11	0	10	3	1	0	4	1	2	0	9	9	0	6	0
30587	41	18	7	14	13	19	19	21	0	24	13	4	0	53	11	0	34	9
30590	38	11	31	9	3	14	13	12	4	60	27	15	2	47	6	0	12	4
30591	162	123	169	118	50	148	104	119	7	147	123	46	43	251	94	0	215	149
30592	28	3	11	12	6	1	3	7	0	13	8	0	0	25	18	0	22	8
30597	100	6	48	22	11	10	30	52	0	42	6	21	0	85	12	0	23	13
30598	191	0	101	52	36	33	23	41	4	64	27	10	0	179	36	0	84	73
30600	112	8	25	6	13	16	16	26	0	37	8	2	1	47	17	0	32	19
30601	125	38	83	42	7	17	28	25	1	48	51	12	12	133	66	0	84	34
30602	426	102	273	223	93	182	97	117	13	211	169	23	63	383	126	0	257	179
30603	278	81	222	113	63	69	60	72	5	143	58	21	34	239	78	0	206	102
30604	327	0	181	149	0	105	42	0	11	185	148	0	55	82	0	0	167	62
30606	205	40	224	52	81	125	49	57	1	98	59	29	18	188	48	0	216	65
30607	111	30	48	74	48	69	77	73	2	54	55	6	32	124	37	0	99	36
30608	98	46	120	36	28	68	37	40	12	40	39	8	47	216	32	0	120	54
30612	111	24	91	62	30	38	28	50	2	55	71	3	18	111	75	0	73	99
30615	288	18	151	96	41	86	48	52	2	94	110	5	31	173	55	0	127	82
30616	979	301	762	404	309	438	263	282	24	472	336	84	192	1117	414	0	819	446
30617	63	2	39	16	5	14	13	7	1	20	13	13	1	58	25	0	30	9
30619	221	43	164	189	36	34	60	95	26	128	82	16	60	152	107	0	192	108
30620	166	9	81	86	36	58	17	55	8	88	42	3	13	101	51	0	75	43
30622	92	17	35	26	15	30	16	34	5	57	25	5	12	65	26	0	34	22
30625	255	62	116	132	45	127	30	69	21	91	37	24	20	177	41	0	129	72
30627	83	0	67	8	0	18	13	25	3	20	30	0	3	30	9	0	36	26
30628	81	31	93	82	21	24	11	17	0	16	18	0	5	72	7	0	44	19
30629	73	7	17	11	6	9	1	6	0	20	18	12	0	11	7	0	23	8
30630	176	65	160	93	59	88	35	51	3	109	65	18	45	153	124	0	133	93
30631	14	0	5	1	0	4	0	8	0	10	12	0	2	11	12	0	16	0
30632	38	1	18	1	6	14	0	6	0	4	20	5	2	25	9	0	15	8
30634	463	93	132	105	132	150	95	92	4	198	119	11	55	476	131	0	238	170
30635	116	22	32	19	21	44	4	30	0	15	13	0	2	78	39	0	36	23
30636	101	17	52	57	8	36	17	14	2	32	15	2	13	75	24	0	30	26
30637	143	33	38	46	73	11	54	15	15	23	92	0	27	42	20	0	62	27
30639	191	46	210	92	92	108	41	69	1	155	58	20	46	230	44	0	116	96
30641	102	11	62	34	52	53	19	46	13	58	28	14	7	110	48	0	67	38
30642	14	1	12	4	0	1	2	0	0	8	0	4	0	0	3	0	2	1
30643	26	11	37	39	5	8	24	14	0	42	16	2	9	60	62	0	20	14
30644	61	27	36	6	17	11	8	8	6	25	11	9	1	55	20	0	18	23
30646	777	202	428	328	145	234	112	170	20	365	232	44	77	686	314	0	420	261
30647	18	4	23	5	3	2	1	4	0	8	4	0	4	15	1	0	23	0
30648	43	7	9	0	1	9	13	9	0	0	7	7	1	24	2	0	10	13
30649	108	21	109	73	21	42	19	29	4	39	28	0	13	83	31	0	17	34
30651	45	0	12	16	2	2	0	0	0	7	7	0	0	12	4	0	5	9
30652	73	9	40	20	1	4	18	33	0	25	22	0	1	19	57	0	68	28
30654	295	62	203	124	58	101	50	131	3	115	114	16	46	232	88	5	218	142
30655	157	62	89	80	33	56	46	35	5	92	33	30	24	144	59	0	99	102
30656	329	110	180	177	91	75	93	74	9	171	286	14	44	253	126	0	418	171
30657	50	11	31	15	12	20	12	2	0	25	14	0	11	26	6	0	21	34
30658	6	0	5	0	3	2	0	0	0	0	2	0	0	0	0	0	0	5
30659	36	27	91	41	22	30	17	11	0	25	35	0	2	49	11	0	21	8
30661	26	9	17	6	3	16	0	6	0	12	3	0	6	25	3	0	16	22
30663	43	15	31	24	3	21	15	27	11	10	4	1	8	16	18	0	29	19
30664	276	68	272	126	58	93	73	100	17	142	90	29	36	239	94	0	135	122
30667	26	0	0	0	0	17	0	3	0	0	6	0	0	14	1	0	0	1
30670	204	25	149	81	49	72	24	27	34	120	41	3	54	139	46	0	63	60
30671	11	18	62	26	22	22	0	9	0	3	23	0	15	38	9	0	27	36
30672	198	30	91	98	41	60	57	61	8	110	100	13	22	159	91	0	81	72
30674	1400	256	938	504	264	507	189	452	0	807	580	147	149	1014	436	0	1006	564
30676	161	55	95	37	73	74	41	39	6	39	35	9	19	146	49	0	128	62
30677	284	31	200	91	73	50	66	48	7	89	65	18	44	184	85	0	94	71
30678	1081	303	972	424	325	412	326	335	22	563	444	91	152	1292	486	0	732	478
30679	174	54	99	57	16	90	54	80	11	107	46	11	19	131	72	0	127	79
30680	260	16	83	66	20	66	14	23	3	74	33	4	16	134	18	0	106	48
30681	154	22	88	56	36	38	11	32	1	97	49	1	25	100	44	0	91	45
30682	38	1	21	8	4	17	1	12	0	15	21	0	4	20	6	0	23	8
30683	4	3	2	2	4	0	2	2	1	1	0	0	0	1	8	0	0	0
30685	12	0	0	5	0	2	0	0	0	0	0	0	2	20	0	0	4	0
30686	247	58	173	181	70	50	45	88	5	162	95	30	41	241	122	0	136	113
30687	54	15	44	30	3	22	6	12	6	43	39	7	18	37	37	0	73	43
30688	416	50	122	104	75	117	48	75	6	207	58	6	42	215	70	0	206	110
30689	28	0	24	6	6	0	14	14	0	0	14	0	0	9	0	0	35	0
30691	107	36	45	48	15	41	14	33	2	37	23	22	16	35	29	0	55	32
30692	34	9	24	0	2	11	7	6	3	17	4	0	7	34	2	0	14	10
30697	12	14	7	5	14	30	0	2	1	6	3	0	11	14	1	0	16	19
30698	29	0	34	10	1	6	0	1	0	15	0	1	0	21	9	0	20	0
30699	44	8	34	14	13	24	19	4	7	21	25	0	1	31	32	0	53	24
30700	33	23	40	4	11	0	0	18	0	21	29	4	10	21	0	0	56	34
30701	79	13	126	65	68	120	52	36	1	47	22	14	12	127	52	0	110	84
30703	145	44	97	42	42	62	39	55	12	86	72	24	37	157	61	0	92	51
30704	474	127	248	173	88	149	79	129	12	216	143	18	54	407	114	0	235	178
30705	391	69	187	180	72	105	74	97	18	190	101	16	46	224	124	0	200	92
30707	226	65	131	42	84	33	48	62	1	126	142	13	35	150	64	0	99	88
30708	2118	212	775	841	301	423	195	450	25	693	576	96	159	1411	491	0	1119	623
30709	113	14	69	43	27	50	19	23	5	39	47	19	5	118	44	0	50	40
30710	67	10	62	33	23	20	9	27	0	42	34	0	20	61	38	0	30	45
30711	365	69	198	145	73	126	84	54	10	128	107	12	74	347	109	0	253	157
30712	740	220	556	378	147	428	183	263	26	287	208	59	79	772	277	0	433	390
30713	16	0	5	0	2	4	0	5	0	1	0	0	0	5	7	0	0	0
30716	43	2	17	12	54	2	3	47	3	11	32	9	33	20	9	0	9	33
30718	211	26	128	75	59	46	45	33	7	136	69	5	32	178	43	0	251	123
30719	77	15	22	33	16	12	6	19	0	36	13	3	10	47	19	0	26	20
30721	24	0	0	15	0	0	0	12	0	23	0	0	0	6	0	0	2	2
30722	1917	372	1308	818	581	535	354	585	30	971	649	206	310	1946	693	0	1375	852
30723	4778	680	2507	1804	853	1512	670	1530	65	2665	1930	299	508	3689	1749	18	2330	1261
30724	51	11	18	29	13	14	13	7	0	10	17	10	38	45	21	0	32	6
30725	79	8	92	46	26	47	29	48	2	98	16	18	16	124	51	0	53	49
30726	0	29	53	60	40	53	0	36	0	57	32	18	22	119	48	0	25	58
30728	877	209	563	325	373	379	203	238	6	460	304	40	164	752	322	0	558	353
30731	63	5	35	36	21	49	30	47	6	18	44	25	23	72	68	0	89	45
30732	1159	286	834	483	211	434	315	367	30	422	275	213	112	995	350	0	634	519
30733	77	24	45	19	23	20	10	65	0	0	0	0	12	142	26	0	31	17
30735	869	124	355	236	140	261	116	159	11	327	143	39	108	727	250	0	460	196
30736	597	100	370	178	117	248	95	139	6	294	136	22	124	518	202	0	211	188
30737	1479	429	816	656	302	550	424	390	38	588	443	119	203	1567	460	0	838	755
30739	219	20	88	61	30	56	45	64	1	140	52	2	17	118	81	0	126	65
30740	182	55	212	63	59	53	58	64	6	109	103	22	19	217	67	0	176	99
30741	800	152	536	291	126	363	177	261	11	371	301	64	145	585	249	0	453	288
30742	115	35	102	66	9	63	31	72	20	70	73	6	30	87	53	0	84	70
30744	123	14	47	29	15	53	34	53	5	55	35	4	9	133	35	0	57	67
30746	206	48	128	137	24	69	49	63	15	108	73	18	20	165	79	0	157	96
30747	3	0	11	3	4	0	2	0	0	12	6	0	0	29	7	0	9	1
30749	115	14	53	49	25	32	27	16	0	61	44	6	15	55	22	0	46	18
30750	50	16	45	43	4	49	11	23	0	67	23	7	0	84	20	0	39	55
30751	496	119	289	232	84	127	87	180	22	229	190	32	93	411	170	0	267	256
30754	113	23	78	24	19	46	20	45	2	79	34	3	34	108	44	0	61	51
30765	30	3	15	20	3	13	7	17	0	8	9	0	7	20	8	0	5	6
30766	102	32	65	62	47	36	19	25	1	34	28	2	9	96	57	0	71	72
30767	411	101	258	168	86	138	73	126	17	189	201	25	48	317	119	0	225	147
30768	493	89	239	164	52	154	83	123	9	288	164	23	76	295	135	0	298	155
30769	249	66	114	730	62	74	48	122	10	128	75	24	46	329	424	0	90	95
30770	301	80	161	116	68	147	70	136	12	130	107	20	42	338	74	0	226	144
30771	67	10	51	16	17	15	20	7	0	27	27	23	20	82	33	0	41	46
30967	927	255	602	455	175	280	224	229	80	440	279	67	161	684	325	0	562	330
317637	434	99	289	292	117	167	98	136	10	260	186	48	69	360	183	0	233	191
317638	42	13	14	31	3	9	2	2	0	21	0	3	5	23	16	0	14	11
317639	34	5	19	35	8	17	33	27	0	6	5	3	17	144	19	0	27	7
317640	50	9	34	44	9	17	12	8	0	34	36	0	5	47	34	0	54	42
317641	158	18	90	43	43	34	29	31	4	84	33	15	14	78	29	0	71	38
317643	3	3	8	6	0	0	0	1	3	7	3	0	2	15	0	0	4	0
317644	122	26	58	38	19	49	13	45	0	56	47	5	12	78	26	0	41	36
317678	118	0	11	0	0	4	35	0	3	43	0	0	0	85	3	0	44	3
317679	111	28	162	39	28	38	49	44	1	81	36	22	25	104	35	0	83	34
317731	85383	23006	47892	41082	28629	32068	19314	22865	3121	41396	23505	7261	13951	91993	34724	13	70343	37921
317732	333	54	262	141	84	135	87	105	5	198	159	19	36	358	144	0	247	158
317733	20	2	1	6	1	8	0	2	0	7	5	0	1	17	9	0	22	14
317734	7	5	4	0	10	4	3	0	4	5	0	0	8	12	8	0	10	1
317736	31	26	12	7	2	8	0	1	0	7	6	1	3	13	12	0	12	19
317737	307	54	131	192	89	202	13	110	11	120	122	37	36	200	112	0	214	117
317738	90	8	55	19	12	15	9	13	0	36	33	5	0	43	27	0	51	18
317739	414	121	358	268	156	140	105	180	23	233	242	42	78	400	217	0	286	209
317740	484	119	356	209	89	160	110	112	19	225	216	39	66	415	180	0	237	189
317741	631	119	440	247	93	190	142	188	17	324	218	30	100	451	254	0	382	256
317743	3673	364	1516	1308	480	825	447	796	39	1732	980	176	419	2410	894	0	1764	937
317744	73	12	66	21	21	37	13	11	0	53	23	9	17	59	30	0	53	30
317745	101	21	65	57	0	34	28	43	2	51	17	4	7	98	31	0	50	68
317746	460	81	228	249	72	142	18	62	0	281	125	62	89	382	211	0	536	228
317747	538	103	302	263	120	275	90	208	11	273	195	39	92	430	167	0	359	205
317763	107	11	77	39	32	22	21	14	6	62	43	4	0	114	32	2	53	38
317764	984	171	646	386	236	321	184	292	20	458	276	71	228	821	322	0	640	525
317765	8	0	10	1	3	1	0	0	0	4	1	0	2	0	6	0	18	3
321031	277	65	216	85	53	102	76	79	4	165	95	32	53	250	133	0	179	101
321033	96	16	70	33	18	45	11	106	1	53	73	5	14	95	55	0	61	47
321035	1115	284	742	585	281	353	284	253	45	634	297	85	212	1224	353	0	938	524
321046	2904	440	1728	1560	705	1251	541	815	81	1299	1116	288	452	2971	967	0	1944	1150
321051	450	132	483	218	128	196	134	227	11	269	198	71	124	623	278	0	311	375
321053	12776	3401	9615	7456	3861	4640	3134	3718	441	6297	3288	1058	2099	13825	5646	2	10390	5714
321058	132	52	73	87	30	49	18	73	9	52	92	68	8	120	42	2	79	31
321059	368	40	239	233	71	130	58	131	5	216	122	17	97	269	143	0	254	126
321061	170	12	87	43	22	41	30	70	0	42	12	0	12	118	38	0	52	14
321064	897	236	575	505	180	331	175	243	18	462	279	64	103	741	290	0	581	272
321065	427	49	221	250	113	81	34	98	5	145	91	10	115	326	57	0	106	197
321070	849	95	179	345	83	138	105	573	19	309	158	12	60	319	224	0	333	85
321084	244	52	202	110	51	73	76	77	5	73	109	9	41	239	70	0	121	110
321099	278	26	98	89	24	120	83	107	6	83	111	8	18	280	40	0	240	170
321107	160	29	141	118	51	66	45	73	6	86	82	14	35	129	79	0	112	52
321113	242	73	201	109	65	143	55	90	8	174	109	13	19	305	93	0	170	200
321114	55	4	32	22	5	19	7	18	0	47	8	9	11	54	15	0	28	16
321119	165	36	78	70	45	34	48	49	8	82	37	8	10	155	62	0	69	59
321127	382	42	263	186	92	117	71	101	4	242	156	32	21	340	94	0	226	176
321129	85	23	49	37	0	29	22	20	0	26	50	9	1	76	30	0	32	45
321130	307	54	224	214	59	139	67	148	12	146	170	10	28	282	137	0	202	137
321133	155	34	97	77	38	101	44	20	3	89	78	13	25	166	57	0	134	38
321155	110	32	87	40	34	43	39	37	4	84	43	0	25	153	43	0	70	46
321166	34936	4010	15613	15620	5770	9936	5159	8751	771	17605	9976	2314	5188	22164	10201	1	19974	11422
321177	37	3	24	5	4	5	6	22	0	25	42	5	5	41	27	0	45	18
321183	103	0	73	41	17	39	18	36	0	51	33	5	10	88	51	0	25	37
321193	397	54	143	170	69	31	62	74	17	92	85	10	16	163	69	0	162	150
321195	1255	265	896	744	502	912	323	649	31	959	883	136	205	1913	791	0	938	609
321202	167	39	81	84	19	59	17	62	7	97	37	15	13	115	62	0	82	52
321203	36	5	11	16	7	21	16	13	2	28	9	0	9	38	26	0	17	10
321212	749	188	512	332	230	345	203	228	27	495	231	68	108	939	373	0	528	428
321217	32	6	81	15	10	27	4	12	0	32	28	2	1	40	43	0	34	27
321218	49	13	33	24	12	12	13	12	0	60	29	1	10	39	20	0	35	25
321220	377	8	107	48	90	106	13	119	0	84	105	0	33	153	9	0	120	114
321224	152	38	63	91	39	24	9	71	0	81	85	22	34	115	43	0	120	27
321232	73	4	44	9	3	37	10	14	6	41	7	4	21	69	37	0	33	18
321239	913	150	346	282	138	228	112	301	11	319	251	48	95	615	235	0	531	189
321240	18	4	19	12	7	20	10	18	0	13	4	4	2	39	5	0	11	8
321243	1858	387	1095	740	353	607	338	582	37	1069	670	141	273	1182	636	0	948	600
321245	589	127	508	203	171	67	138	197	11	234	131	16	75	791	253	0	397	207
321247	135	55	140	110	57	76	55	95	3	88	84	21	19	132	60	0	138	94
321248	96	29	90	31	9	62	28	47	7	68	42	7	14	86	22	0	99	49
321250	229	38	131	142	60	219	43	46	10	287	38	10	25	125	109	0	210	53
321264	21	13	12	6	0	1	8	18	0	24	5	4	10	11	32	0	27	16
321277	389	72	216	211	76	135	68	136	8	209	146	66	58	318	167	2	261	204
