	E4	E5	E6	E1	E2	E3	D10	D11	D12	D7	D8	D9	D4	D5	D6	D1	D2	D3
321283	146	31	60	49	12	29	16	42	4	53	42	2	22	97	52	0	86	45
321289	252	27	84	63	51	33	31	61	0	74	54	23	22	152	35	0	98	110
321294	39	9	29	40	16	18	3	8	2	9	23	5	3	55	22	0	15	39
321298	258	22	103	91	38	60	47	27	2	132	44	1	21	71	47	0	133	140
321314	60	3	45	9	10	29	3	23	0	44	26	4	7	51	37	0	33	19
321315	401	163	347	202	93	197	138	166	12	358	268	50	64	534	241	0	389	236
321324	22	1	4	14	0	3	1	3	0	25	6	4	7	10	10	0	5	7
321330	609	132	300	274	71	173	122	148	8	340	234	59	45	396	196	0	311	183
321346	265	36	235	96	42	76	113	94	2	138	146	18	47	265	126	0	167	143
321357	1827	242	930	500	262	429	286	602	26	761	606	92	183	1042	524	0	818	546
321362	317	59	158	131	80	99	142	82	7	170	124	29	30	317	68	0	163	134
321364	19	2	26	2	16	3	4	6	0	18	17	1	11	38	6	0	18	31
321378	52	19	33	15	23	9	5	24	0	37	17	1	4	51	21	0	60	21
321383	503	163	457	291	141	274	142	191	22	338	292	59	110	678	223	2	475	280
321390	56	9	45	16	12	10	12	25	0	56	10	2	14	57	12	0	25	11
321421	643	124	367	235	74	185	137	184	16	343	184	46	70	468	290	0	391	262
321442	16	8	32	9	1	0	9	13	3	8	1	0	9	19	1	0	8	12
321449	219	44	64	78	47	26	34	46	2	142	49	7	45	223	51	0	106	36
321452	250	0	260	0	57	0	21	75	0	0	67	29	0	142	0	0	84	47
321453	2073	351	939	610	318	580	336	470	47	1199	563	210	356	1376	682	0	1012	666
321460	484	152	289	157	65	113	72	90	5	284	163	19	45	529	165	0	239	155
321461	210	42	148	97	47	56	57	65	0	96	71	7	24	186	66	0	151	46
321464	182	12	94	76	63	66	39	75	4	142	62	5	21	146	103	0	69	34
321465	585	41	169	177	66	158	96	148	0	232	129	5	42	305	139	0	193	124
321466	1865	567	1481	836	417	691	487	563	87	921	690	133	341	2078	731	25	1170	815
321485	134	15	64	44	50	34	25	20	0	61	37	7	12	76	40	0	52	43
321491	323	48	118	68	66	86	61	149	8	157	109	16	52	193	122	0	114	105
321496	478	75	244	208	143	190	97	105	4	286	248	35	57	448	201	0	317	199
321502	63	7	74	1	9	11	0	20	3	16	47	0	0	5	34	0	28	25
321504	103	35	114	33	25	42	26	22	8	49	33	13	27	106	39	0	61	55
321505	111	17	31	10	18	27	15	9	0	13	19	5	13	43	23	0	35	49
321541	1038	169	556	404	149	356	203	346	41	516	411	77	166	729	397	0	536	323
321544	157	26	141	87	13	44	33	62	0	83	67	15	9	124	62	0	130	49
321545	242	31	118	145	51	77	60	72	7	153	133	32	40	326	126	0	156	115
321550	708	194	585	449	164	316	231	263	22	495	397	81	112	902	408	0	572	437
321552	8921	2357	5432	3860	2671	2290	2487	2324	208	4376	2097	221	1562	9314	3795	0	5117	3758
321555	331	97	289	156	109	157	94	142	2	195	136	52	37	342	158	0	272	207
321556	164	73	76	17	15	57	24	35	2	37	30	4	11	61	80	0	51	32
321564	709	156	498	304	145	217	118	148	12	429	186	60	116	571	241	0	368	284
321575	263	58	166	123	46	75	61	68	6	156	105	26	26	227	128	0	129	126
321577	43	11	29	8	11	8	3	6	0	10	91	1	1	31	29	0	12	12
321585	123	60	129	47	37	65	36	65	4	61	69	5	14	177	56	0	66	88
321587	116	15	93	38	20	49	12	23	0	37	49	0	13	55	45	0	69	32
321590	123	34	50	70	21	87	35	32	0	51	40	5	27	65	17	0	84	61
321602	98	14	101	71	30	23	16	13	0	52	7	10	20	87	32	0	64	0
321611	297	36	137	117	54	100	69	46	7	158	79	7	32	231	78	0	186	80
321614	111	15	55	42	16	30	17	18	3	31	20	6	1	45	23	0	52	36
321618	338	105	286	187	148	214	119	161	5	247	156	51	89	455	136	0	337	199
321619	10	0	9	1	0	0	2	2	0	5	0	0	4	6	0	0	0	5
321621	456	71	241	226	84	155	67	109	7	212	150	25	113	458	146	0	361	198
321622	266	92	267	67	41	83	31	81	7	83	71	19	28	259	70	0	187	105
321636	181	80	171	98	36	68	43	67	3	124	100	23	29	137	92	0	102	120
321652	79	16	22	37	19	23	11	21	0	17	21	5	0	79	7	0	20	21
321658	300	58	231	106	59	151	94	87	10	140	78	11	67	275	126	0	153	112
321659	1288	191	312	464	275	279	172	204	47	334	275	202	73	523	361	0	899	329
321664	4195	372	1602	1524	636	749	579	751	46	1684	862	183	486	2895	1035	0	2094	1243
321676	269	42	221	89	69	124	37	123	4	85	65	20	39	250	57	0	142	114
321681	60	22	19	30	25	29	15	15	3	22	28	8	25	70	16	0	42	17
321686	131	5	25	44	2	25	1	23	0	37	15	8	0	61	25	0	24	18
321689	176	11	87	57	18	38	31	45	1	88	60	24	24	106	53	0	88	61
321690	96	13	17	14	8	7	9	17	1	65	10	0	3	39	14	0	11	71
321695	199	25	84	80	30	73	46	60	4	97	31	27	6	237	54	0	111	54
321696	23	1	20	13	2	0	4	8	0	9	6	0	1	18	9	0	0	13
321700	323	57	187	125	69	101	55	67	6	197	146	28	26	215	144	0	205	137
321704	133	41	66	69	28	93	39	30	1	78	68	14	10	79	62	0	82	33
321707	141	28	70	62	29	47	51	34	2	36	42	16	14	110	47	0	69	51
321709	405	105	211	78	48	91	73	116	0	207	113	21	65	262	79	0	214	56
321714	442	100	279	148	70	148	134	90	11	165	164	35	48	396	171	0	263	182
321718	0	0	32	6	26	9	0	0	0	0	20	0	8	4	0	0	12	26
321720	318	71	190	143	34	139	73	92	21	194	80	20	40	258	122	0	206	202
321724	173	29	89	55	37	54	32	69	1	66	74	1	21	127	54	0	91	81
321726	174	67	201	92	57	93	62	96	2	121	94	21	23	231	88	0	137	75
321729	1090	151	618	466	174	268	247	306	18	606	431	85	192	815	316	0	485	359
321732	154	14	68	52	0	21	26	49	0	22	51	0	16	105	30	0	52	16
321738	165	22	145	91	26	65	75	99	4	80	105	25	33	119	76	0	104	75
321739	2650	466	1413	1125	504	775	402	745	27	1252	680	262	371	1903	790	0	1443	951
321744	32	0	45	22	19	19	24	7	4	29	18	0	0	58	19	0	27	11
321745	282	45	164	117	49	54	54	101	2	169	107	23	37	161	95	0	122	107
321750	237	62	146	97	55	59	41	38	8	135	67	14	28	230	52	0	163	86
321756	131	25	72	55	26	56	20	40	1	63	28	3	17	105	39	0	72	54
321769	2199	459	1437	957	396	655	353	717	59	1135	619	111	371	1718	695	0	1183	721
321786	201	24	84	63	23	96	34	74	1	80	50	9	24	108	22	0	70	45
321793	118	28	85	63	32	28	17	47	0	70	44	14	18	120	64	0	52	68
321795	438	127	259	197	70	127	99	137	8	201	168	28	68	375	166	0	242	228
321796	26	6	39	17	3	6	5	7	1	24	20	3	12	55	3	0	41	9
321806	10	0	4	9	0	9	3	2	0	2	0	0	0	10	1	0	2	2
321807	375	34	237	159	80	135	86	141	17	222	132	68	30	280	100	0	199	111
321808	1360	264	959	639	310	494	340	388	39	554	498	126	274	1232	423	0	881	631
321818	138	29	106	89	16	56	33	37	0	62	71	7	23	125	52	0	112	55
321832	131	18	63	52	23	31	23	38	1	51	61	9	28	53	51	0	92	67
321836	191	29	137	69	45	84	69	27	0	64	42	28	23	84	25	0	170	104
321837	184	32	98	104	48	74	44	53	4	134	67	10	12	96	69	0	92	65
321842	134	30	63	66	27	62	36	57	6	55	81	8	36	142	50	0	101	57
321844	439	73	227	157	86	156	65	104	13	217	141	43	35	354	156	0	323	226
321852	287	69	197	138	81	112	53	58	1	104	103	21	63	353	94	0	181	149
321855	31	0	32	0	0	100	0	12	0	0	70	9	0	5	36	0	6	9
321857	2148	200	662	425	250	446	219	491	39	802	531	166	176	559	231	0	668	382
321860	638	72	224	108	69	139	59	102	14	265	173	78	36	280	107	0	135	81
321868	344	28	180	152	64	104	123	120	28	103	136	23	114	232	153	0	183	135
321872	763	100	378	196	159	210	154	216	5	284	215	55	72	325	198	0	289	168
321875	53	0	25	11	2	21	11	13	4	12	14	9	0	24	11	0	0	10
321880	152	38	88	61	17	38	19	28	2	55	63	17	34	148	46	0	110	47
321886	1091	106	240	360	94	275	113	356	5	312	362	31	65	278	222	0	199	198
321892	258	42	62	106	59	36	19	56	0	94	96	11	13	178	99	0	156	133
321897	404	85	214	212	92	142	58	80	5	177	89	19	76	405	134	0	202	150
321898	202	74	199	75	36	76	89	64	1	142	99	19	37	192	81	0	151	117
321899	954	236	699	382	212	278	298	173	7	449	407	78	164	770	387	0	500	295
321905	783	134	404	382	215	238	148	222	19	440	245	54	123	504	267	0	392	280
321928	56	19	39	48	7	31	27	31	0	29	42	5	11	55	34	0	28	29
321931	314	24	207	113	49	99	45	112	5	117	129	42	27	233	103	0	248	106
321932	10	10	16	15	3	17	0	0	0	3	8	0	0	11	6	0	17	11
321937	248	28	123	100	65	67	66	84	2	133	70	16	34	190	79	0	165	33
321938	379	70	223	186	69	118	78	137	3	186	123	26	52	259	154	0	237	105
321940	220	50	262	103	81	52	64	72	4	179	60	15	31	230	95	0	90	84
321943	372	104	185	195	89	96	69	142	11	186	152	31	68	344	149	0	234	200
321945	149	20	109	35	20	70	6	20	2	29	36	7	14	101	26	0	57	22
321947	115	27	76	79	33	23	13	42	3	56	39	6	17	131	34	0	46	30
321948	245	68	126	80	40	69	48	39	2	113	86	15	37	254	86	0	147	131
321951	1213	248	997	542	307	399	277	292	31	752	443	71	167	1108	464	0	771	400
321965	69	13	44	16	14	15	12	46	2	51	53	7	6	82	17	0	61	24
321974	344	109	305	137	105	108	94	162	3	209	202	8	50	390	148	0	243	163
321979	1080	154	333	271	115	292	148	254	13	530	420	82	104	595	228	0	287	271
321994	292	64	195	146	47	80	65	83	9	165	108	29	15	295	97	0	216	130
322000	291	52	154	147	44	82	82	85	1	140	91	34	43	212	105	0	169	132
322007	213	153	199	61	12	43	16	138	2	45	37	23	38	151	56	0	101	55
322008	85	12	76	59	14	39	28	31	1	50	25	13	27	111	47	0	51	27
322012	29	24	15	19	2	2	10	0	0	8	6	0	7	19	7	0	10	1
322013	116	10	45	49	20	26	31	37	5	34	13	0	9	37	22	0	21	14
322041	284	59	106	96	26	118	116	66	10	144	160	12	29	204	90	0	345	108
322055	252	29	225	172	73	43	64	134	8	105	79	22	56	242	64	0	164	179
322056	541	14	119	45	33	36	41	66	6	180	136	11	19	299	284	0	168	291
322059	23	2	25	15	10	12	11	12	0	36	18	7	15	48	23	0	25	18
322060	341	81	242	260	59	123	111	105	12	197	234	13	49	382	144	0	221	179
322073	50	14	27	25	27	15	10	16	0	25	17	0	8	37	31	0	42	8
322089	151	58	124	82	30	45	46	62	0	66	62	19	33	152	63	0	58	63
322103	271	44	152	85	31	98	53	93	4	107	86	19	31	214	99	0	129	82
322104	968	168	756	293	189	361	175	249	25	424	331	56	124	871	275	0	471	286
322106	575	93	291	203	80	124	85	129	9	248	131	36	91	387	154	0	180	145
322113	125	33	81	65	33	39	48	46	2	72	50	22	22	118	62	0	98	48
322115	119	6	72	52	28	40	18	70	7	56	22	4	7	68	25	0	35	15
322121	34	23	20	9	5	16	2	9	6	17	29	3	3	40	0	0	12	3
322126	2927	658	1644	1343	687	795	631	906	58	1640	881	206	541	2772	1101	0	1917	1055
322129	81	61	120	52	18	9	11	45	0	73	87	25	12	123	48	0	56	82
322146	124	37	77	29	8	22	35	43	5	79	36	25	5	55	65	0	79	41
322160	237	42	180	96	68	87	68	48	0	131	85	9	21	180	126	0	203	125
322178	44	4	31	18	14	30	16	13	0	10	9	5	3	61	36	0	48	53
322181	162	16	77	55	19	81	42	19	5	61	41	3	38	103	28	0	71	47
322206	1500	326	677	461	240	656	209	474	37	766	714	130	161	769	402	0	647	444
322209	52	9	31	8	17	31	62	42	9	25	11	2	13	68	44	0	57	19
322221	1691	352	1006	721	337	445	346	642	43	934	706	104	291	1377	658	0	874	701
322226	87	24	36	45	10	33	15	22	5	32	29	2	11	71	20	0	78	45
322228	1300	271	786	514	348	394	275	383	19	839	478	70	267	1337	467	0	895	583
322229	146	26	132	69	18	11	39	68	0	79	31	14	21	157	32	0	93	103
322237	393	48	248	120	68	111	86	88	9	193	137	29	32	259	129	0	198	123
322241	229	65	154	59	47	81	56	45	2	126	77	15	56	187	57	0	149	90
322248	302	58	201	114	81	66	63	72	8	72	61	32	38	328	96	0	196	161
322251	146	20	53	38	11	17	9	28	3	69	43	8	8	66	7	0	42	12
322256	788	154	523	406	151	269	134	261	28	391	462	50	88	664	279	0	464	385
322258	1152	235	791	490	201	317	226	336	20	646	342	62	172	821	443	0	726	489
322265	154	46	83	87	37	38	22	47	6	62	45	6	27	151	56	0	102	64
322269	93	13	77	57	43	19	38	47	6	72	35	17	33	124	43	0	96	70
322275	1218	255	894	533	274	421	265	399	23	540	400	95	199	978	384	0	763	419
322309	232	31	70	86	35	55	26	62	1	68	38	4	20	112	79	0	73	35
322325	161	12	78	49	20	10	22	39	6	65	54	7	16	57	48	0	46	40
322327	8960	1074	4356	3566	1612	2423	1886	2269	112	5896	3104	545	1475	7295	3311	0	6183	2743
322331	82	13	38	43	20	38	38	15	4	32	11	0	23	95	49	0	73	25
322338	270	39	238	108	80	171	54	86	11	195	127	19	68	321	89	0	136	138
322339	1031	233	651	589	260	366	235	367	13	571	350	80	143	1053	405	0	674	465
322341	11	0	6	6	4	6	0	2	0	8	6	0	11	9	6	0	1	16
322347	375	118	243	128	35	62	94	49	18	281	103	53	44	353	55	0	199	195
322348	24	0	1	5	0	12	4	9	0	4	13	0	24	10	10	0	9	8
322350	77	12	47	39	19	17	21	25	13	40	37	7	16	83	36	0	49	29
322358	89	5	38	29	20	23	8	18	0	35	28	4	17	70	16	0	41	4
322362	1455	345	779	543	299	370	265	337	13	577	389	67	258	1040	474	0	1139	569
322372	65	13	59	40	21	26	6	17	0	17	18	4	18	62	37	0	36	22
322379	153	56	108	100	33	40	33	41	4	71	93	17	18	172	70	0	93	114
322397	198	41	157	87	54	74	63	50	8	116	30	16	41	199	71	0	126	74
322404	3558	811	2359	1807	851	1167	864	1268	125	2249	1180	239	794	3222	1378	10	2119	1475
322412	1119	122	277	640	200	358	160	552	43	449	571	70	128	1142	544	0	656	612
322415	75	23	35	55	24	24	30	8	0	41	11	20	3	30	9	0	30	31
322420	62	8	27	13	4	13	16	30	0	29	10	0	3	30	9	0	40	9
322425	335	43	199	125	73	88	106	97	3	128	70	30	30	294	123	0	182	132
322451	417	3	104	183	109	160	46	165	0	225	224	38	4	532	288	0	366	393
322453	878	88	223	617	269	293	147	414	16	375	452	72	126	987	565	0	650	697
322455	66	5	23	24	24	33	19	4	6	27	14	2	11	44	16	0	33	9
322462	365	54	186	185	121	101	77	132	5	186	221	19	60	329	162	0	254	136
322468	276	44	324	131	255	78	20	130	4	142	307	9	40	355	120	0	184	126
322481	563	79	121	295	157	183	104	216	27	245	231	27	60	640	319	0	353	280
322485	136	10	37	38	20	25	22	23	4	63	30	0	27	108	15	0	55	30
322493	550	71	237	308	106	239	122	122	13	382	183	41	95	404	246	0	401	178
322506	234	39	95	82	58	82	53	54	13	127	60	41	32	144	88	0	125	90
322507	14	3	9	12	5	11	2	8	0	8	19	0	2	14	7	0	8	1
322508	207	22	114	80	46	112	27	70	2	84	53	8	32	150	48	0	166	37
322509	646	183	422	531	184	281	156	213	23	476	282	74	95	1021	445	0	517	465
322513	199	104	132	92	78	48	29	64	8	178	102	28	16	112	53	0	95	88
322527	138	26	80	61	28	57	55	58	4	106	57	20	22	128	77	0	119	79
322529	127	5	71	75	17	46	7	44	1	48	41	3	25	124	53	0	73	41
322533	2114	356	1185	1283	485	606	402	704	47	1187	899	103	291	1940	824	0	1296	740
322543	5617	752	2433	1999	810	1387	938	1414	59	3054	1951	361	840	4589	2025	0	3122	2000
322544	53	4	0	40	0	17	0	0	39	3	26	0	0	43	0	0	15	39
322549	705	184	610	383	105	179	187	194	15	498	287	45	117	669	335	0	590	304
322571	8881	1524	4942	3531	1625	2311	1660	2453	136	4674	2787	683	1590	7030	3130	5	5514	3099
322581	165	49	59	59	17	20	30	43	12	57	44	3	26	122	41	0	68	73
322599	539	66	263	128	79	156	95	118	9	198	145	30	69	388	157	0	209	163
322604	130	33	74	114	35	38	40	43	5	65	70	5	30	99	55	0	122	45
322605	525	67	265	266	118	157	96	191	18	339	241	50	94	419	198	0	333	265
322609	36	12	49	14	7	26	14	21	0	13	17	3	1	46	3	0	18	18
322614	256	22	172	64	34	109	50	90	6	112	68	11	51	258	122	0	168	73
322617	98	26	36	66	21	31	22	10	0	84	54	1	5	122	71	0	156	58
322626	184	38	83	100	30	40	26	60	0	90	114	9	44	140	46	0	129	64
322645	187	44	126	66	33	94	55	41	2	65	138	24	26	129	62	0	83	77
322648	18	0	18	14	4	8	4	13	0	8	3	2	4	20	9	0	7	15
322660	31	0	34	28	24	0	22	26	0	11	7	0	0	62	1	0	39	17
322670	1476	264	936	616	317	397	355	461	59	750	647	102	281	1218	569	0	821	473
322674	133	8	84	9	1	3	23	9	0	2	6	0	60	5	8	0	11	6
322691	1019	118	334	557	159	213	128	327	17	460	487	111	121	766	400	0	577	308
322694	99	8	41	26	20	24	0	60	0	32	28	13	10	124	9	0	78	25
322701	1404	136	648	678	333	490	285	423	37	843	665	132	202	1412	608	0	864	347
322715	47	1	25	18	13	8	9	29	14	27	30	3	9	26	33	0	29	34
322720	394	80	208	175	79	87	29	184	4	238	175	14	52	376	158	0	247	92
322732	102	16	44	46	6	24	12	19	3	62	50	2	7	66	19	0	47	24
322756	132	20	87	50	21	19	22	65	0	128	37	6	15	142	45	0	59	31
322780	105	57	87	62	21	48	77	43	7	92	80	15	19	202	51	0	76	90
322795	147	79	94	83	44	49	42	54	1	89	60	4	19	208	89	0	171	57
322811	261	60	140	120	83	126	83	115	6	174	106	42	41	358	140	0	131	98
322814	387	42	167	113	56	145	47	119	10	111	113	14	31	333	108	0	187	142
322815	282	107	372	199	107	202	55	167	22	164	147	21	52	468	167	5	210	183
322846	114	12	27	38	15	30	20	35	0	44	36	2	8	45	42	0	33	16
322854	79	7	29	22	9	29	10	27	0	32	15	13	8	55	34	0	89	9
322857	138	60	67	82	23	47	23	44	4	80	47	8	24	63	58	0	57	72
322863	267	49	150	105	69	110	77	61	11	166	60	32	66	255	121	0	199	150
322880	328	68	207	139	29	58	51	93	2	186	165	3	18	175	106	0	156	143
322903	139	37	88	102	42	64	29	72	6	70	64	18	16	182	50	1	89	56
322921	500	110	372	328	103	175	182	103	21	421	164	63	134	527	184	15	381	300
322927	55	0	16	13	3	29	7	19	0	53	15	8	1	53	17	0	24	21
322950	50	7	34	13	10	7	5	12	0	23	10	4	0	48	19	0	11	28
322953	91	14	44	47	32	38	15	23	0	34	23	0	10	27	47	0	53	21
322961	205	21	117	71	51	61	61	99	9	83	105	6	26	198	81	0	115	57
322969	86	21	49	44	9	48	20	23	2	64	45	0	14	95	32	0	58	70
322973	106	13	110	41	37	14	24	47	2	77	58	7	31	106	35	0	43	45
322977	165	14	116	88	16	63	19	49	3	143	52	33	16	181	57	0	112	44
322991	75	15	29	20	11	9	11	15	0	38	6	11	1	27	23	0	22	6
322995	104	26	68	37	24	51	7	37	7	67	30	10	9	96	40	0	65	66
322997	284	22	186	62	30	145	17	71	0	87	581	80	31	286	31	0	243	51
323003	242	29	153	77	58	51	43	118	3	154	63	12	67	211	83	0	122	75
323005	750	100	272	229	94	240	57	176	20	368	239	37	101	315	155	0	700	132
323011	79	6	54	19	29	43	14	6	0	10	51	0	19	90	15	0	51	25
323012	293	41	183	145	62	80	45	78	2	91	94	21	25	230	77	0	122	84
323016	77	5	34	25	6	15	11	12	0	12	24	0	3	17	22	0	39	18
323020	76	7	40	51	19	55	39	62	2	70	61	8	32	99	57	0	47	46
323052	57	5	29	20	5	9	4	15	0	23	23	0	1	15	15	0	19	32
323055	1880	338	1429	671	298	685	348	469	48	864	764	106	282	1648	808	0	1133	679
323071	219	52	179	77	54	84	28	65	3	129	62	14	48	216	70	0	77	104
323089	315	18	142	121	42	100	37	79	1	76	56	22	31	157	84	0	133	118
323099	83	24	42	19	12	65	11	29	9	40	20	8	5	55	24	0	19	16
323105	115	31	77	37	23	39	22	32	1	87	29	7	16	124	43	0	93	36
323107	84	8	49	74	39	47	23	28	4	67	37	2	25	111	49	0	81	57
323115	289	75	184	125	47	98	34	82	10	144	109	28	50	275	85	0	172	150
323163	111	25	23	36	19	36	16	27	0	65	54	6	16	52	22	0	24	28
323181	278	17	88	33	45	39	20	20	2	49	41	13	11	116	32	0	70	55
323182	75	0	11	31	0	16	4	0	0	15	11	8	9	14	42	0	12	20
323197	21	17	88	12	3	46	16	20	3	21	58	14	13	93	33	0	32	11
323201	306	92	307	100	75	95	93	53	28	133	113	19	50	331	137	0	168	208
323203	154	10	27	46	15	26	18	26	14	30	19	5	4	51	43	0	84	22
323208	34	1	17	5	0	7	0	0	0	14	4	0	9	19	6	0	11	2
323216	293	31	155	101	60	86	76	218	0	161	118	21	64	273	104	0	140	105
323226	618	76	240	194	65	202	73	218	7	323	234	34	70	439	143	0	214	119
323239	18	4	12	2	0	8	5	3	2	17	6	6	2	16	12	0	26	1
323246	535	111	239	144	101	151	87	109	13	184	123	16	43	403	93	0	299	160
323260	72	23	31	19	9	16	4	31	0	31	11	4	10	49	13	0	64	18
323266	955	270	739	417	286	382	307	298	31	603	316	89	161	1021	367	0	644	522
323269	218	19	26	21	36	54	7	9	0	25	67	6	8	40	24	0	55	14
323285	2115	584	2152	952	571	821	491	573	41	959	485	156	264	1829	676	0	1495	695
323299	1145	410	851	593	311	426	312	339	49	635	458	81	140	1175	405	0	913	479
323301	178	95	194	92	74	142	121	51	0	123	141	6	19	115	67	0	233	134
323305	1475	226	727	602	240	339	287	298	43	913	484	84	219	968	572	3	751	478
323320	3061	772	2103	1435	751	874	624	937	65	1271	771	208	360	3294	1193	0	2181	1398
323326	121	14	85	65	7	28	16	55	0	37	38	12	16	50	40	0	65	32
323329	546	81	273	162	91	167	70	210	20	319	215	77	77	425	144	0	290	177
323346	441	70	333	215	85	145	145	132	8	219	122	31	49	253	180	0	193	146
323355	99	7	35	59	39	30	6	13	0	66	12	9	6	44	26	0	58	13
323361	34	27	36	19	11	22	6	3	0	39	20	4	11	32	13	0	24	28
323364	93	40	33	58	12	49	31	41	6	36	33	9	24	102	40	0	90	39
323365	835	111	501	305	170	216	165	184	15	440	284	37	155	729	319	0	492	273
323368	21	6	8	21	5	6	4	5	0	22	12	1	0	7	12	0	5	7
323406	53	7	33	15	5	17	11	4	1	22	9	2	7	23	4	0	5	16
323424	135	25	95	72	48	54	49	67	1	127	77	16	19	131	65	0	101	42
323426	267	59	215	146	48	44	60	89	17	100	90	11	30	252	90	0	166	115
323439	181	39	176	95	56	50	34	50	3	129	67	31	12	193	60	0	121	58
323445	267	73	168	135	82	108	68	112	1	96	82	29	32	249	98	0	176	106
323447	281	39	156	91	50	110	44	71	9	113	70	11	52	195	86	0	166	103
323452	424	117	337	218	106	132	90	135	4	191	174	43	132	370	195	0	289	190
323453	685	174	465	269	176	249	176	212	35	342	290	63	104	644	236	0	377	270
323457	192	53	125	57	59	117	52	72	6	114	88	13	20	174	54	0	90	66
323462	916	227	643	483	241	351	283	371	34	529	436	115	196	1015	519	0	747	465
323464	103	4	65	42	44	28	20	35	3	54	30	14	8	90	50	0	61	45
323465	701	174	581	260	101	215	231	417	17	386	356	93	152	608	197	0	421	241
323473	101	17	122	45	5	19	16	25	1	37	44	0	11	57	16	1	31	22
323474	229	96	133	98	65	80	52	77	5	157	76	20	39	139	80	0	150	76
323479	467	106	223	135	56	145	70	85	2	166	121	17	55	350	129	0	192	144
323481	10	9	1	5	0	5	0	3	0	7	6	0	5	1	0	0	3	0
323487	150	41	182	85	16	52	59	29	2	54	54	27	7	155	53	0	128	79
323490	279	38	95	110	29	66	40	155	2	91	71	21	54	177	24	0	72	44
323500	75	19	46	14	12	23	11	16	0	30	44	2	2	15	33	0	26	13
323501	521	106	520	325	136	147	127	199	15	304	275	35	134	476	217	0	283	264
323509	132	37	84	69	36	63	37	34	1	45	61	3	21	119	43	0	111	67
323528	236	47	206	115	57	100	31	131	36	101	257	12	28	226	86	0	147	116
323529	712	151	452	332	148	208	162	233	11	308	226	29	96	515	169	0	324	273
323538	101	12	104	24	22	38	25	26	10	35	14	14	16	73	13	0	42	28
323559	64	3	53	13	13	25	15	10	2	21	9	0	13	43	8	0	40	19
323561	2056	334	1243	694	321	668	455	727	32	1177	812	147	305	1535	782	0	1258	853
323563	140	27	106	70	49	35	55	70	3	95	22	16	24	166	68	0	108	58
323573	52	5	32	16	12	36	9	1	0	1	6	0	0	39	20	0	19	13
323579	1012	294	840	288	269	393	275	333	8	522	506	59	241	1064	454	0	729	550
323588	21	2	1	0	8	13	0	8	0	3	0	0	4	10	0	0	8	2
323597	157	47	108	76	5	34	44	41	0	122	66	0	5	76	17	0	36	41
323607	36	8	27	22	27	8	38	29	0	39	14	1	4	14	18	0	23	15
323613	135	18	82	46	33	35	10	36	0	71	44	19	22	86	64	0	44	42
323621	58	13	44	18	1	21	11	35	0	41	25	6	4	37	21	0	42	19
323628	536	124	240	293	99	178	143	147	9	279	212	35	52	501	207	0	309	295
323630	148	33	73	42	19	32	43	50	1	65	35	11	25	159	51	0	84	54
323632	1211	207	598	420	200	327	266	305	28	636	339	70	170	775	354	0	636	341
323641	17	0	24	7	10	12	8	8	0	19	11	0	0	39	0	0	51	4
323645	213	42	138	80	60	79	65	78	1	96	47	29	26	253	50	0	132	99
323653	53	12	40	36	12	17	7	19	0	28	31	0	20	29	16	0	18	5
323656	13	0	6	5	7	6	0	1	0	10	4	0	0	19	1	0	21	2
323659	352	93	262	130	71	136	65	96	7	139	180	55	63	274	134	0	253	169
323665	47	0	27	41	4	20	2	1	0	14	0	0	6	40	15	0	7	8
323671	273	39	129	88	58	80	52	63	3	91	71	12	39	176	101	0	180	75
323672	569	150	490	335	187	213	158	223	20	303	289	34	138	492	309	5	383	222
323679	175	19	84	96	25	42	44	59	5	53	64	12	25	94	43	0	104	51
323681	57	1	30	8	5	2	2	13	1	8	18	7	5	9	4	0	27	10
323695	506	65	190	147	104	128	59	205	15	230	217	41	66	302	123	0	233	146
323696	129	3	72	31	14	5	1	29	0	49	53	8	4	35	31	0	39	10
323700	89	3	71	15	14	25	7	31	0	28	24	2	1	70	36	0	43	25
323702	180	46	173	62	109	98	86	82	4	131	130	30	69	212	96	0	131	45
323706	1077	197	539	532	242	324	217	323	14	664	276	81	116	1000	533	0	521	545
323713	563	94	404	205	136	154	126	159	26	200	215	85	78	522	150	0	343	211
323719	130	21	54	28	19	68	14	13	0	67	46	15	15	140	30	0	43	32
323720	137	11	67	36	26	52	9	69	1	87	43	2	9	88	31	0	110	71
323721	242	112	152	117	28	73	33	91	0	148	70	7	16	145	52	0	124	125
323723	78	1	41	27	26	11	13	15	0	21	28	4	2	14	5	0	39	45
323733	380	101	325	130	86	173	43	104	3	210	117	35	51	371	141	0	172	105
323735	115	17	52	34	14	30	15	43	0	38	19	6	8	50	29	0	36	22
323737	36	3	28	19	14	6	2	11	0	16	34	4	0	28	22	0	25	17
323738	63	12	47	17	15	29	26	20	0	25	33	6	13	25	14	0	29	23
323739	146	24	107	69	54	58	44	41	3	86	59	9	38	166	53	0	172	58
323746	18	23	0	44	17	0	0	0	0	31	7	0	0	90	27	0	49	0
323765	576	181	526	227	124	206	171	189	0	377	238	60	127	534	217	0	433	290
323818	63	43	42	32	7	49	6	26	0	57	70	7	22	140	33	0	62	75
323827	183	23	99	90	84	56	31	119	0	87	40	0	49	137	175	0	152	104
323832	86	10	48	44	32	20	7	43	3	42	16	10	0	96	32	0	36	10
323834	6	7	11	4	15	6	0	2	0	7	11	0	3	32	17	0	41	16
