	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
ENSDARG00000056101	7.771497326	8.108908542	7.995740142	8.481713348	8.39997492	8.023565194	7.843303872	7.885005708	8.192791419	8.150515953	8.044744129	7.891972547	8.249236943	8.200814
ENSDARG00000056102	9.161116029	9.159018105	9.077874732	9.090546404	9.050197682	9.056768196	9.076245943	9.143058981	9.136251508	9.119803322	9.065330867	9.147133974	9.225057852	8.93579536
ENSDARG00000056105	8.708404638	9.083213965	8.798549562	8.94704437	9.24075279	8.481983465	8.899963852	8.831455076	8.744859112	9.023840092	8.786445694	8.513233741	9.034684644	8.811769667
ENSDARG00000056108	11.62477736	11.44001922	11.41939087	10.78852419	11.10520007	11.35881282	11.10571569	11.19637727	11.43218942	11.24643306	11.35156043	11.20980811	11.22907559	11.37586415
ENSDARG00000056111	7.318297842	7.162555727	6.915514882	7.338884457	6.591123663	6.73983286	7.221471986	6.759714236	7.082277131	7.341976726	6.68588694	7.129814683	6.983357632	7.046655424
ENSDARG00000056112	9.799553444	10.03534386	9.863587981	10.04648126	10.17052554	9.836405698	9.803733619	9.829441862	9.894829664	9.848271042	9.977608699	9.807907702	9.840194047	10.03924753
ENSDARG00000056121	8.216463134	8.269990139	8.32671554	8.220445122	8.341462368	8.232197684	8.004894722	8.208826583	8.244470127	8.199052895	8.20152354	8.312253671	8.298078359	8.404695181
ENSDARG00000056125	6.327450371	6.585567397	6.549007934	6.4197396	6.424810588	6.563408736	6.523851644	6.196741852	5.892943543	6.303198842	6.615546963	6.120915718	6.795105112	5.981909549
ENSDARG00000056127	9.512307842	9.401954678	9.571146294	9.297474782	9.050197682	9.280942361	9.266934163	9.538895883	9.506104999	9.425845831	9.517293981	9.504063884	9.28374225	9.379498094
ENSDARG00000056130	6.565875987	6.831943719	6.601183747	6.905193715	6.983357632	6.580986711	6.479636399	6.812469842	6.838958292	6.959125297	7.129485449	6.523851644	6.963026349	6.539533384
ENSDARG00000056133	6.629680249	6.658125061	6.872237568	7.088746368	6.905193715	6.768783367	6.827055981	6.796863151	6.766118789	6.674844522	6.722307344	6.542685985	6.660561522	6.539533384
ENSDARG00000056134	6.720994592	6.26472828	6.218585869	5.35042337	5.552624067	6.436603851	5.955427228	6.398493912	6.20635705	6.020067351	5.960455038	6.232436434	5.756001427	6.055721561
ENSDARG00000056138	12.82137148	13.06307421	13.00385475	13.236923	13.2555569	13.07295488	13.15548523	12.87255067	13.05727953	13.04899945	13.17408156	13.03950591	13.13620476	13.29203508
ENSDARG00000056141	11.02822773	11.48799583	11.17546269	11.47630882	11.30033931	11.30033931	11.66689483	11.51367769	11.4361022	11.69459609	11.43819618	11.46277693	11.6189843	11.55276334
ENSDARG00000056144	6.464518912	5.507992366	6.436603851	5.595224665	5.328579629	6.138704999	5.768989797	5.466752699	6.018494043	5.348207163	6.366302439	5.744317586	5.627034957	5.569934185
ENSDARG00000056145	4.441027231	4.860585168	5.189186485	4.384754703	4.132973672	4.488192802	4.399604192	4.564269834	4.187162906	4.249767689	4.249767689	5.000532479	4.664518397	4.168360562
ENSDARG00000056150	8.603219027	8.401452409	8.329596915	8.677410525	8.430373016	8.501661602	8.560784081	8.490349738	8.584400537	8.687343735	8.460582271	8.530799501	8.674827496	8.433936989
ENSDARG00000056151	12.46102868	11.71822337	12.02323805	11.92838904	11.75652687	12.2071913	11.90989651	11.85548885	12.05986946	11.79892206	11.70994833	12.09271696	11.90205099	11.60849024
ENSDARG00000056152	8.620011389	8.469160887	8.67673876	8.370562101	8.118140999	8.556583478	8.588088878	8.471986874	8.342722945	8.430991094	8.584400537	8.614805836	8.500038556	8.499489097
ENSDARG00000056156	9.945345577	10.22497589	10.14829804	10.33412893	10.33672988	10.2020517	10.22812299	10.21831954	10.08202809	10.41689248	10.23948284	10.15154932	10.3884561	10.22989571
ENSDARG00000056160	11.87200835	11.73039857	11.74246982	11.50445001	11.69161022	11.55952342	11.58567438	11.84987721	11.72446381	11.50481476	11.57548413	11.53627649	11.58445547	11.44720714
ENSDARG00000056162	6.154400952	5.622736868	5.717667805	5.388083993	5.489201862	5.468793353	5.457780043	5.597349475	5.823105854	5.348207163	5.59206364	5.98358519	5.800631934	5.789975351
ENSDARG00000056163	5.628075898	5.541408269	5.868292679	5.651903694	6.037394313	5.43352719	5.810096496	5.695726881	6.302007503	6.020067351	5.775479647	6.004747741	6.001306698	6.021828926
ENSDARG00000056165	8.230199506	7.990081831	8.082283136	8.096457621	8.26665865	8.160498756	8.105682932	7.909537486	8.176977978	8.07200227	7.973058938	7.938767101	8.015279887	8.028530231
ENSDARG00000056167	10.8567677	10.76013948	10.79108481	10.43621411	10.66347296	10.66026644	10.67360539	10.81238656	10.73887551	10.5302548	10.74549558	10.76185772	10.56087283	10.78570726
ENSDARG00000056175	8.823704196	9.139010243	8.964091895	9.167332307	9.367814644	9.022625718	9.00849619	9.046634123	9.133333511	9.115069942	9.088045772	9.034684644	9.208439704	9.164871689
ENSDARG00000056181	10.30820348	10.57627289	10.53129796	10.69675581	10.79988341	10.45325813	10.46934224	10.4442574	10.39488776	10.62191505	10.34111327	10.40890708	10.55879299	10.3974895
ENSDARG00000056184	9.095762345	8.925819342	8.853618185	8.789875102	8.925819342	8.920089633	8.847521798	9.043995856	8.777829281	8.907076663	8.952072769	8.923681487	8.952969526	8.91690899
ENSDARG00000056186	12.43683374	12.22619458	12.33653473	12.02598712	12.07879841	12.21587996	11.96899884	12.22994353	12.21141401	12.07993679	12.08953798	12.12224442	12.11727227	12.05173204
ENSDARG00000056191	4.849179666	5.149792177	3.906568063	4.884266456	4.780931859	4.723753376	4.506372989	4.441027231	4.425035039	4.506372989	5.035864748	5.266151104	4.890608473	4.827967415
ENSDARG00000056193	7.378074562	7.330572392	7.546910614	7.338884457	7.53058758	7.433035339	7.50787896	7.652441286	7.411346298	7.412171726	7.701696913	7.494337585	7.591711231	7.313061637
ENSDARG00000056196	9.852257617	9.268479244	9.74402089	9.238303753	9.004214718	9.622274639	9.527822403	9.355937889	9.770581805	9.400485179	9.796280948	9.562443672	9.542008025	9.74974221
ENSDARG00000056200	8.023565194	7.670618117	8.014851287	7.834330679	7.685801196	7.851324806	7.660031351	7.791047812	7.822673579	7.664997888	7.926663604	7.803505731	7.779222657	7.934756319
ENSDARG00000056203	7.483838502	6.972938318	7.34631387	6.661652004	6.811607497	7.396632959	7.043517179	6.9613347	7.489068921	7.148167022	7.338884457	7.256510632	6.888747372	7.165634815
ENSDARG00000056204	7.874517072	7.891972547	7.697774082	7.387538038	7.601702214	7.713627217	7.796992521	7.70406228	7.676791399	7.683387657	7.717774094	7.795110492	7.450697285	7.851324806
ENSDARG00000056206	11.22907559	11.42069775	11.37586415	11.45005117	11.59313428	11.3038567	11.41842553	11.35156043	11.33341931	11.41125533	11.46901633	11.31214243	11.52609613	11.38124385
ENSDARG00000056209	10.86355886	11.1881323	10.92297172	11.05905534	11.07886129	10.88239999	11.15311437	11.25826658	10.9877725	11.23343185	11.22748244	10.87015569	11.03671663	11.12149472
ENSDARG00000056210	6.291559804	5.87262465	6.037394313	5.35042337	5.65407324	6.218585869	5.49921973	5.36091204	6.811607497	5.505567557	5.531944092	6.879276711	5.699814601	5.458937953
ENSDARG00000056211	6.131059731	6.120915718	6.101695034	6.10305995	6.016989642	6.218585869	6.331319017	6.303198842	6.280694453	5.843982776	6.243003846	6.399858828	6.159779402	6.366302439
ENSDARG00000056213	5.767197584	5.98358519	5.823105854	5.87262465	5.033255757	5.942648525	5.111677455	5.759932953	5.721541899	5.868292679	5.49921973	6.251690481	5.310843267	5.789975351
ENSDARG00000056214	6.154400952	5.481218374	5.823105854	5.804557754	5.740732075	6.236608175	6.154400952	5.730810437	5.847632632	6.499226131	5.59206364	6.097139504	6.316200946	5.424354601
ENSDARG00000056218	9.60552113	9.995161396	9.7519871	9.886572697	10.08310736	9.799102423	9.681088023	9.731536923	9.640324485	9.8858419	9.733959425	9.645094426	9.876042558	9.892292155
ENSDARG00000056226	6.565875987	7.245307162	6.973746555	6.259424846	6.438863072	6.62671534	6.781970912	6.646230419	6.901731974	6.747752043	7.213607601	6.185331208	6.331319017	6.825329356
ENSDARG00000056228	8.907553263	8.511511749	8.778653432	8.453370265	8.508923495	8.680764879	8.555276071	8.490349738	8.747856698	8.42676869	8.605146657	8.448040427	8.439273477	8.486050647
ENSDARG00000056233	8.316383009	7.931130953	8.108908542	8.047161218	7.74040385	8.301170096	8.011333628	7.856555019	8.118140999	7.831987642	7.945846803	8.095248531	8.099097379	7.845028244
ENSDARG00000056235	10.47724911	10.66739308	10.54986523	10.63812091	10.63501453	10.45643254	10.53846001	10.64481882	10.56930158	10.48504616	10.5925347	10.59792424	10.59528978	10.51303444
ENSDARG00000056239	9.307604442	9.248840432	9.568853559	8.802313947	8.750364054	9.30738012	9.353528137	9.075092867	9.366443415	8.969583008	9.2826054	9.304971626	9.045049699	9.379498094
ENSDARG00000056244	6.674844522	7.141823689	7.093877521	7.058368149	7.271302508	7.031808911	6.781970912	6.827055981	6.661652004	6.992223124	6.895054953	6.734695001	7.116981287	6.885336865
ENSDARG00000056245	6.004747741	5.892943543	6.080396847	5.651903694	6.366302439	6.218585869	6.042268432	6.235328039	6.018494043	6.167960924	6.270113266	6.13932207	6.316200946	6.296553553
ENSDARG00000056247	5.843982776	4.394810321	4.700801301	5.388083993	4.909337117	5.202676902	5.217228888	5.169847914	5.10531132	5.736988083	4.938758819	5.000532479	4.809736301	4.085333176
ENSDARG00000056248	15.37431356	15.16226006	15.30197311	15.09207722	14.38264829	15.3443844	15.35353908	15.2825903	15.02374615	15.1149525	14.77595418	15.41227041	14.91024763	15.07871593
ENSDARG00000056250	7.092788828	7.308437747	7.329270781	7.792540775	7.896656159	7.197761625	7.630921169	7.507362419	7.231168769	7.683387657	7.432437949	7.129814683	7.885005708	7.281077839
ENSDARG00000056252	9.868760684	9.966489395	10.02035127	10.0878399	9.914836708	10.06715413	9.897133607	9.987978591	9.972950094	10.06738363	10.03952447	9.987698917	9.867751556	9.94739579
ENSDARG00000056259	10.96657569	11.18156305	11.23399924	11.10426182	11.09882471	11.1865437	11.17443164	11.03327443	11.16713054	11.0225539	11.08726182	11.07522297	11.15406663	11.16389674
ENSDARG00000056262	9.114161647	9.405848578	9.496384059	9.53746122	9.564564476	9.486729761	9.327151524	9.338330114	9.61122477	9.538753372	9.409677718	9.55535887	9.565012645	9.448199464
ENSDARG00000056267	8.082283136	8.184733381	8.175606178	8.397701423	8.152744606	8.322033379	8.142634849	8.24095673	8.239303271	8.400540419	8.190339773	8.235025178	8.189717583	7.977845691
ENSDARG00000056268	8.004894722	8.301995997	8.141521689	8.535099367	8.63749154	8.036590517	8.501661602	8.446367511	8.282520236	8.434807463	8.557642853	8.338380031	8.611514281	8.481713348
ENSDARG00000056270	8.369354631	8.225529505	8.217492864	8.122861298	8.051296119	8.058682097	8.082283136	8.087976247	8.155428847	8.204444444	8.315041371	8.136423676	7.716466451	7.808037868
ENSDARG00000056277	4.746602077	4.132973672	5.048270257	4.222997247	3.985230732	3.608645937	3.475937717	4.441027231	4.339242142	4.506372989	4.492986673	5.266151104	4.441027231	3.48418609
ENSDARG00000056279	4.394810321	5.541408269	5.006606487	4.977327375	4.624318599	4.877601905	4.935682481	5.169847914	5.18055242	4.700801301	5.217228888	4.890608473	5.149792177	5.49921973
ENSDARG00000056281	6.110790318	5.806381689	6.202322653	5.940999695	6.058011595	6.331319017	6.331319017	6.179946693	6.509097242	6.499226131	6.46326981	6.616044791	5.981909549	6.154400952
ENSDARG00000056292	10.71622428	10.98264296	10.71260865	10.92522203	10.78716232	10.79584519	10.90353464	10.87192202	10.67748672	11.04355482	11.13483656	10.73351179	10.90975773	11.16552927
ENSDARG00000056294	7.437184223	7.83129778	7.652908632	7.592266756	7.948380903	7.354590572	7.871138362	7.308729673	7.56819933	7.507362419	7.56819933	7.641687629	7.744730364	7.953295745
ENSDARG00000056314	10.94609245	9.8915485	10.2209103	10.06715413	9.575652509	10.63526385	10.60176753	10.53709657	10.62191505	10.46209438	10.12787841	10.43333525	10.59608036	10.02093272
ENSDARG00000056322	12.01663891	12.07651667	12.00044489	11.94578123	11.90800638	11.94006627	11.9313898	12.07993679	11.9994434	12.06908869	11.96781746	12.02126673	11.90466267	12.01663891
ENSDARG00000056324	5.658154548	5.422353574	5.466752699	4.518048371	4.824351267	5.43352719	5.053917167	6.01385228	5.424354601	4.849179666	5.075399487	5.146889178	4.761044884	4.769820366
ENSDARG00000056328	7.831534676	7.670618117	7.810272017	7.556263808	7.349431333	7.909537486	7.141823689	7.635435474	7.742000148	7.611220899	7.180514065	7.715744645	7.688214151	7.491989545
ENSDARG00000056331	10.75491069	10.73822417	10.68470161	10.70850581	10.80179333	10.59914111	10.60176753	10.64966959	10.71958757	10.69789807	10.65884972	10.73859622	10.76316609	10.60176753
ENSDARG00000056334	6.691343446	6.671714499	6.700554809	6.724141669	6.796863151	6.523851644	6.602746615	6.522737583	6.633002643	6.263398589	6.511829205	6.309931518	6.416330036	6.619716015
ENSDARG00000056338	10.11171714	9.772233429	9.990592457	9.781124705	9.738969315	10.06513646	9.860901235	9.962487464	9.949152576	9.830152536	9.770005385	9.972537069	9.968985054	9.691924648
ENSDARG00000056339	3.608645937	3.246322718	3.715960483	4.384754703	3.723070174	3.36735775	5.111677455	4.055991721	4.618746991	4.889022969	4.492986673	4.314055079	3.634109174	4.085333176
ENSDARG00000056346	6.345077703	6.390824405	6.218585869	6.570565466	5.852947996	6.549007934	6.331319017	6.479636399	6.042268432	6.63079431	6.44434607	6.563408736	6.062479684	6.129676494
ENSDARG00000056347	10.14323757	9.983939598	10.06630838	9.911596624	9.912636924	10.2273922	9.889227656	9.792425481	10.04030884	10.04901245	10.02340362	10.28118045	10.02811098	10.00972532
ENSDARG00000056367	7.965219645	7.141823689	7.713849787	7.097445313	7.04884025	7.42588402	7.309911553	7.499401163	7.471750632	6.915514882	7.015275209	7.517421774	7.272001152	7.241186779
ENSDARG00000056369	9.150859352	8.894385802	9.055511026	8.903403405	8.933699848	9.04739455	9.022817796	9.038777074	9.050197682	8.975157689	8.93652237	9.155191014	9.009107672	9.07453138
ENSDARG00000056374	4.948687786	4.90544799	3.985230732	5.448346497	4.863964147	4.975580604	3.95422028	5.247674251	4.278334161	4.938758819	5.075399487	5.000532479	5.363735495	5.075399487
ENSDARG00000056376	6.495831065	6.908828826	6.382562493	6.404321762	7.231853487	6.796863151	6.179946693	6.398493912	6.32487319	6.228553173	6.672750183	6.049715487	6.62378158	6.637723052
ENSDARG00000056378	9.425994987	9.181357808	9.299480722	8.840228951	8.813970057	9.408068573	9.22291426	9.272634272	9.245337645	9.015594557	9.43556404	9.357861138	9.092801743	9.406716679
ENSDARG00000056379	7.942283527	7.879288136	7.87842385	7.61804804	7.839221203	8.029489821	7.936386485	8.053636001	7.864923825	8.033338948	8.082283136	7.983329247	7.710690265	7.992100613
ENSDARG00000056381	7.367611638	7.473486929	7.366948937	7.297007317	7.43185077	7.48153237	7.50787896	7.376098005	7.380147615	7.188305982	7.232788535	7.594073104	7.450697285	7.521907281
ENSDARG00000056386	6.213277048	5.851186421	5.917174455	6.839372148	5.960455038	5.918850096	6.781970912	6.479636399	6.280694453	6.915514882	6.44434607	6.489516825	6.888747372	6.944220537
ENSDARG00000056387	5.123646229	5.189186485	5.048270257	4.932303502	5.294802187	5.3204553	5.053917167	5.091483996	4.935682481	5.535141753	5.217228888	5.388083993	5.310843267	4.457354204
ENSDARG00000056394	9.269072025	9.394281493	9.406582061	9.510532383	9.447154484	9.434858767	9.327151524	9.182147516	9.333151218	9.374962748	9.406716679	9.415474501	9.501533294	9.504903852
ENSDARG00000056395	4.693143473	4.718607847	5.078475824	5.214480735	4.95143594	5.202676902	5.053917167	4.441027231	4.780931859	5.272788427	4.324134706	4.780931859	5.310843267	5.16161802
ENSDARG00000056396	7.060526212	7.394049677	7.603303839	7.178696452	7.167743961	7.267287889	6.900444433	7.265411936	7.510619347	7.418682084	7.606866481	7.309911553	7.450697285	7.462928451
ENSDARG00000056400	6.449515602	6.159779402	6.367551541	6.240535208	6.551189144	6.491935643	5.810096496	6.321464999	6.78023821	6.519305316	6.243003846	6.814211071	6.355388913	6.236608175
ENSDARG00000056407	5.284305768	4.718607847	5.078475824	5.016504613	5.362323768	4.109017218	4.935682481	5.048270257	4.884266456	4.506372989	5.035864748	4.780931859	5.726054089	4.887437465
ENSDARG00000056410	9.770005385	9.456067638	9.552795846	9.259381387	9.295533297	9.5363609	9.353528137	9.569232051	9.533491549	9.429172439	9.522455422	9.573421541	9.306715796	9.409677718
ENSDARG00000056414	9.623424744	9.603713455	9.635144655	9.372016549	9.457368928	9.477998867	9.458843103	9.515365203	9.431158543	9.346280476	9.412181264	9.435361341	9.326926753	9.286640414
ENSDARG00000056427	10.78674911	11.05312961	10.92980377	11.15782918	11.29099531	10.99537448	10.95196686	10.98813698	10.99927553	11.05817692	11.00047319	10.9752964	11.12025655	11.08912123
ENSDARG00000056438	9.535760187	10.036249	9.520132182	9.707096326	9.800692251	9.700556388	9.779546666	9.890635758	9.375699785	9.594361883	9.933433461	9.532480062	9.750320018	9.82364285
ENSDARG00000056439	5.088496841	5.98358519	5.048270257	5.917174455	5.65407324	5.3204553	5.691873099	5.567031186	5.460095862	5.709507136	5.17504043	5.917174455	5.981909549	5.87262465
ENSDARG00000056450	9.129899852	9.35579526	9.249006735	9.363079075	9.275352229	9.286640414	9.185901963	9.177728025	9.354704545	9.249006735	9.433920538	9.345974076	9.46571832	9.352541737
ENSDARG00000056453	6.327450371	5.94182411	5.757892299	5.960455038	6.184066779	6.100212279	5.810096496	6.080396847	6.46326981	6.12237744	5.800631934	6.380014841	6.213277048	5.569934185
ENSDARG00000056458	4.568850573	3.661568055	4.115264564	4.581238227	3.608645937	3.934212572	4.399604192	4.157676536	3.9275619	4.636404587	3.608645937	4.441027231	3.246322718	3.991881404
ENSDARG00000056462	8.149803447	7.50787896	7.478160227	7.435341265	6.577441995	8.144683215	7.943388743	7.627567601	7.510619347	7.055961982	7.725163809	8.197178877	8.081153471	7.389802201
ENSDARG00000056464	8.33117331	8.033737593	8.128395219	8.122861298	7.717119808	8.029489821	8.339596231	8.002225663	8.167055261	8.21849511	7.840949872	8.197178877	8.133047139	7.819767297
ENSDARG00000056467	8.629265625	8.804874268	8.71480329	8.927897816	8.910578248	8.59926414	8.855003823	8.611375587	8.721784241	8.752784731	8.622544962	8.494889219	8.745529176	8.823582531
ENSDARG00000056468	6.345077703	6.707023128	6.020067351	6.259424846	6.380014841	6.01385228	6.602746615	6.584675187	5.963700763	6.331319017	6.292148665	6.288663524	6.081994548	6.080396847
ENSDARG00000056473	7.786433174	7.605651262	7.42648141	7.278522852	7.67266866	7.285281479	7.309911553	7.835484094	7.532910615	7.299541374	7.141068743	7.648911965	7.285834025	7.193778086
ENSDARG00000056475	11.00305768	10.90908999	10.8284764	10.9973404	10.97772691	10.99969844	10.83594546	10.84517357	10.96623139	10.8827192	11.2021036	10.97772691	10.9603206	11.24732834
ENSDARG00000056477	7.998490663	8.613459935	8.41466742	7.531344743	8.201347987	8.150847836	8.230199506	8.259057572	8.272886821	7.989678699	8.518235343	8.298078359	7.966050186	8.644210287
ENSDARG00000056478	8.261996806	8.411446472	8.30615135	8.617996912	8.753102295	8.365389521	8.506735925	8.378020641	8.291910894	8.400540419	8.385693664	8.088668185	8.434524441	8.420767775
ENSDARG00000056480	10.03843927	10.08972949	9.961142141	9.754557356	9.760364635	9.977196337	9.883539498	9.984772105	9.948279593	9.816145358	10.05695974	10.0121762	9.887590741	10.01233035
ENSDARG00000056481	11.53583467	11.58567438	11.4844795	11.70397477	11.88118627	11.49502115	11.39789024	11.57885679	11.49631904	11.60795371	11.50408526	11.39312197	11.60666422	11.49247026
ENSDARG00000056490	10.69211647	11.06005637	11.00898548	11.16389674	11.25208831	10.94483367	10.95820446	10.90745761	10.93428728	11.13087533	10.98195782	10.79888663	11.13826775	10.94635449
ENSDARG00000056491	8.11251621	8.610776455	8.244470127	8.697197376	8.853618185	8.451379701	8.514971695	8.548297681	8.387493344	8.770774691	8.706701335	8.410866433	8.730038366	8.471435735
ENSDARG00000056498	11.79775042	11.20470069	11.35093691	11.27362332	10.68186417	11.82534716	11.88056223	11.35777165	11.39095742	10.99183078	11.52071077	11.8799382	11.67290492	11.36703041
ENSDARG00000056499	9.715102122	9.510532383	9.499947824	9.415153524	9.527397461	9.640070258	9.488139659	9.582509286	9.576028891	9.555501486	9.184929191	9.684853554	9.399591193	9.522792206
ENSDARG00000056502	5.892047437	4.668560077	4.606112865	4.884266456	4.909337117	4.975580604	5.164694358	4.624318599	5.019675622	3.576440965	4.938758819	5.388083993	4.761044884	5.16161802
ENSDARG00000056504	8.756131295	8.762269119	8.994126348	8.69480364	8.691864282	8.721357384	8.542520135	9.1260197	8.840119673	8.804530137	9.058253328	8.840468881	8.694331855	8.758275609
ENSDARG00000056509	8.10706391	8.038851478	8.133573104	8.019125316	7.966050186	8.160498756	8.098303149	8.011706322	8.219514725	8.204444444	8.033737593	8.179735813	8.074699172	8.14079342
ENSDARG00000056510	9.635453805	9.580643314	9.478567773	9.522938027	9.185551799	9.448705901	9.599542556	9.629736848	9.366443415	9.462299004	9.611283023	9.603713455	9.311539746	9.468418012
ENSDARG00000056511	13.96978241	14.95764764	14.07234892	15.1036047	15.22716719	14.30457	14.93139604	14.83325444	14.23784381	15.06201837	15.12734107	14.40085395	15.1149525	14.92164063
ENSDARG00000056515	8.899566775	8.678672339	8.740873911	8.77270948	8.625164129	8.556583478	8.704704053	8.732443409	8.703551638	8.714055909	8.905241295	8.675185053	8.832348805	8.713946862
ENSDARG00000056517	8.681127497	8.719445592	8.576749812	8.460976343	8.353405916	8.529997233	8.392995753	8.61848978	8.699637419	8.378960503	8.530656575	8.540805339	8.364788846	8.51864336
ENSDARG00000056519	8.611652975	8.754468076	8.651422872	8.62795063	8.65801808	8.501661602	8.466241129	8.693220962	8.551392178	8.622312606	8.652968851	8.551517695	8.624537262	8.625164129
ENSDARG00000056525	9.484405501	9.2826054	9.323932958	9.268132702	9.43823839	9.372574702	9.056674087	9.253618461	9.485275796	9.238764168	9.389836508	9.363246124	9.264110111	9.273247733
ENSDARG00000056530	9.362009055	9.053096667	9.081946515	8.914244098	8.97476117	9.294786236	9.105880865	9.177728025	9.195611398	9.272787073	8.816121705	9.266934163	8.991294092	9.189350442
ENSDARG00000056531	9.943497001	9.850307751	9.855328829	9.824905437	9.691809187	9.833878872	9.662577466	9.919637587	9.797036971	9.773725396	9.700736345	9.74974221	9.79566404	9.72098019
ENSDARG00000056532	9.161116029	9.176726182	9.17136862	8.827008492	8.760453575	9.160753792	9.076245943	9.24075279	9.025755766	8.804530137	9.129703379	9.160223991	9.014148372	9.112341563
ENSDARG00000056535	5.377380097	5.258560713	5.258560713	5.318190382	4.824351267	4.877601905	6.28611663	5.326035064	4.977327375	5.348207163	5.531944092	5.053917167	5.43007774	5.671868609
ENSDARG00000056541	7.675199946	6.101695034	6.812890455	6.647706339	6.438863072	6.843951867	6.812469842	6.538299242	7.291594209	7.043873754	6.944220537	7.271302508	7.053003953	6.885336865
ENSDARG00000056549	10.00467501	10.02752477	9.972795743	9.99440661	9.934940697	9.98603153	9.866654812	9.921756997	9.852782387	10.0025942	9.975077032	9.878023527	9.879980396	10.01375026
ENSDARG00000056550	9.080183534	8.669114564	8.822895184	8.823106961	8.753102295	8.916611994	8.735363979	8.611375587	8.902039452	8.857001329	8.778653432	8.900566482	8.853618185	8.941073477
ENSDARG00000056551	4.693143473	4.055991721	4.739066854	4.085333176	4.394810321	4.488192802	3.715960483	4.506372989	4.977327375	4.636404587	3.856723809	4.384754703	4.178932073	4.324134706
ENSDARG00000056554	7.446160875	7.50787896	7.561567809	7.642933321	7.681237294	7.636679013	7.571659137	7.316589156	7.489068921	7.741783201	7.576377689	7.648911965	7.875474812	7.625196953
ENSDARG00000056557	11.04991217	10.93943398	10.95872105	10.83572646	10.84882516	10.88123244	11.02939706	10.95795867	10.92122968	10.93760521	10.83884969	10.93154557	10.96989494	10.86456392
ENSDARG00000056559	8.879779533	8.781973383	8.832115252	8.677410525	8.628986332	8.704496501	8.77740553	8.697083509	8.63287418	8.739013761	8.79593849	8.870447062	8.824359304	8.60540261
ENSDARG00000056566	8.029489821	8.490642909	8.333632085	8.420767775	8.587863633	8.459882418	8.564779392	8.714179027	8.524257536	8.374332192	8.743790699	8.476334434	8.481713348	8.622312606
ENSDARG00000056572	7.260588282	7.277160318	7.115534917	7.479906873	7.537648822	7.267287889	7.490237976	7.236384702	7.092788828	7.483838502	7.213607601	7.524534685	7.450697285	7.676791399
ENSDARG00000056582	7.021736246	7.315072685	6.973746555	6.918363481	7.316589156	7.157265196	7.023343956	7.51416962	7.04884025	6.73266366	7.412171726	6.9613347	6.951810067	7.383037594
ENSDARG00000056583	10.39488776	10.30995361	10.39768429	10.09238701	10.12415616	10.27333335	10.33082312	10.36115388	10.42614424	10.32699563	10.34876676	10.34844514	10.16899344	10.39654049
ENSDARG00000056587	7.361438448	4.718607847	7.376098005	4.636404587	4.863964147	7.57353355	5.164694358	5.048270257	7.299883732	5.443895554	4.884266456	7.095275067	6.195564128	4.394810321
ENSDARG00000056590	7.668669129	8.449561315	8.093802945	8.484515565	8.453370265	8.274817109	8.264130885	8.186062719	8.291910894	8.387493344	8.409455678	8.301995997	8.631855421	8.59242463
ENSDARG00000056594	7.653373868	7.857000158	7.691145736	8.101925742	7.966050186	7.681711086	8.052865439	7.946403437	7.676791399	7.864923825	7.894342441	7.560783747	7.85177579	7.83874741
ENSDARG00000056600	8.45150341	8.259057572	8.342423047	8.080369185	7.948380903	8.466241129	8.074699172	8.423887334	8.111749444	8.230487757	8.127867457	8.235025178	8.282520236	8.044925874
ENSDARG00000056601	8.636641246	8.925819342	8.608234257	8.789875102	8.887037841	8.612437035	8.766837831	8.823106961	8.396974799	8.863201198	9.051541916	8.746699852	8.832348805	9.044546823
ENSDARG00000056603	4.109017218	4.394810321	3.985230732	5.284305768	4.457354204	4.935682481	4.73153163	4.680034877	4.935682481	4.168360562	4.680034877	4.384754703	4.624318599	4.085333176
ENSDARG00000056605	9.342525454	9.744915098	9.27394525	9.832340818	9.988122795	9.393053817	9.542976668	9.758686191	9.449334926	9.809627759	9.829773643	9.487021039	9.819120871	9.776531763
ENSDARG00000056609	8.547910101	8.264914758	8.443166571	8.1413393	8.31651878	8.388695011	8.082283136	8.194828975	8.339140027	8.118140999	8.328977741	8.287250799	8.233338245	8.294207257
ENSDARG00000056615	5.767197584	5.730810437	5.778271849	6.436603851	6.350293738	6.055721561	6.179946693	6.268783575	5.847632632	5.65407324	5.936942564	5.744317586	6.062479684	6.021828926
ENSDARG00000056617	7.361438448	7.376098005	7.320888786	7.851324806	7.549080834	7.433035339	7.167743961	7.248000714	7.369872568	7.677543309	7.449860799	7.216789985	7.402843154	7.313061637
ENSDARG00000056618	6.73266366	6.671714499	6.601183747	6.809426513	7.136273835	6.812469842	6.796863151	6.538299242	6.525969066	6.856535432	6.9613347	6.580411009	6.963026349	6.874100958
ENSDARG00000056619	8.065932622	7.568734654	7.960232744	7.68974516	7.991727919	7.797991168	7.748981057	7.737543447	7.836586792	7.73384074	7.758390937	7.685801196	8.002225663	8.011706322
