	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBC_10-4_A	DBC_10-4_B	DBC_10-4_C	DBC_10-3_A	DBC_10-3_B	DBC_10-3_C	DBC_10-2_A	DBC_10-2_B	DBC_10-2_C	DBC_10-1_A	DBC_10-1_B	DBC_10-1_C	DBC_3uM_A	DBC_3uM_B	DBC_3uM_C
100000104	1.959617271	1.706474918	1.438174283	2.134488845	1.8952582	2.188897981	1.847783925	2.114096253	1.836287696	1.819827465	2.359973201	1.820421525	1.587170551	2.208510086	1.549978503	1.708051143	1.798510174	1.934913935	1.320048982
100000119	3.42568172	3.693378331	3.694823862	3.69077089	3.38147507	3.385473953	3.523415561	3.283388907	3.000801729	3.27407418	3.166433014	3.429289375	3.152335377	3.435663267	3.395251099	3.25930603	3.382047833	3.473541106	3.277767296
100000122	4.439045281	4.394967799	4.651135249	4.523740482	4.439231172	4.185155772	4.417720138	4.333753238	4.039757157	4.034231088	4.257067415	4.016690776	4.210166062	4.319347818	4.052043341	4.260577583	4.264718906	4.265874213	4.185969527
100000125	4.959463816	5.01636277	5.123450957	5.026921133	4.944491493	5.056714209	4.940573253	4.853952982	4.829193129	4.802957057	4.813944348	4.87685487	4.896353111	4.829504718	4.922665953	4.957359758	4.84860761	4.979712319	5.067559005
100000131	2.382027725	2.86261629	2.899298818	2.574863044	2.026775905	2.493292336	2.628707152	2.183886461	2.358215609	2.131262805	2.089103103	2.484340934	2.470875503	2.614832537	2.33135476	2.374514691	2.181340279	2.387409029	1.7765291
100000132	1.266703164	1.37974801	1.785665592	1.420374212	0.892113	1.273505925	1.205921252	1.542511569	-0.033860127	0.280740455	0.40663444	0.825718171	1.324492872	1.115839928	0.206167239	0.499579351	0.525908205	0.613081163	0.69059189
100000133	3.127791413	3.110606867	3.129634639	3.215479523	3.012426151	2.733999439	2.950222381	2.93236303	2.144006223	2.942789825	2.822573736	2.206195548	2.760206327	3.095857245	2.343136296	2.996742526	3.04849594	2.409434632	2.546485696
100000135	3.342589868	3.547993921	3.448901069	3.851150977	3.112058378	3.144657484	3.212981478	2.500683302	2.678257541	2.986456447	2.648164134	3.059430024	2.847622631	2.960231386	2.932181862	3.093344279	2.917650394	2.807972968	2.83654293
100000148	3.107801027	1.490013012	3.577096155	2.902361918	3.435736826	1.991087332	1.833320177	3.251239039	1.963865325	2.659588249	2.881108083	1.887922699	2.015555072	3.284854647	2.087018822	2.880521025	3.478048612	2.106518185	2.401776912
100000151	4.595571456	4.458734358	4.624405473	4.583905753	4.174316959	4.35265194	4.448889023	4.167997718	4.162627357	4.134680017	4.071588702	4.15189392	4.300255445	4.378008334	4.217992987	4.296829283	4.189097248	4.229193875	4.185969527
100000156	2.743335212	2.447445647	1.643810462	2.398470173	2.53749054	1.152344452	0.70010892	1.664709609	0.752135544	0.794636619	1.641431509	0.79791111	0.794928995	1.991898585	0.891550752	0.999338005	1.766848784	0.888687976	0.771354773
100000160	5.510560552	5.502867775	5.704750767	5.617905809	5.405160289	5.563888753	5.463935336	5.261542667	5.397535763	5.330871654	5.244298592	5.489035648	5.348601795	5.42963026	5.306473345	5.490320472	5.393225133	5.470908761	5.411019521
100000165	4.792095571	5.032851912	4.979010559	5.002881008	4.445121926	4.563379131	4.407992643	3.783494137	3.984944959	4.235843129	4.087212484	4.421602109	4.352813762	4.330392365	4.179082521	4.153941107	4.261882508	4.581750779	4.240180498
100000175	7.945433268	8.777665957	8.461941455	8.942447204	8.166925743	8.363599979	7.895441241	8.199258277	7.755543019	7.337158937	7.971163419	8.184850994	7.778271822	8.456292284	7.764181867	8.057889725	7.664627658	7.931525552	7.663579681
100000190	4.738932962	4.537885295	4.594419163	4.415323258	4.695452707	5.314937353	4.332867438	4.719417852	5.077104201	4.087336378	4.841843044	5.145862225	4.374383281	4.995509811	5.073499706	4.382538869	4.887771299	5.239982551	4.336227374
100000219	2.087609994	1.235240583	2.201914911	1.790861156	2.190020739	1.698266475	1.680099428	2.05572659	1.56450001	1.5900355	1.187510871	1.628534303	1.346486752	1.736918749	1.422513939	1.61922426	1.798510174	1.197990707	1.79596329
100000223	5.023108132	5.074154046	4.883049692	4.832307632	5.245551718	5.21068761	4.928716529	5.376289741	5.161277597	5.327479897	5.238713254	4.817503123	5.302934167	5.222330386	5.132396608	5.360464757	5.287021235	5.116545837	4.859334458
100000230	8.167892338	8.08437236	7.899518667	7.822811416	8.396308727	8.239418782	8.229016211	8.499244546	8.593645365	8.559140061	8.488962084	8.264632443	8.376481105	8.350681733	8.400618246	8.375040037	8.630518627	8.342275446	8.25253307
100000242	6.084052959	6.074197163	5.99605438	5.820293917	5.982640531	6.121038865	6.063979667	6.099548964	6.280119315	6.169081005	6.159488028	6.262750634	6.147116351	5.998539654	6.420018715	6.204151413	6.186549885	6.233820557	6.145628832
100000252	5.801447986	6.139098834	6.143593594	6.092957288	5.647953134	6.085280152	5.887968153	5.703015584	5.654176898	5.615841734	5.608198853	5.818901254	5.757463336	5.937729894	5.638310342	5.63515947	5.505394955	5.86185273	5.643339937
100000256	7.639143053	8.618957961	8.154787077	8.67960372	7.824570391	8.085029151	7.594101547	7.773853464	7.4019157	7.071736708	7.784436752	7.956501982	7.555335561	8.252923658	7.404656628	7.92329631	7.246197996	7.717591159	7.568964908
100000285	2.2176567	1.490013012	1.766234735	1.684961695	1.877942356	1.955311838	2.157437466	1.584404873	1.873904007	1.780678236	1.875381309	1.644235734	2.015555072	1.8018407	1.609722191	1.818571141	1.782766332	1.47360673	1.54345354
100000303	5.483665607	5.335726848	5.355695694	5.264207637	5.533732873	5.233269674	5.192247927	5.397008277	5.101092694	5.279138496	5.318981691	5.081003724	5.230863445	5.390062772	5.266817707	5.239026309	5.38281919	5.236906455	5.17165354
100000319	3.254418294	2.870792478	3.39930812	3.104841813	3.312257974	3.120632943	3.066088072	2.713857836	2.21899933	2.793451087	2.664920079	2.440051473	2.824302268	2.797843958	2.33135476	2.918243867	2.57783635	2.376268832	2.557914309
100000322	3.672465504	3.30415676	3.66365718	3.096604731	3.704855503	3.451164799	3.391418474	3.528422342	3.511006888	3.408558894	3.528737769	3.116827699	3.576557107	3.5684621	3.395251099	3.617535855	3.613267779	3.45777403	3.489520183
100000325	2.266561412	1.894656056	2.1428698	2.574863044	1.945992606	1.80261799	1.890324963	1.182244603	1.892350646	1.949043936	1.658265376	1.547356772	1.530658375	1.827012957	1.908228996	1.351542443	1.650219267	1.934913935	2.091647891
100000326	3.101075534	3.210625179	2.853998192	3.407509381	3.020339264	3.378737312	3.059889492	3.41691001	3.528802773	2.860696305	3.33295264	3.235597792	3.170943326	3.329575112	3.33752511	2.854813098	3.27357906	3.106489973	3.140081305
100000332	2.17985856	2.795483074	2.127723057	2.574863044	2.361788209	1.955311838	2.80952924	2.386918532	2.276307734	2.951629523	2.984842854	3.932876907	2.908027937	1.911810087	3.265059537	2.967054034	2.454076276	2.574488934	3.46544823
100000333	2.060132343	2.380306089	1.38820474	2.343840337	2.323925811	1.880984098	2.402465725	2.142418739	2.128528203	2.192204935	2.038566997	2.247899681	2.082609014	1.876076969	2.377914404	2.31919009	1.932969333	2.079297791	1.54345354
100000341	9.859126567	9.786137222	9.782198578	9.791902199	9.972908715	9.917501943	9.957154519	10.10359532	10.12779294	10.18412584	10.15800724	10.04445035	10.06013656	9.941136899	10.16597209	10.08580807	10.04878774	10.0085694	10.06663318
100000342	5.985248661	6.238806481	6.347752442	6.351906069	5.518448729	5.821553915	5.522582707	5.042342258	5.437338521	5.286144376	5.286867039	5.615889737	5.416452839	5.582492914	5.372632957	5.39766186	5.367068177	5.700389802	5.351517581
100000353	4.333977463	4.563332498	4.518060604	4.650129481	3.799860993	4.192857211	3.989083571	3.38763111	3.603478184	3.295063595	3.414481687	3.945605231	3.66235053	3.87943135	3.727379997	3.543028416	3.577213897	3.888573136	3.483539745
100000381	2.44711698	2.309888862	2.096943984	2.301466083	2.559380245	2.493292336	2.157437466	2.444922002	2.435722001	2.851279624	2.506612517	2.237586122	2.539310421	2.362782576	2.818623907	2.290711301	2.858797681	2.765909935	2.122763116
100000389	3.519459871	3.04708879	3.473072568	2.930440481	3.629256284	3.221967287	3.415892556	3.321046284	3.24284243	3.186922664	3.439042729	3.053562633	3.048824046	3.151717944	3.201760677	3.104295381	3.487792098	3.079269042	3.069971772
100000398	5.635667176	5.505495752	5.565555556	5.521208817	5.764430186	5.752880956	5.532689222	5.600835588	5.68360129	5.367664002	5.667603473	5.664819779	5.563365926	5.724053213	5.780483844	5.455465475	5.643646484	5.783905915	5.512891686
100000399	3.348280715	3.089743364	3.04347741	3.245592149	2.988423014	3.3376432	3.190460589	3.204990527	3.184161419	2.906879237	2.957901353	3.235597792	3.107960096	3.238703477	3.059041703	3.014266724	3.245137921	3.065463519	3.147665034
100000415	3.024948772	2.950102626	3.122011348	3.238122711	2.434656369	2.835886134	2.110227129	2.040757568	2.46065898	2.192204935	2.24209547	2.493037975	2.042751764	2.362782576	2.354822399	2.309759486	2.205160163	2.695949152	2.282845368
100000433	3.597990122	3.45860224	3.39930812	3.453386561	3.232756907	3.562359344	3.477647683	3.539113789	3.620175575	3.50779198	3.240962174	3.678372671	3.195386368	3.58699986	3.801840216	3.543028416	3.256581747	3.45777403	3.377885261
100000463	4.049568215	3.656019026	3.454982017	3.540983405	3.649806564	3.977906827	3.610813098	3.801367222	3.806783092	3.703649879	3.967378391	4.004576987	3.812117658	3.783035279	3.955569228	3.894843868	3.913548569	3.953725091	3.745838826
100000478	3.676994995	3.795692278	3.931279968	3.950475491	3.675089488	3.482921566	3.732718899	3.357745677	3.306125538	3.446575626	3.348594425	3.525684781	3.788211415	3.491833093	3.258853175	3.326313182	3.549569604	3.544924683	3.559416063
100000492	4.823077521	5.233229534	5.409917825	5.304101358	4.793370117	4.903223042	5.452150919	4.573636881	4.581733878	5.077866323	4.726857401	4.679546654	5.241172697	4.864876888	4.67017514	5.151988883	4.810293706	4.95371725	5.137783077
100000500	4.124439751	3.938669967	4.028269315	4.0043058	3.927375956	3.550419245	3.804916882	3.606741227	3.56949222	3.531569266	3.818075518	3.48266537	3.519619313	3.912144989	3.61038663	3.472937004	3.800820729	3.489137726	3.615182349
100000502	3.694972075	4.107319062	3.850548382	3.904029835	4.082818439	3.87155961	3.736610227	4.007889402	3.83566586	3.944088814	3.953806464	3.887422065	3.759810715	4.15015124	3.856295181	4.220877937	3.973723199	3.964923177	3.609701729
100000517	5.174931228	5.329807795	5.18876364	5.293330196	5.464367168	5.492359915	4.855453943	5.29976707	5.242607897	4.902051928	5.305687354	5.498784474	4.997118739	5.543160306	5.241861134	4.890927069	5.367068177	5.483941276	4.85006761
100000527	2.914208393	2.436470464	2.778421798	2.37141382	2.862024542	3.444728692	2.653618125	3.018928869	3.017704196	3.012035778	3.081616469	3.18282015	2.98014289	3.059149298	3.175642468	2.848313895	2.946200263	3.126573829	3.0458238
100000537	3.353949202	3.756515923	3.626424102	3.640662	3.177213039	3.513994329	3.356441903	3.428457194	3.405794131	3.315752013	3.212750899	3.429289375	3.538849342	3.435663267	3.483061879	3.120567733	3.301470336	3.468304537	3.318651931
100000539	0.91447983	0.861417554	0.910371909	0.804010363	1.229022419	0.912237087	1.064474588	1.287444711	0.868513192	0.943858819	0.192209348	0.618775436	0.588953302	1.195315933	1.100333597	0.951626021	1.134180929	0.856982033	0.884606836
100000558	2.230039171	2.414266397	2.313215378	2.489360792	2.548476908	2.455376652	2.594808963	2.070541892	2.532983521	2.279047335	2.51587824	2.649038061	2.631765291	2.525393915	2.629536415	2.419051164	2.318694856	2.677915701	2.350124841
100000559	1.699589072	1.130177889	1.600579599	1.366583081	1.692291841	1.608985546	1.727798048	1.126620638	1.609793049	0.871176171	1.58971827	1.388627828	1.389493481	0.987760371	1.570169212	1.440647257	1.484921108	1.47360673	1.320048982
100000570	5.189270481	5.151695159	5.337707739	5.286104484	5.100063033	4.872382724	5.341521524	5.036694807	5.004769385	4.92467556	4.975455799	4.999422183	5.038238756	4.896432869	4.780434643	4.991676422	4.915108435	4.824434969	5.211999169
100000576	3.672465504	3.137963672	3.152265762	3.400834763	3.799860993	3.671117795	3.444723734	3.53377797	3.474742719	3.30199275	3.414481687	3.559199932	3.254741322	3.61977914	3.19527532	3.307483734	3.604338426	3.584183555	2.979380465
100000577	5.031975241	4.670256479	4.920885818	4.809809859	4.940326771	4.778258957	4.833819776	4.702872449	4.664557478	4.607065931	4.750599396	4.810561937	4.559953885	5.01343808	4.756405719	4.659939881	4.790748307	4.776514628	4.800415368
100000597	6.122751206	6.119504237	6.184425156	6.125708912	5.989711008	5.941832567	6.150383325	5.937264591	5.958784337	5.829926869	5.878039174	6.009774293	5.920291707	5.915166042	5.83677762	5.900790235	5.876563259	5.967697522	5.903972624
100000615	3.802521433	4.236319918	4.285344755	4.368199323	3.162986388	3.56829254	3.201764978	2.78744334	3.373330362	3.020462421	3.130691854	3.495706419	3.377314854	3.472022547	3.366676806	3.163084186	2.967247905	3.463048892	3.277767296
100000629	1.944668756	1.130177889	1.533202851	0.585974513	1.384251952	1.273505925	1.113180716	0.977386037	1.817105233	1.079083072	1.233167486	1.312058002	1.209193985	1.252175501	1.722263378	1.440647257	1.1587856	1.197990707	1.520272009
100000640	1.52969032	2.032230604	2.000459113	2.085383252	1.501958639	1.761778586	1.526742178	1.008493502	1.367609611	1.316577555	1.164129045	1.690340038	1.6055265	1.491384904	1.232894533	1.77811179	1.523325389	1.47360673	1.716604595
100000646	2.060132343	1.688084977	2.187378634	1.963853243	1.860416151	1.676458862	1.958552511	1.722134404	1.170097391	1.740436942	1.831528312	1.735016495	1.62365183	1.723576267	1.466265433	1.216758253	1.615088293	1.994412379	1.675225863
100000647	4.195616632	4.245781255	4.164382302	4.451298735	3.993185458	4.138063276	4.184072904	4.007889402	4.014717721	4.075253666	3.922794606	4.260302179	4.024826536	3.972610554	4.221188647	4.004126655	3.924351643	4.126559918	3.954795138
100000654	4.049568215	4.270712274	4.47382519	4.425224055	4.07524159	3.87155961	3.9693764	4.000171952	3.914493352	3.876068804	3.99414512	3.989290299	4.058528293	4.112258433	3.940137313	4.200610787	3.994375944	3.96863664	4.050944629
100000656	2.425745196	2.602778218	1.914812813	1.770294022	2.446451111	3.128685658	1.696174831	2.522398036	2.740672002	2.001065532	2.631211291	2.656799348	2.029217504	2.772152973	2.916496367	2.106915006	2.568684278	2.659653978	2.197736073
100000660	3.831252187	3.829644475	3.789298001	3.913439357	3.565788455	3.412110289	3.660818159	3.586268381	3.474742719	3.223877663	3.379378241	3.401842095	3.344905099	3.519118645	3.343402764	3.566975391	3.586312188	3.49944258	3.679375471
100000665	3.883137236	4.292179006	4.119146991	4.315940583	3.286241373	3.866753135	3.717047771	3.129179421	3.399359555	3.094166013	3.21843746	3.559199932	3.529266367	3.579613315	3.289621389	3.312214185	3.328832607	3.622402347	3.177607478
100000683	3.875275371	3.096731443	3.347949528	3.088320349	3.375318051	3.288172139	2.450641468	3.555003854	3.264246717	3.611833027	3.27955352	3.420198179	3.31732945	2.94306501	3.271239314	3.416941565	3.267935511	2.964938737	3.228556418
100000685	1.549586642	1.074630728	2.096943984	1.497477662	1.282642967	0.835595779	1.743353461	1.068765756	1.010380197	1.396441795	1.187510871	0.339012166	0.887845311	0.895586297	0.443561584	0.798222679	1.425327035	0.824563604	1.237169854
100000687	2.230039171	2.562963833	2.391394938	2.501890047	1.945992606	2.008647806	1.490329897	1.068765756	1.675173125	1.634630763	1.658265376	1.847802138	1.491715068	1.491384904	1.232894533	1.31430025	1.363164817	1.49436404	1.520272009
100000702	1.699589072	1.777776498	1.198276395	2.068636135	1.769441674	1.608985546	1.18328901	1.584404873	1.367609611	1.28894251	1.624398897	1.461337774	1.659233317	1.270641373	1.306952644	1.540781129	1.718014479	1.342370529	1.292948203
100000709	4.605109784	4.360544661	4.981118996	4.699916206	4.54175107	4.468219905	4.6684845	4.225391782	3.936881286	4.067141937	4.159937812	4.037648193	4.297435459	4.248917324	3.83559349	4.413686312	4.357981242	4.20105834	4.703409491
100000710	3.060050558	3.017935271	2.917028149	2.985009498	2.972196147	3.128685658	3.053664165	3.191499706	2.975070824	3.020462421	3.142704226	2.924491221	2.862962716	3.141721012	2.916496367	2.990853502	3.015196852	2.888589543	2.729437152
100000711	4.631019607	4.982808098	4.813759164	5.163311616	4.028925329	4.557425652	4.327717217	4.108225435	4.34109264	4.099318736	4.090317039	4.351598119	4.403524458	4.702646822	4.406651724	4.562057486	3.873230455	4.353691346	4.215135317
100000713	3.468115146	3.292030719	3.554619329	3.528790522	3.685079886	3.351471705	3.615047027	3.661588073	3.346822907	3.698407653	3.424356337	3.321113198	3.529266367	3.443822666	3.686346839	3.430057833	3.695448906	3.295756856	3.668873015
100000715	3.468115146	3.603017316	3.11434756	3.339331491	3.356687746	3.330678921	3.310188893	3.616869724	3.816475072	3.50779198	3.546930719	3.63187808	3.237189826	3.381471747	3.580837773	3.551054988	3.478048612	3.677896715	3.565090699
100000720	4.111112582	4.014429078	3.978480326	3.860910598	4.036748703	3.857091876	3.894722338	3.570720807	3.450050079	3.639449818	3.783967925	3.330848547	3.576557107	3.723957837	3.412127906	3.477155652	3.949248608	3.574468537	3.447126962
100000724	0.974586051	1.706474918	1.462524659	1.338916224	0.821408774	1.385275585	0.907637419	0.206044278	1.139537258	0.280740455	0.878299781	0.71112184	0.826570696	0.987760371	0.353235474	0.595836031	-0.01919955	0.791399931	0.69059189
100000764	1.167187739	0.687183142	0.945349109	1.281938039	1.384251952	1.585774482	1.01406649	1.287444711	1.340995859	0.713807778	0.661657273	0.65021895	1.003099701	1.136123142	0.954348538	0.824949582	1.504251034	0.856982033	0.810101717
100000768	1.337078992	1.862216822	1.785665592	1.684961695	1.769441674	0.874425307	1.803950258	2.276246616	0.868513192	0.671629178	2.113722458	1.210251177	1.256424919	2.198900329	1.072294488	1.649444989	1.718014479	1.172457506	1.696063575
100000769	5.203468614	6.326875326	5.646162657	6.259006976	5.056474765	5.624939291	4.832002199	5.272796451	4.64836878	4.199197271	5.194677722	5.410875164	5.000590527	5.811780644	4.812569431	5.16119497	4.511540995	5.221426816	4.658994146
100000771	4.663336717	4.52499137	4.942687484	4.21301707	4.744047823	4.91024738	4.973922348	4.949217769	5.138277101	4.911143998	4.775886496	5.035590008	4.847064071	4.801204226	5.017620036	4.710983041	4.999260944	4.799631726	5.149161815
100000775	8.907388977	8.996736	8.925240939	8.958160429	8.715961571	8.858550991	8.792512276	8.758370311	8.974700203	8.64100254	8.803927589	9.034216525	8.818279571	8.872412388	8.958493271	8.908194317	8.644469532	9.020525965	8.748519433
100000787	3.376403023	3.279801893	3.232335467	3.137327749	3.19829338	3.476625889	3.09061945	2.995830419	3.326617723	3.156661605	3.295781805	3.325989084	3.207454325	3.534481781	3.101279298	3.183881599	3.413059563	3.301657356	3.029497638
100000797	1.974412483	2.184304717	2.187378634	2.197466427	1.769441674	2.188897981	1.663842883	1.261855073	1.777957755	0.833413918	1.70761958	2.061676395	1.641552265	1.876076969	1.704105656	0.999338005	1.889527268	2.197937749	1.588728208
100000800	3.42568172	3.414538866	3.418105818	3.67978502	3.17011725	3.288172139	3.256995253	2.685265955	3.099367875	3.045450998	2.866695635	3.088414288	3.120778635	3.171506361	2.749480733	3.093344279	2.749649179	3.079269042	3.170179925
100000808	4.595571456	4.686559573	4.588899507	4.675237597	4.508380736	4.655437889	4.453625025	4.405621487	4.416316435	4.126896517	4.254302056	4.43745895	4.233958896	4.521763711	4.423396459	4.325188736	4.480157742	4.463037874	4.125807163
100000823	2.34834769	3.110606867	3.002546855	2.883334606	1.877942356	2.733999439	1.818709954	0.810914197	2.015266992	1.819827465	1.624398897	2.206195548	1.676700299	1.991898585	1.892279446	1.883579717	1.750753654	2.185227165	1.520272009
100000836	3.703877304	3.879120039	3.679324681	3.904029835	3.554933624	3.451164799	3.496129428	3.544429947	3.38640366	3.47750847	3.348594425	3.36441405	3.649138807	3.316303923	3.182216483	3.651529345	3.392459321	3.534940739	3.536491645
100000842	3.883137236	3.729794567	3.803665267	3.685288412	3.804450926	3.631996288	3.713103246	3.709701678	3.65840066	3.47750847	3.510312466	3.583835038	3.60420492	3.515252162	3.49367175	3.621352706	3.577213897	3.574468537	3.780397702
100000844	3.597990122	3.903235767	4.007732311	4.07728297	3.493726696	3.526238436	3.572137979	3.296050896	3.326617723	3.061872788	3.136710542	3.420198179	3.164767305	3.30290952	3.560796859	3.335636543	3.284800359	3.325020953	3.263877493
100000849	2.336943989	2.490530033	2.187378634	2.101938193	2.073160124	2.416437543	2.611857616	2.522398036	2.435722001	2.648757713	2.614056866	2.466787967	2.323422428	2.829327405	2.283242256	2.568876761	2.613874872	2.259863273	2.729437152
100000855	3.134393792	2.669914152	3.019058685	2.91178229	2.896828233	2.712729279	2.73367881	2.805267867	2.6130203	2.712553899	2.673225634	2.803852508	2.684521635	2.607587484	3.008148885	2.630777711	2.657692816	3.126573829	2.769310762
100000859	3.751897106	3.693378331	3.886987907	3.728575728	3.532975831	3.405497168	3.449473408	3.38763111	3.146235525	3.288100998	3.268632354	3.139162274	3.283527489	3.526820663	3.066167736	3.472937004	3.192486751	3.253763498	3.0458238
100000862	5.848385236	5.653824747	5.897914276	5.751132536	6.069101349	5.956610252	6.099919936	6.042455383	6.085435228	6.228478391	6.021556031	6.064042945	6.215934861	5.911493432	6.218101973	6.131070786	6.115267968	5.952776213	6.120799215
100000884	1.489055086	0.445846963	1.38820474	1.25258224	0.821408774	0.835595779	1.35512269	0.738546443	0.33318967	0.583381975	0.878299781	0.852999386	1.083873828	1.270641373	0.256874147	0.532383694	1.425327035	-0.04979118	1.149237779
100000886	1.835453623	2.380306089	2.112415601	2.501890047	1.610782078	1.719749349	1.876283536	1.209272493	1.56450001	1.110997556	1.517751095	1.596609295	1.587170551	1.827012957	1.529501206	1.750494451	1.298203105	2.065492545	0.955452497
100000896	2.325449431	1.894656056	2.096943984	2.068636135	1.589664188	1.740917014	1.818709954	1.361598011	1.873904007	1.634630763	1.816609341	1.644235734	1.74452728	2.046499409	1.82665722	1.791724703	1.889527268	1.650474396	1.696063575
100000931	3.937002414	4.348885308	4.275070295	4.378427694	3.748383763	4.060206322	4.021342189	3.495864227	3.726810047	3.847936691	3.317139404	3.579758289	3.831741308	3.648303899	3.545581336	3.786831941	3.502285044	3.868837144	3.937399228
100000934	1.35979485	0.723754123	1.38820474	0.88276494	1.085545021	0.754653447	1.205921252	0.845780803	1.393741292	1.172783567	0.962033949	1.272193167	0.794928995	0.942409336	0.64735661	1.022615039	0.861867581	0.223183948	0.920464495
100000935	3.420288699	3.345812826	3.239398903	3.238122711	2.980332395	3.136693674	3.371535813	3.428457194	3.456262973	3.259909644	3.404538984	3.172028912	3.133484282	3.41090448	3.252619998	3.264196847	3.43336979	3.165921748	3.338667813
100000948	3.254418294	3.420120951	3.448901069	3.200184185	3.191300768	3.371969067	3.366522036	3.150253387	3.528802773	3.295063595	3.240962174	3.316220777	3.311750502	3.156690552	3.400898666	3.321628809	3.119155974	3.253763498	3.570743102
100000949	3.160505239	3.660742189	3.715233772	3.87060464	3.232756907	3.371969067	3.283837222	2.769395833	3.034410927	2.906879237	2.866695635	3.082663833	3.0555157	3.059149298	2.993272125	3.03158061	2.881149734	3.099732739	3.085848752
100000956	7.192639756	6.865669112	7.459342531	7.057892491	7.499793974	7.280198785	6.989161567	6.839180955	7.134860094	6.496410148	6.94294313	6.511563587	6.482111771	6.47384108	6.845944921	6.413796406	7.180985614	6.77955023	6.636091691
100000962	0.786189396	0.759420936	0.837765872	0.88276494	1.201445799	0.712413047	1.160296059	-0.026405821	1.010380197	0.907975163	0.557828711	0.9318779	0.857533288	0.387410537	0.153612992	0.975679242	0.76903074	1.119994079	0.365920151
100000981	2.559317124	2.725072824	2.749027763	2.732019636	2.161680977	2.157756162	2.460086535	2.35096302	2.579261023	2.293026117	2.359973201	2.31810111	2.334469442	2.692215417	2.509204179	2.544961588	2.002586504	2.554860686	2.296554609
100000992	4.792095571	4.578388119	4.874000989	4.68075833	4.96513665	4.548449114	4.69272368	4.560577881	4.607083999	4.685994729	4.579988136	4.481826858	4.74312702	4.62941809	4.797662225	4.73231769	4.84860761	4.547399519	4.88224446
100001019	1.337078992	1.531862736	1.746538597	1.640325018	1.359512703	1.302270559	1.293058544	0.406186866	1.043769547	0.439982539	1.255465151	0.906061294	0.060021406	0.822372893	0.486688792	0.656614795	0.891531476	0.888687976	0.884606836
100001029	1.549586642	1.894656056	1.556013185	1.999633169	0.926206772	1.538201083	1.375231265	1.182244603	1.419408056	1.013054692	1.320362094	1.369862979	1.003099701	1.491384904	1.014526495	1.276071142	0.977030237	1.172457506	1.265328579
100001113	2.393081914	2.117160085	2.558853425	2.051692328	2.591604386	2.141929487	2.551284512	2.564870918	2.233541259	2.822655084	2.307583111	1.659768118	2.388470212	2.336729265	1.609722191	2.58460277	2.1571205	1.631859723	2.010790814
