	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBC_10-4_A	DBC_10-4_B	DBC_10-4_C	DBC_10-3_A	DBC_10-3_B	DBC_10-3_C	DBC_10-2_A	DBC_10-2_B	DBC_10-2_C	DBC_10-1_A	DBC_10-1_B	DBC_10-1_C	DBC_3uM_A	DBC_3uM_B	DBC_3uM_C
393444	11.2518111703	11.3471220083	11.6035739093	11.5461153883	11.0379119183	11.2363857073	11.1945952273	10.8589355173	10.8480452253	10.6469307013	10.8463915573	11.0462653623	10.9817147003	11.2355235193	10.7848742673	10.9542678013	10.7669161733	11.1918880593	10.8869432093
767751	6.8305465853	6.5378254053	6.8213074653	7.0835088793	6.6693627883	6.6081194913	6.8626516133	6.3702211803	6.2573811663	6.1419299043	5.9270410003	6.4262165833	6.3942205123	6.6027760143	6.3616031333	6.4403162423	6.8388901023	6.3714573623	6.7246256823
100000981	6.5545056543	6.7202613543	6.7442162933	6.7272081663	6.1568695073	6.1529446923	6.4552750653	6.3461515503	6.5744495533	6.2882146473	6.3551617313	6.3132896403	6.3296579723	6.6874039473	6.5043927093	6.5401501183	5.9977750343	6.5500492163	6.2917431393
553542	9.4167796333	9.8714139413	9.7327364363	10.0061492283	9.0631617213	9.4671212723	9.4004378203	9.0561975403	9.0883292963	8.9085966203	9.0898362553	9.3487173683	9.2186428583	9.3947210933	9.0292558663	9.2104194513	8.9264540123	9.2982987853	9.2429114693
565203	5.0274764673	5.0698192583	5.1037324343	5.3058969323	4.1915433723	4.1366482783	4.7268354863	4.3538821223	5.0715921213	3.8924736533	4.2329083603	4.6139639663	3.5504131013	4.8423810123	4.0942602263	4.2805404863	4.0301578273	4.4478237113	3.5434183703
565122	8.4181444613	8.7228434653	8.5813202693	8.7005320113	8.0122986723	8.6972436033	8.3073438423	8.0183900763	8.3825348693	8.1529702193	8.1252683573	8.6004723063	8.1092626483	8.3474195253	8.4889803193	8.1829862263	8.0166494613	8.6386424843	8.1055547543
565799	9.8625239053	9.9349724493	10.0683809723	9.9468741203	9.6846766023	9.8030161373	9.7561336783	9.5440706583	9.4909991863	9.3874108383	9.5289423243	9.7350003803	9.5933451233	9.8203048323	9.6275098663	9.4938333823	9.6146638523	9.6304835193	9.5712696793
566010	7.7513728443	8.0990433323	7.8956074173	8.1656732963	7.4544017483	7.6881942123	7.7510994973	7.2849223233	7.6318704533	7.4165313013	7.3228893263	7.5543884623	7.5340378723	7.5748018453	7.4513792573	7.5179529423	7.1330295863	7.4791460943	7.3730737913
335357	9.3016410923	9.5189472933	9.4391356293	9.5483521383	8.6931102643	9.0893960133	9.1369746493	8.8850849743	8.8434051203	8.9017936553	8.9123943583	9.1188204643	9.0848629583	9.0860065563	8.8287902663	9.0879252903	8.6433347773	8.9300468563	8.9066822493
100538182	7.9170050113	8.2994923363	8.1371304623	8.1419342573	7.6088376933	8.0968953893	7.6228632973	7.5236108723	7.3815921903	7.4101535223	7.1137671523	7.6543702203	7.4042010313	7.5931977773	7.5305362953	7.4765505303	7.3979847403	7.8520531713	7.5602792293
101883673	6.0963435563	5.8073364673	5.6601381473	5.8847044703	6.1132879073	6.0383287683	5.3299184023	6.0509151203	5.2814371473	5.3117660853	5.8560997783	5.2054397073	5.3846820113	6.2415100513	5.4177024693	5.7595577343	5.3583533473	5.5100154583	4.5554691483
566226	8.2825304763	8.4402983513	8.8042078193	8.6082614393	8.4403104563	8.4150082903	8.4722631323	8.1870962503	8.0917344443	8.2237765763	8.1551263423	8.2857378453	8.4728320333	8.1353319383	8.1241090943	8.3978277923	8.3017975253	8.3770032473	8.4057920953
553467	7.1749718193	7.1466385013	6.8213074653	7.0667960203	7.3518762763	6.9536046753	6.8047177703	7.0443510763	6.7760188093	6.9111295603	6.9462751553	6.9451715353	6.8194907983	7.4226459883	6.8717084283	6.9682293393	7.2229886883	6.7864831613	6.5868553113
566362	6.0963435563	5.8073364673	6.5081467323	6.4591595753	6.0683486543	5.8761726283	6.1756641893	5.9427158843	5.3090704453	5.7356254723	5.5493719163	5.8831112293	6.0777975443	5.8346248063	5.4397440623	5.5197559123	5.6626576043	5.8031961963	5.8479313333
393539	7.6539796073	7.8538995453	8.1143355213	7.8414348263	7.6901901093	7.6100881603	7.7003702233	7.4744939553	7.4389988433	7.5788657783	7.3592569693	7.3114093073	7.7426542543	7.4830812163	7.3149356213	7.5502401193	7.4732371423	7.3602068883	7.5200799023
100333297	8.5593175603	8.6863724913	8.9951460663	8.6311779003	8.4578397603	8.7079968573	8.6223468273	8.3135077513	8.4738731523	8.1906694943	8.2299832223	8.3586924213	8.3480022923	8.5033989593	8.1275080343	8.2967832713	8.2990423783	8.4343359683	8.4369708053
751646	5.1879060333	5.4852015423	5.1641698733	4.9157751503	3.3904948663	4.5250666673	5.2669511733	4.8409693333	4.9363783293	5.0082432223	5.2726119613	5.0259470403	4.8527218183	5.2286587353	4.9184798323	4.9708677723	4.4827620673	4.8197521343	5.3418385803
678545	8.6878993073	8.5660684783	8.8370645003	8.6869253493	8.8137365123	8.4823228133	8.6959022743	8.4008100173	8.3362811703	8.6436184213	8.3967240213	8.2656437123	8.4653387493	8.4498957393	8.2665678923	8.4755407033	8.6519978643	8.3027100813	8.4765211753
368667	8.2586349433	8.0851025003	8.3537233473	8.3146725423	8.4195867193	8.1842001613	8.2889735513	7.9561415643	7.9141873493	7.9481091113	8.0253453693	7.8150854363	8.0369643533	8.0842241603	7.8759398933	7.9846230843	8.0596060723	7.9638251703	8.3280935283
436734	8.0058115913	8.0886003583	7.8130793943	7.9272647973	8.0513120523	7.8858154923	7.9678682093	7.8910856023	8.0014622583	7.9829052553	8.2271747993	8.6728290863	7.8767361833	7.9132025703	8.3820558823	7.8089572653	8.0981542043	8.1994002743	8.1811580573
566996	5.3322675223	5.7902531063	5.4816593823	5.6801502253	5.5848527183	5.2686944553	4.8175126303	5.6203044493	5.4145965863	4.4845716413	5.4176183313	5.4023402663	4.7246728603	5.6073352733	4.9184798323	4.7661798113	5.1043378723	5.3144769923	4.8052902473
494108	9.6845271383	9.8176279553	9.8056921883	10.0461321953	8.8317755803	9.3638117023	9.9330210193	9.4024455563	9.4465914093	9.6575416513	9.4298303603	9.2613577913	9.7257254053	9.6776094683	9.3151387433	9.5093133053	9.0380622383	9.4713244333	9.8455628813
566923	5.7811801443	4.5667440943	5.5736570033	5.5418703723	5.4037626463	4.8307843093	4.6952974503	5.2309918633	5.1347257883	4.4351710693	5.0618058643	5.2470284393	5.3416752823	4.6866237223	4.4387501143	4.8974705363	4.8570561113	4.4896388143	5.4188197113
564754	10.5793293723	10.9050559813	10.8199983373	10.9539086903	10.1691043393	10.5171550183	10.5310933523	10.2042378073	10.2541394853	10.2136304683	10.2232276483	10.5039866703	10.4245171153	10.5227766833	10.2464945443	10.4836917193	9.9396606953	10.4376694553	10.4665776093
566718	9.3363016903	9.6875824553	9.5480423453	9.7091103463	9.0650692473	9.3012766683	9.4041002703	8.9464089873	9.1237728023	9.1912147763	9.0201581193	9.2473371223	9.1423805063	9.1569754443	9.1906852733	9.3939627393	8.8035395693	9.1316796813	9.2358371313
768298	7.3147878353	7.6079884823	7.5833931293	7.8315751563	6.9996579263	7.1712687953	7.3717207563	7.2464275693	7.1181805403	7.1970069783	7.2136259903	7.1287994923	7.4555302683	7.4226459883	7.0326384793	7.7649259463	6.9831814213	7.0881322373	6.9226479713
559449	7.1685743823	7.6225391733	7.6848644773	7.7761085293	7.4249960773	7.4781100963	7.7317987573	7.3468821063	7.4760389333	7.5149181373	7.3123279343	7.3690510163	7.5002152193	7.4592100573	7.2478085283	7.6165412363	7.2403264513	7.2428519363	7.2021296253
559240	8.8324997083	9.0189030843	9.1692820993	9.1935638063	8.9229485103	8.7160095233	8.6839005223	8.7767040043	8.6216858703	8.5068505553	8.7120369473	8.5618563563	8.6812425323	8.9809515753	8.5047489393	8.6098921053	8.5947349893	8.7067063113	8.5150161713
559035	7.7470856363	7.7339453213	7.8731524783	8.0385886353	7.7292083043	7.7097549833	7.7240055763	7.5019873053	7.2944181423	7.3778347283	7.4390936873	7.4016415883	7.6879038903	7.4870216233	7.3089605973	7.5056564963	7.5022723813	7.5251112673	7.5883223573
101885004	5.4424305873	4.9822702083	6.0446965213	5.8263246993	5.8904467303	6.0211856323	5.5921090503	5.6000925233	5.7531668543	5.7558864213	5.4565058203	5.9349266063	5.3416752823	5.4865734343	6.0539057033	5.4867713043	5.1043378723	5.8196835303	5.6278137213
323406	7.6585521663	6.9606430983	7.7553155063	7.3893176523	7.7530694453	7.4906196253	7.4867196713	7.0443510763	6.8901929313	6.8652404503	6.9046966323	7.0720788953	7.2205575993	7.3935524353	6.6720447573	7.2739591263	7.4285583203	7.0467131403	7.3338563433
402934	8.1908051623	7.8743085693	8.4539619533	8.3040160403	7.8087757453	7.8810722273	8.1446521503	7.5128396013	7.4452386093	7.9656120863	7.4342312593	7.4646938933	8.0200150663	7.6645218753	7.4404890743	7.8613674173	7.8076867643	7.7568060013	8.1209956933
550325	8.8182660513	8.9320074473	9.1376039063	9.0919160773	8.7272401673	8.7371615853	8.9408135573	8.5557664113	8.4273515963	8.3787924663	8.4482803773	8.4550019863	8.6898415883	8.7364155823	8.3474955263	8.6514124243	8.5114976943	8.4582264043	8.7516409103
192334	7.5593463943	7.5018047913	7.8549334423	8.0213440413	7.4485683683	7.6990148753	7.7434101583	7.2722045243	7.4073886663	7.3313364773	7.2305524093	7.4734805563	7.5717456373	7.7457021053	7.5559853893	7.4165154473	7.2287911253	7.5301292693	7.7004904413
394209	9.5799392303	10.0746866353	9.8186762493	9.9684047983	9.6772131953	9.6314691893	9.8378395733	9.6633192493	9.5858313503	9.9849230103	9.7288097053	9.6020918733	10.0798857253	9.8420042303	9.4529193873	10.0556183263	9.4393464493	9.7286943323	9.8502027603
100007087	2.5265316463	4.2543281653	2.6859531743	2.7556698973	3.3904948663	2.9063237583	3.4620843133	1.4086921503	1.4805455043	1.4820479623	3.8208977963	7.0487511633	1.6446969193	3.2637389073	7.0326384793	2.2974553953	2.2923943453	5.8521034833	4.4122081683
562282	8.8525929483	9.2028249683	9.0779837993	9.2557141623	8.2217427023	8.6700044963	8.6959022743	8.3227879613	8.2675209523	8.3323255763	8.3197213503	8.5494439343	8.4143635193	8.5092231063	8.3180490183	8.4755407033	8.1692774693	8.5793619543	8.5353265103
450036	5.4842436163	5.4852015423	5.7417271273	5.4674201463	4.9872569603	5.2093852793	5.3704197953	4.9725745673	4.9363783293	5.1979003383	5.0104616423	4.5489431773	4.6908024923	5.3888683143	4.9495370683	5.3467309733	4.9996282723	5.0327270263	4.8052902473
58100	7.2374327163	7.1195386423	7.2830862423	7.2333112413	7.4775022283	7.3739258423	7.3209604403	7.2849223233	7.1490894143	7.1746052273	7.0830314953	7.2411140543	7.0705949573	7.5561683133	7.3904396293	7.2642596703	7.3667491923	7.4791460943	6.7346978753
324188	8.9877342043	8.9571000633	9.1300480273	9.1426385003	8.7199942813	8.6561896233	8.8877387663	8.3350694373	8.5307254433	8.4643891373	8.6014399283	8.5762038193	8.7991895223	8.7314415023	8.3734930993	8.6495508353	8.4850755723	8.4868985773	8.6568335403
560924	7.3377783983	7.2122413733	7.4070556233	7.1953727153	7.3766636003	7.2469558783	7.2303447363	6.8092867523	7.3150078153	6.6761969423	7.1616215443	7.1453897543	7.2787160193	6.8553269763	7.1509272843	6.8883937473	6.9271844803	7.0949212693	7.3922898533
323266	11.1336208983	11.0417048073	11.4294548293	11.3055626053	10.7008280443	10.8500990113	10.9609536453	10.4371272303	10.3644327993	10.3630945263	10.4587281543	10.5658922583	10.6821641713	10.7728269003	10.3534122833	10.6215998043	10.5082753743	10.5950032403	10.7595501473
561025	11.9673584613	11.9998355873	12.3613603483	12.4122281233	11.8504984273	11.9040928673	11.9368736373	11.6050412033	11.7062853763	11.5117184663	11.5281984583	11.7420278403	11.5672465973	11.7753205293	11.6554846073	11.6047696203	11.5058471803	11.7882828113	11.7020825753
322732	7.8018495533	7.4041236303	7.5154220673	7.3621789923	7.8970908243	7.6936146883	7.2736971623	7.7921081963	7.5704009683	7.5958250983	7.6255345193	7.5667585973	7.3778349253	7.4909512963	7.6907552373	7.5056564963	8.0596060723	7.8758996383	7.5316801753
566292	5.9548058013	6.2808199163	6.4364445223	6.4591595753	6.1132879073	6.4116260733	6.1173638663	6.4286949013	6.3797049833	6.2601203123	6.1919135303	6.2430882113	6.2849531273	6.3142838113	6.1099644673	6.1450182943	6.3138833863	6.4263175503	6.2218558453
100003245	9.5544043923	9.7507622143	9.7672420353	9.8167324573	9.5080389963	9.7244323593	9.6314923503	9.1788075493	9.2924631863	9.1167938933	9.2170148463	9.5154040613	9.3654224383	9.5795279413	9.2180447753	9.1432138923	9.1074176013	9.5425828533	9.2179980173
100144558	5.1623762693	4.8890630943	5.3833932703	5.4155627423	5.1398475073	4.6192190703	5.2669511733	5.4273140293	4.9363783293	5.7356254723	5.3155506243	4.7358240613	5.3633388953	5.0051007823	4.7870994793	5.5678605303	5.2483996703	5.0327270263	5.0181699473
100535309	9.4645636313	9.7856603183	9.2270880333	9.4774094053	9.0303418363	9.3857438163	9.1486653713	9.0746258493	9.1753570073	8.9942342323	8.9873384543	9.3676944793	9.2171564573	9.2115776303	9.1292815193	9.2478138333	8.6882464383	9.2382406333	8.9177759303
393279	8.8243833933	8.6863724913	8.9204611183	8.8618099163	8.7652820153	8.5615352123	8.8964323833	8.4886371703	8.5189413053	8.5654206013	8.4482803773	8.6243393023	8.4272771743	8.5284688533	8.3990304723	8.4479581443	8.6346193563	8.4582264043	8.6001161023
100136840	6.4943895863	7.0637622413	7.0784672233	6.5461350253	6.4416396413	6.3850702503	6.9785402363	6.2967730023	6.6411961653	6.7077424293	6.3755964263	8.0476220813	6.7716877813	6.5205824453	7.4675619323	6.6183723193	6.3247605033	7.4154884373	7.2450411923
378987	10.0706896853	10.0922170783	9.7913932003	9.8041833503	10.0794681203	10.1550558383	10.0514044343	10.4385507933	10.2145052393	10.4619858043	10.4000889113	10.1262334433	10.3148297393	10.4038015563	10.3144271903	10.4471856773	10.2673904933	10.3783863943	10.0867968933
100147904	12.2285484223	12.8515223203	12.4732690493	12.6576297923	12.4154317933	12.4270880463	12.5877817233	12.6012519773	12.0933115433	12.4788213543	12.4683319223	12.2161527493	12.6768630883	12.7204555033	12.1167915353	12.7642915923	12.2722433793	12.3074557213	12.2338074533
100003958	8.0826781593	8.2283408303	8.4898258103	8.3461777493	7.7098311103	8.1451698243	7.9479341183	7.4855542473	7.6373308673	7.5385010823	7.6169776573	7.7478698353	7.8615934773	7.8068794253	7.6722562003	7.9150428703	7.5995269563	7.8520531713	7.7460153123
565556	8.6608061463	9.0078613113	9.1032863933	9.1954870233	8.5424270433	8.5255152523	8.8506424733	8.4008100173	7.9628404913	8.4395523073	8.3967240213	8.3275306583	8.6263050923	8.5957022093	8.2099787623	8.6079761263	8.3398271143	8.3056393873	8.5973588473
323656	6.9322354783	6.7558959803	6.8583613583	7.1000303433	6.6183129933	6.7079178093	6.7132066923	6.3092769843	5.9935243083	6.4831066143	6.3654152593	6.2533285633	6.5344989513	6.3231277463	6.4070623663	6.8238272783	6.7689318523	6.4263175503	6.9574687693
563398	5.3549833803	6.0705087443	5.7614232653	6.1456813723	5.9901918403	6.4116260733	6.1292139313	6.2714351463	6.4434328993	6.0628209213	5.9544687313	6.3708577493	5.9969505483	6.5051217063	6.4938968683	5.9164122303	5.9423526423	5.8359845723	6.1634012913
564200	4.8786493313	5.1523580443	5.5512017153	5.2771265693	5.1685203033	5.7775313223	5.6425895973	5.0639542863	5.6915127673	5.6730773013	5.4565058203	5.4741453033	5.7397158103	5.1513136693	5.3953188923	5.4699918213	5.6454077973	4.7526444723	5.4919004313
415220	7.9472186923	7.7159648513	7.9481148233	7.9179764363	7.7904449403	7.4591400423	7.7549288523	7.4744939553	7.2874890963	7.4228810103	7.4915259293	7.3405180203	7.6175352873	7.6328616273	7.3904396293	7.5179529423	7.4535505083	7.4262950233	7.4361563323
386634	11.9629751273	11.7598805353	12.0981544623	11.9720723893	11.9251235083	11.3865930833	11.7864439783	11.7154413153	11.2228328963	11.4115099533	11.6177703283	11.3907362553	11.5377793433	11.6635580393	11.3084670593	11.4830435773	11.6662446803	11.3456709923	11.7135865253
565123	7.8426050033	7.8497828653	8.3042262403	7.9950843963	7.8223726023	7.6271848183	7.8688618743	7.6858368803	7.5704009683	7.7196188813	7.5734150983	7.5626469933	7.9321465163	7.7022973283	7.6629169623	7.8222393773	7.5260298673	7.6033772133	7.8235627943
503774	7.3263289133	7.3468552393	7.4801966583	7.4992797193	7.1146333353	7.5456077753	7.2303447363	6.8611631013	7.2874890963	6.9902219113	6.9666235223	7.2564683373	7.0639951383	7.3335437603	7.2226029743	7.3074027153	7.1575724423	7.3770149033	6.9660442183
437007	7.5247016533	7.7204810213	7.6745132113	7.6072413613	7.3705065813	7.4269582243	7.4913179583	7.1029815813	7.0865949383	7.1518501353	7.0830314953	7.4062378613	7.2730045523	7.3724061513	7.3847698673	7.3400885693	7.0567918413	7.2550264353	7.3205433243
564100	5.8143425133	5.5475295193	5.7614232653	5.7234472003	5.1105932803	5.1787905773	5.8285087073	5.7543743543	5.6049815793	5.1061860863	5.2283560163	5.3267733363	5.7230556683	5.5022331483	5.3494821483	5.7175266323	5.4406550183	5.5890824943	5.9551964443
445090	9.1096247733	9.1701816183	9.4573642083	9.5055865063	9.0555062953	8.9536713453	9.1559242553	8.8210381223	8.6161658063	8.8151413223	8.6938439053	8.6728290863	8.9975118243	8.9781546473	8.6081209863	8.9220294453	8.7859368373	8.7989838563	9.0924240573
563369	4.7474400113	6.1663119953	6.4607433753	6.4970785773	5.3794404823	4.4243380723	5.5574465553	4.3047720013	4.3283782003	6.1723975713	4.5884635433	5.0018549593	6.4560171293	4.6866237223	5.3260058353	6.9072133573	4.4433809173	5.2429286823	6.8128398363
563432	9.2127169083	8.9911385613	9.0621894843	9.1326356773	9.2823281043	9.3189211493	8.8308235963	9.2124823063	9.2889981253	8.7280867733	9.1913079343	9.1885172883	8.8821928433	9.3303823583	9.1292815193	8.9794739343	9.2238470613	9.1562297043	8.7441817133
550513	8.6811735673	8.7273381863	8.7034421023	8.5966652423	8.6606785523	8.6082042003	8.6677412803	8.3623263613	8.4980845743	8.3917983943	8.4215045663	8.2907179503	8.4400762633	8.6529432883	8.2448239863	8.5271461663	8.4155509703	8.5124787573	8.3963055563
568677	8.2795650893	8.5810459483	8.6880872973	8.6786993253	7.8491878163	8.1764781103	8.1091921633	7.6120582543	7.7168499543	7.6883348393	7.7676056823	8.2167675973	7.9994095243	8.1602225413	7.8718925453	7.9426709253	7.6609020423	8.1513598213	7.7657964513
568632	6.4316591923	6.7202613543	6.3738442163	6.5461350253	6.5436654383	6.8983422993	7.1039365953	6.7554752353	6.9083734193	6.7688366013	6.5294215763	6.9067629343	6.7957872713	6.6386428323	6.8471797963	6.6410352093	6.7285484523	7.0112650333	7.1045298703
566660	6.2496783013	6.1123486153	5.9275421913	6.4845493223	6.0375921293	6.1529446923	6.3976542553	5.7904979933	5.7531668543	5.9264665643	5.8705698393	5.8293653173	5.8965202483	5.8951856453	5.9191926733	6.0006068833	5.7296654633	6.1931262793	6.0868364213
323827	8.7276083013	8.7952730683	8.7850910443	8.7353202033	8.6040766033	8.4313227553	8.6534519293	8.4211144933	8.4241961643	8.6327034733	8.4650643733	8.4704465643	8.6150620273	8.5736374063	8.4460681043	8.6060575993	8.4282143483	8.4661027703	8.6934431033
503728	7.7935584603	8.1197052043	8.2389889813	8.1812850533	7.2748517793	7.3873678143	7.5889405543	7.3408045103	7.2944181423	6.9290841593	7.3070181033	6.9702207003	7.5148078433	7.5334856673	6.9505834373	7.4596510493	7.1575724423	7.3488917613	7.4112533253
57957	7.6121610193	7.8331976593	7.7748282453	8.1695921023	7.4368303653	7.5985767833	7.5050255333	7.4407950363	7.2735303603	7.0973161553	7.3070181033	7.2099063783	7.3725033843	7.2980980503	7.1442312203	7.4723441823	7.4485865863	7.1084042353	7.4237585613
101882156	4.7474400113	3.8550062173	3.9318289893	4.2668274333	5.0807335513	5.5090013993	4.2506929063	5.4500772783	5.4398146863	4.3309859313	4.9298475513	5.9475948043	4.5083855773	4.7137792423	5.2778751023	4.2805404863	5.0265267243	5.7352954763	3.8701788623
325319	8.7997568353	8.9985948353	8.9335419583	8.9396024783	8.5314312053	8.5315813783	8.6778619973	8.6047739963	8.4115049653	8.3982576523	8.4933903123	8.5115527583	8.4827629183	8.6755639253	8.4406132053	8.6625317923	8.3820963553	8.4018539123	8.4795190713
777639	8.0894671363	8.2628078863	8.1446494353	8.4367644023	8.0551559873	8.0679708413	8.1121806793	8.1528165423	7.7271288913	7.7247675653	7.8683771043	7.6962584053	8.0470391603	8.2371039253	7.7536954023	8.0927021723	7.9051180223	7.9451615273	7.6587815073
794664	5.9094874073	5.9215704303	5.9100013433	6.4333149823	5.6874803713	5.9322743443	5.9537410413	5.9102504733	5.8504069783	5.4673044103	5.5129396253	5.8698612933	5.8202473373	6.0200949443	5.6992941863	5.7316734953	6.0379878643	5.5301921593	5.9025605613
58130	6.7385237423	6.3869037763	6.7142108953	6.9348683913	6.7283297173	6.5132154723	6.5464730423	6.5067700543	6.5970432833	6.5191137893	6.7951847603	6.7708051383	6.1418728643	6.4334217083	6.6438395183	6.3787211843	6.3569082973	6.4263175503	6.0550353013
569483	7.2855246413	7.7023308943	7.5944166933	7.4485750913	7.0998224693	7.0831534653	7.5629645693	7.0217354243	6.8624852713	7.2621978263	6.8473262823	7.0604621783	7.4300939163	7.2291946403	6.9582388543	7.2544945603	6.8464579023	7.0255489633	7.4847087133
326786	7.1556937693	7.4041236303	7.6848644773	7.8266199373	7.4130639093	6.9169992853	7.2790257523	7.2399107183	6.8150894633	7.1895783113	7.1557258363	7.0369443063	7.0771647203	6.9439983903	7.0180623343	7.0774979433	7.1268280763	6.9675445793	7.4847087133
795255	5.2857337883	5.8574053523	5.7015093253	6.1456813723	4.6638591833	5.0152553413	5.1784775403	3.7660093443	4.8259427313	5.1061860863	4.5530172413	4.4093895263	4.7577662553	4.7923073613	4.1488015223	4.6518033253	4.2285304513	4.5302760073	4.6436377333
336598	9.5823477133	9.6864287163	9.9381478153	9.6764332693	9.7262550903	9.7738865983	9.7675516313	9.1547586273	9.4605199813	9.3141539823	9.3584759993	9.4186299693	9.5360783683	9.4472398743	9.2307424773	9.3221539413	9.5137137823	9.5238382443	9.5457530553
571352	8.1196282813	8.0780812403	8.0275303963	7.9272647973	8.1042168973	8.3615265373	8.0941560103	8.3861298433	8.4146882473	8.1103304883	8.2741900363	8.3419966933	8.3178076033	8.1303018673	8.4542119733	8.1752433913	8.4507320363	8.5276119503	8.2529959343
791196	7.0827182823	7.1533346673	7.2204258083	7.4225384623	7.4010322313	7.6100881603	7.6722971603	7.4464664703	7.5357344313	7.2550981743	7.2136259903	7.6466217733	7.4805259073	7.3379138623	7.7884655783	7.3765589633	7.4485865863	7.6821302663	7.4666925083
799571	5.8306421533	5.6072759203	5.8922445983	5.3341047543	5.5416663253	6.1840865113	5.3299184023	5.4724869333	5.9057529263	5.5392061893	4.9840876293	5.8962405833	5.6188403603	5.7714099543	5.4177024693	5.7733003203	5.1539741303	5.8680442903	5.2881367333
799806	9.7012443803	9.7285142913	9.7488595833	9.9203732993	9.8575187563	9.6129939233	9.7369006193	9.7552958853	9.4403575043	9.6548468043	9.7337650313	9.2396316613	9.9173121193	9.5468679943	9.2895758263	9.7918078023	9.5889533863	9.1366232213	9.3401239823
554722	10.6401266153	10.5730436933	10.5065200573	10.5606051253	10.7239523823	10.9001881623	10.5193218873	10.6700734633	10.7928435053	10.3246138393	10.6422759323	10.7943327833	10.4424382553	10.8578281063	10.7816418843	10.4747828683	10.6619987723	10.7911606633	10.4741123213
798746	8.9131608573	9.2060490453	9.1618907423	9.1103822523	9.0764617403	9.1158810533	9.0081381333	8.5920377983	8.7855652503	8.7883430823	8.8607815933	8.9097573243	9.0452031283	8.8106123953	8.8013880103	8.8829499903	8.9529867103	9.0501885853	8.8288945323
556842	8.9035622033	9.0371202933	9.1637421343	8.9164687773	8.9271496153	9.0155747173	9.0663099183	8.3593231203	8.6757550633	8.5796989783	8.5027100363	8.6974140703	8.8149979463	8.7932137123	8.3269462493	8.6588348503	8.8513383153	8.8216713153	8.7266254593
30324	17.1271031203	16.9764075503	16.9963727303	16.9502493203	17.3494554503	17.3111146503	17.4077162003	17.4226637403	17.5648122703	17.6126517803	17.4515753603	17.4782301203	17.4246868503	17.2187768103	17.5814313403	17.4472859503	17.5023539503	17.5058866503	17.6039089203
556909	8.3547508083	7.9760174043	8.3952887433	8.3146725423	8.1941184073	8.0126650633	8.2046842093	7.9158266363	7.9887028723	7.8619407823	7.9421608503	7.9906129553	8.1719852323	8.1353319383	8.0182286893	7.9846230843	8.2456693493	8.1739779123	8.0582148883
30151	7.6168678413	7.6369445743	7.7844865313	7.9318866493	7.6088376933	7.9369873763	7.7395500653	7.4855542473	7.5986667143	7.7144517573	7.4915259293	7.7333111493	7.8767361833	7.5636506303	7.7536954023	7.7786177323	7.6694605913	7.9186200323	7.9194017723
569864	8.4100319953	8.6631008833	8.5276979153	8.7086348323	8.1730474333	8.3200725723	8.1562810733	8.0780634563	8.1075575243	7.7752683593	8.0886034573	8.4416308913	8.1565583783	8.4110193403	8.4836855783	8.2630896943	8.0132915153	8.2056864803	8.1476259493
569893	4.9096683603	5.5062781463	5.1037324343	4.8779534703	4.3501394263	4.8307843093	4.7879156803	4.7703725623	4.7871688703	4.7898251493	4.9572224793	5.3838163583	4.5467608953	5.0269176693	4.7870994793	4.5596472083	4.9722187673	4.9750163593	5.0507849213
100534893	6.8705103823	6.4750674903	6.2676658033	6.1456813723	6.9175793843	6.9262380743	6.7053121543	7.0293134353	6.9173784643	6.8178436143	7.0642708043	7.0310044443	6.5721948233	6.7866525043	6.6343138883	6.3330568813	7.0103853823	6.8680111173	7.0410123303
569968	7.3491377323	7.5634345973	7.7255424543	7.7290849793	7.0233977403	7.4204348103	7.2025726583	7.1454419173	6.8810160443	7.2043975903	7.0579626323	6.8129544233	7.1661318563	7.4143932393	7.3618653363	7.1738988153	7.0502530413	7.1481131833	7.1579024653
336391	7.9657858883	7.6512075563	8.0715857293	7.8849880013	8.0122986723	7.6827532933	7.7776939573	7.7190168673	7.5415703443	7.5674477853	7.6126801193	7.4558533873	7.7508959743	7.7022973283	7.6152918013	7.5422358143	7.8154195843	7.3488917613	7.8376500733
407663	9.8723985743	9.9005612763	9.8931028063	10.0567508603	10.0794681203	9.7954736473	9.5643407813	10.0376439133	9.6561056823	9.5857857803	9.8732277043	9.5111432423	9.5538516603	10.0454132643	9.6346936963	9.7012549883	9.8072900353	9.6258032553	9.4603211003
570063	6.6027570163	5.3749365403	4.6336386883	4.7158957263	6.8572130723	7.0665378103	5.1083692463	6.6900482113	6.8054205483	4.5323365003	6.6517549633	6.9514747183	5.5065066493	7.0383153563	7.1307451283	5.5678605303	7.1876752813	7.0744575723	6.0225173633
560936	6.2973703943	6.4643371973	6.0764931783	6.6051990383	6.1711089743	6.2591212353	6.1641910793	6.5495578763	6.6945523403	6.2458652833	6.6601086093	6.6047812203	6.4254496713	6.1148155863	6.7622681973	6.5401501183	6.4392901343	6.4997774763	6.3453133713
100003720	6.7894441443	6.3869037763	6.6094310573	6.5581428593	6.3444660233	6.7291879693	6.5197138163	6.4738252583	6.6082088303	6.1572441653	6.5385121463	6.5224996773	6.3942205123	6.4415666273	6.7178616633	6.1237204783	6.4690096103	6.8196492273	6.1782384663
