	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
100000104	1.960459264	1.707521779	1.43934215	2.13523952	1.145185344	0.956705657	1.494705462	1.512972649	1.47702855	1.211738364	1.440124247	1.703359064	0.92520347	1.696117511	1.536191947	1.524533124	0.97809228	0.569264958	0.212289927
100000119	3.426007875	3.693705721	3.695073528	3.691048887	3.52139896	3.136250043	3.442882587	3.564485532	3.350570486	3.310056664	3.60785702	3.350375502	3.49679737	3.412133011	3.201011526	3.258989778	3.471244002	3.645706904	3.548462898
100000122	4.43922373	4.39520168	4.651267115	4.523911638	4.365723926	4.132624604	4.22360473	4.185293658	4.338599085	4.169313354	4.132302064	4.020523997	4.422979891	4.206613785	4.175184378	4.260007025	4.279824413	4.299814797	4.322251306
100000125	4.95959835	5.016544397	5.123547846	5.027052025	5.064302423	5.14980948	4.993726903	5.153812021	4.997128419	5.052943658	5.176308058	5.223974174	5.105776481	5.014970378	5.182966368	5.062607908	5.068065455	5.281269592	5.314589125
100000131	2.382664528	2.863132725	2.899727298	2.575425335	2.479433506	2.548554278	2.886227838	2.33332533	2.223451585	2.185704148	2.567696095	2.675962981	1.937714517	2.6169676	2.641421935	2.143558129	2.07136022	2.347990788	2.228592107
100000132	1.268043448	1.381039351	1.786584964	1.421583454	1.09967976	1.481541712	1.685230049	0.909369367	1.337150947	1.011156386	1.300363372	1.047140963	1.353798919	1.129480602	1.760111837	0.899393533	0.754294512	1.103804044	1.073906662
100000133	3.128184696	3.111055105	3.13000087	3.215852557	2.996458118	2.752916182	2.876490771	2.876257145	2.839282639	2.973890942	2.885586663	2.959614858	2.99377006	2.634539807	2.822579087	2.781439268	2.576290432	1.856060164	2.132765281
100000135	3.342933375	3.548347055	3.449195909	3.851403348	3.193432116	2.702331578	3.395943178	3.135294927	2.813119658	3.14475424	3.186189959	2.93737214	2.854266342	3.174551499	3.063716278	2.88855687	3.001497649	2.954736655	2.92839306
100000140	0.269632071	1.10421836	0.305643447	0.679179935	0.399422671	1.501402873	0.743511202	0.495556023	1.385299524	0.313191134	0.941171712	1.253266024	0.481943738	0.319718423	1.117584054	0.565489554	0.931273341	1.492953179	1.342212843
100000148	3.10819933	1.49121559	3.577366488	2.90281702	2.140556812	2.39775993	3.848544326	2.287926175	2.584748621	3.206467414	2.417931199	1.821418544	3.606128927	2.126950736	2.235421966	3.634057754	2.741444996	2.266325522	3.844777853
100000151	4.595734995	4.458961783	4.624539682	4.584071324	4.365723926	4.160997712	4.511598276	4.532914571	4.266517078	4.371428262	4.508181568	4.407888773	4.22555404	4.533699553	4.315366742	4.323866122	4.368161679	4.209842956	4.415375186
100000156	2.743838364	2.448106065	1.644824114	2.399101103	0.84775631	1.067438216	0.561028231	1.206364765	1.337150947	0.98008197	0.9094517	1.555428027	1.09139229	1.026761527	1.207246756	0.565489554	0.123337188	0.040495565	-0.374673506
100000160	5.510662986	5.503021618	5.704817707	5.618004271	5.522220645	5.058915324	5.527760069	5.370743492	5.414617432	5.311950418	5.418088955	5.267714375	5.400529477	5.487060375	5.404098868	5.315653331	5.281418792	5.505819945	5.505688131
100000165	4.792242541	5.033032436	4.979116957	5.003013521	4.850867436	4.129437313	4.87160374	4.437390647	4.39260157	4.500216253	4.854789733	4.460829082	4.533020645	4.786472498	4.639117676	4.548379024	4.652412002	4.345268476	4.535337659
100000175	7.945479457	8.777757677	8.461956964	8.942488004	7.43981187	7.663925411	8.603743319	7.556180758	7.369026823	7.614812365	7.845682049	7.677715399	7.370379387	7.929371662	8.48508323	7.73021569	7.122513285	7.304118985	7.317014093
100000190	4.739084194	4.538105094	4.594556052	4.415505087	4.365723926	5.011226474	4.90311728	4.275280881	5.119600569	4.665592503	4.4679165	5.089237987	4.84181703	4.335761535	5.112188936	4.862133922	4.270450663	4.996336575	4.840612663
100000219	2.08838336	1.236659003	2.202605564	1.791804407	2.162853301	2.156058334	2.393663606	1.980689107	1.758707786	2.042645316	1.348470487	2.003726853	2.395250781	1.60991344	1.914510421	2.348498895	1.811849815	2.338031882	2.414723669
100000223	5.023238303	5.074331861	4.883162955	4.832452457	4.975766933	4.954721917	4.643754469	4.728256285	5.159949356	4.610856313	4.816820995	4.912379571	4.648656417	4.987883201	5.0649984	4.885834938	4.314443328	4.273929915	4.303511716
100000230	8.167936704	8.084468497	7.899538433	7.822859716	8.057087224	8.482822322	7.97598024	8.276218703	8.692764884	8.243780946	8.173413041	8.484939947	8.352387207	8.199794868	8.279523685	8.327376669	8.283103776	8.287823006	8.157695317
100000252	5.801537819	6.139227971	6.143644704	6.093037779	6.04911146	5.828585056	6.090959852	5.863878473	5.8548342	5.820617588	6.005874012	5.925539478	5.896047709	5.974833025	5.979795276	5.768699857	5.778751287	6.014141593	6.055650936
100000256	7.639192262	8.619050513	8.154804705	8.679645798	7.074174412	7.406889274	8.238650515	7.215971146	7.110768554	7.3459453	7.595837476	7.387996832	7.064544973	7.733838203	8.260994796	7.481104441	6.884056609	7.09864491	6.903263981
100000285	2.2183663	1.49121559	1.767166479	1.685974145	1.273675952	1.242859404	1.911868455	1.410788707	1.499077626	1.586568592	1.547064815	1.346243044	2.049668272	1.555605013	1.42845359	1.618065732	1.633230445	1.75489395	1.073906662
100000303	5.483769339	5.3358892	5.355779155	5.264323896	5.076098698	5.1992884	5.201028491	5.218758929	5.281013941	5.069645379	5.202720172	5.228561014	5.328829286	5.00993012	5.123749266	5.294558857	5.18742513	5.287751497	5.128375074
100000319	3.254781342	2.871306473	3.39961304	3.105241834	2.958724087	2.727845572	2.597078758	2.597992778	2.615351571	2.677231657	2.801677598	2.453702231	2.766872852	2.735702388	2.843704265	2.539915843	2.195420224	2.357881419	2.228592107
100000322	3.672745638	3.304559343	3.663912154	3.097006845	2.852990959	2.953677919	2.826794577	3.148055303	3.077719183	3.32249758	3.159470642	3.017304903	3.19588101	3.022684505	2.843704265	3.280606866	3.001497649	2.789175997	2.903720512
100000325	2.26724848	1.895585273	2.143589024	2.575425335	1.785710488	1.737425105	1.873222087	1.749047301	1.962884696	1.52330908	2.047235003	1.535822752	2.076350047	1.839384965	1.71496831	1.788695797	1.690582177	1.897335751	1.952052172
100000326	3.101475541	3.211049061	2.854440128	3.407840218	2.866639204	3.286893161	3.085329003	2.914100983	3.203901698	3.219830196	2.87741199	3.310549098	3.44654937	3.125684138	3.11674481	3.343580088	3.162180524	3.216287202	3.385765303
100000332	2.180586105	2.796020078	2.128449801	2.575425335	2.406560445	2.168534139	1.544746883	2.696832276	2.127631123	2.130171059	2.199261409	2.914781118	2.341269158	2.257435097	1.90113739	2.111751278	2.671948994	2.462425249	2.355308613
100000333	2.060919934	2.380993933	1.389413517	2.344494284	2.387752145	2.27621207	1.853503623	2.103694279	2.32569323	2.012248915	2.132137222	2.240142685	1.908313925	2.268732339	1.803885528	1.977010335	2.272570489	2.02696899	1.968006874
100000341	9.859163381	9.786225341	9.782208735	9.791940154	10.08685253	10.08030777	9.87163129	10.04822974	10.0842057	10.09316176	9.960416946	9.995536744	10.10200441	10.03111029	9.957876173	10.08195422	10.10080136	9.959088288	9.995937513
100000342	5.985331747	6.238932641	6.347797676	6.351978988	5.610037719	5.300531529	6.293874627	5.535196094	5.561982749	5.616008872	5.817906369	5.653832466	5.618173502	5.722999253	5.789690344	5.636631904	5.441375694	5.594239761	5.642455491
100000353	4.334166867	4.563549932	4.518204576	4.650289167	4.091309429	3.580928326	4.554975418	3.683209226	3.650586562	3.901400458	4.097535306	3.937042538	4.017563776	4.011954976	4.147136326	3.736680302	3.562400046	3.747027083	3.831758044
100000381	2.447727171	2.310606876	2.097686254	2.302138492	2.531770011	2.168534139	2.056865074	2.409490437	2.3501603	2.278022644	2.132137222	2.178261808	2.115469679	2.387491775	2.077940165	2.249664541	2.272570489	2.051554262	2.215286131
100000389	3.519767605	3.047553394	3.473362619	2.930887475	2.880159543	3.037684995	3.102137374	3.015068984	2.99479687	3.566904503	2.712585252	3.038357481	3.550120989	2.651900555	2.7348421	3.720954216	3.260149455	3.061481755	3.154362667
100000398	5.635763877	5.505649469	5.56562861	5.52131172	5.467292389	5.749825699	5.678259162	5.500789655	5.695680607	5.617271704	5.561474301	5.786254021	5.627224714	5.597580737	5.686286489	5.716785665	5.476448517	5.627326625	5.679263268
100000399	3.348623002	3.090196898	3.04386577	3.245958189	3.307903976	3.097628283	2.816646561	3.06302109	3.07037468	3.246190082	3.047351561	3.293138226	3.120965655	2.995743135	2.983505359	3.129969683	3.157103004	3.126568224	3.082901115
100000415	3.025368639	2.950593654	3.122379484	3.238490473	2.582274187	2.299087026	3.206863102	2.264679372	2.499817459	2.715468987	2.784293844	2.53495183	2.583725358	2.46810801	2.815468056	2.740427454	2.406968318	2.525213518	2.426318594
100000433	3.598283326	3.45897254	3.39961304	3.453708121	2.839212364	3.192310655	3.245201095	3.414132784	2.890226848	3.452702867	3.478720993	2.995940559	3.249620229	3.575702359	3.249305879	3.51143469	3.288288223	2.935051191	3.483349594
100000463	4.049791606	3.656352786	3.455275644	3.541288049	3.05723451	3.40758093	3.214612637	3.292975935	3.574752806	3.529832735	3.445929071	3.529568454	3.114543503	3.432367214	3.206458096	3.455514013	2.714046994	2.317905428	2.471788291
100000471	6.674749511	6.779796133	6.668124162	6.827437471	6.795201415	6.783602062	6.745554418	6.767874706	6.589903774	6.691729573	6.79042374	6.698002665	6.657280493	6.81439221	6.705463329	6.60932977	6.793701023	6.679345007	6.719329072
100000478	3.677274356	3.796003046	3.93149289	3.950713361	3.759475367	3.359422446	3.685244293	3.491266928	3.60556627	3.653158471	3.721819212	3.597338474	3.798691634	3.710224192	3.744677266	3.77779727	3.648137136	3.621279075	3.75567377
100000492	4.823222079	5.233397614	5.40999845	5.304215385	5.016128464	4.812915296	5.076856236	5.158549304	4.804741273	4.569701924	5.225440658	4.873858587	4.839871763	5.064427524	4.836441996	4.654292562	5.042135024	5.174790625	5.064883918
100000500	4.124653535	3.938959393	4.028468821	4.004536219	3.395245393	3.454183632	3.409510998	3.491266928	3.332264434	3.556409416	3.602907533	3.293138226	3.720498594	3.267584342	3.469146617	3.705054818	3.425523995	3.395025569	3.494407944
100000502	3.695248391	4.107585888	3.850773178	3.904274361	3.580566544	3.84073892	3.469034976	3.713571684	3.450133502	3.389068627	3.909900486	3.955606083	3.220012563	3.806384989	3.623693307	3.731457297	3.283636376	3.210840296	3.060753682
100000517	5.175051736	5.329970467	5.188856531	5.29344482	4.908083831	5.375088869	5.641361968	4.995136814	5.21593842	5.330547521	5.179636137	5.281023625	5.297987634	5.157009726	5.400539239	5.385484151	4.89282762	5.160734165	5.250807953
100000526	7.268355192	7.644162997	7.352367368	7.351247217	6.91744221	6.980414122	7.001028405	7.072741831	7.090489398	7.017138466	7.215361224	7.153657493	6.976981758	7.187608391	7.132307222	6.957397518	6.730585951	6.502276381	6.569218107
100000527	2.914659087	2.437135278	2.778887144	2.372056041	2.309966614	2.736250943	2.655182111	2.377339329	2.915039857	2.734214205	2.567696095	2.995940559	2.629487218	2.590201344	2.673238893	2.781439268	2.59142632	2.706440936	2.755330728
100000539	0.916181286	0.863230269	0.912052455	0.80584541	0.6723593	1.19487722	1.214592898	1.078886086	1.43189295	0.948323476	0.587395355	1.253266024	1.064989815	1.026761527	1.207246756	1.107236439	0.97809228	1.172663983	1.342212843
100000558	2.230742993	2.414940209	2.313855253	2.489955308	2.443457045	2.894826325	2.07400638	2.142470903	2.113407786	2.315848169	2.34865967	2.474447625	2.128277332	2.257435097	2.367702399	2.45373689	2.234511011	2.157280261	2.060198325
100000559	1.700590704	1.13169702	1.601623873	1.367836935	1.500707139	0.739770567	1.016043336	0.647069579	0.94584575	1.264273716	1.300363372	0.669362159	1.353798919	1.104478308	0.919582451	1.170356986	1.000944038	0.902283216	1.103097024
100000570	5.189390127	5.151868094	5.337792164	5.28621951	5.480667153	5.280556006	5.342133079	5.340489206	5.016366373	5.524745261	5.174641135	4.929384031	5.403166599	5.17813293	5.427607886	5.362017538	5.381682718	5.501364998	5.548759852
100000576	3.672745638	3.138405079	3.152626396	3.401166974	3.193432116	3.499327937	3.48834278	3.197997262	3.650586562	3.246190082	3.166197006	3.416191231	3.668836642	3.284379327	3.306217835	3.436381509	3.236273832	3.514795056	3.361812189
100000577	5.032104819	4.670464421	4.920996319	4.80995642	5.022238917	4.692818029	5.066187982	4.879383338	4.793633864	5.04920576	4.861021831	4.925622545	5.081285909	4.819496271	4.815209421	5.001001162	4.990260863	4.986807148	5.165170441
100000597	6.122829778	6.119633983	6.184475023	6.125788369	6.107753378	5.971604179	6.274542245	6.042786445	5.957932678	6.149560716	5.899894785	5.958126505	6.182121676	6.025661146	6.002672116	6.05873491	6.093116651	6.105032644	6.195195473
100000615	3.802780302	4.236571155	4.285512775	4.368386046	3.432428799	3.21654393	4.086740799	3.310108752	3.313723111	3.566904503	3.542150091	3.504572092	3.394487918	3.510580172	3.88034811	3.559385167	3.34297094	3.149526444	3.438248553
100000629	1.945519168	1.13169702	1.534296718	0.588103118	1.004122116	1.145244146	1.085307414	1.254361003	1.068879775	0.665429998	1.348470487	1.535822752	0.895544158	0.665741573	1.312015434	1.230831269	0.97809228	0.981188409	0.667936221
100000640	1.530812913	2.033083017	2.001252253	2.08615872	1.696821528	1.119772244	1.853503623	1.861786828	0.846154942	1.586568592	1.987724175	1.555428027	1.784326653	1.839384965	1.63644064	1.788695797	1.633230445	1.842034976	1.817634255
100000646	2.060919934	1.689144178	2.188076214	1.964693824	1.696821528	1.925582733	2.250230288	1.892443654	1.812524272	2.042645316	2.212319452	2.045918771	2.102547306	1.696117511	1.979577042	1.904606729	1.603676315	1.662149183	2.146850723
100000647	4.195821735	4.246031402	4.16456444	4.451476933	4.291775529	4.157872561	4.369578994	4.147666026	4.177030725	4.29773156	4.199418758	4.281153474	4.198482633	4.289368976	4.121418224	4.230691859	4.296083337	4.196125511	4.122908187
100000656	2.426363993	2.603379866	1.915654047	1.771250318	1.696821528	2.052166564	2.250230288	1.994885825	2.183162361	2.315848169	2.017786418	2.311057908	2.467584608	1.941742582	2.113163473	2.791512611	1.850108294	1.64609506	2.160799973
100000660	3.831506611	3.829949981	3.78953226	3.913682518	3.938147456	3.640355769	3.843555159	3.63416699	3.727309985	3.789350033	3.531770348	3.494451007	3.749801917	3.624884225	3.639886172	3.639644846	3.825028496	3.661765323	3.778471011
100000665	3.883383854	4.292423913	4.11933472	4.316132925	3.68439872	3.252147303	3.887848438	3.310108752	3.374622739	3.603047485	3.810360233	3.592601928	3.46685906	3.552780414	3.810534834	3.343580088	3.382664369	3.409363485	3.635949032
100000683	3.875523154	3.097183195	3.348265259	3.08872458	3.486466506	2.931888934	3.347425044	3.550136071	3.223899421	3.447032533	2.909836382	3.879874205	3.207997241	3.462196163	3.667793579	3.782855464	3.715311522	3.661765323	2.992195288
100000685	1.550694322	1.076206142	2.097686254	1.498625788	0.953859981	1.145244146	1.275135522	1.156716655	1.287339811	1.36393166	0.739462575	1.612694272	0.92520347	1.079035064	1.228818005	1.450176064	1.250180778	0.463306572	1.292395689
100000687	2.230742993	2.563579947	2.392001415	2.50247972	1.569083868	1.578221233	2.379945214	1.051980673	1.542189878	1.832554749	1.646622471	1.720827812	1.575742761	1.645015554	1.846370073	1.866995075	1.377881198	0.955363231	1.525877158
100000702	1.700590704	1.778776971	1.199654249	2.069420254	1.428927747	1.219067781	1.853503623	1.570980157	1.182240886	1.501590786	1.72160011	1.204429458	1.038095131	1.35821883	1.271016366	1.450176064	1.287834431	1.280594851	1.187283364
100000709	4.605272466	4.360782147	4.981225248	4.700071643	4.702752585	4.312020188	4.966448206	4.475856414	4.307700601	4.776003585	4.48953096	4.491685194	4.872589785	4.493338756	4.436188835	4.758105438	4.753434274	4.698491756	4.94908604
100000710	3.060461138	3.018407633	2.917451476	2.98544118	2.723973163	2.761177163	2.632220807	2.821550527	3.128109709	2.884419994	3.152712769	2.959614858	3.041946047	2.767906029	2.749840492	2.840850559	2.990121398	3.055416572	2.844455358
100000711	4.631179988	4.982992009	4.813877675	5.163433804	4.476681791	4.657849317	4.917433024	4.42433739	4.301440692	4.551321016	4.682516568	4.471187953	4.353778227	4.600046893	4.696368592	4.263629889	4.337069542	4.489453493	4.258815517
100000715	3.468432818	3.603360401	3.114717622	3.339676671	3.385797846	3.576253963	3.252747937	3.569237143	3.684656171	3.441339824	3.521315384	3.484258417	3.573722425	3.515330509	3.491627242	3.600073058	3.515559506	3.53672991	3.443963894
100000720	4.11132804	4.014708024	3.978686606	3.861161499	3.73735973	3.418067959	3.848544326	3.403529461	3.717939744	3.491783183	3.423646247	3.710963653	3.606128927	3.548151995	3.535564116	3.535609134	3.438137468	3.523609057	3.543147637
100000724	0.976219479	1.707521779	1.463673098	1.340193679	0.901783356	0.897979989	0.866662417	0.717249054	0.739060715	0.915850107	1.627252987	0.477170544	1.038095131	0.944618646	1.046479586	0.699917271	0.832814943	0.635813463	0.706487105
100000764	1.168621306	0.689217543	0.946989581	1.283265547	0.6723593	1.119772244	1.333239473	0.784172448	0.94584575	1.071366595	0.843839499	1.153881632	1.14279045	1.053135037	0.919582451	1.260143631	1.269130444	1.238386418	1.547274469
100000768	1.338357084	1.863165241	1.786584964	1.685974145	1.727063807	1.481541712	1.813239274	1.156716655	1.385299524	1.157217418	1.607619908	2.203333555	1.734939237	1.592036825	1.207246756	2.189991022	1.342534029	1.528417096	1.688778265
100000769	5.203587416	6.326999023	5.646232099	6.259082458	4.038025085	4.448720892	5.513695035	4.332298013	3.856753494	4.325810828	4.806094334	4.372405612	3.707755505	4.937452664	5.360792453	4.446873103	3.853557843	3.633544691	3.746453041
100000771	4.663494287	4.525212382	4.942796427	4.213221089	4.830119142	5.052198386	4.975598535	4.834697597	4.768892308	4.893231747	4.644485159	5.002624811	5.162911338	4.709801621	4.931593806	4.961395606	5.000219019	5.331072599	4.980885529
100000775	8.907428956	8.996826712	8.925253996	8.95820116	8.950537166	8.978486766	9.174082932	8.860992144	8.816314743	8.954847666	9.085443058	9.024844813	8.845922755	9.055480347	9.039407676	8.960587418	8.954260336	9.174486279	9.182273511
100000787	3.376739348	3.28020989	3.232676989	3.137719631	2.933008366	3.05794409	2.989210353	2.868567779	3.326110432	3.005097558	3.032703596	3.215164329	3.301429384	2.904537879	2.891825665	3.081530786	2.741444996	2.667206146	2.960646846
100000797	1.975246229	2.185080329	2.188076214	2.198186515	1.696821528	1.242859404	2.393663606	1.367798631	1.881292417	1.666818232	1.587715959	1.853448355	1.847651835	1.824151087	1.78944137	1.904606729	1.850108294	2.051554262	1.745417066
100000800	3.426007875	3.414918027	3.418406876	3.680064879	3.327775257	3.084521134	3.275154449	3.096322312	2.906816181	2.925777644	3.418021348	2.836815802	2.854266342	3.186514017	3.301135801	2.621235809	2.919913115	3.248543712	3.007714515
100000808	4.595734995	4.686766129	4.589036895	4.675395122	4.380069402	4.280757361	4.716510932	4.400539712	4.540791459	4.472573806	4.521357342	4.48658812	4.481546727	4.533699553	4.604469239	4.583588517	4.51231426	4.580964172	4.464001086
100000823	2.348998741	3.111055105	3.0029462	2.883795292	2.07152213	1.969023172	3.024907909	1.551902302	1.946931228	2.265190493	2.104387963	2.299478139	1.768051312	2.366613642	1.979577042	2.402077259	1.993737973	1.596832139	1.999396512
100000836	3.704152126	3.879418097	3.679576973	3.904274361	3.337609194	3.566859554	3.442882587	3.530778707	3.45578156	3.297507531	3.521315384	3.519621819	3.486886803	3.505814141	3.482676984	3.280606866	3.495584681	3.365915039	3.564292185
100000842	3.883383854	3.730115906	3.80389727	3.685567336	3.976416403	3.662576119	3.823424144	3.59276325	3.537951705	3.897247965	3.670701262	3.872077694	3.906709768	3.496234583	3.552770924	3.60579306	3.802442271	3.873070493	3.878933618
100000844	3.598283326	3.903530287	4.007934583	4.077503721	3.844696014	3.222539177	3.921382523	3.287219481	3.313723111	3.789350033	3.602907533	3.514622667	3.399779423	3.580243368	3.821224635	3.547546129	3.499601832	3.456152832	3.373838457
100000849	2.337599941	2.491173511	2.188076214	2.102705209	2.07152213	2.180902983	2.250230288	2.204868762	2.645318822	2.545460136	2.324809775	2.52504237	2.384614835	2.516297425	2.246039301	2.220136291	2.205292668	2.328003752	2.330840092
100000855	3.134785431	2.670492292	3.019453561	2.912234654	3.008819949	2.809773666	3.093757667	2.845250681	2.740939345	2.981756107	3.002953799	2.720061737	3.08856514	2.995743135	3.027249141	3.039884382	2.88962035	2.810940303	2.968598869
100000859	3.752164025	3.693705721	3.887207261	3.728847425	3.395245393	2.693725649	3.462541189	3.2162886	3.326110432	3.303795742	3.159470642	3.293138226	3.26129523	3.168532837	3.12251833	3.122008633	2.761657358	2.471564047	2.952650749
100000862	5.848473264	5.653971707	5.897973652	5.751225348	6.104877209	6.111440645	5.88299669	5.962890486	6.195042375	6.135527706	5.954343166	6.058577096	6.161242318	6.025661146	5.95897197	6.248938233	6.259297514	6.046608841	6.086123243
100000884	1.49020878	0.448236121	1.389413517	1.253936318	1.696821528	0.805150577	1.685230049	1.345813461	1.039090884	1.100554871	0.941171712	1.323554489	1.594323927	0.972522511	1.42845359	1.500170789	1.171790471	1.492953179	1.835137517
100000886	1.836368264	2.380993933	2.113150025	2.50247972	1.353389219	1.865549412	2.352110777	1.798446776	1.454637255	1.832554749	1.567533562	1.974897425	1.800420435	2.211340137	2.170022804	1.500170789	1.44607894	2.02696899	2.045236412
100000896	2.326110361	1.895585273	2.097686254	2.069420254	1.39165282	1.19487722	1.853503623	1.570980157	1.604534851	1.52330908	2.076094482	1.454623592	1.498928272	1.518229316	1.483328253	1.747892685	1.718425132	1.563030124	1.707905997
100000931	3.937241219	4.349124035	4.275239468	4.378613341	4.1923144	3.760599787	4.414008261	4.065974064	3.66528645	4.087849319	4.076265853	3.86423882	4.014117659	4.170931422	3.988630141	3.931461575	3.921009547	4.001654185	4.161576838
100000934	1.361053505	0.725739751	1.389413517	0.884504383	0.399422671	0.52371905	1.016043336	-0.148043191	0.260028397	1.071366595	0.461806174	0.517711771	0.982753248	0.230092213	0.559902688	1.450176064	0.423151787	0.463306572	0.545688373
100000935	3.42061595	3.346206359	3.239738789	3.238490473	2.866639204	2.777558556	2.980146222	2.891514009	2.97919431	2.859024085	2.885586663	2.959614858	2.405808889	2.702763457	2.957900212	2.907206279	2.363545447	2.443972128	2.25484146
100000948	3.254781342	3.420498974	3.449195909	3.200560828	3.267320965	3.286893161	3.159470826	3.292975935	3.190414205	3.265648663	3.172892156	3.333441486	3.362324724	3.192458284	3.184547345	3.357208541	3.315888647	3.103238744	3.235691282
100000949	3.160890454	3.661075135	3.715480024	3.870854091	3.486466506	3.091089593	3.538601577	3.076433961	3.010232494	3.297507531	3.257214507	2.852749579	3.201951845	3.186514017	3.370705075	3.081530786	3.105320042	3.290460281	3.318912778
100000956	7.193304075	6.866476129	7.4598775	7.058565201	6.323663018	6.591740387	6.54175352	6.580441185	6.952627841	6.831265823	6.22827426	6.606912415	6.94342842	6.518814971	6.516941643	7.179701596	6.874852121	6.60891705	6.87608345
100000962	0.788045876	0.761360172	0.839532766	0.884504383	0.6723593	0.484341909	1.118731075	0.534952096	0.94584575	0.455542536	0.665431618	1.323554489	0.982753248	1.129480602	0.892806452	1.260143631	0.081068661	0.847175423	0.502523468
100000981	2.559884167	2.725632453	2.749502551	2.732527454	2.387752145	2.287694885	2.666527161	2.461532889	2.584748621	2.158204788	2.617626848	2.264170494	2.20282359	2.024044793	2.575602287	2.143558129	2.628585552	2.234468541	2.482935273
100000992	4.792242541	4.578604174	4.874114923	4.680915385	4.867932616	4.932948814	4.836878121	4.832722986	4.798087095	4.934341115	4.682516568	4.770705552	5.013869322	4.851781004	4.864274581	5.111675577	5.031075959	5.04917904	5.083311149
100001019	1.338357084	1.533033361	1.747483055	1.64136819	1.189299369	1.219067781	1.833511912	1.156716655	0.846154942	1.387806463	1.440124247	1.390576985	0.954265301	1.573935915	1.553391313	1.041227393	0.807113397	0.955363231	0.950854271
100001029	1.550694322	1.895585273	1.557090003	2.000454007	1.314083066	1.067438216	1.639905453	1.105298901	1.43189295	0.848624709	1.371935562	1.368580306	1.331820913	1.178221683	1.483328253	1.398386451	1.067404622	1.321603427	1.342212843
100001113	2.393714113	2.117968611	2.559394171	2.052485302	1.922674939	2.024981043	1.833511912	2.344455355	2.635398741	2.315848169	1.860789723	2.059712926	2.089508139	2.151569873	1.570388047	2.388868052	1.495191633	1.341678715	1.745417066
100001114	3.871576684	4.029391922	4.048714888	4.013314664	3.092508168	2.856786422	3.696356285	3.115940215	3.444463245	3.394970945	3.238188344	3.106393434	3.511536727	3.396768917	3.399523268	3.565268451	3.356323796	3.243217462	3.460975308
