Identifier,BPAF-CC-C
ENSDARG00000070360,6
ENSDARG00000082997,0
ENSDARG00000011262,1
ENSDARG00000078585,3
ENSDARG00000099456,0
ENSDARG00000004871,0
ENSDARG00000080299,0
ENSDARG00000005141,35
ENSDARG00000055373,14
ENSDARG00000117750,0
ENSDARG00000070318,1
ENSDARG00000004060,101
ENSDARG00000074149,11
ENSDARG00000074836,0
ENSDARG00000041974,52
ENSDARG00000018146,46
ENSDARG00000087939,0
ENSDARG00000007195,13
ENSDARG00000041991,10
ENSDARG00000012496,0
ENSDARG00000003632,1
ENSDARG00000042004,13
ENSDARG00000029402,40
ENSDARG00000003526,34
ENSDARG00000055307,53
ENSDARG00000055300,4
ENSDARG00000055295,3
ENSDARG00000091762,1
ENSDARG00000090301,14
ENSDARG00000090297,3
ENSDARG00000096865,0
ENSDARG00000097436,0
ENSDARG00000117364,0
ENSDARG00000098246,0
ENSDARG00000103773,0
ENSDARG00000098581,0
ENSDARG00000117656,0
ENSDARG00000117559,0
ENSDARG00000109722,0
ENSDARG00000117702,0
ENSDARG00000105259,1
ENSDARG00000117591,0
ENSDARG00000117340,0
ENSDARG00000103425,0
ENSDARG00000103178,0
ENSDARG00000098699,0
ENSDARG00000099636,0
ENSDARG00000102955,0
ENSDARG00000078760,2
ENSDARG00000044672,0
ENSDARG00000102773,0
ENSDARG00000029689,170
ENSDARG00000112378,0
ENSDARG00000105511,3
ENSDARG00000105339,0
ENSDARG00000075571,3
ENSDARG00000091304,3
ENSDARG00000103663,0
ENSDARG00000104989,1
ENSDARG00000102722,4
ENSDARG00000100406,90
ENSDARG00000108935,0
ENSDARG00000099902,9
ENSDARG00000099989,1
ENSDARG00000105463,7
ENSDARG00000115455,0
ENSDARG00000105178,9
ENSDARG00000110164,0
ENSDARG00000079161,69
ENSDARG00000096876,0
ENSDARG00000044669,108
ENSDARG00000104562,0
ENSDARG00000014324,0
ENSDARG00000055238,0
ENSDARG00000070229,5
ENSDARG00000008542,23
ENSDARG00000033175,49
ENSDARG00000030297,22
ENSDARG00000070213,1
ENSDARG00000079765,1
ENSDARG00000070214,14
ENSDARG00000061000,1
ENSDARG00000105454,10
ENSDARG00000080100,0
ENSDARG00000012204,0
ENSDARG00000023768,1
ENSDARG00000077092,3
ENSDARG00000090914,33
ENSDARG00000075975,0
ENSDARG00000078473,141
ENSDARG00000117170,0
ENSDARG00000023609,5
ENSDARG00000104602,0
ENSDARG00000095098,0
ENSDARG00000079459,0
ENSDARG00000093703,0
ENSDARG00000095576,0
ENSDARG00000095775,0
ENSDARG00000095680,0
ENSDARG00000044569,12
ENSDARG00000071212,11
ENSDARG00000104449,0
ENSDARG00000114339,0
ENSDARG00000071211,13
ENSDARG00000078805,2
ENSDARG00000044573,68
ENSDARG00000071208,1
ENSDARG00000104784,0
ENSDARG00000007824,89
ENSDARG00000070161,25
ENSDARG00000010519,85
ENSDARG00000017340,1
ENSDARG00000090973,4
ENSDARG00000090728,0
ENSDARG00000089489,8
ENSDARG00000036428,1
ENSDARG00000086851,2
ENSDARG00000060900,15
ENSDARG00000107379,0
ENSDARG00000098988,1
ENSDARG00000095536,1
ENSDARG00000101201,0
ENSDARG00000060901,0
ENSDARG00000070165,1
ENSDARG00000102160,0
ENSDARG00000088346,3
ENSDARG00000105389,12
ENSDARG00000110662,0
ENSDARG00000114408,0
ENSDARG00000029795,28
ENSDARG00000004302,6
ENSDARG00000076532,414
ENSDARG00000015010,0
ENSDARG00000006341,2
ENSDARG00000105402,0
ENSDARG00000104039,2
ENSDARG00000105488,0
ENSDARG00000113869,0
ENSDARG00000105501,1
ENSDARG00000105354,0
ENSDARG00000105325,0
ENSDARG00000102305,9
ENSDARG00000099306,44
ENSDARG00000102023,0
ENSDARG00000102696,4
ENSDARG00000105435,1
ENSDARG00000117437,0
ENSDARG00000117669,1
ENSDARG00000098972,11
ENSDARG00000117232,0
ENSDARG00000100398,9
ENSDARG00000108098,0
ENSDARG00000116835,17
ENSDARG00000098473,1
ENSDARG00000087247,11
ENSDARG00000074808,1
ENSDARG00000112739,1
ENSDARG00000016649,18
ENSDARG00000007130,15
ENSDARG00000102911,0
ENSDARG00000038207,7
ENSDARG00000038205,9
ENSDARG00000054562,14
ENSDARG00000054560,12
ENSDARG00000060756,3
ENSDARG00000099903,1
ENSDARG00000112527,0
ENSDARG00000098374,1
ENSDARG00000054458,47
ENSDARG00000099320,0
ENSDARG00000030239,7
ENSDARG00000100339,0
ENSDARG00000073876,1
ENSDARG00000074210,0
ENSDARG00000103858,0
ENSDARG00000045989,2
ENSDARG00000030964,3
ENSDARG00000091509,6
ENSDARG00000021838,511
ENSDARG00000100154,0
ENSDARG00000008473,1
ENSDARG00000060734,8
ENSDARG00000116078,0
ENSDARG00000098359,8
ENSDARG00000102568,1
ENSDARG00000025421,18
ENSDARG00000104758,3
ENSDARG00000113503,0
ENSDARG00000087099,0
ENSDARG00000110517,5
ENSDARG00000116047,1
ENSDARG00000105356,0
ENSDARG00000036424,3
ENSDARG00000102755,5
ENSDARG00000112439,1
ENSDARG00000084808,0
ENSDARG00000117768,0
ENSDARG00000086271,2
ENSDARG00000032705,29
ENSDARG00000102883,40
ENSDARG00000105428,20
ENSDARG00000105456,0
ENSDARG00000105373,0
ENSDARG00000114395,0
ENSDARG00000086826,24
ENSDARG00000079443,9
ENSDARG00000054447,25
ENSDARG00000106631,9
ENSDARG00000117581,0
ENSDARG00000020884,0
ENSDARG00000113643,8
ENSDARG00000103608,1
ENSDARG00000103892,1
ENSDARG00000104358,1
ENSDARG00000108422,0
ENSDARG00000115906,0
ENSDARG00000117425,0
ENSDARG00000115531,0
ENSDARG00000113009,0
ENSDARG00000035808,22
ENSDARG00000076371,5
ENSDARG00000115383,5
ENSDARG00000068453,0
ENSDARG00000116101,0
ENSDARG00000068484,4
ENSDARG00000113978,0
ENSDARG00000105442,2
ENSDARG00000101057,0
ENSDARG00000104853,0
ENSDARG00000079219,10
ENSDARG00000105317,0
ENSDARG00000103915,16
ENSDARG00000077608,20
ENSDARG00000103129,17
ENSDARG00000099921,9
ENSDARG00000101877,19
ENSDARG00000103566,50
ENSDARG00000098635,24
ENSDARG00000105331,0
ENSDARG00000100528,0
ENSDARG00000100011,17
ENSDARG00000085375,0
ENSDARG00000102430,8
ENSDARG00000102978,35
ENSDARG00000115271,1967
ENSDARG00000099755,1
ENSDARG00000099397,4
ENSDARG00000101465,0
ENSDARG00000103158,7
ENSDARG00000098666,6
ENSDARG00000103266,4
ENSDARG00000102977,13
ENSDARG00000101343,1
ENSDARG00000099106,7
ENSDARG00000102245,2
ENSDARG00000104470,15
ENSDARG00000099600,0
ENSDARG00000101146,0
ENSDARG00000101050,0
ENSDARG00000004875,10
ENSDARG00000105497,2
ENSDARG00000117145,8
ENSDARG00000105321,4
ENSDARG00000098639,8
ENSDARG00000100097,9
ENSDARG00000101309,7
ENSDARG00000098118,9
ENSDARG00000098574,55
ENSDARG00000098082,2
ENSDARG00000103831,17
ENSDARG00000100021,11
ENSDARG00000042458,14
ENSDARG00000100503,6
ENSDARG00000105394,0
ENSDARG00000115501,0
ENSDARG00000030583,9
ENSDARG00000021557,13
ENSDARG00000078835,6
ENSDARG00000096602,1
ENSDARG00000112433,0
ENSDARG00000103383,0
ENSDARG00000116210,0
ENSDARG00000076357,2
ENSDARG00000077177,1
ENSDARG00000026090,0
ENSDARG00000113674,0
ENSDARG00000045269,0
ENSDARG00000111827,1
ENSDARG00000045265,0
ENSDARG00000096727,0
ENSDARG00000059903,0
ENSDARG00000071877,10
ENSDARG00000102081,31
ENSDARG00000090142,4
ENSDARG00000099069,0
ENSDARG00000096562,6
ENSDARG00000096669,1
ENSDARG00000033170,2
ENSDARG00000096522,1
ENSDARG00000103785,14
ENSDARG00000079791,0
ENSDARG00000096662,2
ENSDARG00000059139,0
ENSDARG00000021372,150
ENSDARG00000078142,0
ENSDARG00000089888,1
ENSDARG00000037361,19
ENSDARG00000060001,5
ENSDARG00000037359,0
ENSDARG00000037358,13
ENSDARG00000105301,0
ENSDARG00000102861,0
ENSDARG00000104259,2
ENSDARG00000103614,1
ENSDARG00000109596,3
ENSDARG00000112861,0
ENSDARG00000115153,0
ENSDARG00000019274,11
ENSDARG00000096631,17
ENSDARG00000008623,4
ENSDARG00000040407,28
ENSDARG00000116800,0
ENSDARG00000059090,0
ENSDARG00000098194,3
ENSDARG00000102875,0
ENSDARG00000003293,10
ENSDARG00000111342,0
ENSDARG00000053186,0
ENSDARG00000076236,0
ENSDARG00000096550,0
ENSDARG00000076434,4
ENSDARG00000009870,2
ENSDARG00000074119,0
ENSDARG00000096784,0
ENSDARG00000096691,0
ENSDARG00000073891,1
ENSDARG00000059173,0
ENSDARG00000096519,1
ENSDARG00000059163,167
ENSDARG00000063612,32
ENSDARG00000079623,3
ENSDARG00000079067,0
ENSDARG00000015989,2
ENSDARG00000101755,18
ENSDARG00000079486,0
ENSDARG00000096532,0
ENSDARG00000014005,1
ENSDARG00000020795,54
ENSDARG00000079271,3
ENSDARG00000019746,4
ENSDARG00000074156,4
ENSDARG00000035809,592
ENSDARG00000099525,0
ENSDARG00000103543,1129
ENSDARG00000114508,7
ENSDARG00000109510,94
ENSDARG00000020371,4
ENSDARG00000107441,2
ENSDARG00000100585,15
ENSDARG00000111945,0
ENSDARG00000059079,16
ENSDARG00000076966,8
ENSDARG00000074564,0
ENSDARG00000063555,2
ENSDARG00000100620,1
ENSDARG00000002576,12
ENSDARG00000045249,0
ENSDARG00000006944,0
ENSDARG00000011785,0
ENSDARG00000021154,10
ENSDARG00000016443,101
ENSDARG00000076439,16
ENSDARG00000090767,6
ENSDARG00000087857,2
ENSDARG00000059026,4
ENSDARG00000034470,202
ENSDARG00000002956,2
ENSDARG00000096587,0
ENSDARG00000063444,0
ENSDARG00000090630,0
ENSDARG00000071841,0
ENSDARG00000086183,0
ENSDARG00000023110,10
ENSDARG00000040513,8
ENSDARG00000010556,0
ENSDARG00000113717,0
ENSDARG00000040510,0
ENSDARG00000074666,0
ENSDARG00000015654,2
ENSDARG00000002259,2
ENSDARG00000087756,0
ENSDARG00000045947,47
ENSDARG00000063347,0
ENSDARG00000109442,1
ENSDARG00000063435,4
ENSDARG00000107175,0
ENSDARG00000058631,4
ENSDARG00000016923,2
ENSDARG00000076251,0
ENSDARG00000074229,36
ENSDARG00000077124,0
ENSDARG00000096616,116
ENSDARG00000090895,24
ENSDARG00000089314,2
ENSDARG00000075022,0
ENSDARG00000099712,9
ENSDARG00000099218,0
ENSDARG00000098738,0
ENSDARG00000104691,0
ENSDARG00000100678,0
ENSDARG00000099954,11
ENSDARG00000104255,2
ENSDARG00000102624,5
ENSDARG00000114453,0
ENSDARG00000113231,0
ENSDARG00000104662,0
ENSDARG00000100745,0
ENSDARG00000103588,9
ENSDARG00000106559,0
ENSDARG00000102349,1
ENSDARG00000101199,788
ENSDARG00000100397,154
ENSDARG00000102615,8
ENSDARG00000058421,0
ENSDARG00000063268,0
ENSDARG00000087921,6
ENSDARG00000002487,12
ENSDARG00000073771,2
ENSDARG00000040765,0
ENSDARG00000063283,1
ENSDARG00000079166,12
ENSDARG00000012824,2
ENSDARG00000014626,13
ENSDARG00000071560,0
ENSDARG00000112024,0
ENSDARG00000096779,0
ENSDARG00000096645,2
ENSDARG00000031770,14
ENSDARG00000079462,5
ENSDARG00000031616,3
ENSDARG00000013721,28
ENSDARG00000015747,2
ENSDARG00000029621,6
ENSDARG00000012829,4
ENSDARG00000096533,20
ENSDARG00000002968,5
ENSDARG00000031702,15
ENSDARG00000096552,0
ENSDARG00000096542,0
ENSDARG00000045219,4
ENSDARG00000071772,3
ENSDARG00000008127,1
ENSDARG00000115615,0
ENSDARG00000096624,0
ENSDARG00000029291,17
ENSDARG00000038576,53
ENSDARG00000063145,31
ENSDARG00000042054,6
ENSDARG00000070497,2
ENSDARG00000113689,0
ENSDARG00000070498,14
ENSDARG00000098098,0
ENSDARG00000083918,0
ENSDARG00000104687,7
ENSDARG00000017595,17
ENSDARG00000110151,3
ENSDARG00000111362,0
ENSDARG00000114499,0
ENSDARG00000077582,9
ENSDARG00000103436,39
ENSDARG00000079468,0
ENSDARG00000014682,0
ENSDARG00000086310,0
ENSDARG00000037196,11
ENSDARG00000100928,0
ENSDARG00000042827,5
ENSDARG00000042826,2
ENSDARG00000116094,0
ENSDARG00000023591,8
ENSDARG00000079939,70
ENSDARG00000004160,13
ENSDARG00000109216,0
ENSDARG00000033999,7
ENSDARG00000020521,30
ENSDARG00000057644,1
ENSDARG00000084856,0
ENSDARG00000013079,7
ENSDARG00000071745,0
ENSDARG00000018418,0
ENSDARG00000062943,11
ENSDARG00000010296,0
ENSDARG00000102784,0
ENSDARG00000026294,5
ENSDARG00000057531,0
ENSDARG00000099986,0
ENSDARG00000031293,20
ENSDARG00000071733,8
ENSDARG00000057417,0
ENSDARG00000033537,0
ENSDARG00000057429,0
ENSDARG00000099742,12
ENSDARG00000082100,0
ENSDARG00000104366,0
ENSDARG00000071709,12
ENSDARG00000005382,7
ENSDARG00000002546,12
ENSDARG00000079252,1
ENSDARG00000056108,56
ENSDARG00000089223,1
ENSDARG00000024560,3
ENSDARG00000096679,0
ENSDARG00000079131,5
ENSDARG00000088877,1
ENSDARG00000015315,38
ENSDARG00000096505,0
ENSDARG00000010957,26
ENSDARG00000108057,0
ENSDARG00000035832,2
ENSDARG00000057321,3
ENSDARG00000071694,11
ENSDARG00000091150,71
ENSDARG00000035835,19
ENSDARG00000035837,2
ENSDARG00000071691,79
ENSDARG00000023299,28
ENSDARG00000062817,0
ENSDARG00000074849,33
ENSDARG00000077178,0
ENSDARG00000006112,5
ENSDARG00000079371,0
ENSDARG00000102211,0
ENSDARG00000099431,1
ENSDARG00000101171,2
ENSDARG00000024488,25
ENSDARG00000056783,24
ENSDARG00000020041,11
ENSDARG00000095891,0
ENSDARG00000024398,22
ENSDARG00000057138,1
ENSDARG00000089828,7
ENSDARG00000014907,11
ENSDARG00000094504,2
ENSDARG00000027710,1
ENSDARG00000080203,0
ENSDARG00000029768,28
ENSDARG00000039602,0
ENSDARG00000044161,7
ENSDARG00000106234,0
ENSDARG00000107646,0
ENSDARG00000091535,6
ENSDARG00000089567,0
ENSDARG00000055527,38
ENSDARG00000096664,0
ENSDARG00000074160,0
ENSDARG00000055477,12
ENSDARG00000071566,29
ENSDARG00000035458,658
ENSDARG00000016457,2
ENSDARG00000034633,10
ENSDARG00000033144,3
ENSDARG00000071573,16
ENSDARG00000055563,6
ENSDARG00000061990,1
ENSDARG00000083693,0
ENSDARG00000055569,2
ENSDARG00000101547,0
ENSDARG00000055588,1
ENSDARG00000045123,9
ENSDARG00000081749,0
ENSDARG00000055630,0
ENSDARG00000117305,0
ENSDARG00000076980,2
ENSDARG00000079204,1
ENSDARG00000086550,2
ENSDARG00000045129,5
ENSDARG00000045130,18
ENSDARG00000055652,5
ENSDARG00000055642,3
ENSDARG00000096628,0
ENSDARG00000087226,11
ENSDARG00000055538,22
ENSDARG00000055679,7
ENSDARG00000112601,0
ENSDARG00000079128,5
ENSDARG00000016854,4
ENSDARG00000074730,3
ENSDARG00000002589,1181
ENSDARG00000116039,0
ENSDARG00000040712,4
ENSDARG00000006811,7
ENSDARG00000075340,12
ENSDARG00000078417,2
ENSDARG00000085337,0
ENSDARG00000026840,8
ENSDARG00000036482,17
ENSDARG00000027070,2
ENSDARG00000079572,3
ENSDARG00000057206,1
ENSDARG00000102056,28
ENSDARG00000062672,3
ENSDARG00000035910,3
ENSDARG00000079647,12
ENSDARG00000007906,14
ENSDARG00000062667,2
ENSDARG00000014554,18
ENSDARG00000061194,3
ENSDARG00000052388,1
ENSDARG00000076192,41
ENSDARG00000027428,2
ENSDARG00000040110,5
ENSDARG00000109190,0
ENSDARG00000099854,0
ENSDARG00000100833,0
ENSDARG00000112559,0
ENSDARG00000095254,0
ENSDARG00000111594,0
ENSDARG00000039173,0
ENSDARG00000089806,0
ENSDARG00000114320,0
ENSDARG00000074306,0
ENSDARG00000087651,0
ENSDARG00000075527,0
ENSDARG00000095744,0
ENSDARG00000095072,0
ENSDARG00000114491,0
ENSDARG00000089750,0
ENSDARG00000094559,0
ENSDARG00000079376,0
ENSDARG00000010098,21
ENSDARG00000083423,0
ENSDARG00000089885,8
ENSDARG00000090977,1
ENSDARG00000090537,0
ENSDARG00000007467,0
ENSDARG00000008098,0
ENSDARG00000045190,0
ENSDARG00000045180,69
ENSDARG00000003085,3
ENSDARG00000002298,2
ENSDARG00000018529,21
ENSDARG00000012453,1
ENSDARG00000084018,0
ENSDARG00000056623,37
ENSDARG00000056609,5
ENSDARG00000056600,6
ENSDARG00000045172,2
ENSDARG00000007807,6
ENSDARG00000077300,13
ENSDARG00000093182,0
ENSDARG00000075672,2
ENSDARG00000051891,0
ENSDARG00000045167,12
ENSDARG00000056559,14
ENSDARG00000071601,27
ENSDARG00000111911,0
ENSDARG00000022817,22
ENSDARG00000083874,0
ENSDARG00000002768,9608
ENSDARG00000096518,0
ENSDARG00000080195,0
ENSDARG00000045166,0
ENSDARG00000062515,2
ENSDARG00000029305,8
ENSDARG00000103789,2
ENSDARG00000045164,0
ENSDARG00000100623,9
ENSDARG00000108253,0
ENSDARG00000090338,0
ENSDARG00000086055,0
ENSDARG00000009217,5
ENSDARG00000056270,23
ENSDARG00000056374,1
ENSDARG00000075046,0
ENSDARG00000078132,1
ENSDARG00000062446,2
ENSDARG00000062442,25
ENSDARG00000045160,0
ENSDARG00000003167,16
ENSDARG00000056247,2
ENSDARG00000114422,0
ENSDARG00000029695,4
ENSDARG00000045159,7
ENSDARG00000095603,1
ENSDARG00000114916,0
ENSDARG00000045157,1
ENSDARG00000045156,15
ENSDARG00000076229,10
ENSDARG00000108358,0
ENSDARG00000088204,1
ENSDARG00000089529,0
ENSDARG00000071551,10
ENSDARG00000071548,16
ENSDARG00000087181,1
ENSDARG00000100666,24
ENSDARG00000056079,5
ENSDARG00000075903,0
ENSDARG00000056059,7
ENSDARG00000076015,0
ENSDARG00000056050,8
ENSDARG00000056045,0
ENSDARG00000041323,33
ENSDARG00000007294,118
ENSDARG00000045155,11
ENSDARG00000039117,64
ENSDARG00000055930,1
ENSDARG00000077409,4
ENSDARG00000045153,0
ENSDARG00000092546,31
ENSDARG00000078119,0
ENSDARG00000079549,0
ENSDARG00000077900,1
ENSDARG00000074161,49
ENSDARG00000045150,23
ENSDARG00000045147,22
ENSDARG00000028957,10
ENSDARG00000045146,28
ENSDARG00000055883,0
ENSDARG00000031048,14
ENSDARG00000055868,72
ENSDARG00000084034,0
ENSDARG00000084670,0
ENSDARG00000096722,2
ENSDARG00000077317,2
ENSDARG00000045145,8
ENSDARG00000031968,0
ENSDARG00000014161,2
ENSDARG00000088307,3
ENSDARG00000002362,24
ENSDARG00000100072,28
ENSDARG00000088290,3
ENSDARG00000082857,0
ENSDARG00000017367,0
ENSDARG00000045144,0
ENSDARG00000038147,0
ENSDARG00000045142,0
ENSDARG00000045143,57
ENSDARG00000071592,8
ENSDARG00000045141,25
ENSDARG00000045140,9
ENSDARG00000020488,1
ENSDARG00000096700,0
ENSDARG00000106858,0
ENSDARG00000089747,0
ENSDARG00000073765,1
ENSDARG00000089248,0
ENSDARG00000104629,7
ENSDARG00000101715,2
ENSDARG00000052522,14
ENSDARG00000062902,16
ENSDARG00000052518,5
ENSDARG00000052515,7
ENSDARG00000058076,8
ENSDARG00000071306,2
ENSDARG00000095300,10
ENSDARG00000043814,1
ENSDARG00000043816,2
ENSDARG00000043818,5
ENSDARG00000043820,98
ENSDARG00000096799,0
ENSDARG00000052644,29
ENSDARG00000113809,0
ENSDARG00000112562,0
ENSDARG00000076913,1
ENSDARG00000032985,14
ENSDARG00000033029,3
ENSDARG00000109266,0
ENSDARG00000052654,3
ENSDARG00000096693,0
ENSDARG00000025555,0
ENSDARG00000038990,2
ENSDARG00000038991,3
ENSDARG00000061844,13
ENSDARG00000061864,13
ENSDARG00000078127,1
ENSDARG00000019492,13
ENSDARG00000105255,29
ENSDARG00000099966,53
ENSDARG00000099672,11
ENSDARG00000085774,0
ENSDARG00000096739,5
ENSDARG00000103235,8
ENSDARG00000104531,5
ENSDARG00000096804,0
ENSDARG00000088639,0
ENSDARG00000055223,11
ENSDARG00000055284,11
ENSDARG00000055291,20
ENSDARG00000075450,5
ENSDARG00000055128,1
ENSDARG00000114430,0
ENSDARG00000102470,7
ENSDARG00000012577,33
ENSDARG00000055381,10
ENSDARG00000092599,0
ENSDARG00000084166,0
ENSDARG00000061710,0
ENSDARG00000076155,5
ENSDARG00000089871,43
ENSDARG00000055075,33
ENSDARG00000113701,0
ENSDARG00000018742,20
ENSDARG00000055078,4
ENSDARG00000005246,1
ENSDARG00000106195,0
ENSDARG00000061647,145
ENSDARG00000112816,0
ENSDARG00000110097,0
ENSDARG00000071494,0
ENSDARG00000045105,10
ENSDARG00000061631,33
ENSDARG00000018022,5
ENSDARG00000015050,469
ENSDARG00000100717,3
ENSDARG00000117590,0
ENSDARG00000099101,21
ENSDARG00000102511,1
ENSDARG00000032780,2
ENSDARG00000025953,10
ENSDARG00000054907,56
ENSDARG00000096795,0
ENSDARG00000061622,2
ENSDARG00000054903,0
ENSDARG00000087084,0
ENSDARG00000096769,0
ENSDARG00000021806,43
ENSDARG00000011496,34
ENSDARG00000054879,20
ENSDARG00000054878,4
ENSDARG00000003008,30
ENSDARG00000106318,0
ENSDARG00000008697,54
ENSDARG00000101074,150
ENSDARG00000096712,40
ENSDARG00000109715,75
ENSDARG00000073711,2
ENSDARG00000105045,3
ENSDARG00000099974,141
ENSDARG00000053929,0
ENSDARG00000115104,0
ENSDARG00000117278,0
ENSDARG00000077749,2
ENSDARG00000071445,129
ENSDARG00000078696,5
ENSDARG00000045070,0
ENSDARG00000010953,24
ENSDARG00000096808,8
ENSDARG00000061197,2
ENSDARG00000061201,32
ENSDARG00000045071,10
ENSDARG00000079457,1
ENSDARG00000033446,1
ENSDARG00000030472,1
ENSDARG00000025875,18
ENSDARG00000096782,0
ENSDARG00000061216,0
ENSDARG00000026482,22
ENSDARG00000013207,24
ENSDARG00000061311,2
ENSDARG00000096707,0
ENSDARG00000090223,18
ENSDARG00000053979,33
ENSDARG00000074688,10
ENSDARG00000005236,45
ENSDARG00000054023,3
ENSDARG00000054025,0
ENSDARG00000096750,0
ENSDARG00000026513,10
ENSDARG00000054030,7
ENSDARG00000082315,0
ENSDARG00000054033,1
ENSDARG00000096704,0
ENSDARG00000001498,1
ENSDARG00000012234,16
ENSDARG00000077297,23
ENSDARG00000045075,7
ENSDARG00000096637,4
ENSDARG00000045074,17
ENSDARG00000061255,0
ENSDARG00000061259,11
ENSDARG00000007891,6
ENSDARG00000096811,0
ENSDARG00000018303,4
ENSDARG00000054707,11
ENSDARG00000013880,1
ENSDARG00000113734,0
ENSDARG00000089913,5
ENSDARG00000009624,1
ENSDARG00000115189,0
ENSDARG00000078481,0
ENSDARG00000005134,16
ENSDARG00000045087,3
ENSDARG00000036863,16
ENSDARG00000103412,0
ENSDARG00000088794,0
ENSDARG00000020876,59
ENSDARG00000061473,12
ENSDARG00000117237,0
ENSDARG00000004473,3
ENSDARG00000012981,18
ENSDARG00000045091,12
ENSDARG00000017612,14
ENSDARG00000029308,2
ENSDARG00000045092,8
ENSDARG00000096711,17
ENSDARG00000076533,17
ENSDARG00000054442,59
ENSDARG00000054208,5
ENSDARG00000096777,2
ENSDARG00000054201,28
ENSDARG00000096717,2
ENSDARG00000110377,0
ENSDARG00000061424,8
ENSDARG00000025226,0
ENSDARG00000086255,0
ENSDARG00000096721,24
ENSDARG00000075515,0
ENSDARG00000096760,0
ENSDARG00000054181,0
ENSDARG00000085246,0
ENSDARG00000094512,6
ENSDARG00000096686,0
ENSDARG00000054177,6
ENSDARG00000074270,4
ENSDARG00000015906,0
ENSDARG00000054154,31
ENSDARG00000015144,0
ENSDARG00000096697,0
ENSDARG00000089766,8
ENSDARG00000107729,0
ENSDARG00000102564,2
ENSDARG00000115156,0
ENSDARG00000111804,0
ENSDARG00000006420,23
ENSDARG00000114810,0
ENSDARG00000113030,0
ENSDARG00000053805,3
ENSDARG00000045064,37
ENSDARG00000116484,0
ENSDARG00000113686,0
ENSDARG00000074806,15
ENSDARG00000075441,0
ENSDARG00000007465,0
ENSDARG00000020224,1
ENSDARG00000061020,24
ENSDARG00000096780,0
ENSDARG00000096696,0
ENSDARG00000007490,0
ENSDARG00000089581,4
ENSDARG00000112796,0
ENSDARG00000091768,2
ENSDARG00000108447,0
ENSDARG00000079227,1
ENSDARG00000070041,2
ENSDARG00000090526,5
ENSDARG00000096786,2
ENSDARG00000091009,0
ENSDARG00000091836,10
ENSDARG00000009341,31
ENSDARG00000096746,0
ENSDARG00000073810,2
ENSDARG00000045067,0
ENSDARG00000075909,0
ENSDARG00000045066,11
ENSDARG00000099579,17
ENSDARG00000053862,312
ENSDARG00000074001,798
ENSDARG00000096796,0
ENSDARG00000004415,114
ENSDARG00000107642,0
ENSDARG00000045065,4
ENSDARG00000083587,0
ENSDARG00000109073,0
ENSDARG00000075721,4
ENSDARG00000075931,26
ENSDARG00000076776,0
ENSDARG00000045268,0
ENSDARG00000074169,4
ENSDARG00000084720,0
ENSDARG00000096757,0
ENSDARG00000096720,0
ENSDARG00000096728,1
ENSDARG00000005185,61
ENSDARG00000074121,28
ENSDARG00000057498,9
ENSDARG00000057484,46
ENSDARG00000057481,12
ENSDARG00000074824,0
ENSDARG00000071426,26
ENSDARG00000071425,24
ENSDARG00000096674,0
ENSDARG00000077560,1
ENSDARG00000083886,0
ENSDARG00000114509,0
ENSDARG00000042410,13
ENSDARG00000061004,6
ENSDARG00000076997,4
ENSDARG00000111372,0
ENSDARG00000061011,0
ENSDARG00000105527,13
ENSDARG00000105665,0
ENSDARG00000096800,0
ENSDARG00000060941,0
ENSDARG00000053528,10
ENSDARG00000104417,0
ENSDARG00000053526,12
ENSDARG00000053525,0
ENSDARG00000096761,0
ENSDARG00000010083,58
ENSDARG00000110350,0
ENSDARG00000088878,2
ENSDARG00000006125,33
ENSDARG00000107196,0
ENSDARG00000045051,11
ENSDARG00000087657,36
ENSDARG00000071414,4
ENSDARG00000024184,17
ENSDARG00000000068,11
ENSDARG00000060868,4
ENSDARG00000053474,4
ENSDARG00000096740,0
ENSDARG00000074506,27
ENSDARG00000074852,5
ENSDARG00000023920,17
ENSDARG00000028088,1
ENSDARG00000099900,10
ENSDARG00000076334,17
ENSDARG00000088143,0
ENSDARG00000009214,1
ENSDARG00000060729,24
ENSDARG00000109525,0
ENSDARG00000071409,26
ENSDARG00000017960,13
ENSDARG00000061226,37
ENSDARG00000021488,5
ENSDARG00000075857,0
ENSDARG00000026611,10
ENSDARG00000115872,0
ENSDARG00000076225,3
ENSDARG00000089276,3
