Identifier,BPAF-0.1ug/L-A
ENSDARG00000112844,0
ENSDARG00000112587,1
ENSDARG00000116942,0
ENSDARG00000021913,1
ENSDARG00000042157,0
ENSDARG00000018871,0
ENSDARG00000002333,6
ENSDARG00000005716,2
ENSDARG00000012656,54
ENSDARG00000004697,9
ENSDARG00000020354,0
ENSDARG00000042138,0
ENSDARG00000096747,0
ENSDARG00000096672,0
ENSDARG00000096787,0
ENSDARG00000009123,0
ENSDARG00000042133,14
ENSDARG00000042130,0
ENSDARG00000042129,0
ENSDARG00000042120,0
ENSDARG00000027046,5
ENSDARG00000028163,8
ENSDARG00000016630,20
ENSDARG00000017634,74
ENSDARG00000010276,0
ENSDARG00000017141,0
ENSDARG00000096789,0
ENSDARG00000019062,17
ENSDARG00000096724,0
ENSDARG00000016936,3
ENSDARG00000031100,40
ENSDARG00000094010,18
ENSDARG00000079036,0
ENSDARG00000042057,2
ENSDARG00000042055,8
ENSDARG00000008639,28
ENSDARG00000042033,0
ENSDARG00000042031,5
ENSDARG00000042027,6
ENSDARG00000054723,32
ENSDARG00000096810,2
ENSDARG00000008568,16
ENSDARG00000096827,0
ENSDARG00000097362,0
ENSDARG00000042005,7
ENSDARG00000042000,3
ENSDARG00000024189,3
ENSDARG00000024195,38
ENSDARG00000088828,0
ENSDARG00000024204,21
ENSDARG00000030106,50
ENSDARG00000041976,0
ENSDARG00000024537,6
ENSDARG00000019135,0
ENSDARG00000020609,306
ENSDARG00000024564,8
ENSDARG00000096710,0
ENSDARG00000042759,1
ENSDARG00000024575,7
ENSDARG00000004735,78
ENSDARG00000019920,0
ENSDARG00000016464,3
ENSDARG00000033949,0
ENSDARG00000021664,24
ENSDARG00000006672,27
ENSDARG00000104812,0
ENSDARG00000023228,56
ENSDARG00000084287,0
ENSDARG00000009753,34
ENSDARG00000070052,0
ENSDARG00000003584,6
ENSDARG00000029747,8
ENSDARG00000008029,5
ENSDARG00000093008,2
ENSDARG00000108110,0
ENSDARG00000075134,0
ENSDARG00000096766,0
ENSDARG00000086445,0
ENSDARG00000091757,6
ENSDARG00000042829,9
ENSDARG00000096793,0
ENSDARG00000093316,2
ENSDARG00000001807,20
ENSDARG00000015224,20
ENSDARG00000070110,1
ENSDARG00000008249,5
ENSDARG00000105234,0
ENSDARG00000014953,4
ENSDARG00000109759,0
ENSDARG00000073747,3
ENSDARG00000014013,53
ENSDARG00000032049,22
ENSDARG00000042851,13
ENSDARG00000042854,11
ENSDARG00000042859,0
ENSDARG00000042864,21
ENSDARG00000018257,16
ENSDARG00000016122,10
ENSDARG00000042873,0
ENSDARG00000042876,23
ENSDARG00000042877,7
ENSDARG00000020594,32
ENSDARG00000096735,0
ENSDARG00000030905,12
ENSDARG00000096706,0
ENSDARG00000096733,0
ENSDARG00000054152,0
ENSDARG00000054150,5
ENSDARG00000013732,23
ENSDARG00000096675,0
ENSDARG00000054137,4
ENSDARG00000096755,0
ENSDARG00000096774,1
ENSDARG00000039987,24
ENSDARG00000096741,0
ENSDARG00000007171,6
ENSDARG00000041944,3
ENSDARG00000013973,6
ENSDARG00000007823,6
ENSDARG00000042577,0
ENSDARG00000024471,2
ENSDARG00000054076,0
ENSDARG00000095457,1
ENSDARG00000031587,8
ENSDARG00000007774,15
ENSDARG00000016743,6
ENSDARG00000023448,4
ENSDARG00000007869,6
ENSDARG00000041923,0
ENSDARG00000041835,0
ENSDARG00000041917,0
ENSDARG00000041915,1
ENSDARG00000010059,8
ENSDARG00000020123,32
ENSDARG00000096730,0
ENSDARG00000041911,7
ENSDARG00000041910,1
ENSDARG00000004574,6
ENSDARG00000021305,2
ENSDARG00000033916,11
ENSDARG00000032431,1
ENSDARG00000014927,6
ENSDARG00000029907,2
ENSDARG00000041896,21
ENSDARG00000105851,0
ENSDARG00000041895,9
ENSDARG00000041873,1
ENSDARG00000041870,7
ENSDARG00000114418,0
ENSDARG00000081311,0
ENSDARG00000029587,18
ENSDARG00000106862,0
ENSDARG00000092980,0
ENSDARG00000021869,7
ENSDARG00000017982,0
ENSDARG00000002877,12
ENSDARG00000010434,27
ENSDARG00000008060,9
ENSDARG00000084341,0
ENSDARG00000041919,5
ENSDARG00000021753,26
ENSDARG00000014685,7
ENSDARG00000007221,2
ENSDARG00000052758,0
ENSDARG00000093697,0
ENSDARG00000092331,0
ENSDARG00000095211,0
ENSDARG00000096773,0
ENSDARG00000096806,0
ENSDARG00000069445,0
ENSDARG00000096794,0
ENSDARG00000068994,0
ENSDARG00000096698,0
ENSDARG00000107442,0
ENSDARG00000042553,0
ENSDARG00000013441,2
ENSDARG00000094075,0
ENSDARG00000034957,3
ENSDARG00000042548,3
ENSDARG00000060944,2
ENSDARG00000069427,4
ENSDARG00000096705,0
ENSDARG00000096731,0
ENSDARG00000041779,72
ENSDARG00000103231,22
ENSDARG00000053122,11
ENSDARG00000053119,1
ENSDARG00000034650,12
ENSDARG00000053110,13
ENSDARG00000009106,256
ENSDARG00000053097,36
ENSDARG00000096673,0
ENSDARG00000041799,68
ENSDARG00000076789,0
ENSDARG00000041792,0
ENSDARG00000041797,10
ENSDARG00000041787,7
ENSDARG00000069411,0
ENSDARG00000041736,3
ENSDARG00000041734,0
ENSDARG00000005652,21
ENSDARG00000108989,0
ENSDARG00000096764,0
ENSDARG00000114359,0
ENSDARG00000014081,11
ENSDARG00000013528,1
ENSDARG00000020777,16
ENSDARG00000069404,3
ENSDARG00000069401,0
ENSDARG00000053003,0
ENSDARG00000027813,9
ENSDARG00000023117,0
ENSDARG00000015907,5
ENSDARG00000113846,0
ENSDARG00000041706,3
ENSDARG00000041702,1
ENSDARG00000014039,0
ENSDARG00000006094,3
ENSDARG00000103502,0
ENSDARG00000030530,16
ENSDARG00000023111,19
ENSDARG00000077853,0
ENSDARG00000093808,0
ENSDARG00000073913,0
ENSDARG00000016605,1
ENSDARG00000069318,5
ENSDARG00000109960,0
ENSDARG00000069307,0
ENSDARG00000069305,2
ENSDARG00000069302,8
ENSDARG00000084652,0
ENSDARG00000069296,1
ENSDARG00000009844,7
ENSDARG00000029472,16
ENSDARG00000096699,0
ENSDARG00000041554,0
ENSDARG00000041550,1
ENSDARG00000096778,0
ENSDARG00000094567,0
ENSDARG00000096812,0
ENSDARG00000069281,0
ENSDARG00000092692,0
ENSDARG00000069276,0
ENSDARG00000094146,0
ENSDARG00000094226,0
ENSDARG00000096765,0
ENSDARG00000032838,17
ENSDARG00000019529,22
ENSDARG00000088165,1
ENSDARG00000028475,8
ENSDARG00000069252,0
ENSDARG00000069251,0
ENSDARG00000069241,4
ENSDARG00000069245,88
ENSDARG00000006397,36
ENSDARG00000026630,15
ENSDARG00000070584,12
ENSDARG00000059233,0
ENSDARG00000115293,0
ENSDARG00000112249,0
ENSDARG00000084707,0
ENSDARG00000086186,0
ENSDARG00000079045,1
ENSDARG00000109195,0
ENSDARG00000060554,15
ENSDARG00000052625,22
ENSDARG00000016528,3
ENSDARG00000030263,5
ENSDARG00000094340,0
ENSDARG00000087180,1
ENSDARG00000060537,5
ENSDARG00000087688,0
ENSDARG00000081335,0
ENSDARG00000085854,0
ENSDARG00000068179,19
ENSDARG00000076380,3
ENSDARG00000069101,0
ENSDARG00000016011,13
ENSDARG00000076500,39
ENSDARG00000042344,8
ENSDARG00000052652,2
ENSDARG00000110265,0
ENSDARG00000041430,7
ENSDARG00000096676,0
ENSDARG00000095450,0
ENSDARG00000094104,5
ENSDARG00000041433,253
ENSDARG00000088462,0
ENSDARG00000094237,0
ENSDARG00000117118,0
ENSDARG00000087419,0
ENSDARG00000116990,0
ENSDARG00000094548,0
ENSDARG00000041454,0
ENSDARG00000086412,0
ENSDARG00000086268,0
ENSDARG00000089000,0
ENSDARG00000022938,0
ENSDARG00000090592,0
ENSDARG00000111108,0
ENSDARG00000117173,0
ENSDARG00000116668,0
ENSDARG00000069214,0
ENSDARG00000115277,0
ENSDARG00000113793,0
ENSDARG00000112016,0
ENSDARG00000110650,0
ENSDARG00000112794,0
ENSDARG00000069206,0
ENSDARG00000069208,2
ENSDARG00000086692,0
ENSDARG00000086390,0
ENSDARG00000069213,0
ENSDARG00000090464,0
ENSDARG00000069211,0
ENSDARG00000075828,0
ENSDARG00000090372,0
ENSDARG00000090812,0
ENSDARG00000096807,2
ENSDARG00000088859,0
ENSDARG00000091705,0
ENSDARG00000091733,0
ENSDARG00000031506,4
ENSDARG00000041414,2
ENSDARG00000041413,1
ENSDARG00000041411,3
ENSDARG00000041407,13
ENSDARG00000041402,6
ENSDARG00000041397,5
ENSDARG00000041391,52
ENSDARG00000068428,2
ENSDARG00000031683,5
ENSDARG00000097234,0
ENSDARG00000011818,0
ENSDARG00000020133,5
ENSDARG00000111953,0
ENSDARG00000017437,0
ENSDARG00000006812,29
ENSDARG00000093354,0
ENSDARG00000022260,3
ENSDARG00000041375,0
ENSDARG00000011696,0
ENSDARG00000101260,14
ENSDARG00000103380,4
ENSDARG00000083952,0
ENSDARG00000078770,6
ENSDARG00000096770,16
ENSDARG00000005394,2
ENSDARG00000111291,0
ENSDARG00000096729,0
ENSDARG00000091486,0
ENSDARG00000091552,0
ENSDARG00000096680,0
ENSDARG00000096745,0
ENSDARG00000089158,0
ENSDARG00000088490,0
ENSDARG00000096715,8
ENSDARG00000091243,1
ENSDARG00000096708,0
ENSDARG00000077694,31
ENSDARG00000017162,6
ENSDARG00000114476,0
ENSDARG00000046106,58
ENSDARG00000052511,0
ENSDARG00000116759,2
ENSDARG00000012667,12
ENSDARG00000023272,10
ENSDARG00000080287,0
ENSDARG00000102055,49
ENSDARG00000057128,14
ENSDARG00000085665,0
ENSDARG00000073933,0
ENSDARG00000057151,0
ENSDARG00000009743,1
ENSDARG00000103017,2
ENSDARG00000030092,4
ENSDARG00000067927,0
ENSDARG00000060618,1
ENSDARG00000099804,2
ENSDARG00000100162,1
ENSDARG00000091756,20
ENSDARG00000079997,0
ENSDARG00000106343,0
ENSDARG00000102744,32
ENSDARG00000085397,0
ENSDARG00000115851,0
ENSDARG00000082842,0
ENSDARG00000081029,0
ENSDARG00000111816,0
ENSDARG00000073814,0
ENSDARG00000102751,0
ENSDARG00000042661,0
ENSDARG00000101549,0
ENSDARG00000104107,0
ENSDARG00000101900,36
ENSDARG00000099578,0
ENSDARG00000102698,0
ENSDARG00000098768,0
ENSDARG00000111045,0
ENSDARG00000007901,9
ENSDARG00000039493,24
ENSDARG00000060609,0
ENSDARG00000102208,0
ENSDARG00000115208,0
ENSDARG00000019601,27
ENSDARG00000110700,10
ENSDARG00000079634,2
ENSDARG00000109287,0
ENSDARG00000106671,0
ENSDARG00000073859,6
ENSDARG00000067913,1
ENSDARG00000026811,1
ENSDARG00000067838,6
ENSDARG00000087456,30
ENSDARG00000028971,3
ENSDARG00000067509,0
ENSDARG00000090499,0
ENSDARG00000096754,0
ENSDARG00000112149,0
ENSDARG00000107936,0
ENSDARG00000088117,0
ENSDARG00000100851,29
ENSDARG00000004721,1
ENSDARG00000092181,7
ENSDARG00000096753,0
ENSDARG00000096744,0
ENSDARG00000011175,41
ENSDARG00000052178,63
ENSDARG00000006395,21
ENSDARG00000094456,1
ENSDARG00000029150,1429
ENSDARG00000112986,0
ENSDARG00000007886,5
ENSDARG00000068367,2
ENSDARG00000060034,2
ENSDARG00000096785,0
ENSDARG00000096723,0
ENSDARG00000077387,0
ENSDARG00000044949,5
ENSDARG00000096803,0
ENSDARG00000091598,13
ENSDARG00000096688,0
ENSDARG00000092470,0
ENSDARG00000052322,1
ENSDARG00000044415,0
ENSDARG00000044417,2
ENSDARG00000109150,0
ENSDARG00000091595,6
ENSDARG00000095420,0
ENSDARG00000093457,0
ENSDARG00000013659,7
ENSDARG00000014532,6
ENSDARG00000094846,0
ENSDARG00000008184,34
ENSDARG00000052471,5
ENSDARG00000052465,0
ENSDARG00000117564,0
ENSDARG00000111523,0
ENSDARG00000097674,1
ENSDARG00000009134,7
ENSDARG00000052454,0
ENSDARG00000027930,6
ENSDARG00000096702,0
ENSDARG00000075765,2
ENSDARG00000100007,0
ENSDARG00000039666,5
ENSDARG00000039669,3
ENSDARG00000015236,2
ENSDARG00000030053,88
ENSDARG00000039652,0
ENSDARG00000115571,0
ENSDARG00000113562,0
ENSDARG00000110807,0
ENSDARG00000095671,0
ENSDARG00000111367,0
ENSDARG00000093691,0
ENSDARG00000114229,0
ENSDARG00000023916,7
ENSDARG00000029581,2
ENSDARG00000108568,0
ENSDARG00000076673,13
ENSDARG00000101051,25
ENSDARG00000101062,0
ENSDARG00000100989,0
ENSDARG00000098952,0
ENSDARG00000101118,1
ENSDARG00000110451,0
ENSDARG00000110608,15
ENSDARG00000107912,1
ENSDARG00000052400,0
ENSDARG00000060349,1
ENSDARG00000041226,9
ENSDARG00000075817,1
ENSDARG00000075016,0
ENSDARG00000078825,1
ENSDARG00000052405,0
ENSDARG00000090637,2
ENSDARG00000057352,1
ENSDARG00000059923,6
ENSDARG00000095767,11
ENSDARG00000086925,1
ENSDARG00000031200,18
ENSDARG00000024746,57
ENSDARG00000010478,14
ENSDARG00000041248,0
ENSDARG00000088989,0
ENSDARG00000089478,0
ENSDARG00000086956,0
ENSDARG00000105335,0
ENSDARG00000041239,0
ENSDARG00000052408,7
ENSDARG00000041232,454
ENSDARG00000093355,0
ENSDARG00000003041,0
ENSDARG00000101626,5
ENSDARG00000099022,466
ENSDARG00000100209,24
ENSDARG00000098059,20
ENSDARG00000038432,25
ENSDARG00000105346,0
ENSDARG00000090237,0
ENSDARG00000089966,0
ENSDARG00000091409,0
ENSDARG00000086352,0
ENSDARG00000086522,0
ENSDARG00000096694,0
ENSDARG00000115359,0
ENSDARG00000078095,10
ENSDARG00000008218,15
ENSDARG00000093659,5
ENSDARG00000079396,6
ENSDARG00000027978,18
ENSDARG00000099720,4
ENSDARG00000095564,0
ENSDARG00000068916,0
ENSDARG00000068912,0
ENSDARG00000102965,0
ENSDARG00000030154,6
ENSDARG00000116804,0
ENSDARG00000096258,0
ENSDARG00000096690,0
ENSDARG00000096403,1891
ENSDARG00000114796,0
ENSDARG00000013430,252
ENSDARG00000025703,1
ENSDARG00000108788,0
ENSDARG00000105123,0
ENSDARG00000100353,0
ENSDARG00000101270,2
ENSDARG00000075301,0
ENSDARG00000111699,0
ENSDARG00000103296,0
ENSDARG00000098935,17
ENSDARG00000101873,0
ENSDARG00000102477,1
ENSDARG00000104808,2
ENSDARG00000103762,0
ENSDARG00000100789,19
ENSDARG00000009653,5
ENSDARG00000112909,8
ENSDARG00000085814,0
ENSDARG00000021550,25
ENSDARG00000079922,0
ENSDARG00000098859,3
ENSDARG00000068589,20
ENSDARG00000100549,0
ENSDARG00000100577,3
ENSDARG00000104782,164
ENSDARG00000011921,21
ENSDARG00000093088,0
ENSDARG00000061100,18
ENSDARG00000080218,0
ENSDARG00000089844,0
ENSDARG00000102894,0
ENSDARG00000110653,0
ENSDARG00000113371,0
ENSDARG00000117547,0
ENSDARG00000107408,2
ENSDARG00000087762,0
ENSDARG00000015153,2
ENSDARG00000084858,0
ENSDARG00000096283,0
ENSDARG00000045299,1
ENSDARG00000071487,0
ENSDARG00000003462,1
ENSDARG00000090387,6
ENSDARG00000045301,1
ENSDARG00000100274,1
ENSDARG00000103962,10
ENSDARG00000099717,1
ENSDARG00000100324,0
ENSDARG00000098176,2
ENSDARG00000101832,0
ENSDARG00000102019,1
ENSDARG00000101184,0
ENSDARG00000100179,3
ENSDARG00000104798,0
ENSDARG00000101593,3
ENSDARG00000102959,2
ENSDARG00000113380,0
ENSDARG00000101093,0
ENSDARG00000116340,0
ENSDARG00000101320,3
ENSDARG00000103196,0
ENSDARG00000099009,0
ENSDARG00000102321,2
ENSDARG00000102731,0
ENSDARG00000101790,2
ENSDARG00000104605,0
ENSDARG00000101319,3
ENSDARG00000102950,12
ENSDARG00000099612,0
ENSDARG00000103795,7
ENSDARG00000102033,1
ENSDARG00000103237,0
ENSDARG00000104488,0
ENSDARG00000101056,0
ENSDARG00000100686,0
ENSDARG00000100899,0
ENSDARG00000105206,7
ENSDARG00000102372,1
ENSDARG00000098688,0
ENSDARG00000107858,0
ENSDARG00000112868,0
ENSDARG00000067801,1
ENSDARG00000099984,2
ENSDARG00000105834,2
ENSDARG00000089385,0
ENSDARG00000105690,1
ENSDARG00000117089,6
ENSDARG00000116283,0
ENSDARG00000098909,3
ENSDARG00000099865,93
ENSDARG00000100985,0
ENSDARG00000098259,0
ENSDARG00000090617,1
ENSDARG00000016858,22
ENSDARG00000042555,0
ENSDARG00000060980,2
ENSDARG00000036911,5
ENSDARG00000077950,15
ENSDARG00000007708,152
ENSDARG00000019707,2
ENSDARG00000036913,0
ENSDARG00000100804,0
ENSDARG00000089357,0
ENSDARG00000036915,18
ENSDARG00000022996,1
ENSDARG00000096987,0
ENSDARG00000087100,0
ENSDARG00000015971,3
ENSDARG00000022218,2
ENSDARG00000068655,5
ENSDARG00000032188,5
ENSDARG00000094995,0
ENSDARG00000114965,0
ENSDARG00000092133,0
ENSDARG00000114455,0
ENSDARG00000094749,0
ENSDARG00000110986,0
ENSDARG00000114913,0
ENSDARG00000115473,0
ENSDARG00000070138,0
ENSDARG00000113976,0
ENSDARG00000095687,0
ENSDARG00000115596,0
ENSDARG00000094878,0
ENSDARG00000115897,0
ENSDARG00000116627,0
ENSDARG00000109294,0
ENSDARG00000112108,0
ENSDARG00000029905,20
ENSDARG00000076991,0
ENSDARG00000030022,6
ENSDARG00000109364,0
ENSDARG00000024219,22
ENSDARG00000086337,0
ENSDARG00000019208,2
ENSDARG00000103554,20
ENSDARG00000079484,0
ENSDARG00000090948,1
ENSDARG00000094253,0
ENSDARG00000077906,13
ENSDARG00000046071,2
ENSDARG00000058968,0
ENSDARG00000010149,376
ENSDARG00000020072,47
ENSDARG00000092263,0
ENSDARG00000004187,14
ENSDARG00000094542,0
ENSDARG00000034291,908
ENSDARG00000081621,0
ENSDARG00000036584,17
ENSDARG00000094738,0
ENSDARG00000059046,8
ENSDARG00000104775,2
ENSDARG00000099416,0
ENSDARG00000098616,0
ENSDARG00000099332,1
ENSDARG00000113379,0
ENSDARG00000102159,0
ENSDARG00000101786,0
ENSDARG00000105047,0
ENSDARG00000103060,0
ENSDARG00000098408,1
ENSDARG00000102180,6
ENSDARG00000111931,0
ENSDARG00000068214,262
ENSDARG00000017602,41
ENSDARG00000096310,0
ENSDARG00000079472,0
ENSDARG00000044801,0
ENSDARG00000018334,532
ENSDARG00000104517,170
ENSDARG00000086746,6
ENSDARG00000088619,12
ENSDARG00000103528,0
ENSDARG00000090818,0
ENSDARG00000012953,15
ENSDARG00000044807,1
ENSDARG00000044808,9
ENSDARG00000044809,7
ENSDARG00000044811,18
ENSDARG00000093173,0
ENSDARG00000092664,2
ENSDARG00000092967,0
ENSDARG00000096367,11
ENSDARG00000101028,4
ENSDARG00000080562,0
ENSDARG00000091271,2
ENSDARG00000104776,0
ENSDARG00000012593,377
ENSDARG00000080661,0
ENSDARG00000014053,57
ENSDARG00000093667,0
ENSDARG00000092842,3
ENSDARG00000093602,0
ENSDARG00000102891,11
ENSDARG00000103198,10
ENSDARG00000099743,3
ENSDARG00000101659,0
ENSDARG00000117093,3
ENSDARG00000101139,14
ENSDARG00000100657,1
ENSDARG00000098981,0
ENSDARG00000110056,0
ENSDARG00000100082,9
ENSDARG00000107158,0
ENSDARG00000083857,0
ENSDARG00000016754,34
ENSDARG00000014201,34
ENSDARG00000111664,0
ENSDARG00000009851,3
ENSDARG00000063706,3
ENSDARG00000060109,5
ENSDARG00000024831,11
ENSDARG00000038729,5
ENSDARG00000038728,0
ENSDARG00000114567,0
ENSDARG00000077540,0
ENSDARG00000068856,0
ENSDARG00000086262,0
ENSDARG00000077638,0
ENSDARG00000086236,0
ENSDARG00000090041,0
ENSDARG00000087469,0
ENSDARG00000084079,0
ENSDARG00000059507,0
ENSDARG00000113533,3
ENSDARG00000014480,0
ENSDARG00000023362,1
ENSDARG00000037962,50
ENSDARG00000037963,0
ENSDARG00000037964,2
ENSDARG00000014592,1
ENSDARG00000060106,0
ENSDARG00000055550,0
ENSDARG00000117422,0
ENSDARG00000084593,0
ENSDARG00000105117,30
ENSDARG00000103699,26
ENSDARG00000102730,12
ENSDARG00000100973,1
ENSDARG00000104370,4
ENSDARG00000098906,0
ENSDARG00000109699,0
ENSDARG00000117251,0
ENSDARG00000115806,0
ENSDARG00000117472,0
ENSDARG00000104480,7
ENSDARG00000086158,1
ENSDARG00000069980,6
ENSDARG00000092752,0
ENSDARG00000059978,43
ENSDARG00000052893,1
ENSDARG00000043074,1
ENSDARG00000052894,6
ENSDARG00000075191,0
ENSDARG00000079637,7
ENSDARG00000083634,0
ENSDARG00000094879,3
ENSDARG00000060006,18
ENSDARG00000016570,17
ENSDARG00000100709,11
ENSDARG00000105195,3
ENSDARG00000069988,1
ENSDARG00000107839,0
ENSDARG00000052903,4
ENSDARG00000058630,16
ENSDARG00000067979,12
ENSDARG00000029822,26
ENSDARG00000017490,53
ENSDARG00000034048,3
ENSDARG00000027828,85
ENSDARG00000092726,7
ENSDARG00000044795,0
ENSDARG00000058679,2
ENSDARG00000058682,0
ENSDARG00000044797,0
ENSDARG00000058693,136
ENSDARG00000002600,1
ENSDARG00000006251,38
ENSDARG00000028106,34
ENSDARG00000090036,8
ENSDARG00000058725,0
ENSDARG00000058728,4
ENSDARG00000058740,3
ENSDARG00000058746,6
ENSDARG00000063155,1
ENSDARG00000088318,37
ENSDARG00000012820,79
ENSDARG00000086733,0
ENSDARG00000092916,2
ENSDARG00000011371,12
ENSDARG00000026787,1
ENSDARG00000011926,0
ENSDARG00000070040,6
ENSDARG00000070045,13
ENSDARG00000098039,0
ENSDARG00000117700,0
ENSDARG00000098023,0
ENSDARG00000106129,0
ENSDARG00000117235,0
ENSDARG00000107324,0
ENSDARG00000094455,3
ENSDARG00000113932,1
ENSDARG00000114627,0
ENSDARG00000074894,12
ENSDARG00000117454,0
ENSDARG00000012126,7
ENSDARG00000016396,9
ENSDARG00000028900,1
ENSDARG00000099284,0
ENSDARG00000019231,101
ENSDARG00000057635,0
ENSDARG00000003920,105
ENSDARG00000042232,2
ENSDARG00000058488,0
ENSDARG00000076283,23
ENSDARG00000078645,4
ENSDARG00000052923,6
ENSDARG00000060025,0
ENSDARG00000093863,0
ENSDARG00000062986,10
ENSDARG00000044776,2
ENSDARG00000044775,1
ENSDARG00000044774,0
ENSDARG00000074697,3
ENSDARG00000010524,3
ENSDARG00000076092,2
ENSDARG00000062970,4
ENSDARG00000001994,224
ENSDARG00000107502,0
ENSDARG00000087110,5
ENSDARG00000075362,5
ENSDARG00000073792,6
ENSDARG00000007912,3
ENSDARG00000079295,0
ENSDARG00000069895,0
ENSDARG00000026634,33
ENSDARG00000079839,0
ENSDARG00000013227,0
ENSDARG00000087633,3
ENSDARG00000045567,4
ENSDARG00000045565,2
ENSDARG00000045562,3
ENSDARG00000074481,5
ENSDARG00000078915,0
ENSDARG00000005980,23
ENSDARG00000058023,0
ENSDARG00000095592,0
ENSDARG00000107942,0
ENSDARG00000089758,0
ENSDARG00000092303,0
ENSDARG00000094859,0
ENSDARG00000011594,14
ENSDARG00000016718,0
ENSDARG00000010717,43
ENSDARG00000044751,52
ENSDARG00000017388,22
ENSDARG00000044752,1
ENSDARG00000044753,19
ENSDARG00000001769,17
ENSDARG00000044754,4
ENSDARG00000044755,1
ENSDARG00000096300,1
ENSDARG00000077550,0
ENSDARG00000004177,0
ENSDARG00000096884,0
ENSDARG00000057936,6
ENSDARG00000057928,8
ENSDARG00000076552,0
ENSDARG00000028257,1
ENSDARG00000092652,1
ENSDARG00000004451,0
ENSDARG00000092722,1
ENSDARG00000117797,0
ENSDARG00000069518,0
ENSDARG00000069521,38
ENSDARG00000111211,0
ENSDARG00000069525,7
ENSDARG00000057882,39
ENSDARG00000069527,11
ENSDARG00000005122,22
ENSDARG00000079286,13
ENSDARG00000113703,0
ENSDARG00000079947,0
ENSDARG00000057918,16
ENSDARG00000069538,1
ENSDARG00000019013,10
ENSDARG00000117269,0
ENSDARG00000003835,100
ENSDARG00000011459,16
ENSDARG00000097626,0
ENSDARG00000057737,0
ENSDARG00000106754,0
ENSDARG00000004618,6
ENSDARG00000038788,1
ENSDARG00000092632,4
ENSDARG00000097313,1
ENSDARG00000044718,7
ENSDARG00000006527,28
ENSDARG00000016903,18
ENSDARG00000100081,0
ENSDARG00000104101,9
ENSDARG00000075837,5
ENSDARG00000074863,5
ENSDARG00000107439,0
ENSDARG00000094538,1
ENSDARG00000093234,0
ENSDARG00000020730,5
ENSDARG00000093026,0
ENSDARG00000014292,7
ENSDARG00000028699,12
ENSDARG00000058477,0
ENSDARG00000009386,2
ENSDARG00000057556,946
ENSDARG00000057571,61
ENSDARG00000057568,17
ENSDARG00000021351,43
ENSDARG00000105934,0
ENSDARG00000022569,3
ENSDARG00000092282,1
ENSDARG00000107781,0
ENSDARG00000099085,0
ENSDARG00000108551,0
ENSDARG00000016048,11
ENSDARG00000043339,0
ENSDARG00000069624,15
ENSDARG00000079818,0
ENSDARG00000063634,5
ENSDARG00000098112,7
ENSDARG00000057435,0
ENSDARG00000002593,11
ENSDARG00000057410,0
ENSDARG00000028780,0
ENSDARG00000090380,0
ENSDARG00000039974,5
ENSDARG00000092538,0
ENSDARG00000030932,3
ENSDARG00000094842,0
ENSDARG00000117618,0
ENSDARG00000023536,106
ENSDARG00000044695,1
ENSDARG00000044694,3
ENSDARG00000079104,6
ENSDARG00000044692,6
ENSDARG00000044691,2
ENSDARG00000077650,6
ENSDARG00000044688,1
ENSDARG00000001906,3
ENSDARG00000005098,5
ENSDARG00000096964,0
ENSDARG00000029832,10
ENSDARG00000044684,761
ENSDARG00000011671,11
ENSDARG00000078113,88
ENSDARG00000002204,17
ENSDARG00000057238,4
ENSDARG00000025174,2
ENSDARG00000089790,11
ENSDARG00000113103,7
ENSDARG00000016725,32
ENSDARG00000079031,2
ENSDARG00000007671,13
ENSDARG00000054319,11
ENSDARG00000093052,0
ENSDARG00000057121,0
ENSDARG00000057113,2
ENSDARG00000083232,0
ENSDARG00000016742,7
ENSDARG00000057101,3
ENSDARG00000057098,0
ENSDARG00000057096,0
ENSDARG00000043608,37
ENSDARG00000074777,34
ENSDARG00000057089,3
ENSDARG00000002020,6
ENSDARG00000039863,4
ENSDARG00000062307,2
ENSDARG00000002994,17
ENSDARG00000057039,0
ENSDARG00000094059,0
ENSDARG00000062293,0
ENSDARG00000092478,4
ENSDARG00000095459,23
ENSDARG00000057037,0
ENSDARG00000057032,17
ENSDARG00000057027,16
ENSDARG00000006604,10
ENSDARG00000014956,2
ENSDARG00000105751,0
ENSDARG00000105735,0
ENSDARG00000105817,0
ENSDARG00000105741,0
ENSDARG00000105757,0
ENSDARG00000094819,0
ENSDARG00000105768,0
ENSDARG00000105798,0
ENSDARG00000094913,0
ENSDARG00000056911,0
ENSDARG00000017385,2
ENSDARG00000034895,0
ENSDARG00000021149,12
ENSDARG00000056940,0
ENSDARG00000093183,0
ENSDARG00000092577,0
ENSDARG00000105729,0
ENSDARG00000095417,0
ENSDARG00000105706,2
ENSDARG00000094714,1
ENSDARG00000093856,0
ENSDARG00000092558,0
ENSDARG00000092707,0
ENSDARG00000094326,0
ENSDARG00000096264,0
ENSDARG00000075161,88
ENSDARG00000076169,10
ENSDARG00000099303,0
ENSDARG00000078916,0
ENSDARG00000089578,0
ENSDARG00000096382,1
ENSDARG00000010047,6
ENSDARG00000058327,2
ENSDARG00000096381,0
ENSDARG00000096368,0
ENSDARG00000023152,1
ENSDARG00000096380,0
ENSDARG00000059368,2
ENSDARG00000085724,0
ENSDARG00000108264,0
ENSDARG00000062056,80
ENSDARG00000069745,5
ENSDARG00000004260,1
ENSDARG00000069748,0
