	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
100000104	1.961533396	1.708728375	1.440848051	2.136118658	2.052734811	1.657574017	0.946117473	2.180161951	1.822975151	1.288805561	1.832539399	1.897082011	1.036664555	1.986361117	1.5708056	1.709956048	2.124466936	1.664697892	1.806670214
100000119	3.426409962	3.693972427	3.695383608	3.691311142	3.410316956	3.46228836	3.519766599	3.28307446	3.42569695	3.515256558	3.37470712	3.499914161	3.345515092	3.182940557	3.414688408	3.583551336	3.005442438	3.573308428	3.39309355
100000122	4.439433281	4.395346148	4.65142365	4.524034393	4.168494259	4.340888687	4.263745831	4.256715807	4.19509959	4.240793724	4.494314676	4.243810465	4.217220519	4.021346615	4.235597078	4.15614897	4.266136238	4.223522287	4.249030205
100000125	4.959750648	5.016620551	5.123658785	5.027122201	4.636679794	5.085440271	5.150373097	4.943243741	4.997509057	5.134613315	4.757437165	5.100147304	5.083098445	4.815920354	5.054258238	5.07715936	4.823497057	5.090081386	5.192916402
100000131	2.383471401	2.863646497	2.900270394	2.576058672	2.188972252	2.64600163	2.291253428	2.208196158	2.404519405	2.48542731	1.977247795	2.624175478	2.435947345	1.892918788	2.189402036	2.630369174	1.099226762	2.655055231	2.50650958
100000132	1.269766241	1.382565081	1.78776741	1.423060613	0.295187417	1.810498058	1.105750717	0.593135647	1.180249209	1.624146596	0.903526803	0.929896586	1.504770778	0.828242168	0.83762725	0.586508406	0.542830747	1.381644875	0.895509391
100000133	3.128674269	3.111479756	3.130462856	3.216238881	2.755146073	2.662172887	2.438508407	3.000036474	2.792843923	2.594440736	3.070350858	2.538613594	2.759023399	2.76454111	2.629615369	2.814047269	2.976166677	2.769788029	2.750388398
100000135	3.343358079	3.548647411	3.449564861	3.851632145	2.885646505	3.285668932	3.168334217	2.926005148	2.925277934	3.069894206	2.978759648	3.170796486	3.138593866	2.785491993	3.23366019	3.024804512	2.761302065	3.168715933	2.78889254
100000140	0.273051441	1.106077333	0.308953744	0.681687818	1.753944468	-0.101048958	-0.132489273	0.363119577	0.783281766	0.063087316	0.903526803	0.14581544	0.565219546	1.246062816	0.576482744	0.821378157	0.986292772	-0.720089172	0.624571153
100000148	3.108695446	1.492625467	3.577703502	2.903310466	2.988815667	2.086942435	2.313232641	3.569069637	2.902085725	2.955643291	3.432339548	1.088836154	2.572239787	3.267277085	2.067394317	2.130171875	3.56819798	1.867262707	1.86189398
100000151	4.595925108	4.459097812	4.624699271	4.584186786	3.93868202	4.511252038	4.438903265	4.195012804	4.327208907	4.249912339	4.28082678	4.418634181	4.369667826	4.164169566	4.496592134	4.426364238	4.047832543	4.411978795	4.167356429
100000156	2.74447111	2.448807959	1.646129294	2.399824009	1.243913296	0.648332064	-1.115907984	1.461267499	1.581584069	-0.176472684	1.906707194	0.309742458	0.493779848	1.086394814	0.503078459	2.407867737	1.655621924	2.243239118	1.749248157
100000160	5.510773431	5.503061445	5.704889603	5.618032098	5.14843549	5.415014345	5.438552503	5.265202216	5.328482242	5.370273294	5.461126228	5.346620874	5.318385496	5.221556617	5.463939166	5.460200801	5.12800922	5.371713016	5.460763471
100000165	4.792411053	5.033107148	4.979240293	5.003085814	3.917044015	4.858651279	4.634893076	4.381987399	4.541234804	4.665597796	4.308450628	4.552887132	4.565303762	3.994606503	4.674292459	4.854746944	3.953344666	4.708975757	4.504632551
100000175	7.945516568	8.777716276	8.461961809	8.942440524	7.806894521	8.00094181	7.866216904	7.819359497	8.375573899	7.839767871	7.823914117	8.169939053	7.73663666	7.649815812	8.017000542	8.047895775	6.678597058	8.645030216	7.829464466
100000190	4.739258262	4.538231152	4.594719136	4.415641778	3.964226389	4.461297654	4.601791188	4.039864774	4.710986857	4.323739535	4.205692579	4.462853128	4.569653179	4.207505982	4.559044534	4.648783567	4.244813349	4.480969226	4.580672878
100000219	2.089368116	1.238350568	2.203490185	1.792934737	1.987793803	1.881281898	2.151844709	1.26170723	1.059669013	1.880481636	1.888519633	2.191484161	2.105411207	1.751014425	1.70779191	1.892967469	1.673971283	1.519209175	2.19861602
100000223	5.023384912	5.074403032	4.883295239	4.832540829	4.636679794	4.576698635	4.938695638	5.097345536	4.92457557	5.101413798	5.120939957	4.525350317	4.945959569	4.861029857	4.705305273	5.28463439	4.960603624	4.689674304	5.057543925
100000230	8.167971436	8.084432871	7.899548827	7.822822031	8.308418965	7.95286388	8.058214841	8.370421805	8.222793415	8.098890484	8.4789433	7.951724618	8.285582127	8.552199055	8.043737472	8.255779194	8.747714763	7.909522368	8.298606337
100000242	6.084213691	6.074338557	5.996167794	5.820400873	6.138300543	5.93598063	6.306940914	6.246798128	5.983194007	6.35475869	6.114279797	6.121517757	6.22054879	6.249416218	6.122237824	6.134677635	6.207215456	5.940960734	6.174963422
100000252	5.801631836	6.139235495	6.143695963	6.093042136	5.467062857	6.149626178	6.102834882	5.814746072	5.943988485	5.976840973	5.68047739	5.96223512	5.883222156	5.536270152	6.11224478	6.031108702	5.458190979	6.118351833	5.900597193
100000256	7.639233308	8.6190102	8.154812311	8.679599987	7.485692527	7.626998268	7.741072037	7.503802124	8.122890297	7.723475618	7.375783336	7.947321757	7.454786864	7.310893305	7.713154612	7.777846028	6.375728949	8.344432741	7.742017555
100000285	2.219268	1.492625467	1.768365034	1.687194718	1.753944468	2.062781982	1.46113502	1.69715147	1.72064017	1.445180279	2.044499497	1.93105696	1.707832085	1.873481469	1.948003934	1.748462772	1.762372514	1.917905244	1.397146302
100000303	5.483881477	5.335940154	5.35587259	5.264374964	5.091619953	5.027322672	4.966700474	5.082276655	5.19172111	5.039658705	5.191252849	5.194081137	5.105737767	5.196355185	5.174383296	5.20206978	5.049371082	5.344202357	5.269796045
100000319	3.255231511	2.871817056	3.399995129	3.105663385	3.138429767	2.717386116	2.677545044	2.657774168	2.618838324	2.48542731	2.834210671	2.527552549	2.951290017	2.643534742	2.721475755	2.935839144	2.588289707	3.052641576	3.192287234
100000322	3.673087742	3.304924329	3.664229153	3.097431129	3.153312489	2.965604067	2.791535118	3.130285605	3.333354288	2.722241253	3.300989923	3.097892157	3.072705225	3.442385862	3.305583965	2.804941417	3.717193704	3.44104658	3.411718588
100000325	2.268120831	1.896638258	2.144510854	2.576058672	1.588593773	2.050548313	1.746050164	1.615767816	2.029706818	1.624146596	1.942408587	1.45853945	1.739061341	1.545297703	1.934107263	1.992575837	1.178479669	1.966830212	1.211190907
100000326	3.101973878	3.211441882	2.855000756	3.408171456	3.294259806	3.194099696	3.162292283	3.023892792	3.128789043	3.469151042	2.843681917	2.997250905	3.521965061	3.050736267	3.115493758	3.249507152	3.048271454	3.203153999	3.342218219
100000332	2.181511181	2.796560726	2.129381423	2.576058672	2.174454719	2.287905886	2.428474368	2.839031318	2.247767674	2.189373307	3.558485366	2.654996681	2.357625793	2.785491993	2.620966957	2.534464222	3.334417646	2.664972594	2.760111202
100000333	2.061923216	2.381731658	1.390972657	2.345247221	2.273137174	2.062781982	1.884609997	1.96700417	1.822975151	1.783342166	2.108755373	2.074757696	2.316810586	2.219765363	1.89159558	2.144680696	2.163950298	2.059967468	1.806670214
100000341	9.859188267	9.786179233	9.7822066	9.791888958	10.34642168	9.82210549	10.03034933	10.20502466	9.929166784	10.03722063	10.11767733	9.853845012	10.0482974	10.27256437	9.830036286	9.88820459	10.31509941	9.768461188	9.988568617
100000342	5.985416967	6.238936274	6.347841274	6.351973457	5.070213922	5.97048022	5.825419554	5.400440469	5.773959638	5.852652873	5.433166876	5.863427681	5.818909039	5.265093033	5.848024559	5.915300901	4.936106655	5.923510289	5.441254786
100000353	4.334390699	4.5636729	4.518376891	4.650396945	3.013495035	4.380523689	4.161442347	3.693281522	3.934367275	4.129919595	3.631385717	4.094407372	3.992699912	3.422461026	4.108344147	4.180996919	2.860766347	4.243515045	3.660409002
100000381	2.448499376	2.311384013	2.098638095	2.302915519	2.273137174	2.339096448	1.913673938	2.473710616	2.284102782	1.956715974	2.214745297	2.459343928	2.274806976	2.294747632	2.375720604	2.144680696	2.252081369	2.29524678	2.435475005
100000389	3.520145683	3.047999435	3.47372533	2.931370339	3.175352604	3.160341553	2.345586092	2.736885235	3.098503542	2.722241253	3.117962533	2.527552549	2.917564488	2.988855604	2.973251815	2.567146061	3.220441605	3.301794531	2.958940844
100000399	3.349046115	3.090628472	3.044356591	3.246335383	3.359884884	3.205179126	2.933103402	2.94278797	3.449888288	2.970429343	3.117962533	3.134804786	3.047979496	3.296762376	3.3792292	3.078689621	3.176071828	3.256600137	3.17785173
100000415	3.025892858	2.951074225	3.122843952	3.238869914	1.954193138	2.919259908	2.783685008	2.194247148	2.484765828	2.999554446	1.813385982	2.447655584	2.377608395	1.931025005	2.896500808	2.640642148	1.861765507	2.452384358	2.184244019
100000433	3.598642463	3.459295332	3.399995129	3.454027248	3.013495035	3.166023051	3.227401377	3.289649296	3.601559708	3.268410497	3.117962533	3.655347767	3.047979496	3.339890313	3.645408415	3.024804512	3.041220999	3.435263584	3.355106232
100000463	4.050059744	3.656627818	3.455643016	3.541585094	3.96000028	3.46228836	3.20993376	3.934726594	3.69223092	3.182122929	3.927019592	3.64002322	3.476363705	4.0124882	3.756181735	4.009283244	3.895878224	3.727956652	3.794187057
100000471	6.674810132	6.77978276	6.668157727	6.827417817	6.588468203	6.737828034	6.791432306	6.770231902	6.711617152	6.810572042	6.639041925	6.719013882	6.820553482	6.616853052	6.698667845	6.722080043	6.531012551	6.714407854	6.60269139
100000478	3.677615451	3.796248023	3.931755078	3.950923226	3.440964598	3.78012036	3.802140559	3.519587225	3.481525051	3.747594296	3.438603315	3.665474439	3.625864019	3.318487497	3.821802253	3.578216641	3.083015975	3.845988953	3.585829881
100000492	4.823387446	5.233456057	5.410088188	5.304263538	4.552172264	5.091423903	5.150373097	5.070870797	5.040624866	5.091303114	5.077447711	4.925766312	4.889670266	4.777220798	5.092296306	5.029093055	4.630301432	5.00088909	4.831823936
100000500	4.12490915	3.939176473	4.028713525	4.004736355	3.731158162	3.49425529	3.180342702	3.28307446	3.712369863	2.955643291	3.791663747	3.729619932	3.380594818	3.673492437	3.557496863	3.145138554	3.548443168	3.859006927	3.580352323
100000502	3.695585517	4.107773425	3.851050844	3.904492917	3.606923863	3.439013246	3.416946363	3.976076022	4.02303502	3.681735321	4.091079462	3.655347767	3.579170429	4.0124882	3.588878902	3.863405623	3.968290176	3.625028618	3.881404048
100000517	5.175185746	5.330021839	5.18896226	5.293493751	4.474306514	5.326464756	5.210165096	5.043901126	5.429262044	5.184608622	5.077447711	5.504444643	5.170167742	5.152677375	5.42348082	5.448553614	4.80280177	5.493584199	5.279969246
100000526	7.268402269	7.644132773	7.35238569	7.351216548	6.802439415	6.878128038	6.788983557	7.182927512	7.445272479	6.841061834	7.29221247	7.28358954	6.969935709	7.124603135	7.260444536	7.362414497	7.088211015	7.342690692	7.182266502
100000527	2.915223477	2.437842916	2.779478273	2.372793678	2.403342325	2.64600163	2.40819447	2.756003282	2.805398486	2.704662672	2.673549479	2.685173181	2.664591749	3.134772416	2.867547015	2.681017801	2.57858271	2.452384358	2.933388138
100000537	3.354711813	3.757086033	3.627011031	3.641222099	3.115813798	3.46228836	3.552473626	3.334852807	3.409341053	3.366691489	3.287172503	3.369709952	3.530914883	3.289447355	3.389449646	3.321513991	3.188888759	3.301794531	3.36150732
100000539	0.918373918	0.865436164	0.914225283	0.808137978	1.271458631	1.161973515	1.054477454	0.863753627	1.218302466	0.94395322	1.074159164	0.712708659	0.877374615	0.787281768	1.133543794	0.305822436	1.178479669	0.933942764	1.061967411
100000558	2.231637169	2.415659602	2.314673736	2.490630696	2.390838052	2.378780047	2.063833403	2.222011589	2.484765828	2.043178727	2.574639006	2.435871771	2.044217701	2.632013772	2.522246864	2.371322294	2.690966278	2.60441928	2.347923546
100000559	1.701872707	1.133519987	1.602968915	1.369372249	1.521351182	0.967471721	1.080341854	0.791472139	0.881412979	1.216225444	0.437162307	0.99558811	0.932448707	1.38980748	1.250298887	1.52269908	0.956621778	1.624604975	1.123521013
100000570	5.189523015	5.151932886	5.337886856	5.286268968	5.257487778	5.399423052	5.429776811	5.097345536	5.021920047	5.353451033	4.931858208	5.269049313	5.195717974	4.851126708	5.194924056	5.286271145	4.821440836	5.300337218	5.504801474
100000576	3.673087742	3.138820804	3.153081088	3.401500007	3.300958285	3.534341522	3.14401316	3.269834208	3.550268831	3.268410497	3.48170435	3.332060985	3.335333623	3.175023389	3.404645825	3.529295348	3.379838298	3.216702299	3.296181312
100000577	5.032250655	4.67057498	4.921125004	4.810047058	4.770597939	4.987769552	4.884674732	4.668454983	4.938890561	5.009551451	4.578976038	4.811855869	4.896611341	4.69656087	5.082880398	4.807657164	4.623236596	4.983162248	4.822574127
100000615	3.803094686	4.236738313	4.285716437	4.368529128	2.793651828	3.91444485	3.821439531	3.28307446	3.34199762	4.009809859	3.307849322	3.593048001	3.746025447	2.677555707	3.880950005	3.786848906	2.358014994	3.832852443	3.220732014
100000629	1.946604265	1.133519987	1.53570631	0.590777908	0.827734082	0.831084219	0.798112125	1.207184483	1.059669013	1.086502885	1.105991008	0.929896586	1.061583297	1.593614233	1.497104373	1.307459645	0.863761754	0.83199643	1.153340195
100000640	1.532252385	2.034035699	2.002270339	2.087070203	1.157973787	1.974884291	2.076739969	1.484378052	2.07188481	2.043178727	1.583984659	1.654294253	1.871786101	1.086394814	1.70779191	2.008528564	0.58222441	1.832485642	2.094868962
100000646	2.061923216	1.690366886	2.188969854	1.965690243	2.174454719	1.781182603	1.854948487	1.339812317	1.746912449	1.697076691	1.650251747	2.089875525	1.540661716	1.545297703	1.70779191	2.008528564	1.479044713	2.243239118	1.932383782
100000647	4.196066033	4.246197136	4.164786505	4.451608883	3.93868202	4.402348989	4.395780067	4.276710647	4.22344285	4.326615468	4.110825176	4.233637008	4.284914585	3.976500384	4.28296523	4.256415692	3.65389254	4.305057296	4.336110559
100000654	4.050059744	4.27112161	4.474151331	4.42554025	3.917044015	4.260851651	4.102710285	4.078346399	4.01765011	4.038158355	4.058913187	3.923512695	4.157795078	4.016924207	4.162984802	4.116216412	3.773585843	4.144209152	4.03746241
100000656	2.427147409	2.604004979	1.916734757	1.772397661	2.11487807	1.79591479	1.679921086	2.378233523	2.632994341	1.624146596	2.393041419	2.24648682	2.056665812	2.498811495	2.355009232	2.720294184	2.498481813	2.229938889	2.518015931
100000660	3.831815202	3.830188082	3.78982226	3.91389929	3.665195338	3.538727564	3.659296207	3.341196365	3.705688069	3.806463194	3.432339548	3.453915293	3.691192919	3.455517833	3.619592815	3.556678381	3.340174048	3.640189901	3.580352323
100000665	3.883682269	4.292582796	4.119564073	4.316283343	3.10053709	3.99005978	4.077247342	3.263168235	3.809051866	3.826918916	3.368159054	4.029242731	3.566169084	3.182940557	3.859052784	3.635840637	2.868753616	3.905759014	3.386831386
100000683	3.875823087	3.097612438	3.348661436	3.089151627	3.246478856	3.376679751	2.897174406	3.784552727	2.959381831	3.421523311	3.669165467	2.50517275	2.840470654	3.409023264	2.629615369	3.13063436	2.549063581	2.998766716	2.97572796
100000685	1.552114383	1.078102533	2.098638095	1.50002327	1.884548862	1.22864417	-0.193164915	1.15051999	0.881412979	-0.051726009	1.137135644	1.027345193	0.599655161	1.305290122	1.032820508	0.708717592	1.540336733	1.20258643	1.061967411
100000687	2.231637169	2.564223961	2.392776397	2.50314879	1.450820607	1.853383712	2.05081033	1.829381106	1.847463592	1.766496799	1.606413598	1.93105696	1.94056607	1.362181537	1.975402034	1.87567634	1.348048207	2.161533887	1.86189398
100000702	1.701872707	1.779922999	1.201433382	2.070343021	1.652841331	1.624943151	1.793730787	1.484378052	1.459803196	1.547332582	1.832539399	1.258992191	1.659682909	1.593614233	1.58865728	1.650197494	1.579797631	1.357385997	1.266811018
100000709	4.605461461	4.360931329	4.981348394	4.700173872	4.232962668	4.893315246	4.864349039	4.100952128	4.382718028	4.638079685	4.179752407	4.480168069	4.653996333	4.056246172	4.753579505	4.735207705	4.159482631	4.746820832	4.758536916
100000710	3.060973254	3.01886381	2.917987859	2.985904058	2.963706765	2.898933143	2.807108346	2.802718549	2.632994341	2.704662672	2.715422998	2.50517275	2.789175269	3.182940557	2.931894561	2.786555458	3.13029405	2.60441928	2.924768995
100000711	4.631365984	4.983071149	4.814016801	5.163492615	4.204665085	4.853379093	5.159501406	4.643006696	4.670384406	5.111454118	4.332195087	4.763176618	4.845515162	4.238225325	4.821204631	4.720755018	3.699389285	4.758446678	4.615903082
100000713	3.468823847	3.29280448	3.555236214	3.529397498	3.665195338	3.453023326	3.20993376	3.558219283	3.550268831	3.416132962	3.592589965	3.57166888	3.414841776	3.650836946	3.575512957	3.408249255	3.663107396	3.530554379	3.507184276
100000715	3.468823847	3.603647621	3.115184599	3.340026633	3.551826584	3.415356467	3.437104461	3.53627065	3.367621194	3.484683839	3.413383402	3.43035392	3.557435968	3.701320481	3.363761478	3.523755816	3.672263767	3.519664921	3.524401565
100000720	4.111585837	4.014911405	3.978940139	3.861388378	3.197061072	3.581869839	3.354724924	3.14486377	3.542790406	3.207307601	3.825517279	3.499914161	3.212770846	3.435774779	3.645408415	3.666328055	3.508103034	3.779076544	3.512946233
100000724	0.978323635	1.708728375	1.465153714	1.341759757	0.062712111	1.250200192	1.480689153	0.828065514	1.100992373	1.714747382	0.533945117	0.963116214	1.18010279	0.656923577	0.807454772	0.784793515	0.620570934	1.33271222	0.666533453
100000764	1.170465473	0.691712468	0.949110299	1.284896866	0.969021548	1.206761176	0.828952852	1.030042689	0.731594011	0.608056533	1.105991008	1.027345193	1.22491238	1.362181537	1.10901453	0.891876616	1.560202096	0.933942764	0.666533453
100000768	1.339998944	1.864243299	1.78776741	1.687194718	1.714349319	1.557380164	1.316290521	1.899833052	1.610488232	0.530357416	2.108755373	1.258992191	1.522827854	1.853778692	1.975402034	0.586508406	2.150908873	1.08931403	1.030176913
100000769	5.203719203	6.326999434	5.646307257	6.259080271	4.388856641	4.862155396	4.906526421	4.624921978	5.55911021	4.772814031	4.907227703	5.172940587	4.545567466	4.453149566	5.107854195	5.312209783	3.523363074	5.757320507	5.121169959
100000771	4.663676616	4.525340028	4.94292308	4.213386756	4.85267438	4.837445941	4.856886298	4.561137507	4.756955821	4.70812231	4.811530039	4.756086391	4.786950053	4.777220798	4.916163052	4.789306003	4.59462612	4.594291642	4.99304467
100000775	8.907457968	8.996783992	8.925255643	8.958153589	8.851654862	9.116541246	9.260505947	9.127259264	8.995075767	9.291860135	8.939971668	9.215135742	9.162273086	8.856727087	9.087718616	9.073840621	8.633839685	9.081477616	8.844839393
100000787	3.377154691	3.280581951	3.233106775	3.138130557	2.858658755	2.792767781	2.66049984	2.82098918	3.158451832	2.48542731	3.148852535	2.956593093	2.896944136	2.795854434	2.980030878	3.078689621	3.123634159	2.806090504	2.97572796
100000797	1.976309621	2.185932703	2.188969854	2.199025748	0.790139144	2.050548313	1.746050164	1.121330681	1.72064017	1.83272932	1.311080231	1.790075455	1.967185448	0.610715044	1.787240954	2.295331131	1.348048207	2.089723338	1.446152966
100000800	3.426409962	3.415252401	3.418783932	3.680329564	2.858658755	3.489731724	3.642032723	3.085645848	2.959381831	3.525305166	2.908294765	3.418427348	3.283319754	3.042057022	3.3792292	3.282683694	2.402710065	3.382146208	3.032990744
100000808	4.595925108	4.686874876	4.58920063	4.675500078	4.28456955	4.641345488	4.492862187	4.357162337	4.552449994	4.497132709	4.375281202	4.522567506	4.532258324	4.416684463	4.520039033	4.515583499	4.371079318	4.62763706	4.498837228
100000823	2.349824176	3.111479756	3.003451335	2.884296026	1.566525987	2.518568992	2.506858035	1.26170723	2.152712534	2.536002121	2.011265481	2.644795933	2.377608395	1.152397211	2.603513029	2.650842489	0.895383877	2.133237132	2.079419616
100000836	3.704487304	3.879646461	3.679890475	3.904492917	3.232531369	3.607149219	3.821439531	3.439073926	3.457862756	3.540248054	3.400606168	3.499914161	3.526446912	3.339890313	3.444403412	3.588866378	3.188888759	3.53596844	3.665591415
100000842	3.883682269	3.730374701	3.80418433	3.685830802	3.696014888	3.753951962	3.561683897	3.513982933	3.473680663	3.530303345	3.558485366	3.511188316	3.638340653	3.679101154	3.557496863	3.701101068	3.602131077	3.810688901	3.501399215
100000844	3.598642463	3.903754025	4.008182892	4.077691234	3.314262656	3.783820254	3.848031593	3.28307446	3.359130469	3.917450432	3.266195027	3.608876967	3.749863451	2.933616942	3.760125503	3.572862146	2.836535741	3.737386921	3.262374497
100000849	2.338431759	2.491853275	2.188969854	2.103605664	2.622392637	2.234831917	2.634548381	2.485212932	2.210493748	2.594440736	2.405885528	2.592681421	2.672701473	2.4206145	1.80261891	2.681017801	2.369319243	2.243239118	2.72082054
100000855	3.135272864	2.671086692	3.019952873	2.912724527	2.784121309	2.740417039	2.860327729	2.519179674	2.660896365	2.613405821	2.961463451	2.956593093	2.728227888	2.666304291	2.860216853	2.556334168	2.744036975	2.741948844	2.91609805
100000859	3.752488903	3.693972427	3.887477834	3.729101455	3.506181752	3.029329559	3.042409006	3.347512153	3.324658861	3.238182514	3.400606168	3.233401875	3.179008552	3.059363609	3.210788531	3.449736702	3.005442438	3.35789583	3.348676617
100000862	5.848564926	5.654002535	5.898035688	5.751245796	6.341209165	6.026987919	6.07978028	6.235774954	5.857715204	6.162932929	6.151934477	5.947786695	6.143137655	6.370485042	6.048370958	5.972334447	6.497920667	5.87947023	6.130679552
100000884	1.491688737	0.45119336	1.390972657	1.255602266	0.864374171	1.557380164	1.359179547	0.205159002	1.255377751	1.380226346	1.466290949	0.929896586	1.110165586	0.981359166	1.10901453	1.4071044	0.956621778	0.998112746	1.372004232
100000886	1.837537	2.381731658	2.114091649	2.50314879	1.002282555	2.074912784	2.05081033	1.69715147	2.008146214	1.83272932	1.137135644	2.028429806	1.575681401	1.086394814	2.355009232	1.892967469	0.764511033	1.644790703	1.397146302
100000896	2.326948665	1.896638258	2.098638095	2.070343021	1.474715977	1.736061312	1.762119435	1.529517333	1.638824661	1.486913102	1.888519633	1.862287628	1.885806923	1.772161227	1.934107263	2.070631911	1.637036174	1.664697892	1.493549476
100000931	3.937529451	4.349274839	4.275444634	4.378755018	3.160696669	4.445033357	4.217876665	3.7031655	4.006819613	4.038158355	3.731714373	4.029242731	4.228267297	3.402257154	4.145000214	4.15614897	3.385416637	4.213421042	3.933890054
100000934	1.362670072	0.728171095	1.390972657	0.886672436	0.447851208	0.51222074	0.087518759	0.412150286	1.017127029	0.608056533	0.866837641	0.963116214	0.599655161	1.017227476	0.83762725	1.200418568	0.280792741	0.759796459	0.96441389
100000935	3.421019466	3.346559517	3.240166444	3.238869914	3.346996509	2.821851116	2.807108346	3.173585478	3.197076706	2.918001262	3.413383402	3.219722459	2.712580065	3.346954602	3.272833318	3.229228731	3.2934666	3.209944053	3.399328651
100000948	3.255231511	3.420831861	3.449564861	3.200951863	3.246478856	3.371771434	3.113023678	3.491345491	3.324658861	3.399840011	3.244908022	3.280283512	3.261977519	3.435774779	3.534655682	3.295743596	3.182494527	3.289025665	3.170579449
100000949	3.161369514	3.661349103	3.715785654	3.871079077	2.499656527	3.4483684	3.461912344	2.975779027	3.307109182	3.349827165	3.078396055	3.442182705	3.016464235	2.654964436	3.337607611	3.478656748	2.380535606	3.486494525	3.296181312
100000956	7.194123856	6.867208482	7.460544082	7.059242051	6.417453566	6.962676993	6.103242563	5.852728895	6.848095708	5.730976533	6.751158168	6.322031757	6.392267795	6.166139279	6.884500926	6.100947738	6.680890793	7.06983752	6.684606992
100000962	0.790440094	0.763731033	0.841817868	0.886672436	0.541332121	1.139047255	1.249467214	0.791472139	0.833181565	1.059097534	0.437162307	1.285498005	0.599655161	0.237697212	0.83762725	0.543357953	0.863761754	1.05954963	1.030176913
100000981	2.560600158	2.726202665	2.75010598	2.7330897	2.313447215	2.748013029	2.719297276	2.122404365	2.715131903	2.575223018	2.044499497	2.613753663	2.554794381	2.004344669	2.396138847	2.588529761	2.189684719	2.551941251	2.373485069
100000992	4.792411053	4.578725338	4.874248082	4.681019727	5.144716612	4.99895417	4.98221754	4.812381841	4.503208379	4.973307501	4.590273094	4.624713443	4.847307558	4.831114113	4.757530383	4.6462366	4.831692757	4.667646959	4.877203781
100001008	0.365750604	0.798435523	0.804204159	1.195165787	0.495348681	0.831084219	0.888724237	0.593135647	0.504059084	1.240826768	0.667937382	0.409516013	1.011307832	-0.779180945	0.745148087	1.172369636	-0.3747145	0.683791993	-0.073657083
100001019	1.339998944	1.534401529	1.74869816	1.642628826	0.900106713	1.468218357	1.155264099	1.288214877	0.928083974	0.751926188	0.790535673	1.118625935	1.157165039	0.787281768	1.10901453	1.172369636	0.58222441	1.604132801	0.895509391
