	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
114457	9.3675285276	9.4741277586	9.5388907816	9.6105858356	9.2724881536	9.7300603556	9.4344709096	9.2720827526	9.3645525116	9.3282336566	9.3245452316	9.5318089456	9.2980494526	9.1150218316	9.6123838846	9.3122789956	9.1742334986	9.6379012406	9.3374718766
101885998	6.4099642446	7.0977490316	6.7450158176	7.0847431046	5.1431552756	6.6472550086	6.4061000146	6.1074381376	5.8855004776	6.4152264226	5.7506838396	6.1856469476	6.2568677726	5.4928562126	6.6447877236	6.6387805226	5.2922903176	6.3630336076	6.0543052126
494083	7.5677877576	7.9141533846	7.9279555046	7.9473383886	7.2719011186	7.1371578456	6.6750339286	7.2779248736	7.4193616656	6.7226810396	7.0708355756	7.0340467656	7.0319687776	7.0502497906	6.9961453806	7.1949855756	7.1807915576	7.2993121586	7.4740958676
563428	8.8232356716	8.6517491536	9.0133256296	8.7218288496	8.5491001256	8.9140252446	8.5686261456	8.4926241986	8.7740559056	8.4014712556	8.6691522866	8.6996556536	8.5221845866	8.7701074686	8.9160811586	8.6296481916	8.8429305626	8.9215055206	8.6937054366
447893	7.0212873346	6.6785322486	7.0067263436	6.3772450126	7.2002002646	7.0015029456	6.5250350896	6.3140238506	6.6010049436	6.4352441006	6.6146649776	6.1591579456	6.5225868856	6.5196420376	6.4121700796	6.0865936886	7.1867623726	6.6872954276	6.7890100506
494101	8.2134199476	8.1359802926	8.3492400346	8.2261269386	7.7216866286	8.1278790276	8.0051037646	7.9115455526	7.8786242076	7.9197479086	8.0256714246	7.9127144176	7.7597399336	7.8434993566	8.2200813116	8.0043730906	7.8336843666	7.8902549496	7.9683364946
557239	5.9046576366	6.3260358756	5.8334943716	5.9526615986	5.3500625866	5.7097400376	5.5098565916	5.7104590936	5.7707852706	5.6314462316	5.9437414766	5.9891175046	5.6227731916	5.7530206716	5.8746440136	6.3309689696	5.7769270786	5.8820186326	5.8823211226
557162	8.6034250906	8.7397230056	8.7915279946	8.8230699446	8.4086753096	8.9936484186	9.1836067316	8.7587876026	8.7650934556	8.9972934166	8.5952594516	8.9187848666	8.9639696456	8.6816830916	9.0617550426	8.8745590686	8.3890120826	8.8843846676	8.7986113886
777717	6.4985389226	6.8808388066	6.9026933146	7.3272446526	6.1448661556	6.1448460386	6.1108189736	5.9146485776	6.8013277046	6.0239933176	6.2397319836	6.1856469476	6.2768503746	5.8489491816	6.5460001776	6.2950304716	5.9128108036	6.4933172546	6.1946423076
100125912	6.2146154166	6.2225913996	5.8334943716	5.5418708056	5.8703332686	5.9124542616	5.7239062976	6.0508141556	5.8177714816	6.0371513536	5.5494937266	5.9891175046	5.9559077916	5.3427632506	6.0531127236	5.4870982696	5.6616144936	5.8171472236	5.9472575406
327572	9.6437566036	9.9503837586	9.7027435076	9.7358076786	9.7092599636	9.9378901206	9.8777844216	9.9682726126	9.8865740756	9.8143697446	9.9597068426	9.9529855506	9.7719424126	9.7679934676	9.9207571926	9.7273402576	10.0834389096	9.8289353796	9.7254269266
100002086	5.8901780186	6.7628884766	6.0735438726	6.3516531866	5.5309837716	5.8078927996	6.0140229946	6.0068382776	5.7467055716	6.0107141686	5.8764897746	5.7615296076	5.6536680526	5.8673925416	6.0886440156	6.0582870366	5.6955120546	5.9592094476	5.6088983996
100002015	7.6814662176	7.5511330126	7.8612019346	7.8501652056	6.9208705366	7.0933416756	7.0185170356	6.8420299496	7.3650353676	6.9828017696	7.1079584476	7.1258203596	6.8899887496	6.9926081166	7.2525987376	7.0658670256	6.8827834796	7.2073788126	7.1269984146
568432	8.6578616076	9.0359986296	9.0716921656	8.8688918566	7.9809318396	9.1081594016	8.8711333746	8.4522044306	8.8857676976	8.8559378356	8.4174120616	8.9305791896	8.6173332596	8.0473244176	9.0101877206	8.9839454856	8.0716891076	8.9253579886	8.5573565776
567837	6.3791882296	6.5227335426	6.5362243386	6.4753006516	6.3394597146	6.4615511876	6.7445634366	6.3729525956	5.9501919256	6.4549878266	6.2793239116	5.9587217496	6.5556781616	5.8302669846	6.4672006076	6.2456759926	6.2572569736	6.1816615506	6.6200625196
101882096	7.5026515266	7.4880962826	7.5843153416	7.3788326546	7.1732176926	7.4467018256	7.2272278436	6.8167819316	7.2063511616	7.1374244936	7.3990311756	7.2935162576	7.3043815836	7.2878709636	7.4521994456	7.2271272796	7.3339161876	7.4725504076	7.3109605676
568180	4.6211929696	4.1644604806	4.3118161406	4.4900198876	5.0864347896	5.1494421716	4.7281948316	4.4923776266	4.6825237456	4.3474762486	4.4792478586	4.5316260596	4.9105498116	4.6009398796	4.9833029656	4.5683623726	4.0286955116	4.9284001776	4.7947513706
30147	9.1704222866	9.2788121446	9.4691591936	9.5681606136	9.0879646696	9.6329770516	9.5316450706	9.1925250606	9.3365930006	9.4451363656	9.1052573046	9.4398975706	9.3788540606	9.0778885006	9.4815090446	9.3286660436	9.2215331646	9.4909725036	9.3253084946
568910	7.2138185466	7.6651230076	7.5100036946	7.6283434346	6.4334207516	7.1849109116	7.3212543336	6.6927377056	7.2239008406	7.3579441316	7.0632949816	7.3647952146	7.2088030646	6.6425234686	7.3965824936	7.4395529876	6.4582125316	7.2753637006	7.2153335446
569088	7.9352654666	7.9324818146	8.0340382446	8.1649941896	7.0599386486	7.9763068956	7.6739227756	7.4790809746	7.6894688376	7.7057051736	7.7247592586	7.6143102236	7.6529332516	7.2248990856	7.9889028116	7.8764583626	7.5013730566	7.8257612146	7.7672206476
569130	7.4786570106	7.2632837766	7.6200833806	7.3532692276	7.4169710396	7.6032991276	7.4284293506	7.7341114096	7.3330478646	7.4737664026	7.7247592586	7.5647164186	7.2798367976	7.4977645866	7.6866760586	7.0658670256	7.7794011956	7.4619800896	7.0698214286
321659	11.1646395226	11.2112797706	11.3688937026	11.3226241566	10.7920266506	11.3860160596	11.3471871906	11.0400626836	11.1151203286	11.2351609646	10.9587803936	11.2229491386	11.1904970996	10.7687760836	11.2517010216	11.1600115866	10.8073438706	11.3204640856	11.1886211536
436778	8.1958664576	7.9720030066	8.3613672176	8.2331516476	8.7632694836	8.4695279506	8.5099348646	8.5267614096	8.0605549206	8.5069058686	8.1519056446	8.3620951076	8.4579969296	8.1638204146	8.3056083456	8.1919383196	8.3602422166	8.1754746626	8.3205416896
569395	8.0569308506	8.0811763316	8.0340382446	8.1649941896	7.9050622316	8.1680361266	7.8938912816	8.1458554796	8.1038513276	8.2229815146	8.0411087206	8.2219562316	7.9920394596	7.6704991686	8.3056083456	7.9045556286	7.9364826426	7.8981176626	7.9002690396
569444	7.2984957636	6.9898704516	7.3488068406	6.7348757256	6.1723791536	6.6993357436	6.3074364496	6.1619233766	6.5462547856	5.5603144126	6.4393442326	6.7883009586	6.1307856566	6.5990406466	7.0085655306	6.6950197066	6.4778246896	6.5542972106	5.9151546536
402936	5.1690082206	4.7315667376	5.3153678536	5.2128504246	5.4657679666	5.3489471286	5.1936001796	5.3131471886	5.4513309356	5.0649693096	5.3655329286	5.0178679146	5.0793447696	4.9514675976	5.7018608896	5.0996605476	5.4983725516	5.1288094746	4.9294188926
327197	11.6014933046	11.6505013426	11.8745201596	11.7458966856	11.4726161596	11.6182480966	11.4918053076	11.2771895406	11.3560004886	11.3470340216	11.4189751066	11.3669800486	11.3948880096	11.2356487946	11.5060938476	11.3991975046	11.2629666116	11.5901892336	11.4217712766
445326	5.9886100956	5.4941234086	5.2646150836	5.4958842386	5.5520833106	5.1060031556	5.0299617896	5.1064264626	4.9163690086	4.7819827836	4.5238834286	5.0470549996	4.8847394356	5.0190154056	4.9320624876	5.3537013536	4.2727705556	4.7660271266	5.5262982996
569543	7.4931015556	8.0310281246	7.7686212846	7.6909092326	7.0226338946	7.6607191866	7.2905880606	7.2277232116	7.4269582246	7.3683930216	7.4168921236	7.4601013076	7.2598958046	7.3482087686	7.6315319966	7.8185669206	6.7679955956	7.4830438416	7.4406577806
569210	8.3961673056	8.5651258206	8.6869993616	8.5692012106	7.8379239996	8.4370299776	8.5622215646	8.1891302066	8.3191753346	8.5186802606	8.1376152006	8.4575739596	8.2462846446	8.1933603496	8.4492031706	8.4988471066	7.9988979606	8.5816111406	8.3144010256
57952	8.7728230686	8.8917109346	9.0399774726	9.0705993966	8.7242987056	9.1054046656	9.2341713826	8.6270015466	8.8035348966	9.0239754116	8.5926426696	8.7757304646	8.9577936986	8.4717102006	8.8520494606	8.9126093236	8.4473748406	8.9195754216	8.8333829256
569291	5.4113550996	5.3705168396	5.5022108946	5.7520900276	4.9969401306	5.5075886916	5.3799311326	5.1874568566	5.3904676036	5.7480649976	5.2103222106	5.3808905886	5.5589248886	5.7530206716	4.9833029656	5.6477047516	5.2008411076	5.1813034256	5.3210996906
561471	5.5467606566	5.4540864856	5.2120115706	5.7520900276	5.6531864476	5.4216158526	5.7984571346	5.7465612286	5.4513309356	5.4854927386	5.6735409726	5.6518090716	5.9434596806	5.3161563216	5.5571757746	5.3995512226	5.6616144936	5.3513080176	5.4386802606
550134	10.7381692326	10.3683249866	10.7111440106	10.5855898186	10.7831309706	10.9980041906	10.4871023866	11.0477693406	10.8521346766	10.4725496056	11.0569666626	11.2281352066	10.3111908756	11.0578674396	10.9507070816	10.5696144126	11.1767202906	11.0558908666	10.5432153346
561195	4.6896820736	4.8287047926	5.1006753616	4.9987233746	4.8682635276	4.3382675356	4.7583900456	4.2116057146	4.8273259536	3.9060644736	4.3364042866	4.9576602386	4.4988971406	4.4622193516	4.7066967516	4.4425999326	4.6976009486	5.2068510846	4.5238131326
561123	7.6431212756	7.9684545756	7.7776989296	8.0018258006	7.0745945836	7.6682053826	7.6418865456	7.3383159056	7.4420323856	7.4345262476	7.4403678716	7.5897264146	7.4955672616	7.0742653686	7.5101259096	7.5605333296	6.7193948996	7.6645554066	7.4236435446
245698	11.0678442256	10.8976849066	11.1621746756	11.0831681906	10.6253458016	10.9485237996	10.8353540066	10.6391868446	10.7975082356	10.7297055276	10.6317407026	10.7926352876	10.7106424286	10.6018927326	10.8520709846	10.7579492526	10.4912323156	10.8809584626	10.7766414746
567537	4.3520933506	4.4351426316	4.7034461386	4.9653643966	4.9340359666	4.7586547136	4.7281948316	4.6907141186	4.4636365026	4.3891220846	4.6500579826	4.7951359546	4.7482705326	5.0190154056	4.5110722176	4.3981189696	4.5198129136	5.1813034256	4.0192385436
541522	9.0567086686	9.2673058806	9.4322689646	9.4837976676	8.5464740676	9.1766846796	9.2933722666	8.9450863196	8.9996719576	9.2039362936	8.8244243726	8.9919037966	9.0404795616	8.5819099436	9.0736252756	9.0662052496	8.4095810476	9.1328415796	8.8247682936
406777	10.7587391086	10.4101245276	10.4699590516	10.1902567356	10.9866880756	10.5727105276	10.5374898176	10.6343777106	10.4458670596	10.4670909206	10.8112761136	10.3680396956	10.6167491906	10.9581426286	10.6577830206	10.3279722136	11.1087687806	10.4487875296	10.7237579906
101886647	6.4598421376	6.2694846676	6.6883796146	6.6429203536	5.5520833106	6.4615511876	6.1455061846	5.8662461496	6.6537530826	6.0107141686	5.8239103026	6.3112533836	5.9804863536	5.4445396826	6.4850873326	5.9235487996	5.1528466596	6.6317904236	5.5681894176
553415	6.5638569516	6.6522326186	6.2792913726	6.4393062446	5.0864347896	6.1340738966	5.6772536696	5.6920634916	6.1652915946	6.1625246066	5.7506838396	5.6893174346	5.8795551696	5.3688883536	6.1793262446	6.3309689696	5.4194359876	6.1157568816	6.2853399556
798260	8.3306548776	8.3170835576	8.1006603046	8.1202268936	7.9848165616	8.1574363846	7.9828973136	8.3764663756	8.3354122556	8.1060988556	8.3321331326	8.2219562316	8.0512477136	8.2471685026	8.2725185336	8.3106848396	8.0877325946	8.2169276516	8.1378776626
564545	7.0012158576	7.2574798566	7.3548849956	7.4225068516	6.2519034876	7.1425424696	6.6267466356	6.5365414666	7.0478738246	6.5950343826	6.6752810516	7.1461947816	6.5638337286	6.5079340726	7.2525987376	7.1487491316	6.4181697986	7.1091860326	6.6299859566
30432	7.3039680466	7.2399266736	7.2081677716	7.1895766656	7.5222929026	7.3476103796	7.4377890036	7.6268251656	7.1885853676	7.4882105946	7.2804675796	7.3531572726	7.4912976346	7.4249237586	7.4521994456	7.2207559706	7.6897449346	7.2448580276	7.3713627216
368323	8.7865699126	8.9504492796	8.4088815526	8.4446161716	8.1391931616	8.2748704346	8.2318605806	8.3444328106	8.4920841536	8.2258574476	8.5201334396	9.0597059876	8.2361139886	8.8557349726	8.5651505116	8.4560924356	8.3707704866	8.4107619036	8.4239767736
563965	7.3417036266	7.6474790726	7.7731672466	7.1603933976	7.0451322986	7.5475633956	7.7659722186	7.1148655416	7.4643523586	7.6511217946	6.7616818706	7.3934858516	7.5417176476	6.6950964136	7.5057516726	7.2893390586	6.8227015496	7.4986422596	7.3594829096
449661	9.8183330836	9.7197342196	10.0690531846	9.8567200826	9.9064651236	9.8994458726	9.8270441576	9.5790950226	9.5994880126	9.6506582706	9.5664448656	9.6242785276	9.7126599026	9.5526850986	9.8379237306	9.6188629016	9.6004502836	9.6600347556	9.7987398786
558314	8.2336326786	8.4928643266	8.4717592946	8.6889958316	8.0967450846	8.4149507116	8.4464377576	8.2311445896	8.3673479546	8.5442505566	8.3163597556	8.3178761606	8.4623661056	7.9597918286	8.2955074616	8.3016573696	8.0652214216	8.4961261956	8.1585923496
445505	8.2134199476	8.4400375916	8.5559516106	8.9585087586	8.3375450186	8.3582273576	7.9764893216	7.8874952106	8.4367189286	7.8431546066	8.3036156986	7.9709846546	8.0100584626	8.2187207586	8.2569865126	7.8683290286	8.5295434116	8.7099929506	8.3951727926
335231	9.4890100386	9.5317660816	9.1541689096	9.2177412996	9.2992528166	9.3094769256	9.3163887576	9.3765712806	9.2956868026	9.4012875766	9.4132298166	9.2646211196	9.3413914416	9.5122353806	9.2552720676	9.2635210986	9.6935509666	9.5319764896	9.5018544516
450035	5.0951807306	5.1120903406	5.2902146366	5.1841388456	5.3257647626	5.1060031556	4.6006671966	5.3605094786	5.3904676036	5.3230942366	5.0363776236	4.8623581936	5.0330986746	4.6865237476	5.1937197146	5.2573841196	5.0777216486	5.5033747806	5.2456582046
30129	7.2482880946	7.0781267086	7.2802003776	6.9376932486	7.3522856316	6.9347919666	7.1033058836	7.3733731936	7.2668631736	7.1374244936	7.4634677276	6.9821005186	7.2345756026	7.2671842456	7.1665438386	6.9240464916	7.5531345196	7.2571378096	7.3948328416
102467218	5.6873877046	5.8585663386	6.0133336286	5.7906931216	5.3010506946	5.1916113946	5.1487091936	4.9907805636	5.2604502346	5.0390415666	5.5277411556	5.5330520556	4.8044164276	5.4689002056	5.7321336186	5.7036037576	4.8255697026	5.6409303956	5.3453949456
436841	10.4919275226	10.1444814316	10.6207114796	10.4398812386	10.6365013066	9.7801489286	9.2515248216	10.5145246586	10.6511440806	9.3665266386	10.3151914626	10.2708734826	9.4738836206	10.7736733776	10.3672154986	10.0698108176	10.2090281456	10.5065037576	10.3466154736
568631	10.7203745096	10.7623287496	10.8423958716	10.8425796796	10.2306694436	10.8296299136	10.8229064816	10.6463706206	10.7036863586	10.8181172386	10.5335165156	10.6231094806	10.6907645346	10.2895230066	10.7009920986	10.7374532216	10.1337580176	10.6160354666	10.5079997016
562749	5.9331880596	5.9763151986	6.0437528336	6.0191957286	5.5933786116	6.0448725446	5.4919969546	5.5963934496	5.8855004776	6.0371513536	5.5277411556	5.8798067136	5.7135411096	5.8302669846	5.8746440136	5.8092957906	5.5548639036	5.6779377906	5.7429619036
562681	4.6211929696	4.7315667376	4.2609360386	4.3419187456	4.5283646656	4.4811229676	5.2793971926	5.1874568566	4.9163690086	5.0390415666	5.3655329286	4.9576602386	4.6898507976	4.6443663486	4.7066967516	4.1524756466	4.6637530126	4.8656264846	4.8636558696
562345	5.7367789796	5.6261010866	6.2272299956	6.3898726756	4.9015245346	6.0789726196	5.5959816716	4.8318277966	5.4513309356	5.3014461766	5.3407965436	5.5122728396	4.8847394356	4.4622193516	5.6070338896	5.3063463796	3.9181950866	5.6029486546	4.6462069476
563030	7.3363728846	7.5272129536	7.6200833806	7.2737433336	6.9997790696	7.1953114216	6.7520860836	7.2084378916	7.1523836736	6.7388781266	7.1864144826	6.8054831676	6.8099657116	6.8790367686	7.3631207316	7.2334705756	6.8379582316	7.0749116046	7.2734668966
558547	4.8176158976	5.0596923406	5.3400900306	4.9987233746	4.1944293966	4.9427573906	5.1257287846	4.6531683586	4.5215495996	5.0390415666	3.3770790546	4.7951359546	4.6289652436	4.1965039166	4.7066967516	4.9536221896	3.9745029866	4.6590384386	4.4360393436
550588	7.5903559216	7.1612937606	7.5582126816	7.4944319266	7.2068677866	7.1099290756	7.3758368416	6.7649203716	7.2920395806	6.9759851576	7.0172045126	6.9282137866	7.0022701096	7.1813370356	6.9646189976	7.0152248446	7.1196835846	7.2571378096	7.4518901426
493635	9.7637800316	9.3459867116	9.8880936356	9.5115076126	9.1532819486	9.4754831106	9.1225254816	8.6221515526	9.1902732496	9.0140274026	9.1361348116	9.1765690506	9.1145241636	8.9343785986	9.3001668506	9.0856194596	8.8162176346	9.4434056096	9.2597118556
793444	9.8883064076	10.0205986426	10.1367614236	10.1720951046	9.2629219876	10.1236059126	10.0825975636	9.7298553656	9.7554495306	10.1312938336	9.4627905916	9.9129198096	9.9110932306	9.3297522056	9.9692199566	9.9146470456	8.7929204486	9.9819692756	9.8129657786
541325	6.5729512926	6.3697331326	6.5468827726	6.5559516296	6.6833632886	6.2682029906	6.6907770976	6.4840462266	6.1284930646	6.5771285356	6.2262894876	6.3112533836	6.1846650626	6.4842291886	6.4399477146	6.4663880406	6.5811701896	6.3285375916	6.7070079586
100150296	6.6175824486	6.6164036346	7.0745921636	6.9800663156	6.5216346166	7.0538795706	6.9217770756	6.5365414666	6.8013277046	7.0940121996	6.6043099856	6.9360362196	6.8236149396	6.4601282936	7.0147357376	6.7579758556	6.1993676646	6.8006962896	6.6398416026
406680	7.8517942756	7.6868787446	7.8266299856	7.8773226626	7.5276287756	7.8404395336	7.8384335956	7.5573863736	7.3085830326	7.3787667786	7.7947333066	7.5443914896	7.5540520536	7.4311362816	7.6633004986	7.4774586206	7.4073450136	7.4882620756	7.6404152636
415105	7.8592474406	7.9505803126	8.3153548786	8.0934564016	7.6887229656	8.6005062636	8.4136094846	8.0516027916	7.9905110006	8.3809760606	8.0601759116	8.1053937296	8.0799648726	7.8527854096	8.4029082806	8.3285720626	7.5669348256	8.2232006276	8.2895736156
567451	7.5121386976	7.3032703066	7.2929194006	7.2462297766	6.8629487446	6.9654980486	6.7520860836	6.6069665616	7.0771355066	7.0296369856	6.9935950756	6.9282137866	6.7961861156	6.8044256706	7.1885435536	6.9550839746	6.8605449416	6.9290402286	7.0551659616
30418	9.8919446696	10.1110781986	10.3188002576	10.3072082936	9.5214498196	10.0574453196	10.1588607636	9.6331290136	9.9299905576	10.0255075956	9.4294512416	9.7909815326	9.9574862006	9.2824311986	9.9264957896	9.8736084826	9.0437936816	9.9930246606	9.7965387746
798741	5.9046576366	6.2923718366	5.7250484526	6.3123935806	5.7292585886	6.2383384276	6.1108189736	5.9460376066	6.2703698656	6.1383064496	5.9600757326	6.4044147296	5.6383033206	5.8489491816	6.4027907316	6.1815094576	5.6616144936	6.1424810976	5.9786615956
101882450	5.3491934796	5.3488455106	5.7982437806	5.5190607446	5.4433573756	5.8611206046	5.6613614146	5.6545532926	5.3269230886	5.7156960446	5.2103222106	5.5122728396	5.4749233806	5.1752223616	5.0569049446	5.4870982696	5.4395787126	5.3513080176	5.5681894176
103911113	6.4500035586	6.9327471516	6.9273753776	7.0130909136	6.2389501296	6.9347919666	6.7817904486	6.3729525956	6.4300969946	6.7308023136	6.2530503836	6.5943353396	6.4274662196	6.2371769256	6.6606141366	6.5702713066	5.7769270786	6.7838197276	6.6200625196
562412	4.9066314536	5.0596923406	5.0111452416	4.8236345686	5.0864347896	4.9178522096	5.0049926966	5.2641771096	5.2604502346	5.0390415666	5.2900138346	5.5330520556	4.8584588766	4.5561655566	4.9057432156	5.1271745346	4.7306729286	5.0463036146	5.5473959006
559054	9.0647897736	9.3582410216	9.8050678706	9.6491753396	9.2835690956	8.9296825476	8.7894107406	8.9566909616	9.5288814206	8.4997948306	8.9866900536	9.3549195536	8.8815435026	8.6764627776	9.6770308316	8.9877028166	9.0355461506	9.2201111326	9.1859537246
324510	6.9108602996	7.0515414236	7.1181249276	6.8025524456	6.9765563476	6.6243459936	6.3868997236	6.7382732976	6.7537939126	6.5589976556	6.8254782416	6.7969176426	6.7397126336	6.8971018466	6.9773123416	6.3775353846	7.2220774566	7.0038187696	6.7440298966
751650	7.0410833946	6.9758002666	6.7263830376	6.5447024446	6.7023617806	7.3241077586	7.5016595816	6.8912378716	6.9875074066	7.0877024136	7.3315815276	7.0413172966	7.5209230276	6.7358175376	7.4292857076	7.5091748516	7.1807915576	7.0038187696	7.3948328416
569769	8.1172321256	8.1948647636	7.9641900726	7.7799470966	7.9414982246	8.0977034236	8.1936976376	8.0766361066	7.7512865216	8.0617188236	7.8527480216	8.2378650456	8.0912935716	7.9811197206	8.1712008686	8.0767152866	7.8488259506	7.9291468766	8.2864399306
565400	6.7275474876	6.5419604226	6.6787202526	6.7930765516	6.5533721046	6.8252143276	6.6750339286	6.1752291336	6.6537530826	6.4841058556	6.6752810516	6.1987112686	6.6429497906	6.2791089076	6.5460001776	6.0439226756	6.2797775856	6.6032160296	6.5693948966
553520	5.6187869596	5.8275637306	6.0437528336	6.2305161916	4.4851370566	5.8611206046	5.2793971926	5.1874568566	5.6198821496	5.6825841456	5.2900138346	5.5535362326	5.6070740646	5.2332582236	5.9015314806	5.7036037576	5.0517847626	5.7317276216	5.5681894176
30316	7.2254001446	8.0344261186	8.0787930146	8.3859430576	6.2647415776	7.3193609376	7.7397257236	6.3496691356	7.2753042206	7.7423191796	6.4624603536	7.2056464986	7.3380575106	5.9562301806	7.1329021696	7.1009816686	5.2008411076	7.5936986316	6.9795686646
550224	6.8372889196	6.4533468966	6.5990248546	6.3255991796	6.7759485446	6.3542574246	6.3965318096	6.2650840296	6.3683116366	6.2889114006	6.4039603816	6.2116583466	6.3728112556	6.5655462706	6.6606141366	6.3660339316	6.5811701896	6.4828985476	6.4844329676
560687	8.8847841116	8.7017591996	8.8700189276	8.6527810236	8.4028799126	8.9155986436	8.6311551576	8.2904297396	8.4811797816	8.5303593346	8.5635403796	8.6022405116	8.6711715956	8.3024345146	8.8118660496	8.7715311956	8.2898693716	8.6319869906	8.5573565776
402916	6.6523191756	6.8032862556	7.0672072586	6.8490202186	6.1859413636	6.8252143276	6.7370013586	6.7111247666	6.5601383446	6.9414104446	6.6146649776	6.5542386606	6.5960026376	6.1343188086	6.7372421986	6.7841381726	6.2458634496	6.8173777106	6.6398416026
563429	7.0279162486	6.9615915066	7.1603824926	6.5219374646	7.0745945836	6.9715616116	6.7063503256	6.6927377056	6.6920859026	6.7628378196	6.8693794486	7.3763400266	6.9283950506	6.9325672256	7.0147357376	6.7754700086	6.9191024916	7.0955738166	6.9560948266
406835	9.3129368616	9.4166968296	9.4494125126	9.3382834836	8.9377416776	9.5299139476	9.4109023416	9.0607237886	9.2146169576	9.4708198646	9.0471913856	9.2204662946	9.2931523056	8.7919954956	9.4200754096	9.2050106926	8.6936817886	9.2964642656	9.1758281236
796785	7.4092683136	7.6341030546	7.7176468126	7.5290930016	6.4559850246	7.3707362536	7.0914940356	6.8750210066	6.8586238106	6.9414104446	6.6752810516	7.2121035166	6.9658053866	6.7257445036	7.3918494976	7.2079283126	6.1875057476	7.0398030556	6.7978402106
326634	7.3256519416	7.5699875506	6.9596413606	7.2873058156	8.0603919626	7.5147201746	7.5456099796	8.0039275296	7.6445643486	7.8982758756	8.0022012706	7.5133569086	7.8120301716	8.0104587886	7.8680134266	7.4986800566	8.5574617936	7.5888487786	7.8201884566
100144556	5.6362453746	5.1375925476	4.9800231236	5.2410017366	5.3257647626	5.3857389836	5.1023763926	4.9292846686	5.6198821496	5.3654395656	5.3655329286	5.2861463316	5.0793447696	5.7530206716	5.5906052256	5.3302181546	5.6616144936	5.7665046866	4.6065516336
414273	9.2420139306	9.2802439966	9.3202436916	8.8934870396	8.5879279506	9.4010573946	9.1766356996	8.8487273166	8.9713786126	9.1579982436	8.5501154736	9.3149830986	9.1954897796	8.4837146196	9.2759688946	9.2819989526	8.1653782176	9.2603186536	9.3022220036
556083	4.9066314536	4.8596831506	5.1849726186	4.9653643966	5.0864347896	5.4216158526	5.3603769996	5.5357901396	5.4212202026	5.5419696306	5.1546388226	5.5936521706	4.9359065346	4.9856367936	5.4519722346	5.1541736006	5.2699656986	4.9284001776	5.4610886656
556154	5.8458462446	5.6616929816	5.8679041586	6.0513464296	5.5520833106	5.4907991076	4.6973541046	4.4923776266	5.6198821496	5.2794683256	5.5920389866	5.2614551166	5.2507925766	4.8806011456	5.2365857996	5.0716116156	5.3572633786	5.4826079166	5.3927914556
100003938	7.5121386976	7.8691911356	7.8781821186	7.7703210566	6.9765563476	7.6682053826	7.6619923996	7.1354339826	7.2151526866	7.4929933656	6.9695928376	7.2056464986	7.5743779116	6.7458207276	7.5908116206	7.5039369966	6.7916954576	7.2813881876	7.2671221116
503960	7.0146278216	6.9544343026	7.1323487546	6.7348757256	6.6737693916	6.8648460466	6.7595697086	6.6741132726	7.1339363726	6.7707367676	6.7984816256	6.7083434026	7.0260777516	6.7754207586	6.6044450366	6.5901795746	6.6169876236	6.9743708166	6.8832908106
192340	10.2036373336	9.8661255456	10.3819210846	10.2311807016	9.7825044776	10.0877680586	9.9685666236	9.6075923536	9.8102093206	9.7307913426	9.7537751626	9.8376634046	9.8836647026	9.6531014506	10.0344440516	9.8386681366	9.6126990006	9.8844121686	9.8975507936
100537120	5.8755516006	6.0317714546	5.4349482896	5.9355373206	6.1723791536	6.2583166686	6.3477151196	6.4625013506	6.1097357276	6.2213489326	6.2397319836	6.1046746426	6.0401609406	6.3198564796	6.2749625836	6.2705642736	6.2685612226	5.9288269096	5.8487229146
447818	8.6999786526	8.5953490596	8.5872671176	8.6021315166	8.3253413886	8.6748561206	8.7948839276	8.2688702436	8.5592946796	8.6529512476	8.3383945106	8.3794100486	8.4579969296	8.4926528356	8.6508419806	8.5119522046	8.3009219186	8.4647035136	8.6746560086
436827	7.0212873346	7.3693411186	7.1464337146	7.2805405126	7.4112089386	7.1099290756	7.2326154486	7.2277232116	7.3491302676	7.1795685336	7.0249892396	7.0267394086	7.1878483236	7.3677733286	7.4013000136	7.2207559706	7.3605718396	7.0326776436	7.2797839006
335819	7.4931015556	7.4580466506	7.7176468126	7.6960026106	7.8634683686	7.7445506976	7.8802254346	7.4897705376	7.3650353676	7.8543486306	7.5523371136	7.6094268606	7.5904348986	7.3742363296	7.4476457196	7.5755909976	7.4526492676	7.5742006246	7.5802698646
550406	9.1029611826	9.1962718526	9.2760853336	9.3720887816	9.2565091216	9.7300603556	9.5129482266	9.2951190106	9.3861467746	9.3743239946	9.0491014206	9.3505363726	9.3138513436	8.9560826756	9.4095772386	9.1065048246	9.0322338916	9.3068383766	9.0795407626
767658	5.8458462446	5.6791649786	5.8508018516	5.6716396406	6.4782018116	6.1555383456	6.0752771766	6.2525852016	6.0321681446	6.1260431916	5.7126279616	5.9891175046	6.1086575606	6.0399132836	6.1118545156	5.9077705436	6.3345874936	6.0607758666	5.9941109416
