	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
322991	6.6862391506	6.6785322486	6.9109676766	6.8761990356	6.2900800316	6.8049825816	6.5250350896	6.3496691356	6.8013277046	6.5589976556	6.4964545556	6.7969176426	6.4627854326	6.7156006436	6.8311365406	6.7402669606	6.3769838526	6.3743513876	6.1676457806
563448	5.7205023816	6.1111528406	5.6870093896	6.5447024446	5.3739579566	5.1278861496	5.0786397756	4.7273074936	5.6973058336	5.0649693096	4.7284330146	5.6706851456	5.0330986746	4.3617267396	5.4151276316	5.0996605476	4.0809258646	6.1157568816	5.1385109656
100004181	6.2603693146	6.0453087266	6.2534955086	6.0028476436	5.8015196246	5.7942732386	5.6613614146	5.9146485776	6.0907312996	5.6992350886	6.0695129646	6.1046746426	5.7425709106	5.8302669846	6.0410717996	5.8593732096	5.6269012726	5.9288269096	6.0245219936
447808	6.9108602996	7.2101882646	6.9026933146	7.2531575136	6.9765563476	7.2361795136	7.3463208426	7.1079437086	6.9977455216	7.1374244936	6.5405689376	7.2935162576	6.9841529526	6.8234432986	7.0572037196	7.0587403586	6.3665009926	7.1023959786	6.8153400296
560086	6.6087659916	6.2694846676	6.5037682716	6.3898726756	7.1457208356	6.6243459936	6.5511430986	6.7019605286	6.6666441896	6.7941773936	6.9119840996	6.2372090606	6.8236149396	6.7851539996	6.3155141216	6.4877717406	7.3392868636	6.5838470916	6.3941527006
560023	6.5638569516	6.4121456766	6.9191948526	6.2021574986	7.1935017856	6.7566416966	6.6102849156	6.7649203716	6.7658249906	6.8548852706	7.0404337986	6.6524652546	6.7106246766	6.9237822806	6.5879866976	6.4337062016	7.5485049246	6.6032160296	6.2211429256
556522	8.2134199476	8.1454391156	8.0565891686	8.1353042026	7.4054237316	7.0933416756	6.6185392556	7.2840790126	7.6510654836	6.7145137906	7.4974384786	7.7040851916	7.0022701096	7.3612812436	7.4521994456	7.6674713966	7.0688623876	7.4352104196	7.5175075336
559762	6.3582999926	6.4328933616	6.5362243386	6.5219374646	5.2503150156	6.0676952476	6.1681761576	5.5150097956	5.5931225496	5.9283653236	5.6128501836	6.0907261406	5.9309032266	5.5164209176	6.0531127236	5.6852103626	5.1528466596	5.7140195816	5.3210996906
796404	7.6387971286	7.5368286206	7.6150276336	7.7111757306	6.8963310996	7.5105616976	7.1722154086	7.1757115026	7.4193616656	7.1972600856	7.2475766036	7.4655162076	7.1772557006	7.0821825366	7.4657750126	7.3134915576	7.3392868636	7.3517854716	7.2734668966
100537540	8.3008593376	7.8267073406	8.3091075116	7.7751421056	7.8031456836	8.2045336896	7.9764893216	7.8170911596	7.9853752906	7.9268348186	7.8873234416	7.9007725276	7.9522086466	7.9683608576	8.2066686986	8.0191346436	7.9988979606	8.2169276516	8.2579261886
100332862	8.3413388436	8.6605720216	8.6404850316	8.6838776136	7.8718836286	8.6295575676	8.5750024206	8.4819558366	8.3554547576	8.5303593346	8.3289922236	8.7800829426	8.4180672386	8.1374673046	8.5735344386	8.5119522046	7.8450554266	8.6646194606	8.4826556276
100003733	6.0807531606	6.3370848956	6.5037682716	6.3255991796	6.1993772666	5.9741547636	6.2868674086	6.0068382776	6.1284930646	6.0107141686	6.0236239026	6.1724632406	5.7989347726	6.3724558726	6.3549569236	6.3427522396	5.7769270786	6.0747188016	6.1812071896
572527	6.9808611926	7.0715261746	7.1037594666	6.9716906806	6.2258794136	6.7913353886	6.6185392556	6.4625013506	6.9137310756	6.3428928356	6.9935950756	6.7083434026	6.5057521936	6.7257445036	6.7740821006	6.5602131946	6.8455264936	6.5342555886	6.7711859196
101886226	5.1448164176	5.8889167116	5.5239524786	5.6921767166	4.5283646656	5.5568159966	5.1023763926	4.9292846686	5.1907660546	4.8129136166	4.3364042866	5.5122728396	5.1019235286	4.0098820646	5.0082565096	5.0430065256	4.0286955116	4.7999966746	4.7590243856
796774	4.8775656146	5.0327619666	5.5022108946	5.2686142286	4.2979785756	4.9913139046	5.3799311326	4.9292846686	5.1546197306	5.1400687476	4.9408510806	5.1582341706	4.8847394356	4.6443663486	4.9320624876	5.3995512226	4.3599036966	5.2068510846	5.1104328866
325084	7.2311562636	7.1736736136	7.4026097986	7.3851533576	6.8201043526	7.0538795706	7.2433306756	6.7824155226	7.0576938116	6.7864060926	6.7143215566	6.9821005186	6.8236149396	6.4722290676	7.0330895856	7.2709555776	6.7028238996	6.9213446966	6.6690108996
568573	6.8221134666	7.0038047386	6.8260076396	6.5891822846	5.8870357826	6.5370894956	6.5250350896	6.4184216536	6.2533797406	6.3949270816	6.2793239116	6.2244902676	6.2056657546	6.3463958786	6.2852078276	6.5296111536	6.1142101086	6.2931964996	6.0978579996
393802	9.9055070176	10.2887535706	10.0828514336	10.3088715826	9.8123229416	10.2011272346	9.9604719456	10.3335097856	10.3442209796	10.0829433026	10.1281842706	10.3195271146	9.9206507156	9.9914856126	10.2300926956	9.9849453676	9.7154005506	10.1763505606	9.8281307096
568476	4.3092001916	4.5535505276	5.8508018516	4.9987233746	4.7636161506	3.7981930216	5.0545060786	3.9269943656	2.7443497876	4.2603947016	4.3364042866	3.8600875736	3.7596026656	4.3087274126	4.6443900666	4.7206201366	3.1859987106	4.5028016536	4.7590243856
449956	5.9189933736	5.9186417286	5.8508018516	5.8467275146	5.4433573756	5.6804245826	5.9630753826	5.4508101456	5.5658572086	5.8107024056	5.3898523226	5.6326827456	5.8925645316	5.8302669846	5.8610100016	6.0582870366	5.4594440756	5.9133922816	5.8988312916
100330940	5.7367789796	5.7134867146	6.0437528336	5.2128504246	5.4657679666	5.4392251716	5.4182618176	5.6545532926	5.4513309356	5.5233885756	5.7693418366	5.5737336316	5.8263118816	5.1752223616	5.2575504916	5.9545968776	5.1528466596	5.8336405856	6.1120882386
568055	9.9375457366	9.8727845616	10.0727456406	10.1518496436	9.4944544356	10.3540055156	10.2299479206	9.6051365496	9.9070883316	9.9086642096	9.6668849336	9.9966513756	9.9102939076	9.5426784946	10.0562941616	10.0447810396	9.4259225686	9.9838177336	9.8664096636
449665	6.1793218466	6.2809736376	6.3899838986	6.2720356576	6.0141200496	5.5887251126	5.5621460776	5.8825613926	6.1097357276	5.9973116566	6.0543782146	6.1321734736	5.9434596806	6.2512901046	6.2852078276	6.0439226756	6.0631922776	6.1424810976	5.5886874906
793448	6.8671691786	7.1425224866	7.4026097986	6.8213195356	6.4559850246	6.7210930956	5.0049926966	6.5365414666	6.8809199406	5.5233885756	6.3553901066	5.5737336316	5.6988041786	5.9902880826	5.5229532986	5.5081794106	5.3142747376	6.6872954276	6.2342128976
571146	7.8850344106	8.0910001366	8.2965310286	8.5468225326	7.7675082306	8.4193936796	8.3800167816	7.9391067536	8.4367189286	8.2143191586	7.9376808546	8.2315225556	8.1655201856	7.9337750606	8.3863476056	8.1689564386	7.8525866456	8.3200271696	8.0702472636
335732	8.8552701996	8.6583713576	9.0753778816	8.9857995666	8.7610059946	9.2218965616	9.1512573446	8.6862895846	8.8466538486	8.9649539676	8.5794870856	8.8969082836	8.8368127626	8.5278620126	9.0587721606	8.9820631446	8.7672499116	9.0540958666	8.9468960366
336052	7.1051746676	7.3088932586	7.3548849956	7.6442410906	6.4104979516	7.2004836946	7.0185170356	6.6552452616	6.9351977956	6.9483919926	6.5938801326	7.0629115996	6.9029047856	6.4356179316	7.2209266196	7.2079283126	6.3769838526	7.5140738286	6.8066166536
334065	8.8040541106	8.7706138006	8.8721394236	8.7709257606	8.3646315076	8.7042837966	8.7239737786	8.3678002496	8.3109878276	8.5210236516	8.5007243536	8.4844941626	8.5284490366	8.3815559556	8.5630468956	8.5429271076	8.4423925076	8.3374803166	8.5070910386
567936	5.7367789796	5.9621115346	6.2272299956	5.9182073396	4.7636161506	6.4266657496	5.8831129496	5.4287593126	5.7944696506	5.7797236156	5.6128501836	5.6706851456	5.6688708716	5.4197607456	5.9279270006	5.9849908256	5.5362781536	5.8499475186	5.3453949456
557652	5.1928010446	5.0596923406	5.0111452416	4.9653643966	5.5728787096	5.0382892346	5.0545060786	4.6907141186	5.2604502346	4.6850005336	5.0967196536	4.8948300896	4.3930218276	5.5848900566	5.3580339926	5.7036037576	5.2242525736	4.7660271266	4.8969120616
402976	8.6298110756	8.1672714776	7.8739557716	8.2540228506	7.8760729226	7.8437490076	7.0855516476	7.5420616226	8.0751319076	7.2659334686	7.6957908546	7.6384821296	7.5167278926	7.8200193136	7.8017618116	7.5805754976	7.5715057466	7.8008128586	7.6305635496
101882936	4.8176158976	5.3045011006	5.6870093896	5.6508059896	4.3945906606	5.1060031556	4.6336214116	4.8318277966	5.1175444456	4.8431951996	4.4331870966	5.2614551166	5.3294357886	4.2537065866	5.0327857736	4.9536221896	4.8255697026	4.8331847436	4.2934733386
100000687	6.1308791486	6.4634659406	6.2920183766	6.4023907696	5.3500625866	5.7526256916	5.9500523096	5.7286230856	5.7467055716	5.6657387786	5.5056555776	5.8302989396	5.8398080496	5.2614235166	5.8746440136	5.7749183196	5.2472901866	6.0607758666	5.7611359596
414850	6.0934488766	6.3370848956	6.4250712676	6.1732301696	5.3500625866	5.9741547636	5.9102625256	5.2888699166	5.8407029256	6.3215420236	5.3898523226	6.1184895756	5.9804863536	5.3688883536	5.8746440136	5.7922094486	4.3599036966	5.8820186326	5.4831543326
450073	8.7549538716	8.4167916776	8.7915279946	8.7805477806	8.7677858346	8.6141363706	8.3945095376	8.2564043166	8.5968212526	8.3496767846	8.4668318016	8.5342986476	8.3700413746	8.5015360146	8.5630468956	8.4695898806	8.7390841416	8.4935336216	8.4125240986
100463517	5.9611651956	5.9763151986	6.3661090856	6.0353606376	6.2126891946	6.4089015106	6.5852346966	6.3140238506	6.2871622296	6.5313668096	6.1990228006	6.4044147296	6.1952036206	6.4106839496	6.4214888436	6.3190886656	5.9271482936	6.2322999706	6.1812071896
552981	5.2162078366	4.8596831506	5.0416101396	5.2686142286	5.0572157666	5.1060031556	4.4970320546	4.7273074936	4.7806549586	4.7503742496	5.2103222106	5.2861463316	4.8044164276	4.9164694556	4.7953846406	4.7911185956	4.5198129136	4.7999966746	4.5657754326
555510	8.8496684876	8.9066212406	8.5585873556	8.5154738216	8.2659212446	8.0120463486	7.6296871466	8.6050470146	8.8381325406	7.7342626596	8.4437861796	8.2906792626	8.0599230406	8.4288902246	8.2439141926	8.8187007516	8.3864202196	8.4831164836	8.5651355606
324212	6.9392695206	7.1859481386	7.3117901256	6.9116588706	7.2462384886	7.1099290756	6.9482152456	7.3023854686	7.1246235076	7.1251537036	7.0404337986	6.9971341366	7.1878483236	6.9757070246	6.8588393506	7.3074912346	6.8227015496	7.1492686296	7.3890010096
553537	5.9331880596	6.0043097736	6.2534955086	5.0944077666	5.8363366916	6.0216829866	5.9887740736	6.6834555426	6.2011748096	5.9973116566	5.6333654386	6.0766414616	6.2160525656	5.7727234486	5.8746440136	6.3190886656	5.5362781536	5.9288269096	6.4172579106
450060	5.9046576366	5.3488455106	6.8347323566	6.2164065236	5.0572157666	6.0216829866	4.9273828626	5.0497619696	5.0794911886	5.6314462316	5.0052329876	5.9432802986	5.3294357886	4.0748089046	5.3580339926	4.8251166826	5.2008411076	4.7312384096	6.2978435476
415182	5.6705409006	5.4941234086	5.7621102636	5.9526615986	5.8363366916	5.8870157386	5.0049926966	5.6160417316	5.1907660546	5.2344819566	5.0668640976	5.8959388326	3.5782532906	5.1453047956	5.2575504916	4.7911185956	5.2472901866	5.5238469546	5.1385109656
572000	7.7750650666	7.9361197236	7.8266299856	7.9643239816	7.4454413136	7.1796824036	7.0371102676	7.5471879816	7.7752905146	7.2031093856	7.6155715196	7.4655162076	7.2748773296	7.5328507336	7.3631207316	7.6721488466	7.5013730566	7.4459779666	7.5013808506
768294	5.4709486236	5.2115010486	5.1849726186	5.4240333646	5.0864347896	4.8404482246	4.9795838336	5.0783723976	5.3269230886	4.6165233126	5.1827491496	5.2107675946	5.5751538206	5.1453047956	5.4151276316	5.0138227736	4.6290918316	5.0743331176	5.5262982996
101887009	4.1722934206	4.6629730126	5.1006753616	5.5190607446	4.0236780976	5.1060031556	4.7583900456	3.9269943656	4.4636365026	3.9623292956	3.9996883146	4.7951359546	4.2385648916	3.4487641056	4.1566268456	4.2558034596	3.5245274796	4.5028016536	4.7947513706
103909721	5.9331880596	6.1985605156	6.3780958786	6.0191957286	5.4433573756	4.8136956836	4.6658396626	5.5357901396	6.1097357276	4.9304034746	6.0390830066	5.2363339496	4.8847394356	5.3161563216	4.9320624876	5.8092957906	5.3572633786	5.4401552966	5.6678858796
100329788	6.9740119826	7.3476519886	7.2281723926	6.8581368336	6.5946310546	6.6920097606	6.6510922956	7.3204625406	7.1796197506	6.7469089846	6.9695928376	7.0912102286	7.1286022296	7.2248990856	7.1609910896	6.9779316006	7.1196835846	7.2571378096	7.0328997786
393983	6.3791882296	6.0181059546	6.4817180176	6.0671570296	5.8015196246	6.1871478656	5.7541904666	4.9292846686	6.0321681446	5.4854927386	5.6333654386	5.8959388326	5.6839151566	5.9733596306	5.7617841546	5.4657045106	5.6616144936	5.6595527526	5.1930790686
447909	9.1568776926	8.4349041056	9.0493779126	8.7853348316	8.7587389496	9.2792415146	9.0465594266	8.1047236276	8.5696263856	8.5326838466	8.4408794196	8.5547652576	8.7157717416	8.2223075556	8.8416742546	8.6839234866	8.3993332226	8.7343531956	8.7333691306
100142646	6.0419815886	6.0720080536	5.9343553526	5.5643258286	5.5309837716	5.5887251126	5.5098565916	5.4939257556	5.0794911886	5.0904393016	5.4604434926	5.5330520556	4.6597291876	6.0720730996	5.3773173466	4.9225529016	5.7286314086	5.8977907386	5.2456582046
101885420	4.6558439066	5.0596923406	5.1006753616	4.7859144156	4.5283646656	5.1060031556	5.0786397756	3.6503944956	4.2744881086	4.9857448646	4.7660796206	5.0756632926	4.6898507976	4.8060730326	5.0569049446	5.3063463796	4.7946258566	4.7312384096	5.0227629926
100136854	6.0021392116	6.3370848956	6.4927852716	6.4148011786	5.9360135306	6.0099469146	6.0014537696	5.9918766406	5.9917622086	5.9283653236	5.6735409726	6.0480527526	5.9682494136	6.0878881086	5.8333492426	6.3071097166	5.7286314086	6.2691454556	6.0093965966
100330031	6.3895200206	6.4735145036	6.7542427356	6.5559516296	5.8190331876	6.0676952476	5.5621460776	5.7465612286	6.1652915946	5.5603144126	6.0079973526	5.7963239906	6.2568677726	5.5848900566	6.5460001776	6.1280387806	5.5913321676	5.9592094476	5.7611359596
798352	5.7040400526	5.7303461676	6.0437528336	5.8282901496	6.3025843046	5.9741547636	5.9759819486	5.4287593126	6.0121066296	5.6825841456	5.5277411556	5.7963239906	5.9682494136	5.5164209176	5.6709392936	5.6285798576	6.0761168676	5.9741640966	5.4386802606
792211	7.8629596336	8.0104703596	8.1608761146	7.9558561826	7.4510685636	7.9303503756	7.7168423136	7.5875560026	7.8730735526	7.7858433606	7.5630705346	7.8643420586	7.6756893196	7.5783431336	7.8680134266	7.9743889926	7.5061561386	7.8623930086	7.6886892986
101884675	5.7687914206	5.8889167116	5.8508018516	5.6921767166	5.6531864476	6.1232207156	5.6772536696	6.0794039306	6.0907312996	6.1011994516	6.1428929516	6.1724632406	6.0748157246	5.7530206716	5.9538482536	6.1683264306	6.0237089156	5.9889653176	6.2978435476
562087	9.7607985106	9.6844815446	9.3186896616	9.0125836976	9.1567297576	9.3343939646	9.3427852996	9.3693536556	9.6178577186	9.4339876236	9.5744242156	9.3059561716	9.4835886286	9.4766379906	9.3859707996	9.5582488416	9.4081446046	9.4620906526	9.6771907726
572249	7.4883027586	7.4529769596	7.7034263096	7.5905531216	7.4953134376	7.8893017596	7.8629590516	7.7114574886	7.6510654836	7.7936176846	7.4862035386	7.6191771136	7.7490505476	7.4798962536	7.6789262126	7.8764583626	7.4124496496	7.7099308806	7.9043631506
100320926	6.1673628106	5.9763151986	6.0587252476	6.3516531866	4.8342175626	5.6044188556	5.5959816716	5.3605094786	5.9289487976	5.3230942366	5.3655329286	5.9118925556	5.0793447696	5.6070095486	5.6552263606	5.5696352756	5.3990080456	6.1816615506	5.3927914556
571588	5.4902783766	6.2462285526	5.7621102636	5.5864366976	4.8342175626	4.9913139046	4.9537194336	5.1609492096	5.7222171306	5.0904393016	5.8591753336	5.0470549996	5.2304431906	4.8806011456	4.8789348606	4.7911185956	5.3782866926	5.5835761036	5.6088983996
791141	6.1553038136	6.3697331326	6.5468827726	6.1732301696	5.1150737656	6.2780220266	6.1455061846	5.4725290106	5.6461544286	5.8707330716	5.5056555776	5.8634921656	5.8263118816	5.2614235166	6.3451968576	6.1005414296	5.2922903176	5.5440326826	5.5048875886
30691	7.7431930776	7.9896154166	7.9197782776	7.7847361386	7.5115615846	7.8001221136	7.5194007306	7.5317539316	7.5710488466	7.5674368886	7.7247592586	7.7177631146	7.6375606506	7.5443590246	7.8883183156	7.7135771586	7.7714769966	7.8623930086	7.9644202036
799355	12.9723335686	12.7722565166	12.7556737466	12.5260154806	13.2777272536	12.8939687546	12.9244134136	13.1618452846	12.8154817096	12.9940111286	13.1653350856	12.9439804346	12.9050090536	13.3112558556	12.9297426526	12.7346876156	13.6132621726	12.8646345426	13.0260303006
100148055	7.7946333246	8.0070154046	7.6048626756	7.3851533576	7.1867720596	7.4203447976	7.6008141896	7.5875560026	7.3571047356	7.7220928886	7.7151676086	7.6336800396	7.4784124086	7.0502497906	7.5446503946	7.5554789786	6.8530552606	7.4459779666	7.5596509816
64269	12.0326105416	12.0683682106	12.2182902156	12.2773084756	11.3937272626	12.2979107926	12.2340094276	11.6835307416	12.0022475866	12.0917524136	11.6324338286	12.0338512526	12.0080123876	11.4527248716	12.0316037916	12.0325994386	11.2647317536	12.0431003336	11.8228277146
100002437	6.5998953236	7.1859481386	6.7995123736	7.2252447016	6.4220048786	5.6199437166	5.7690974496	6.4295684816	6.6920859026	5.5603144126	6.6351546246	6.1321734736	5.6688708716	6.2791089076	6.1346975046	6.6291904306	5.9967732846	6.2322999706	6.3587858936
751830	6.3047166586	6.7464072146	6.7634110166	6.7348757256	6.3394597146	5.7097400376	5.6452921436	5.9304284576	5.8407029256	6.0239933176	6.1571314696	5.9432802986	5.4575197926	5.9733596306	5.9409458426	6.0147576396	5.8389048566	5.9440981576	6.2211429256
101882127	8.8175079336	8.9341693956	8.6304984846	8.5692012106	8.0859350066	8.0949286296	7.6739227756	8.7365208446	8.6818227706	7.8874188176	8.6716340256	8.5213579886	8.0599230406	8.7750002536	8.4851983646	8.4533777266	8.1501798086	8.6806630106	8.5390408186
494476	6.6862391506	7.1106838616	6.4365799526	6.3898726756	6.1993772666	5.4392251716	3.5764880846	6.4406298456	6.0121066296	3.7227692956	6.2793239116	6.2498167046	4.5653965036	6.6317750106	6.2542512116	5.5895522626	6.1142101086	5.9741640966	5.4610886656
777638	7.6940246816	7.6069731216	7.8697170076	7.9811119186	7.3702166816	7.6380246616	7.5924575156	7.0799194206	7.1246235076	7.5399687456	7.1933397346	7.3236449376	7.5292768766	7.2878709636	7.5949357696	7.5855428356	7.4124496496	7.5494516026	7.7168969266
447936	11.4924856716	11.0747919436	11.5772275836	11.4910504906	11.6408542576	11.7013216886	11.7610382746	11.1511301186	11.2630374726	11.5943456106	11.1718660606	11.3030129636	11.5243327146	11.0969790126	11.4823580426	11.5124231106	11.2451953756	11.4011784966	11.6083841836
100330004	5.4513563626	4.8287047926	5.3153678536	4.8962392186	4.7269760616	5.2122426176	5.1487091936	4.7629956066	4.8725343386	4.9019157886	4.6500579826	5.2363339496	5.3857268066	5.0835415356	5.2365857996	5.1271745346	4.7946258566	5.2566279766	4.9923144446
402866	10.5768802196	10.5178302126	10.6938650046	10.7034532416	10.6122210806	10.8707652526	10.9145841956	10.7214180276	10.5659807106	10.7508248106	10.5470960456	10.7888606166	10.6837654446	10.3174597226	10.7682733256	10.8822449456	10.3842301136	10.8559455446	10.7960523356
794389	6.3155937206	6.1111528406	6.3899838986	6.4514044376	5.3500625866	5.8479966266	5.2793971926	5.3605094786	5.6198821496	5.3861550816	5.7506838396	5.8959388326	5.6227731916	5.3945487706	5.6709392936	6.2203508096	5.6786628296	5.8336405856	5.7790839166
445247	5.5467606566	5.2818070606	5.1574172096	5.0632128126	4.0236780976	4.6719437316	4.6973541046	4.2116057146	5.0404069656	4.1190460056	4.4792478586	4.5723473036	4.7193563476	4.6009398796	4.8516189026	4.5683623726	4.9710531756	5.0743331176	4.5238131326
494049	9.8344937796	10.0016277126	9.6653270496	9.8116772976	10.1219837526	9.8066772146	9.9798234096	10.4874455986	10.2616652866	10.2327126406	10.3159848826	10.1081722236	10.2910675566	10.4549080566	10.0336846646	10.1491216906	10.2819603206	10.1502520726	10.0660050556
101884488	7.4294365266	7.4880962826	7.7129222016	7.5290930016	7.2397508656	7.2107729396	7.0914940356	7.3559510326	7.1974956106	7.1374244936	7.4109630096	7.3176693276	7.0319687776	7.4496149296	7.3387351996	7.2271272796	7.4073450136	7.1492686296	7.5439910996
403033	8.7589439756	9.5184812016	9.7181500016	9.3431615806	8.8209072046	8.8314175916	8.5813506386	8.8734271206	8.9791501716	8.6741632296	9.2283651776	9.0507276196	8.5856417016	9.1014520746	9.2912989646	8.8643767796	9.0454375446	9.2557361056	9.0502792536
553707	6.3997783456	6.4735145036	6.6294288586	6.6534318766	5.7476659876	6.5694330246	6.3868997236	5.7817819516	6.5462547856	6.1863429216	6.2530503836	6.4267945286	6.4003975406	5.8113396856	6.5288573486	6.4114996176	6.2111328466	6.3516263376	6.3347169846
100537620	6.7912751126	7.1235037516	7.3548849956	7.5347897436	5.9360135306	6.9775997966	6.8394250416	6.2774755026	6.6010049436	6.8548852706	6.4624603536	6.7621377476	6.5880274066	6.3331872046	6.8927361636	6.7927545666	6.0103039616	6.9518835556	6.3102397036
795099	6.7756051666	8.4323304966	9.5322014546	9.6648463226	6.5000816526	7.0709242426	7.0371102676	7.3617818276	8.1550631956	7.6891291676	7.3440819836	7.7929133536	7.8919418916	7.4798962536	7.9149544666	8.2925730556	7.9610771386	8.2663639546	8.0738869126
101883316	6.0419815886	6.4016588586	6.5990248546	6.6216647156	4.9658308636	6.3999366866	6.1340361986	5.5963934496	5.8177714816	5.9701272246	5.5056555776	6.1724632406	6.1633541506	5.6922445146	6.3451968576	6.4771195086	5.0777216486	6.2691454556	6.0978579996
100332814	5.5651071446	5.7303461676	6.2004774156	6.0671570296	3.8974708016	5.4738118286	5.1487091936	4.1589988986	5.1175444456	5.0390415666	4.2854639686	5.3342960726	5.1241543596	4.1965039166	4.7953846406	5.4657045106	3.6680205636	5.4401552966	4.7590243856
100332943	6.4200787306	6.3370848956	6.1313416166	6.4148011786	5.9833829926	5.9741547636	6.1793789436	5.9767582146	6.3840078076	5.9563404766	6.0543782146	6.1457287996	5.8263118816	6.0235604836	6.3254763776	5.9391563596	6.1755454926	6.2198060206	6.0394904586
195817	4.5119480076	4.9488165176	5.2120115706	5.3992652496	5.2242620116	4.9427573906	5.1936001796	4.9907805636	4.8725343386	5.4661648786	5.0967196536	4.6504958076	5.4749233806	4.8806011456	5.1269335376	5.0138227736	4.7946258566	5.0177187306	5.0227629926
735312	10.4425453386	10.1150955686	9.5105847616	9.7700209936	9.7969384666	9.4288680876	9.8429829546	10.2798585366	10.6728704366	9.9193631436	10.4891826026	9.8313859436	10.1335544386	10.2980459506	9.8790896186	10.6345637216	10.2798670566	9.9482855426	10.5066538306
100001113	6.2937569676	6.0181059546	6.4593255096	5.9526615986	6.6543880526	5.9981145876	5.8129159176	6.4295684816	5.9917622086	5.6486943936	6.3429876686	5.7438125876	6.0518052736	6.4842291886	6.1002959426	6.0865936886	6.4778246896	5.6595527526	6.1261794866
101883924	6.7193799006	6.5419604226	6.6092308826	6.5104188346	5.8015196246	6.6396590186	5.9759819486	6.0216463446	6.1833447616	6.3743380396	5.9272201636	6.3112533836	6.0518052736	6.1793016886	6.4939482156	6.5192645036	6.0103039616	6.6223283706	6.1120882386
555962	5.1202120276	5.0596923406	5.5664767226	4.9987233746	4.9015245346	4.7864376696	4.5669426056	4.5750118826	4.9589109926	4.6165233126	5.2639360296	4.8948300896	5.2098026636	4.5099570236	4.6443900666	4.5683623726	4.7306729286	5.3282141356	5.2963882816
100538007	6.3582999926	6.1617465746	6.6883796146	6.4753006516	5.5933786116	6.4529085926	5.8272312306	5.6734302976	5.8177714816	5.8259458676	6.1851937396	6.5643677886	5.9182365286	6.1494694766	6.1233212206	6.1143556156	6.2228028596	6.2812210956	6.3468016316
101884664	8.1570849716	7.7788884406	8.0149727426	8.3214902796	8.5725219906	7.7195484836	7.7245105176	8.9605385236	8.1732440046	8.1029737326	8.6237350856	7.4975856236	7.9676586016	8.9123430086	7.6905354256	7.9591599686	9.0923126006	7.5293420826	8.0519099956
100537837	6.3155937206	6.1741225596	6.3046340876	5.9006666536	5.2759058736	5.4037889386	5.4556004036	6.0794039306	5.6198821496	5.7797236156	5.6535930496	5.1847399846	5.3294357886	5.8113396856	5.4519722346	6.0865936886	6.2228028596	5.6409303956	5.7429619036
550374	7.4978844426	7.9896154166	7.6549860506	7.7799470966	7.6934784246	7.5475633956	7.2379830106	7.6219745776	7.5293123016	7.1972600856	7.6411225106	7.9363056786	7.3802312316	7.4858769876	7.8194935486	7.2523348176	7.5345263316	7.4566657456	7.4462848926
100996239	4.9630632456	5.3045011006	5.1006753616	5.7520900276	4.5283646656	4.9178522096	4.9005565606	4.9292846686	5.0002343526	4.4295993956	4.9075496386	5.2861463316	5.1241543596	4.3617267396	5.0569049446	4.4425999326	4.6976009486	5.0743331176	5.1385109656
606662	8.7082565026	8.5556975296	8.8313071906	8.4446161716	8.6866330136	8.5466925816	8.0145171666	8.4685084796	8.5100769286	8.2114201096	8.4262571146	8.5291363046	8.7194269246	8.5902617306	8.5983977936	8.3636946266	8.9935860786	8.4298717316	8.7516636666
402962	6.4200787306	6.3910952546	6.4817180176	6.4871019506	6.2900800316	6.3909158076	5.8693441326	5.8986941906	6.1833447616	5.7797236156	6.2793239116	6.2869917516	6.0748157246	6.2512901046	6.0410717996	6.2828492366	5.9967732846	6.4828985476	6.5381175756
572200	10.5546725336	10.9753173506	10.7299733646	11.3328786266	9.8638579636	10.2642354746	11.0546268136	10.3170977756	10.1235684606	10.9081520586	9.8771744526	9.9759325326	10.7046616646	9.6410925326	10.1524700776	10.5172847876	9.4864749266	10.5458240746	10.0751136806
394113	9.5409138106	9.5111830086	9.5731839406	9.5956741186	9.2961296826	9.3976837966	9.2528510956	9.6222400316	9.5876752296	9.2155575866	9.5503525346	9.3164821096	9.1849533186	9.4152847196	9.3871603406	9.3507162176	9.4645254156	9.4135455396	9.4950836586
561717	5.3491934796	5.4336435086	5.1849726186	5.4483834286	4.2471328146	4.6418419346	4.2643397076	4.5342863116	4.4636365026	4.6165233126	4.6092137316	4.4465642186	4.3178594196	4.2537065866	4.6121976996	4.2050644156	4.4420727266	4.0169161596	4.4805936566
402898	7.1605190606	7.2041663086	7.1037594666	7.3140541756	6.8880576466	7.2808134046	6.7964163856	6.8586197796	6.7046404656	6.8474350256	7.0480945146	6.9745245506	6.8438496676	6.6425234686	7.0750284436	6.9779316006	6.9545296006	7.0468934486	6.8326301176
793799	8.4783252676	8.4477037326	8.5021994956	8.0895911696	8.1181252346	7.8337977226	7.2163918946	8.2626507446	8.3394430936	7.4689193556	8.3321331326	8.1260566066	7.9365914446	8.2471685026	8.4192810126	8.3285720626	7.8859989136	8.1592085886	8.4211221176
