gene.id	bmd
ENSDARG00000100700	0.00907136
ENSDARG00000100836	0.222121096
ENSDARG00000100875	0.002376042
ENSDARG00000100908	0.005809128
ENSDARG00000101131	0.923587759
ENSDARG00000101169	0.824718746
ENSDARG00000101188	0.008491255
ENSDARG00000101432	0.079508762
ENSDARG00000101514	0.006287014
ENSDARG00000101812	0.012594515
ENSDARG00000102019	0.001335022
ENSDARG00000102142	0.02286888
ENSDARG00000102366	NA
ENSDARG00000102421	0.593797553
ENSDARG00000102556	0.07385942
ENSDARG00000102733	0.310444075
ENSDARG00000102927	0.473703435
ENSDARG00000103052	0.778693466
ENSDARG00000103123	1.391293497
ENSDARG00000103391	0.076651421
ENSDARG00000103878	0.66224568
ENSDARG00000104259	0.072459645
ENSDARG00000104450	0.806279226
ENSDARG00000104467	0.036955496
ENSDARG00000104651	0.084868205
ENSDARG00000104800	NA
ENSDARG00000104805	0.192588757
ENSDARG00000104839	0.448879437
ENSDARG00000104968	1.309860382
ENSDARG00000105039	1.301074489
ENSDARG00000105432	1.573629224
ENSDARG00000108953	0.041870575
ENSDARG00000110069	0.135171634
ENSDARG00000110950	0.594905167
ENSDARG00000113257	0.248394909
ENSDARG00000113971	0.036022874
ENSDARG00000114516	0.661818653
ENSDARG00000115646	0.291502109
ENSDARG00000115870	0.012469204
ENSDARG00000116487	0.086327593
ENSDARG00000117069	0.007523933
ENSDARG00000117569	1.460153717
ENSDARG00000117645	0.240515263
ENSDARG00000117673	0.702992115
ENSDARG00000117810	0.0019097
