D4,Counts
ENSDARG00000001898,7
ENSDARG00000001906,0
ENSDARG00000001909,1
ENSDARG00000001910,45
ENSDARG00000001912,1
ENSDARG00000001913,16
ENSDARG00000001929,12
ENSDARG00000001930,7
ENSDARG00000001933,13
ENSDARG00000001937,7
ENSDARG00000001939,24
ENSDARG00000001940,15
ENSDARG00000001950,536
ENSDARG00000001953,14
ENSDARG00000001968,57
ENSDARG00000001969,32
ENSDARG00000001971,4
ENSDARG00000001975,7
ENSDARG00000001976,5
ENSDARG00000001993,143
ENSDARG00000001994,86
ENSDARG00000001999,16
ENSDARG00000002002,14
ENSDARG00000002006,40
ENSDARG00000002013,27
ENSDARG00000002016,7
ENSDARG00000002020,11
ENSDARG00000002021,27
ENSDARG00000002026,13
ENSDARG00000002031,0
ENSDARG00000002037,22
ENSDARG00000002060,0
ENSDARG00000002071,65
ENSDARG00000002077,9
ENSDARG00000002082,64
ENSDARG00000002084,45
ENSDARG00000002097,12
ENSDARG00000002127,14
ENSDARG00000002128,6
ENSDARG00000002131,70
ENSDARG00000002165,1
ENSDARG00000002167,22
ENSDARG00000002168,10
ENSDARG00000002172,11
ENSDARG00000002174,9
ENSDARG00000002184,26
ENSDARG00000002190,90
ENSDARG00000002192,19
ENSDARG00000002193,271
ENSDARG00000002194,7
ENSDARG00000002196,17
ENSDARG00000002197,52
ENSDARG00000002204,15
ENSDARG00000002210,2
ENSDARG00000002213,14
ENSDARG00000002215,1
ENSDARG00000002216,8
ENSDARG00000002217,39
ENSDARG00000002219,2
ENSDARG00000002220,6
ENSDARG00000002230,19
ENSDARG00000002231,21
ENSDARG00000002235,96
ENSDARG00000002240,30
ENSDARG00000002241,1
ENSDARG00000002249,13
ENSDARG00000002255,31
ENSDARG00000002259,1
ENSDARG00000002264,19
ENSDARG00000002267,11
ENSDARG00000002271,66
ENSDARG00000002285,22
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,12
ENSDARG00000002299,0
ENSDARG00000002300,6
ENSDARG00000002304,0
ENSDARG00000002305,35
ENSDARG00000002311,4
ENSDARG00000002330,0
ENSDARG00000002332,34
ENSDARG00000002333,18
ENSDARG00000002336,17
ENSDARG00000002339,3
ENSDARG00000002344,199
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,0
ENSDARG00000002362,14
ENSDARG00000002365,32
ENSDARG00000002369,83
ENSDARG00000002377,7
ENSDARG00000002385,13
ENSDARG00000002391,0
ENSDARG00000002394,11
ENSDARG00000002396,70
ENSDARG00000002401,8
ENSDARG00000002402,12
ENSDARG00000002403,5
ENSDARG00000002405,15
ENSDARG00000002406,0
ENSDARG00000002411,6
ENSDARG00000002445,11
ENSDARG00000002463,2
ENSDARG00000002467,18
ENSDARG00000002479,17
ENSDARG00000002483,5
ENSDARG00000002487,22
ENSDARG00000002494,13
ENSDARG00000002506,9
ENSDARG00000002507,20
ENSDARG00000002508,12
ENSDARG00000002509,0
ENSDARG00000002510,2
ENSDARG00000002523,44
ENSDARG00000002533,0
ENSDARG00000002536,29
ENSDARG00000002538,7
ENSDARG00000002546,7
ENSDARG00000002549,5
ENSDARG00000002552,74
ENSDARG00000002564,39
ENSDARG00000002571,31
ENSDARG00000002576,9
ENSDARG00000002582,21
ENSDARG00000002587,76
ENSDARG00000002589,285
ENSDARG00000002591,25
ENSDARG00000002593,1
ENSDARG00000002597,0
ENSDARG00000002600,9
ENSDARG00000002601,3
ENSDARG00000002607,0
ENSDARG00000002609,10
ENSDARG00000002613,0
ENSDARG00000002632,38
ENSDARG00000002634,13
ENSDARG00000002635,25
ENSDARG00000002642,10
ENSDARG00000002644,7
ENSDARG00000002656,12
ENSDARG00000002659,53
ENSDARG00000002663,25
ENSDARG00000002666,7
ENSDARG00000002670,32
ENSDARG00000002682,21
ENSDARG00000002685,0
ENSDARG00000002690,17
ENSDARG00000002696,147
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,145
ENSDARG00000002720,4
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,87
ENSDARG00000002732,11
ENSDARG00000002745,124
ENSDARG00000002748,16
ENSDARG00000002750,13
ENSDARG00000002754,6
ENSDARG00000002758,200
ENSDARG00000002760,6
ENSDARG00000002764,8
ENSDARG00000002768,1569
ENSDARG00000002771,11
ENSDARG00000002779,0
ENSDARG00000002787,20
ENSDARG00000002790,124
ENSDARG00000002791,297
ENSDARG00000002792,31
ENSDARG00000002795,0
ENSDARG00000002797,0
ENSDARG00000002798,4
ENSDARG00000002816,6
ENSDARG00000002826,7
ENSDARG00000002830,2
ENSDARG00000002831,5
ENSDARG00000002840,9
ENSDARG00000002847,18
ENSDARG00000002872,8
ENSDARG00000002877,19
ENSDARG00000002880,28
ENSDARG00000002894,6
ENSDARG00000002897,8
ENSDARG00000002909,82
ENSDARG00000002912,26
ENSDARG00000002916,52
ENSDARG00000002917,5
ENSDARG00000002933,3
ENSDARG00000002937,41
ENSDARG00000002945,13
ENSDARG00000002947,9
ENSDARG00000002949,58
ENSDARG00000002952,44
ENSDARG00000002956,0
ENSDARG00000002959,0
ENSDARG00000002967,18
ENSDARG00000002968,79
ENSDARG00000002970,9
ENSDARG00000002971,27
ENSDARG00000002986,11
ENSDARG00000002988,77
ENSDARG00000002991,14
ENSDARG00000002994,25
ENSDARG00000003008,30
ENSDARG00000003017,9
ENSDARG00000003020,40
ENSDARG00000003021,26
ENSDARG00000003022,0
ENSDARG00000003027,1
ENSDARG00000003032,457
ENSDARG00000003035,241
ENSDARG00000003041,0
ENSDARG00000003046,20
ENSDARG00000003054,0
ENSDARG00000003058,37
ENSDARG00000003061,9
ENSDARG00000003068,40
ENSDARG00000003069,2
ENSDARG00000003077,0
ENSDARG00000003081,2099
ENSDARG00000003084,3
ENSDARG00000003085,3
ENSDARG00000003087,8
ENSDARG00000003090,0
ENSDARG00000003091,36
ENSDARG00000003098,90
ENSDARG00000003109,13
ENSDARG00000003113,79
ENSDARG00000003127,13
ENSDARG00000003132,12
ENSDARG00000003142,0
ENSDARG00000003144,8
ENSDARG00000003146,24
ENSDARG00000003151,143
ENSDARG00000003153,4
ENSDARG00000003157,5
ENSDARG00000003165,42
ENSDARG00000003167,16
ENSDARG00000003169,86
ENSDARG00000003175,16
ENSDARG00000003181,0
ENSDARG00000003189,47
ENSDARG00000003193,2
ENSDARG00000003197,0
ENSDARG00000003200,12
ENSDARG00000003203,148
ENSDARG00000003205,13
ENSDARG00000003206,3
ENSDARG00000003207,10
ENSDARG00000003208,4
ENSDARG00000003210,0
ENSDARG00000003213,138
ENSDARG00000003216,49
ENSDARG00000003217,18
ENSDARG00000003219,27
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,3
ENSDARG00000003250,5
ENSDARG00000003251,11
ENSDARG00000003257,2
ENSDARG00000003259,10
ENSDARG00000003269,123
ENSDARG00000003270,11
ENSDARG00000003281,18
ENSDARG00000003287,0
ENSDARG00000003290,5
ENSDARG00000003293,46
ENSDARG00000003303,0
ENSDARG00000003307,45
ENSDARG00000003308,13
ENSDARG00000003311,15
ENSDARG00000003313,2
ENSDARG00000003320,28
ENSDARG00000003326,0
ENSDARG00000003328,2
ENSDARG00000003344,2
ENSDARG00000003373,4
ENSDARG00000003375,13
ENSDARG00000003380,0
ENSDARG00000003381,10
ENSDARG00000003382,12
ENSDARG00000003383,18
ENSDARG00000003395,10
ENSDARG00000003398,6
ENSDARG00000003399,0
ENSDARG00000003403,26
ENSDARG00000003411,7
ENSDARG00000003414,0
ENSDARG00000003420,1
ENSDARG00000003421,19
ENSDARG00000003429,6
ENSDARG00000003444,11
ENSDARG00000003446,9
ENSDARG00000003449,19
ENSDARG00000003462,73
ENSDARG00000003469,13
ENSDARG00000003475,0
ENSDARG00000003486,48
ENSDARG00000003487,45
ENSDARG00000003495,32
ENSDARG00000003512,32
ENSDARG00000003517,2
ENSDARG00000003519,11
ENSDARG00000003520,27
ENSDARG00000003523,2
ENSDARG00000003526,64
ENSDARG00000003527,14
ENSDARG00000003531,36
ENSDARG00000003533,0
ENSDARG00000003544,12
ENSDARG00000003553,0
ENSDARG00000003564,16
ENSDARG00000003570,56
ENSDARG00000003573,22
ENSDARG00000003576,0
ENSDARG00000003584,12
ENSDARG00000003592,5
ENSDARG00000003599,1590
ENSDARG00000003607,9
ENSDARG00000003615,29
ENSDARG00000003616,25
ENSDARG00000003631,33
ENSDARG00000003632,0
ENSDARG00000003635,0
ENSDARG00000003641,53
ENSDARG00000003642,7
ENSDARG00000003655,91
ENSDARG00000003675,5
ENSDARG00000003680,30
ENSDARG00000003681,88
ENSDARG00000003684,18
ENSDARG00000003693,3
ENSDARG00000003695,244
ENSDARG00000003697,23
ENSDARG00000003699,30
ENSDARG00000003701,0
ENSDARG00000003705,51
ENSDARG00000003706,0
ENSDARG00000003732,1
ENSDARG00000003749,3
ENSDARG00000003750,17
ENSDARG00000003751,27
ENSDARG00000003754,20
ENSDARG00000003757,2
ENSDARG00000003769,1
ENSDARG00000003776,24
ENSDARG00000003779,98
ENSDARG00000003789,28
ENSDARG00000003795,320
ENSDARG00000003797,0
ENSDARG00000003803,0
ENSDARG00000003808,39
ENSDARG00000003811,178
ENSDARG00000003818,30
ENSDARG00000003820,30
ENSDARG00000003822,6
ENSDARG00000003827,1
ENSDARG00000003829,64
ENSDARG00000003835,111
ENSDARG00000003841,8
ENSDARG00000003845,7
ENSDARG00000003846,4
ENSDARG00000003854,117
ENSDARG00000003860,42
ENSDARG00000003865,8
ENSDARG00000003866,71
ENSDARG00000003867,0
ENSDARG00000003869,12
ENSDARG00000003872,18
ENSDARG00000003877,33
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,169
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,25
ENSDARG00000003920,48
ENSDARG00000003925,0
ENSDARG00000003927,20
ENSDARG00000003931,49
ENSDARG00000003934,3
ENSDARG00000003938,38
ENSDARG00000003940,29
ENSDARG00000003941,21
ENSDARG00000003944,2
ENSDARG00000003952,151
ENSDARG00000003961,11
ENSDARG00000003963,23
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,4
ENSDARG00000003971,0
ENSDARG00000003973,1
ENSDARG00000003974,22
ENSDARG00000003977,6
ENSDARG00000003984,3
ENSDARG00000003989,15
ENSDARG00000003991,35
ENSDARG00000003994,1
ENSDARG00000003998,10
ENSDARG00000004015,1
ENSDARG00000004017,16
ENSDARG00000004018,1
ENSDARG00000004023,35
ENSDARG00000004034,34
ENSDARG00000004037,6
ENSDARG00000004046,1
ENSDARG00000004049,17
ENSDARG00000004051,0
ENSDARG00000004055,58
ENSDARG00000004059,2
ENSDARG00000004060,215
ENSDARG00000004074,34
ENSDARG00000004078,12
ENSDARG00000004082,10
ENSDARG00000004094,83
ENSDARG00000004105,20
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,9
ENSDARG00000004115,30
ENSDARG00000004130,6
ENSDARG00000004131,6
ENSDARG00000004132,171
ENSDARG00000004150,3
ENSDARG00000004151,2
ENSDARG00000004154,0
ENSDARG00000004158,0
ENSDARG00000004160,4
ENSDARG00000004161,56
ENSDARG00000004167,7
ENSDARG00000004169,36
ENSDARG00000004171,27
ENSDARG00000004173,75
ENSDARG00000004174,56
ENSDARG00000004176,11
ENSDARG00000004177,10
ENSDARG00000004184,37
ENSDARG00000004187,8
ENSDARG00000004189,64
ENSDARG00000004196,38
ENSDARG00000004199,5
ENSDARG00000004204,6
ENSDARG00000004211,11
ENSDARG00000004218,7
ENSDARG00000004219,0
ENSDARG00000004227,47
ENSDARG00000004232,2
ENSDARG00000004243,0
ENSDARG00000004246,85
ENSDARG00000004251,10
ENSDARG00000004256,0
ENSDARG00000004260,2
ENSDARG00000004261,72
ENSDARG00000004262,16
ENSDARG00000004270,10
ENSDARG00000004274,0
ENSDARG00000004280,12
ENSDARG00000004282,4
ENSDARG00000004291,27
ENSDARG00000004296,30
ENSDARG00000004297,41
ENSDARG00000004301,3
ENSDARG00000004302,5
ENSDARG00000004305,4
ENSDARG00000004306,6
ENSDARG00000004307,0
ENSDARG00000004308,18
ENSDARG00000004311,4
ENSDARG00000004318,0
ENSDARG00000004322,0
ENSDARG00000004325,1
ENSDARG00000004328,1
ENSDARG00000004336,52
ENSDARG00000004343,12
ENSDARG00000004358,20
ENSDARG00000004363,1
ENSDARG00000004372,14
ENSDARG00000004377,19
ENSDARG00000004378,5
ENSDARG00000004386,32
ENSDARG00000004392,0
ENSDARG00000004396,4
ENSDARG00000004402,0
ENSDARG00000004405,1
ENSDARG00000004406,8
ENSDARG00000004415,30
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,0
ENSDARG00000004445,2
ENSDARG00000004447,3
ENSDARG00000004451,14
ENSDARG00000004452,135
ENSDARG00000004455,0
ENSDARG00000004459,1
ENSDARG00000004460,4
ENSDARG00000004470,56
ENSDARG00000004472,7
ENSDARG00000004473,5
ENSDARG00000004492,4
ENSDARG00000004497,8
ENSDARG00000004498,0
ENSDARG00000004502,12
ENSDARG00000004517,2
ENSDARG00000004525,7
ENSDARG00000004527,4
ENSDARG00000004529,0
ENSDARG00000004537,155
ENSDARG00000004539,13
ENSDARG00000004561,0
ENSDARG00000004574,15
ENSDARG00000004576,0
ENSDARG00000004580,2
ENSDARG00000004581,30
ENSDARG00000004586,0
ENSDARG00000004587,10
ENSDARG00000004588,142
ENSDARG00000004592,1
ENSDARG00000004594,9
ENSDARG00000004597,17
ENSDARG00000004598,0
ENSDARG00000004616,1
ENSDARG00000004618,2
ENSDARG00000004621,83
ENSDARG00000004627,0
ENSDARG00000004632,0
ENSDARG00000004633,0
ENSDARG00000004634,220
ENSDARG00000004635,48
ENSDARG00000004636,30
ENSDARG00000004643,18
ENSDARG00000004647,0
ENSDARG00000004648,0
ENSDARG00000004658,58
ENSDARG00000004672,44
ENSDARG00000004680,9
ENSDARG00000004687,23
ENSDARG00000004692,58
ENSDARG00000004695,10
ENSDARG00000004696,28
ENSDARG00000004697,21
ENSDARG00000004702,56
ENSDARG00000004706,26
ENSDARG00000004712,12
ENSDARG00000004713,9
ENSDARG00000004714,38
ENSDARG00000004721,6
ENSDARG00000004724,31
ENSDARG00000004726,67
ENSDARG00000004735,68
ENSDARG00000004745,7
ENSDARG00000004748,34
ENSDARG00000004753,13
ENSDARG00000004754,59
ENSDARG00000004757,899
ENSDARG00000004763,6
ENSDARG00000004771,10
ENSDARG00000004774,37
ENSDARG00000004782,132
ENSDARG00000004785,46
ENSDARG00000004789,13
ENSDARG00000004794,7
ENSDARG00000004796,35
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,109
ENSDARG00000004836,23
ENSDARG00000004840,6
ENSDARG00000004843,23
ENSDARG00000004851,4
ENSDARG00000004861,14
ENSDARG00000004864,0
ENSDARG00000004866,26
ENSDARG00000004869,1
ENSDARG00000004870,10
ENSDARG00000004871,8
ENSDARG00000004874,0
ENSDARG00000004875,14
ENSDARG00000004877,60
ENSDARG00000004880,11
ENSDARG00000004889,7
ENSDARG00000004891,14
ENSDARG00000004898,0
ENSDARG00000004904,12
ENSDARG00000004906,31
ENSDARG00000004925,0
ENSDARG00000004930,159
ENSDARG00000004931,6
ENSDARG00000004932,1
ENSDARG00000004937,2
ENSDARG00000004939,5
ENSDARG00000004948,88
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,5
ENSDARG00000004964,29
ENSDARG00000004979,6
ENSDARG00000004988,16
ENSDARG00000005002,1
ENSDARG00000005004,1
ENSDARG00000005010,0
ENSDARG00000005015,81
ENSDARG00000005023,12
ENSDARG00000005026,36
ENSDARG00000005034,3
ENSDARG00000005049,4
ENSDARG00000005050,0
ENSDARG00000005057,8
ENSDARG00000005058,11
ENSDARG00000005078,5
ENSDARG00000005085,22
ENSDARG00000005092,5
ENSDARG00000005095,1
ENSDARG00000005098,1
ENSDARG00000005104,4
ENSDARG00000005108,23
ENSDARG00000005112,191
ENSDARG00000005115,7
ENSDARG00000005122,83
ENSDARG00000005126,11
ENSDARG00000005128,8
ENSDARG00000005134,27
ENSDARG00000005139,13
ENSDARG00000005141,9
ENSDARG00000005150,2
ENSDARG00000005154,9
ENSDARG00000005159,17
ENSDARG00000005162,165
ENSDARG00000005163,4
ENSDARG00000005172,8
ENSDARG00000005176,4
ENSDARG00000005179,44
ENSDARG00000005185,158
ENSDARG00000005186,73
ENSDARG00000005191,313
ENSDARG00000005210,16
ENSDARG00000005216,2
ENSDARG00000005218,0
ENSDARG00000005220,5
ENSDARG00000005221,15
ENSDARG00000005230,51
ENSDARG00000005232,35
ENSDARG00000005236,139
ENSDARG00000005246,0
ENSDARG00000005251,0
ENSDARG00000005254,11
ENSDARG00000005271,0
ENSDARG00000005274,3
ENSDARG00000005284,8
ENSDARG00000005314,0
ENSDARG00000005315,24
ENSDARG00000005318,15
ENSDARG00000005320,24
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,0
ENSDARG00000005350,20
ENSDARG00000005355,11
ENSDARG00000005356,5
ENSDARG00000005359,67
ENSDARG00000005364,0
ENSDARG00000005368,54
ENSDARG00000005371,0
ENSDARG00000005372,4
ENSDARG00000005374,18
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,28
ENSDARG00000005397,18
ENSDARG00000005414,0
ENSDARG00000005416,57
ENSDARG00000005423,25
ENSDARG00000005425,13
ENSDARG00000005448,0
ENSDARG00000005451,127
ENSDARG00000005453,17
ENSDARG00000005454,22
ENSDARG00000005456,40
ENSDARG00000005458,27
ENSDARG00000005462,25
ENSDARG00000005463,36
ENSDARG00000005464,1
ENSDARG00000005468,39
ENSDARG00000005476,57
ENSDARG00000005479,110
ENSDARG00000005481,30
ENSDARG00000005482,88
ENSDARG00000005485,17
ENSDARG00000005500,6
ENSDARG00000005510,0
ENSDARG00000005513,550
ENSDARG00000005518,5
ENSDARG00000005522,0
ENSDARG00000005525,19
ENSDARG00000005526,29
ENSDARG00000005536,52
ENSDARG00000005540,49
ENSDARG00000005541,8
ENSDARG00000005544,2
ENSDARG00000005547,14
ENSDARG00000005549,15
ENSDARG00000005551,11
ENSDARG00000005559,0
ENSDARG00000005560,33
ENSDARG00000005561,5
ENSDARG00000005565,40
ENSDARG00000005574,23
ENSDARG00000005576,6
ENSDARG00000005578,85
ENSDARG00000005586,4
ENSDARG00000005590,9
ENSDARG00000005595,1
ENSDARG00000005606,28
ENSDARG00000005612,6
ENSDARG00000005616,2
ENSDARG00000005619,0
ENSDARG00000005625,34
ENSDARG00000005626,1
ENSDARG00000005627,0
ENSDARG00000005629,9
ENSDARG00000005640,1
ENSDARG00000005643,2
ENSDARG00000005645,42
ENSDARG00000005648,23
ENSDARG00000005651,12
ENSDARG00000005652,106
ENSDARG00000005670,20
ENSDARG00000005673,11
ENSDARG00000005675,20
ENSDARG00000005679,34
ENSDARG00000005690,17
ENSDARG00000005699,67
ENSDARG00000005704,27
ENSDARG00000005713,6
ENSDARG00000005716,9
ENSDARG00000005738,0
ENSDARG00000005739,1
ENSDARG00000005749,15
ENSDARG00000005754,178
ENSDARG00000005762,21
ENSDARG00000005772,17
ENSDARG00000005774,133
ENSDARG00000005775,69
ENSDARG00000005776,15
ENSDARG00000005780,0
ENSDARG00000005783,10
ENSDARG00000005786,2
ENSDARG00000005789,69
ENSDARG00000005791,404
ENSDARG00000005799,11
ENSDARG00000005800,22
ENSDARG00000005814,0
ENSDARG00000005821,0
ENSDARG00000005823,44
ENSDARG00000005827,30
ENSDARG00000005828,0
ENSDARG00000005834,17
ENSDARG00000005840,27
ENSDARG00000005841,20
ENSDARG00000005842,11
ENSDARG00000005853,0
ENSDARG00000005861,123
ENSDARG00000005865,0
ENSDARG00000005867,15
ENSDARG00000005870,9
ENSDARG00000005883,6
ENSDARG00000005891,60
ENSDARG00000005894,2
ENSDARG00000005897,5
ENSDARG00000005908,28
ENSDARG00000005913,0
ENSDARG00000005915,22
ENSDARG00000005916,10
ENSDARG00000005924,77
ENSDARG00000005926,18
ENSDARG00000005927,20
ENSDARG00000005941,77
ENSDARG00000005942,22
ENSDARG00000005943,10
ENSDARG00000005945,40
ENSDARG00000005948,13
ENSDARG00000005972,10
ENSDARG00000005980,36
ENSDARG00000005989,5
ENSDARG00000005993,1
ENSDARG00000006003,25
ENSDARG00000006008,33
ENSDARG00000006010,13
ENSDARG00000006011,11
ENSDARG00000006019,96
ENSDARG00000006025,10
ENSDARG00000006029,34
ENSDARG00000006031,275
ENSDARG00000006038,4
ENSDARG00000006040,15
ENSDARG00000006044,15
ENSDARG00000006052,0
ENSDARG00000006060,71
ENSDARG00000006062,80
ENSDARG00000006065,5
ENSDARG00000006074,4
ENSDARG00000006079,0
ENSDARG00000006092,199
ENSDARG00000006093,6
ENSDARG00000006094,114
ENSDARG00000006109,7
ENSDARG00000006110,0
ENSDARG00000006112,37
ENSDARG00000006120,25
ENSDARG00000006124,114
ENSDARG00000006125,42
ENSDARG00000006128,10
ENSDARG00000006137,0
ENSDARG00000006151,0
ENSDARG00000006169,39
ENSDARG00000006174,6
ENSDARG00000006181,5
ENSDARG00000006192,27
ENSDARG00000006196,19
ENSDARG00000006200,382
ENSDARG00000006202,53
ENSDARG00000006206,4
ENSDARG00000006207,0
ENSDARG00000006215,74
ENSDARG00000006219,76
ENSDARG00000006220,125
ENSDARG00000006225,70
ENSDARG00000006235,22
ENSDARG00000006240,20
ENSDARG00000006242,142
ENSDARG00000006251,31
ENSDARG00000006253,4
ENSDARG00000006257,76
ENSDARG00000006260,474
ENSDARG00000006266,76
ENSDARG00000006272,19
ENSDARG00000006279,11
ENSDARG00000006283,100
ENSDARG00000006288,7
ENSDARG00000006290,16
ENSDARG00000006292,1
ENSDARG00000006299,81
ENSDARG00000006300,16
ENSDARG00000006301,37
ENSDARG00000006307,0
ENSDARG00000006308,0
ENSDARG00000006314,188
ENSDARG00000006316,301
ENSDARG00000006332,43
ENSDARG00000006341,2
ENSDARG00000006345,18
ENSDARG00000006350,0
ENSDARG00000006353,25
ENSDARG00000006356,7
ENSDARG00000006368,12
ENSDARG00000006370,13
ENSDARG00000006372,0
ENSDARG00000006383,4
ENSDARG00000006385,3
ENSDARG00000006389,46
ENSDARG00000006392,3
ENSDARG00000006395,59
ENSDARG00000006396,52
ENSDARG00000006397,43
ENSDARG00000006399,49
ENSDARG00000006408,44
ENSDARG00000006409,0
ENSDARG00000006413,56
ENSDARG00000006420,36
ENSDARG00000006422,18
ENSDARG00000006427,159
ENSDARG00000006434,0
ENSDARG00000006447,0
ENSDARG00000006456,2
ENSDARG00000006467,10
ENSDARG00000006468,0
ENSDARG00000006474,3
ENSDARG00000006477,40
ENSDARG00000006487,74
ENSDARG00000006491,0
ENSDARG00000006494,12
ENSDARG00000006497,116
ENSDARG00000006501,0
ENSDARG00000006508,25
ENSDARG00000006514,19
ENSDARG00000006522,1
ENSDARG00000006524,130
ENSDARG00000006526,727
ENSDARG00000006527,33
ENSDARG00000006544,1
ENSDARG00000006545,25
ENSDARG00000006546,23
ENSDARG00000006553,15
ENSDARG00000006560,0
ENSDARG00000006566,16
ENSDARG00000006567,2
ENSDARG00000006568,1
ENSDARG00000006577,5
ENSDARG00000006580,0
ENSDARG00000006584,35
ENSDARG00000006585,22
ENSDARG00000006588,11
ENSDARG00000006598,0
ENSDARG00000006600,3
ENSDARG00000006601,11
ENSDARG00000006602,9
ENSDARG00000006603,26
ENSDARG00000006604,10
ENSDARG00000006607,0
ENSDARG00000006609,3
ENSDARG00000006615,16
ENSDARG00000006617,40
ENSDARG00000006621,29
ENSDARG00000006624,11
ENSDARG00000006636,13
ENSDARG00000006639,3
ENSDARG00000006640,5
ENSDARG00000006642,6
ENSDARG00000006666,0
ENSDARG00000006672,19
ENSDARG00000006677,25
ENSDARG00000006678,0
ENSDARG00000006683,19
ENSDARG00000006691,313
ENSDARG00000006712,0
ENSDARG00000006719,8
ENSDARG00000006747,62
