Chemical,Dose,Dose(mg/L),Animal,Group,control_mean,control_sd,Norm_Fluorescence,z_score,Outlier
1-Octanol,Dose_2,1,15,B,2.118875,2.79154388607042,4.922,1.004148641182884,FALSE
1-Octanol,Dose_3,0.1,22,B,2.118875,2.79154388607042,NA,NA,TRUE
1-Octanol,Dose_3,0.1,23,B,2.118875,2.79154388607042,5.646,1.2635033314719035,FALSE
1-Octanol,Dose_3,0.1,24,B,2.118875,2.79154388607042,3.508,0.49761890075653914,FALSE
1-Octanol,Dose_4,0.01,31,B,2.118875,2.79154388607042,0.655,-0.5243961978547494,FALSE
1-Octanol,Dose_4,0.01,32,B,2.118875,2.79154388607042,2.375,0.0917503039368441,FALSE
1-Octanol,Dose_4,0.01,33,B,2.118875,2.79154388607042,0.713,-0.5036191646548003,FALSE
1-Octanol,Dose_5,0.001,40,B,2.118875,2.79154388607042,NA,NA,TRUE
1-Octanol,Dose_5,0.001,41,B,2.118875,2.79154388607042,1.238,-0.31555119172422674,FALSE
1-Octanol,Dose_5,0.001,42,B,2.118875,2.79154388607042,2.152,0.01186619353014336,FALSE
1-Octanol,Dose_6,0,49,B,2.118875,2.79154388607042,7.897,2.0698671544561345,FALSE
1-Octanol,Dose_6,0,50,B,2.118875,2.79154388607042,3.067,0.33964180349485734,FALSE
1-Octanol,Dose_6,0,51,B,2.118875,2.79154388607042,3.857,0.6226393246665777,FALSE
1-Octanol,Dose_1,10,7,C,2.118875,2.79154388607042,-0.954,-1.1007797567981645,FALSE
1-Octanol,Dose_1,10,8,C,2.118875,2.79154388607042,4.296,0.7798999725075716,FALSE
1-Octanol,Dose_1,10,9,C,2.118875,2.79154388607042,6.278,1.4899013484092798,FALSE
1-Octanol,Dose_2,1,16,C,2.118875,2.79154388607042,6.715,1.6464455468295858,FALSE
1-Octanol,Dose_2,1,17,C,2.118875,2.79154388607042,3.393,0.4564230590669848,FALSE
1-Octanol,Dose_2,1,18,C,2.118875,2.79154388607042,3.413,0.46358755327386386,FALSE
1-Octanol,Dose_3,0.1,25,C,2.118875,2.79154388607042,3.16,0.3729567015568447,FALSE
1-Octanol,Dose_3,0.1,26,C,2.118875,2.79154388607042,2.145,0.00935862055773567,FALSE
1-Octanol,Dose_3,0.1,27,C,2.118875,2.79154388607042,0.264,-0.6644620595992338,FALSE
1-Octanol,Dose_4,0.01,34,C,2.118875,2.79154388607042,2.964,0.3027446583294305,FALSE
1-Octanol,Dose_4,0.01,35,C,2.118875,2.79154388607042,8.586,2.316683979883116,FALSE
1-Octanol,Dose_4,0.01,36,C,2.118875,2.79154388607042,1.014,-0.39579352684127145,FALSE
1-Octanol,Dose_5,0.001,43,C,2.118875,2.79154388607042,9.108,2.503677278682658,FALSE
1-Octanol,Dose_5,0.001,44,C,2.118875,2.79154388607042,5.129,1.0783011562240814,FALSE
1-Octanol,Dose_5,0.001,45,C,2.118875,2.79154388607042,0.564,-0.5569946464960488,FALSE
1-Octanol,Dose_6,0,52,C,2.118875,2.79154388607042,-0.29,-0.8629185491297819,FALSE
1-Octanol,Dose_6,0,53,C,2.118875,2.79154388607042,0.03,-0.748286641819718,FALSE
1-Octanol,Dose_6,0,54,C,2.118875,2.79154388607042,1.372,-0.2675490805381374,FALSE
17betaestradiol,Dose_1,0.1,1,A,26.785555555555554,7.66843493013912,5.928,-2.7199233931788944,FALSE
17betaestradiol,Dose_1,0.1,2,A,26.785555555555554,7.66843493013912,21.333,-0.71103890236135,FALSE
17betaestradiol,Dose_1,0.1,3,A,26.785555555555554,7.66843493013912,-6.637,-4.358458519898949,FALSE
17betaestradiol,Dose_2,0.01,10,A,26.785555555555554,7.66843493013912,6.991,-2.581303191053672,FALSE
17betaestradiol,Dose_2,0.01,11,A,26.785555555555554,7.66843493013912,9.523,-2.2511184763019667,FALSE
17betaestradiol,Dose_2,0.01,12,A,26.785555555555554,7.66843493013912,12.919,-1.8082640958529967,FALSE
17betaestradiol,Dose_3,0.001,19,A,26.785555555555554,7.66843493013912,8.225,-2.4203837842591995,FALSE
17betaestradiol,Dose_3,0.001,20,A,26.785555555555554,7.66843493013912,14.482,-1.6044415408937094,FALSE
17betaestradiol,Dose_3,0.001,21,A,26.785555555555554,7.66843493013912,17.888,-1.160283113388058,FALSE
17betaestradiol,Dose_4,1e-4,28,A,26.785555555555554,7.66843493013912,23.314,-0.452707180432784,FALSE
17betaestradiol,Dose_4,1e-4,29,A,26.785555555555554,7.66843493013912,32.727,0.7747923140213245,FALSE
17betaestradiol,Dose_4,1e-4,30,A,26.785555555555554,7.66843493013912,28.22,0.18705830557506228,FALSE
17betaestradiol,Dose_5,1e-5,37,A,26.785555555555554,7.66843493013912,21.288,-0.7169071141164156,FALSE
17betaestradiol,Dose_5,1e-5,38,A,26.785555555555554,7.66843493013912,39.668,1.6799313760638162,FALSE
17betaestradiol,Dose_5,1e-5,39,A,26.785555555555554,7.66843493013912,24.744,-0.26622845132735795,FALSE
17betaestradiol,Dose_6,0,46,A,26.785555555555554,7.66843493013912,13.243,-1.7660129712165225,FALSE
17betaestradiol,Dose_6,0,47,A,26.785555555555554,7.66843493013912,33.172,0.8328224080436425,FALSE
17betaestradiol,Dose_6,0,48,A,26.785555555555554,7.66843493013912,35.951,1.1952170850953765,FALSE
17betaestradiol,Dose_1,0.1,4,B,26.785555555555554,7.66843493013912,8.114,-2.434858706588362,FALSE
17betaestradiol,Dose_1,0.1,5,B,26.785555555555554,7.66843493013912,6.482,-2.6476791862387503,FALSE
17betaestradiol,Dose_1,0.1,6,B,26.785555555555554,7.66843493013912,3.448,-3.043327063235857,FALSE
17betaestradiol,Dose_2,0.01,13,B,26.785555555555554,7.66843493013912,8.732,-2.354268598485458,FALSE
17betaestradiol,Dose_2,0.01,14,B,26.785555555555554,7.66843493013912,8.982,-2.3216674220684252,FALSE
17betaestradiol,Dose_2,0.01,15,B,26.785555555555554,7.66843493013912,16.103,-1.39305551300567,FALSE
17betaestradiol,Dose_3,0.001,22,B,26.785555555555554,7.66843493013912,13.358,-1.7510164300646875,FALSE
17betaestradiol,Dose_3,0.001,23,B,26.785555555555554,7.66843493013912,25.119,-0.21732668670180916,FALSE
17betaestradiol,Dose_3,0.001,24,B,26.785555555555554,7.66843493013912,24.142,-0.34473208413957235,FALSE
17betaestradiol,Dose_4,1e-4,31,B,26.785555555555554,7.66843493013912,16.534,-1.3368510848627064,FALSE
17betaestradiol,Dose_4,1e-4,32,B,26.785555555555554,7.66843493013912,29.55,0.3604965641136756,FALSE
17betaestradiol,Dose_4,1e-4,33,B,26.785555555555554,7.66843493013912,20.448,-0.8264470668776449,FALSE
17betaestradiol,Dose_5,1e-5,40,B,26.785555555555554,7.66843493013912,21.218,-0.7260354435131847,FALSE
17betaestradiol,Dose_5,1e-5,41,B,26.785555555555554,7.66843493013912,9.822,-2.212127469307196,FALSE
17betaestradiol,Dose_5,1e-5,42,B,26.785555555555554,7.66843493013912,20.44,-0.8274903045229899,FALSE
17betaestradiol,Dose_6,0,49,B,26.785555555555554,7.66843493013912,25.923,-0.11248130334463272,FALSE
17betaestradiol,Dose_6,0,50,B,26.785555555555554,7.66843493013912,32.245,0.7119372458892859,FALSE
17betaestradiol,Dose_6,0,51,B,26.785555555555554,7.66843493013912,29.185,0.3128988465448078,FALSE
17betaestradiol,Dose_1,0.1,7,C,26.785555555555554,7.66843493013912,1.636,-3.2796203899065093,FALSE
17betaestradiol,Dose_1,0.1,8,C,26.785555555555554,7.66843493013912,5.475,-2.7789967248465572,FALSE
17betaestradiol,Dose_1,0.1,9,C,26.785555555555554,7.66843493013912,-7.401,-4.458087715029402,FALSE
17betaestradiol,Dose_2,0.01,16,C,26.785555555555554,7.66843493013912,12.746,-1.8308241099335831,FALSE
17betaestradiol,Dose_2,0.01,17,C,26.785555555555554,7.66843493013912,8.065,-2.441248537166101,FALSE
17betaestradiol,Dose_2,0.01,18,C,26.785555555555554,7.66843493013912,3.924,-2.9812544233378273,FALSE
17betaestradiol,Dose_3,0.001,25,C,26.785555555555554,7.66843493013912,28.564,0.2319175243248992,FALSE
17betaestradiol,Dose_3,0.001,26,C,26.785555555555554,7.66843493013912,30.638,0.5023768838806013,FALSE
17betaestradiol,Dose_3,0.001,27,C,26.785555555555554,7.66843493013912,7.119,-2.5646113887281516,FALSE
17betaestradiol,Dose_4,1e-4,34,C,26.785555555555554,7.66843493013912,24.667,-0.2762696136638037,FALSE
17betaestradiol,Dose_4,1e-4,35,C,26.785555555555554,7.66843493013912,27.441,0.08547303985958891,FALSE
17betaestradiol,Dose_4,1e-4,36,C,26.785555555555554,7.66843493013912,22.084,-0.6131049684045842,FALSE
17betaestradiol,Dose_5,1e-5,43,C,26.785555555555554,7.66843493013912,32.477,0.742191137604292,FALSE
17betaestradiol,Dose_5,1e-5,44,C,26.785555555555554,7.66843493013912,21.278,-0.7182111611730971,FALSE
17betaestradiol,Dose_5,1e-5,45,C,26.785555555555554,7.66843493013912,17.142,-1.2575650238164833,FALSE
17betaestradiol,Dose_6,0,52,C,26.785555555555554,7.66843493013912,23.501,-0.4283215004728435,FALSE
17betaestradiol,Dose_6,0,53,C,26.785555555555554,7.66843493013912,16.897,-1.2895141767051752,FALSE
17betaestradiol,Dose_6,0,54,C,26.785555555555554,7.66843493013912,30.953,0.543454366166062,FALSE
24-DMP,Dose_1,1,1,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_1,1,2,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_1,1,3,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_2,0.1,10,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_2,0.1,11,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_2,0.1,12,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_3,0.01,19,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_3,0.01,20,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_3,0.01,21,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_4,0.001,28,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_4,0.001,29,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_4,0.001,30,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_5,1e-4,37,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_5,1e-4,38,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_5,1e-4,39,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_6,0,46,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_6,0,47,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_6,0,48,A,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_1,1,4,B,5.704,1.7654848625802486,5.334,-0.20957415599658366,FALSE
24-DMP,Dose_1,1,5,B,5.704,1.7654848625802486,6.564,0.4871183085325999,FALSE
24-DMP,Dose_1,1,6,B,5.704,1.7654848625802486,4.45,-0.7102864638370696,FALSE
24-DMP,Dose_2,0.1,13,B,5.704,1.7654848625802486,3.562,-1.2132644382288704,FALSE
24-DMP,Dose_2,0.1,14,B,5.704,1.7654848625802486,3.071,-1.491375007402715,FALSE
24-DMP,Dose_2,0.1,15,B,5.704,1.7654848625802486,3.219,-1.4075453450040818,FALSE
24-DMP,Dose_3,0.01,22,B,5.704,1.7654848625802486,5.369,-0.18974957367258244,FALSE
24-DMP,Dose_3,0.01,23,B,5.704,1.7654848625802486,3.162,-1.4398310933603122,FALSE
24-DMP,Dose_3,0.01,24,B,5.704,1.7654848625802486,2.843,-1.620518000827637,FALSE
24-DMP,Dose_4,0.001,31,B,5.704,1.7654848625802486,4.652,-0.5958703029956915,FALSE
24-DMP,Dose_4,0.001,32,B,5.704,1.7654848625802486,3.721,-1.1232041928141223,FALSE
24-DMP,Dose_4,0.001,33,B,5.704,1.7654848625802486,5.184,-0.294536651670874,FALSE
24-DMP,Dose_5,1e-4,40,B,5.704,1.7654848625802486,9.247,2.0068141478267454,FALSE
24-DMP,Dose_5,1e-4,41,B,5.704,1.7654848625802486,5.982,0.15746382531635228,FALSE
24-DMP,Dose_5,1e-4,42,B,5.704,1.7654848625802486,5.484,-0.12461166032229282,FALSE
24-DMP,Dose_6,0,49,B,5.704,1.7654848625802486,4.095,-0.9113643702662244,FALSE
24-DMP,Dose_6,0,50,B,5.704,1.7654848625802486,3.661,-1.1571891910838386,FALSE
24-DMP,Dose_6,0,51,B,5.704,1.7654848625802486,6.134,0.2435591542663002,FALSE
24-DMP,Dose_1,1,7,C,5.704,1.7654848625802486,2.936,-1.5678412535095767,FALSE
24-DMP,Dose_1,1,8,C,5.704,1.7654848625802486,5.711,0.0039649164648005485,FALSE
24-DMP,Dose_1,1,9,C,5.704,1.7654848625802486,3.691,-1.1401966919489805,FALSE
24-DMP,Dose_2,0.1,16,C,5.704,1.7654848625802486,4.972,-0.414616978890538,FALSE
24-DMP,Dose_2,0.1,17,C,5.704,1.7654848625802486,2.914,-1.5803024195418058,FALSE
24-DMP,Dose_2,0.1,18,C,5.704,1.7654848625802486,1.562,-2.346097713886079,FALSE
24-DMP,Dose_3,0.01,25,C,5.704,1.7654848625802486,3.314,-1.3537357644103643,FALSE
24-DMP,Dose_3,0.01,26,C,5.704,1.7654848625802486,3.769,-1.0960161941983493,FALSE
24-DMP,Dose_3,0.01,27,C,5.704,1.7654848625802486,3.221,-1.4064125117284243,FALSE
24-DMP,Dose_4,0.001,34,C,5.704,1.7654848625802486,10.745,2.855306271293994,FALSE
24-DMP,Dose_4,0.001,35,C,5.704,1.7654848625802486,NA,NA,TRUE
24-DMP,Dose_4,0.001,36,C,5.704,1.7654848625802486,4.648,-0.5981359695470062,FALSE
24-DMP,Dose_5,1e-4,43,C,5.704,1.7654848625802486,3.572,-1.2076002718505843,FALSE
24-DMP,Dose_5,1e-4,44,C,5.704,1.7654848625802486,7.213,0.8547227064833641,FALSE
24-DMP,Dose_5,1e-4,45,C,5.704,1.7654848625802486,3.621,-1.1798458565969827,FALSE
24-DMP,Dose_6,0,52,C,5.704,1.7654848625802486,8.447,1.5536808375638613,FALSE
24-DMP,Dose_6,0,53,C,5.704,1.7654848625802486,6.65,0.5358301393858601,FALSE
24-DMP,Dose_6,0,54,C,5.704,1.7654848625802486,5.237,-0.264516569865958,FALSE
