Chemical,Dose(mg/L),Animal,Group,Replicate,Delta_Fluorescence
Prochloraz,0.1,14,A,3,9.422124999999996
Prochloraz,0.01,15,A,3,4.808124999999999
Prochloraz,0.001,16,A,3,8.980624999999998
Prochloraz,1e-4,17,A,3,8.466124999999996
Prochloraz,0,18,A,3,7.324624999999999
Prochloraz,1,19,B,1,4.961624999999996
Prochloraz,0.1,20,B,1,7.9251249999999995
Prochloraz,0.01,21,B,1,11.989125
Prochloraz,0.001,22,B,1,9.056124999999996
Prochloraz,1e-4,23,B,1,7.423125000000001
Prochloraz,0,24,B,1,11.443124999999997
Prochloraz,1,25,B,2,14.006124999999999
Prochloraz,0.1,26,B,2,41.858124999999994
Prochloraz,0.01,27,B,2,12.674124999999991
Prochloraz,0.001,28,B,2,14.350124999999993
Prochloraz,1e-4,29,B,2,8.451125
Prochloraz,0,30,B,2,9.943124999999997
Prochloraz,1,31,B,3,8.943125
Prochloraz,0.1,32,B,3,8.657625000000001
Prochloraz,0.01,33,B,3,44.35012499999999
Prochloraz,0.001,34,B,3,7.4911249999999985
Prochloraz,1e-4,35,B,3,8.173625000000003
Prochloraz,0,36,B,3,10.174625
Prochloraz,1,37,C,1,7.232125000000002
Prochloraz,0.1,38,C,1,7.8291249999999994
Prochloraz,0.01,39,C,1,8.386124999999998
Prochloraz,0.001,40,C,1,11.860124999999998
Prochloraz,1e-4,41,C,1,8.423125
Prochloraz,0,42,C,1,6.761124999999998
Prochloraz,1,43,C,2,8.767125000000002
Prochloraz,0.1,44,C,2,4.122124999999999
Prochloraz,0.01,45,C,2,11.006124999999999
Prochloraz,0.001,46,C,2,3.865125000000001
Prochloraz,1e-4,47,C,2,8.071625
Prochloraz,0,48,C,2,7.880625
Prochloraz,1,49,C,3,12.026624999999994
Prochloraz,0.1,50,C,3,5.347624999999999
Prochloraz,0.01,51,C,3,9.429125
Prochloraz,0.001,52,C,3,16.032125
Prochloraz,1e-4,53,C,3,10.154625000000001
Prochloraz,0,54,C,3,5.715625000000001
SDS,0.1,1,A,1,1.1820000000000008
SDS,0.01,2,A,1,1.1299999999999977
SDS,0.001,3,A,1,11.014999999999992
SDS,1e-4,4,A,1,0.7124999999999972
SDS,1e-5,5,A,1,2.4460000000000037
SDS,0,6,A,1,1.1015000000000001
SDS,0.1,7,A,2,-0.1795000000000022
SDS,0.01,8,A,2,1.4034999999999997
SDS,0.001,9,A,2,1.492500000000002
SDS,1e-4,10,A,2,1.0140000000000016
SDS,1e-5,11,A,2,2.4625000000000044
SDS,0,12,A,2,1.1135000000000006
SDS,0.1,13,A,3,3.511500000000004
SDS,0.01,14,A,3,1.7884999999999978
SDS,0.001,15,A,3,1.2485000000000022
SDS,1e-4,16,A,3,6.765500000000001
SDS,1e-5,17,A,3,2.702000000000004
SDS,0,18,A,3,4.503999999999996
SDS,0.1,19,B,1,0.3315000000000041
SDS,0.01,20,B,1,6.1899999999999995
SDS,0.001,21,B,1,3.6570000000000022
SDS,1e-4,22,B,1,1.1990000000000038
SDS,1e-5,23,B,1,-0.24349999999999872
SDS,0,24,B,1,4.097499999999998
SDS,0.1,25,B,2,-0.3115000000000001
SDS,0.01,26,B,2,5.1579999999999995
SDS,0.001,27,B,2,1.2114999999999996
SDS,1e-4,28,B,2,3.071499999999999
SDS,1e-5,29,B,2,2.813000000000001
SDS,0,30,B,2,4.4735
SDS,0.1,31,B,3,3.5540000000000007
SDS,0.01,32,B,3,4.819500000000003
SDS,0.001,33,B,3,7.5435
SDS,1e-4,34,B,3,6.6015
SDS,1e-5,35,B,3,4.048999999999998
SDS,0,36,B,3,6.487999999999998
SDS,0.1,37,C,1,5.221000000000002
SDS,0.01,38,C,1,-0.06250000000000133
SDS,0.001,39,C,1,11.070500000000004
SDS,1e-4,40,C,1,4.840999999999999
SDS,1e-5,41,C,1,1.4924999999999984
SDS,0,42,C,1,1.5299999999999998
SDS,0.1,43,C,2,1.3220000000000014
SDS,0.01,44,C,2,6.676
SDS,0.001,45,C,2,4.633499999999996
SDS,1e-4,46,C,2,4.084000000000001
SDS,1e-5,47,C,2,3.3920000000000017
SDS,0,48,C,2,0.6365000000000038
SDS,0.1,49,C,3,3.4604999999999984
SDS,0.01,50,C,3,1.2144999999999997
SDS,0.001,51,C,3,3.0624999999999987
SDS,1e-4,52,C,3,2.3469999999999964
SDS,1e-5,53,C,3,1.277500000000002
SDS,0,54,C,3,0.19300000000000006
TEG,1000,1,A,1,4.831375000000001
TEG,100,2,A,1,6.079874999999998
TEG,10,3,A,1,2.564375000000002
TEG,1,4,A,1,-0.35262499999999974
TEG,0.1,5,A,1,32.017375
TEG,0,6,A,1,3.0558750000000003
TEG,1000,7,A,2,16.132875000000002
TEG,100,8,A,2,6.015875000000001
TEG,10,9,A,2,5.120375000000003
TEG,1,10,A,2,11.645375000000001
TEG,0.1,11,A,2,14.259875000000001
TEG,0,12,A,2,6.635374999999996
TEG,1000,13,A,3,3.382875000000002
TEG,100,14,A,3,24.648875000000007
TEG,10,15,A,3,1.8638749999999966
TEG,1,16,A,3,18.143375
TEG,0.1,17,A,3,9.099875
TEG,0,18,A,3,4.729875
TEG,1000,19,B,1,4.807375
TEG,100,20,B,1,9.279875000000004
TEG,10,21,B,1,4.885875000000006
TEG,1,22,B,1,13.577874999999999
TEG,0.1,23,B,1,8.507875000000006
TEG,0,24,B,1,4.0688749999999985
TEG,1000,25,B,2,5.942875000000001
TEG,100,26,B,2,NA
TEG,10,27,B,2,4.1838750000000005
TEG,1,28,B,2,11.025374999999997
TEG,0.1,29,B,2,10.077874999999999
TEG,0,30,B,2,7.396875000000001
TEG,1000,31,B,3,3.903374999999997
TEG,100,32,B,3,10.805375000000005
TEG,10,33,B,3,1.4383750000000006
TEG,1,34,B,3,3.1163750000000014
TEG,0.1,35,B,3,8.648374999999998
TEG,0,36,B,3,8.532375000000002
TEG,1000,37,C,1,5.308875000000004
TEG,100,38,C,1,6.2753750000000075
TEG,10,39,C,1,57.75437500000002
TEG,1,40,C,1,16.157875000000004
TEG,0.1,41,C,1,7.2748750000000015
TEG,0,42,C,1,10.810375000000004
TEG,1000,43,C,2,3.0668749999999996
TEG,100,44,C,2,5.685375000000008
TEG,10,45,C,2,2.0303749999999994
TEG,1,46,C,2,10.396375000000003
TEG,0.1,47,C,2,8.255375000000008
TEG,0,48,C,2,6.7343749999999964
TEG,1000,49,C,3,1.950875
TEG,100,50,C,3,10.295375
TEG,10,51,C,3,3.0598750000000017
TEG,1,52,C,3,3.560875000000003
TEG,0.1,53,C,3,10.422375000000002
TEG,0,54,C,3,2.5998750000000044
TGSH,1,1,A,1,3.04575
TGSH,0.1,2,A,1,5.056749999999999
TGSH,0.01,3,A,1,0.719750000000003
TGSH,0.001,4,A,1,8.35675
TGSH,1e-4,5,A,1,1.1342499999999998
TGSH,0,6,A,1,-1.2497500000000006
TGSH,1,7,A,2,-0.0027500000000006963
TGSH,0.1,8,A,2,5.039750000000003
TGSH,0.01,9,A,2,2.2882500000000032
TGSH,0.001,10,A,2,1.9532500000000024
TGSH,1e-4,11,A,2,1.6987500000000022
TGSH,0,12,A,2,1.2487499999999994
TGSH,1,13,A,3,12.68275
TGSH,0.1,14,A,3,1.8597500000000018
TGSH,0.01,15,A,3,6.13425
TGSH,0.001,16,A,3,4.540749999999997
TGSH,1e-4,17,A,3,8.600249999999997
TGSH,0,18,A,3,5.28875
TGSH,1,19,B,1,1.04425
TGSH,0.1,20,B,1,2.37275
TGSH,0.01,21,B,1,5.271750000000003
TGSH,0.001,22,B,1,4.611750000000001
TGSH,1e-4,23,B,1,7.221750000000002
TGSH,0,24,B,1,10.20425
TGSH,1,25,B,2,1.5112500000000004
TGSH,0.1,26,B,2,2.7347499999999982
TGSH,0.01,27,B,2,3.49775
TGSH,0.001,28,B,2,4.683750000000002
TGSH,1e-4,29,B,2,2.0797500000000024
TGSH,0,30,B,2,2.072250000000002
TGSH,1,31,B,3,1.008250000000002
TGSH,0.1,32,B,3,1.0927500000000006
TGSH,0.01,33,B,3,2.19825
TGSH,0.001,34,B,3,4.405249999999999
TGSH,1e-4,35,B,3,1.981250000000001
TGSH,0,36,B,3,4.577250000000001
TGSH,1,37,C,1,1.367750000000001
TGSH,0.1,38,C,1,3.090250000000003
TGSH,0.01,39,C,1,3.9942500000000027
TGSH,0.001,40,C,1,2.1167500000000015
TGSH,1e-4,41,C,1,14.105749999999999
TGSH,0,42,C,1,0.40724999999999945
TGSH,1,43,C,2,1.8577499999999993
TGSH,0.1,44,C,2,0.9402499999999989
TGSH,0.01,45,C,2,14.341750000000001
TGSH,0.001,46,C,2,1.1452500000000025
TGSH,1e-4,47,C,2,2.963749999999999
TGSH,0,48,C,2,2.6907499999999995
TGSH,1,49,C,3,-1.293750000000001
TGSH,0.1,50,C,3,-0.00575000000000081
TGSH,0.01,51,C,3,1.8922500000000024
TGSH,0.001,52,C,3,1.0542500000000015
TGSH,1e-4,53,C,3,1.4217499999999994
TGSH,0,54,C,3,0.29024999999999856
Vinclozilin,1,1,A,1,2.708125000000001
Vinclozilin,0.1,2,A,1,3.5061250000000026
Vinclozilin,0.01,3,A,1,1.7416249999999973
Vinclozilin,0.001,4,A,1,8.899124999999996
Vinclozilin,1e-4,5,A,1,1.3801249999999907
Vinclozilin,0,6,A,1,13.527125000000003
Vinclozilin,1,7,A,2,12.157124999999999
Vinclozilin,0.1,8,A,2,7.008624999999993
Vinclozilin,0.01,9,A,2,16.841625000000008
Vinclozilin,0.001,10,A,2,8.196624999999996
Vinclozilin,1e-4,11,A,2,7.244124999999995
Vinclozilin,0,12,A,2,13.467624999999996
Vinclozilin,1,13,A,3,13.276625000000001
Vinclozilin,0.1,14,A,3,25.219624999999994
Vinclozilin,0.01,15,A,3,9.122125000000002
Vinclozilin,0.001,16,A,3,11.049625000000004
Vinclozilin,1e-4,17,A,3,21.627125
Vinclozilin,0,18,A,3,12.414125000000004
Vinclozilin,1,19,B,1,4.107625000000004
Vinclozilin,0.1,20,B,1,11.595624999999997
Vinclozilin,0.01,21,B,1,18.431124999999994
Vinclozilin,0.001,22,B,1,18.787625000000006
Vinclozilin,1e-4,23,B,1,14.951125000000003
Vinclozilin,0,24,B,1,12.438124999999998
Vinclozilin,1,25,B,2,7.30262499999999
Vinclozilin,0.1,26,B,2,18.877625000000002
Vinclozilin,0.01,27,B,2,17.557125000000006
Vinclozilin,0.001,28,B,2,13.277624999999999
Vinclozilin,1e-4,29,B,2,14.879124999999993
Vinclozilin,0,30,B,2,12.239125
Vinclozilin,1,31,B,3,9.454125000000003
Vinclozilin,0.1,32,B,3,12.391125
Vinclozilin,0.01,33,B,3,11.849124999999992
Vinclozilin,0.001,34,B,3,10.125624999999998
Vinclozilin,1e-4,35,B,3,9.013625000000003
Vinclozilin,0,36,B,3,16.887125000000005
Vinclozilin,1,37,C,1,2.266624999999996
Vinclozilin,0.1,38,C,1,11.131624999999998
Vinclozilin,0.01,39,C,1,11.431624999999995
Vinclozilin,0.001,40,C,1,19.566625000000002
Vinclozilin,1e-4,41,C,1,8.466624999999999
Vinclozilin,0,42,C,1,18.960624999999993
Vinclozilin,1,43,C,2,11.427124999999995
Vinclozilin,0.1,44,C,2,10.523624999999994
Vinclozilin,0.01,45,C,2,9.397125
Vinclozilin,0.001,46,C,2,5.099124999999999
Vinclozilin,1e-4,47,C,2,7.690624999999995
Vinclozilin,0,48,C,2,9.966624999999992
Vinclozilin,1,49,C,3,3.7066250000000007
Vinclozilin,0.1,50,C,3,16.106625
Vinclozilin,0.01,51,C,3,20.504625000000004
Vinclozilin,0.001,52,C,3,4.333624999999996
Vinclozilin,1e-4,53,C,3,8.386124999999998
Vinclozilin,0,54,C,3,4.3966249999999985
