Identifier,EE2-CC-A
ENSDARG00000020080,9
ENSDARG00000071501,7
ENSDARG00000094704,14
ENSDARG00000012388,4
ENSDARG00000012625,10
ENSDARG00000116160,0
ENSDARG00000045294,9
ENSDARG00000113577,0
ENSDARG00000071491,1
ENSDARG00000071492,15
ENSDARG00000026329,2
ENSDARG00000097330,0
ENSDARG00000057169,3
ENSDARG00000089485,0
ENSDARG00000097841,0
ENSDARG00000071493,8
ENSDARG00000106972,0
ENSDARG00000026165,486
ENSDARG00000011247,24
ENSDARG00000096900,0
ENSDARG00000097835,0
ENSDARG00000093650,0
ENSDARG00000107445,0
ENSDARG00000083708,0
ENSDARG00000114156,0
ENSDARG00000117680,0
ENSDARG00000069706,5
ENSDARG00000014973,12
ENSDARG00000115418,0
ENSDARG00000086623,6
ENSDARG00000057107,0
ENSDARG00000061481,3
ENSDARG00000100352,27
ENSDARG00000100538,7
ENSDARG00000106630,2
ENSDARG00000077605,0
ENSDARG00000116789,0
ENSDARG00000034321,6
ENSDARG00000113026,0
ENSDARG00000078755,0
ENSDARG00000101348,1
ENSDARG00000101934,0
ENSDARG00000105185,7
ENSDARG00000103734,0
ENSDARG00000100270,18
ENSDARG00000100071,0
ENSDARG00000102671,7
ENSDARG00000086853,0
ENSDARG00000107812,0
ENSDARG00000109869,0
ENSDARG00000101947,0
ENSDARG00000117595,0
ENSDARG00000099358,19
ENSDARG00000098451,14
ENSDARG00000099510,32
ENSDARG00000103093,1
ENSDARG00000099124,4
ENSDARG00000101456,2
ENSDARG00000104085,17
ENSDARG00000101733,29
ENSDARG00000102899,0
ENSDARG00000104177,1
ENSDARG00000101225,5
ENSDARG00000101368,24
ENSDARG00000091489,1
ENSDARG00000107934,0
ENSDARG00000116438,0
ENSDARG00000096998,0
ENSDARG00000112197,0
ENSDARG00000062887,0
ENSDARG00000097235,4
ENSDARG00000117540,3
ENSDARG00000089511,1
ENSDARG00000010350,1
ENSDARG00000102885,1
ENSDARG00000087013,4
ENSDARG00000034518,1
ENSDARG00000010008,72
ENSDARG00000092965,0
ENSDARG00000093677,10
ENSDARG00000040008,16
ENSDARG00000086805,0
ENSDARG00000029445,45
ENSDARG00000075192,6
ENSDARG00000010075,0
ENSDARG00000097298,0
ENSDARG00000045277,2
ENSDARG00000097630,23
ENSDARG00000014488,10
ENSDARG00000089193,0
ENSDARG00000098041,0
ENSDARG00000009626,1
ENSDARG00000077138,11
ENSDARG00000089645,18
ENSDARG00000102297,0
ENSDARG00000052330,0
ENSDARG00000089075,11
ENSDARG00000103971,0
ENSDARG00000029307,1
ENSDARG00000056909,1
ENSDARG00000056888,1
ENSDARG00000093322,0
ENSDARG00000056743,46
ENSDARG00000056740,34
ENSDARG00000056683,8
ENSDARG00000115438,0
ENSDARG00000056672,7
ENSDARG00000055292,42
ENSDARG00000098428,3
ENSDARG00000088276,0
ENSDARG00000099461,2
ENSDARG00000098665,0
ENSDARG00000071418,2
ENSDARG00000087822,5
ENSDARG00000102441,16
ENSDARG00000071374,32
ENSDARG00000036117,0
ENSDARG00000076559,18
ENSDARG00000053152,15
ENSDARG00000061832,0
ENSDARG00000040046,16
ENSDARG00000028198,119
ENSDARG00000040041,40
ENSDARG00000087303,95
ENSDARG00000099943,0
ENSDARG00000031015,0
ENSDARG00000097220,0
ENSDARG00000090429,0
ENSDARG00000093709,0
ENSDARG00000097910,0
ENSDARG00000045275,0
ENSDARG00000061770,2
ENSDARG00000022101,36
ENSDARG00000075850,0
ENSDARG00000102797,3
ENSDARG00000114991,1
ENSDARG00000044488,14
ENSDARG00000077057,8
ENSDARG00000082491,0
ENSDARG00000043480,1
ENSDARG00000090685,2
ENSDARG00000042751,9
ENSDARG00000097264,3
ENSDARG00000097969,0
ENSDARG00000042747,4
ENSDARG00000030156,0
ENSDARG00000028976,3
ENSDARG00000097546,1
ENSDARG00000025081,11
ENSDARG00000056582,64
ENSDARG00000016393,0
ENSDARG00000042726,0
ENSDARG00000101812,1
ENSDARG00000104263,0
ENSDARG00000056502,0
ENSDARG00000040643,0
ENSDARG00000087020,0
ENSDARG00000061672,2
ENSDARG00000061638,1
ENSDARG00000079656,3
ENSDARG00000061660,2
ENSDARG00000036304,0
ENSDARG00000112806,0
ENSDARG00000092662,0
ENSDARG00000117271,0
ENSDARG00000098816,2
ENSDARG00000061372,0
ENSDARG00000007438,63
ENSDARG00000098817,1
ENSDARG00000018285,4
ENSDARG00000038567,10
ENSDARG00000038566,14
ENSDARG00000056294,1
ENSDARG00000095214,0
ENSDARG00000092499,10
ENSDARG00000103146,1
ENSDARG00000079110,16
ENSDARG00000079241,1
ENSDARG00000056328,0
ENSDARG00000085851,0
ENSDARG00000038559,340
ENSDARG00000087040,0
ENSDARG00000004274,4
ENSDARG00000025507,10
ENSDARG00000038557,1
ENSDARG00000038556,4
ENSDARG00000045248,499
ENSDARG00000100025,6
ENSDARG00000045254,3
ENSDARG00000045257,10
ENSDARG00000016490,16
ENSDARG00000084107,0
ENSDARG00000000830,1
ENSDARG00000031886,3
ENSDARG00000045273,0
ENSDARG00000030095,0
ENSDARG00000030367,11
ENSDARG00000087663,3
ENSDARG00000071454,0
ENSDARG00000056462,2
ENSDARG00000097658,0
ENSDARG00000042613,27
ENSDARG00000056498,43
ENSDARG00000095730,0
ENSDARG00000071457,0
ENSDARG00000071456,0
ENSDARG00000071460,13
ENSDARG00000085886,0
ENSDARG00000098887,0
ENSDARG00000093272,0
ENSDARG00000111761,0
ENSDARG00000078763,0
ENSDARG00000093855,0
ENSDARG00000079987,0
ENSDARG00000110046,0
ENSDARG00000113786,0
ENSDARG00000109863,0
ENSDARG00000071461,0
ENSDARG00000117030,0
ENSDARG00000113944,0
ENSDARG00000105001,5
ENSDARG00000021265,18
ENSDARG00000014792,3
ENSDARG00000093244,24
ENSDARG00000095653,0
ENSDARG00000097702,0
ENSDARG00000096890,0
ENSDARG00000071463,0
ENSDARG00000097629,0
ENSDARG00000090106,9
ENSDARG00000102377,0
ENSDARG00000087102,0
ENSDARG00000003313,10
ENSDARG00000097123,3
ENSDARG00000076748,3
ENSDARG00000043066,8
ENSDARG00000060600,1
ENSDARG00000075463,0
ENSDARG00000097268,1
ENSDARG00000015527,0
ENSDARG00000069339,18
ENSDARG00000036577,229
ENSDARG00000055653,3
ENSDARG00000097274,1
ENSDARG00000077487,0
ENSDARG00000070957,0
ENSDARG00000105209,17
ENSDARG00000114766,0
ENSDARG00000104965,0
ENSDARG00000068468,0
ENSDARG00000026281,7
ENSDARG00000011493,3
ENSDARG00000094441,2
ENSDARG00000092347,0
ENSDARG00000092882,0
ENSDARG00000045230,32
ENSDARG00000100427,2
ENSDARG00000071449,1
ENSDARG00000097061,0
ENSDARG00000055903,28
ENSDARG00000045228,2
ENSDARG00000114721,0
ENSDARG00000114984,0
ENSDARG00000113346,0
ENSDARG00000109245,0
ENSDARG00000071446,0
ENSDARG00000027161,0
ENSDARG00000083682,0
ENSDARG00000061363,0
ENSDARG00000062058,27
ENSDARG00000085781,0
ENSDARG00000094630,0
ENSDARG00000030778,1
ENSDARG00000061355,23
ENSDARG00000067859,1
ENSDARG00000106473,0
ENSDARG00000101687,66
ENSDARG00000112529,0
ENSDARG00000099959,324
ENSDARG00000103969,58
ENSDARG00000114031,19
ENSDARG00000114818,8
ENSDARG00000098747,1
ENSDARG00000103837,45
ENSDARG00000101096,0
ENSDARG00000116146,3
ENSDARG00000101928,0
ENSDARG00000102734,4
ENSDARG00000102312,1
ENSDARG00000044422,12
ENSDARG00000043260,0
ENSDARG00000106503,0
ENSDARG00000061417,3
ENSDARG00000030411,1047
ENSDARG00000090213,6
ENSDARG00000114762,0
ENSDARG00000090345,0
ENSDARG00000100053,0
ENSDARG00000098841,0
ENSDARG00000029710,2
ENSDARG00000102277,0
ENSDARG00000102422,0
ENSDARG00000101350,0
ENSDARG00000106393,0
ENSDARG00000101172,2
ENSDARG00000002255,11
ENSDARG00000098273,2
ENSDARG00000104809,2
ENSDARG00000101316,0
ENSDARG00000027824,3
ENSDARG00000101627,3
ENSDARG00000099702,0
ENSDARG00000024277,4
ENSDARG00000046072,0
ENSDARG00000097537,8
ENSDARG00000074507,39
ENSDARG00000014556,48
ENSDARG00000087843,1
ENSDARG00000112307,0
ENSDARG00000103782,0
ENSDARG00000090486,0
ENSDARG00000015502,0
ENSDARG00000116725,8
ENSDARG00000097691,6
ENSDARG00000046157,603
ENSDARG00000080532,0
ENSDARG00000114901,0
ENSDARG00000080855,0
ENSDARG00000114874,0
ENSDARG00000110485,6
ENSDARG00000112489,0
ENSDARG00000110142,8
ENSDARG00000031774,11
ENSDARG00000073905,16
ENSDARG00000100096,6
ENSDARG00000076111,0
ENSDARG00000117753,0
ENSDARG00000040649,7
ENSDARG00000099058,0
ENSDARG00000099637,0
ENSDARG00000103691,23
ENSDARG00000040442,0
ENSDARG00000113543,0
ENSDARG00000040439,205
ENSDARG00000113082,0
ENSDARG00000092584,2
ENSDARG00000073843,8
ENSDARG00000090690,0
ENSDARG00000088356,0
ENSDARG00000115712,1
ENSDARG00000100534,2
ENSDARG00000103388,30
ENSDARG00000101455,2
ENSDARG00000101522,0
ENSDARG00000045968,6
ENSDARG00000104940,6
ENSDARG00000099253,0
ENSDARG00000063604,0
ENSDARG00000059347,1
ENSDARG00000059348,0
ENSDARG00000090002,0
ENSDARG00000062636,1
ENSDARG00000007950,3
ENSDARG00000097252,0
ENSDARG00000077083,0
ENSDARG00000063684,3
ENSDARG00000082738,0
ENSDARG00000099798,15
ENSDARG00000067567,3
ENSDARG00000103311,2
ENSDARG00000097922,0
ENSDARG00000071107,4
ENSDARG00000096868,0
ENSDARG00000097946,0
ENSDARG00000083270,0
ENSDARG00000082399,0
ENSDARG00000054323,1
ENSDARG00000077299,1
ENSDARG00000101563,2
ENSDARG00000054271,76
ENSDARG00000038456,13
ENSDARG00000098076,0
ENSDARG00000096850,0
ENSDARG00000073923,3
ENSDARG00000063522,3
ENSDARG00000097734,0
ENSDARG00000063525,1
ENSDARG00000097128,0
ENSDARG00000075100,6
ENSDARG00000102069,0
ENSDARG00000010279,8
ENSDARG00000030786,7
ENSDARG00000093773,0
ENSDARG00000007975,16
ENSDARG00000078331,0
ENSDARG00000007711,5
ENSDARG00000012535,0
ENSDARG00000102949,0
ENSDARG00000071062,5
ENSDARG00000026701,5
ENSDARG00000107835,0
ENSDARG00000071074,4
ENSDARG00000103118,13
ENSDARG00000102571,105
ENSDARG00000071070,0
ENSDARG00000022978,14
ENSDARG00000025566,292
ENSDARG00000109437,0
ENSDARG00000115852,0
ENSDARG00000071076,16
ENSDARG00000059308,5
ENSDARG00000071087,6
ENSDARG00000034933,4
ENSDARG00000045383,23
ENSDARG00000028517,36
ENSDARG00000036446,10
ENSDARG00000098911,12
ENSDARG00000101150,0
ENSDARG00000105077,0
ENSDARG00000102145,2
ENSDARG00000098561,0
ENSDARG00000099768,5
ENSDARG00000099194,17
ENSDARG00000003705,43
ENSDARG00000097643,0
ENSDARG00000028539,23
ENSDARG00000074226,7
ENSDARG00000038290,9
ENSDARG00000069673,11
ENSDARG00000053609,11
ENSDARG00000038288,11
ENSDARG00000116325,0
ENSDARG00000076727,0
ENSDARG00000053636,2
ENSDARG00000090543,1
ENSDARG00000098047,0
ENSDARG00000078785,61
ENSDARG00000097294,0
ENSDARG00000078676,6
ENSDARG00000058108,5
ENSDARG00000019532,13
ENSDARG00000089183,0
ENSDARG00000063568,1
ENSDARG00000100714,0
ENSDARG00000020718,1
ENSDARG00000074626,1
ENSDARG00000089390,1
ENSDARG00000113454,0
ENSDARG00000014311,3
ENSDARG00000088844,1
ENSDARG00000097570,0
ENSDARG00000097121,0
ENSDARG00000038363,1
ENSDARG00000099233,0
ENSDARG00000098791,0
ENSDARG00000104235,6
ENSDARG00000099685,2
ENSDARG00000103684,1
ENSDARG00000097889,0
ENSDARG00000097639,1
ENSDARG00000010183,0
ENSDARG00000097688,0
ENSDARG00000086458,2
ENSDARG00000019117,24
ENSDARG00000067711,0
ENSDARG00000067710,0
ENSDARG00000089903,0
ENSDARG00000101164,1
ENSDARG00000076361,10
ENSDARG00000083431,0
ENSDARG00000036985,0
ENSDARG00000105296,7
ENSDARG00000100151,8
ENSDARG00000078139,2
ENSDARG00000100152,0
ENSDARG00000117522,0
ENSDARG00000106344,0
ENSDARG00000028676,21
ENSDARG00000053246,0
ENSDARG00000092798,145
ENSDARG00000053204,0
ENSDARG00000071031,9
ENSDARG00000091833,4
ENSDARG00000045932,0
ENSDARG00000085923,0
ENSDARG00000045930,45
ENSDARG00000045929,83
ENSDARG00000045928,85
ENSDARG00000021466,4
ENSDARG00000045927,0
ENSDARG00000090457,0
ENSDARG00000007755,0
ENSDARG00000045926,23
ENSDARG00000079716,31
ENSDARG00000077495,2
ENSDARG00000008395,11
ENSDARG00000014954,1
ENSDARG00000078227,2
ENSDARG00000116376,0
ENSDARG00000117563,0
ENSDARG00000106483,0
ENSDARG00000112708,0
ENSDARG00000034165,3
ENSDARG00000031198,5
ENSDARG00000079756,4
ENSDARG00000089217,1
ENSDARG00000100918,9
ENSDARG00000101776,10
ENSDARG00000104702,81
ENSDARG00000105153,2
ENSDARG00000104903,3
ENSDARG00000101018,18
ENSDARG00000032650,2
ENSDARG00000029232,2
ENSDARG00000025218,1
ENSDARG00000039880,13
ENSDARG00000032037,6
ENSDARG00000031438,6
ENSDARG00000089255,9
ENSDARG00000074468,10
ENSDARG00000021378,11
ENSDARG00000076025,12
ENSDARG00000109981,0
ENSDARG00000020708,168
ENSDARG00000017722,0
ENSDARG00000039878,14
ENSDARG00000005095,7
ENSDARG00000079773,1
ENSDARG00000017444,8
ENSDARG00000005485,67
ENSDARG00000099107,0
ENSDARG00000017446,24
ENSDARG00000016415,20
ENSDARG00000102989,0
ENSDARG00000032959,9
ENSDARG00000070986,1
ENSDARG00000029432,0
ENSDARG00000018681,0
ENSDARG00000100621,0
ENSDARG00000078994,0
ENSDARG00000082665,0
ENSDARG00000070331,45
ENSDARG00000058556,62
ENSDARG00000026224,1
ENSDARG00000060951,7
ENSDARG00000096899,2
ENSDARG00000098395,0
ENSDARG00000080594,0
ENSDARG00000100265,2
ENSDARG00000097155,0
ENSDARG00000103643,0
ENSDARG00000063101,18
ENSDARG00000070971,11
ENSDARG00000052124,2
ENSDARG00000097032,0
ENSDARG00000052122,1
ENSDARG00000052121,0
ENSDARG00000089139,0
ENSDARG00000117301,0
ENSDARG00000117799,1
ENSDARG00000113411,8
ENSDARG00000093575,0
ENSDARG00000117535,1
ENSDARG00000086093,0
ENSDARG00000052115,1
ENSDARG00000007247,11
ENSDARG00000016239,44
ENSDARG00000097209,17
ENSDARG00000097662,0
ENSDARG00000046030,106
ENSDARG00000091377,2
ENSDARG00000097573,2
ENSDARG00000096915,0
ENSDARG00000013379,62
ENSDARG00000006921,28
ENSDARG00000039882,38
ENSDARG00000089303,6
ENSDARG00000103878,97
ENSDARG00000097285,3
ENSDARG00000097275,0
ENSDARG00000051710,0
ENSDARG00000115781,0
ENSDARG00000096830,0
ENSDARG00000097352,0
ENSDARG00000051711,1
ENSDARG00000051712,0
ENSDARG00000023203,0
ENSDARG00000096977,0
ENSDARG00000096940,0
ENSDARG00000051713,0
ENSDARG00000097766,2
ENSDARG00000068761,0
ENSDARG00000097947,0
ENSDARG00000060711,25
ENSDARG00000079994,37
ENSDARG00000099473,0
ENSDARG00000102418,3
ENSDARG00000104384,6
ENSDARG00000085944,0
ENSDARG00000077228,28
ENSDARG00000115155,0
ENSDARG00000098247,1
ENSDARG00000098815,0
ENSDARG00000105133,0
ENSDARG00000101127,51
ENSDARG00000103098,0
ENSDARG00000101242,2
ENSDARG00000102204,5
ENSDARG00000100206,8
ENSDARG00000099265,0
ENSDARG00000101778,3
ENSDARG00000101332,24
ENSDARG00000099401,2
ENSDARG00000102519,0
ENSDARG00000102889,73
ENSDARG00000100484,0
ENSDARG00000099982,3
ENSDARG00000105089,1
ENSDARG00000103814,6
ENSDARG00000101336,1
ENSDARG00000098460,0
ENSDARG00000104002,0
ENSDARG00000100295,3
ENSDARG00000091752,0
ENSDARG00000102945,0
ENSDARG00000101041,0
ENSDARG00000103466,0
ENSDARG00000098226,1
ENSDARG00000097421,0
ENSDARG00000109648,0
ENSDARG00000074322,0
ENSDARG00000105894,0
ENSDARG00000111882,0
ENSDARG00000103769,0
ENSDARG00000099068,0
ENSDARG00000110792,5
ENSDARG00000103355,0
ENSDARG00000104947,0
ENSDARG00000098799,0
ENSDARG00000103937,119
ENSDARG00000038847,1
ENSDARG00000020475,29
ENSDARG00000038845,9
ENSDARG00000017665,0
ENSDARG00000018159,6
ENSDARG00000090063,28
ENSDARG00000101577,2
ENSDARG00000085518,0
ENSDARG00000013582,9
ENSDARG00000006981,0
ENSDARG00000062401,4
ENSDARG00000003841,2
ENSDARG00000103271,30
ENSDARG00000099424,0
ENSDARG00000100231,0
ENSDARG00000102674,21
ENSDARG00000102060,5
ENSDARG00000102229,13
ENSDARG00000102403,18
ENSDARG00000088593,4
ENSDARG00000086342,16
ENSDARG00000079111,62
ENSDARG00000045737,3
ENSDARG00000114275,0
ENSDARG00000062325,3
ENSDARG00000111104,0
ENSDARG00000033596,16
ENSDARG00000023583,24
ENSDARG00000045733,21
ENSDARG00000051902,6
ENSDARG00000051899,3
ENSDARG00000097916,0
ENSDARG00000001859,1
ENSDARG00000001879,24
ENSDARG00000112147,0
ENSDARG00000034443,8
ENSDARG00000023927,1
ENSDARG00000115854,0
ENSDARG00000103379,41
ENSDARG00000084014,0
ENSDARG00000106802,0
ENSDARG00000031420,0
ENSDARG00000101937,0
ENSDARG00000093805,0
ENSDARG00000031890,4
ENSDARG00000062469,26
ENSDARG00000062477,38
ENSDARG00000093084,0
ENSDARG00000094621,0
ENSDARG00000073947,1
ENSDARG00000093001,0
ENSDARG00000113513,0
ENSDARG00000091890,0
ENSDARG00000111173,0
ENSDARG00000093988,0
ENSDARG00000101491,0
ENSDARG00000023694,15
ENSDARG00000029239,6
ENSDARG00000029168,6
ENSDARG00000111983,0
ENSDARG00000051925,6
ENSDARG00000102823,0
ENSDARG00000094793,0
ENSDARG00000006899,1
ENSDARG00000070683,3
ENSDARG00000092501,1
ENSDARG00000093579,0
ENSDARG00000070685,0
ENSDARG00000117451,0
ENSDARG00000095238,0
ENSDARG00000070692,1
ENSDARG00000020395,10
ENSDARG00000043710,13
ENSDARG00000028159,0
ENSDARG00000086840,1
ENSDARG00000097999,0
ENSDARG00000097267,0
ENSDARG00000014402,0
ENSDARG00000043722,23
ENSDARG00000010146,1
ENSDARG00000014085,6
ENSDARG00000070717,26
ENSDARG00000078310,16
ENSDARG00000051746,10
ENSDARG00000011869,0
ENSDARG00000012355,2
ENSDARG00000115503,0
ENSDARG00000075177,0
ENSDARG00000115940,1
ENSDARG00000080309,0
ENSDARG00000070723,67
ENSDARG00000070734,7
ENSDARG00000060987,1
ENSDARG00000013784,2
ENSDARG00000096820,0
ENSDARG00000009351,3
ENSDARG00000051749,3
ENSDARG00000051748,33
ENSDARG00000018559,21
ENSDARG00000004174,44
ENSDARG00000043986,1
ENSDARG00000079653,0
ENSDARG00000044002,3
ENSDARG00000043997,1
ENSDARG00000070775,7
ENSDARG00000101578,8
ENSDARG00000042126,2
ENSDARG00000076425,0
ENSDARG00000042116,5
ENSDARG00000042107,1
ENSDARG00000051962,2
ENSDARG00000051959,0
ENSDARG00000014303,5
ENSDARG00000100889,2
ENSDARG00000045773,13
ENSDARG00000097203,0
ENSDARG00000093738,1
ENSDARG00000062674,36
ENSDARG00000006791,11
ENSDARG00000077830,1
ENSDARG00000045785,4
ENSDARG00000062727,26
ENSDARG00000062846,10
ENSDARG00000115286,0
ENSDARG00000070917,7
ENSDARG00000045792,0
ENSDARG00000070914,23
ENSDARG00000021110,1
ENSDARG00000038500,0
ENSDARG00000030915,30
ENSDARG00000021339,143
ENSDARG00000051857,5
ENSDARG00000052000,11
ENSDARG00000103747,99
ENSDARG00000070903,5
ENSDARG00000019142,2
ENSDARG00000052064,0
ENSDARG00000096975,0
ENSDARG00000076191,0
ENSDARG00000062960,6
ENSDARG00000096914,0
ENSDARG00000015732,0
ENSDARG00000101725,0
ENSDARG00000052056,0
ENSDARG00000096833,0
ENSDARG00000062949,2
ENSDARG00000045797,11
ENSDARG00000086450,10
ENSDARG00000013004,13
ENSDARG00000097051,0
ENSDARG00000045814,23
ENSDARG00000023886,3
ENSDARG00000045811,0
ENSDARG00000079783,21
ENSDARG00000096983,0
ENSDARG00000085353,0
ENSDARG00000045808,181
ENSDARG00000045804,2
ENSDARG00000045803,21
ENSDARG00000112947,1
ENSDARG00000096875,0
ENSDARG00000045802,11
ENSDARG00000045799,3
ENSDARG00000073909,5
ENSDARG00000022045,154
ENSDARG00000045832,0
ENSDARG00000062781,1
ENSDARG00000097310,4
ENSDARG00000007302,18
ENSDARG00000013472,3
ENSDARG00000045827,7
ENSDARG00000089967,4
ENSDARG00000013438,0
ENSDARG00000021370,8
ENSDARG00000013719,9
ENSDARG00000007788,22
ENSDARG00000077248,4
ENSDARG00000051793,1
ENSDARG00000051795,0
ENSDARG00000008019,0
ENSDARG00000023369,0
ENSDARG00000045824,12
ENSDARG00000058259,15
ENSDARG00000108526,0
ENSDARG00000045506,22
ENSDARG00000046014,3
ENSDARG00000062942,10
ENSDARG00000004577,4
ENSDARG00000007045,1
ENSDARG00000070830,4
ENSDARG00000092999,0
ENSDARG00000036671,145
ENSDARG00000097978,0
ENSDARG00000070826,18
ENSDARG00000086391,20
ENSDARG00000002988,161
ENSDARG00000015006,23
ENSDARG00000052072,0
ENSDARG00000075805,0
ENSDARG00000045893,21
ENSDARG00000074560,2
ENSDARG00000103857,0
ENSDARG00000012986,2
ENSDARG00000062508,0
ENSDARG00000116865,0
ENSDARG00000067996,14
ENSDARG00000109196,0
ENSDARG00000051931,15
ENSDARG00000051934,12
ENSDARG00000051936,23
ENSDARG00000103367,3
ENSDARG00000073769,3
ENSDARG00000044760,19
ENSDARG00000116374,1
ENSDARG00000034497,9
ENSDARG00000075977,0
ENSDARG00000005274,1
ENSDARG00000078992,20
ENSDARG00000095836,0
ENSDARG00000009941,8
ENSDARG00000113226,0
ENSDARG00000019686,1
ENSDARG00000021589,5
ENSDARG00000004925,7
ENSDARG00000077569,6
ENSDARG00000097406,1
ENSDARG00000076213,10
ENSDARG00000025346,2
ENSDARG00000062168,0
ENSDARG00000096460,0
ENSDARG00000062181,0
ENSDARG00000088813,8
ENSDARG00000051873,0
ENSDARG00000016598,96
ENSDARG00000062195,12
ENSDARG00000089952,0
ENSDARG00000062199,2
ENSDARG00000062204,2
ENSDARG00000051861,58
ENSDARG00000052113,5
ENSDARG00000106436,0
ENSDARG00000045904,5
ENSDARG00000062142,3
ENSDARG00000092696,0
ENSDARG00000002347,0
ENSDARG00000051858,0
ENSDARG00000085317,0
ENSDARG00000096969,1
ENSDARG00000096943,0
ENSDARG00000051874,60
ENSDARG00000051875,65
ENSDARG00000051876,13
ENSDARG00000051879,1
ENSDARG00000051880,2
ENSDARG00000023214,5
ENSDARG00000009299,8
ENSDARG00000085170,0
ENSDARG00000117325,2
ENSDARG00000108659,0
ENSDARG00000117473,0
ENSDARG00000117597,2
ENSDARG00000117683,0
ENSDARG00000117306,0
ENSDARG00000117435,0
ENSDARG00000117215,0
ENSDARG00000117793,0
ENSDARG00000117686,0
ENSDARG00000117703,0
ENSDARG00000117481,0
ENSDARG00000117406,0
ENSDARG00000117601,0
ENSDARG00000117711,0
ENSDARG00000091539,1
ENSDARG00000086511,0
ENSDARG00000076002,9
ENSDARG00000103841,10
ENSDARG00000116285,0
ENSDARG00000042874,16
ENSDARG00000081839,0
ENSDARG00000070560,25
ENSDARG00000062054,32
ENSDARG00000062059,7
ENSDARG00000095051,0
ENSDARG00000045696,20
ENSDARG00000033307,42
ENSDARG00000092905,0
ENSDARG00000030621,0
ENSDARG00000051836,4
ENSDARG00000009266,2
ENSDARG00000094163,0
ENSDARG00000095586,0
ENSDARG00000033889,25
ENSDARG00000097763,0
ENSDARG00000044034,0
ENSDARG00000046150,16
ENSDARG00000113072,0
ENSDARG00000096817,0
ENSDARG00000062000,2
ENSDARG00000114290,0
ENSDARG00000061421,10
ENSDARG00000102727,0
ENSDARG00000100953,0
ENSDARG00000101251,211
ENSDARG00000040854,8
ENSDARG00000070378,0
ENSDARG00000096060,0
ENSDARG00000084393,0
ENSDARG00000103976,12
ENSDARG00000095995,0
ENSDARG00000112209,0
ENSDARG00000096110,1
ENSDARG00000098497,6
ENSDARG00000096081,1
ENSDARG00000079917,0
ENSDARG00000083336,0
ENSDARG00000075252,57
ENSDARG00000045661,1
ENSDARG00000045660,15
ENSDARG00000061986,0
ENSDARG00000109803,0
ENSDARG00000102820,4
ENSDARG00000077357,0
ENSDARG00000030278,40
ENSDARG00000096193,0
ENSDARG00000096190,0
ENSDARG00000097972,0
ENSDARG00000062077,7
ENSDARG00000096066,0
ENSDARG00000096101,0
ENSDARG00000103666,1
ENSDARG00000088171,1
ENSDARG00000096995,7
ENSDARG00000045641,9
ENSDARG00000090185,42
ENSDARG00000097568,0
ENSDARG00000045644,0
ENSDARG00000079835,2
ENSDARG00000018061,17
ENSDARG00000061946,12
ENSDARG00000078707,6
ENSDARG00000110985,0
ENSDARG00000008785,110
ENSDARG00000092825,1
ENSDARG00000097622,0
ENSDARG00000004594,8
ENSDARG00000076508,5
ENSDARG00000116130,0
ENSDARG00000116601,0
ENSDARG00000079915,2
ENSDARG00000074563,0
ENSDARG00000004199,1
ENSDARG00000051823,6
ENSDARG00000038166,0
ENSDARG00000108309,0
ENSDARG00000089227,6
ENSDARG00000036888,3
ENSDARG00000014113,35
ENSDARG00000045634,0
ENSDARG00000045633,3
ENSDARG00000061899,2
ENSDARG00000045638,6
ENSDARG00000013312,4
ENSDARG00000113638,0
ENSDARG00000010270,2
ENSDARG00000051816,42
ENSDARG00000084414,0
ENSDARG00000051814,6
ENSDARG00000110390,0
ENSDARG00000110930,0
ENSDARG00000089974,2
ENSDARG00000113783,0
ENSDARG00000116334,0
ENSDARG00000079983,0
ENSDARG00000051800,43
ENSDARG00000045612,0
ENSDARG00000061802,15
ENSDARG00000061719,17
ENSDARG00000075803,1
ENSDARG00000097381,0
ENSDARG00000045611,9
ENSDARG00000097414,6
ENSDARG00000108693,0
ENSDARG00000070478,4
ENSDARG00000079080,1
ENSDARG00000117674,0
ENSDARG00000117710,1
ENSDARG00000104034,20
ENSDARG00000103807,0
ENSDARG00000088383,189
ENSDARG00000101536,1
ENSDARG00000070473,8
ENSDARG00000099860,184
ENSDARG00000094093,0
ENSDARG00000074419,2
ENSDARG00000081202,0
ENSDARG00000103002,75
ENSDARG00000097951,0
ENSDARG00000097642,0
ENSDARG00000093640,2
ENSDARG00000016479,1
