Identifier,TGSH-0.1ug/L-C
ENSDARG00000087921,5
ENSDARG00000002487,7
ENSDARG00000073771,6
ENSDARG00000040765,0
ENSDARG00000063283,1
ENSDARG00000079166,5
ENSDARG00000012824,1
ENSDARG00000014626,4
ENSDARG00000071560,0
ENSDARG00000112024,0
ENSDARG00000096779,0
ENSDARG00000096645,2
ENSDARG00000031770,9
ENSDARG00000079462,6
ENSDARG00000031616,2
ENSDARG00000013721,40
ENSDARG00000015747,6
ENSDARG00000029621,4
ENSDARG00000012829,5
ENSDARG00000096533,18
ENSDARG00000002968,2
ENSDARG00000031702,18
ENSDARG00000096552,0
ENSDARG00000096542,0
ENSDARG00000045219,2
ENSDARG00000071772,6
ENSDARG00000008127,1
ENSDARG00000115615,0
ENSDARG00000096624,0
ENSDARG00000029291,31
ENSDARG00000038576,52
ENSDARG00000063145,18
ENSDARG00000042054,9
ENSDARG00000070497,4
ENSDARG00000113689,0
ENSDARG00000070498,10
ENSDARG00000098098,0
ENSDARG00000083918,0
ENSDARG00000104687,3
ENSDARG00000017595,13
ENSDARG00000110151,2
ENSDARG00000111362,0
ENSDARG00000114499,0
ENSDARG00000077582,7
ENSDARG00000103436,30
ENSDARG00000079468,2
ENSDARG00000014682,1
ENSDARG00000086310,0
ENSDARG00000037196,9
ENSDARG00000100928,0
ENSDARG00000042827,8
ENSDARG00000042826,1
ENSDARG00000116094,0
ENSDARG00000023591,3
ENSDARG00000079939,83
ENSDARG00000004160,10
ENSDARG00000109216,0
ENSDARG00000033999,4
ENSDARG00000020521,21
ENSDARG00000057644,1
ENSDARG00000084856,0
ENSDARG00000013079,4
ENSDARG00000071745,0
ENSDARG00000018418,1
ENSDARG00000062943,8
ENSDARG00000010296,0
ENSDARG00000102784,0
ENSDARG00000026294,4
ENSDARG00000057531,0
ENSDARG00000099986,2
ENSDARG00000031293,19
ENSDARG00000071733,4
ENSDARG00000057417,0
ENSDARG00000033537,3
ENSDARG00000057429,0
ENSDARG00000099742,11
ENSDARG00000082100,0
ENSDARG00000104366,0
ENSDARG00000071709,4
ENSDARG00000005382,2
ENSDARG00000002546,11
ENSDARG00000079252,1
ENSDARG00000056108,42
ENSDARG00000089223,1
ENSDARG00000024560,3
ENSDARG00000096679,0
ENSDARG00000079131,2
ENSDARG00000088877,3
ENSDARG00000015315,28
ENSDARG00000096505,0
ENSDARG00000010957,44
ENSDARG00000108057,0
ENSDARG00000035832,3
ENSDARG00000057321,2
ENSDARG00000071694,6
ENSDARG00000091150,57
ENSDARG00000035835,25
ENSDARG00000035837,2
ENSDARG00000071691,50
ENSDARG00000023299,15
ENSDARG00000062817,0
ENSDARG00000074849,25
ENSDARG00000077178,0
ENSDARG00000006112,6
ENSDARG00000079371,1
ENSDARG00000102211,0
ENSDARG00000099431,1
ENSDARG00000101171,0
ENSDARG00000024488,31
ENSDARG00000056783,11
ENSDARG00000020041,9
ENSDARG00000095891,0
ENSDARG00000024398,11
ENSDARG00000057138,0
ENSDARG00000089828,11
ENSDARG00000014907,16
ENSDARG00000094504,0
ENSDARG00000027710,0
ENSDARG00000080203,0
ENSDARG00000029768,19
ENSDARG00000039602,5
ENSDARG00000044161,3
ENSDARG00000106234,0
ENSDARG00000107646,0
ENSDARG00000091535,2
ENSDARG00000089567,0
ENSDARG00000055527,23
ENSDARG00000096664,0
ENSDARG00000074160,3
ENSDARG00000055477,9
ENSDARG00000071566,19
ENSDARG00000035458,513
ENSDARG00000016457,5
ENSDARG00000034633,11
ENSDARG00000033144,3
ENSDARG00000071573,21
ENSDARG00000055563,6
ENSDARG00000061990,2
ENSDARG00000083693,0
ENSDARG00000055569,1
ENSDARG00000101547,0
ENSDARG00000055588,6
ENSDARG00000045123,7
ENSDARG00000081749,0
ENSDARG00000055630,0
ENSDARG00000117305,0
ENSDARG00000076980,2
ENSDARG00000079204,0
ENSDARG00000086550,2
ENSDARG00000045129,3
ENSDARG00000045130,9
ENSDARG00000055652,4
ENSDARG00000055642,4
ENSDARG00000096628,0
ENSDARG00000087226,10
ENSDARG00000055538,9
ENSDARG00000055679,4
ENSDARG00000112601,0
ENSDARG00000079128,9
ENSDARG00000016854,6
ENSDARG00000074730,7
ENSDARG00000002589,814
ENSDARG00000116039,0
ENSDARG00000040712,3
ENSDARG00000006811,9
ENSDARG00000075340,20
ENSDARG00000078417,1
ENSDARG00000085337,0
ENSDARG00000026840,5
ENSDARG00000036482,8
ENSDARG00000027070,1
ENSDARG00000079572,2
ENSDARG00000057206,0
ENSDARG00000102056,27
ENSDARG00000062672,3
ENSDARG00000035910,9
ENSDARG00000079647,8
ENSDARG00000007906,11
ENSDARG00000062667,0
ENSDARG00000014554,15
ENSDARG00000061194,0
ENSDARG00000052388,3
ENSDARG00000076192,31
ENSDARG00000027428,2
ENSDARG00000040110,12
ENSDARG00000109190,0
ENSDARG00000099854,0
ENSDARG00000100833,0
ENSDARG00000112559,0
ENSDARG00000095254,0
ENSDARG00000111594,0
ENSDARG00000039173,0
ENSDARG00000089806,0
ENSDARG00000114320,0
ENSDARG00000074306,0
ENSDARG00000087651,0
ENSDARG00000075527,0
ENSDARG00000095744,0
ENSDARG00000095072,0
ENSDARG00000114491,0
ENSDARG00000089750,0
ENSDARG00000094559,0
ENSDARG00000079376,0
ENSDARG00000010098,20
ENSDARG00000083423,0
ENSDARG00000089885,14
ENSDARG00000090977,0
ENSDARG00000090537,0
ENSDARG00000007467,0
ENSDARG00000008098,0
ENSDARG00000045190,0
ENSDARG00000045180,46
ENSDARG00000003085,1
ENSDARG00000002298,2
ENSDARG00000018529,14
ENSDARG00000012453,0
ENSDARG00000084018,0
ENSDARG00000056623,26
ENSDARG00000056609,1
ENSDARG00000056600,7
ENSDARG00000045172,0
ENSDARG00000007807,3
ENSDARG00000077300,9
ENSDARG00000093182,4
ENSDARG00000075672,4
ENSDARG00000051891,0
ENSDARG00000045167,12
ENSDARG00000056559,15
ENSDARG00000071601,20
ENSDARG00000111911,0
ENSDARG00000022817,14
ENSDARG00000083874,0
ENSDARG00000002768,6574
ENSDARG00000096518,0
ENSDARG00000080195,0
ENSDARG00000045166,0
ENSDARG00000062515,6
ENSDARG00000029305,3
ENSDARG00000103789,4
ENSDARG00000045164,0
ENSDARG00000100623,3
ENSDARG00000108253,0
ENSDARG00000090338,1
ENSDARG00000086055,0
ENSDARG00000009217,2
ENSDARG00000056270,12
ENSDARG00000056374,0
ENSDARG00000075046,0
ENSDARG00000078132,3
ENSDARG00000062446,3
ENSDARG00000062442,12
ENSDARG00000045160,0
ENSDARG00000003167,9
ENSDARG00000056247,1
ENSDARG00000114422,0
ENSDARG00000029695,6
ENSDARG00000045159,3
ENSDARG00000095603,1
ENSDARG00000114916,0
ENSDARG00000045157,0
ENSDARG00000045156,8
ENSDARG00000076229,19
ENSDARG00000108358,0
ENSDARG00000088204,0
ENSDARG00000089529,2
ENSDARG00000071551,11
ENSDARG00000071548,9
ENSDARG00000087181,1
ENSDARG00000100666,26
ENSDARG00000056079,7
ENSDARG00000075903,0
ENSDARG00000056059,7
ENSDARG00000076015,0
ENSDARG00000056050,8
ENSDARG00000056045,0
ENSDARG00000041323,26
ENSDARG00000007294,93
ENSDARG00000045155,10
ENSDARG00000039117,56
ENSDARG00000055930,3
ENSDARG00000077409,5
ENSDARG00000045153,3
ENSDARG00000092546,20
ENSDARG00000078119,0
ENSDARG00000079549,0
ENSDARG00000077900,0
ENSDARG00000074161,40
ENSDARG00000045150,19
ENSDARG00000045147,18
ENSDARG00000028957,11
ENSDARG00000045146,14
ENSDARG00000055883,0
ENSDARG00000031048,11
ENSDARG00000055868,49
ENSDARG00000084034,0
ENSDARG00000084670,0
ENSDARG00000096722,2
ENSDARG00000077317,3
ENSDARG00000045145,7
ENSDARG00000031968,1
ENSDARG00000014161,2
ENSDARG00000088307,5
ENSDARG00000002362,20
ENSDARG00000100072,21
ENSDARG00000088290,1
ENSDARG00000082857,0
ENSDARG00000017367,1
ENSDARG00000045144,0
ENSDARG00000038147,0
ENSDARG00000045142,0
ENSDARG00000045143,58
ENSDARG00000071592,3
ENSDARG00000045141,23
ENSDARG00000045140,10
ENSDARG00000020488,1
ENSDARG00000096700,0
ENSDARG00000106858,0
ENSDARG00000089747,0
ENSDARG00000073765,1
ENSDARG00000089248,0
ENSDARG00000104629,4
ENSDARG00000101715,0
ENSDARG00000052522,10
ENSDARG00000062902,15
ENSDARG00000052518,4
ENSDARG00000052515,1
ENSDARG00000058076,11
ENSDARG00000071306,0
ENSDARG00000095300,6
ENSDARG00000043814,0
ENSDARG00000043816,1
ENSDARG00000043818,3
ENSDARG00000043820,73
ENSDARG00000096799,0
ENSDARG00000052644,19
ENSDARG00000113809,0
ENSDARG00000112562,0
ENSDARG00000076913,7
ENSDARG00000032985,15
ENSDARG00000033029,3
ENSDARG00000109266,0
ENSDARG00000052654,4
ENSDARG00000096693,0
ENSDARG00000025555,0
ENSDARG00000038990,2
ENSDARG00000038991,4
ENSDARG00000061844,5
ENSDARG00000061864,15
ENSDARG00000078127,5
ENSDARG00000019492,8
ENSDARG00000105255,41
ENSDARG00000099966,22
ENSDARG00000099672,7
ENSDARG00000085774,0
ENSDARG00000096739,6
ENSDARG00000103235,8
ENSDARG00000104531,3
ENSDARG00000096804,1
ENSDARG00000088639,0
ENSDARG00000055223,10
ENSDARG00000055284,8
ENSDARG00000055291,17
ENSDARG00000075450,3
ENSDARG00000055128,0
ENSDARG00000114430,0
ENSDARG00000102470,6
ENSDARG00000012577,25
ENSDARG00000055381,8
ENSDARG00000092599,0
ENSDARG00000084166,0
ENSDARG00000061710,0
ENSDARG00000076155,0
ENSDARG00000089871,38
ENSDARG00000055075,27
ENSDARG00000113701,0
ENSDARG00000018742,14
ENSDARG00000055078,0
ENSDARG00000005246,0
ENSDARG00000106195,0
ENSDARG00000061647,136
ENSDARG00000112816,0
ENSDARG00000110097,0
ENSDARG00000071494,0
ENSDARG00000045105,11
ENSDARG00000061631,37
ENSDARG00000018022,7
ENSDARG00000015050,389
ENSDARG00000100717,5
ENSDARG00000117590,2
ENSDARG00000099101,19
ENSDARG00000102511,4
ENSDARG00000032780,2
ENSDARG00000025953,15
ENSDARG00000054907,40
ENSDARG00000096795,0
ENSDARG00000061622,0
ENSDARG00000054903,4
ENSDARG00000087084,0
ENSDARG00000096769,0
ENSDARG00000021806,28
ENSDARG00000011496,17
ENSDARG00000054879,14
ENSDARG00000054878,5
ENSDARG00000003008,28
ENSDARG00000106318,0
ENSDARG00000008697,39
ENSDARG00000101074,119
ENSDARG00000096712,18
ENSDARG00000109715,94
ENSDARG00000073711,2
ENSDARG00000105045,1
ENSDARG00000099974,119
ENSDARG00000053929,0
ENSDARG00000115104,0
ENSDARG00000117278,0
ENSDARG00000077749,3
ENSDARG00000071445,113
ENSDARG00000078696,4
ENSDARG00000045070,0
ENSDARG00000010953,25
ENSDARG00000096808,2
ENSDARG00000061197,1
ENSDARG00000061201,16
ENSDARG00000045071,8
ENSDARG00000079457,0
ENSDARG00000033446,0
ENSDARG00000030472,1
ENSDARG00000025875,15
ENSDARG00000096782,1
ENSDARG00000061216,0
ENSDARG00000026482,9
ENSDARG00000013207,18
ENSDARG00000061311,7
ENSDARG00000096707,1
ENSDARG00000090223,12
ENSDARG00000053979,23
ENSDARG00000074688,12
ENSDARG00000005236,22
ENSDARG00000054023,4
ENSDARG00000054025,0
ENSDARG00000096750,0
ENSDARG00000026513,5
ENSDARG00000054030,8
ENSDARG00000082315,0
ENSDARG00000054033,2
ENSDARG00000096704,0
ENSDARG00000001498,4
ENSDARG00000012234,7
ENSDARG00000077297,20
ENSDARG00000045075,9
ENSDARG00000096637,3
ENSDARG00000045074,13
ENSDARG00000061255,2
ENSDARG00000061259,8
ENSDARG00000007891,12
ENSDARG00000096811,0
ENSDARG00000018303,12
ENSDARG00000054707,8
ENSDARG00000013880,4
ENSDARG00000113734,0
ENSDARG00000089913,5
ENSDARG00000009624,9
ENSDARG00000115189,0
ENSDARG00000078481,2
ENSDARG00000005134,6
ENSDARG00000045087,5
ENSDARG00000036863,10
ENSDARG00000103412,0
ENSDARG00000088794,0
ENSDARG00000020876,58
ENSDARG00000061473,11
ENSDARG00000117237,0
ENSDARG00000004473,1
ENSDARG00000012981,12
ENSDARG00000045091,11
ENSDARG00000017612,12
ENSDARG00000029308,0
ENSDARG00000045092,6
ENSDARG00000096711,14
ENSDARG00000076533,9
ENSDARG00000054442,50
ENSDARG00000054208,3
ENSDARG00000096777,0
ENSDARG00000054201,15
ENSDARG00000096717,0
ENSDARG00000110377,0
ENSDARG00000061424,21
ENSDARG00000025226,2
ENSDARG00000086255,0
ENSDARG00000096721,20
ENSDARG00000075515,0
ENSDARG00000096760,0
ENSDARG00000054181,0
ENSDARG00000085246,0
ENSDARG00000094512,3
ENSDARG00000096686,0
ENSDARG00000054177,6
ENSDARG00000074270,4
ENSDARG00000015906,0
ENSDARG00000054154,26
ENSDARG00000015144,0
ENSDARG00000096697,0
ENSDARG00000089766,15
ENSDARG00000107729,0
ENSDARG00000102564,0
ENSDARG00000115156,0
ENSDARG00000111804,0
ENSDARG00000006420,25
ENSDARG00000114810,0
ENSDARG00000113030,0
ENSDARG00000053805,2
ENSDARG00000045064,36
ENSDARG00000116484,0
ENSDARG00000113686,0
ENSDARG00000074806,10
ENSDARG00000075441,0
ENSDARG00000007465,0
ENSDARG00000020224,2
ENSDARG00000061020,19
ENSDARG00000096780,1
ENSDARG00000096696,0
ENSDARG00000007490,0
ENSDARG00000089581,3
ENSDARG00000112796,0
ENSDARG00000091768,0
ENSDARG00000108447,0
ENSDARG00000079227,0
ENSDARG00000070041,0
ENSDARG00000090526,3
ENSDARG00000096786,0
ENSDARG00000091009,0
ENSDARG00000091836,6
ENSDARG00000009341,25
ENSDARG00000096746,0
ENSDARG00000073810,1
ENSDARG00000045067,0
ENSDARG00000075909,0
ENSDARG00000045066,17
ENSDARG00000099579,18
ENSDARG00000053862,206
ENSDARG00000074001,504
ENSDARG00000096796,0
ENSDARG00000004415,100
ENSDARG00000107642,0
ENSDARG00000045065,3
ENSDARG00000083587,0
ENSDARG00000109073,0
ENSDARG00000075721,9
ENSDARG00000075931,19
ENSDARG00000076776,0
ENSDARG00000045268,1
ENSDARG00000074169,6
ENSDARG00000084720,0
ENSDARG00000096757,0
ENSDARG00000096720,0
ENSDARG00000096728,0
ENSDARG00000005185,41
ENSDARG00000074121,23
ENSDARG00000057498,5
ENSDARG00000057484,46
ENSDARG00000057481,9
ENSDARG00000074824,0
ENSDARG00000071426,14
ENSDARG00000071425,16
ENSDARG00000096674,0
ENSDARG00000077560,2
ENSDARG00000083886,0
ENSDARG00000114509,0
ENSDARG00000042410,9
ENSDARG00000061004,7
ENSDARG00000076997,4
ENSDARG00000111372,0
ENSDARG00000061011,0
ENSDARG00000105527,17
ENSDARG00000105665,0
ENSDARG00000096800,0
ENSDARG00000060941,0
ENSDARG00000053528,11
ENSDARG00000104417,0
ENSDARG00000053526,6
ENSDARG00000053525,0
ENSDARG00000096761,0
ENSDARG00000010083,58
ENSDARG00000110350,0
ENSDARG00000088878,1
ENSDARG00000006125,19
ENSDARG00000107196,0
ENSDARG00000045051,9
ENSDARG00000087657,34
ENSDARG00000071414,2
ENSDARG00000024184,8
ENSDARG00000000068,5
ENSDARG00000060868,10
ENSDARG00000053474,3
ENSDARG00000096740,0
ENSDARG00000074506,33
ENSDARG00000074852,2
ENSDARG00000023920,7
ENSDARG00000028088,3
ENSDARG00000099900,4
ENSDARG00000076334,17
ENSDARG00000088143,0
ENSDARG00000009214,6
ENSDARG00000060729,15
ENSDARG00000109525,0
ENSDARG00000071409,17
ENSDARG00000017960,7
ENSDARG00000061226,37
ENSDARG00000021488,4
ENSDARG00000075857,0
ENSDARG00000026611,13
ENSDARG00000115872,0
ENSDARG00000076225,3
ENSDARG00000089276,0
ENSDARG00000075621,11
ENSDARG00000074396,5
ENSDARG00000096781,0
ENSDARG00000080009,35
ENSDARG00000100121,2
ENSDARG00000077081,12
ENSDARG00000096749,9
ENSDARG00000071406,0
ENSDARG00000096725,8
ENSDARG00000087461,0
ENSDARG00000016089,0
ENSDARG00000085630,0
ENSDARG00000022918,6
ENSDARG00000038018,53
ENSDARG00000010018,24
ENSDARG00000084772,0
ENSDARG00000071396,17
ENSDARG00000053323,5
ENSDARG00000079926,1
ENSDARG00000096701,5
ENSDARG00000096797,5
ENSDARG00000096752,0
ENSDARG00000113824,0
ENSDARG00000060680,1
ENSDARG00000060678,0
ENSDARG00000071395,77
ENSDARG00000096742,0
ENSDARG00000103516,5
ENSDARG00000102024,15
ENSDARG00000111243,0
ENSDARG00000113723,0
ENSDARG00000103333,0
ENSDARG00000104442,16
ENSDARG00000103334,0
ENSDARG00000112644,10
ENSDARG00000088984,19
ENSDARG00000117508,0
ENSDARG00000103551,1
ENSDARG00000100285,0
ENSDARG00000112674,0
ENSDARG00000100487,0
ENSDARG00000098812,0
ENSDARG00000101984,52
ENSDARG00000100862,3
ENSDARG00000102491,1
ENSDARG00000099321,5
ENSDARG00000099184,29
ENSDARG00000098998,0
ENSDARG00000019418,0
ENSDARG00000045039,0
ENSDARG00000020853,0
ENSDARG00000088736,0
ENSDARG00000000935,6
ENSDARG00000078249,0
ENSDARG00000086484,0
ENSDARG00000060253,3
ENSDARG00000096736,2
ENSDARG00000116306,0
ENSDARG00000077706,0
ENSDARG00000034309,6
ENSDARG00000086645,13
ENSDARG00000104543,0
ENSDARG00000060457,63
ENSDARG00000045038,1
ENSDARG00000090910,0
ENSDARG00000045036,9
ENSDARG00000060452,2
ENSDARG00000108319,0
ENSDARG00000108789,0
ENSDARG00000108262,0
ENSDARG00000086420,1
ENSDARG00000117143,0
ENSDARG00000117630,0
ENSDARG00000096681,1
ENSDARG00000096678,3
ENSDARG00000006413,396
ENSDARG00000016934,4
ENSDARG00000074081,0
ENSDARG00000053026,5
ENSDARG00000074041,15
ENSDARG00000097539,3
ENSDARG00000031588,3
ENSDARG00000097080,0
ENSDARG00000097826,7
ENSDARG00000096816,0
ENSDARG00000112848,0
ENSDARG00000097577,0
ENSDARG00000106796,0
ENSDARG00000097158,0
ENSDARG00000115212,0
ENSDARG00000103903,2
ENSDARG00000117357,0
ENSDARG00000106489,0
ENSDARG00000096991,1
ENSDARG00000115034,0
ENSDARG00000117267,0
ENSDARG00000102769,9
ENSDARG00000099898,0
ENSDARG00000101579,0
ENSDARG00000108209,0
ENSDARG00000103394,16
ENSDARG00000103490,11
ENSDARG00000100708,3
ENSDARG00000099961,0
ENSDARG00000102009,25
ENSDARG00000099944,0
ENSDARG00000109963,9
ENSDARG00000117657,1
ENSDARG00000099060,0
ENSDARG00000098785,15
ENSDARG00000103294,4
ENSDARG00000100244,161
ENSDARG00000117499,0
ENSDARG00000117221,0
ENSDARG00000117328,0
ENSDARG00000117476,0
ENSDARG00000117350,0
ENSDARG00000015891,29
ENSDARG00000100465,1
ENSDARG00000104566,0
ENSDARG00000101200,2
ENSDARG00000101930,0
ENSDARG00000103634,6
ENSDARG00000098256,0
ENSDARG00000107265,0
ENSDARG00000113076,1
ENSDARG00000100106,0
ENSDARG00000098736,0
ENSDARG00000102895,0
ENSDARG00000104324,1
ENSDARG00000116430,0
ENSDARG00000103650,3
ENSDARG00000104642,3
ENSDARG00000117310,0
ENSDARG00000099093,13
ENSDARG00000107296,0
ENSDARG00000085985,0
ENSDARG00000116062,1
ENSDARG00000039657,0
ENSDARG00000077461,2
ENSDARG00000004948,54
ENSDARG00000056605,20
ENSDARG00000077098,0
ENSDARG00000039667,13
ENSDARG00000089369,0
ENSDARG00000109276,2
ENSDARG00000117808,0
ENSDARG00000117696,0
ENSDARG00000117763,0
ENSDARG00000106669,7
ENSDARG00000076702,0
ENSDARG00000005284,2
ENSDARG00000003077,11
ENSDARG00000096683,0
ENSDARG00000032578,3
ENSDARG00000117474,51
ENSDARG00000117403,1
ENSDARG00000117266,0
ENSDARG00000113315,0
ENSDARG00000052779,0
ENSDARG00000095409,1
ENSDARG00000076196,0
ENSDARG00000074150,0
ENSDARG00000109626,0
ENSDARG00000114194,0
ENSDARG00000114385,0
ENSDARG00000109271,0
ENSDARG00000111373,0
ENSDARG00000116187,0
ENSDARG00000088643,0
ENSDARG00000100583,0
ENSDARG00000076079,1
ENSDARG00000112866,0
ENSDARG00000091503,0
ENSDARG00000010673,2
ENSDARG00000057060,5
ENSDARG00000087229,8
ENSDARG00000039145,0
ENSDARG00000098695,0
ENSDARG00000105080,0
ENSDARG00000095947,20
ENSDARG00000101010,0
ENSDARG00000016156,7
ENSDARG00000060196,0
ENSDARG00000078425,4
ENSDARG00000060257,2
ENSDARG00000104906,0
ENSDARG00000109259,0
ENSDARG00000098856,4
ENSDARG00000071298,0
ENSDARG00000061778,13
ENSDARG00000103092,0
ENSDARG00000096687,0
ENSDARG00000075132,51
ENSDARG00000098231,0
ENSDARG00000077207,0
ENSDARG00000117723,0
ENSDARG00000114960,0
ENSDARG00000117204,0
ENSDARG00000087059,14
ENSDARG00000101848,0
ENSDARG00000102569,8
ENSDARG00000101969,0
ENSDARG00000067831,2
ENSDARG00000038226,0
ENSDARG00000078494,0
ENSDARG00000098946,1
ENSDARG00000111997,1
ENSDARG00000101279,0
ENSDARG00000105018,23
ENSDARG00000099933,7
ENSDARG00000077760,2
ENSDARG00000013822,16
ENSDARG00000037618,4
ENSDARG00000087473,0
ENSDARG00000033662,0
ENSDARG00000002916,2
ENSDARG00000010113,239
ENSDARG00000104549,1
ENSDARG00000053520,0
ENSDARG00000053530,1
ENSDARG00000077440,1
ENSDARG00000012632,0
ENSDARG00000104713,2
ENSDARG00000027491,5
ENSDARG00000112495,0
ENSDARG00000108372,0
ENSDARG00000102279,0
ENSDARG00000052842,23
ENSDARG00000002632,43
ENSDARG00000090949,2
ENSDARG00000110727,0
ENSDARG00000107527,0
ENSDARG00000098724,102
ENSDARG00000099406,1
ENSDARG00000104756,0
ENSDARG00000098983,0
ENSDARG00000116042,1
ENSDARG00000117719,0
ENSDARG00000102972,1
ENSDARG00000116119,1
ENSDARG00000117193,0
ENSDARG00000096738,0
ENSDARG00000075883,6
ENSDARG00000096716,0
ENSDARG00000076780,23
ENSDARG00000115015,0
ENSDARG00000103415,1
ENSDARG00000063670,0
ENSDARG00000104596,9
ENSDARG00000103144,4
ENSDARG00000100028,5
ENSDARG00000103132,0
ENSDARG00000116982,0
ENSDARG00000117011,1
ENSDARG00000104347,33
ENSDARG00000101636,0
ENSDARG00000037079,2
ENSDARG00000070053,0
ENSDARG00000077368,3
ENSDARG00000093448,96
ENSDARG00000068515,9
ENSDARG00000043492,0
ENSDARG00000063626,129
ENSDARG00000110141,0
ENSDARG00000105265,1
ENSDARG00000074869,20
ENSDARG00000063631,1
ENSDARG00000115718,0
ENSDARG00000109754,0
ENSDARG00000109285,0
ENSDARG00000109278,0
ENSDARG00000020493,13
ENSDARG00000059121,0
ENSDARG00000113220,0
ENSDARG00000059116,0
ENSDARG00000027159,0
ENSDARG00000007347,12
ENSDARG00000025605,6
ENSDARG00000094249,0
ENSDARG00000044954,17
ENSDARG00000009136,7
ENSDARG00000113766,0
ENSDARG00000077306,0
ENSDARG00000014031,24
ENSDARG00000075933,6
ENSDARG00000063635,0
ENSDARG00000070231,5
ENSDARG00000081270,12
ENSDARG00000039832,2
ENSDARG00000113274,1
ENSDARG00000090228,72
ENSDARG00000095157,9
ENSDARG00000117000,0
ENSDARG00000115762,0
ENSDARG00000019451,1
ENSDARG00000074919,0
ENSDARG00000111213,0
ENSDARG00000104325,0
ENSDARG00000037337,0
ENSDARG00000092659,27
ENSDARG00000008502,83
ENSDARG00000037334,4
ENSDARG00000115989,0
ENSDARG00000009640,30
ENSDARG00000063572,44
ENSDARG00000027777,0
ENSDARG00000074253,5
ENSDARG00000095184,0
ENSDARG00000074488,0
ENSDARG00000004151,1
ENSDARG00000035005,4
ENSDARG00000076939,9
ENSDARG00000102406,6
ENSDARG00000098631,7
ENSDARG00000115956,62
ENSDARG00000101858,5
ENSDARG00000074745,33
ENSDARG00000106223,0
ENSDARG00000025320,0
ENSDARG00000101701,5
ENSDARG00000088740,0
ENSDARG00000089709,2
ENSDARG00000099687,0
ENSDARG00000023722,1
ENSDARG00000078309,2
ENSDARG00000089920,15
ENSDARG00000102684,1
ENSDARG00000079957,0
ENSDARG00000039066,41
ENSDARG00000102712,1
ENSDARG00000100443,24
ENSDARG00000013095,9
ENSDARG00000099081,0
ENSDARG00000004979,2
ENSDARG00000011055,23
ENSDARG00000077656,2
ENSDARG00000099997,12
ENSDARG00000099363,0
ENSDARG00000098862,0
ENSDARG00000075245,27
ENSDARG00000074653,0
ENSDARG00000108229,0
ENSDARG00000092640,0
ENSDARG00000092118,0
ENSDARG00000093485,0
ENSDARG00000098868,0
ENSDARG00000112522,0
ENSDARG00000100952,14
ENSDARG00000109443,0
ENSDARG00000116116,0
ENSDARG00000035161,2
ENSDARG00000100218,0
ENSDARG00000014840,89
ENSDARG00000104739,1
ENSDARG00000070164,3
ENSDARG00000031278,0
ENSDARG00000021555,0
ENSDARG00000002026,1
ENSDARG00000104860,0
ENSDARG00000100375,0
ENSDARG00000103960,0
ENSDARG00000021439,19
ENSDARG00000020449,7
ENSDARG00000063411,3
ENSDARG00000010681,6
ENSDARG00000076247,0
ENSDARG00000075730,3
ENSDARG00000039820,11
ENSDARG00000014428,31
ENSDARG00000090054,41
ENSDARG00000099892,0
ENSDARG00000089355,12
ENSDARG00000007362,9
ENSDARG00000093768,8
ENSDARG00000094016,0
ENSDARG00000039806,1
ENSDARG00000092422,0
ENSDARG00000003449,5
ENSDARG00000021112,14
ENSDARG00000015662,13
ENSDARG00000087227,0
ENSDARG00000098941,24
ENSDARG00000101175,1
ENSDARG00000063358,17
ENSDARG00000024561,12
ENSDARG00000039543,15
ENSDARG00000013968,71
ENSDARG00000058574,3
ENSDARG00000077828,6
ENSDARG00000078166,9
ENSDARG00000101399,1
ENSDARG00000012078,65
ENSDARG00000093874,10
ENSDARG00000095303,0
ENSDARG00000008372,17
ENSDARG00000070076,0
ENSDARG00000070084,8
ENSDARG00000101795,1
ENSDARG00000020219,3
ENSDARG00000030804,0
ENSDARG00000103110,0
ENSDARG00000101819,0
ENSDARG00000075559,31
ENSDARG00000101651,1
ENSDARG00000017422,14
ENSDARG00000074289,2
ENSDARG00000063187,1
ENSDARG00000058372,1
ENSDARG00000014946,2
ENSDARG00000044414,0
ENSDARG00000111660,0
ENSDARG00000110698,6
ENSDARG00000036282,20
ENSDARG00000028469,2
ENSDARG00000007624,2
ENSDARG00000098414,3
ENSDARG00000077549,7
ENSDARG00000108535,61
ENSDARG00000094815,1
ENSDARG00000104999,6
ENSDARG00000061714,2
ENSDARG00000107688,0
ENSDARG00000058180,4
ENSDARG00000058160,0
ENSDARG00000102319,0
ENSDARG00000093267,0
ENSDARG00000070069,9
ENSDARG00000027016,8
ENSDARG00000087897,146
ENSDARG00000117431,0
ENSDARG00000098342,3
ENSDARG00000092199,13
ENSDARG00000057738,24
ENSDARG00000075943,0
ENSDARG00000057719,8
ENSDARG00000057630,3
ENSDARG00000057660,2
ENSDARG00000057671,35
ENSDARG00000069928,11
ENSDARG00000116824,0
ENSDARG00000062745,13
ENSDARG00000094051,0
ENSDARG00000095141,0
ENSDARG00000039756,0
ENSDARG00000039757,12
ENSDARG00000074760,2
ENSDARG00000089552,1
ENSDARG00000031427,157
ENSDARG00000087190,0
ENSDARG00000087558,0
ENSDARG00000040534,69
ENSDARG00000040851,0
ENSDARG00000053082,1
ENSDARG00000076487,1
ENSDARG00000062874,0
ENSDARG00000112183,0
ENSDARG00000115120,0
ENSDARG00000111017,0
ENSDARG00000092094,0
ENSDARG00000112789,0
