Identifier,TGSH-10ug/L-C
ENSDARG00000062009,0
ENSDARG00000010317,0
ENSDARG00000079522,0
ENSDARG00000085134,0
ENSDARG00000097953,1
ENSDARG00000016022,9
ENSDARG00000015554,15
ENSDARG00000097995,0
ENSDARG00000020447,7
ENSDARG00000084535,0
ENSDARG00000056191,3
ENSDARG00000001835,1
ENSDARG00000040985,0
ENSDARG00000097771,0
ENSDARG00000079126,4
ENSDARG00000040982,0
ENSDARG00000084803,0
ENSDARG00000093739,0
ENSDARG00000056112,14
ENSDARG00000093950,0
ENSDARG00000026028,0
ENSDARG00000056138,63
ENSDARG00000056141,31
ENSDARG00000097389,0
ENSDARG00000094145,0
ENSDARG00000056160,43
ENSDARG00000056167,49
ENSDARG00000056085,25
ENSDARG00000056078,3
ENSDARG00000092179,0
ENSDARG00000067676,2
ENSDARG00000106551,0
ENSDARG00000061885,0
ENSDARG00000040959,3
ENSDARG00000015088,5
ENSDARG00000078451,0
ENSDARG00000055986,0
ENSDARG00000093990,0
ENSDARG00000076814,0
ENSDARG00000031680,3
ENSDARG00000040948,1
ENSDARG00000093189,0
ENSDARG00000040946,6
ENSDARG00000080682,0
ENSDARG00000020618,10
ENSDARG00000024789,1
ENSDARG00000014427,0
ENSDARG00000012609,0
ENSDARG00000007077,2
ENSDARG00000095219,0
ENSDARG00000078188,0
ENSDARG00000069383,0
ENSDARG00000025495,7
ENSDARG00000004305,2
ENSDARG00000069381,0
ENSDARG00000093010,0
ENSDARG00000038321,0
ENSDARG00000008982,29
ENSDARG00000094518,0
ENSDARG00000077812,0
ENSDARG00000001788,351
ENSDARG00000055857,10
ENSDARG00000115642,0
ENSDARG00000025783,0
ENSDARG00000092090,0
ENSDARG00000094370,0
ENSDARG00000094183,0
ENSDARG00000055833,0
ENSDARG00000094401,1
ENSDARG00000013708,59
ENSDARG00000014867,676
ENSDARG00000020573,25
ENSDARG00000061791,3
ENSDARG00000059809,16
ENSDARG00000002959,0
ENSDARG00000093418,0
ENSDARG00000023712,5
ENSDARG00000076569,0
ENSDARG00000004204,0
ENSDARG00000113245,0
ENSDARG00000040822,34
ENSDARG00000061759,8
ENSDARG00000061747,0
ENSDARG00000091272,0
ENSDARG00000090347,0
ENSDARG00000095161,0
ENSDARG00000095368,0
ENSDARG00000000002,5
ENSDARG00000000001,0
ENSDARG00000055705,7
ENSDARG00000055659,1
ENSDARG00000078311,5
ENSDARG00000024478,69
ENSDARG00000061690,1
ENSDARG00000002305,16
ENSDARG00000040910,0
ENSDARG00000014180,3
ENSDARG00000040898,0
ENSDARG00000007996,20
ENSDARG00000093137,3
ENSDARG00000077240,0
ENSDARG00000092610,24
ENSDARG00000030269,1
ENSDARG00000009953,8
ENSDARG00000094660,4
ENSDARG00000074225,13
ENSDARG00000076004,3
ENSDARG00000025891,9
ENSDARG00000117583,0
ENSDARG00000112331,0
ENSDARG00000085423,0
ENSDARG00000117399,0
ENSDARG00000090632,0
ENSDARG00000094213,0
ENSDARG00000005853,0
ENSDARG00000021433,3
ENSDARG00000055560,0
ENSDARG00000069297,16
ENSDARG00000055470,2
ENSDARG00000040838,13
ENSDARG00000019293,5
ENSDARG00000115770,0
ENSDARG00000055437,0
ENSDARG00000076122,0
ENSDARG00000079071,0
ENSDARG00000069289,12
ENSDARG00000097336,1
ENSDARG00000055543,179
ENSDARG00000094012,2
ENSDARG00000017466,2
ENSDARG00000109501,0
ENSDARG00000055415,0
ENSDARG00000115209,0
ENSDARG00000055389,92
ENSDARG00000003109,10
ENSDARG00000018181,2
ENSDARG00000076013,0
ENSDARG00000019856,100
ENSDARG00000093550,1
ENSDARG00000061517,2
ENSDARG00000115744,0
ENSDARG00000115023,0
ENSDARG00000092216,0
ENSDARG00000084493,0
ENSDARG00000093486,0
ENSDARG00000040778,2
ENSDARG00000117565,0
ENSDARG00000074079,0
ENSDARG00000040777,2
ENSDARG00000025641,8
ENSDARG00000080918,0
ENSDARG00000032010,9
ENSDARG00000033771,1
ENSDARG00000009783,5
ENSDARG00000115369,0
ENSDARG00000061471,1
ENSDARG00000094798,0
ENSDARG00000069242,13
ENSDARG00000097101,0
ENSDARG00000078328,8
ENSDARG00000091342,1
ENSDARG00000116753,0
ENSDARG00000014806,30
ENSDARG00000005318,5
ENSDARG00000009738,4
ENSDARG00000075929,0
ENSDARG00000040666,10
ENSDARG00000080777,0
ENSDARG00000083885,0
ENSDARG00000010280,19
ENSDARG00000084894,0
ENSDARG00000029497,1
ENSDARG00000030789,22
ENSDARG00000040678,10
ENSDARG00000040684,7
ENSDARG00000061373,7
ENSDARG00000012295,5
ENSDARG00000033802,7
ENSDARG00000069186,0
ENSDARG00000088013,0
ENSDARG00000055159,2
ENSDARG00000021402,3
ENSDARG00000085296,0
ENSDARG00000061274,2
ENSDARG00000061265,0
ENSDARG00000076328,0
ENSDARG00000055136,0
ENSDARG00000022659,10
ENSDARG00000055106,3
ENSDARG00000074384,0
ENSDARG00000018441,1
ENSDARG00000075284,0
ENSDARG00000112338,0
ENSDARG00000055052,32
ENSDARG00000014196,378
ENSDARG00000091889,0
ENSDARG00000020028,0
ENSDARG00000095376,0
ENSDARG00000089536,1
ENSDARG00000069111,1
ENSDARG00000093605,0
ENSDARG00000106642,0
ENSDARG00000105852,0
ENSDARG00000083852,0
ENSDARG00000117316,0
ENSDARG00000116917,0
ENSDARG00000069134,1
ENSDARG00000076733,0
ENSDARG00000074749,9
ENSDARG00000117461,0
ENSDARG00000093484,1
ENSDARG00000092452,0
ENSDARG00000045175,0
ENSDARG00000054867,6
ENSDARG00000092573,0
ENSDARG00000097855,3
ENSDARG00000069133,0
ENSDARG00000092912,0
ENSDARG00000000476,3
ENSDARG00000014333,13
ENSDARG00000005640,1
ENSDARG00000000651,1
ENSDARG00000000516,0
ENSDARG00000083379,0
ENSDARG00000000540,5
ENSDARG00000009267,1
ENSDARG00000000241,29
ENSDARG00000040730,3
ENSDARG00000028731,2
ENSDARG00000076182,0
ENSDARG00000040705,10
ENSDARG00000040700,1
ENSDARG00000092001,0
ENSDARG00000061062,3
ENSDARG00000054583,0
ENSDARG00000117405,0
ENSDARG00000094108,0
ENSDARG00000117044,0
ENSDARG00000009567,37
ENSDARG00000083027,0
ENSDARG00000040674,6
ENSDARG00000080591,0
ENSDARG00000077388,8
ENSDARG00000117796,0
ENSDARG00000094387,1
ENSDARG00000036558,50
ENSDARG00000095301,23
ENSDARG00000054378,13
ENSDARG00000078415,0
ENSDARG00000079133,0
ENSDARG00000011473,6
ENSDARG00000034718,6
ENSDARG00000001733,6
ENSDARG00000031678,26
ENSDARG00000094419,0
ENSDARG00000010962,4
ENSDARG00000000563,2414
ENSDARG00000097112,0
ENSDARG00000028213,2302
ENSDARG00000095675,1
ENSDARG00000040614,12
ENSDARG00000006065,7
ENSDARG00000116935,0
ENSDARG00000014008,6
ENSDARG00000111149,0
ENSDARG00000012244,63
ENSDARG00000108162,0
ENSDARG00000103056,0
ENSDARG00000079397,3
ENSDARG00000085695,0
ENSDARG00000019566,54
ENSDARG00000038938,5
ENSDARG00000038941,4
ENSDARG00000060875,0
ENSDARG00000110037,0
ENSDARG00000040490,0
ENSDARG00000060853,37
ENSDARG00000114622,0
ENSDARG00000018383,10
ENSDARG00000093648,0
ENSDARG00000074727,1
ENSDARG00000030478,7
ENSDARG00000040466,26
ENSDARG00000081067,0
ENSDARG00000016939,2
ENSDARG00000034989,0
ENSDARG00000112991,0
ENSDARG00000095101,0
ENSDARG00000100065,2
ENSDARG00000003544,4
ENSDARG00000092439,0
ENSDARG00000110044,0
ENSDARG00000095810,0
ENSDARG00000095965,0
ENSDARG00000095721,0
ENSDARG00000060682,22
ENSDARG00000010300,1
ENSDARG00000068945,0
ENSDARG00000026635,0
ENSDARG00000077813,0
ENSDARG00000112461,0
ENSDARG00000078266,6
ENSDARG00000098349,10
ENSDARG00000060671,5
ENSDARG00000092404,1
ENSDARG00000007099,9
ENSDARG00000101718,0
ENSDARG00000117549,3
ENSDARG00000104005,1
ENSDARG00000101367,2
ENSDARG00000031422,1
ENSDARG00000104931,0
ENSDARG00000025348,106
ENSDARG00000116108,0
ENSDARG00000020845,14
ENSDARG00000023302,0
ENSDARG00000041339,12
ENSDARG00000075989,27
ENSDARG00000052088,0
ENSDARG00000054975,0
ENSDARG00000068893,8
ENSDARG00000106243,0
ENSDARG00000078475,0
ENSDARG00000001873,14
ENSDARG00000077928,1
ENSDARG00000056128,5
ENSDARG00000068888,0
ENSDARG00000039827,12
ENSDARG00000076321,1
ENSDARG00000039824,3
ENSDARG00000102506,9
ENSDARG00000084279,0
ENSDARG00000017882,8
ENSDARG00000096858,0
ENSDARG00000019260,11
ENSDARG00000103180,0
ENSDARG00000097755,0
ENSDARG00000094078,0
ENSDARG00000011573,1
ENSDARG00000078433,6
ENSDARG00000077866,1
ENSDARG00000095838,0
ENSDARG00000053583,6
ENSDARG00000087203,1
ENSDARG00000091090,43
ENSDARG00000079741,4
ENSDARG00000108649,0
ENSDARG00000087754,0
ENSDARG00000012368,4
ENSDARG00000117323,0
ENSDARG00000086819,3
ENSDARG00000112732,0
ENSDARG00000040257,2
ENSDARG00000102829,6
ENSDARG00000102836,1
ENSDARG00000068280,1
ENSDARG00000008662,6
ENSDARG00000113024,0
ENSDARG00000117488,0
ENSDARG00000018553,1
ENSDARG00000097096,0
ENSDARG00000078468,3
ENSDARG00000040907,0
ENSDARG00000060303,0
ENSDARG00000004712,8
ENSDARG00000067723,1
ENSDARG00000103823,3
ENSDARG00000086100,1
ENSDARG00000098110,0
ENSDARG00000089190,8
ENSDARG00000101168,0
ENSDARG00000107021,0
ENSDARG00000086842,88
ENSDARG00000109678,1
ENSDARG00000098944,1
ENSDARG00000102265,0
ENSDARG00000056439,0
ENSDARG00000099298,7
ENSDARG00000078762,1
ENSDARG00000101774,0
ENSDARG00000060504,2
ENSDARG00000009493,2
ENSDARG00000099404,0
ENSDARG00000101641,1
ENSDARG00000101527,0
ENSDARG00000090844,3
ENSDARG00000088672,0
ENSDARG00000008540,0
ENSDARG00000107692,0
ENSDARG00000006008,27
ENSDARG00000104219,0
ENSDARG00000082154,0
ENSDARG00000117339,0
ENSDARG00000081883,0
ENSDARG00000080931,0
ENSDARG00000080742,0
ENSDARG00000108061,0
ENSDARG00000074153,0
ENSDARG00000111522,5
ENSDARG00000006467,6
ENSDARG00000102185,1
ENSDARG00000100133,71
ENSDARG00000053498,0
ENSDARG00000101999,4
ENSDARG00000060482,2
ENSDARG00000075685,1
ENSDARG00000068812,0
ENSDARG00000104832,0
ENSDARG00000077777,529
ENSDARG00000090988,2
ENSDARG00000060521,5
ENSDARG00000116059,0
ENSDARG00000006206,0
ENSDARG00000077809,0
ENSDARG00000038917,2
ENSDARG00000038918,0
ENSDARG00000045958,26
ENSDARG00000045027,1
ENSDARG00000097660,3
ENSDARG00000000529,2
ENSDARG00000001676,10
ENSDARG00000113153,0
ENSDARG00000075012,0
ENSDARG00000067596,0
ENSDARG00000115507,0
ENSDARG00000026024,4
ENSDARG00000034572,4
ENSDARG00000060438,4
ENSDARG00000112637,0
ENSDARG00000084399,0
ENSDARG00000115811,0
ENSDARG00000077761,0
ENSDARG00000076309,1
ENSDARG00000002299,0
ENSDARG00000117810,8
ENSDARG00000098249,1
ENSDARG00000104768,8
ENSDARG00000098790,1
ENSDARG00000112547,0
ENSDARG00000099236,8
ENSDARG00000102334,0
ENSDARG00000090198,0
ENSDARG00000108967,0
ENSDARG00000099088,0
ENSDARG00000104493,0
ENSDARG00000053365,459
ENSDARG00000068596,5
ENSDARG00000023188,4
ENSDARG00000098079,0
ENSDARG00000091138,1
ENSDARG00000102888,3
ENSDARG00000098398,1
ENSDARG00000100597,0
ENSDARG00000032353,6
ENSDARG00000036359,5
ENSDARG00000117824,1
ENSDARG00000039934,0
ENSDARG00000063570,1
ENSDARG00000075650,9
ENSDARG00000086075,5
ENSDARG00000038805,7
ENSDARG00000036974,0
ENSDARG00000058985,0
ENSDARG00000058988,0
ENSDARG00000077304,0
ENSDARG00000103980,2
ENSDARG00000040620,11
ENSDARG00000082628,0
ENSDARG00000059048,0
ENSDARG00000063577,0
ENSDARG00000040621,0
ENSDARG00000059059,0
ENSDARG00000102127,0
ENSDARG00000103612,15
ENSDARG00000099690,1
ENSDARG00000100197,0
ENSDARG00000107613,0
ENSDARG00000074914,0
ENSDARG00000103006,8
ENSDARG00000087585,0
ENSDARG00000087910,0
ENSDARG00000042872,0
ENSDARG00000074329,1
ENSDARG00000095223,0
ENSDARG00000010712,0
ENSDARG00000109233,0
ENSDARG00000075226,1
ENSDARG00000110346,4
ENSDARG00000014550,0
ENSDARG00000069726,4
ENSDARG00000112729,0
ENSDARG00000087341,1
ENSDARG00000102742,0
ENSDARG00000027600,3
ENSDARG00000079129,0
ENSDARG00000039959,2
ENSDARG00000109022,0
ENSDARG00000117666,0
ENSDARG00000117545,0
ENSDARG00000078257,0
ENSDARG00000001777,0
ENSDARG00000075376,2
ENSDARG00000111665,0
ENSDARG00000014963,0
ENSDARG00000008097,13
ENSDARG00000092467,113
ENSDARG00000078245,0
ENSDARG00000040087,1
ENSDARG00000058868,80
ENSDARG00000031749,0
ENSDARG00000035095,0
ENSDARG00000117546,12
ENSDARG00000067824,1
ENSDARG00000010023,0
ENSDARG00000090886,0
ENSDARG00000058949,1
ENSDARG00000113479,0
ENSDARG00000003934,1
ENSDARG00000089361,3
ENSDARG00000058946,2
ENSDARG00000079713,0
ENSDARG00000109823,0
ENSDARG00000074456,1
ENSDARG00000116637,0
ENSDARG00000006253,1
ENSDARG00000032801,1
ENSDARG00000060392,1
ENSDARG00000025899,0
ENSDARG00000091726,10
ENSDARG00000038308,2
ENSDARG00000020913,6
ENSDARG00000038302,2
ENSDARG00000013024,2
ENSDARG00000005108,6
ENSDARG00000025076,3
ENSDARG00000075747,0
ENSDARG00000077086,0
ENSDARG00000075054,0
ENSDARG00000069615,69
ENSDARG00000112087,14
ENSDARG00000100497,0
ENSDARG00000076724,1
ENSDARG00000076381,1
ENSDARG00000116680,34
ENSDARG00000010145,3
ENSDARG00000008560,8
ENSDARG00000075446,16
ENSDARG00000009864,6
ENSDARG00000108643,0
ENSDARG00000026908,128
ENSDARG00000020334,16
ENSDARG00000117187,0
ENSDARG00000063436,0
ENSDARG00000008948,0
ENSDARG00000107965,0
ENSDARG00000114920,2
ENSDARG00000036005,2
ENSDARG00000076529,1
ENSDARG00000100642,1
ENSDARG00000075802,0
ENSDARG00000010729,0
ENSDARG00000083624,0
ENSDARG00000090752,0
ENSDARG00000099005,2
ENSDARG00000069608,5
ENSDARG00000075229,0
ENSDARG00000069601,4
ENSDARG00000093688,2
ENSDARG00000079815,11
ENSDARG00000063665,0
ENSDARG00000092880,0
ENSDARG00000086996,7
ENSDARG00000059246,29
ENSDARG00000003429,50
ENSDARG00000026198,5
ENSDARG00000069590,2
ENSDARG00000091531,0
ENSDARG00000021082,5
ENSDARG00000059235,5
ENSDARG00000093630,0
ENSDARG00000094577,1
ENSDARG00000042995,2
ENSDARG00000076227,3
ENSDARG00000097088,0
ENSDARG00000042977,5
ENSDARG00000042975,9
ENSDARG00000092808,0
ENSDARG00000099204,0
ENSDARG00000008186,6
ENSDARG00000102251,0
ENSDARG00000103600,2
ENSDARG00000100170,46
ENSDARG00000104693,30
ENSDARG00000099182,8
ENSDARG00000098133,0
ENSDARG00000108637,0
ENSDARG00000098405,0
ENSDARG00000103025,11
ENSDARG00000100729,35
ENSDARG00000104682,102
ENSDARG00000100633,13
ENSDARG00000102300,0
ENSDARG00000084659,0
ENSDARG00000104242,12
ENSDARG00000100742,51
ENSDARG00000103787,13
ENSDARG00000095927,0
ENSDARG00000095853,0
ENSDARG00000075780,0
ENSDARG00000095953,0
ENSDARG00000092740,0
ENSDARG00000078271,0
ENSDARG00000095884,0
ENSDARG00000095902,0
ENSDARG00000093498,0
ENSDARG00000078441,6
ENSDARG00000014373,0
ENSDARG00000032769,0
ENSDARG00000041378,0
ENSDARG00000110273,0
ENSDARG00000104820,16
ENSDARG00000100322,1
ENSDARG00000104314,12
ENSDARG00000098211,0
ENSDARG00000107820,0
ENSDARG00000099187,1
ENSDARG00000102985,0
ENSDARG00000098929,0
ENSDARG00000099241,73
ENSDARG00000098902,0
ENSDARG00000103824,70
ENSDARG00000103052,2
ENSDARG00000098401,0
ENSDARG00000020948,2
ENSDARG00000067805,16
ENSDARG00000053527,0
ENSDARG00000003259,6
ENSDARG00000098338,2
ENSDARG00000019521,2
ENSDARG00000094708,0
ENSDARG00000040334,6
ENSDARG00000078542,0
ENSDARG00000092096,0
ENSDARG00000074652,1
ENSDARG00000114812,0
ENSDARG00000009459,7
ENSDARG00000053487,10
ENSDARG00000020258,45
ENSDARG00000035538,5
ENSDARG00000003157,3
ENSDARG00000068465,0
ENSDARG00000091558,0
ENSDARG00000053448,0
ENSDARG00000034403,0
ENSDARG00000053446,42
ENSDARG00000089569,0
ENSDARG00000094312,0
ENSDARG00000115315,0
ENSDARG00000040326,4
ENSDARG00000013457,5
ENSDARG00000053381,8
ENSDARG00000040535,0
ENSDARG00000103660,0
ENSDARG00000040338,3
ENSDARG00000078447,1
ENSDARG00000052658,0
ENSDARG00000074732,2
ENSDARG00000052656,0
ENSDARG00000060096,2
ENSDARG00000095081,0
ENSDARG00000036670,2
ENSDARG00000089307,1
ENSDARG00000044225,0
ENSDARG00000092104,0
ENSDARG00000021055,0
ENSDARG00000093621,0
ENSDARG00000074316,6
ENSDARG00000069390,0
ENSDARG00000095015,0
ENSDARG00000086838,1
ENSDARG00000062974,0
ENSDARG00000077202,3
ENSDARG00000057992,13
ENSDARG00000057995,0
ENSDARG00000114663,0
ENSDARG00000044246,1
ENSDARG00000075600,0
ENSDARG00000116784,0
ENSDARG00000044251,0
ENSDARG00000092269,5
ENSDARG00000063011,0
ENSDARG00000044253,3
ENSDARG00000044254,11
ENSDARG00000093531,0
ENSDARG00000034174,3
ENSDARG00000044255,1
ENSDARG00000006896,11
ENSDARG00000033610,0
ENSDARG00000058041,39
ENSDARG00000092826,0
ENSDARG00000044261,8
ENSDARG00000063050,8
ENSDARG00000098967,13
ENSDARG00000101674,0
ENSDARG00000021455,17
ENSDARG00000109594,0
ENSDARG00000117790,1
ENSDARG00000028099,0
ENSDARG00000091198,5
ENSDARG00000095365,0
ENSDARG00000082257,0
ENSDARG00000079049,0
ENSDARG00000058102,6
ENSDARG00000069446,2
ENSDARG00000073914,1
ENSDARG00000093881,0
ENSDARG00000078492,2
ENSDARG00000017047,11
ENSDARG00000069439,1
ENSDARG00000004296,17
ENSDARG00000091419,7
ENSDARG00000063140,1
ENSDARG00000044265,3
ENSDARG00000058226,11
ENSDARG00000058221,3
ENSDARG00000106421,0
ENSDARG00000043757,24
ENSDARG00000002523,13
ENSDARG00000060911,12
ENSDARG00000028523,9
ENSDARG00000063194,10
ENSDARG00000043732,23
ENSDARG00000094438,0
ENSDARG00000043729,11
ENSDARG00000043728,5
ENSDARG00000043727,9
ENSDARG00000114777,0
ENSDARG00000041982,0
ENSDARG00000093073,0
ENSDARG00000063161,5
ENSDARG00000116577,0
ENSDARG00000069420,0
ENSDARG00000113923,0
ENSDARG00000058284,1
ENSDARG00000104560,0
ENSDARG00000099840,2
ENSDARG00000098764,2
ENSDARG00000000804,2
ENSDARG00000074425,21
ENSDARG00000000142,0
ENSDARG00000085561,0
ENSDARG00000026736,10
ENSDARG00000028661,21
ENSDARG00000111562,0
ENSDARG00000108016,0
ENSDARG00000094468,0
ENSDARG00000095460,0
ENSDARG00000084433,0
ENSDARG00000095502,0
ENSDARG00000069543,2
ENSDARG00000011418,3
ENSDARG00000012275,0
ENSDARG00000024728,4
ENSDARG00000039601,8
ENSDARG00000063614,0
ENSDARG00000106982,0
ENSDARG00000006389,37
ENSDARG00000095137,0
ENSDARG00000092525,0
ENSDARG00000094055,0
ENSDARG00000094850,0
ENSDARG00000028096,3
ENSDARG00000103703,2
ENSDARG00000114063,1
ENSDARG00000117593,0
ENSDARG00000092580,0
ENSDARG00000093124,0
ENSDARG00000044276,1
ENSDARG00000113306,0
ENSDARG00000021982,0
ENSDARG00000006257,15
ENSDARG00000076644,2
ENSDARG00000087779,9
ENSDARG00000033768,12
ENSDARG00000016769,17
ENSDARG00000019233,3
ENSDARG00000044281,30
ENSDARG00000002271,43
ENSDARG00000044282,13
ENSDARG00000073695,0
ENSDARG00000074328,14
ENSDARG00000063309,10
ENSDARG00000044295,2
ENSDARG00000104849,0
ENSDARG00000095385,0
ENSDARG00000081514,0
ENSDARG00000082462,0
ENSDARG00000080923,0
ENSDARG00000076560,4
ENSDARG00000018426,44
ENSDARG00000044298,7
ENSDARG00000044299,20
ENSDARG00000095594,0
ENSDARG00000017229,0
ENSDARG00000044304,1
ENSDARG00000114472,0
ENSDARG00000104573,25
ENSDARG00000051896,0
ENSDARG00000046054,2
ENSDARG00000046053,2
ENSDARG00000060069,11
ENSDARG00000087414,0
ENSDARG00000078922,0
ENSDARG00000069472,1
ENSDARG00000105041,0
ENSDARG00000103135,2
ENSDARG00000099113,2
ENSDARG00000104450,1
ENSDARG00000100292,1
ENSDARG00000093444,1
ENSDARG00000078056,1
ENSDARG00000095421,1
ENSDARG00000115663,0
ENSDARG00000109514,0
ENSDARG00000081379,0
ENSDARG00000080633,0
ENSDARG00000013871,7
ENSDARG00000005560,153
ENSDARG00000078105,3
ENSDARG00000014058,1
ENSDARG00000025220,2
ENSDARG00000099844,8
ENSDARG00000110331,0
ENSDARG00000082394,0
ENSDARG00000081488,0
ENSDARG00000034852,5
ENSDARG00000062873,0
ENSDARG00000039354,1
ENSDARG00000073721,1
ENSDARG00000014939,0
ENSDARG00000085090,0
ENSDARG00000039345,9
ENSDARG00000083269,0
ENSDARG00000074858,15
ENSDARG00000010641,23
ENSDARG00000095294,2
ENSDARG00000011743,4
ENSDARG00000039351,4
ENSDARG00000077596,5
ENSDARG00000110972,0
ENSDARG00000044183,15
ENSDARG00000069377,0
ENSDARG00000095686,0
ENSDARG00000078839,0
ENSDARG00000116400,0
ENSDARG00000117452,0
ENSDARG00000006624,5
ENSDARG00000028067,6
ENSDARG00000032083,12
ENSDARG00000027638,0
ENSDARG00000027687,0
ENSDARG00000075864,4
ENSDARG00000080015,1
ENSDARG00000092976,8
ENSDARG00000054050,2
ENSDARG00000043465,34
ENSDARG00000078394,0
ENSDARG00000079681,0
ENSDARG00000117285,0
ENSDARG00000076949,0
ENSDARG00000111734,0
ENSDARG00000117243,0
ENSDARG00000044015,0
ENSDARG00000116593,0
ENSDARG00000005540,14
ENSDARG00000057299,9
ENSDARG00000013110,9
ENSDARG00000095167,0
ENSDARG00000027587,0
ENSDARG00000057456,20
ENSDARG00000076858,2
ENSDARG00000061419,0
ENSDARG00000057678,5
ENSDARG00000057676,33
ENSDARG00000099593,1
ENSDARG00000044010,4
ENSDARG00000100139,29
ENSDARG00000073753,7
ENSDARG00000109303,0
ENSDARG00000076765,0
ENSDARG00000057672,6
ENSDARG00000062765,9
ENSDARG00000077515,18
ENSDARG00000088831,0
ENSDARG00000044048,4
ENSDARG00000057665,3
ENSDARG00000044044,0
ENSDARG00000017880,2
ENSDARG00000111286,0
ENSDARG00000093141,0
ENSDARG00000111041,0
ENSDARG00000062720,3
ENSDARG00000116352,0
ENSDARG00000087961,0
ENSDARG00000027523,0
ENSDARG00000093047,0
ENSDARG00000094461,0
ENSDARG00000043976,14
ENSDARG00000017230,24
ENSDARG00000043962,0
ENSDARG00000107353,1
ENSDARG00000089562,1
ENSDARG00000027639,0
ENSDARG00000103602,0
ENSDARG00000104598,67
ENSDARG00000097170,13
ENSDARG00000095302,0
ENSDARG00000104007,22
ENSDARG00000101232,0
ENSDARG00000099646,0
ENSDARG00000112930,0
ENSDARG00000102726,0
ENSDARG00000101307,3
ENSDARG00000057519,78
ENSDARG00000101665,29
ENSDARG00000088475,0
ENSDARG00000098963,1
ENSDARG00000104057,3
ENSDARG00000103013,111
ENSDARG00000099447,4
ENSDARG00000099035,53
ENSDARG00000099931,35
ENSDARG00000104826,20
ENSDARG00000103950,33
ENSDARG00000104497,12
ENSDARG00000101865,33
ENSDARG00000100670,40
ENSDARG00000100829,0
ENSDARG00000102385,1
ENSDARG00000112040,0
ENSDARG00000105148,0
ENSDARG00000088911,0
ENSDARG00000057479,0
ENSDARG00000112454,8
ENSDARG00000107280,0
ENSDARG00000083391,0
ENSDARG00000034808,24
ENSDARG00000014329,49
ENSDARG00000017615,4
ENSDARG00000043901,2
ENSDARG00000087764,0
ENSDARG00000109946,0
ENSDARG00000008182,0
ENSDARG00000088539,0
ENSDARG00000097477,0
ENSDARG00000014047,4
ENSDARG00000043907,6
ENSDARG00000111524,0
ENSDARG00000079251,1
ENSDARG00000100737,0
ENSDARG00000117144,0
ENSDARG00000069190,0
ENSDARG00000078691,42
ENSDARG00000112993,1
ENSDARG00000056929,75
ENSDARG00000106506,0
ENSDARG00000056920,4
ENSDARG00000056915,33
ENSDARG00000056913,3
ENSDARG00000056885,11
ENSDARG00000094169,0
ENSDARG00000056877,148
ENSDARG00000082850,0
ENSDARG00000056873,32
ENSDARG00000056871,1
ENSDARG00000039215,9
ENSDARG00000094899,1
ENSDARG00000086416,8
ENSDARG00000104458,121
ENSDARG00000099273,0
ENSDARG00000117611,0
ENSDARG00000069333,0
ENSDARG00000086665,30
ENSDARG00000096973,0
ENSDARG00000057110,8
ENSDARG00000057105,5
ENSDARG00000003984,5
ENSDARG00000009930,1
ENSDARG00000113307,0
ENSDARG00000069323,0
ENSDARG00000025150,0
ENSDARG00000088219,0
ENSDARG00000088727,0
ENSDARG00000087245,0
ENSDARG00000057090,0
ENSDARG00000102680,0
ENSDARG00000092800,0
ENSDARG00000086718,0
ENSDARG00000029051,3
ENSDARG00000078618,16
ENSDARG00000096872,0
ENSDARG00000044091,2
ENSDARG00000113000,0
ENSDARG00000061120,55
ENSDARG00000106135,0
ENSDARG00000026403,0
ENSDARG00000092226,0
ENSDARG00000062361,17
ENSDARG00000092557,0
ENSDARG00000016439,1
ENSDARG00000113795,0
ENSDARG00000062347,11
ENSDARG00000077313,0
ENSDARG00000057035,9
ENSDARG00000057021,6
ENSDARG00000086302,9
ENSDARG00000075273,0
ENSDARG00000057004,1
ENSDARG00000112294,0
ENSDARG00000056985,1
ENSDARG00000076121,1
ENSDARG00000056964,9
ENSDARG00000043898,5
ENSDARG00000095640,0
ENSDARG00000112826,0
ENSDARG00000043894,0
ENSDARG00000102034,1
ENSDARG00000029461,0
ENSDARG00000086493,1
ENSDARG00000087709,0
ENSDARG00000017067,8
ENSDARG00000027169,0
ENSDARG00000004445,6
ENSDARG00000112889,0
ENSDARG00000069157,3
ENSDARG00000008243,51
ENSDARG00000069143,3
ENSDARG00000002196,9
ENSDARG00000069139,1
ENSDARG00000095144,0
ENSDARG00000078430,9
ENSDARG00000043848,59
ENSDARG00000077093,20
ENSDARG00000002394,0
ENSDARG00000043806,10
ENSDARG00000043850,1
ENSDARG00000070507,5
ENSDARG00000043857,36
ENSDARG00000106013,0
ENSDARG00000076856,17
ENSDARG00000056678,10
ENSDARG00000005397,34
ENSDARG00000069129,7
ENSDARG00000056664,0
ENSDARG00000079850,6
ENSDARG00000115442,0
ENSDARG00000079933,0
ENSDARG00000025011,21
ENSDARG00000075382,3
ENSDARG00000056653,5
ENSDARG00000094386,0
ENSDARG00000056649,18
ENSDARG00000095400,0
ENSDARG00000090629,0
ENSDARG00000056633,7
ENSDARG00000029493,0
ENSDARG00000097371,0
ENSDARG00000094211,0
ENSDARG00000056603,1
ENSDARG00000056511,558
ENSDARG00000077622,0
ENSDARG00000069109,6
ENSDARG00000069106,0
ENSDARG00000079895,7
ENSDARG00000097136,0
