	H4	H5	H6	H1	H2	H3	G10	G11	G12	G7	G8	G9	G4	G5	G6	G1	G2	G3
100148296	6	39	7	3	2	13	31	3	0	5	2	39	5	9	2	8	5	1
100148308	0	6	2	5	1	4	9	0	0	0	23	25	0	7	8	1	0	0
100148315	0	6	10	0	3	9	9	3	0	0	0	10	3	22	5	3	2	0
100148319	8	10	36	1	16	28	7	2	0	3	2	26	4	18	7	14	0	0
100148329	0	0	13	0	14	0	0	0	0	5	55	63	0	24	39	18	0	0
100148342	16	1	33	15	26	5	111	15	0	28	68	24	8	86	32	63	20	24
100148360	3	4	10	10	32	2	28	2	0	10	16	22	7	30	18	35	2	0
100148368	35	50	238	120	188	75	134	38	9	27	273	203	21	76	94	158	31	3
100148379	450	75	246	188	268	84	312	0	42	33	247	73	47	250	187	190	3	29
100148383	53	59	176	35	133	138	257	34	13	57	160	115	32	151	129	123	24	19
100148408	28	5	39	13	12	20	72	7	3	8	17	35	10	94	48	46	35	4
100148413	54	31	74	77	59	51	142	18	13	34	112	88	0	134	22	72	9	0
100148439	627	46	105	46	84	112	301	679	33	57	198	133	23	1973	230	49	62	101
100148449	1	9	44	13	2	4	29	12	0	9	0	4	5	4	12	39	10	0
100148465	6	14	62	12	0	18	58	11	4	57	19	10	10	88	21	58	7	18
100148477	37	61	76	25	138	43	89	19	13	34	152	59	12	49	31	35	10	4
100148503	1	4	18	2	10	0	3	3	1	0	17	9	0	0	11	2	0	4
100148504	0	0	8	0	0	0	17	0	0	2	8	7	2	1	0	3	0	0
100148522	3	0	12	14	10	0	32	35	0	9	221	9	9	22	14	7	9	0
100148532	0	6	9	0	0	0	9	0	0	0	23	0	0	8	7	0	0	3
100148543	43	43	94	14	34	39	92	23	1	12	85	67	14	27	53	15	27	2
100148546	47	62	63	39	38	32	57	8	2	5	68	50	2	36	54	58	31	3
100148579	1	7	4	0	7	7	0	0	0	0	16	0	0	14	2	1	0	1
100148591	60	77	251	43	116	58	230	20	1	77	246	194	47	266	197	220	138	5
100148594	134	136	238	174	221	204	358	80	58	139	438	216	47	255	249	115	65	15
100148595	12	17	16	14	7	8	50	5	0	13	18	14	0	94	55	10	6	3
100148604	40	22	50	21	17	29	44	11	8	26	75	59	15	50	58	21	66	0
100148609	0	12	3	7	0	0	42	0	0	0	41	22	0	54	6	46	26	0
100148620	5	14	1	1	6	16	9	4	0	3	14	7	0	13	12	15	17	0
100148645	21	55	64	20	81	68	138	5	30	19	170	79	12	92	66	35	47	8
100148652	22	35	33	11	14	25	49	19	3	2	44	61	1	31	12	21	6	0
100148657	44	27	82	43	49	36	246	3	4	61	79	30	18	140	85	122	12	0
100148665	36	57	44	61	82	82	76	11	2	23	122	61	5	106	67	66	18	1
100148686	1	4	37	26	20	41	44	9	1	11	37	40	4	59	32	27	18	0
100148704	1	15	5	1	4	5	58	2	1	0	9	6	0	9	7	0	4	6
100148736	170	111	351	210	225	172	518	40	48	113	509	221	28	365	291	241	104	45
100148744	14	17	40	24	70	46	83	29	2	80	82	85	25	58	127	31	70	0
100148748	20	19	3	0	8	32	45	13	0	14	64	7	0	28	30	16	9	7
100148757	0	0	5	0	4	4	5	0	0	0	0	0	0	0	0	11	6	0
100148772	19	1	24	7	26	3	24	0	17	0	34	41	0	16	6	10	4	0
100148802	11	8	29	12	1	1	27	0	0	9	22	11	6	72	38	22	14	0
100148804	134	232	584	327	431	567	1447	137	7	841	465	401	307	2826	818	1372	427	48
100148828	12	26	31	26	58	24	144	22	6	18	93	42	0	16	46	24	20	0
100148835	106	46	66	71	54	67	153	19	25	21	163	60	13	113	50	83	18	4
100148840	4	2	20	3	0	15	24	0	0	13	10	28	14	42	22	11	0	0
100148864	4	46	86	2	41	41	51	7	0	22	66	9	0	60	62	30	0	0
100148867	0	7	5	0	8	4	10	0	0	0	0	9	10	8	3	9	0	0
100148873	41	22	58	67	67	65	98	29	12	30	168	96	13	91	58	58	23	2
100148883	4	21	48	14	27	0	35	0	0	38	53	14	0	33	53	35	4	0
100148888	4	8	7	2	20	1	19	8	6	6	30	23	9	1	21	10	7	3
100148891	104	45	172	42	75	86	194	227	32	51	190	158	61	95	81	89	34	0
100148903	8	0	1	1	13	9	6	1	0	0	7	12	10	22	8	1	0	0
100148904	61	14	154	42	43	19	204	5	3	49	95	46	8	69	57	48	41	11
100148910	7	0	3	0	0	0	2	0	0	0	3	0	2	3	0	3	0	0
100148912	4	6	14	6	1	26	19	0	6	17	7	12	11	34	8	9	7	0
100148916	28	32	27	22	36	31	93	23	2	1	93	54	8	44	69	44	60	9
100148922	39	54	279	105	103	84	487	90	26	285	264	191	80	620	144	386	191	33
100148935	10	1	24	16	32	73	69	16	0	1	41	27	1	32	31	11	9	20
100148952	0	0	0	0	0	6	0	0	5	0	0	0	0	12	3	6	0	0
100148972	0	0	0	0	3	0	24	0	3	0	16	0	0	14	0	0	0	0
100148976	33	64	44	19	46	29	183	12	5	90	255	95	15	62	118	48	24	7
100148988	151	134	290	201	155	179	282	51	27	69	545	233	21	271	499	230	134	25
100149028	79	55	72	79	71	109	163	19	15	62	233	109	27	210	134	90	83	14
100149029	17	1	13	5	5	21	376	2	6	2	19	35	4	3	25	13	2	23
100149048	22	23	18	41	22	10	74	6	0	12	99	16	3	37	69	21	8	2
100149066	5	0	15	0	3	3	5	0	1	2	6	5	0	0	4	1	0	2
100149082	25	23	35	15	51	65	173	24	0	32	86	84	11	45	85	21	11	0
100149099	3	10	26	0	3	6	25	0	0	0	18	15	2	0	11	2	0	0
100149100	1	5	7	3	0	1	10	0	0	0	14	2	5	14	8	21	15	0
100149102	6	0	3	3	3	3	31	3	1	1	10	7	0	22	9	12	11	0
100149104	0	5	0	0	2	3	17	0	0	2	15	8	3	37	0	16	0	0
100149130	3	11	84	22	32	53	123	0	4	36	47	51	11	59	67	41	23	0
100149148	0	1	72	9	22	9	95	20	0	60	32	5	5	122	5	35	38	9
100149182	0	1	0	0	1	0	0	1	0	8	11	0	0	16	4	7	4	0
100149189	8	52	96	51	23	69	128	22	8	57	131	43	62	149	133	183	93	6
100149199	2	0	0	0	0	0	21	0	0	12	0	1	1	3	0	0	4	0
100149254	88	65	136	87	124	83	290	27	16	88	281	140	87	159	259	120	57	19
100149258	11	17	37	20	45	23	53	16	4	46	50	38	24	77	42	59	50	0
100149268	47	77	121	55	102	117	254	14	20	79	157	128	40	223	127	148	67	104
100149273	4	4	22	5	11	5	28	2	0	19	42	8	23	23	40	8	0	0
100149276	17	22	21	10	15	31	46	12	0	9	97	9	5	27	45	31	6	0
100149283	21	35	37	34	118	32	105	8	1	29	98	97	36	85	104	55	83	0
100149301	0	0	2	4	0	0	0	0	0	11	0	2	0	10	6	2	7	0
100149310	13	2	22	13	34	14	33	16	0	8	20	32	0	23	18	15	20	0
100149324	21	13	14	5	14	9	22	5	0	0	48	26	0	8	27	4	4	0
100149345	0	2	0	12	0	2	0	0	0	0	6	0	0	0	0	8	4	0
100149352	2	5	13	3	0	5	32	0	0	7	17	8	3	7	18	13	2	0
100149353	2	20	87	28	5	56	119	49	2	17	63	44	16	56	65	99	26	2
100149386	8	15	45	24	7	24	73	30	0	19	29	25	15	158	42	136	32	0
100149388	162	182	222	144	181	203	418	57	28	134	422	322	17	245	293	187	100	29
100149391	189	200	352	176	260	307	756	78	58	76	465	357	63	262	273	213	114	10
100149413	12	0	1	5	0	4	8	2	2	4	20	1	0	21	0	21	6	0
100149419	0	0	2	5	0	0	8	0	1	0	3	0	10	17	0	16	13	0
100149422	0	4	0	0	0	14	11	0	0	8	0	0	0	0	0	0	3	0
100149436	0	26	19	7	31	3	50	8	2	14	9	6	3	31	3	5	20	0
100149437	21	1	18	0	1	0	26	10	0	0	43	9	5	25	14	7	3	0
100149441	8	9	15	6	14	8	47	1	0	0	31	9	10	41	23	12	13	1
100149452	13	10	22	26	11	8	20	8	0	2	21	23	30	16	12	9	20	0
100149459	8	37	26	38	53	20	26	11	8	26	54	17	12	89	43	43	16	3
100149472	27	11	36	39	86	16	52	3	9	21	73	32	20	79	17	39	28	2
100149482	115	40	108	63	74	102	219	44	17	18	220	107	27	101	57	28	10	8
100149497	79	41	79	34	40	24	183	27	15	2	120	79	26	127	113	66	44	7
100149522	157	168	266	154	199	159	499	39	26	101	301	325	44	234	290	243	132	36
100149526	11	15	4	3	0	14	29	0	1	0	6	7	0	7	11	12	4	0
100149543	171	120	647	437	381	349	858	192	112	276	481	460	303	927	519	1095	215	59
100149555	85	271	103	83	89	159	217	61	18	73	211	167	29	156	148	133	387	4
100149557	3	8	5	14	2	4	1	0	0	4	6	1	10	18	4	18	15	0
100149559	0	0	0	4	0	0	12	0	0	9	1	4	3	4	0	4	0	0
100149562	111	86	210	80	169	169	473	20	26	84	216	241	28	207	229	160	107	27
100149569	0	5	0	3	3	2	3	0	0	3	0	9	0	3	0	0	2	0
100149571	86	58	398	62	72	73	150	35	225	37	165	120	22	143	160	45	38	15
100149572	12	27	114	29	34	11	75	15	12	16	52	33	1	38	13	45	12	3
100149582	0	0	18	0	0	0	1	0	3	7	0	0	0	5	0	3	0	0
100149598	4	0	2	7	0	0	0	0	0	0	3	7	0	5	6	0	0	0
100149630	207	130	192	182	176	154	440	93	55	104	346	382	45	160	238	96	101	10
100149636	0	1	5	0	12	0	7	0	0	0	0	1	0	21	0	8	0	0
100149645	29	37	130	12	48	51	120	40	46	12	46	29	26	44	86	58	9	0
100149664	32	54	24	4	36	16	53	6	0	0	46	39	0	71	69	19	11	18
100149667	108	141	155	199	185	175	326	81	9	116	352	175	25	198	508	199	76	12
100149670	101	40	10	100	9	18	133	13	345	5	82	51	9	46	40	17	20	4
100149692	3	5	35	3	18	9	31	10	2	7	65	7	8	31	28	17	13	0
100149701	6	5	38	4	8	0	19	0	0	3	16	0	0	13	0	0	0	0
100149708	4	0	0	3	2	0	22	0	1	0	3	2	0	23	2	0	1	0
100149710	3	5	0	0	0	0	15	0	0	0	2	0	3	6	0	0	0	0
100149741	32	33	89	60	84	106	156	45	6	65	109	124	12	93	118	91	44	7
100149745	9	0	17	0	1	0	10	0	0	0	2	2	7	10	5	2	0	0
100149756	102	58	361	134	120	232	435	87	27	107	244	187	41	191	287	139	85	19
100149758	4	33	20	9	27	7	31	5	1	12	14	30	5	20	41	19	1	5
100149766	8	7	1	4	1	2	9	7	0	0	12	19	8	22	0	19	32	0
100149794	21	48	121	44	78	58	114	11	20	51	95	83	22	85	74	63	54	0
100149795	0	0	3	0	0	2	28	0	0	6	9	0	0	0	12	0	0	0
100149820	6	1	0	28	11	9	14	2	0	0	23	6	0	7	20	24	7	1
100149834	146	71	278	66	84	243	477	23	51	49	245	390	7	289	345	197	210	43
100149838	3	10	71	22	7	23	60	13	1	38	47	24	36	29	34	72	13	11
100149843	6	6	20	0	10	0	16	11	0	15	3	13	13	11	0	1	11	0
100149844	126	97	145	99	88	69	202	48	13	51	220	153	43	106	125	77	73	20
100149852	15	63	99	17	51	49	136	26	0	6	97	80	0	95	117	26	50	39
100149858	66	37	215	46	71	141	262	15	19	91	127	137	26	150	125	139	57	20
100149863	0	8	14	2	8	16	27	4	0	0	0	3	7	0	25	2	9	5
100149876	175	64	268	146	160	231	457	22	32	110	487	251	61	191	173	171	95	10
100149889	0	17	7	4	0	3	14	3	4	0	13	0	3	0	1	4	4	0
100149890	10	39	24	73	0	27	128	15	0	61	200	64	19	78	104	46	29	5
100149897	0	13	14	4	0	4	18	0	0	9	8	0	0	0	10	5	4	3
100149942	2	24	43	22	43	52	118	4	0	33	62	48	6	95	77	44	9	11
100149950	123	59	164	47	133	197	204	38	23	73	236	190	10	80	176	38	80	0
100149956	16	7	45	33	2	56	69	0	0	0	34	17	0	64	41	19	18	0
100149957	0	0	13	0	13	0	6	0	0	0	4	0	0	8	12	0	2	0
100149983	24	20	28	3	15	62	89	0	2	35	50	35	4	28	27	19	11	6
100149997	7	20	7	7	14	3	6	0	3	1	5	9	0	9	7	33	2	0
100150007	29	62	35	59	25	55	82	7	11	26	71	23	8	75	34	47	7	13
100150027	0	3	3	0	3	0	7	0	0	0	12	0	0	0	0	0	0	0
100150029	0	0	1	2	0	10	9	0	2	0	0	2	0	0	2	0	1	0
100150043	8	29	15	13	2	30	33	7	13	0	22	12	4	10	8	8	0	0
100150046	0	0	3	7	1	0	1	0	0	15	36	0	0	4	0	0	0	0
100150048	63	43	111	52	106	57	129	61	3	75	175	128	10	140	105	83	23	13
100150054	0	16	25	12	11	22	59	0	0	0	49	0	0	18	5	36	18	0
100150067	0	0	11	3	8	1	17	0	0	3	22	2	0	16	4	2	4	0
100150090	23	23	49	32	18	44	101	10	0	14	56	45	21	39	59	36	17	15
100150119	12	27	117	20	72	58	207	16	1	10	189	85	4	19	14	33	116	4
100150128	41	38	152	16	26	151	66	11	1	64	74	60	13	34	52	64	19	63
100150137	1	0	1	7	2	0	13	7	0	0	9	13	0	27	1	0	0	0
100150181	24	46	97	18	50	68	117	92	6	32	257	91	19	97	72	66	23	13
100150204	0	5	22	6	2	9	18	0	0	0	20	19	5	11	13	9	0	0
100150205	0	0	17	5	7	11	8	0	3	0	25	10	0	7	0	8	9	0
100150220	14	6	0	5	10	3	14	0	7	0	36	0	12	17	8	0	9	0
100150223	0	6	4	5	8	0	25	0	0	0	5	1	0	17	3	2	0	0
100150224	0	11	18	15	11	9	8	10	0	10	49	5	0	28	6	20	24	1
100150246	33	0	0	4	37	3	0	0	0	0	2	0	0	0	13	0	0	0
100150256	18	0	30	6	15	2	16	1	0	4	17	11	0	37	2	23	1	0
100150267	44	30	98	80	104	67	174	22	5	64	106	98	26	132	142	82	49	8
100150269	15	47	124	22	79	90	107	28	36	25	102	83	5	48	104	57	40	0
100150280	1	3	7	0	0	8	7	0	3	11	0	0	0	6	5	0	0	0
100150283	0	5	13	0	1	10	63	4	0	5	10	13	6	10	4	8	5	0
100150288	0	0	10	5	0	0	35	0	1	0	18	0	5	30	14	19	8	0
100150296	5	26	9	1	4	12	19	20	0	7	28	18	6	13	7	22	4	0
100150304	2	2	14	4	0	7	38	0	0	0	23	36	9	0	7	0	23	0
100150331	15	2	0	0	0	6	20	0	2	0	11	3	0	24	7	0	3	0
100150342	0	63	23	0	14	11	16	7	0	33	15	8	8	62	20	81	13	9
100150366	0	0	11	2	0	28	0	3	0	0	6	1	16	8	16	2	13	7
100150385	52	39	34	32	27	28	136	37	3	32	84	39	14	77	93	45	17	7
100150414	40	44	37	35	87	75	131	13	19	46	137	129	12	57	152	99	107	16
100150428	126	137	97	39	61	97	298	50	39	63	275	134	14	86	177	76	65	0
100150438	6	5	11	3	5	8	17	5	0	10	7	18	9	17	1	12	1	0
100150452	55	5	19	44	27	55	57	4	22	0	49	20	2	13	110	46	16	0
100150463	39	12	6	13	30	33	76	8	0	0	71	29	0	50	25	38	7	0
100150472	98	33	194	47	99	173	232	26	32	44	197	134	51	223	164	55	91	27
100150484	4	0	7	0	8	19	0	0	0	0	9	11	0	4	20	20	11	0
100150488	0	26	7	34	20	13	60	36	0	0	34	16	5	30	9	7	5	4
100150500	7	4	29	14	43	37	30	0	3	6	32	22	5	44	21	18	26	11
100150502	0	3	74	0	25	75	44	18	0	47	19	59	0	10	3	72	19	0
100150512	36	28	77	19	45	43	107	7	8	33	52	39	27	107	84	40	32	3
100150557	7	11	40	0	4	2	11	0	0	6	28	18	0	11	3	27	1	5
100150568	0	26	16	21	14	25	47	2	0	7	62	29	7	24	29	37	14	0
100150581	7	0	9	1	25	18	3	1	2	0	10	1	3	13	11	7	0	5
100150619	1	0	20	3	3	19	0	0	0	14	0	0	0	0	1	0	0	0
100150651	50	28	10	24	14	27	55	8	7	11	56	13	17	50	55	20	5	0
100150664	21	53	24	64	21	35	34	14	2	30	30	58	11	74	33	78	23	0
100150672	44	34	62	54	34	34	90	9	15	23	50	40	15	68	46	26	26	15
100150674	5	0	23	15	6	6	8	0	0	4	0	30	0	7	17	4	5	1
100150676	27	9	41	23	3	18	61	8	2	11	41	9	28	26	40	43	9	11
100150682	2	0	2	0	0	25	3	4	0	0	20	11	1	15	3	5	0	5
100150691	8	16	6	2	5	13	7	4	1	10	8	5	5	8	8	1	0	2
100150696	38	30	84	49	64	74	181	38	1	31	123	91	11	70	92	101	32	6
100150701	81	40	68	28	51	64	155	4	5	0	146	52	2	69	71	45	45	7
100150704	0	24	13	29	21	17	32	9	2	28	78	74	2	51	38	21	42	7
100150726	46	36	220	62	80	82	152	33	24	13	198	130	0	89	146	117	70	0
100150732	2	0	5	4	14	8	34	9	0	1	15	36	0	22	5	7	14	0
100150764	4	0	2	0	0	5	0	0	0	0	0	3	0	1	0	2	0	0
100150814	25	15	58	19	3	56	21	16	10	17	82	93	3	26	41	3	11	0
100150830	24	0	16	18	0	9	47	0	9	6	13	0	0	5	7	8	0	17
100150844	7	16	65	16	17	14	72	15	9	0	7	79	5	74	42	69	51	1
100150849	83	71	60	21	91	74	142	18	47	44	184	158	4	97	77	38	12	13
100150876	38	26	34	3	0	12	34	0	0	23	21	5	0	4	21	0	3	0
100150889	0	6	1	0	2	1	4	0	2	1	0	0	0	4	0	0	0	3
100150892	22	2	18	0	2	10	29	15	5	4	66	16	2	44	30	10	12	0
100150909	9	3	4	0	2	1	2	0	0	0	9	5	1	2	0	0	0	0
100150917	135	456	406	197	86	1135	537	232	1236	457	474	426	45	95	1042	1551	144	1
100150924	27	0	31	3	3	40	56	0	14	6	13	35	8	55	109	19	10	2
100150934	14	0	37	11	10	10	68	12	4	32	39	23	1	13	4	3	7	0
100150939	26	18	42	20	22	33	111	12	0	25	60	41	5	51	31	27	12	4
100150965	0	0	0	1	4	0	19	6	3	1	1	11	0	21	5	6	0	0
100150980	6	10	1	0	1	0	22	0	0	6	10	7	0	24	13	0	0	20
100150991	2	0	8	3	4	3	2	1	0	7	0	13	1	0	0	3	1	0
100150992	5	3	16	9	0	0	13	2	0	0	13	0	0	3	27	0	0	0
100150997	0	2	13	3	9	10	50	0	0	17	5	9	0	3	1	37	2	0
100150998	0	0	15	6	6	26	4	0	1	9	10	2	0	47	22	0	8	0
100151018	0	3	14	4	26	2	9	0	2	0	18	0	0	0	0	7	3	0
100151026	48	27	77	26	43	36	84	17	7	14	73	22	10	48	56	29	10	1
100151027	0	0	0	6	3	0	1	0	0	8	37	0	0	14	12	15	13	3
100151036	6	13	1	1	4	12	6	6	0	1	1	0	0	15	4	16	14	0
100151039	13	3	8	0	0	0	9	2	0	12	4	5	0	0	0	6	5	0
100151041	0	0	8	1	3	0	7	0	0	0	0	0	0	0	23	8	0	7
100151059	77	33	98	19	40	43	105	15	10	17	167	89	23	62	20	8	15	20
100151075	71	20	117	63	68	110	391	36	23	88	175	126	34	178	129	87	41	26
100151110	43	28	121	44	68	91	146	31	21	58	124	86	22	80	44	112	77	13
100151112	6	7	15	42	100	4	59	12	0	49	43	35	16	48	69	57	22	7
100151129	4	5	9	0	5	4	31	11	1	12	12	3	13	21	6	5	6	16
100151141	121	93	178	71	82	98	143	16	1	74	167	115	43	158	117	110	46	5
100151149	155	190	286	75	186	168	364	94	35	116	500	227	14	177	223	100	62	38
100151151	77	4	4	5	2	2	10	0	0	0	4	20	0	10	7	3	8	0
100151157	97	33	33	30	83	83	120	23	3	13	71	39	24	96	38	94	42	0
100151158	118	125	253	76	166	140	256	28	48	79	175	131	42	175	303	91	51	12
100151163	32	16	34	25	80	24	119	1	4	27	52	58	65	131	35	52	62	0
100151173	0	0	16	27	0	0	0	0	0	0	4	8	0	0	166	8	3	0
100151174	39	40	60	11	45	32	77	22	6	31	79	93	5	82	47	28	22	9
100151181	2	0	0	0	9	11	31	0	3	1	13	0	0	6	17	13	10	1
100151186	0	4	10	11	11	0	6	0	1	5	23	30	2	28	4	26	3	4
100151195	0	14	9	0	3	0	0	0	0	0	8	1	0	0	6	4	9	13
100151215	51	67	120	60	105	145	154	30	7	19	170	171	32	83	152	93	55	15
100151220	476	364	927	610	578	744	1857	271	100	343	1333	1066	206	1116	993	559	312	138
100151239	2	18	18	3	37	24	72	8	1	1	32	21	17	27	17	19	6	0
100151249	0	0	12	0	4	26	0	0	0	0	0	33	0	33	0	26	0	0
100151255	41	50	150	107	152	81	253	43	10	115	241	114	50	292	129	170	99	18
100151256	0	2	8	8	6	3	5	1	0	0	6	41	6	39	19	23	18	0
100151262	6	5	9	0	0	0	8	1	0	0	0	5	0	2	0	11	0	0
100151263	7	10	17	0	19	5	14	3	0	13	10	1	8	12	5	6	4	1
100151287	46	12	40	25	30	32	53	8	10	39	26	48	12	44	32	51	30	1
100151323	9	28	21	14	21	26	39	6	0	6	48	27	15	5	19	12	23	9
100151333	1	8	13	2	1	2	7	0	0	9	21	2	0	10	7	14	0	0
100151335	0	0	0	1	0	5	3	0	6	0	12	0	4	0	0	19	3	0
100151338	21	38	37	11	19	3	24	0	0	0	88	36	15	9	8	19	0	1
100151347	219	264	347	216	177	186	467	46	48	92	397	434	93	418	282	156	90	30
100151358	28	16	8	6	4	61	50	3	0	10	12	9	2	19	16	40	12	0
100151368	0	4	5	4	3	0	23	0	0	0	13	32	0	5	2	0	13	0
100151400	33	60	94	68	21	35	95	50	4	109	99	102	9	86	125	76	76	0
100151416	15	1	0	11	0	0	1	4	0	2	8	19	0	24	11	14	0	0
100151439	5	1	10	99	13	1	66	0	0	97	3	15	0	33	7	7	10	0
100151488	253	169	187	164	92	94	160	29	8	272	199	299	25	141	148	101	48	60
100151491	2	2	4	0	26	0	26	0	0	7	14	2	1	38	5	6	7	4
100151502	0	4	4	15	16	10	23	0	0	1	32	3	0	15	10	2	2	0
100151507	1	0	1	6	4	9	6	0	0	0	2	0	0	11	11	7	0	0
100151551	108	87	139	117	88	65	299	35	9	38	186	196	7	147	230	102	63	32
100151562	46	41	166	17	105	92	165	36	5	29	169	134	5	120	92	150	38	17
100151570	9	7	2	2	7	4	26	0	2	13	9	23	0	22	11	38	12	7
100151589	8	31	60	8	6	26	39	21	8	67	79	18	8	39	58	44	2	13
100151593	2	0	9	0	2	11	10	0	0	3	10	7	0	6	4	0	0	0
100151597	7	6	7	7	2	42	61	1	4	0	49	6	3	40	27	16	9	10
100151606	11	10	12	31	10	6	21	26	0	19	29	3	6	28	18	2	12	0
100151626	0	2	4	7	11	7	2	0	0	0	5	3	1	11	0	10	1	0
100151755	24	24	41	20	11	30	75	13	7	9	69	30	12	75	30	24	13	3
100151757	2	7	4	0	0	6	49	2	0	0	15	14	9	21	24	1	0	4
100151759	113	47	224	70	135	164	211	51	3	95	245	173	7	113	169	158	33	3
100151762	4	12	17	11	11	15	83	0	0	32	14	99	13	88	11	51	30	13
100151763	2	0	5	0	26	0	5	5	0	0	48	0	0	0	40	1	4	0
100151764	1	0	19	0	0	1	30	3	0	11	2	0	0	31	0	25	0	7
100170660	10	23	40	14	14	12	66	1	1	0	25	13	4	17	13	17	7	0
100170781	39	1	45	13	4	36	49	0	0	7	24	47	0	6	58	30	17	3
100170782	10	12	26	5	9	6	15	8	2	1	4	49	0	21	15	23	4	0
100170783	6	16	5	11	10	1	20	1	14	14	5	10	0	11	29	3	0	0
100170785	15	19	124	40	36	108	129	23	14	54	93	38	38	219	54	64	36	15
100170786	39	77	42	40	42	20	67	14	0	4	80	28	0	47	35	12	46	7
100170789	32	28	34	16	34	22	73	11	3	11	119	35	22	85	54	38	38	13
100170790	0	0	0	0	0	0	4	0	0	0	3	3	1	139	0	2	0	19
100170791	64	11	17	56	48	24	39	0	0	0	86	21	1	24	45	34	5	0
100170793	63	19	42	192	63	41	98	30	5	58	73	22	25	76	41	29	25	17
100170796	41	61	101	32	60	41	85	19	3	17	78	18	7	38	25	23	39	0
100170801	22	12	14	4	14	10	46	0	0	11	3	27	8	2	30	0	9	0
100170805	27	51	212	77	104	84	252	36	19	98	189	165	27	209	190	67	27	14
100170806	10	25	8	12	15	19	51	2	0	14	44	41	8	21	13	29	38	0
100170811	13	0	22	26	6	40	37	0	0	10	72	51	17	54	37	7	27	7
100170813	8	8	5	9	6	4	27	1	0	0	52	38	14	2	20	7	0	2
100170816	82	87	84	76	68	78	137	31	8	9	200	86	18	141	90	32	50	19
100170817	29	12	38	67	13	49	64	5	1	6	49	32	11	38	82	18	16	7
100170821	6	8	36	11	1	5	35	13	0	7	44	29	9	6	22	58	9	0
100170822	2	0	1	0	4	16	0	0	0	0	30	2	0	11	7	16	1	0
100170826	0	0	2	7	7	6	7	1	1	8	12	1	0	0	1	7	18	0
100170827	6	16	20	1	2	31	22	0	5	13	13	16	0	24	21	4	7	0
100170828	17	7	36	6	36	60	149	0	0	17	26	19	18	25	48	59	3	0
100170829	182	174	309	212	179	251	525	95	91	206	591	285	106	407	391	167	141	70
100170831	5	10	0	0	3	6	29	0	0	4	7	15	0	37	2	9	0	0
100170833	1	0	5	0	0	7	7	0	0	17	0	6	0	5	0	18	0	0
100170835	9	19	27	28	18	31	65	19	28	20	49	82	3	16	45	20	2	0
100170838	0	4	0	4	3	1	12	0	0	0	1	3	6	6	3	16	1	0
100170938	118	66	151	82	109	97	181	41	22	48	222	180	11	95	154	131	74	2
100174902	0	0	2	3	1	23	5	0	0	5	2	14	11	6	1	3	10	8
100174951	12	26	20	57	14	12	63	18	0	74	57	70	2	66	45	60	23	6
100189615	255	251	518	441	393	391	877	151	61	365	854	524	122	875	547	559	247	45
100189616	17	63	20	53	30	6	39	2	0	11	75	35	2	52	7	34	10	6
100190888	0	18	3	2	7	1	0	0	0	0	0	0	0	10	5	0	2	0
100190889	0	6	32	21	1	9	19	23	0	8	25	4	1	25	15	66	13	0
100190951	0	3	12	0	0	5	16	0	0	0	4	9	5	0	0	0	0	0
100192208	3	14	37	7	0	34	23	0	0	9	39	19	1	14	6	18	9	0
100192212	76	27	77	18	58	62	105	15	7	17	113	75	14	91	42	85	56	8
100192213	10	3	194	11	9	53	38	3	3	7	63	5	17	23	46	30	6	10
100192215	0	4	0	1	0	2	23	4	0	0	9	5	0	0	1	5	0	0
100192219	2	15	54	5	34	9	34	2	42	2	117	26	92	124	31	21	9	1
100196920	0	2	10	3	0	0	32	0	0	22	0	1	3	29	12	15	1	0
100196921	0	0	7	5	0	0	6	0	0	1	5	7	3	5	4	18	2	5
100216326	6	14	8	24	14	20	44	0	3	20	66	13	0	80	28	27	5	2
100233211	12	3	0	0	2	0	0	0	1	0	11	3	0	0	17	0	0	2
100270672	0	0	0	0	0	3	8	0	0	0	0	3	0	9	3	0	0	0
100270726	117	179	71	78	66	69	174	41	21	32	210	98	32	48	215	67	40	3
100270734	51	54	123	8	33	67	83	13	9	13	83	97	17	91	99	40	56	16
100270739	20	22	28	24	10	4	17	0	0	10	37	27	60	16	8	22	24	0
100270757	0	0	0	0	9	0	6	2	0	1	4	0	0	8	0	9	6	0
100270758	10	0	57	18	4	17	62	0	0	31	20	22	17	45	11	29	17	0
100286774	15	25	23	11	16	9	21	7	0	14	41	23	3	37	41	48	6	0
100286775	0	1	8	9	2	18	7	0	0	0	2	12	10	0	4	0	0	0
100286814	1	1	58	44	10	0	10	0	0	37	18	40	58	70	6	55	2	5
100294690	118	0	29	10	22	0	72	18	0	47	38	30	12	65	27	12	14	3
100301513	0	0	4	0	0	0	14	0	0	6	0	1	0	9	11	1	4	0
100301946	0	0	2	12	0	1	5	9	0	0	8	0	0	0	0	1	23	0
100301982	11	18	53	19	2	13	123	3	7	55	64	26	23	105	56	91	11	4
100302390	9	5	12	20	21	12	54	0	1	16	98	17	0	17	25	0	5	6
100302404	3	4	11	0	3	0	48	0	0	4	16	0	2	8	0	2	9	0
100302470	4	1	22	7	16	5	22	0	0	6	4	8	23	64	5	53	21	0
100302659	21	14	31	1	19	31	36	5	0	25	66	20	21	31	20	2	21	0
100302660	9	0	5	0	7	0	17	0	0	0	11	10	10	2	20	4	3	0
