	H4	H5	H6	H1	H2	H3	G10	G11	G12	G7	G8	G9	G4	G5	G6	G1	G2	G3
100303756	8	19	25	2	6	22	244	0	0	4	65	18	8	61	7	123	15	0
100307075	15	33	66	26	23	41	61	18	1	33	67	13	8	89	35	42	21	0
100307076	16	0	35	15	39	167	46	8	8	48	35	71	7	40	54	14	21	5
100307085	1	9	12	29	0	4	17	8	0	2	12	29	0	13	5	7	0	0
100307098	591	590	1161	663	711	639	1252	239	135	427	1845	997	141	856	726	579	310	79
100307104	15	5	75	23	30	23	75	22	4	13	78	36	9	48	41	36	21	6
100307105	0	0	3	0	0	2	22	3	12	2	7	4	0	17	10	5	6	0
100310784	28	9	45	41	22	39	99	2	0	23	41	22	26	93	48	27	12	9
100310831	5	19	113	38	125	47	162	9	9	24	93	86	4	19	144	30	20	36
100316941	16	1	13	5	4	9	47	1	1	0	11	31	1	13	22	13	12	0
100317089	47	40	60	47	42	45	122	37	13	12	139	105	13	33	82	46	42	1
100317105	11	0	0	4	1	1	0	1	0	4	3	11	0	11	0	0	11	0
100317129	44	17	37	64	23	36	84	4	3	2	38	51	3	43	66	7	13	18
100317281	35	50	66	73	81	57	159	31	5	83	75	66	41	165	66	50	52	3
100317353	31	43	76	23	32	49	37	4	2	9	75	77	13	33	53	14	20	18
100317496	249	159	511	185	176	179	769	69	67	142	490	329	103	415	253	264	157	37
100317613	17	10	10	6	9	14	39	4	0	11	25	17	1	21	13	12	5	0
100317614	3	0	12	2	16	4	29	0	0	8	32	22	0	45	9	39	16	13
100317899	28	2	34	5	36	34	87	8	0	20	86	8	9	10	27	20	18	0
100317924	31	53	37	51	102	43	131	2	1	69	46	23	2	20	30	14	4	45
100317933	8	6	16	16	7	0	22	2	0	4	26	5	0	29	43	3	8	0
100317962	64	3	35	13	49	28	21	4	6	213	123	11	9	38	30	5	17	0
100318080	17	10	84	21	28	31	70	23	2	15	106	48	7	101	22	48	40	4
100318116	4	22	4	0	9	40	18	0	0	0	16	34	5	13	0	9	0	0
100318165	10	3	9	1	0	7	15	0	0	1	9	14	0	10	13	0	1	0
100318173	1	2	0	0	6	0	8	0	0	0	0	0	0	5	10	4	0	0
100318301	21	6	26	10	14	23	15	3	6	27	36	30	10	14	21	16	3	12
100318317	170	157	331	132	857	172	457	76	69	86	2179	266	61	297	543	175	140	38
100318335	5	20	18	14	14	2	36	4	0	7	8	12	0	7	21	7	8	0
100318353	186	180	181	186	282	277	529	80	22	143	599	364	52	202	427	152	103	36
100318355	223	97	456	234	215	262	735	95	21	130	629	370	66	505	375	245	223	35
100318566	296	120	262	92	181	186	429	79	18	59	263	212	52	286	299	137	24	19
100318736	240	219	404	175	458	223	570	146	87	151	737	431	57	372	386	335	157	30
100318854	42	125	93	44	51	19	262	34	17	213	125	49	18	134	72	100	50	2
100318899	24	38	136	90	85	40	217	22	9	52	165	66	42	117	102	59	47	14
100318936	27	110	138	40	100	59	242	57	26	51	193	97	12	60	64	84	27	2
100319064	23	10	65	42	45	80	142	13	4	31	13	113	28	253	52	96	39	1
100319138	56	49	90	28	89	80	175	51	5	29	111	95	54	98	71	62	27	0
100319235	0	0	20	0	0	9	25	0	0	0	5	4	0	0	0	16	0	0
100319240	2	9	3	0	0	11	0	0	0	7	7	0	0	4	0	2	0	0
100319387	0	0	5	0	6	13	11	0	0	6	0	1	3	5	12	16	3	0
100319820	31	19	26	34	15	45	68	9	2	9	25	41	0	22	67	33	3	7
100319849	88	62	233	97	147	124	365	44	31	59	195	150	113	180	139	85	83	16
100320028	3	4	22	2	12	5	23	0	0	16	6	12	0	34	13	22	4	0
100320132	3	0	6	11	0	9	18	0	0	0	1	9	0	15	11	10	0	0
100320270	14	28	21	28	11	21	61	0	0	0	31	16	17	12	46	11	11	1
100320280	6	0	5	21	18	13	37	9	9	9	27	7	10	44	16	17	11	0
100320289	19	20	49	20	12	16	68	3	4	42	32	12	1	128	28	81	33	10
100320305	7	13	2	0	0	3	0	0	0	0	0	7	0	12	13	0	0	0
100320357	5	8	3	8	28	8	30	19	1	10	10	11	0	39	25	12	3	4
100320445	66	58	32	41	67	59	121	6	14	49	111	99	38	186	57	87	95	2
100320541	38	42	58	51	44	90	167	269	6	35	126	99	18	105	79	52	41	25
100320658	14	6	5	8	4	7	12	4	1	9	17	30	6	25	8	1	0	0
100320774	97	10	116	23	70	19	151	18	10	42	235	74	38	120	33	67	68	0
100320914	27	13	32	58	49	28	120	19	2	71	19	31	7	37	41	11	15	0
100320926	0	11	11	0	0	0	0	12	0	0	2	1	0	36	12	10	0	0
100321011	1962	2316	1164	657	2547	1400	3654	205	80	603	2464	2610	244	3047	3080	1480	1620	118
100321082	21	11	8	1	19	6	43	2	0	0	43	12	4	8	31	17	18	0
100321107	6	7	1	6	1	12	0	0	0	6	3	24	9	8	15	20	0	0
100321117	7	11	18	5	4	24	13	0	5	0	25	0	0	0	2	7	7	0
100321139	13	13	40	12	18	35	109	1	0	37	63	10	26	84	36	10	19	2
100321249	62	49	116	86	67	82	207	32	20	79	145	62	28	91	70	54	40	2
100321295	29	14	102	20	17	54	18	13	0	29	31	29	20	34	73	15	13	6
100321338	34	49	100	50	60	34	155	21	5	35	135	75	28	109	76	54	47	23
100321715	21	44	64	22	34	66	99	17	4	25	86	87	7	53	12	62	37	4
100321723	3	3	0	5	0	4	11	0	0	0	0	5	0	4	4	1	8	0
100321746	0	0	0	0	0	0	17	3	0	2	0	0	0	2	2	3	0	0
100321881	49	74	128	92	80	75	172	24	15	39	137	81	23	36	78	88	33	0
100321895	0	0	9	0	0	0	37	0	0	0	0	34	0	31	0	3	12	0
100322009	0	6	12	16	3	4	8	0	0	0	0	2	0	3	6	6	12	0
100322027	5	20	49	29	41	51	77	27	9	6	58	49	3	56	52	4	17	2
100322075	0	1	15	0	0	6	16	0	0	8	24	0	0	0	13	0	0	0
100322133	45	46	94	24	39	44	184	15	2	62	230	56	45	157	93	229	44	0
100322456	0	0	30	2	9	2	15	0	0	0	2	0	1	10	0	0	0	0
100322583	0	0	4	3	1	0	9	0	0	0	0	9	0	26	4	0	8	0
100329124	2	2	69	14	36	42	61	26	0	16	57	36	11	52	32	30	18	0
100329171	1	6	11	10	5	3	57	0	0	16	16	19	5	34	25	14	29	2
100329241	19	26	17	42	32	14	92	15	3	32	40	43	18	82	90	90	43	0
100329245	8	0	0	2	4	0	9	0	1	0	12	0	0	0	1	2	9	0
100329252	0	0	5	0	0	0	24	0	0	1	0	7	21	20	0	39	4	3
100329254	0	0	11	0	2	17	14	0	0	4	2	0	4	21	17	5	3	1
100329262	25	0	28	0	10	0	8	0	0	0	9	0	0	20	3	4	1	0
100329274	60	71	89	28	71	63	159	57	2	24	205	162	28	72	419	65	39	10
100329277	12	18	26	11	20	5	16	10	0	7	31	1	0	21	7	16	1	2
100329287	6	0	27	4	36	4	17	2	0	0	18	20	7	13	14	9	8	5
100329294	0	0	1	1	0	0	7	12	0	0	11	0	0	3	0	9	0	0
100329297	5	2	5	0	0	12	3	16	0	16	15	4	15	9	5	9	8	16
100329304	0	13	15	5	0	0	12	0	0	0	0	3	1	12	22	12	0	0
100329327	4	19	3	15	5	2	10	0	0	5	14	7	0	5	2	0	0	0
100329328	27	38	65	36	43	55	103	5	4	16	99	56	25	92	62	11	22	5
100329339	0	0	3	0	28	6	1	0	1	18	3	10	0	8	24	0	27	0
100329340	17	10	23	2	41	6	40	0	0	0	9	2	2	12	18	16	10	0
100329344	4	0	13	17	5	1	21	0	0	10	1	13	0	5	0	6	0	0
100329381	0	7	7	0	3	0	0	0	0	0	9	0	1	0	13	9	0	0
100329385	0	8	2	0	1	0	7	0	0	9	0	10	0	11	7	1	0	19
100329390	34	50	128	86	69	74	225	38	8	45	197	187	14	164	98	82	34	0
100329397	26	70	89	29	42	34	96	12	9	21	142	108	6	97	81	58	34	14
100329402	42	59	26	24	23	67	70	4	8	29	39	11	20	25	19	18	5	1
100329422	1	7	59	6	29	5	55	1	1	5	38	23	13	55	36	56	48	5
100329433	25	3	0	0	10	18	42	6	0	1	34	1	0	1	11	3	17	0
100329452	1	9	20	15	18	20	16	3	8	8	22	25	17	48	25	29	18	0
100329456	7	22	75	43	72	23	92	13	0	18	70	90	21	76	55	45	30	0
100329462	36	38	39	7	35	3	40	11	2	23	55	34	0	21	25	12	10	4
100329473	73	82	113	58	92	34	135	18	36	50	153	100	9	66	94	69	41	0
100329483	0	0	15	0	0	0	21	0	0	0	0	8	6	7	0	0	0	0
100329491	0	0	1	10	2	0	40	0	0	0	16	31	2	9	1	18	0	0
100329494	42	30	81	62	53	44	196	16	11	15	95	104	16	66	93	30	11	5
100329495	18	23	84	6	20	54	80	0	7	31	57	51	9	41	19	36	8	0
100329499	58	50	126	54	84	46	95	12	0	54	203	117	11	68	37	81	30	1
100329505	45	34	63	18	34	25	38	12	3	15	87	32	7	66	36	69	31	0
100329528	0	2	13	3	0	4	15	6	0	1	10	0	0	29	20	0	2	0
100329531	11	3	24	3	15	9	25	0	0	5	44	10	0	14	13	2	0	0
100329583	18	29	62	17	11	31	125	6	25	44	112	76	31	60	73	120	71	20
100329607	1	17	30	2	19	7	10	3	0	19	14	14	5	54	22	4	10	0
100329612	59	34	55	64	89	38	117	38	14	30	93	51	15	91	67	39	14	2
100329632	60	34	130	56	75	86	201	45	5	43	83	71	33	169	98	94	77	8
100329656	66	71	31	19	40	64	163	27	13	60	95	63	8	100	91	77	35	11
100329657	0	0	6	8	0	0	0	0	0	0	0	7	0	0	7	29	0	0
100329687	16	0	41	8	17	18	43	0	2	31	114	17	15	22	24	33	7	0
100329702	313	255	612	292	305	369	715	91	50	338	672	379	294	724	380	116	187	31
100329706	12	21	38	34	47	7	50	6	19	27	137	23	0	35	25	28	10	0
100329707	253	326	333	211	298	335	758	70	105	186	589	407	71	482	414	468	129	58
100329721	60	47	67	58	55	36	178	10	4	34	193	167	10	120	122	94	40	11
100329730	0	1	14	9	0	7	22	12	0	2	32	16	0	6	19	4	0	0
100329742	2	6	11	25	62	12	36	18	7	10	15	4	1	12	19	15	11	0
100329748	0	12	17	0	42	29	57	0	17	21	0	23	0	24	0	0	21	10
100329767	5	0	6	4	5	0	9	1	0	0	2	8	0	0	8	4	0	0
100329779	132	84	299	72	219	175	409	93	26	150	361	204	63	291	158	113	163	13
100329781	10	14	60	9	14	22	60	18	13	8	42	37	0	27	20	42	21	1
100329788	6	19	68	24	62	26	97	7	2	49	39	29	3	63	39	70	28	0
100329789	5	9	23	15	0	16	7	0	0	4	36	0	0	6	11	30	3	9
100329792	235	269	319	211	257	244	586	91	66	87	704	379	61	355	509	150	122	43
100329827	22	0	18	7	10	7	49	1	0	5	66	12	0	30	28	18	9	4
100329847	5	7	8	8	6	1	21	6	0	2	32	2	0	17	1	14	8	5
100329854	51	17	16	14	16	22	59	7	4	38	37	39	4	43	45	38	13	5
100329855	8	2	11	12	10	8	54	17	6	26	6	35	0	7	2	20	0	4
100329862	61	38	47	85	35	26	134	33	24	40	57	46	30	139	132	142	60	9
100329872	44	39	136	364	62	62	148	14	14	205	139	338	5	295	330	91	33	6
100329879	0	30	20	15	11	4	18	0	0	3	22	8	5	36	16	17	0	0
100329882	14	35	9	22	20	55	49	2	0	6	32	20	1	46	42	139	101	4
100329883	103	73	173	184	52	177	513	77	18	129	262	231	48	195	310	174	112	13
100329887	124	65	292	125	149	212	434	85	88	97	352	69	36	99	212	105	25	27
100329897	76	104	189	48	70	159	308	52	39	84	356	129	42	178	150	115	33	25
100329900	11	6	42	37	3	26	45	29	0	0	67	42	14	32	23	20	12	1
100329926	35	32	79	27	50	38	95	12	4	59	78	72	3	19	43	68	16	8
100329944	40	40	66	29	5	15	56	11	0	7	62	55	2	92	59	32	2	0
100329953	220	283	404	180	551	165	697	91	22	236	552	296	31	554	414	282	264	91
100329955	2	5	1	0	0	0	9	0	0	0	15	14	0	3	7	8	1	0
100329977	1	3	11	1	0	0	20	6	5	1	6	1	0	1	10	0	0	0
100329981	0	0	6	2	17	24	42	0	0	46	5	12	0	20	6	22	0	6
100330004	54	3	59	9	17	0	40	1	0	1	57	16	2	17	23	14	17	0
100330008	39	11	34	42	65	39	186	17	10	30	91	84	15	134	95	39	25	28
100330010	7	2	14	9	34	4	26	12	8	0	23	32	0	8	20	9	5	0
100330019	176	189	534	844	242	227	449	709	44	72	855	242	60	203	629	217	753	28
100330031	37	48	63	41	72	31	241	16	15	70	148	127	26	69	130	74	28	8
100330048	14	17	8	21	20	0	30	12	0	0	49	10	8	4	19	16	3	3
100330077	9	15	37	6	88	4	98	7	0	29	65	64	1	5	68	66	15	0
100330105	18	3	18	17	12	3	36	16	8	31	74	24	0	8	6	0	25	1
100330122	15	14	11	6	15	16	15	6	2	8	24	3	6	16	8	12	2	3
100330143	0	10	20	13	0	0	0	0	0	13	9	13	0	18	14	32	3	0
100330147	53	48	57	29	70	71	186	15	16	18	84	57	22	49	66	56	20	3
100330155	52	26	61	89	13	75	110	4	4	23	174	96	58	123	101	121	17	6
100330160	21	22	127	52	92	39	193	26	13	37	177	74	14	191	84	74	27	19
100330167	8	1	19	9	33	23	30	0	4	4	15	4	0	51	26	0	4	3
100330171	5	0	23	0	7	4	16	30	1	7	22	5	7	8	7	0	0	0
100330176	12	6	14	12	4	24	34	2	0	14	35	12	0	27	11	11	2	0
100330183	47	22	62	38	61	39	115	2	20	16	33	75	7	88	40	59	10	4
100330184	15	11	32	9	14	9	34	2	0	3	22	16	3	19	7	1	13	0
100330186	74	40	135	70	87	70	205	15	26	39	217	137	45	108	194	85	72	24
100330198	21	15	96	0	0	16	46	0	1	12	70	45	0	13	22	8	14	6
100330213	15	4	17	13	18	9	37	9	1	0	14	25	0	22	27	18	5	2
100330221	2	7	2	3	19	6	9	2	0	7	6	12	2	17	19	4	2	0
100330238	2	0	1	6	4	0	9	0	2	7	5	0	0	0	2	5	3	0
100330251	8	6	0	1	0	0	0	0	0	0	7	4	0	13	0	5	8	0
100330275	12	0	4	0	0	7	35	2	0	4	11	0	0	20	6	27	2	0
100330276	56	9	29	76	70	57	182	19	11	71	94	59	32	83	74	98	51	3
100330290	10	0	8	2	3	0	2	4	19	0	0	7	8	9	8	5	0	0
100330300	4	0	0	0	10	0	6	0	0	0	1	7	0	12	4	10	1	0
100330305	0	15	20	9	22	9	61	3	0	16	29	27	0	26	9	22	15	0
100330314	9	4	21	39	13	54	59	57	0	9	56	8	0	18	23	12	18	8
100330315	34	5	34	27	33	46	137	38	0	0	156	54	11	86	43	73	23	0
100330319	12	14	54	5	26	14	69	18	0	7	74	66	20	53	55	43	14	0
100330321	9	6	2	9	12	12	32	21	0	17	27	12	9	22	21	6	5	0
100330322	1	0	14	0	5	2	20	0	0	0	13	5	20	8	11	0	0	0
100330353	21	91	37	9	37	27	142	9	0	45	162	79	12	77	63	54	43	0
100330358	73	147	228	120	131	72	399	46	32	88	373	187	69	172	219	142	99	13
100330365	226	139	38	22	33	38	59	47	28	31	55	29	1	49	150	156	26	3
100330371	83	108	109	97	88	166	238	17	52	40	219	188	19	200	190	55	69	2
100330395	0	0	20	0	3	2	4	0	0	1	6	0	0	13	15	11	10	0
100330405	14	23	37	9	40	28	62	12	9	31	57	12	10	39	23	20	24	8
100330410	2	12	15	4	0	0	19	18	0	27	6	10	1	24	31	13	9	0
100330411	32	50	142	41	82	72	133	13	11	28	160	71	16	169	72	100	37	6
100330415	30	7	5	0	0	2	0	0	0	0	11	15	0	17	8	0	0	0
100330433	16	58	22	7	5	13	24	0	0	2	20	38	2	46	5	12	0	1
100330435	2	7	20	0	1	1	8	0	0	6	14	1	8	74	14	79	7	2
100330439	13	0	0	0	0	2	2	6	0	0	0	0	5	0	0	0	2	0
100330443	410	312	536	346	452	450	934	164	45	173	1144	590	79	612	547	259	174	27
100330448	1	0	15	13	8	14	18	0	3	25	20	12	11	25	5	11	4	0
100330479	0	0	16	6	2	6	11	0	1	0	19	0	1	3	2	0	0	0
100330483	31	55	96	18	17	26	78	15	6	8	106	115	0	103	23	29	37	17
100330491	4	0	6	6	0	13	50	2	0	11	12	5	0	9	11	1	5	1
100330495	15	42	66	30	43	67	119	3	4	20	119	100	11	98	75	44	19	0
100330496	23	15	64	39	58	56	147	17	16	3	111	58	22	116	120	56	50	8
100330508	17	19	37	20	20	16	33	5	0	21	33	17	13	56	19	35	39	0
100330514	32	19	7	1	17	2	20	8	0	0	27	33	18	45	11	22	16	0
100330523	0	0	16	9	17	2	30	0	0	6	10	10	0	13	10	15	11	0
100330526	15	0	0	6	0	0	1	4	0	1	0	0	0	15	1	4	0	0
100330539	438	412	591	344	766	383	907	119	58	201	827	579	64	793	540	357	339	66
100330554	24	12	59	18	10	42	93	13	12	14	91	53	15	43	83	20	23	2
100330556	1	0	12	1	4	7	13	1	0	1	3	20	6	0	25	29	0	9
100330565	0	7	10	29	14	28	21	18	10	17	29	26	0	11	26	9	7	0
100330579	0	1	7	0	13	2	0	0	0	0	0	7	9	7	0	0	0	0
100330581	10	13	36	1	7	24	13	20	18	17	15	36	2	35	18	11	0	2
100330617	138	83	265	150	88	221	383	72	9	129	432	278	66	181	216	223	132	15
100330629	500	288	879	365	604	389	1029	226	147	172	1209	672	147	534	834	519	249	34
100330644	25	32	62	38	19	48	95	9	14	44	56	64	3	57	78	29	40	0
100330645	726	503	1019	512	743	711	1694	272	113	354	1543	885	148	1094	1128	719	370	72
100330650	11	7	9	11	6	31	17	2	0	0	15	23	0	20	7	0	9	0
100330660	24	56	133	36	30	37	95	27	63	38	83	31	23	21	65	63	29	0
100330669	91	75	88	46	81	61	194	26	18	41	290	131	25	105	147	83	55	0
100330672	3	1	58	1	26	14	48	56	23	31	87	76	68	84	22	87	29	0
100330676	11	12	19	6	5	7	62	0	0	14	25	23	0	6	1	1	9	0
100330695	25	34	67	9	41	32	46	17	4	12	69	53	9	25	54	19	5	0
100330698	0	0	0	2	0	0	12	0	0	0	2	0	0	2	2	0	0	12
100330721	22	15	92	63	30	50	108	9	9	26	47	73	8	72	63	39	25	4
100330730	0	9	3	2	1	2	0	0	0	2	11	2	0	14	2	0	4	0
100330736	0	0	5	4	9	5	38	27	0	15	5	5	4	70	0	21	8	0
100330741	2	15	0	14	6	0	20	25	8	0	7	16	0	1	32	2	8	0
100330746	17	36	60	8	24	6	0	0	0	0	70	9	7	48	34	18	13	0
100330754	56	85	94	91	109	51	119	34	8	22	137	60	20	54	24	47	4	8
100330765	0	0	0	0	0	0	3	11	0	0	7	3	0	12	7	0	0	0
100330772	41	11	32	27	48	101	77	9	0	33	61	68	15	87	53	34	34	0
100330777	16	29	39	2	13	12	48	7	0	2	28	10	2	37	53	21	19	0
100330782	30	9	72	7	8	16	79	7	0	31	34	41	0	40	34	33	21	0
100330789	30	22	50	10	42	17	60	10	7	48	132	31	6	63	44	41	13	0
100330824	16	37	56	28	4	28	23	0	17	16	25	21	4	20	8	17	5	5
100330830	0	28	77	16	351	38	87	20	161	54	100	65	0	74	130	52	31	0
100330838	3	21	25	16	3	11	52	5	1	12	16	3	3	23	17	26	31	0
100330841	183	160	276	155	155	201	547	111	36	89	463	316	63	374	290	228	158	39
100330842	0	0	16	0	4	0	9	0	0	0	12	0	0	0	68	5	0	0
100330864	11	50	13	5	1	5	40	27	11	13	20	102	18	67	18	35	41	0
100330875	23	18	35	15	30	29	62	15	0	0	43	38	0	37	63	12	25	0
100330881	51	60	86	41	69	102	172	21	20	54	200	96	19	111	83	82	37	5
100330886	61	5	75	51	50	18	56	4	3	15	86	25	32	38	37	50	27	0
100330897	0	0	19	4	0	14	0	0	2	12	0	6	0	1	4	6	0	0
100330908	12	8	12	18	5	34	17	1	2	11	23	3	0	51	11	47	12	9
100330921	82	44	139	85	47	64	116	24	9	34	201	45	41	64	58	49	43	30
100330925	12	2	12	8	5	15	27	1	9	22	33	9	6	11	27	26	0	23
100330940	4	0	6	3	1	4	17	1	0	0	4	5	0	34	3	6	0	0
100330943	28	199	70	22	38	139	154	5	5	104	303	228	7	36	359	166	353	3
100330945	0	23	18	15	13	6	43	10	0	14	34	3	8	21	27	33	16	2
100330952	8	66	16	22	30	30	80	8	13	96	140	66	8	114	47	15	12	0
100330974	40	41	95	27	23	32	40	2	0	7	56	39	0	25	31	17	21	0
100330978	0	5	1	0	1	0	33	7	0	9	15	0	19	14	2	19	0	0
100330979	0	2	11	0	2	0	44	5	0	9	25	20	1	6	4	8	16	0
100330987	12	4	3	10	10	28	0	7	0	3	38	20	0	2	15	6	14	1
100331014	12	32	68	58	58	70	159	45	6	75	253	84	11	62	83	115	20	7
100331020	4	42	25	7	18	22	89	8	27	15	61	21	7	59	47	47	6	0
100331077	0	3	6	1	7	0	3	0	0	0	10	0	0	0	0	2	0	0
100331105	13	4	10	18	19	20	20	10	0	5	18	31	0	11	10	0	10	0
100331116	17	0	10	8	17	15	11	2	0	0	11	12	0	1	0	0	0	0
100331130	21	22	43	24	50	31	152	23	11	71	129	19	28	33	40	53	14	11
100331149	14	5	10	15	8	9	27	26	0	13	24	22	0	19	2	8	14	0
100331155	27	15	39	71	40	37	83	27	5	39	76	48	25	46	39	39	31	11
100331162	4	1	5	3	13	6	19	6	0	5	10	17	2	10	2	0	6	2
100331166	22	18	51	15	38	61	118	8	0	6	121	77	1	71	52	25	39	11
100331179	4	5	8	9	2	14	18	0	0	20	7	9	4	3	11	14	0	0
100331186	0	14	17	0	0	0	22	9	0	0	13	8	0	10	25	9	40	0
100331199	7	0	22	8	0	8	14	0	0	0	8	2	0	11	4	8	0	0
100331208	0	13	16	1	8	19	40	2	0	1	35	5	6	10	5	12	8	0
100331214	22	10	12	13	26	22	43	16	3	5	68	19	9	9	13	13	4	0
100331225	199	183	168	59	189	374	352	59	44	24	136	374	9	265	233	91	120	90
100331226	22	40	23	22	8	0	6	3	3	0	5	0	5	35	0	1	2	0
100331227	3	11	4	2	15	8	15	0	0	8	7	25	3	38	28	3	9	0
100331248	3	8	4	0	1	3	31	3	0	0	15	8	0	18	6	3	4	0
100331249	2	0	10	2	15	9	14	0	0	5	9	9	6	12	6	0	9	0
100331252	22	6	20	15	49	63	124	23	2	28	77	57	5	51	62	8	12	0
100331256	106	26	55	38	61	61	79	53	1	17	81	140	0	142	40	42	18	0
100331257	7	4	15	6	23	10	65	5	0	6	40	19	3	5	37	6	15	0
100331262	52	36	83	27	76	184	341	4	8	68	683	398	3	91	65	58	58	8
100331274	37	35	79	28	39	34	73	18	14	36	205	54	11	52	59	24	8	7
100331282	44	0	0	0	0	0	0	19	0	0	5	0	0	0	3	10	0	0
100331283	12	33	298	22	206	21	71	9	5	55	38	22	10	113	51	135	32	4
100331302	0	0	3	0	0	0	12	0	0	3	3	0	4	0	0	3	0	0
100331323	34	62	49	31	52	61	108	9	10	57	107	73	26	131	93	74	30	5
100331329	4	6	16	11	4	11	23	12	2	12	11	24	25	29	11	61	2	0
100331330	0	0	3	0	3	3	9	0	0	0	14	7	0	14	0	0	13	0
100331333	7	6	46	21	1	35	91	2	2	21	45	4	8	94	44	56	28	20
100331363	54	51	27	20	17	38	76	21	14	17	66	36	0	5	44	30	9	2
100331368	0	1	2	1	4	0	4	0	0	2	12	5	18	34	13	5	1	0
100331377	13	44	36	14	22	29	62	8	0	0	8	7	1	17	44	29	3	4
100331387	35	22	41	24	36	46	43	2	15	17	52	72	18	57	34	25	19	8
100331388	38	13	43	2	0	6	111	1	14	8	63	29	0	6	16	0	8	0
100331395	29	0	31	23	10	0	17	0	0	0	10	6	0	0	8	0	7	0
100331412	151	75	265	123	85	90	427	40	3	139	231	139	31	400	216	252	112	38
100331424	9	13	41	20	47	33	62	25	0	24	46	29	0	34	22	24	38	7
100331431	55	124	162	88	131	162	272	14	7	71	322	169	44	144	187	131	70	7
100331439	42	43	81	61	26	81	272	31	19	77	100	133	49	188	169	199	46	8
100331455	3	3	12	3	6	0	15	0	0	1	8	0	3	14	2	10	0	15
100331456	25	21	74	34	16	16	58	16	2	39	61	43	3	49	57	19	20	0
100331458	26	12	48	7	14	28	81	2	1	32	55	33	0	58	9	53	12	5
100331465	7	17	0	0	0	3	36	9	0	10	42	12	0	43	8	14	0	0
100331471	21	2	15	7	2	8	59	0	2	2	13	41	6	42	27	14	11	1
100331484	13	7	12	23	0	0	4	9	0	11	17	29	0	2	22	20	7	0
100331493	21	19	12	8	4	9	13	9	6	1	29	20	7	15	20	26	14	0
100331497	9	0	0	10	4	6	15	4	0	4	22	17	1	18	4	1	0	0
100331498	0	3	6	15	0	0	19	0	4	4	7	0	0	9	4	1	6	0
100331502	0	10	7	0	0	5	0	0	0	5	1	26	5	0	5	0	0	0
100331504	17	18	61	24	63	26	91	24	15	1	95	74	16	36	28	16	14	4
100331534	39	36	50	38	30	58	111	5	3	35	223	65	42	70	54	87	33	0
100331536	0	0	0	0	0	2	3	0	0	0	5	0	0	0	2	10	4	0
100331542	3	7	3	9	3	3	13	0	0	0	0	6	0	13	30	0	0	0
100331554	19	14	40	4	30	42	23	19	11	7	30	63	5	47	30	12	0	6
100331561	2	7	0	0	0	2	6	0	0	13	2	8	0	1	7	1	13	0
100331563	20	34	68	17	32	60	153	0	5	84	70	27	27	81	36	123	51	9
100331568	11	1	9	2	1	12	24	0	0	11	3	23	6	9	4	2	6	0
100331575	0	13	0	0	0	0	15	1	0	2	6	6	0	10	1	1	0	0
100331576	0	0	0	3	0	10	7	0	0	3	0	0	0	1	3	26	0	0
100331581	23	0	1	0	9	4	0	0	0	3	26	16	16	13	30	6	9	0
100331587	3	10	40	11	13	39	51	0	0	2	2	10	8	13	13	3	7	4
100331590	37	72	106	51	121	63	194	10	17	80	222	89	3	157	110	75	70	22
100331601	3	10	18	5	0	19	72	0	0	7	54	4	0	35	0	2	3	0
100331646	41	50	50	44	51	26	93	32	7	61	100	54	14	122	51	82	32	6
100331649	34	28	61	53	59	45	135	15	3	12	152	128	5	60	102	31	19	0
100331662	0	19	17	18	11	9	9	0	0	16	6	16	7	11	24	5	0	11
100331669	28	49	71	47	34	54	162	9	22	26	160	77	19	89	126	75	64	6
100331680	16	8	0	0	0	29	8	0	0	0	22	21	0	11	0	32	2	0
100331694	7	6	26	4	7	8	19	11	9	19	16	24	7	10	5	19	9	0
100331714	46	33	33	18	12	40	39	0	0	0	35	32	1	2	21	13	6	0
100331729	14	4	38	7	9	4	18	1	0	26	6	11	23	66	14	75	12	0
100331732	24	24	16	9	28	14	47	22	4	22	48	41	0	48	19	29	18	5
100331745	17	35	58	33	26	39	42	11	1	21	99	19	12	85	64	48	47	5
100331748	0	3	1	0	0	0	13	0	0	25	8	0	0	5	14	5	0	0
100331764	0	0	8	15	0	4	4	4	0	0	1	0	0	9	4	0	0	0
100331767	0	6	15	0	0	5	5	0	0	0	18	13	0	0	19	0	0	0
100331775	101	90	107	65	73	96	235	40	36	26	167	135	18	116	178	74	33	14
100331776	0	6	0	0	0	8	15	0	0	4	13	7	0	0	4	0	0	0
100331788	2	3	11	1	3	0	34	0	0	0	21	6	0	69	3	20	6	0
100331798	202	206	520	277	236	269	778	111	43	282	620	407	169	479	373	430	201	30
100331800	4	8	20	15	9	7	0	0	18	0	30	22	0	24	7	5	5	0
100331807	3	6	5	3	5	5	24	8	0	0	50	14	10	9	4	10	0	0
100331822	0	7	10	0	1	0	0	0	0	0	1	6	0	0	7	10	0	0
100331841	0	0	5	2	7	6	15	8	0	0	3	8	0	10	5	0	4	0
100331864	0	14	1	0	1	7	7	1	0	0	10	15	0	6	1	0	1	0
100331874	23	9	105	39	22	24	43	19	5	67	61	68	14	143	94	55	23	0
100331892	139	51	71	19	66	51	178	38	7	18	152	87	8	110	89	80	58	18
100331895	83	47	121	57	76	73	284	33	16	59	145	106	8	81	87	53	35	1
100331906	53	95	138	90	100	91	283	70	14	43	279	251	15	187	111	170	75	7
