#NAME	B7	B8	B9	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0
ENSDARG00000036865	6	0	10	0	0	8	0	0	7	2	0	8	1	0	0
ENSDARG00000036868	12	1	24	0	3	18	2	0	5	1	1	21	2	1	2
ENSDARG00000036869	0	0	0	0	0	0	2	0	0	0	0	1	13	0	0
ENSDARG00000036870	158	62	40	45	42	101	109	10	66	22	72	209	171	62	99
ENSDARG00000036875	595	103	389	158	306	452	196	260	282	126	241	378	404	96	133
ENSDARG00000036876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000036878	62	17	43	24	27	65	34	16	22	11	49	104	61	6	18
ENSDARG00000036888	28	1	38	24	34	21	51	10	36	7	30	61	44	32	14
ENSDARG00000036893	119	36	37	20	29	57	65	4	32	6	12	65	78	24	25
ENSDARG00000036894	57	20	55	20	14	70	23	9	66	20	13	112	82	25	67
ENSDARG00000036897	9	0	7	3	10	5	1	8	18	12	11	7	13	1	4
ENSDARG00000036903	13	0	0	13	7	0	0	3	0	0	0	1	0	6	0
ENSDARG00000036911	65	29	23	23	23	39	28	17	26	5	37	118	26	17	35
ENSDARG00000036912	6	0	0	0	0	15	1	0	0	0	4	19	0	5	0
ENSDARG00000036913	66	7	33	10	14	26	5	14	8	15	10	34	38	10	21
ENSDARG00000036915	44	18	46	6	23	37	52	14	14	6	24	39	46	21	11
ENSDARG00000036924	6	0	11	9	9	2	7	8	7	3	3	24	10	0	6
ENSDARG00000036929	57	8	27	10	55	40	16	37	27	4	70	97	45	11	32
ENSDARG00000036930	22	5	2	0	10	9	0	4	2	0	1	32	5	3	13
ENSDARG00000036940	12	0	0	0	0	0	0	0	0	0	0	3	0	0	11
ENSDARG00000036942	12	31	11	18	0	29	2	18	15	0	45	44	74	7	9
ENSDARG00000036943	104	36	97	18	32	74	25	37	41	52	52	52	22	33	17
ENSDARG00000036944	47	8	11	3	5	20	5	3	1	3	3	12	30	11	9
ENSDARG00000036952	0	11	21	0	0	29	0	3	5	0	12	27	36	0	4
ENSDARG00000036956	454	112	205	65	259	260	171	186	128	112	108	434	339	59	158
ENSDARG00000036965	138	20	62	25	75	83	77	25	56	12	39	64	71	29	15
ENSDARG00000036966	18	0	16	17	4	0	0	16	21	8	5	5	8	0	93
ENSDARG00000036967	171	49	57	27	84	87	54	27	98	35	19	96	80	32	36
ENSDARG00000036968	7	0	2	23	10	1	0	0	0	0	0	2	8	1	1
ENSDARG00000036974	5	0	2	0	5	0	4	0	0	0	0	1	9	0	1
ENSDARG00000036985	343	36	242	165	144	229	128	140	119	46	147	355	330	73	158
ENSDARG00000036987	0	11	0	0	6	2	12	3	2	0	0	1	7	4	12
ENSDARG00000036990	9	0	0	0	0	6	0	0	0	18	0	1	9	0	0
ENSDARG00000036993	159	15	54	38	19	77	55	45	35	20	23	5	57	2	29
ENSDARG00000036994	9	0	29	5	16	15	21	15	4	0	8	6	27	2	12
ENSDARG00000036995	9	3	2	0	1	9	0	3	0	0	0	8	1	0	2
ENSDARG00000036998	72	13	67	62	67	64	22	24	24	36	46	86	51	26	49
ENSDARG00000036999	60	2	108	20	29	48	14	45	12	10	13	53	78	28	20
ENSDARG00000037000	3	0	4	0	0	0	0	0	20	0	0	6	0	0	0
ENSDARG00000037002	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
ENSDARG00000037008	123	2	40	15	30	40	10	13	9	1	36	12	53	0	11
ENSDARG00000037009	443	77	223	109	176	271	102	81	104	40	113	256	197	79	71
ENSDARG00000037012	382	100	214	100	243	307	164	153	75	44	96	325	316	49	141
ENSDARG00000037017	356	95	281	112	176	328	135	170	115	74	142	294	297	101	154
ENSDARG00000037018	198	43	140	93	111	89	74	135	129	39	89	163	222	64	98
ENSDARG00000037020	1468	369	811	414	684	1097	518	542	453	346	487	1147	1183	445	472
ENSDARG00000037030	421	110	297	129	186	360	248	172	186	90	117	359	225	108	128
ENSDARG00000037033	10	2	0	0	0	1	0	0	3	0	0	0	0	0	7
ENSDARG00000037038	147	18	80	70	47	75	72	11	50	17	64	65	82	17	30
ENSDARG00000037040	4	1	0	0	27	0	0	0	0	0	0	0	6	0	0
ENSDARG00000037042	136	12	128	153	47	70	60	67	47	16	32	272	207	33	88
ENSDARG00000037046	0	25	0	15	2	10	60	23	0	6	1	0	1	0	2
ENSDARG00000037056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037057	121	0	68	46	42	156	67	10	52	0	54	91	175	15	4
ENSDARG00000037059	148	36	61	65	34	114	21	76	82	42	55	212	74	28	65
ENSDARG00000037060	1432	396	777	396	442	1130	696	401	288	209	759	1131	778	263	618
ENSDARG00000037061	55	8	31	18	30	27	26	16	6	12	25	61	61	33	42
ENSDARG00000037062	3	13	6	0	0	2	2	8	3	0	3	0	8	2	0
ENSDARG00000037064	8	4	18	10	6	33	16	17	19	0	23	42	29	7	1
ENSDARG00000037066	39	12	12	27	34	34	33	16	3	11	47	31	64	5	12
ENSDARG00000037067	10	0	7	1	12	16	3	19	12	0	7	2	49	0	11
ENSDARG00000037068	19	2	2	0	0	21	2	8	2	27	0	9	14	12	5
ENSDARG00000037069	71	9	31	5	55	33	3	23	20	0	25	57	42	11	19
ENSDARG00000037070	10	0	1	1	1	0	0	0	1	0	0	12	0	0	0
ENSDARG00000037071	118	23	88	20	42	90	37	72	29	15	23	64	71	1	29
ENSDARG00000037073	6	4	11	8	0	9	0	2	0	8	14	24	25	8	40
ENSDARG00000037079	36	0	5	12	11	41	15	20	0	5	23	9	35	6	6
ENSDARG00000037091	72	27	53	39	45	59	12	12	34	13	40	54	78	25	29
ENSDARG00000037097	79	10	51	21	29	79	39	29	39	16	54	70	59	24	68
ENSDARG00000037099	407	90	123	121	228	204	97	104	183	84	92	278	289	76	136
ENSDARG00000037100	2	21	34	15	0	12	2	28	1	10	9	18	12	39	0
ENSDARG00000037101	56	4	11	0	7	24	7	11	10	0	14	29	25	3	10
ENSDARG00000037108	33	8	10	5	6	33	3	3	17	7	23	7	5	12	4
ENSDARG00000037109	93	23	118	31	33	95	41	25	102	2	180	90	137	31	92
ENSDARG00000037116	260	39	75	61	51	131	67	42	47	41	84	117	118	35	78
ENSDARG00000037121	160	70	181	102	121	127	88	55	58	26	43	116	109	20	54
ENSDARG00000037122	323	53	479	100	150	180	116	146	72	41	132	311	359	88	73
ENSDARG00000037140	55	17	23	4	9	41	20	26	15	19	15	18	42	0	14
ENSDARG00000037142	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0
ENSDARG00000037144	0	0	0	0	2	0	0	0	6	5	7	14	0	0	2
ENSDARG00000037145	102	43	72	20	51	61	17	38	35	15	28	50	71	44	49
ENSDARG00000037153	48	16	36	16	3	54	19	6	25	2	11	16	11	0	14
ENSDARG00000037154	220	35	144	78	76	282	48	87	69	29	83	270	261	88	68
ENSDARG00000037155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037158	43	0	22	0	32	11	7	16	0	15	14	8	12	1	0
ENSDARG00000037159	8	0	10	0	0	5	0	2	0	4	14	2	5	2	4
ENSDARG00000037172	56	0	8	6	7	20	8	1	9	3	27	25	33	2	26
ENSDARG00000037174	15	0	15	2	10	16	0	0	4	2	6	5	0	2	6
ENSDARG00000037176	7	8	10	8	21	3	1	8	3	3	16	11	0	0	10
ENSDARG00000037177	714	167	396	189	238	335	337	265	268	164	353	510	589	61	160
ENSDARG00000037178	24	1	11	0	77	30	2	0	17	5	104	26	4	5	0
ENSDARG00000037186	43	0	20	0	15	10	33	1	7	0	10	23	17	4	7
ENSDARG00000037188	42	0	1	7	13	14	0	23	0	24	17	40	16	5	0
ENSDARG00000037191	3	1	3	0	11	14	1	4	21	0	24	21	1	1	14
ENSDARG00000037192	21	0	3	0	2	0	0	0	0	0	3	0	0	0	0
ENSDARG00000037195	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0
ENSDARG00000037196	331	75	217	92	105	311	134	178	105	60	161	309	372	120	85
ENSDARG00000037199	14	5	9	0	11	0	13	0	0	7	3	32	2	7	0
ENSDARG00000037229	299	98	116	63	118	199	171	81	62	55	160	264	183	84	71
ENSDARG00000037238	97	7	15	17	32	43	90	59	18	6	10	69	56	32	8
ENSDARG00000037244	19	0	11	0	4	0	6	0	1	0	0	1	1	0	0
ENSDARG00000037245	32	0	9	8	8	24	6	3	14	5	22	6	11	7	0
ENSDARG00000037246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037256	29	3	4	3	2	20	6	9	1	10	3	22	14	1	2
ENSDARG00000037259	15	6	11	1	3	3	0	0	11	4	4	21	7	3	0
ENSDARG00000037260	34	2	28	13	31	54	15	10	40	5	34	28	23	20	19
ENSDARG00000037261	50	1	30	23	24	31	25	12	3	12	22	39	1	11	1
ENSDARG00000037262	12	9	7	1	3	5	11	0	0	4	5	1	3	2	1
ENSDARG00000037266	17	2	3	11	14	18	1	7	6	6	3	4	0	0	2
ENSDARG00000037267	14	6	57	24	26	45	4	4	19	1	7	39	22	8	8
ENSDARG00000037276	45	17	1	13	5	15	13	0	3	0	0	11	44	4	13
ENSDARG00000037278	0	0	0	4	8	0	0	2	0	0	0	1	0	0	0
ENSDARG00000037281	27	13	22	76	13	24	54	15	50	8	26	6	61	0	8
ENSDARG00000037283	92	0	33	32	6	21	39	31	6	24	3	13	35	0	3
ENSDARG00000037284	108	24	76	19	66	72	27	11	56	21	31	59	33	23	50
ENSDARG00000037285	545	82	276	194	171	183	165	94	181	37	136	433	469	80	141
ENSDARG00000037286	41	7	27	8	69	9	44	8	5	0	18	45	63	11	22
ENSDARG00000037291	31	24	47	5	30	34	30	55	24	4	42	64	70	10	12
ENSDARG00000037292	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSDARG00000037307	1	0	8	0	0	0	0	4	0	1	0	0	0	0	0
ENSDARG00000037309	62	0	5	1	16	8	32	13	11	8	9	68	6	2	0
ENSDARG00000037318	121	22	53	32	18	90	32	42	37	35	25	69	37	10	11
ENSDARG00000037320	13	11	0	6	2	5	1	4	7	1	0	9	1	0	1
ENSDARG00000037324	22	78	21	13	20	22	51	53	74	6	14	99	201	1	94
ENSDARG00000037334	3	22	12	30	1	1	3	0	0	39	14	2	13	0	1
ENSDARG00000037337	82	45	32	26	35	66	29	51	19	19	19	75	120	14	16
ENSDARG00000037350	651	75	287	156	243	353	190	154	195	104	225	213	327	139	183
ENSDARG00000037353	74	18	35	26	1	30	15	39	22	7	8	65	77	38	57
ENSDARG00000037358	121	37	109	42	31	75	65	32	12	15	50	97	136	60	34
ENSDARG00000037359	1	0	5	0	5	4	0	0	2	0	0	2	10	0	3
ENSDARG00000037361	81	19	37	11	38	30	7	48	31	3	35	37	54	9	8
ENSDARG00000037362	75	19	33	21	10	46	23	10	21	6	15	48	18	6	20
ENSDARG00000037363	268	77	28	53	25	97	52	101	38	30	40	272	113	47	102
ENSDARG00000037373	39	20	48	10	48	54	12	27	23	28	43	81	105	34	96
ENSDARG00000037378	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSDARG00000037383	35	5	20	13	55	4	8	4	10	5	18	9	26	17	11
ENSDARG00000037390	8	0	7	3	0	9	12	6	1	0	0	12	15	9	2
ENSDARG00000037392	15	0	19	29	17	49	33	2	16	0	2	2	5	0	23
ENSDARG00000037393	27	33	78	30	38	10	26	0	5	5	1	36	100	1	27
ENSDARG00000037397	225	3	50	4	10	46	9	0	34	3	15	65	54	0	2
ENSDARG00000037398	1	0	4	5	32	4	5	6	4	2	18	0	7	0	0
ENSDARG00000037402	51	0	27	8	2	1	3	0	0	0	0	7	30	0	3
ENSDARG00000037403	4	5	3	2	0	33	15	0	1	8	41	99	35	28	14
ENSDARG00000037405	29	6	8	5	5	20	7	2	5	0	20	0	9	0	0
ENSDARG00000037406	60	18	54	25	42	76	0	6	9	13	29	191	63	15	38
ENSDARG00000037408	13	4	8	0	1	0	0	8	1	1	1	6	0	0	4
ENSDARG00000037409	5	0	0	5	3	6	0	0	12	0	0	1	0	0	1
ENSDARG00000037410	0	0	11	0	5	9	0	0	0	0	0	5	0	0	0
ENSDARG00000037411	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ENSDARG00000037415	196	53	110	56	56	81	63	29	15	54	48	226	186	32	77
ENSDARG00000037421	299	65	159	84	151	197	76	103	55	40	30	239	154	49	182
ENSDARG00000037423	36	9	17	13	28	15	10	6	6	0	13	6	9	9	29
ENSDARG00000037425	15	9	8	5	5	17	1	6	7	4	13	25	4	8	16
ENSDARG00000037427	43	0	57	10	10	67	7	0	11	0	3	36	5	0	0
ENSDARG00000037429	60	4	37	31	19	26	33	9	18	0	15	61	9	0	36
ENSDARG00000037432	91	2	2	4	13	21	36	8	2	4	4	4	35	13	17
ENSDARG00000037433	270	86	107	61	124	215	110	102	109	57	81	217	212	66	46
ENSDARG00000037455	103	30	56	42	95	66	39	34	61	16	66	66	60	23	46
ENSDARG00000037473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037475	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ENSDARG00000037476	122	41	106	69	52	49	36	20	79	28	94	55	75	4	70
ENSDARG00000037484	3	0	11	0	0	0	2	0	0	0	7	0	0	0	8
ENSDARG00000037487	66	1	47	44	19	12	4	77	28	12	38	59	48	24	34
ENSDARG00000037488	1050	267	528	209	417	724	379	252	238	140	242	601	623	234	240
ENSDARG00000037491	0	0	14	0	0	0	0	0	0	0	1	0	5	0	0
ENSDARG00000037495	9	4	2	0	0	12	0	0	1	0	0	9	16	2	11
ENSDARG00000037496	308	50	315	37	169	394	221	114	76	95	107	484	720	136	206
ENSDARG00000037498	217	31	88	50	55	221	80	53	18	62	12	261	209	92	10
ENSDARG00000037501	17	25	12	0	4	30	12	30	7	0	1	15	35	0	4
ENSDARG00000037503	562	132	633	560	246	589	435	180	263	138	236	665	595	252	212
ENSDARG00000037506	77	14	36	7	40	53	42	16	4	9	27	29	43	9	25
ENSDARG00000037507	41	5	11	10	16	36	12	18	13	12	22	59	92	22	21
ENSDARG00000037514	58	5	35	8	6	26	3	3	6	14	9	38	28	5	4
ENSDARG00000037517	192	133	48	82	73	52	105	51	93	17	37	98	84	42	61
ENSDARG00000037526	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0
ENSDARG00000037527	10	0	2	0	2	1	16	0	0	1	14	8	0	0	1
ENSDARG00000037528	0	10	0	2	0	7	1	5	0	0	8	0	12	0	0
ENSDARG00000037532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037533	0	0	0	0	0	0	0	13	1	0	3	0	16	0	7
ENSDARG00000037537	26	1	6	16	4	20	0	9	0	1	14	7	15	4	1
ENSDARG00000037539	253	70	117	118	218	284	144	93	82	48	160	156	111	17	77
ENSDARG00000037545	0	6	12	5	4	3	0	0	9	0	0	9	0	11	13
ENSDARG00000037550	5	0	0	0	0	0	0	0	2	1	0	0	0	13	0
ENSDARG00000037551	8	17	30	26	34	24	30	12	58	4	60	21	17	39	14
ENSDARG00000037553	14	0	3	9	3	13	4	0	5	0	20	43	33	11	6
ENSDARG00000037554	0	0	17	4	5	21	0	0	0	8	0	0	0	0	0
ENSDARG00000037555	105	24	13	9	0	36	16	3	14	1	15	44	15	5	6
ENSDARG00000037556	71	22	6	14	15	75	15	25	10	41	10	50	31	5	7
ENSDARG00000037558	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037559	1338	264	445	384	418	703	397	284	406	277	331	788	1157	132	393
ENSDARG00000037560	109	16	49	59	46	59	74	20	30	14	24	136	69	7	43
ENSDARG00000037570	59	4	35	10	7	6	30	10	7	13	24	20	20	5	7
ENSDARG00000037574	143	117	92	134	154	160	221	42	54	89	38	199	213	15	55
ENSDARG00000037576	0	0	8	0	0	17	0	0	0	0	0	14	0	0	0
ENSDARG00000037587	180	30	71	43	36	83	46	24	37	15	59	87	137	25	48
ENSDARG00000037588	80	27	24	16	12	10	0	21	15	0	12	26	24	6	3
ENSDARG00000037589	64	10	44	9	16	43	21	40	6	6	9	94	66	3	9
ENSDARG00000037593	180	12	121	44	57	142	53	32	44	52	64	98	168	52	36
ENSDARG00000037598	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0
ENSDARG00000037603	7	2	0	1	23	0	0	5	1	0	0	1	7	5	17
ENSDARG00000037607	91	24	129	79	79	88	54	59	49	25	15	92	92	40	7
ENSDARG00000037613	0	19	0	12	0	16	0	0	1	0	0	17	0	0	3
ENSDARG00000037618	107	25	39	18	36	61	23	29	9	16	76	36	15	15	0
ENSDARG00000037628	75	17	47	47	60	33	24	17	33	2	22	36	24	6	49
ENSDARG00000037633	68	8	15	6	44	43	19	21	5	17	21	42	35	12	28
ENSDARG00000037639	8	1	10	0	16	27	25	8	4	8	1	16	6	4	0
ENSDARG00000037640	36	10	5	3	12	25	16	9	3	0	6	13	0	0	20
ENSDARG00000037645	2	0	4	8	3	12	0	0	0	0	0	0	0	0	0
ENSDARG00000037646	58	9	20	4	11	40	26	24	2	18	10	25	91	5	20
ENSDARG00000037647	37	12	1	7	0	15	18	2	6	0	5	23	36	0	14
ENSDARG00000037652	23	0	25	9	7	16	18	20	67	3	4	22	28	3	3
ENSDARG00000037654	47	0	37	6	6	11	1	13	7	1	1	32	6	8	2
ENSDARG00000037655	463	105	282	67	70	292	108	79	145	79	124	187	215	75	114
ENSDARG00000037675	72	8	34	42	123	65	33	47	40	6	42	79	79	26	18
ENSDARG00000037677	23	6	14	1	13	24	13	4	0	0	0	14	9	5	3
ENSDARG00000037679	40	5	11	0	60	19	4	59	4	1	0	7	9	0	0
ENSDARG00000037691	0	0	93	0	96	46	24	33	14	75	41	123	152	37	0
ENSDARG00000037695	79	0	77	28	37	48	93	36	40	30	30	171	116	0	41
ENSDARG00000037706	36	0	9	22	0	24	17	8	8	12	8	20	35	15	13
ENSDARG00000037708	67	56	62	22	48	69	44	58	53	17	50	142	83	1	18
ENSDARG00000037713	36	0	13	5	23	51	29	8	18	26	0	15	31	2	2
ENSDARG00000037738	2	0	0	0	1	5	0	0	4	2	4	0	1	0	0
ENSDARG00000037739	56	0	18	3	15	70	0	9	9	0	110	39	22	0	12
ENSDARG00000037746	2187	469	1172	509	935	1434	867	719	781	212	753	1208	1153	311	354
ENSDARG00000037747	119	55	154	56	112	126	148	88	87	39	40	182	142	89	82
ENSDARG00000037748	142	15	45	24	89	37	33	25	13	28	37	57	16	40	49
ENSDARG00000037758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037760	49	11	20	9	4	6	12	1	8	4	10	39	46	8	34
ENSDARG00000037773	165	69	121	76	98	143	126	79	88	70	41	155	122	47	108
ENSDARG00000037777	6	19	37	11	12	7	11	4	4	44	0	15	39	0	6
ENSDARG00000037781	203	94	86	33	23	126	72	44	39	25	95	83	118	62	89
ENSDARG00000037782	9	1	7	0	0	26	8	7	16	0	11	14	2	4	6
ENSDARG00000037783	372	67	265	82	148	150	172	87	118	157	247	160	223	68	196
ENSDARG00000037789	8439	2002	5440	2587	4701	5473	2427	3671	3686	1491	3104	5519	7912	1518	3347
ENSDARG00000037790	119	69	127	16	84	121	18	28	95	8	85	49	10	5	3
ENSDARG00000037794	38	3	37	15	33	57	31	32	30	47	1	29	51	38	1
ENSDARG00000037804	7	0	2	4	23	11	0	1	17	0	25	0	9	1	7
ENSDARG00000037805	7	6	0	0	0	2	29	0	0	0	0	2	0	0	0
ENSDARG00000037810	132	52	94	36	54	112	67	38	50	35	49	101	72	11	69
ENSDARG00000037813	36	21	37	6	19	32	22	26	29	13	17	35	80	12	36
ENSDARG00000037815	78	23	54	13	44	107	57	24	36	4	27	96	65	6	47
ENSDARG00000037833	10	4	13	3	9	13	4	0	0	0	7	35	27	6	0
ENSDARG00000037835	5	3	9	0	25	5	0	2	1	1	0	13	0	2	0
ENSDARG00000037836	0	3	16	0	0	0	1	1	0	0	4	2	32	9	11
ENSDARG00000037837	464	122	304	150	205	431	209	235	154	107	177	347	492	129	142
ENSDARG00000037838	601	217	385	234	297	557	293	209	194	118	253	670	681	152	310
ENSDARG00000037845	1453	298	963	357	582	1072	691	409	303	231	558	960	847	178	411
ENSDARG00000037846	96	31	48	43	12	26	26	19	35	17	30	34	40	8	33
ENSDARG00000037852	41	10	13	20	42	21	25	13	24	5	52	6	15	0	3
ENSDARG00000037855	22	26	16	3	60	42	13	8	14	1	4	60	23	12	3
ENSDARG00000037859	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037860	393	135	274	150	170	364	159	122	142	58	162	258	210	71	112
ENSDARG00000037861	23	0	19	2	0	0	0	3	27	0	1	0	24	0	3
ENSDARG00000037865	6	6	22	3	10	10	3	9	12	1	7	12	3	0	2
ENSDARG00000037867	50	16	43	24	42	20	33	34	2	36	11	46	22	6	48
ENSDARG00000037870	10129	2339	5948	3016	4200	6531	3643	3257	3562	1395	3728	6725	5787	1382	2475
ENSDARG00000037871	102	13	22	15	27	56	19	14	17	30	27	54	61	8	17
ENSDARG00000037872	139	13	64	57	41	82	59	64	54	42	44	136	83	33	71
ENSDARG00000037873	1	0	9	8	24	19	5	26	8	0	19	17	10	0	3
ENSDARG00000037874	4	10	17	0	0	0	0	4	7	0	7	16	9	3	0
ENSDARG00000037879	149	22	151	70	54	127	43	24	44	36	59	88	82	17	39
ENSDARG00000037883	7	2	4	0	12	14	3	0	3	5	8	11	24	13	3
ENSDARG00000037884	41	2	18	17	2	64	3	21	25	2	14	67	38	9	41
ENSDARG00000037889	78	10	43	3	21	64	17	24	22	13	36	38	32	5	8
ENSDARG00000037891	14	9	12	17	18	9	24	21	37	3	41	34	34	15	14
ENSDARG00000037892	17	1	0	0	2	23	0	16	0	0	9	5	3	0	16
ENSDARG00000037894	141	21	42	103	85	110	41	71	102	45	34	246	347	25	44
ENSDARG00000037895	22	0	7	0	0	4	0	6	0	3	13	36	0	2	0
ENSDARG00000037905	946	289	573	327	442	620	505	343	263	156	339	1048	1060	397	433
ENSDARG00000037906	40	4	4	30	2	24	23	11	25	1	16	29	18	7	8
ENSDARG00000037909	18	0	5	0	10	19	3	9	0	1	3	56	0	0	16
ENSDARG00000037913	0	0	4	0	20	5	5	0	15	0	0	2	5	3	1
ENSDARG00000037914	0	5	0	0	0	0	0	0	0	0	0	3	2	0	42
ENSDARG00000037916	72	16	40	26	7	25	17	8	11	4	14	22	86	14	14
ENSDARG00000037917	42	5	28	5	3	13	12	10	1	27	7	37	11	4	17
ENSDARG00000037919	1120	222	342	293	283	609	354	246	165	130	217	914	669	185	479
ENSDARG00000037921	217	31	89	79	57	47	50	45	56	21	67	153	175	35	75
ENSDARG00000037924	107	9	65	30	26	70	61	59	71	34	30	106	95	20	51
ENSDARG00000037925	240	97	194	21	169	276	101	118	114	27	125	359	203	83	123
ENSDARG00000037928	315	64	145	60	111	149	72	61	78	43	49	174	191	86	59
ENSDARG00000037929	10	11	7	25	23	18	6	8	6	1	6	38	13	12	12
ENSDARG00000037930	35	2	1	0	5	11	0	0	1	3	2	14	25	6	1
ENSDARG00000037932	226	15	187	45	83	137	27	24	44	16	50	92	103	62	23
ENSDARG00000037935	21	12	8	24	15	13	15	28	9	2	4	41	9	2	1
ENSDARG00000037941	165	27	63	37	74	157	56	46	52	17	44	141	123	75	75
ENSDARG00000037943	53	5	45	8	22	3	12	32	8	2	3	2	26	4	19
ENSDARG00000037946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000037954	47	21	40	14	11	27	21	24	6	14	4	49	20	4	28
ENSDARG00000037955	22	9	4	0	10	7	2	8	2	0	0	5	16	0	2
ENSDARG00000037958	16	8	54	0	16	13	3	12	11	0	18	26	46	0	7
ENSDARG00000037960	31	38	53	11	40	23	30	27	10	3	53	37	47	7	29
ENSDARG00000037961	33	0	22	0	0	22	0	0	3	0	0	4	0	0	0
ENSDARG00000037962	113	44	29	25	39	50	17	19	44	19	28	135	42	22	15
ENSDARG00000037963	23	0	13	3	22	2	0	1	3	7	11	25	18	0	2
ENSDARG00000037964	12	7	0	0	0	0	0	5	0	0	0	58	3	7	0
ENSDARG00000037965	1087	287	516	240	513	778	485	347	377	173	392	638	843	214	360
ENSDARG00000037966	0	0	0	0	0	10	4	0	0	0	5	0	0	0	0
ENSDARG00000037967	12	2	33	14	1	17	25	56	2	8	5	4	43	0	0
ENSDARG00000037968	74	32	59	53	44	107	52	8	78	25	90	93	128	48	39
ENSDARG00000037980	108	15	47	32	20	75	52	31	17	21	47	66	34	15	4
ENSDARG00000037995	0	0	8	0	0	8	12	7	0	0	1	0	0	1	0
ENSDARG00000037997	706	168	358	138	311	470	305	250	129	105	229	557	436	113	214
ENSDARG00000037998	272	100	124	73	178	121	79	61	92	71	108	93	128	16	36
ENSDARG00000038000	2	5	7	22	44	25	33	9	11	4	1	33	24	16	18
ENSDARG00000038005	66	11	111	27	47	0	16	65	2	18	21	88	54	18	14
ENSDARG00000038006	10	2	2	0	0	13	5	5	20	11	6	30	18	0	2
ENSDARG00000038010	17	4	7	1	6	20	0	1	36	1	0	29	3	0	10
ENSDARG00000038011	1	0	1	7	0	4	0	0	0	0	0	2	0	3	0
ENSDARG00000038012	19	0	5	3	0	11	0	0	6	0	29	0	0	0	5
ENSDARG00000038018	335	101	220	64	104	251	162	94	102	54	127	327	267	133	100
ENSDARG00000038024	79	28	32	14	26	24	32	1	5	8	18	57	9	9	35
ENSDARG00000038025	130	93	46	40	43	135	66	20	56	8	34	196	123	30	65
ENSDARG00000038027	10	4	8	1	9	41	11	5	0	14	1	24	11	7	2
ENSDARG00000038028	52	7	22	31	14	69	0	34	14	3	1	23	15	2	2
ENSDARG00000038030	20	1	20	0	1	3	0	5	5	3	9	0	13	2	8
ENSDARG00000038040	3	8	8	30	24	34	20	0	10	0	22	33	17	9	6
ENSDARG00000038052	10	0	0	0	0	0	6	0	0	0	0	11	11	0	0
ENSDARG00000038056	33	13	22	0	0	4	38	6	0	3	0	0	12	0	2
ENSDARG00000038059	386	90	131	37	171	130	89	106	73	18	78	197	159	14	113
ENSDARG00000038064	80	9	53	18	21	46	36	37	20	1	21	78	42	32	9
ENSDARG00000038066	105	11	29	15	42	30	48	6	29	25	37	31	47	0	20
ENSDARG00000038067	198	41	212	57	114	137	70	42	39	36	99	137	129	16	89
ENSDARG00000038068	1435	277	931	302	715	749	431	343	658	200	423	971	866	278	353
ENSDARG00000038069	7	5	40	4	9	4	13	8	25	0	16	9	21	0	0
ENSDARG00000038072	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
ENSDARG00000038074	156	32	45	23	73	109	11	48	15	11	18	61	60	30	44
ENSDARG00000038075	381	63	281	68	101	191	138	56	98	54	38	120	191	118	99
ENSDARG00000038076	209	34	109	51	83	160	70	39	67	55	105	183	180	18	85
ENSDARG00000038089	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSDARG00000038094	130	99	112	59	90	79	28	151	4	34	90	88	243	53	136
ENSDARG00000038095	0	3	18	8	5	14	4	2	12	0	16	31	6	4	9
ENSDARG00000038097	66	5	22	30	18	47	38	2	9	16	41	54	93	43	5
ENSDARG00000038099	77	13	27	25	21	60	12	28	43	6	15	33	48	32	40
ENSDARG00000038106	11	4	8	11	22	4	7	3	16	0	32	9	17	0	0
ENSDARG00000038107	679	172	332	252	278	396	251	227	195	111	214	479	379	211	281
ENSDARG00000038112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000038113	200	58	63	45	106	116	34	82	19	14	32	145	69	62	51
