#NAME	B7	B8	B9	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0
ENSDARG00000054878	16	9	3	0	16	21	1	0	4	0	18	7	6	8	5
ENSDARG00000054879	179	7	39	45	29	77	22	67	36	23	14	65	100	18	50
ENSDARG00000054890	751	236	344	197	482	430	220	312	224	84	274	749	773	151	252
ENSDARG00000054898	0	3	0	0	2	1	2	0	0	6	0	0	1	0	0
ENSDARG00000054903	201	52	26	42	166	82	176	92	51	30	56	278	60	77	93
ENSDARG00000054906	103	47	67	28	90	42	74	27	27	12	65	92	113	17	32
ENSDARG00000054907	103	1	14	27	5	43	14	15	18	46	29	61	39	18	11
ENSDARG00000054911	48	4	20	25	9	15	2	19	3	13	2	25	10	7	6
ENSDARG00000054914	14	3	13	8	6	12	13	3	2	2	4	29	19	2	6
ENSDARG00000054916	17	26	16	4	16	18	0	0	15	0	6	1	0	0	1
ENSDARG00000054929	16	1	18	5	6	10	15	18	24	15	20	14	45	36	17
ENSDARG00000054930	95	46	144	67	80	151	36	99	44	27	18	112	99	24	36
ENSDARG00000054931	120	185	58	19	72	89	66	94	131	9	84	269	108	28	59
ENSDARG00000054934	0	0	7	0	0	0	0	0	0	0	0	1	3	0	0
ENSDARG00000054937	4	0	0	2	16	5	9	22	5	0	3	1	0	1	0
ENSDARG00000054941	25	17	29	3	6	19	15	1	4	1	15	3	22	16	0
ENSDARG00000054942	3	4	15	6	8	8	0	0	15	6	15	20	1	0	0
ENSDARG00000054946	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSDARG00000054949	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000054950	1	5	0	1	9	17	2	0	16	0	0	13	0	8	5
ENSDARG00000054957	14	7	35	2	5	4	31	0	3	17	24	34	26	1	11
ENSDARG00000054963	4	31	10	1	10	45	10	7	18	0	0	15	9	4	1
ENSDARG00000054968	5	0	0	6	0	7	0	0	0	0	0	18	7	1	8
ENSDARG00000054973	385	144	241	134	273	342	120	116	171	143	246	356	368	100	136
ENSDARG00000054975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054978	258	146	328	205	113	307	219	153	111	64	68	220	220	79	115
ENSDARG00000054980	345	13	131	61	184	174	120	29	34	25	117	73	191	42	11
ENSDARG00000054984	155	41	50	28	73	52	51	38	60	6	56	77	48	53	63
ENSDARG00000055009	261	54	107	103	164	227	147	117	79	28	92	135	117	18	76
ENSDARG00000055011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055014	5	0	8	0	0	6	1	11	1	2	1	0	0	3	3
ENSDARG00000055022	384	100	444	120	224	272	444	219	420	60	352	346	742	129	270
ENSDARG00000055026	273	68	89	40	126	117	104	117	59	38	80	165	177	90	116
ENSDARG00000055027	19	0	35	6	28	18	27	13	2	5	5	36	24	16	0
ENSDARG00000055036	10	5	6	38	2	3	38	1	20	23	22	34	30	11	11
ENSDARG00000055043	10	3	12	10	3	3	0	2	2	5	12	28	26	0	5
ENSDARG00000055045	48	17	65	0	9	22	8	20	19	2	28	38	20	8	16
ENSDARG00000055046	0	0	0	0	0	5	1	0	5	4	0	7	6	1	0
ENSDARG00000055052	367	54	325	167	208	197	122	123	73	94	68	341	180	75	52
ENSDARG00000055053	11	10	19	1	1	13	25	6	0	1	15	24	8	7	8
ENSDARG00000055054	221	32	106	37	58	149	86	83	36	69	47	200	193	68	53
ENSDARG00000055064	67	29	31	20	22	91	25	31	54	26	83	66	67	23	14
ENSDARG00000055066	61	2	19	8	24	11	8	3	0	1	4	42	59	15	1
ENSDARG00000055070	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0
ENSDARG00000055075	418	76	410	56	60	274	194	80	154	100	159	136	466	31	195
ENSDARG00000055076	246	86	183	119	91	174	80	144	71	65	119	235	268	43	155
ENSDARG00000055078	24	18	7	4	10	47	25	2	11	2	0	13	0	0	28
ENSDARG00000055080	97	21	67	11	57	60	47	15	52	9	61	40	47	16	38
ENSDARG00000055086	210	11	33	39	68	133	48	23	99	28	15	81	105	46	50
ENSDARG00000055092	145	22	27	21	47	114	52	72	50	20	33	97	148	3	52
ENSDARG00000055093	223	53	170	63	38	74	50	44	23	32	60	118	51	18	21
ENSDARG00000055099	404	82	234	80	142	240	173	125	125	115	75	402	403	175	229
ENSDARG00000055100	74	18	39	31	22	33	20	19	0	10	2	30	7	13	30
ENSDARG00000055106	211	67	78	18	77	42	53	30	59	15	42	98	106	8	29
ENSDARG00000055108	62	9	39	16	59	42	16	14	9	10	10	39	24	24	0
ENSDARG00000055113	178	203	227	19	52	89	94	314	39	17	32	100	132	16	125
ENSDARG00000055115	135	4	31	66	22	27	23	11	14	0	30	18	43	7	13
ENSDARG00000055118	87	19	49	12	19	45	13	4	7	0	14	38	25	14	3
ENSDARG00000055120	336	70	184	79	70	293	92	46	123	29	79	161	172	33	95
ENSDARG00000055123	46	6	10	6	7	42	10	58	6	11	3	5	60	15	12
ENSDARG00000055124	128	3	62	74	133	165	60	92	99	70	46	495	337	91	29
ENSDARG00000055128	6	0	10	0	6	0	29	7	4	4	0	6	0	0	0
ENSDARG00000055129	107	12	113	29	80	133	43	19	39	9	33	100	141	17	40
ENSDARG00000055132	137	6	33	31	49	160	28	62	91	33	33	92	170	14	68
ENSDARG00000055133	681	164	427	247	290	594	363	261	293	146	373	675	454	217	277
ENSDARG00000055136	27	31	27	4	12	17	2	16	22	22	8	13	32	18	2
ENSDARG00000055138	0	0	0	1	0	0	1	0	0	0	0	12	1	0	0
ENSDARG00000055151	119	20	83	54	44	80	83	72	45	31	53	61	100	28	55
ENSDARG00000055154	265	133	174	48	184	283	191	184	105	57	211	338	347	63	138
ENSDARG00000055158	315	36	224	98	104	139	91	56	83	36	39	185	223	38	124
ENSDARG00000055159	6	0	1	0	6	8	0	3	0	0	0	1	4	21	6
ENSDARG00000055160	10	5	0	0	15	6	4	1	0	0	0	4	0	0	9
ENSDARG00000055162	139	30	47	26	52	84	53	70	26	16	61	82	82	44	41
ENSDARG00000055163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055172	239	33	94	133	125	177	65	78	82	74	116	260	103	66	115
ENSDARG00000055175	29	0	6	9	31	16	2	2	1	1	14	2	5	0	0
ENSDARG00000055177	47	33	41	19	13	52	27	41	31	7	17	94	82	19	28
ENSDARG00000055185	0	0	1	6	4	16	0	4	13	0	0	0	6	0	0
ENSDARG00000055186	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0
ENSDARG00000055190	36	12	26	10	7	20	14	25	23	9	21	28	35	15	40
ENSDARG00000055192	4262	755	2661	922	1560	2277	1636	1065	1105	385	1324	1604	1278	348	428
ENSDARG00000055206	75	9	62	27	22	34	15	30	14	6	59	54	126	22	30
ENSDARG00000055216	843	171	436	291	201	611	349	279	187	96	187	555	543	102	168
ENSDARG00000055223	226	113	91	73	130	139	108	37	90	28	68	141	241	72	83
ENSDARG00000055225	322	41	152	46	124	186	146	51	71	92	128	119	164	35	45
ENSDARG00000055226	12	8	0	2	8	6	1	2	0	5	3	1	4	1	13
ENSDARG00000055229	16	0	2	0	4	16	3	0	0	5	12	7	23	9	1
ENSDARG00000055232	0	3	3	0	0	2	2	0	0	0	0	5	8	0	0
ENSDARG00000055238	3	0	0	0	1	3	4	6	1	2	0	17	5	0	0
ENSDARG00000055240	77	28	27	91	70	79	54	31	34	17	64	120	125	10	19
ENSDARG00000055245	0	0	0	0	5	3	0	0	0	0	0	5	0	0	0
ENSDARG00000055250	0	3	0	0	0	0	0	0	1	0	0	0	4	0	0
ENSDARG00000055252	6	7	22	1	11	10	0	3	5	0	6	11	7	7	3
ENSDARG00000055253	23	0	0	8	1	9	3	0	2	2	11	1	15	0	4
ENSDARG00000055255	180	31	54	48	53	55	23	110	28	53	18	125	123	15	15
ENSDARG00000055270	112	2	5	8	5	7	16	2	7	0	5	12	14	0	4
ENSDARG00000055271	43	34	47	28	42	28	9	18	51	11	21	21	44	3	23
ENSDARG00000055276	13	5	10	6	48	6	3	4	0	3	0	19	21	0	7
ENSDARG00000055278	0	0	0	0	0	0	0	0	0	12	0	0	0	0	15
ENSDARG00000055279	15	0	22	21	2	15	24	0	16	6	18	18	30	16	6
ENSDARG00000055283	456	102	184	66	151	228	159	105	107	79	107	225	248	70	150
ENSDARG00000055284	272	74	99	119	76	88	43	22	22	80	73	107	148	123	155
ENSDARG00000055288	26	11	5	0	0	6	17	6	0	10	24	17	16	0	5
ENSDARG00000055290	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0
ENSDARG00000055291	50	25	66	16	24	49	20	18	17	7	28	31	77	18	22
ENSDARG00000055292	233	71	98	57	160	239	122	102	65	75	99	214	205	58	71
ENSDARG00000055294	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
ENSDARG00000055295	23	0	0	0	12	6	3	0	0	0	0	36	0	0	0
ENSDARG00000055300	0	0	0	0	0	0	4	0	0	0	0	10	0	0	15
ENSDARG00000055302	223	42	120	68	95	34	45	130	57	11	74	166	174	84	126
ENSDARG00000055305	176	49	78	18	58	130	92	49	32	31	63	101	109	43	80
ENSDARG00000055307	270	48	174	60	104	120	63	55	65	45	79	129	140	56	64
ENSDARG00000055313	28	0	3	6	3	20	0	10	0	5	4	6	2	7	0
ENSDARG00000055314	257	12	65	25	59	22	11	24	24	18	25	30	57	28	16
ENSDARG00000055317	14	0	14	27	27	26	23	30	2	7	10	18	10	39	12
ENSDARG00000055331	0	9	6	26	0	0	26	0	28	2	2	0	13	0	0
ENSDARG00000055332	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055334	4	0	0	0	0	3	0	0	0	1	0	0	0	0	0
ENSDARG00000055338	4	52	0	0	2	9	0	3	0	0	0	10	23	2	1
ENSDARG00000055339	194	54	83	31	69	120	36	19	42	40	35	85	92	9	21
ENSDARG00000055342	38	21	24	13	17	42	21	7	0	2	21	21	27	9	1
ENSDARG00000055344	53	2	16	7	67	22	26	11	12	23	48	54	46	36	5
ENSDARG00000055346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055349	122	16	74	59	49	77	35	33	33	47	74	123	59	17	38
ENSDARG00000055350	549	111	319	134	205	380	178	190	132	121	179	454	367	93	163
ENSDARG00000055357	291	48	134	77	68	203	107	48	86	58	67	198	193	59	66
ENSDARG00000055359	6	0	0	0	0	1	0	0	0	0	1	8	6	0	24
ENSDARG00000055360	42	11	26	6	14	20	12	15	0	11	6	19	8	6	0
ENSDARG00000055365	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055370	4	3	8	11	35	1	41	8	16	10	25	28	14	5	1
ENSDARG00000055373	254	47	120	113	118	214	100	46	89	68	123	145	199	41	51
ENSDARG00000055374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055377	45	14	41	24	21	28	23	23	9	8	14	73	68	4	10
ENSDARG00000055381	50	11	16	40	30	46	28	2	48	10	30	96	23	14	15
ENSDARG00000055383	133	3	78	0	18	53	6	10	45	4	21	37	14	2	12
ENSDARG00000055388	36	4	16	5	14	24	20	8	16	3	25	31	16	4	28
ENSDARG00000055389	1358	300	721	352	521	823	375	406	347	237	420	913	872	227	377
ENSDARG00000055395	1	0	8	5	2	7	0	0	6	0	0	0	2	0	9
ENSDARG00000055398	45	9	55	26	13	29	11	27	2	4	28	27	44	9	22
ENSDARG00000055400	40	12	50	17	60	77	18	8	17	1	50	98	54	15	12
ENSDARG00000055412	224	17	54	39	54	47	49	19	40	11	38	174	18	27	19
ENSDARG00000055415	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055416	19	6	26	9	27	15	5	21	16	1	19	38	8	0	1
ENSDARG00000055426	30	0	3	7	7	26	31	22	24	1	12	12	14	11	7
ENSDARG00000055429	451	180	418	200	245	414	201	124	143	122	147	412	566	169	235
ENSDARG00000055431	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000055433	66	12	29	8	7	21	12	19	32	24	2	39	32	5	1
ENSDARG00000055436	136	10	7	55	21	14	55	9	11	0	2	44	6	0	2
ENSDARG00000055437	0	0	5	0	15	0	0	0	0	0	0	3	0	0	0
ENSDARG00000055439	15	0	29	2	8	0	18	0	25	0	0	2	41	1	0
ENSDARG00000055443	96	18	65	48	53	74	30	29	42	27	16	44	68	18	39
ENSDARG00000055445	15	0	20	3	22	35	7	0	9	22	5	16	47	2	4
ENSDARG00000055455	2073	368	1244	610	771	1404	823	707	530	342	599	1811	1597	592	827
ENSDARG00000055459	45	62	46	27	87	113	9	29	51	20	38	157	104	12	32
ENSDARG00000055463	166	0	61	32	8	109	8	62	43	0	57	17	232	30	72
ENSDARG00000055467	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055470	4	0	6	0	0	8	0	10	0	0	2	38	19	0	0
ENSDARG00000055472	16	0	13	6	13	12	16	14	3	4	0	11	3	0	9
ENSDARG00000055474	6	4	11	0	7	1	22	0	15	10	1	4	35	2	7
ENSDARG00000055475	191	86	124	47	42	118	38	71	74	39	105	124	94	23	30
ENSDARG00000055476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055477	115	16	46	47	20	51	35	37	19	3	10	44	68	23	33
ENSDARG00000055479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055481	151	25	184	39	80	119	42	71	61	37	16	59	122	21	51
ENSDARG00000055490	65	30	60	3	6	37	21	14	7	13	34	53	31	13	19
ENSDARG00000055493	171	11	99	14	44	39	26	24	10	4	46	69	31	16	111
ENSDARG00000055498	0	5	0	0	2	1	0	2	0	1	0	9	0	0	6
ENSDARG00000055502	728	198	431	245	307	394	245	342	243	235	261	632	654	229	219
ENSDARG00000055504	63	34	33	66	65	57	22	25	60	3	48	50	0	0	20
ENSDARG00000055506	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0
ENSDARG00000055510	3	0	20	0	15	9	15	0	14	13	3	8	4	2	10
ENSDARG00000055514	2	0	3	9	0	2	2	6	14	2	3	0	11	0	0
ENSDARG00000055518	1200	321	632	357	506	978	457	342	365	198	290	576	672	188	276
ENSDARG00000055520	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0
ENSDARG00000055523	66	17	27	23	7	40	22	3	59	7	20	35	7	9	76
ENSDARG00000055524	13	0	12	18	0	9	26	27	10	1	15	69	31	0	5
ENSDARG00000055525	20	17	14	7	5	18	5	0	4	10	1	8	36	0	6
ENSDARG00000055527	217	69	169	72	83	214	64	52	82	41	69	104	284	100	81
ENSDARG00000055530	192	15	91	26	99	97	66	32	27	19	45	100	90	26	22
ENSDARG00000055534	85	11	12	3	13	36	38	11	10	6	24	43	73	12	24
ENSDARG00000055536	183	22	73	55	57	84	38	43	57	15	49	54	95	0	32
ENSDARG00000055538	91	50	48	19	53	51	71	40	26	6	49	82	53	7	58
ENSDARG00000055539	69	0	6	51	47	36	37	47	5	11	34	14	30	3	7
ENSDARG00000055540	143	74	110	76	50	97	32	42	28	35	64	216	115	34	37
ENSDARG00000055543	983	230	463	292	453	510	318	352	318	160	353	771	938	184	338
ENSDARG00000055548	172	25	129	74	47	177	50	84	40	52	73	125	134	32	106
ENSDARG00000055550	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055552	43	4	25	8	19	49	6	21	24	6	47	32	48	2	57
ENSDARG00000055554	0	0	0	3	0	0	0	5	0	0	0	30	10	0	0
ENSDARG00000055559	102	3	64	22	9	18	0	7	19	0	7	20	76	18	9
ENSDARG00000055560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055561	44	0	29	3	52	33	11	20	0	0	7	85	0	0	27
ENSDARG00000055563	255	98	164	48	133	156	61	32	40	9	52	76	205	121	132
ENSDARG00000055565	145	14	49	16	21	125	132	20	98	52	57	158	104	71	17
ENSDARG00000055566	50	12	49	36	16	38	23	53	25	7	14	36	83	69	22
ENSDARG00000055569	0	0	5	0	10	7	0	0	0	0	6	0	22	8	3
ENSDARG00000055570	37	1	15	14	28	11	4	1	0	0	8	6	44	15	7
ENSDARG00000055574	17	14	20	1	4	8	0	16	14	12	0	2	27	10	13
ENSDARG00000055575	63	12	18	16	15	17	31	12	19	12	21	34	39	2	31
ENSDARG00000055585	12	3	19	8	0	0	2	4	0	7	0	2	22	1	2
ENSDARG00000055588	165	36	96	29	99	83	80	30	81	31	106	90	116	37	56
ENSDARG00000055589	32	4	9	1	1	12	11	3	7	2	1	3	0	1	0
ENSDARG00000055591	15	2	6	9	17	15	7	10	0	0	22	13	4	1	21
ENSDARG00000055592	102	27	105	15	30	103	39	46	38	23	17	42	11	2	32
ENSDARG00000055595	19	0	73	7	86	32	0	42	0	6	59	48	58	65	10
ENSDARG00000055607	154	25	55	34	76	84	73	42	15	12	49	163	81	15	36
ENSDARG00000055610	147	86	33	64	9	410	2	56	29	22	60	163	201	41	95
ENSDARG00000055613	43	7	7	1	22	20	0	28	0	2	32	27	11	8	2
ENSDARG00000055618	5006	1069	3831	1985	2921	4846	2506	2164	1941	1222	2445	4094	4091	1206	1633
ENSDARG00000055620	89	21	95	46	66	85	52	54	60	12	50	18	32	19	29
ENSDARG00000055622	6	0	17	0	0	0	3	0	0	0	0	6	10	0	0
ENSDARG00000055629	130	4	50	38	24	26	32	36	49	25	54	74	92	32	15
ENSDARG00000055630	14	0	0	0	0	0	0	0	0	0	4	0	0	0	1
ENSDARG00000055632	32	10	15	1	22	14	30	14	11	0	6	19	22	0	17
ENSDARG00000055635	228	12	99	45	51	123	67	64	48	17	50	105	69	5	42
ENSDARG00000055638	60	6	23	2	27	58	2	11	16	16	0	46	32	26	28
ENSDARG00000055639	0	0	40	0	0	13	19	12	31	0	37	0	9	0	0
ENSDARG00000055642	37	16	30	26	3	18	4	4	9	5	125	5	43	10	20
ENSDARG00000055644	4	1	4	0	0	3	0	0	0	0	0	1	0	0	0
ENSDARG00000055647	113	18	128	38	85	63	20	31	11	13	47	51	44	2	39
ENSDARG00000055648	247	78	125	31	69	113	36	57	81	30	71	109	177	36	104
ENSDARG00000055652	40	11	7	1	2	29	14	10	53	4	48	46	22	8	10
ENSDARG00000055653	2	0	2	0	4	10	2	1	0	0	0	7	2	0	0
ENSDARG00000055655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055656	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSDARG00000055659	6	0	10	0	5	2	7	4	0	0	2	6	11	0	0
ENSDARG00000055672	99	16	64	2	21	40	25	20	31	12	35	69	71	17	18
ENSDARG00000055676	35	9	21	5	3	7	10	10	15	10	19	18	10	3	3
ENSDARG00000055678	1397	151	327	296	290	506	363	195	295	105	447	777	469	205	275
ENSDARG00000055679	30	11	25	0	23	29	9	4	5	12	20	19	7	5	9
ENSDARG00000055683	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSDARG00000055690	7	0	9	2	1	2	0	0	23	14	0	0	0	0	1
ENSDARG00000055698	603	219	151	123	383	291	385	136	264	64	345	772	387	115	317
ENSDARG00000055705	74	32	41	69	26	35	59	17	55	9	28	31	21	17	22
ENSDARG00000055708	2	1	38	0	1	8	3	7	0	20	10	0	8	0	7
ENSDARG00000055712	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055713	5	9	5	10	5	1	5	3	0	9	1	33	15	0	5
ENSDARG00000055715	3	4	0	2	0	0	0	0	0	9	0	0	0	0	0
ENSDARG00000055719	63	20	28	9	38	52	15	12	28	7	31	28	76	4	13
ENSDARG00000055722	134	20	86	10	33	65	43	35	137	16	24	79	41	27	106
ENSDARG00000055723	94	19	188	15	29	67	75	8	11	44	25	162	66	18	0
ENSDARG00000055730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055731	17	0	0	0	7	6	1	3	1	5	0	0	7	0	5
ENSDARG00000055737	439	119	387	104	205	328	167	220	93	107	181	303	196	65	123
ENSDARG00000055739	11	0	0	4	2	4	6	2	0	5	0	0	5	0	0
ENSDARG00000055740	36	9	29	2	24	23	14	9	7	3	8	26	51	8	13
ENSDARG00000055743	82	10	54	28	19	56	46	58	34	11	47	50	49	12	5
ENSDARG00000055746	3	0	0	0	0	3	0	0	0	0	7	9	0	0	0
ENSDARG00000055750	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ENSDARG00000055751	41	0	38	0	0	19	0	0	0	9	0	5	0	0	3
ENSDARG00000055752	27	8	20	18	20	34	6	9	22	2	7	26	13	0	21
ENSDARG00000055753	77	8	2	6	26	15	20	26	12	3	45	73	38	1	0
ENSDARG00000055754	311	52	132	95	85	183	98	119	95	36	84	203	249	23	144
ENSDARG00000055757	7	1	8	0	3	8	4	2	3	3	1	4	16	4	0
ENSDARG00000055759	266	65	123	58	108	151	66	80	38	47	59	160	93	27	58
ENSDARG00000055760	51	8	26	20	32	31	26	2	22	11	16	32	22	8	20
ENSDARG00000055763	165	20	53	28	38	85	52	32	25	16	45	185	69	45	26
ENSDARG00000055770	18	9	9	0	12	4	6	9	8	1	21	4	28	8	13
ENSDARG00000055781	0	1	0	0	0	0	0	0	1	13	0	2	0	0	8
ENSDARG00000055784	139	28	75	16	56	54	30	18	25	14	46	78	92	21	42
ENSDARG00000055786	37	12	19	17	27	41	24	0	12	5	89	14	59	7	49
ENSDARG00000055787	6	0	0	0	0	17	0	0	0	0	10	5	7	6	0
ENSDARG00000055791	33	0	33	0	14	24	12	36	5	0	12	60	16	0	9
ENSDARG00000055792	376	56	178	178	309	357	240	139	147	72	192	355	290	84	260
ENSDARG00000055797	15	0	2	4	0	11	1	0	0	0	2	11	3	0	2
ENSDARG00000055798	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSDARG00000055809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055813	0	0	0	0	2	4	0	0	12	0	2	3	2	0	1
ENSDARG00000055825	509	90	388	106	175	286	252	110	81	128	73	393	619	127	187
ENSDARG00000055831	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000055833	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSDARG00000055835	14	4	18	23	8	45	15	14	8	0	15	29	6	8	47
ENSDARG00000055837	494	76	232	192	217	263	179	159	150	76	232	331	281	42	166
ENSDARG00000055838	24	1	4	1	1	17	21	0	1	2	5	3	18	0	15
ENSDARG00000055839	5	0	4	0	0	25	10	0	0	39	0	13	10	0	0
ENSDARG00000055841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055843	73	14	50	62	74	80	64	52	50	29	39	147	103	64	60
ENSDARG00000055852	52	3	12	14	3	31	1	10	6	0	10	19	13	0	9
ENSDARG00000055854	52	107	16	24	29	48	4	29	32	17	8	93	34	30	27
ENSDARG00000055855	171	44	102	18	29	136	126	78	57	6	46	178	234	54	74
ENSDARG00000055856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055857	350	148	245	150	312	241	362	137	213	124	104	263	306	69	184
ENSDARG00000055868	0	0	0	5	107	27	28	56	0	5	0	6	0	0	0
ENSDARG00000055874	918	244	611	201	438	608	404	349	372	154	365	945	824	268	397
ENSDARG00000055875	152	53	59	80	49	41	16	36	55	10	51	120	168	246	63
ENSDARG00000055876	11	7	19	46	29	45	62	21	0	2	17	16	17	2	21
ENSDARG00000055883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055885	60	6	23	30	23	15	19	15	11	13	25	28	68	14	14
ENSDARG00000055889	54	48	237	13	31	41	14	15	19	8	17	26	12	1	0
ENSDARG00000055893	0	0	0	3	0	0	0	8	0	1	0	13	0	0	0
ENSDARG00000055897	71	33	51	9	50	69	34	34	13	20	45	51	72	26	16
ENSDARG00000055899	0	2	0	2	13	0	6	1	2	1	1	0	2	0	1
ENSDARG00000055900	643	123	291	139	267	350	147	176	140	84	242	385	403	150	155
ENSDARG00000055901	107	14	57	54	34	68	38	32	22	3	22	104	39	25	42
ENSDARG00000055903	316	110	134	117	160	280	170	125	122	31	196	391	248	132	228
ENSDARG00000055912	30	8	63	18	10	33	51	24	16	0	27	54	21	1	13
ENSDARG00000055917	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1
ENSDARG00000055920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055926	2	0	4	0	1	5	4	0	0	0	0	1	1	0	0
ENSDARG00000055930	297	36	132	112	134	165	95	96	81	41	91	128	123	71	152
ENSDARG00000055934	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ENSDARG00000055938	32	9	16	37	38	46	2	15	23	2	19	32	11	0	4
ENSDARG00000055945	286	51	128	77	180	208	72	77	95	33	93	235	196	40	113
ENSDARG00000055952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055955	4	0	0	0	0	2	0	0	3	0	0	21	0	0	2
ENSDARG00000055965	65	27	39	6	18	35	15	8	20	9	22	22	48	10	5
ENSDARG00000055966	46	31	12	28	11	17	13	3	2	0	22	47	27	25	9
ENSDARG00000055969	40	28	8	2	0	8	0	15	0	0	0	6	1	3	0
ENSDARG00000055970	13	1	22	9	12	3	6	11	0	2	1	4	0	0	0
ENSDARG00000055973	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000055974	52	31	4	14	5	9	1	0	3	2	5	18	13	0	6
ENSDARG00000055976	65	1	23	0	5	14	4	23	4	2	0	29	14	5	12
ENSDARG00000055986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055989	56	29	26	8	9	39	27	32	23	17	4	76	11	3	5
ENSDARG00000055991	41	1	16	36	4	42	11	8	33	11	20	44	13	1	9
ENSDARG00000055994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055996	3648	1080	2001	1047	1675	2303	1114	1512	1262	638	1295	3230	3135	676	1020
ENSDARG00000055999	29	3	26	4	15	33	12	9	12	4	22	72	26	3	18
ENSDARG00000056000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056001	686	117	665	431	433	973	132	319	128	188	196	811	1394	105	151
ENSDARG00000056004	32	0	0	11	1	20	1	0	3	2	4	24	8	0	9
ENSDARG00000056005	125	13	51	22	70	134	46	11	44	34	50	51	39	9	31
ENSDARG00000056006	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056007	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSDARG00000056008	206	21	145	37	21	77	28	34	85	17	45	44	62	5	45
ENSDARG00000056009	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSDARG00000056012	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ENSDARG00000056014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056015	0	0	10	7	5	5	4	1	0	3	0	3	2	0	0
ENSDARG00000056018	12	2	36	15	21	8	1	0	22	0	17	29	14	0	10
ENSDARG00000056019	308	47	60	55	158	183	95	102	121	27	73	282	281	96	79
ENSDARG00000056021	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056023	40	2	15	27	14	23	14	5	12	0	9	41	82	8	20
ENSDARG00000056024	7	0	0	0	7	0	1	0	5	0	0	0	11	0	0
ENSDARG00000056026	15	0	2	0	0	3	5	0	0	0	7	0	0	0	0
ENSDARG00000056027	110	10	107	50	60	67	18	49	37	8	20	94	20	14	38
ENSDARG00000056028	10	2	43	4	5	6	6	7	0	2	4	17	8	0	5
