	C10	C7	C8	C9	C4	C5	C6	C1	C2	C3	B11	B12	B7	B8	B9
100148154	283	424	516	175	169	86	163	317	321	207	219	306	747	215	392
100148175	9	30	40	8	1	20	10	4	35	2	8	20	44	0	10
100148193	0	0	38	24	0	13	7	3	35	0	12	20	16	245	10
100148220	0	1	0	0	13	0	9	1	0	0	9	5	7	0	0
100148274	187	455	357	63	129	50	178	295	130	169	160	255	454	81	262
100148281	14	19	23	2	2	1	16	21	1	12	5	3	22	0	13
100148286	0	13	19	0	10	0	6	7	2	4	2	6	19	0	6
100148290	4	0	12	0	8	0	4	11	3	1	8	11	15	0	14
100148292	2	7	28	0	13	1	19	20	18	3	28	16	38	1	6
100148293	14	33	20	4	30	42	9	9	2	21	2	16	41	2	17
100148296	32	20	15	0	11	0	2	12	4	16	1	23	19	0	5
100148308	0	14	0	4	0	1	0	6	0	0	0	21	5	0	6
100148315	2	3	2	12	19	2	5	14	0	1	1	15	19	0	1
100148319	3	6	20	11	13	12	7	23	22	8	4	6	33	3	56
100148329	28	51	6	0	2	9	10	21	11	32	6	49	0	0	24
100148342	36	45	69	30	42	7	52	60	45	49	44	36	112	13	110
100148343	0	8	1	0	0	6	7	0	0	0	0	34	0	1	7
100148360	2	51	15	7	6	0	3	40	10	2	11	8	31	8	29
100148368	21	161	348	32	31	13	85	85	163	216	46	47	155	164	133
100148379	140	259	275	280	71	28	98	526	210	179	209	32	789	110	239
100148383	85	156	112	183	95	19	92	160	103	60	49	68	199	55	138
100148408	33	97	87	30	25	30	29	90	55	30	35	39	80	25	64
100148413	29	90	118	5	21	33	28	38	66	22	13	31	131	16	43
100148439	76	204	191	74	53	28	103	521	85	158	86	86	267	75	117
100148449	6	11	0	0	5	1	8	8	6	0	0	10	15	5	0
100148465	28	52	19	17	20	3	55	30	27	27	39	37	26	17	76
100148477	27	56	120	48	44	12	39	46	10	49	13	49	145	39	99
100148479	8	1	11	0	0	0	2	7	0	1	0	10	12	0	7
100148503	5	6	5	4	8	0	9	28	0	6	17	13	26	5	6
100148504	1	5	1	0	0	0	3	9	0	3	0	0	1	0	1
100148522	20	5	43	10	9	5	125	18	4	4	26	3	37	16	30
100148532	5	6	10	0	0	0	0	0	0	2	0	0	10	0	2
100148543	35	106	77	28	37	28	7	71	45	57	53	30	78	31	34
100148546	41	99	60	16	44	26	3	113	55	43	25	35	70	35	35
100148579	0	3	11	15	12	0	9	7	4	4	2	0	13	1	0
100148591	74	193	217	72	117	53	208	231	126	154	58	143	293	84	140
100148594	141	442	577	175	135	84	124	213	281	127	162	146	304	75	150
100148595	7	37	23	33	28	12	26	22	25	28	25	34	72	10	53
100148604	33	107	88	7	32	6	51	53	31	37	30	51	74	0	48
100148609	0	53	0	30	22	0	22	61	0	0	9	74	46	23	0
100148620	3	9	6	0	2	9	3	31	14	13	2	1	14	2	41
100148642	8	0	1	19	0	2	0	2	17	0	0	0	5	0	0
100148645	23	99	132	12	22	12	24	39	31	40	34	29	149	32	100
100148652	16	74	37	0	12	4	16	49	28	19	21	32	30	13	29
100148657	57	111	82	0	4	4	38	211	78	74	60	8	200	17	96
100148665	65	149	169	17	26	18	54	83	32	71	41	70	62	43	104
100148686	15	84	58	11	13	10	29	32	25	8	32	22	71	20	51
100148704	4	12	2	5	20	0	2	16	4	1	3	1	32	0	7
100148736	177	349	396	145	181	136	207	409	177	201	167	322	473	126	352
100148744	91	91	57	35	63	50	39	96	39	66	4	67	103	19	71
100148748	25	55	25	4	27	4	21	37	11	22	32	8	18	3	53
100148757	1	3	5	2	0	0	10	14	38	0	1	9	27	0	46
100148772	18	18	64	24	2	2	7	20	10	10	13	16	54	12	16
100148802	10	16	37	0	1	5	18	28	15	9	9	37	21	22	33
100148804	625	1220	618	415	755	364	1165	1789	899	712	975	1038	3285	654	1893
100148818	0	0	0	0	0	0	4	2	2	0	11	0	6	0	2
100148828	28	113	118	27	3	16	35	61	50	32	13	26	55	11	29
100148835	34	88	83	57	30	13	75	93	37	44	67	113	93	10	88
100148840	0	4	21	7	0	0	15	10	0	6	1	7	16	4	42
100148864	69	60	45	37	23	0	13	50	28	17	5	62	80	2	14
100148867	0	0	3	0	17	12	1	23	0	0	0	4	1	0	28
100148871	1	7	0	0	0	0	7	0	0	0	0	0	11	12	2
100148873	39	170	81	19	12	25	49	99	54	61	35	32	195	31	100
100148883	19	39	31	3	34	1	6	50	0	0	4	0	44	0	3
100148888	1	21	56	1	24	9	6	29	0	20	6	19	46	2	24
100148891	79	181	183	77	95	55	82	102	136	55	53	61	207	24	84
100148903	16	20	9	5	6	8	4	34	7	1	5	4	9	16	19
100148904	56	77	74	29	60	23	45	80	37	45	15	7	164	24	62
100148912	3	23	5	22	13	0	28	21	1	6	6	6	51	9	0
100148916	33	119	107	29	22	42	18	37	47	32	25	30	75	24	53
100148922	160	301	216	64	165	25	242	263	237	168	154	201	65	83	171
100148927	0	8	12	0	0	0	8	0	26	1	2	19	0	0	6
100148935	1	30	180	8	5	6	15	27	14	0	11	5	90	0	23
100148952	5	9	0	6	0	0	0	6	0	0	0	2	21	0	1
100148972	0	17	42	0	0	0	39	16	0	0	0	11	0	11	4
100148976	60	152	158	13	80	24	4	66	20	113	21	79	57	27	63
100148988	170	413	462	75	206	159	157	313	91	188	84	175	430	190	359
100149028	114	147	162	52	76	46	80	244	99	92	58	115	250	39	190
100149029	26	1	23	12	20	1	29	14	1	0	2	21	13	0	22
100149048	10	20	98	35	55	9	25	44	12	2	22	36	30	4	43
100149066	0	0	19	2	13	0	3	0	6	4	0	0	23	0	0
100149082	9	67	81	19	48	4	26	46	34	34	15	24	121	37	88
100149099	12	16	19	10	2	18	3	13	8	11	7	21	20	2	26
100149100	0	6	3	0	0	0	9	9	6	0	0	0	17	0	1
100149102	5	20	26	6	14	3	0	13	8	7	21	18	10	14	16
100149104	1	1	51	2	5	1	4	3	2	13	6	24	28	0	3
100149117	0	0	7	0	6	0	0	8	0	0	27	0	0	0	0
100149130	50	57	77	3	28	0	33	18	49	30	16	67	157	70	65
100149148	17	82	56	15	35	5	38	76	14	29	2	7	157	25	69
100149182	1	2	0	4	4	0	0	6	15	0	0	8	6	0	5
100149185	4	1	4	0	0	0	8	0	0	0	23	2	30	5	0
100149189	78	88	91	31	80	52	96	148	76	92	40	54	320	40	127
100149204	0	17	4	0	0	0	1	8	0	4	1	0	0	5	0
100149227	0	16	3	0	0	2	2	0	0	0	0	0	4	0	4
100149254	164	293	205	67	143	35	71	159	91	101	64	108	247	46	171
100149258	29	5	57	2	35	20	23	77	55	45	38	19	159	15	54
100149268	69	329	179	40	131	72	121	167	79	113	93	88	374	60	210
100149273	7	126	8	1	6	1	0	70	45	23	8	36	79	1	53
100149276	16	62	69	19	20	16	21	50	9	17	16	16	106	17	90
100149283	71	130	123	29	82	20	56	81	58	18	40	63	243	59	114
100149310	19	25	29	21	35	6	33	14	23	20	8	21	62	15	14
100149324	14	7	8	0	14	4	22	31	26	2	6	9	44	0	15
100149352	0	16	15	7	10	1	30	9	4	8	1	7	19	13	9
100149353	43	78	69	29	40	29	40	35	49	28	40	87	131	15	88
100149386	18	115	58	9	92	22	94	161	40	40	38	81	232	12	70
100149388	301	438	380	91	129	66	176	382	180	105	104	152	325	96	185
100149390	25	0	0	0	0	0	0	52	0	18	14	16	67	0	32
100149391	256	499	614	185	206	125	219	408	303	227	231	213	561	114	353
100149413	6	12	12	13	0	0	17	10	7	8	1	7	6	1	6
100149419	0	1	2	10	16	0	3	0	1	1	13	3	6	2	7
100149422	0	4	0	0	0	0	6	9	0	0	5	0	0	12	0
100149436	33	13	16	9	8	0	5	39	19	8	11	34	28	0	17
100149437	20	6	5	0	9	13	19	34	8	6	16	32	15	6	43
100149441	10	50	1	28	5	14	4	29	0	34	4	19	10	16	14
100149452	6	43	33	11	5	0	20	13	4	0	9	3	14	0	3
100149459	21	51	57	11	24	11	58	64	33	27	21	38	66	28	46
100149472	7	50	95	40	45	15	18	103	25	40	36	38	73	17	68
100149482	83	131	241	54	75	13	72	107	52	80	46	98	190	35	101
100149497	45	128	174	37	27	53	65	161	61	61	22	74	171	63	56
100149522	155	385	403	150	140	84	242	350	147	176	139	267	643	123	291
100149526	0	16	6	0	7	6	1	22	1	4	1	1	47	0	8
100149543	341	838	962	223	413	609	455	1292	643	385	327	584	1540	578	798
100149555	79	223	222	42	65	54	135	146	112	43	45	102	274	74	182
100149557	11	1	19	0	0	0	2	7	0	0	0	0	9	6	5
100149562	232	293	401	131	150	72	139	357	310	134	210	231	510	166	387
100149569	0	4	0	0	11	0	3	10	0	2	7	2	3	4	6
100149571	67	146	226	34	80	31	82	148	68	85	50	64	217	37	59
100149572	9	62	50	19	63	52	36	47	27	26	27	59	69	17	76
100149582	0	1	1	0	7	2	1	2	7	0	1	3	10	0	11
100149630	161	324	419	97	66	45	83	267	103	110	134	278	367	97	219
100149636	1	5	0	0	0	1	0	8	0	0	0	0	0	12	4
100149641	0	9	3	0	0	0	0	6	0	0	0	0	0	5	3
100149645	23	46	73	13	7	1	36	24	13	27	57	20	52	26	38
100149664	22	48	106	16	49	19	21	75	23	34	37	30	108	7	46
100149667	188	412	456	98	106	39	110	234	182	155	114	142	292	85	182
100149670	88	55	239	21	14	15	49	13	26	30	86	37	187	12	108
100149692	26	31	38	13	45	6	27	17	4	28	7	12	81	6	30
100149701	0	20	4	1	12	0	20	17	6	24	6	0	13	0	17
100149708	3	0	0	0	1	0	1	0	5	0	8	1	4	0	1
100149741	58	128	192	35	129	43	61	122	47	78	29	120	195	25	152
100149745	8	23	5	0	8	6	19	5	7	0	3	4	9	4	11
100149756	174	399	320	100	71	65	123	383	195	127	205	128	490	152	431
100149758	24	12	30	8	7	4	6	23	13	17	6	16	22	7	18
100149766	8	15	9	13	26	12	13	17	12	5	1	32	41	13	26
100149794	86	132	178	51	72	35	38	125	69	56	58	82	127	28	46
100149795	18	13	0	0	4	8	0	2	0	4	5	0	18	0	0
100149820	3	26	27	0	11	4	6	5	0	16	0	0	83	1	23
100149834	93	253	236	94	121	46	128	315	213	108	304	231	684	68	204
100149838	41	15	56	34	7	5	25	70	27	43	2	53	120	40	33
100149843	18	48	15	21	10	7	13	33	11	37	0	14	13	2	5
100149844	102	235	210	62	46	56	114	188	140	109	68	100	196	95	129
100149852	28	93	85	28	31	50	38	66	55	96	5	54	77	6	42
100149858	99	185	248	39	95	94	92	176	122	92	57	169	400	70	166
100149863	16	5	60	0	4	4	0	27	4	0	0	17	61	0	10
100149876	125	244	275	93	113	44	66	215	90	140	93	143	342	69	144
100149889	2	19	25	0	4	0	5	16	0	4	1	6	16	5	24
100149890	29	120	66	13	47	6	43	224	97	49	61	2	214	3	93
100149897	4	11	3	0	0	1	4	18	10	0	13	0	16	2	5
100149909	19	12	9	6	0	0	3	0	0	1	0	1	0	0	0
100149940	0	8	0	0	8	0	9	4	0	3	0	4	11	7	0
100149942	55	66	57	36	50	9	24	80	60	16	32	50	97	15	62
100149950	81	189	273	68	51	25	123	140	145	98	52	106	254	113	217
100149956	3	52	43	6	51	27	36	17	17	12	8	56	57	34	30
100149983	4	83	82	25	13	18	34	31	18	21	32	30	57	13	44
100149997	10	11	34	13	4	7	36	29	36	28	18	9	45	6	30
100150007	42	54	38	20	24	7	13	34	7	31	28	37	49	26	53
100150043	3	36	16	0	14	3	13	18	4	16	7	8	8	0	10
100150046	7	13	6	0	0	0	0	39	0	0	1	2	4	3	16
100150048	102	145	179	36	37	61	47	129	39	73	50	115	170	31	80
100150054	9	39	27	11	9	3	8	37	55	25	7	6	92	15	49
100150067	0	0	9	2	0	0	0	1	25	1	0	0	27	4	8
100150090	44	88	63	27	75	23	100	107	69	23	73	84	95	21	64
100150119	208	61	29	10	132	1	11	39	30	131	135	11	136	4	50
100150128	129	140	109	14	73	4	290	163	74	22	125	154	95	21	51
100150137	0	16	2	0	0	0	0	3	4	0	0	4	6	0	11
100150181	33	144	135	21	14	54	58	106	182	129	32	159	339	64	314
100150190	0	0	11	0	0	0	16	0	0	0	0	2	14	2	7
100150204	6	4	28	0	0	0	18	5	14	6	3	5	11	0	5
100150205	3	38	39	1	3	0	0	0	1	11	1	15	15	0	0
100150220	0	0	0	0	13	1	5	3	15	5	2	6	31	6	0
100150223	16	27	18	0	1	0	0	16	4	0	4	3	22	12	0
100150224	9	19	27	7	0	5	28	13	7	2	1	18	57	3	24
100150256	20	30	15	2	13	5	11	25	17	1	11	17	13	3	7
100150267	110	187	160	35	39	44	57	137	47	77	56	78	224	18	127
100150269	109	125	150	29	75	20	78	128	54	116	75	90	187	3	118
100150280	9	12	0	0	3	3	4	11	13	0	4	7	9	0	3
100150283	3	21	52	8	1	0	0	23	10	5	1	6	38	1	0
100150288	0	0	0	1	13	0	0	5	4	3	12	6	12	6	11
100150296	0	26	12	1	15	0	0	33	9	11	28	12	36	10	17
100150304	4	0	0	0	0	0	0	46	0	0	10	27	61	6	0
100150316	0	1	7	2	0	0	0	0	22	0	0	10	2	0	5
100150331	0	0	12	0	0	0	8	7	1	5	2	0	0	10	0
100150342	2	44	6	0	11	0	2	14	55	9	55	21	136	10	7
100150366	0	1	8	2	0	0	2	1	0	0	6	13	10	3	8
100150385	49	133	76	37	55	3	53	72	70	34	31	97	79	49	83
100150414	71	113	73	152	12	18	37	258	53	50	31	92	264	34	181
100150428	146	184	207	29	22	60	83	146	75	71	13	142	88	51	144
100150438	7	14	21	0	16	11	0	38	5	16	4	16	16	7	15
100150452	33	18	33	34	11	2	3	19	17	7	12	15	38	1	59
100150463	13	24	65	8	20	0	8	45	22	30	2	21	78	0	18
100150472	89	283	281	70	107	84	63	190	106	129	125	151	418	92	154
100150484	4	17	43	4	4	0	0	12	0	11	12	14	15	5	10
100150488	0	27	33	0	0	0	20	16	10	52	14	1	54	0	23
100150500	4	23	54	2	7	5	15	29	11	10	37	33	47	0	39
100150502	29	47	90	24	48	23	78	13	16	12	21	1	1	97	42
100150512	50	72	71	27	63	46	53	110	59	47	53	71	131	38	73
100150557	8	6	24	0	1	0	0	2	6	7	22	22	19	2	51
100150568	15	43	23	13	37	19	3	33	10	25	7	17	59	7	63
100150581	20	20	22	5	12	0	5	13	3	18	12	21	36	0	15
100150619	4	0	5	2	0	0	0	5	4	0	0	5	0	0	0
100150651	25	27	59	6	14	2	23	56	26	12	14	31	81	11	9
100150664	42	77	93	17	19	31	30	64	16	24	26	29	74	5	79
100150672	25	91	68	22	45	17	58	66	44	31	17	51	102	25	51
100150674	11	16	26	6	22	4	4	16	17	6	3	3	22	6	0
100150676	30	85	100	24	6	4	4	14	53	36	18	65	40	7	18
100150682	2	16	5	0	1	0	0	9	15	2	0	1	8	1	13
100150691	2	11	14	2	4	3	0	23	13	11	0	6	4	7	16
100150696	57	135	99	26	30	21	40	91	47	24	46	104	202	27	123
100150701	72	93	83	46	55	24	51	65	47	24	47	54	93	0	72
100150704	10	47	59	34	12	23	13	31	19	13	18	32	117	22	66
100150722	0	9	5	0	0	0	0	0	3	0	0	1	2	0	21
100150726	44	204	301	121	78	60	86	216	160	178	69	16	258	52	45
100150732	12	16	25	6	0	8	9	3	1	1	3	8	0	2	17
100150764	0	0	6	0	1	8	0	0	8	0	0	0	6	3	0
100150803	0	3	9	3	0	0	15	1	8	0	0	0	0	0	8
100150814	14	39	62	46	8	31	15	31	2	13	6	15	25	68	30
100150820	0	7	2	2	12	0	1	0	0	0	0	3	3	5	0
100150830	8	95	30	13	6	7	19	25	16	0	0	8	18	3	9
100150844	33	35	41	6	74	0	110	62	23	34	28	128	138	11	94
100150849	41	99	164	38	32	54	25	118	45	56	68	78	184	28	87
100150876	13	37	12	2	17	0	8	31	23	5	7	14	16	1	49
100150889	0	1	1	0	22	0	1	25	0	0	0	0	32	0	58
100150892	8	51	15	21	11	2	2	5	34	11	2	31	11	18	34
100150909	5	1	0	0	0	7	0	4	0	3	5	0	18	0	0
100150917	115	331	1299	134	64	212	516	949	98	224	77	271	284	43	1139
100150924	15	17	17	1	1	17	5	43	1	9	0	12	113	15	33
100150934	4	15	18	1	12	11	4	20	7	27	13	16	17	0	9
100150939	35	85	45	23	46	7	33	92	64	41	36	38	84	5	89
100150965	0	4	1	0	0	1	10	7	15	0	7	3	8	0	12
100150980	7	14	24	5	5	2	10	15	0	0	0	0	18	14	7
100150991	1	1	5	0	6	5	3	11	4	7	0	8	24	0	10
100150992	0	11	1	8	4	0	2	6	0	4	29	0	8	0	8
100150997	3	12	17	0	0	0	11	1	37	7	3	28	6	0	2
100150998	7	18	29	18	9	2	20	6	24	19	7	16	84	10	52
100151009	7	0	16	0	1	0	3	0	0	13	0	0	0	0	0
100151018	0	3	0	0	0	0	2	8	0	1	0	3	4	3	0
100151026	34	107	54	15	16	19	44	101	41	62	32	24	81	32	64
100151027	0	1	12	1	10	1	0	16	23	10	6	16	16	2	0
100151036	12	10	22	0	1	0	17	19	11	1	4	15	6	10	2
100151039	1	8	0	0	0	0	0	1	0	0	0	1	7	7	4
100151041	1	2	2	12	6	0	0	0	6	0	0	6	0	0	1
100151059	27	134	107	91	40	14	51	85	31	25	19	17	187	14	67
100151067	3	0	0	0	0	0	9	22	0	0	0	0	4	17	0
100151075	106	149	156	43	61	35	62	158	76	57	33	75	279	70	117
100151110	47	96	124	14	109	66	102	160	76	72	37	144	247	63	113
100151112	43	69	62	21	119	14	207	175	39	12	61	36	129	120	81
100151129	1	18	13	0	11	0	3	19	9	0	1	1	44	4	3
100151141	59	197	238	41	82	72	64	171	69	37	63	98	278	39	188
100151149	124	417	437	92	77	67	96	223	184	135	64	176	213	81	168
100151151	3	13	40	3	9	15	5	21	2	7	12	3	34	4	32
100151157	36	156	110	20	45	58	61	115	80	31	29	50	130	9	69
100151158	100	194	405	93	180	73	76	185	68	148	81	97	319	106	273
100151163	36	58	31	21	23	24	55	62	55	66	49	53	94	7	74
100151173	0	9	102	0	0	0	0	24	0	1	0	0	5	0	0
100151174	19	52	42	39	22	11	32	91	48	60	24	38	57	20	105
100151181	9	10	15	0	11	0	0	4	14	15	6	0	48	27	12
100151186	5	30	6	2	17	2	13	17	8	15	7	18	33	0	9
100151215	62	117	219	212	24	22	127	109	138	43	127	116	152	52	98
100151218	8	1	0	4	0	0	0	2	0	0	0	5	5	0	0
100151220	790	1480	1332	479	494	355	763	1343	686	681	529	804	1740	384	1023
100151239	29	38	45	24	1	16	14	44	0	2	33	11	54	10	19
100151249	0	28	41	0	0	0	0	40	16	12	0	40	31	0	0
100151255	91	234	170	39	151	51	231	293	130	103	117	136	490	69	327
100151256	0	16	2	7	1	0	5	13	1	2	10	5	36	12	29
100151262	8	0	8	0	5	0	3	4	6	0	0	8	6	0	0
100151263	11	18	30	6	1	3	3	5	7	0	12	1	5	4	9
100151273	5	5	4	0	0	0	13	0	9	0	0	10	7	5	1
100151287	19	34	64	19	10	25	16	121	13	10	12	41	58	2	15
100151323	6	24	59	7	4	22	8	74	2	22	19	11	95	1	7
100151333	0	19	12	0	5	3	0	6	16	11	5	4	0	2	27
100151335	0	9	7	0	0	0	0	0	0	0	0	0	17	1	9
100151338	1	43	60	2	11	9	30	37	25	34	10	40	28	0	12
100151347	150	612	451	136	236	147	223	475	231	196	186	237	663	128	311
100151358	9	27	55	3	0	7	35	17	34	15	10	49	18	0	67
100151368	9	5	2	2	7	2	10	24	45	3	0	7	9	2	3
100151400	73	72	149	46	120	27	71	82	29	23	93	58	248	31	177
100151416	0	3	6	0	22	4	0	41	13	7	2	4	50	7	29
100151439	20	15	33	3	7	8	10	38	112	14	5	18	118	3	8
100151488	297	186	290	48	85	20	213	134	163	90	70	46	428	147	169
100151491	34	14	82	9	4	8	36	16	7	22	43	12	70	36	10
100151502	18	0	12	1	0	0	7	8	0	4	4	18	18	18	9
100151507	0	7	20	0	1	3	16	9	0	0	13	1	5	2	12
100151551	134	276	202	43	165	62	103	157	180	145	109	236	409	42	126
100151562	137	168	177	73	17	28	74	123	108	57	140	106	148	40	135
100151570	22	29	21	2	2	0	11	7	2	4	3	26	13	6	3
100151586	0	2	7	0	9	0	0	12	0	3	0	0	0	5	4
100151589	0	93	52	4	6	0	7	23	111	29	4	51	47	2	47
100151593	0	4	28	0	11	0	4	23	10	10	1	10	15	2	22
100151597	19	17	23	21	16	2	21	54	13	20	15	14	47	11	21
100151606	16	72	78	26	7	2	11	69	23	3	9	34	50	13	34
100151626	6	24	10	0	7	3	3	2	7	8	9	9	6	0	11
100151755	18	80	48	14	20	46	18	69	42	22	17	90	135	23	14
100151757	15	65	29	0	12	8	5	7	6	4	10	4	41	6	7
100151759	133	224	184	110	124	27	35	198	144	120	76	128	334	38	173
100151762	237	170	58	12	30	7	20	71	32	17	34	68	76	29	35
100151763	1	1	7	0	0	0	6	1	0	10	20	0	4	0	10
100151764	4	13	9	7	11	0	2	5	2	2	6	3	0	0	0
100170660	10	12	30	9	6	5	15	67	29	4	8	26	27	14	32
100170781	33	26	70	6	2	7	5	45	29	65	14	26	50	21	30
100170782	12	8	36	1	26	11	33	28	17	16	37	9	44	1	58
100170783	14	19	4	0	12	2	30	6	12	0	1	18	35	3	14
100170785	61	136	109	47	56	26	95	230	92	68	113	117	217	50	127
100170786	26	62	46	0	8	0	29	47	14	13	17	17	67	38	37
100170789	25	67	80	17	37	11	22	44	65	7	39	50	89	7	77
100170791	7	20	45	2	5	8	0	22	6	9	3	4	13	3	14
100170793	37	95	73	32	40	40	105	154	47	63	47	48	74	31	24
100170796	41	42	116	16	39	9	45	92	13	23	39	26	134	42	43
100170801	17	33	21	12	14	2	2	24	17	4	2	19	51	2	13
100170805	99	153	185	60	138	45	107	209	129	110	103	74	333	70	199
100170806	1	48	26	0	1	0	10	20	7	5	14	0	31	20	1
100170811	40	151	89	9	37	24	42	115	62	46	30	89	166	42	52
100170813	3	7	8	5	8	0	7	8	19	1	9	1	27	21	2
100170816	35	205	122	18	77	33	94	122	63	59	52	96	177	55	99
100170817	32	101	52	15	24	15	11	60	18	34	21	21	31	5	52
100170821	10	42	30	19	0	9	10	32	5	26	3	33	61	13	33
100170822	0	2	0	0	6	0	0	2	2	9	0	0	5	0	8
100170826	16	7	15	0	10	3	2	17	2	0	5	2	12	5	7
100170827	28	58	27	14	22	10	20	23	18	0	7	4	55	19	0
100170828	16	16	7	12	113	3	9	25	15	4	6	49	24	33	46
100170829	348	513	462	123	172	76	347	392	326	216	335	374	980	180	494
100170831	0	13	8	0	5	2	2	12	32	5	10	22	47	9	10
100170833	0	0	0	0	0	1	0	0	14	2	6	28	19	0	30
100170835	26	53	61	22	5	15	45	55	22	24	23	36	82	4	27
100170838	2	4	6	0	0	0	2	0	7	6	11	5	4	0	4
100170938	162	296	156	66	58	40	104	159	104	76	63	173	254	51	180
100174902	1	11	9	3	6	9	11	13	2	3	3	9	8	1	30
100174951	34	84	77	35	8	34	35	38	85	88	61	64	79	29	67
100189615	325	805	656	170	289	181	368	736	386	333	341	446	1072	320	626
100189616	17	79	49	4	4	18	29	45	16	15	24	50	30	15	32
100190888	1	16	5	2	1	0	9	5	10	0	0	7	15	0	7
100190889	24	48	12	10	31	8	33	39	6	31	16	22	19	11	45
100190951	0	1	5	0	3	0	0	0	0	0	0	0	11	12	0
100192208	24	28	12	21	0	5	18	15	3	18	0	22	41	6	5
100192212	72	133	140	41	34	6	46	48	57	80	59	89	147	70	137
100192213	32	35	209	2	34	20	138	83	15	33	26	55	107	11	41
100192215	21	14	7	0	18	3	8	11	6	20	2	6	4	6	2
100192219	38	60	151	0	19	4	21	16	19	17	6	57	90	15	66
100196920	2	10	12	5	8	0	3	0	0	0	3	3	1	10	2
100196921	0	4	5	0	9	1	0	0	0	0	7	5	4	0	9
100216326	15	33	57	16	38	13	21	14	11	19	25	28	123	13	51
100270672	2	2	10	4	0	0	19	0	1	0	0	0	0	0	0
100270726	54	132	161	68	19	125	41	133	81	91	75	39	145	30	41
100270734	17	60	65	27	21	22	31	70	21	52	38	123	168	48	97
100270739	4	0	40	18	0	0	6	6	19	2	0	15	6	6	45
100270758	0	45	16	21	29	3	19	52	9	10	6	25	36	12	17
100270764	8	18	7	1	0	0	0	7	0	0	6	0	5	0	0
100286774	27	75	50	13	11	30	34	21	16	5	44	21	121	10	38
100286775	0	10	2	0	2	3	1	5	12	1	3	3	15	12	0
100286814	58	31	8	9	0	5	3	3	5	25	26	27	31	8	32
100294690	14	141	12	9	60	0	75	31	74	44	45	70	157	11	105
100301513	0	0	2	24	14	0	0	0	0	0	11	0	0	0	10
100301946	7	3	0	0	13	0	0	1	19	0	0	9	3	10	2
100301982	15	70	38	16	53	30	32	20	39	45	65	67	31	15	57
100302390	12	26	7	9	8	2	21	14	37	22	9	10	55	7	13
100302404	0	7	1	3	0	0	0	20	2	7	5	2	3	0	9
100302470	22	42	18	1	47	17	26	27	11	16	28	18	62	15	32
100302659	19	68	20	24	15	12	14	33	12	41	23	52	52	35	19
100302660	11	9	11	0	14	0	0	23	8	2	0	11	18	1	3
100303756	5	106	48	22	76	1	25	77	12	18	8	4	47	0	0
100307070	0	0	0	0	0	0	0	2	6	0	5	0	4	3	0
100307075	3	68	31	15	21	17	26	85	17	23	29	23	71	35	35
100307076	16	74	71	38	18	16	10	46	22	8	224	32	56	36	17
100307085	14	14	21	1	0	0	25	5	12	10	6	0	19	7	11
100307098	693	1322	1434	364	452	269	506	1109	487	543	378	660	1479	297	994
100307104	40	115	55	4	31	4	2	76	58	17	29	36	109	22	50
100307105	7	7	1	9	0	3	0	7	0	1	2	4	25	0	4
100310784	19	103	111	44	47	25	24	91	59	33	17	50	155	17	96
100310831	21	66	79	29	32	12	15	74	13	21	28	139	71	22	34
100316941	7	30	42	11	9	6	1	22	10	17	0	11	37	6	20
100317089	65	120	106	42	87	34	42	146	81	38	17	78	117	14	79
100317129	43	117	70	61	7	5	38	25	39	41	26	30	92	0	2
100317281	57	137	168	17	25	26	86	116	43	95	33	82	192	22	88
100317353	16	101	92	23	27	15	42	46	27	55	32	25	117	22	28
100317496	262	552	775	198	192	180	279	461	193	272	211	480	739	160	569
100317613	5	18	30	1	0	6	0	9	16	5	2	21	24	12	4
100317614	10	11	9	7	28	4	21	62	2	12	13	17	31	8	13
100317899	15	19	46	4	18	5	11	25	10	7	32	23	21	10	36
100317924	81	260	118	45	12	2	28	64	41	29	20	24	57	24	76
100317933	4	14	44	9	7	6	6	15	8	1	7	5	19	3	12
100317962	11	80	64	12	25	18	35	29	16	18	29	30	145	0	21
100318080	16	53	49	20	76	5	46	88	37	26	7	51	90	32	49
100318116	11	10	27	3	11	4	14	26	18	18	10	0	35	8	0
100318165	0	4	20	6	1	0	10	2	0	0	4	13	19	0	2
100318301	5	41	7	0	27	32	9	38	19	7	13	32	73	8	54
100318317	224	331	486	173	301	77	243	421	330	234	159	342	410	212	280
100318335	7	2	17	0	0	13	0	17	7	10	9	16	18	0	22
100318353	264	493	525	158	105	114	240	408	270	187	988	173	489	89	231
100318355	263	526	629	182	221	167	250	534	225	263	145	220	697	132	354
100318566	180	421	378	117	113	90	110	279	82	148	107	221	369	141	301
100318736	269	594	510	230	205	126	283	508	356	281	232	358	702	109	545
100318854	30	137	65	18	44	38	112	138	115	61	128	33	238	132	160
100318899	83	154	138	55	46	36	55	139	39	53	57	85	138	47	128
100318936	96	105	182	26	14	18	50	114	41	60	30	44	175	63	145
100319064	31	62	61	1	66	53	38	87	47	48	38	97	197	36	181
100319138	101	187	169	48	46	65	85	100	83	72	68	67	253	49	124
100319235	11	25	1	0	6	4	20	4	4	5	0	22	34	14	27
100319240	0	1	25	0	0	1	7	2	0	0	0	0	6	0	5
100319387	0	3	3	3	0	0	3	2	0	12	5	6	16	3	0
100319820	35	86	68	4	17	9	15	48	16	42	15	41	85	15	40
