Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL				
ENSDARG00000077872	Linear		null	null	0.708055	0.504579	1.1531	0.2288	190.048829	-374.097657	-1	1.403258954	TRUE	1.24E-05	-2.69E-06	
ENSDARG00000041685	Linear		null	null	0.930515	0.638236	1.67572	0.1403	182.042962	-358.085924	-1	1.457948157	TRUE	2.26E-05	-3.49E-06	
ENSDARG00000040568	Linear		null	null	0.800704	0.561887	1.35608	0.1125	206.073608	-406.147215	-1	1.42502674	TRUE	4.77E-06	-8.18E-07	
ENSDARG00000055493	Exp 2		null	null	1.21089	0.717053	3.03919	0.09548	217.0108	-428.0216	-1	1.688703624	TRUE	-1	2.68E-06	0.103625
ENSDARG00000061383	Poly 2		null	null	0.464385	0.149996	2.39874	0.02078	183.605452	-359.210905	1	3.09598256	TRUE	3.20E-05	8.22E-06	-4.12E-06
ENSDARG00000055388	Linear		null	null	0.838388	0.584523	1.4443	0.01273	189.656993	-373.313986	-1	1.434311396	TRUE	1.56E-05	-2.33E-06	
ENSDARG00000087736	Exp 4		null	null	0.0191279	2.33E-05	30000	0.2864	238.0896	-468.1793	-1	821.5357921	TRUE	3.36E-07	42.5145	0.586003
ENSDARG00000089444	Exp 4		null	null	3.01E-05	1.21E-06	5.50E-04	0.01032	234.6678	-461.3355	-1	24.82716467	TRUE	1.50E-06	3813.47	0.402273
ENSDARG00000099361	Linear		null	null	1.16975	0.767367	2.4087	0.7812	223.719453	-441.438907	1	1.524368392	TRUE	4.21E-07	1.73E-07	
ENSDARG00000068883	Poly 2		null	null	0.244602	0.116363	2.52694	0.7064	196.229673	-384.459346	1	2.102059933	TRUE	1.39E-05	5.77E-06	-2.50E-06
ENSDARG00000054136	Linear		null	null	1.5435	0.942234	4.18776	0.00693	219.953236	-433.906472	1	1.638128108	TRUE	1.02E-06	1.68E-07	
ENSDARG00000006447	Linear		null	null	0.995866	0.674965	1.85513	0.6464	220.579766	-435.159531	-1	1.475433541	TRUE	1.53E-06	-2.50E-07	
ENSDARG00000098063	Linear		null	null	0.917007	0.630504	1.64029	0.3185	180.23052	-354.46104	-1	1.454403144	TRUE	1.99E-05	-4.00E-06	
ENSDARG00000077316	Linear		null	null	1.63872	0.982187	4.85298	0.4995	217.131976	-428.263952	-1	1.66843992	TRUE	1.87E-06	-1.91E-07	
ENSDARG00000059044	Linear		null	null	3.34535	1.48702	90000	0.002648	213.65563	-421.311259	1	2.249700744	TRUE	1.74E-06	1.18E-07	
ENSDARG00000079532	Poly 2		null	null	0.138334	0.082954	0.423626	0.2604	222.616232	-437.232463	1	1.66759891	TRUE	1.06E-06	1.65E-06	-5.97E-07
ENSDARG00000117613	Exp 2		null	null	1.89766	1.23819	5.41937	0.1133	207.4584	-408.9168	1	1.532608081	TRUE	1	1.98E-06	0.138828
ENSDARG00000017821	Linear		null	null	0.957156	0.653345	1.74722	0.2776	204.601765	-403.20353	-1	1.465008533	TRUE	6.34E-06	-7.55E-07	
ENSDARG00000021573	Poly 2		null	null	0.469479	0.151169	2.46532	0.3185	207.624239	-407.248479	1	3.105656583	TRUE	3.35E-06	1.62E-06	-7.75E-07
ENSDARG00000071055	Linear		null	null	1.61857	0.973874	4.70184	0.0267	218.804343	-431.608686	-1	1.661991182	TRUE	1.97E-06	-1.73E-07	
ENSDARG00000059956	Linear		null	null	0.88435	0.611606	1.55682	0.4867	199.466667	-392.933334	-1	1.445947227	TRUE	9.00E-06	-1.15E-06	
ENSDARG00000101461	Exp 4		null	null	0.134879	0.00123503	30000	0.5153	221.5666	-435.1332	1	109.2111123	TRUE	1.09E-06	5.06355	1.43315
ENSDARG00000077875	Exp 2		null	null	0.406662	0.27616	0.696349	0.6394	220.1216	-434.2433	-1	1.472559386	TRUE	-1	2.40E-06	0.278159
ENSDARG00000007988	Poly 2		null	null	0.353932	0.137416	2.51347	0.1031	204.085796	-400.171592	1	2.575624381	TRUE	5.12E-06	2.51E-06	-1.13E-06
ENSDARG00000000887	Exp 2		null	null	0.969157	0.701452	1.57526	0.5067	220.6265	-435.2529	1	1.381644075	TRUE	1	1.98E-06	0.121843
ENSDARG00000059700	Poly 2		null	null	0.184909	0.0998093	2.621	0.02236	201.951666	-395.903333	1	1.852622952	TRUE	8.85E-06	5.04E-06	-2.03E-06
ENSDARG00000102805	Linear		null	null	0.81096	0.568087	1.37975	0.368	187.523883	-369.047766	-1	1.427527826	TRUE	1.68E-05	-2.78E-06	
ENSDARG00000099003	Linear		null	null	0.757563	0.535496	1.25921	0.7149	199.33407	-392.668139	-1	1.414694041	TRUE	1.10E-05	-1.36E-06	
ENSDARG00000104811	Exp 2		null	null	1.09444	0.619982	2.82377	0.6906	217.0554	-428.1107	-1	1.765277056	TRUE	-1	1.87E-06	0.168991
ENSDARG00000054218	Linear		null	null	1.04471	0.701689	1.99861	0.5131	206.465005	-406.930009	-1	1.488850474	TRUE	4.26E-06	-6.11E-07	
ENSDARG00000095963	Linear		null	null	1.04644	0.702628	2.00387	0.2826	184.774815	-363.54963	-1	1.489322942	TRUE	2.19E-05	-2.59E-06	
ENSDARG00000077799	Exp 4		null	null	0.0083279	0.00104923	0.0351855	0.7344	183.0564	-358.1127	1	7.937153913	TRUE	1.04E-05	43.9451	1.95405
ENSDARG00000101407	Poly 2		null	null	0.312443	0.130983	2.62233	0.03819	210.734534	-413.469067	-1	2.385370621	TRUE	2.26E-06	-1.77E-06	7.31E-07
ENSDARG00000045299	Poly 2		null	null	0.136009	0.0818674	0.418669	0.4896	193.490144	-378.980288	1	1.661332838	TRUE	1.33E-05	1.18E-05	-4.66E-06
ENSDARG00000101184	Exp 4		null	null	5.68E-04	2.76E-05	0.00269415	0.9185	228.0748	-448.1497	1	20.56882261	TRUE	7.65E-07	541.868	1.74511
ENSDARG00000098408	Linear		null	null	1.0777	0.719397	2.10053	0.7329	208.876913	-411.753825	-1	1.498060181	TRUE	3.02E-06	-5.04E-07	
ENSDARG00000100709	Poly 2		null	null	0.342591	0.135885	2.55968	0.1976	177.19665	-346.393301	1	2.521183354	TRUE	3.81E-05	1.54E-05	-6.69E-06
ENSDARG00000087633	Linear		null	null	0.989591	0.671487	1.8373	0.8562	208.997341	-411.994683	-1	1.47373069	TRUE	4.44E-06	-5.45E-07	
ENSDARG00000044752	Exp 2		null	null	1.5137	0.812659	5.15878	0.6197	205.8504	-405.7009	-1	1.862650878	TRUE	-1	4.18E-06	0.114365
ENSDARG00000054319	Linear		null	null	0.888388	0.613958	1.56697	0.386	173.883875	-341.76775	-1	1.446984973	TRUE	3.73E-05	-6.31E-06	
ENSDARG00000103687	Exp 2		null	null	1.00047	0.574362	2.45194	0.6539	177.5712	-349.1425	-1	1.741880556	TRUE	-1	2.61E-05	0.183911
ENSDARG00000055278	Linear		null	null	1.25565	0.810294	2.73288	0.5811	164.596836	-323.193673	-1	1.54962273	TRUE	4.49E-05	-8.29E-06	
ENSDARG00000005616	Poly 2		null	null	0.130169	0.0794707	0.363608	0.4647	209.498298	-410.996596	1	1.637949584	TRUE	3.42E-06	4.21E-06	-1.57E-06
ENSDARG00000074719	Poly 2		null	null	0.208995	0.108241	1.3639	0.02636	221.363242	-434.726483	1	1.930830277	TRUE	1.68E-06	1.20E-06	-3.11E-07
ENSDARG00000105039	Linear		null	null	1.19555	0.78044	2.50203	0.7095	186.928757	-367.857514	1	1.531892266	TRUE	1.02E-05	1.96E-06	
ENSDARG00000044512	Linear		null	null	0.941185	0.64431	1.70409	0.1826	209.671766	-413.343532	1	1.460764228	TRUE	3.11E-06	5.48E-07	
ENSDARG00000053853	Linear		null	null	1.13486	0.749426	2.28749	0.8792	147.430618	-288.861236	-1	1.514305615	TRUE	1.87E-04	-2.88E-05	
ENSDARG00000076448	Linear		null	null	0.775817	0.546726	1.29968	0.3246	184.586314	-363.172628	-1	1.419023423	TRUE	2.22E-05	-3.54E-06	
ENSDARG00000104207	Linear		null	null	1.21445	0.789922	2.57256	0.7933	200.529635	-395.05927	-1	1.537430278	TRUE	5.48E-06	-7.81E-07	
ENSDARG00000116139	Linear		null	null	1.08829	0.725022	2.13414	0.4443	194.818693	-383.637387	-1	1.501044106	TRUE	1.04E-05	-1.28E-06	
ENSDARG00000023820	Power		null	null	2.82327	0.739708	2.92139	0.7755	151.356552	-296.713104	-1	3.816735793	1.99E-04	-1.94E-13	18	TRUE
ENSDARG00000031848	Poly 2		null	null	0.191629	0.102	2.65754	0.6973	207.335905	-406.671811	1	1.878715686	TRUE	4.54E-06	3.40E-06	-1.34E-06
ENSDARG00000070919	Linear		null	null	1.38562	0.872043	3.30724	0.006274	216.844886	-427.689771	-1	1.588935408	TRUE	1.97E-06	-2.31E-07	
ENSDARG00000038199	Poly 2		null	null	0.419879	0.146613	2.89763	0.1003	175.307257	-342.614515	1	2.863859276	TRUE	3.79E-05	1.49E-05	-6.61E-06
ENSDARG00000055036	Linear		null	null	0.874373	0.605775	1.53191	0.2699	189.38775	-372.775501	-1	1.44339565	TRUE	1.43E-05	-2.28E-06	
ENSDARG00000007024	Poly 2		null	null	0.28068	0.124402	2.79505	0.02129	175.304492	-342.608983	1	2.256233823	TRUE	4.40E-05	2.07E-05	-9.11E-06
ENSDARG00000070078	Linear		null	null	1.27327	0.818886	2.80437	0.8768	172.334214	-338.668427	-1	1.554880655	TRUE	3.27E-05	-4.88E-06	
ENSDARG00000100968	Exp 2		null	null	5.87125	1.9971	30000	6.47E-04	193.8307	-381.6614	1	2.939887837	TRUE	1	6.79E-06	0.0336422
ENSDARG00000088933	Exp 2		null	null	0.909561	0.512945	2.20501	0.9871	213.3433	-420.6866	-1	1.773213502	TRUE	-1	2.13E-06	0.230766
ENSDARG00000099185	Linear		null	null	0.884381	0.611624	1.55689	0.6456	127.707532	-249.415063	-1	1.445955358	TRUE	9.96E-04	-1.38E-04	
ENSDARG00000016918	Linear		null	null	0.935908	0.641309	1.69001	0.9216	146.351656	-286.703312	-1	1.459371379	TRUE	2.45E-04	-3.75E-05	
ENSDARG00000023176	Poly 2		null	null	0.426923	0.147135	2.84996	0.1984	169.054814	-330.109628	1	2.901573385	TRUE	5.37E-05	2.25E-05	-1.03E-05
ENSDARG00000102722	Poly 2		null	null	0.38511	0.142764	3.02966	0.5869	175.149632	-342.299264	1	2.697528789	TRUE	2.37E-05	1.59E-05	-6.53E-06
ENSDARG00000100406	Linear		null	null	0.730721	0.518818	1.20104	0.03715	155.723398	-305.446796	-1	1.408434172	TRUE	1.50E-04	-2.57E-05	
ENSDARG00000101146	Exp 2		null	null	0.946375	0.702652	1.45276	0.7925	220.3865	-434.7729	1	1.346861604	TRUE	1	1.32E-06	0.185125
ENSDARG00000076381	Linear		null	null	1.00777	0.681534	1.88932	0.9589	190.057007	-374.114014	-1	1.47867898	TRUE	1.26E-05	-1.89E-06	
ENSDARG00000075229	Exp 2		null	null	1.3883	0.656672	5.26979	0.005831	227.7904	-449.5808	-1	2.114145266	TRUE	-1	6.25E-07	0.203708
ENSDARG00000069439	Linear		null	null	1.96337	1.10645	8.53374	0.004445	209.09629	-412.192581	-1	1.774476931	TRUE	2.16E-06	-2.73E-07	
ENSDARG00000004296	Poly 2		null	null	0.246444	0.116569	2.69994	0.1626	174.373978	-340.747956	1	2.114146986	TRUE	6.41E-05	2.48E-05	-1.13E-05
ENSDARG00000073695	Exp 4		null	null	0.162238	6.06E-04	30000	0.05414	224.4707	-440.9414	1	267.6655855	TRUE	7.10E-07	3.87911	1.5794
ENSDARG00000104450	Linear		null	null	0.673173	0.48239	1.08132	0.8293	191.936824	-377.873648	-1	1.395495346	TRUE	2.00E-05	-2.50E-06	
ENSDARG00000013871	Linear		null	null	1.33907	0.850356	3.08839	0.5396	162.047194	-318.094388	-1	1.574716942	TRUE	6.02E-05	-9.21E-06	
ENSDARG00000069377	Linear		null	null	1.30823	0.835726	2.95179	0.2006	189.873967	-373.747934	1	1.565381477	TRUE	7.42E-06	1.47E-06	
ENSDARG00000092976	Linear		null	null	1.01623	0.686183	1.91393	0.8802	179.962889	-353.925778	-1	1.480989765	TRUE	2.88E-05	-3.68E-06	
ENSDARG00000104007	Exp 2		null	null	1.60575	0.817926	6.31636	0.03876	219.2934	-432.5867	-1	1.96319716	TRUE	-1	1.41E-06	0.133003
ENSDARG00000069333	Linear		null	null	0.70101	0.500124	1.1384	0.4109	218.751696	-431.503393	-1	1.401672385	TRUE	2.89E-06	-4.01E-07	
ENSDARG00000087709	Poly 2		null	null	0.40613	0.144303	2.79045	0.1904	218.134898	-428.269795	1	2.814425203	TRUE	2.59E-06	8.92E-07	-4.18E-07
ENSDARG00000002394	Linear		null	null	1.05125	0.705223	2.01849	0.1737	204.767119	-403.534239	-1	1.490663237	TRUE	5.42E-06	-6.80E-07	
ENSDARG00000029493	Poly 2		null	null	0.328129	0.133191	2.49745	0.2735	200.803975	-393.60795	1	2.46359739	TRUE	6.85E-06	3.33E-06	-1.50E-06
ENSDARG00000068982	Linear		null	null	9.29983	2.12167	90000	2.72E-04	216.541354	-427.082707	-1	4.383259414	TRUE	1.26E-06	-3.51E-08	
ENSDARG00000018846	Linear		null	null	0.748633	0.529969	1.23969	0.1228	185.630401	-365.260802	-1	1.412597718	TRUE	1.66E-05	-3.42E-06	
ENSDARG00000019228	Linear		null	null	0.82867	0.578722	1.42121	0.6667	182.820991	-359.641982	-1	1.431896489	TRUE	2.41E-05	-3.73E-06	
ENSDARG00000043285	Linear		null	null	1.11652	0.739878	2.22598	0.941	227.65126	-449.302521	-1	1.509059602	TRUE	1.01E-06	-1.39E-07	
ENSDARG00000087393	Linear		null	null	1.04969	0.70438	2.01373	0.8523	222.54292	-439.08584	1	1.490232545	TRUE	9.43E-07	2.08E-07	
ENSDARG00000091143	Exp 4		null	null	0.0226932	0.00749022	0.145897	0.8366	232.6566	-457.3132	-1	3.029710743	TRUE	8.67E-07	18.8209	0.630384
ENSDARG00000054534	Linear		null	null	0.971913	0.661633	1.78778	0.2731	193.227387	-380.454773	-1	1.468960889	TRUE	9.78E-06	-1.59E-06	
ENSDARG00000099633	Poly 2		null	null	0.452223	0.149859	2.84902	0.2574	174.416323	-340.832645	1	3.017656597	TRUE	4.77E-05	1.51E-05	-6.96E-06
ENSDARG00000098296	Exp 2		null	null	0.785827	0.496313	1.58724	0.4547	204.6709	-403.3418	-1	1.583329472	TRUE	-1	5.77E-06	0.169542
ENSDARG00000079560	Exp 2		null	null	0.62368	0.410844	1.14948	0.445	216.9206	-427.8413	-1	1.518045779	TRUE	-1	2.84E-06	0.190078
ENSDARG00000045411	Linear		null	null	0.793854	0.557731	1.34041	0.02517	197.83647	-389.67294	-1	1.423363593	TRUE	1.45E-05	-1.43E-06	
ENSDARG00000058603	Poly 2		null	null	0.554342	0.157143	2.39276	0.8911	195.825278	-383.650556	1	3.527627702	TRUE	1.45E-05	3.27E-06	-1.68E-06
ENSDARG00000079547	Linear		null	null	1.05112	0.705149	2.01808	0.5725	230.593452	-455.186903	-1	1.490635313	TRUE	6.85E-07	-1.22E-07	
ENSDARG00000089919	Exp 2		null	null	0.533161	0.367288	0.907085	0.524	207.2361	-408.4723	-1	1.451615626	TRUE	-1	7.32E-06	0.162114
ENSDARG00000071579	Linear		null	null	1.30452	0.833951	2.93577	0.3809	211.98423	-417.96846	-1	1.564264567	TRUE	2.37E-06	-3.39E-07	
ENSDARG00000056909	Linear		null	null	0.855919	0.594921	1.48656	0.9437	202.136995	-398.273991	-1	1.43871035	TRUE	5.91E-06	-9.95E-07	
ENSDARG00000104965	Linear		null	null	1.40493	0.880903	3.40285	0.05087	232.25431	-458.508619	-1	1.594874805	TRUE	4.67E-07	-8.14E-08	
ENSDARG00000061355	Linear		null	null	0.590828	0.428691	0.920786	0.4625	175.828081	-345.656161	-1	1.378214145	TRUE	6.12E-05	-8.33E-06	
ENSDARG00000104718	Poly 2		null	null	0.388048	0.142704	2.57792	0.8948	218.605073	-429.210145	-1	2.719251037	TRUE	9.53E-07	-8.80E-07	3.82E-07
ENSDARG00000101979	Linear		null	null	1.17771	0.771417	2.43714	0.6755	178.956236	-351.912473	-1	1.526684011	TRUE	3.06E-05	-3.39E-06	
ENSDARG00000043279	Linear		null	null	0.841156	0.58617	1.45092	0.7169	193.590595	-381.181189	-1	1.435003497	TRUE	1.34E-05	-1.79E-06	
ENSDARG00000093642	Exp 2		null	null	1.46382	1.03977	2.75702	0.009075	235.092	-464.184	1	1.407830578	TRUE	1	2.97E-07	0.18912
ENSDARG00000077058	Linear		null	null	1.55688	0.947951	4.27415	0.05129	222.960038	-439.920076	-1	1.642363371	TRUE	9.01E-07	-1.37E-07	
ENSDARG00000079420	Linear		null	null	0.827097	0.577781	1.4175	0.5487	179.051514	-352.103028	-1	1.431506055	TRUE	3.29E-05	-4.80E-06	
ENSDARG00000007421	Poly 2		null	null	0.176969	0.097294	2.70646	0.2778	181.744985	-355.48997	1	1.818909696	TRUE	2.27E-05	2.01E-05	-7.71E-06
ENSDARG00000042920	Linear		null	null	0.700732	0.499948	1.13783	0.2934	208.955633	-411.911266	-1	1.401609767	TRUE	4.58E-06	-7.72E-07	
ENSDARG00000093619	Exp 2		null	null	0.571358	0.376032	1.04576	0.05665	203.4716	-400.9432	-1	1.519439835	TRUE	-1	6.61E-06	0.219668
ENSDARG00000042667	Exp 2		null	null	1.56164	1.08567	3.19276	0.9154	167.9587	-329.9174	1	1.438411304	TRUE	1	2.74E-05	0.169555
ENSDARG00000071450	Exp 4		null	null	0.0175813	0.00369582	0.364427	0.2837	227.6022	-447.2043	-1	4.757076914	TRUE	5.86E-07	37.0013	0.443339
ENSDARG00000056226	Poly 2		null	null	0.278943	0.124027	2.51123	0.5099	206.956586	-405.913172	1	2.24905061	TRUE	4.53E-06	2.53E-06	-1.11E-06
ENSDARG00000042065	Exp 2		null	null	1.30162	0.676583	4.13073	0.7224	222.721	-439.4421	-1	1.923814225	TRUE	-1	1.03E-06	0.180665
ENSDARG00000062080	Exp 2		null	null	1.52784	0.738527	6.18037	0.01345	215.1384	-424.2767	-1	2.068766612	TRUE	-1	1.54E-06	0.173454
ENSDARG00000102456	Poly 2		null	null	0.394503	0.142622	2.44145	0.7455	165.441637	-322.883275	1	2.766073958	TRUE	8.67E-05	3.07E-05	-1.47E-05
ENSDARG00000100442	Linear		null	null	1.20405	0.784714	2.53351	0.457	172.3819	-338.7638	-1	1.534380679	TRUE	2.77E-05	-5.14E-06	
ENSDARG00000105212	Exp 2		null	null	0.711167	0.440297	1.45192	0.8094	215.2904	-424.5807	-1	1.615198377	TRUE	-1	2.42E-06	0.222845
ENSDARG00000001818	Poly 2		null	null	0.438987	0.148277	2.4911	0.4955	185.784291	-363.568581	1	2.960587279	TRUE	1.98E-05	7.26E-06	-3.38E-06
ENSDARG00000093068	Poly 2		null	null	0.258351	0.119602	2.79959	0.03643	179.020458	-350.040915	1	2.160089296	TRUE	2.88E-05	1.73E-05	-7.51E-06
ENSDARG00000022372	Poly 2		null	null	0.256791	0.119206	2.51614	0.4272	183.076682	-358.153364	1	2.154178481	TRUE	2.97E-05	1.33E-05	-5.81E-06
ENSDARG00000053973	Poly 2		null	null	0.283292	0.12506	2.83453	0.2219	122.940105	-237.880209	1	2.265248681	TRUE	0.00125323	6.72E-04	-2.90E-04
ENSDARG00000040747	Linear		null	null	0.487428	0.358709	0.734683	0.7909	163.522983	-321.045966	-1	1.358839617	TRUE	1.44E-04	-2.29E-05	
ENSDARG00000070918	Linear		null	null	1.32198	0.842275	3.01191	0.9206	190.327152	-374.654303	-1	1.569534891	TRUE	7.32E-06	-1.42E-06	
ENSDARG00000070892	Linear		null	null	1.67632	0.997502	5.15196	0.1086	202.72476	-399.44952	-1	1.680517934	TRUE	3.63E-06	-4.89E-07	
ENSDARG00000098791	Linear		null	null	0.807827	0.566195	1.37248	0.3816	200.019469	-394.038938	-1	1.426764631	TRUE	7.87E-06	-1.21E-06	
ENSDARG00000098360	Exp 4		null	null	0.0347747	1.97E-05	30000	0.2211	239.5424	-471.0848	-1	1762.386223	TRUE	2.94E-07	19.3324	0.510657
ENSDARG00000089903	Exp 2		null	null	2.32451	0.966315	43.7543	8.08E-04	225.6851	-445.3701	-1	2.405540636	TRUE	-1	6.63E-07	0.133714
ENSDARG00000017444	Poly 2		null	null	0.218862	0.109696	2.50682	0.1966	190.798858	-373.597717	1	1.995168466	TRUE	1.76E-05	9.16E-06	-3.97E-06
ENSDARG00000103878	Linear		null	null	0.850689	0.591827	1.47386	0.9963	142.774085	-279.54817	-1	1.437394712	TRUE	3.27E-04	-5.24E-05	
ENSDARG00000099424	Linear		null	null	1.49707	0.922116	3.90357	0.03503	209.079302	-412.158605	-1	1.623515913	TRUE	2.21E-06	-3.58E-07	
ENSDARG00000043997	Linear		null	null	1.04764	0.703274	2.0075	0.6764	194.505711	-383.011422	-1	1.489661213	TRUE	8.64E-06	-1.35E-06	
ENSDARG00000070775	Linear		null	null	0.834091	0.581961	1.43406	0.6401	187.351446	-368.702893	-1	1.43324209	TRUE	1.94E-05	-2.74E-06	
ENSDARG00000030915	Exp 2		null	null	1.01078	0.510829	2.87675	0.5281	179.6807	-353.3614	-1	1.978705203	TRUE	-1	1.68E-05	0.254568
ENSDARG00000096081	Exp 4		null	null	7.67E-04	1.33E-06	0.00774428	0.8257	225.3617	-442.7233	-1	575.8246544	TRUE	8.22E-07	556.777	0.366176
ENSDARG00000062077	Linear		null	null	1.04315	0.700846	1.9939	0.3863	215.153376	-424.306752	-1	1.488415429	TRUE	1.87E-06	-3.43E-07	
ENSDARG00000104818	Linear		null	null	0.559032	0.407469	0.861855	0.6618	187.887208	-369.774417	-1	1.371962039	TRUE	2.38E-05	-3.94E-06	
ENSDARG00000101726	Linear		null	null	0.725815	0.515748	1.19057	0.5892	182.468884	-358.937769	-1	1.407305506	TRUE	2.25E-05	-4.36E-06	
ENSDARG00000045592	Linear		null	null	1.40691	0.881808	3.41283	0.5604	183.123015	-360.246031	-1	1.595483371	TRUE	1.52E-05	-2.15E-06	
ENSDARG00000030270	Exp 2		null	null	1.17232	0.834156	2.04359	0.9252	145.7238	-285.4476	1	1.405396592	TRUE	1	2.16E-04	0.133345
ENSDARG00000040427	Linear		null	null	1.37931	0.86913	3.27662	0.02411	219.73008	-433.46016	-1	1.587000794	TRUE	9.50E-07	-1.91E-07	
ENSDARG00000015731	Linear		null	null	0.87409	0.605609	1.53121	0.9968	206.718939	-407.437879	-1	1.443323993	TRUE	5.22E-06	-7.18E-07	
ENSDARG00000005004	Exp 2		null	null	2.4597	1.07494	78.9894	0.1124	206.8318	-407.6635	-1	2.288220738	TRUE	-1	2.92E-06	0.0974729
ENSDARG00000075217	Linear		null	null	1.48196	0.915476	3.816	0.6253	219.416805	-432.83361	1	1.618786293	TRUE	5.81E-07	1.82E-07	
ENSDARG00000103342	Linear		null	null	0.984281	0.668536	1.82232	0.6201	155.968665	-305.937331	-1	1.47229319	TRUE	1.40E-04	-1.88E-05	
ENSDARG00000099564	Exp 2		null	null	0.882178	0.647797	1.37631	0.632	222.7994	-439.5987	1	1.36181242	TRUE	1	1.67E-06	0.137394
ENSDARG00000115982	Poly 2		null	null	0.13021	0.0796142	0.353948	0.003182	220.905462	-433.810924	1	1.635512258	TRUE	1.07E-06	1.96E-06	-6.53E-07
ENSDARG00000117717	Poly 2		null	null	0.211639	0.108934	1.55716	0.1188	218.665842	-429.331685	1	1.942818587	TRUE	6.53E-07	1.42E-06	-3.86E-07
ENSDARG00000104434	Linear		null	null	15.0102	2.32815	90000	9.00E-05	209.18385	-412.367699	-1	6.447264996	TRUE	1.99E-06	-3.55E-08	
