	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
101883783	4.147301401	4.079206993	4.250596668	3.959378529	4.247536872	4.10371195	3.960850183	3.937822181	3.982022753	3.987333269	4.028042974	4.163486649	3.999532488	3.945679583	4.336199768	4.008317025	4.16414455	4.010974289	4.241442328	4.346551579	4.035104396
101883842	3.44150718	3.542675257	3.260078206	3.440166903	2.910359974	3.427064599	3.272699845	3.082619281	2.979230378	3.023657426	2.959455147	2.733393746	3.379417889	3.047365941	2.905315513	3.097092022	3.098199708	3.180210096	3.087233674	2.979992204	3.106233728
101883856	3.185886233	2.356802831	1.841811907	2.016653199	3.349928155	3.071435688	2.420868812	3.750623568	2.819882467	2.266038138	3.963727182	3.142039361	2.664088342	3.984326236	3.298636506	2.601099571	3.501417528	2.86143757	3.605089257	3.299013924	2.35482114
101883863	1.113822788	1.284231687	1.412606178	1.639647945	1.418081062	1.339950946	1.360957648	0.6519809	1.170471298	1.826233278	1.301224879	1.099170172	1.702008315	0.653961773	1.410138373	1.201444167	1.443961619	1.691825588	1.263085431	1.23182417	1.621041517
101883869	1.802079103	1.741966135	1.949096482	2.117793233	2.041777329	2.022882319	2.045767196	2.031733904	1.790885865	2.105826411	1.741169306	1.734041703	2.083067978	1.976050972	1.801715241	2.064742598	1.91118248	1.917456773	1.821076077	2.032154391	1.678444976
101883905	4.871176944	5.217183839	5.217498985	5.458178532	4.855063537	5.256980001	4.895477327	4.783470779	4.691230332	4.759732491	4.795908698	4.92112132	5.110526469	4.335558969	5.00347289	4.838294032	4.444261653	5.323012712	4.825758333	4.454668006	4.703196859
101883923	5.021206246	5.204301407	5.024527211	5.243699072	5.065642417	5.215927945	4.895477327	4.923037078	4.576250404	4.748147595	5.073753281	4.734978703	5.055344366	4.838777035	4.931293841	4.810890291	4.818288046	5.264590147	4.946827464	4.751727647	4.766333958
101883924	2.818732966	2.641176397	2.708485908	2.609619722	2.508497418	2.586198727	2.460360123	2.723907019	1.983690854	2.069051782	2.619757473	2.185567526	2.601703436	2.569546869	2.29677505	2.143746122	2.356659518	2.808787931	2.508994111	2.656868	2.026739721
101883928	1.05935469	1.073709243	1.197366722	1.830531574	0.865653674	1.249854832	0.540032303	0.420304336	-0.060441214	0.858176846	0.059016966	0.42230487	1.292088557	-0.08014145	0.870982725	-0.119640701	0.262954929	1.337698927	0.143804077	0.113809766	0.108693579
101883936	1.850999629	1.828463116	1.254261153	2.068109336	1.168148879	1.530577978	1.13556059	1.592939468	1.002501352	0.968785469	1.568753535	0.964437819	1.577874982	1.484724879	1.434917162	1.434769404	1.400882505	1.856509553	1.473980175	1.095954833	1.581463041
101883945	4.392831938	4.493432223	4.745756822	4.415145679	4.19493406	4.492192666	4.159876063	4.138289883	3.966886496	4.070306582	4.096687324	4.014582545	4.270759027	4.199049459	4.176402065	4.055782285	4.470541751	4.3013076	3.935348455	4.538960681	4.226875888
101883975	0.644134353	0.955681449	1.197366722	1.76966735	0.724334587	1.120244869	0.464356343	0.563722859	0.619360779	0.799520865	0.909653048	0.815814498	1.033135313	0.383548681	0.757696267	0.367894124	0.110865439	1.197291349	1.263085431	0.370917047	0.363279983
101883994	-0.39411045	1.101766843	-1.157266654	-2.49537919	3.783093762	0.326911769	-1.408873501	0.316104089	-0.80048765	-1.18276174	-0.889896345	-0.89480688	-1.194156244	0.950143695	-1.691562188	1.416703861	0.310285725	1.835607901	-0.691783555	0.310807081	-0.594966172
101883998	2.768686566	3.068301823	2.916671222	3.427088323	2.519234381	3.148259143	2.901606676	2.273493805	2.206243168	2.636532826	2.46436477	2.798216402	2.863363196	1.776590962	2.813815501	2.458274909	2.34534277	2.835352911	2.4099186	2.504199972	2.551996464
101884003	2.835036599	3.061174596	2.977072233	3.011220791	3.005065337	3.097500698	2.726415353	3.226099333	2.974192825	2.809992287	3.042392603	2.934222184	2.957704121	3.162579643	2.755993744	3.03331226	3.131522268	3.004079218	3.1144601	3.055196391	2.84724835
101884007	2.217198544	2.521647259	2.201403239	2.984687077	1.884581574	2.287263677	1.518922753	1.636858608	0.789605939	0.941918123	2.120108278	1.124669969	1.887758428	0.881601675	1.963734479	1.75540439	0.815743331	2.582859663	1.967623756	0.77851123	0.995573161
101884034	2.179389985	2.621929999	2.365333787	2.3152712	1.901094655	2.561442328	2.450588177	2.080258059	2.08996969	2.188155078	2.314665845	2.256488569	2.432808559	2.245178168	2.462602179	2.493174899	2.287387897	2.638224981	2.380315027	2.348470893	2.445795881
101884099	1.113822788	0.924601524	0.873416125	0.881683754	0.724334587	1.424749765	0.808359274	1.183116441	1.060691526	1.421922413	0.972529049	1.378923016	0.830441442	0.904812725	0.500342316	0.250409608	0.713824932	1.276975868	1.162323539	0.537538648	1.54076808
101884107	2.672166981	3.210373705	2.96007129	2.975732941	2.561400566	3.164789381	2.797522994	2.231142778	2.273400968	2.319202251	2.967195052	2.798216402	3.166062256	1.953966818	2.974554175	2.385835233	2.214621669	3.204868747	2.350091251	2.421346531	2.541721369
101884119	1.031329559	0.860357891	1.412606178	0.881683754	1.507071499	1.249854832	1.381675377	0.813783866	0.878568093	1.190422781	0.460995044	1.046777263	1.064312501	0.244910783	1.10513334	1.434769404	1.287196762	1.292397918	0.717658182	1.442571873	1.341940981
101884120	1.882715377	1.378991889	1.664259396	1.338103208	1.670105314	0.977831175	1.661286025	1.24117708	1.041554406	1.235371222	1.276519505	1.073211542	1.620450605	1.157615063	1.410138373	1.068912653	1.848435699	0.985912562	0.853132776	1.767273754	0.802530452
101884149	1.644500005	1.724026547	1.226094382	1.159843344	1.054643641	0.777436192	1.252656466	0.993442621	0.644946427	0.706807553	1.146217822	0.935912841	1.210827937	0.858011074	1.333141356	0.816756725	1.214420646	1.004759655	0.717658182	0.589060848	0.902278209
101884172	1.850999629	1.208839494	1.785021489	1.338103208	1.996390477	1.397033635	1.461693427	1.780830602	1.205283543	1.551985432	1.568753535	1.539213234	1.534004594	1.672245053	1.61917147	1.452611524	1.714109331	1.781989253	1.473980175	1.874980489	1.519981878
101884180	4.561538765	4.258150987	4.514957975	3.82124852	4.4658336	4.492192666	4.461793702	4.377120397	4.787704255	4.874292472	4.454232715	4.479819733	4.449649475	4.90789915	4.491905951	4.828078531	4.852664404	4.631956964	4.606780529	4.904435829	4.905058919
101884183	4.29014226	4.653640293	4.449467278	4.36459306	4.126363037	4.530963737	4.283372278	3.937822181	4.106949474	4.122087298	4.175637061	4.087717034	4.4258409	4.013981474	4.142955336	4.210595895	3.926635923	4.531560358	4.098772089	3.967857768	4.164625692
101884193	3.925442158	4.010566638	4.193554642	4.021607588	3.691132515	4.082117816	4.04767773	3.564177948	3.660024619	3.732943904	3.549846566	4.058245065	4.011579249	3.219226709	3.893187502	3.87573912	3.731810876	4.135913016	3.630459205	3.683752096	3.916849408
101884198	2.266116338	2.436078874	2.646076493	2.65519872	1.933564384	2.548902979	2.327850801	1.929496589	1.943016888	2.287539445	2.004512366	2.045733761	2.083067978	1.685708544	2.12469303	1.96881526	1.956514142	2.205066124	1.864487573	1.854072833	2.232389595
101884201	1.644500005	2.116684901	1.599863161	2.63258921	1.833877059	2.256746795	2.019568278	1.679480149	1.744301332	1.71954241	1.794347585	1.934785956	1.74112093	1.321824068	1.743396501	1.666467318	0.941318384	1.90747603	1.263085431	1.601548533	1.498891808
101884217	1.359017808	1.284231687	1.10758327	1.684302447	1.867877294	1.721454947	0.838645585	1.350726226	1.581590719	1.321273187	1.548259614	1.481171221	1.74112093	1.321824068	1.61917147	1.487647132	1.526442831	1.608027703	1.77631767	1.874980489	1.388553058
101884223	1.944128836	2.183848681	1.685101513	2.016653199	2.223456951	2.33186177	1.951910716	1.500874467	1.973629362	2.287539445	2.174608813	2.059021006	1.599319845	1.763953051	2.046457318	1.619854539	1.895749772	1.410176126	1.528976968	2.318257672	2.026739721
101884258	2.179389985	2.235415515	2.032782196	0.956410768	2.011678629	2.058703422	2.181928345	2.51620701	2.153740218	2.576660845	2.314665845	2.290683143	2.171626526	2.647298289	2.139843643	2.422509685	2.098090752	2.261007513	2.271639906	2.543908079	2.821997451
101884263	2.003034407	2.621929999	2.591923607	2.609619722	2.183515535	2.484517387	1.992884782	2.127203103	2.052222479	1.897882371	1.943044728	2.388657357	2.321085078	1.738340179	2.169675747	2.041352084	1.506260387	2.430890323	1.885713096	2.156902636	1.981842481
101884269	2.91390054	2.769158217	2.898938909	2.984687077	2.782504542	2.854227314	2.430843446	2.51620701	2.162624473	1.992564937	2.397197148	2.460510266	2.714091145	2.640400606	2.775526291	2.440503124	2.595092003	2.922181273	2.481374227	2.76162202	2.055913302
101884270	1.850999629	2.002262256	2.258141793	2.257336094	1.611105439	2.177505057	1.573968239	1.547641229	1.336695013	1.534107614	1.588960406	1.222387673	1.760286653	0.759590916	1.1656016	1.6967263	1.000231507	1.917456773	1.65794146	1.165488389	1.455763589
101884293	4.921668058	5.286051625	5.008079536	5.102764052	4.790053369	5.213943642	4.936312537	4.647847326	4.663332981	4.765490239	4.620512802	4.759602936	5.012027334	4.206073796	4.99932557	4.706946081	4.353975525	5.140129431	4.693590759	4.440712109	4.703196859
101884302	1.568531389	1.355878937	2.172174629	2.242481354	1.799056154	1.890003253	2.228419569	1.296991212	1.620800935	1.781471142	1.199758805	2.110979031	1.641276332	0.539983514	2.388426807	1.303285441	2.263537969	1.35248858	1.01599537	2.392636492	1.0831997
101884308	1.425126951	0.354029371	0.002616125	0.956410768	0.391861361	0.642313302	0.680425087	1.059477068	0.593313174	0.799520865	1.173236674	0.784160047	0.636634507	1.602975871	0.757696267	0.760569886	0.52611892	0.596251211	1.295167282	0.428622383	0.21597633
101884317	2.716841498	2.531995088	2.416083921	2.196976765	2.926582254	2.864383308	2.685342209	2.629237602	3.095137544	2.997801813	2.648923966	2.656807815	2.809179869	3.278183933	2.878469642	3.021406803	3.064089247	2.803415728	3.087233674	3.211311458	3.106233728
101884319	2.166563691	2.786548606	2.142341587	2.783884527	2.632349922	2.360845869	2.158108568	1.911729809	2.281580073	2.22204963	2.214174244	2.256488569	2.408718086	1.658654733	2.533149632	2.229036633	1.465028205	2.307289174	1.906630862	1.83285772	2.19353814
101884332	3.886863087	4.161488689	4.032114781	3.986377452	3.742434946	4.019875926	3.868460442	3.920158264	3.709364103	3.736856846	3.71983031	3.67384404	3.937741951	3.634661255	3.893187502	3.852408052	3.749089703	4.010974289	3.768265018	3.629419247	3.752829449
101884333	3.690291681	2.972782922	3.301159729	2.824349513	3.747009593	2.943155748	3.410134311	3.445713552	3.047969239	3.428733175	3.782586062	3.129498371	3.24981092	4.081743601	3.433852692	3.293023051	3.820299995	3.416716336	3.376788514	3.473654645	3.537034366
101884357	5.263315431	5.114199672	5.362021502	5.163168605	5.091053252	4.965353562	5.224183221	5.054338898	5.13781376	5.406064511	4.938559637	5.069649701	5.170855026	5.193573887	5.056330402	5.16619525	5.306644806	5.204720697	4.855647369	5.254806041	5.230226814
101884374	2.370469576	2.157357187	2.63540731	2.272039439	2.085779763	2.444460032	1.992884782	1.94704723	1.779379991	2.287539445	2.034291201	1.934785956	2.643591656	1.751203454	2.093905966	2.12161167	2.070865133	2.451644062	1.65794146	1.721833933	2.669907165
101884408	3.851237245	4.148096846	4.091866966	4.101984616	3.990216973	4.120757516	3.861102308	4.055760957	3.78323002	3.571417927	4.016899474	3.997431013	3.899356056	4.021964581	3.954453106	3.790621771	3.88034027	4.125187382	4.009738055	3.803095976	3.864221136
101884436	1.716667625	1.571864325	1.361731373	1.3929432	1.298520491	1.050794581	1.110956145	0.316104089	1.079578115	1.021064149	0.972529049	1.046777263	1.31818918	1.530212334	1.506797981	1.021884514	0.713824932	1.395969048	0.278286511	0.945946568	0.869789253
101884459	2.558941732	2.829129001	2.985498162	3.215191104	2.156260061	2.781060153	2.133888899	1.74114066	1.973629362	1.551985432	2.239960957	1.666200077	2.3965203	1.699047552	2.510015012	2.017576079	1.985962776	2.932061146	1.92724967	1.915908198	2.232389595
101884488	3.529289351	3.588011804	3.812919219	3.62904685	3.237388933	3.625219932	3.394928538	3.433314015	3.539017788	3.354273804	3.397784728	3.504500939	3.397892453	3.372776547	3.623633489	3.790621771	3.816207053	3.420230405	3.012013137	3.527466587	3.587855277
101884490	2.347923527	2.612209651	2.186862953	1.790242052	2.100153971	2.634472408	2.251115168	1.8937415	1.790885865	1.421922413	2.133927643	1.539213234	1.852472539	1.942796662	1.911723855	1.82554728	2.124812089	2.155326939	1.730126089	1.915908198	1.804120319
101884515	4.077072047	4.006861915	4.044264839	4.051743662	3.931141225	3.830831108	3.804686516	3.963919051	3.608937814	3.888782363	3.867751298	3.575565779	3.855471865	3.702460493	3.910959042	3.927691627	3.828451208	3.892006504	3.970541433	3.713075651	3.944412081
101884528	1.191853097	0.955681449	0.720288193	0.802873666	0.83160037	0.13891051	1.060451457	0.469711698	0.644946427	0.858176846	0.665120188	1.174355999	0.901217848	0.539983514	1.306534599	0.816756725	0.262954929	0.907961103	0.278286511	1.022899514	1.341940981
101884530	1.568531389	1.987299613	1.725903636	1.309881149	1.112512237	1.765473735	1.339938064	1.153185708	1.022160018	1.021064149	1.349401542	0.815814498	1.001269464	1.515208641	1.434917162	1.068912653	2.014822303	1.35248858	1.053992171	1.576239398	0.965140297
101884554	1.734159242	1.156296268	1.664259396	1.810527452	0.93143981	1.218527537	0.897375064	1.059477068	0.982571105	1.781471142	0.87715666	0.992409718	1.369015157	0.539983514	0.500342316	0.922963282	1.465028205	1.620300973	1.263085431	1.022899514	1.43370616
101884611	2.488542705	2.321446859	2.312733104	2.538431987	2.324858014	2.634472408	1.992884782	2.259514479	2.117645777	1.73527559	2.619757473	2.032323001	1.972372561	2.61247528	2.198903458	1.783872073	2.000464701	2.229307091	2.495250265	1.744732735	2.531372569
101884625	2.988675969	3.547783582	3.448618503	3.651711508	3.072225449	3.313045039	3.449916528	3.189702996	3.052756074	3.086339062	3.246988592	2.983833883	3.084772926	2.870027983	3.149424131	2.92245166	2.986080537	3.264732179	3.05011359	3.008655127	2.990121617
101884639	1.241623093	0.487622469	1.361731373	0.761793093	0.93143981	0.544645375	0.611935775	0.888352847	1.367759201	0.968785469	0.87715666	1.313904473	0.756012917	1.176811131	1.042019354	1.222395676	1.333751484	0.782518398	0.66951743	1.295243413	0.802530452
101884658	2.301746044	2.297385477	2.111878588	2.488943954	1.850977335	1.967425711	1.895403087	1.720878569	1.932666661	1.750839042	1.741169306	1.782908116	2.113195559	1.40557248	2.139843643	2.029513061	1.485791593	2.329884887	1.906630862	1.674916244	1.919719761
101884664	4.257249031	3.878941722	4.115091706	4.421754145	3.839871265	3.648914499	4.011578687	4.027167768	3.469121062	3.909731911	4.078937295	3.607568241	3.864356143	4.242970025	4.041733362	4.10737812	4.000639572	4.258761313	4.249651817	4.137510048	4.144396296
101884675	1.866944655	1.987299613	1.949096482	1.790242052	1.689247667	2.241242822	1.951910716	1.875526068	1.756089242	1.796546695	2.120108278	2.059021006	2.268510507	1.953966818	2.198903458	2.076297163	2.070865133	1.966350313	1.77631767	2.0134189	1.903761921
101884678	2.359240594	2.297385477	2.558428535	2.526218214	1.917420864	2.573873629	2.380265997	2.064264	2.281580073	2.298171112	2.227125214	1.814589748	2.444704605	1.942796662	2.462602179	2.319322291	2.390086691	2.485583656	2.063876252	2.435490104	1.821212526
101884737	3.703671528	3.988194239	3.764780214	4.060239597	3.426072004	3.778086313	3.479049437	3.517952815	3.167538947	3.270372095	3.497359565	3.191140784	3.705336966	3.389328189	3.596435055	3.297966163	3.339743091	3.876741051	3.149980716	3.046007477	3.325727013
101884750	2.85915171	2.910695464	3.098568396	2.911447878	2.746405447	2.561442328	2.930015915	2.693035677	2.958973759	3.14641035	2.863184932	2.948571894	3.276680546	2.605408665	2.931670945	3.068450265	2.986080537	2.907233433	2.61447132	2.869736069	3.120112069
101884764	2.716841498	3.11034123	2.977072233	2.731653071	2.550973994	2.484517387	2.789793022	2.803139928	2.696845178	2.889480406	2.486076586	2.430153278	2.836525888	2.870027983	2.675106508	2.941530161	2.705426786	2.956468811	2.334738558	2.794915332	2.804914596
101884800	1.866944655	1.910066191	2.15733522	2.212304991	1.273371667	1.698931434	1.339938064	1.679480149	1.513775001	1.441236271	1.911300084	1.124669969	1.393772071	1.321824068	1.529983832	1.651096457	1.832313123	1.748834697	1.501740622	1.470314515	1.561259044
101884815	1.467574554	1.446188764	2.186862953	1.748794977	0.482433721	1.530577978	0.540032303	0.735149537	-0.43620518	0.026151491	0.416460348	-0.005425537	1.033135313	0.17025305	1.135684251	0.47652765	-0.322396397	1.620300973	0.459077404	0.822226777	0.802530452
101884837	3.768770426	3.720583606	3.83173389	4.064468876	3.603036822	3.666433486	3.897523338	3.652408987	3.57606482	3.644059634	3.544682966	3.712195653	3.768225077	3.321950826	3.74749091	3.662333553	3.696619713	3.892006504	3.491994104	3.604598545	3.721309387
101884856	4.910172117	4.881127558	4.963990463	4.930426371	4.974956351	4.984103696	4.783168599	4.859582088	4.997140477	4.767404393	4.894589751	4.96589695	4.833525933	4.778794303	4.839160005	4.995655114	4.888191623	5.096868538	4.874350236	4.807168968	4.909061362
101884886	1.882715377	1.910066191	1.765583466	2.3152712	1.14059874	1.530577978	1.360957648	1.091394385	1.255975818	1.046509829	0.941433557	1.268871618	1.182691095	1.286914314	1.682620641	1.452611524	1.378850763	1.877112704	0.853132776	0.370917047	0.695370497
101884914	3.602543234	4.117502809	4.044264839	4.025951475	3.414615971	3.973713744	3.721803955	3.476254016	3.493971958	3.428733175	3.585483371	3.678156025	3.833018821	3.295850337	3.781699932	3.591629858	3.104926078	3.996923059	3.691998307	3.178049848	3.730385609
101884924	6.270840531	6.166676336	5.885439273	5.821419553	6.101926152	6.127453936	5.880873863	6.210815603	6.177315369	5.842687522	6.014387485	6.066299354	5.94997186	6.091910314	6.001686425	5.992334983	6.060731264	6.024228945	6.046233808	5.92023203	5.928999777
101884964	1.002749222	0.7931196	1.138136146	0.719508385	0.482433721	0.819803979	0.838645585	0.469711698	0.334941209	0.886634122	0.50419606	0.75179545	0.717307395	0.834028305	1.1656016	0.816756725	0.565664794	0.466304243	0.809373004	0.428622383	1.341940981
101884986	3.871137888	4.082730743	3.978249006	4.068685793	3.839871265	4.222958435	3.967717933	3.476254016	3.78323002	3.816668382	3.871880396	3.652088654	4.035375128	3.409754227	3.833869889	3.865786256	3.475698876	4.150796191	3.796557275	3.5406117	4.00923621
101885004	1.446506861	0.986105915	2.048952201	1.830531574	1.463262327	1.186504861	2.019568278	1.800273477	1.352310715	1.781471142	1.199758805	1.198571717	1.7792011	2.217637427	0.94184857	1.538655111	1.287196762	1.714900259	1.730126089	2.207231735	1.581463041
101885019	2.217198544	2.272915981	2.78770874	2.863710426	1.901094655	2.403258618	2.071498822	1.679480149	1.813625931	1.911794876	1.811646827	1.963333004	2.281834855	1.588713796	2.362829285	1.918348578	1.880150191	2.505570659	2.063876252	2.104754119	2.25772122
101885039	1.866944655	2.521647259	2.285695649	2.763218305	2.486780752	2.403258618	2.34904594	2.301052536	1.922241642	2.233173136	2.33873189	2.538471565	2.536498482	2.121841921	2.013935129	2.154687289	2.189527161	2.444759268	2.575815399	2.271717289	2.401025487
101885043	1.05935469	0.685994363	0.978458631	0.919531035	1.195182755	0.544645375	1.573968239	1.296991212	0.962361668	0.76927364	0.909653048	1.313904473	0.830441442	1.157615063	1.073921453	1.52185204	1.263343649	1.095469811	1.091013862	1.022899514	1.138793641
101885045	5.339574695	5.22677073	5.34083429	5.223038374	5.38027598	5.442971592	5.032794706	5.30969349	5.472103453	4.816301335	5.226670668	5.39319237	4.923411699	5.114894293	5.413467541	4.891587688	5.456168226	4.996866059	5.297018689	5.458994065	4.76853854
101885074	2.003034407	2.196914214	1.999888105	2.051160394	1.901094655	1.698931434	2.071498822	2.031733904	1.973629362	1.883834394	1.776838388	1.717378028	1.905082925	1.801539433	2.269482622	1.681676139	1.485791593	2.229307091	1.842945103	1.915908198	2.232389595
101885095	3.963016398	3.965469431	3.952692909	3.945687199	3.809576684	4.284761124	3.781487644	3.770475012	3.334082073	3.22094081	3.940325127	3.203159397	3.608192414	3.556206853	3.742537011	3.46988559	3.828451208	3.982733628	3.299814642	3.452946184	3.412870105
101885131	2.509009676	2.552470711	2.656667353	2.720975966	2.671378933	2.430856549	2.545451038	2.380704252	2.428772627	2.717971322	2.518043679	2.233233456	2.684297902	2.198980445	2.413578063	2.510313319	2.444133074	2.531796426	2.508994111	2.348470893	2.612156076
101885142	1.50880886	0.354029371	1.197366722	0.719508385	0.724334587	0.777436192	1.252656466	0.924240085	0.834772626	0.738378654	0.739315993	0.815814498	0.412691485	0.510024195	0.757696267	0.367894124	0.848176588	0.84660273	0.514634392	0.905874029	1.0253773
101885160	2.003034407	1.925847189	1.461747889	1.748794977	1.689247667	1.743632219	2.146049557	1.929496589	2.032971933	2.031315185	1.667071241	1.814589748	1.852472539	1.873896206	1.857767843	1.993401665	2.444133074	1.846096579	1.753406739	2.050649691	2.270222167
101885164	5.349539276	5.53913737	5.472546824	5.613453306	5.405091055	5.451417772	5.42092039	5.504519767	5.56717201	5.662078785	5.590888687	5.492021594	5.618301657	5.391414055	5.405654173	5.696352265	5.30226186	5.620509776	5.491279138	5.309585801	5.446686787
101885168	2.370469576	2.345113517	2.080758452	2.720975966	1.980938581	2.241242822	2.121624866	1.700327846	1.779379991	1.869648282	1.776838388	2.018786409	2.036663064	0.904812725	2.283193374	1.852676612	1.465028205	2.359472319	1.633054368	2.122347235	2.366511693
101885196	1.241623093	0.529539045	1.621649516	0.270035769	1.485333197	0.544645375	0.777423508	0.851550087	0.566786623	1.300272436	0.941433557	0.815814498	1.369015157	1.251138836	0.59132417	1.021884514	1.111297369	1.261387176	1.053992171	1.601548533	0.965140297
101885211	2.568724063	3.046813635	2.797312569	3.079680372	2.442341419	3.026919409	2.545451038	2.629237602	2.313840531	2.611177032	2.629545301	2.440343413	2.941003742	2.236056213	2.611318573	2.609076453	2.214621669	2.922181273	2.271639906	1.994436896	2.688654978
101885212	1.16630907	1.378991889	1.30899675	1.338103208	0.608448253	1.424749765	0.713487838	1.091394385	1.367759201	0.501331211	1.032778828	1.420695842	0.677534763	1.214453601	1.359266294	0.897135603	1.400882505	0.323483511	0.341101355	0.984936061	0.965140297
101885237	1.751441323	0.955681449	0.301494885	1.127868149	1.14059874	0.977831175	1.422239099	1.547641229	1.568280201	0.941918123	1.090613	1.441137269	1.094830166	1.195755133	0.976017483	0.544656257	1.42258285	1.410176126	1.091013862	1.199037514	1.165807355
101885257	4.449523452	5.049045361	4.90302748	5.190514611	4.406346347	4.986430421	4.684485973	4.437346703	4.306514122	4.142880115	4.557820392	4.482287658	4.919154551	3.82311051	4.753106804	4.63063155	4.067592459	4.973137933	4.356136876	4.071117556	4.534685141
101885282	1.607015678	1.649950591	1.878467073	1.616791459	1.799056154	1.743632219	1.678132855	1.700327846	1.568280201	1.826233278	1.845635178	1.648729212	1.153994566	1.965051151	1.61917147	1.452611524	2.287387897	1.644538652	1.70646359	1.994436896	1.218363103
101885360	1.16630907	1.284231687	1.82312906	1.471482244	1.440848557	1.424749765	1.29695722	1.376861369	0.856836539	0.914540916	1.301224879	1.099170172	1.599319845	1.138160129	1.251802156	1.361108922	1.42258285	1.479185769	0.89560421	0.370917047	1.0831997
101885363	1.802079103	1.68746395	1.621649516	1.963293695	1.631041362	1.504839768	1.923933546	1.402531472	1.442613603	1.671286446	1.463242402	1.648729212	1.7792011	0.904812725	1.48323341	1.651096457	1.111297369	1.792873589	1.053992171	1.744732735	1.519981878
101885407	2.84311984	3.485256468	3.37356588	3.427088323	2.718725713	3.349653568	2.857915527	2.713689796	2.721104104	2.741532651	2.696261526	2.829567247	2.982397714	2.408361658	3.056676204	2.903117477	2.660474853	2.989960341	2.467363431	2.504199972	2.974927823
101885420	0.751101798	1.156296268	1.197366722	0.881683754	0.865653674	0.860962961	0.838645585	0.959256248	0.899977152	0.995161598	0.586900729	0.964437819	1.641276332	0.598097939	1.506797981	1.0455902	1.565979948	0.907961103	-0.004515144	0.86465655	0.995573161
101885516	2.777149126	2.552470711	2.656667353	2.034009964	2.287662789	2.127782972	2.643065372	2.480495755	2.265175229	2.795057308	2.887861409	2.665520915	2.491331488	3.042141748	2.45050144	2.76714432	2.911306505	2.845843437	2.319220729	2.06891088	2.982544722
101885518	3.488644538	3.965469431	3.360668547	3.806174305	3.403068241	3.700845881	3.244700363	3.389056649	4.141063331	4.200688301	3.453950228	4.122939407	3.137029682	4.016647421	3.893187502	3.322430819	3.791402513	3.081576718	3.243380079	3.747494853	2.936228176
101885552	2.003034407	2.500726242	2.365333787	2.450681057	1.867877294	1.808189113	1.694785228	2.216744914	1.554845734	1.497673305	2.16117548	1.378923016	1.972372561	1.776590962	2.283193374	1.726363648	1.941561297	2.359472319	1.885713096	1.524248885	1.293772487
101885554	4.628543817	4.279803233	4.446418609	4.301494609	4.990472108	4.771209412	4.629247258	4.891658428	4.846776625	4.784518448	4.849237527	4.671514088	4.373904169	4.853763767	4.765370012	4.520753365	5.064172913	4.447955621	4.711532315	4.934623866	4.476536861
101885561	4.712566577	4.948341032	4.24709686	4.529700124	4.686691852	5.183846868	4.920470907	4.544992876	4.386425723	4.420975073	4.747291116	4.540285662	5.130917581	4.475844005	4.535519431	4.667384679	4.526726194	5.161282945	4.650838491	4.273634771	4.661099219
101885596	1.216952705	0.722593754	1.076369331	0.487220145	1.371438972	1.280516304	0.50269046	1.24117708	0.670086219	0.706807553	0.775030364	0.337610884	1.265507018	1.036744119	1.009395826	1.263407405	1.443961619	1.229695188	1.127109244	0.945946568	0.21597633
101885612	3.290083834	2.795165818	3.181582251	3.071298486	2.632349922	3.106085427	3.005374261	2.629237602	2.659674369	3.042749515	2.658516553	2.852641236	2.982397714	2.640400606	3.358144495	3.039228348	3.269634264	3.022691988	2.922419884	3.211311458	2.85556805
101885652	3.370580093	3.164553527	3.360668547	2.892542022	3.093934912	3.32780011	3.289242356	2.966945443	2.994238349	3.049057808	3.240616181	3.307045824	2.924107776	3.364428968	3.164318566	2.935198653	3.632890866	2.999388262	2.782316685	3.410615598	3.160963597
101885657	1.587901852	2.235415515	2.271984501	2.463548442	2.142436767	2.076285872	2.146049557	2.367730622	1.983690854	1.952745078	2.147615888	2.123681331	1.955842092	2.061154715	2.227550781	2.357704317	1.765958299	2.423905532	2.575815399	2.050649691	2.19353814
101885659	1.241623093	1.208839494	1.281888518	1.545965534	0.244357582	1.478634026	0.540032303	-0.1976314	0.203362376	0.125009888	0.586900729	0.247633105	1.033135313	0.681102907	1.135684251	0.405021646	0.641645974	1.130214949	0.143804077	0.589060848	0.363279983
101885672	4.607343967	4.624925219	4.695283209	4.592550289	4.58304577	4.32943546	4.476314264	4.542108655	4.51686406	4.473512107	4.348566216	4.298449675	4.490391823	4.584051583	4.413037996	4.518637542	4.63292847	4.344485702	4.178335322	4.365143056	4.381791657
101885702	2.127386087	1.705861073	1.914213956	1.521562557	2.142436767	1.986149107	1.694785228	1.94704723	1.499820758	2.05658227	2.16117548	1.905662617	1.7792011	1.685708544	2.013935129	1.666467318	1.546346825	2.121188502	2.453215233	1.576239398	1.838104603
101885715	2.742996909	2.886706057	2.768307135	2.804258887	2.843582796	2.833698295	2.517641327	2.661489266	2.457935416	2.523287007	2.73304411	2.749874503	2.78130548	3.148063386	2.931670945	2.916035679	3.124919045	2.819472693	2.652118456	2.930917682	2.541721369
