	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
564274	2.672166981	3.197430044	2.871924964	3.303718249	2.453580241	3.433900275	2.894416087	2.672081566	2.265175229	2.370476667	2.658516553	2.460510266	2.924107776	2.131712826	2.914154262	2.663712791	2.124812089	3.260817644	2.424495663	2.435490104	2.510449567
564276	2.785562335	2.650704161	2.580844765	2.196976765	2.966357418	2.715249446	2.676985372	2.82228643	2.721104104	3.049057808	2.786517233	2.69134886	2.818352923	2.753398888	2.841879939	2.788375379	3.233259404	2.563922114	2.52260826	3.073400481	2.46767063
564277	3.342344228	3.414313395	3.454700153	3.380356417	3.072225449	3.267852187	3.181119179	3.000952221	2.831071047	3.017236835	3.120820247	3.045211726	2.907011588	2.840238485	3.193653913	3.039228348	2.848565238	3.077131477	3.002328702	2.827457629	2.716327663
564279	0.358572132	1.129289171	1.16805538	0.435911694	2.709379849	1.085937595	0.745809822	0.851550087	0.742979384	0.501331211	0.665120188	0.462857511	0.636634507	0.950143695	0.065199966	1.619854539	1.056832975	1.680148363	1.01599537	0.638806332	1.388553058
564291	2.359240594	2.531995088	2.60291802	2.834290875	2.114386374	2.802346426	2.479707662	2.245398371	2.171454352	2.11787922	2.019478615	2.197632462	2.502756495	2.061154715	2.29677505	2.269862653	2.23928713	2.374041556	2.136506461	1.994436896	2.140053103
564295	2.802242982	3.151190236	3.098568396	3.440166903	2.860569089	2.770298071	2.766351452	2.831765229	2.35317739	2.390486833	2.538968222	2.378094167	2.733616892	2.408361658	2.695757439	2.694028999	2.546506535	2.776250483	2.549457103	2.19064969	2.232389595
564300	4.045894672	4.021624068	4.160448784	3.945687199	3.844147595	4.095113043	3.901115378	3.870436853	3.867149444	3.767784092	3.817257751	3.937541748	4.184710505	3.679091464	3.971490104	3.669979825	4.025669369	4.169708827	3.739406814	3.647758496	3.752829449
564304	1.751441323	1.208839494	1.076369331	1.569962595	1.726786853	1.676050697	1.626990447	1.800273477	1.513775001	1.687551771	1.911300084	1.378923016	1.922201849	1.644935174	1.135684251	2.187021571	1.356477345	1.966350313	1.730126089	0.484108101	2.084508621
564308	2.241864764	1.794484068	0.798882835	1.926591744	1.833877059	1.530577978	1.573968239	2.111723868	1.607848911	0.995161598	1.98938923	1.099170172	1.393772071	1.986967559	1.1656016	1.711621078	1.42258285	1.814398969	1.633054368	1.355991814	1.192324534
564309	2.381611834	2.183848681	2.512523319	2.357245082	2.642206606	2.389259119	2.410824734	2.157672061	2.391470087	2.410223251	2.147615888	2.367453064	2.321085078	2.576790897	2.533149632	2.449416382	2.263537969	2.458496156	2.171494878	2.5952073	2.140053103
564317	3.223527125	3.351433609	3.260078206	3.1921837	3.256765723	3.139922451	3.227636069	3.000952221	3.081148268	3.092460005	3.19520334	3.267529556	3.061784441	3.441846027	3.243597802	3.185101935	3.470499667	2.912233275	2.942815846	3.227659044	3.049345486
564322	4.637866893	4.825427739	4.813578629	4.849411153	4.590701133	4.924681526	4.82914644	4.758838321	4.561211549	4.645728648	4.610663292	4.803683926	4.849274172	4.400278063	4.765370012	4.693879116	4.623590361	4.79647575	4.632121013	4.702867199	4.658724051
564324	5.729039142	5.9874782	5.816271898	5.935490783	5.613592113	5.919145567	5.772288078	5.440908109	5.553727171	5.671309121	5.517672152	5.649637419	5.914055158	5.135889974	5.668499383	5.75773877	5.361039433	5.930620994	5.494736887	5.395296728	5.738592545
564334	2.313429718	2.074832641	1.664259396	1.251724757	2.056594428	2.110820698	1.206952159	2.202201913	1.836013119	1.840850593	1.608888158	1.991326125	1.905082925	1.920193498	2.255640317	2.367142367	1.848435699	1.714900259	1.473980175	1.650872533	2.282615723
564336	1.913748867	1.845157168	2.048952201	1.662147958	2.114386374	1.478634026	1.965698444	1.875526068	1.568280201	1.979413392	1.776838388	1.717378028	1.988715766	2.050787269	1.839324565	1.852676612	2.070865133	1.668375851	1.607730418	1.601548533	1.919719761
564337	5.628566921	5.678397918	5.811540665	6.02826671	5.150963634	5.662564882	5.335890222	4.966711938	4.810494131	5.001717032	5.098631092	4.874911396	5.559340995	4.684706379	5.296655208	5.052334596	5.004271025	5.707925516	5.037335673	4.978753588	5.294363579
564338	2.289966976	2.060607664	2.569680187	2.165822914	1.933564384	2.058703422	2.133888899	2.187510817	2.42138888	2.165108069	1.759114079	2.161130677	2.052297805	2.316148967	2.227550781	2.187021571	2.356659518	1.946991282	1.77631767	2.392636492	1.919719761
564342	5.068513096	5.217183839	5.254573717	5.372083313	5.105375273	4.902675906	5.026230552	5.084387665	4.864581334	4.91112035	5.007739489	5.048155487	4.979686527	5.010432306	5.040271842	5.125065044	4.965990555	4.975528384	4.869031255	4.685219491	4.807655583
564344	6.652348738	6.874148368	6.705415539	6.805323392	6.848371757	6.943567643	6.757434717	6.836161859	6.455531129	6.555227597	6.920886934	6.560726953	6.870194893	6.894927494	6.624259173	6.804356826	6.724247595	6.861202761	6.815140047	6.684099533	6.812085323
564346	2.626064744	2.490150854	3.822357225	2.513900156	2.236528749	2.2097259	3.204565097	2.341428025	2.080625074	3.21534242	2.589989143	2.136272768	3.675360493	2.583998734	2.269482622	3.747910093	3.124919045	3.874181031	2.350091251	2.644744889	3.500363593
564347	2.446716539	2.321446859	2.465109302	2.22747207	2.114386374	1.90975186	1.775280437	1.875526068	2.162624473	2.05658227	1.98938923	2.399143767	1.797870775	2.333359263	2.544579295	1.879305189	2.367888185	1.994910333	2.006898658	2.156902636	2.378108276
564351	4.104230725	4.26747034	4.218788483	4.627272402	3.75156978	4.082117816	3.721803955	3.652408987	3.322236842	3.544880669	3.842725419	3.290242639	3.950313592	3.08849211	3.762251355	3.865786256	3.287483454	4.338926522	3.636732592	3.186437418	3.60769275
564359	1.751441323	2.017071308	1.999888105	1.869726449	1.816571659	1.765473735	1.609532006	1.929496589	2.042629315	1.441236271	2.187918218	1.63104418	2.067764924	1.838171393	1.782536411	1.47023568	1.971313597	1.966350313	2.287675174	1.524248885	1.561259044
564367	5.886921036	6.162519718	6.20967942	6.016308693	6.051040745	6.427168223	6.180410786	6.135318413	5.92137463	6.038483974	6.088999726	6.062181079	6.205548784	5.965152603	6.211626583	5.892110825	6.231810602	6.336071294	5.910434285	6.056877582	5.93686239
564370	5.957497452	5.822352949	6.020718409	5.874171606	5.812194873	5.948083532	6.011237275	5.788708796	5.933104514	5.94855197	5.640136516	6.033860645	5.956218313	5.593317138	6.148421697	5.98469098	6.008775789	5.835787758	5.767674681	6.105234154	5.870677061
564371	2.179389985	2.102868613	2.326064161	2.424596791	0.93143981	2.375122441	1.591859705	1.592939468	0.593313174	0.914540916	0.909653048	1.073211542	1.620450605	0.626300233	1.640632745	1.091864069	1.263343649	2.237297738	1.053992171	0.905874029	1.54076808
564372	4.176383752	4.322156569	4.335441346	4.340381618	3.809576684	4.250323439	3.781487644	3.780299231	3.532178548	3.423887009	3.834286051	3.630000173	3.744360651	3.868089975	3.732577886	3.740666905	4.071031676	4.140181042	3.807720632	3.736112782	3.435245933
564374	4.094106039	3.368856224	4.274860447	3.986377452	3.906816528	3.86663765	4.310638148	3.884168067	3.930938473	4.107049644	3.508010841	4.270164968	3.946135205	3.304603071	4.349293709	3.9498455	4.224070485	3.889473453	3.62415842	4.495743521	4.060516911
564377	5.874157912	5.950347776	6.101430362	6.062500498	6.063931345	5.937299701	6.031863621	5.939896094	6.013875049	6.038483974	5.919839082	6.059704459	6.042900244	5.916734458	6.064566664	6.032926989	6.016823152	6.099584142	6.077700061	6.054588506	6.048118206
564383	3.420052494	3.171189039	3.939743066	3.245307785	3.367859883	3.648914499	3.761866151	3.395462862	3.490447931	3.384520247	3.333367327	3.566290298	3.744360651	3.042141748	3.660869907	3.108391384	3.820299995	3.406122477	3.031189135	3.840779833	3.37285739
564388	2.425339759	2.500726242	2.440804847	2.562553641	2.453580241	2.523492505	2.554603078	2.259514479	2.575693579	2.559088057	2.20110596	2.538471565	2.569469308	1.953966818	2.654155678	2.493174899	2.642094432	2.563922114	2.334738558	2.71600099	2.478484872
564392	4.348091909	4.316181686	4.288544419	4.498781024	3.800802948	3.969015236	3.785380121	3.735553647	3.839715132	3.58884207	3.834286051	3.848521942	3.729850186	3.820061425	3.992507265	3.787110366	3.884255492	3.650100114	3.323341066	3.381689051	3.451802961
564395	4.387314724	4.522265031	4.750708404	4.444648263	4.237818832	4.073388841	4.437263196	4.245013313	4.290391943	4.250806395	4.426428767	4.358790358	4.250570597	4.600138159	3.962996754	4.371650949	4.41208028	4.258761313	4.479933369	4.471925148	4.194447675
564400	4.185949034	4.131180317	4.393580549	4.030282321	4.061732687	4.095113043	4.050915108	4.164782731	3.930938473	4.125076111	4.035424441	3.987041358	4.243777848	3.962369359	4.183730531	3.885623791	3.964112202	4.218962964	4.019373046	4.093589588	4.144396296
564403	1.265878696	1.649950591	0.760120654	1.338103208	0.525673161	1.652801223	0.925866935	0.69416445	0.096151381	0.641513908	0.416460348	0.151668128	0.756012917	0.131423561	0.834200198	0.702105821	-0.251951516	1.90747603	-0.004515144	-0.385633109	0.409218472
564410	3.278208768	3.327871251	2.925456312	3.317958693	2.902179914	2.854227314	3.070625267	3.042363543	3.145301349	3.128650129	3.161867472	3.05187305	3.348091294	3.389328189	2.914154262	3.500226389	3.176917469	3.086008305	3.132329725	3.091377729	3.049345486
564412	4.087316558	4.71623281	4.24007167	4.476736497	4.47137319	4.67927878	4.286122171	4.350989989	4.800567828	4.223178222	4.429233399	4.298449675	4.345632117	4.479713602	4.443884151	4.433602342	4.254638248	4.397148069	4.22488186	3.610843869	4.24598861
564423	3.387260104	3.216802245	3.246120227	3.252739736	3.012683837	3.156547937	2.957876511	3.074657493	3.244870379	2.924212592	3.321339658	3.185093723	3.069488042	3.606623526	3.33199905	3.102752765	3.465281652	3.0273079	3.05011359	3.403438153	2.936228176
564424	1.681035021	1.724026547	1.664259396	2.149990023	1.670105314	0.819803979	1.252656466	1.700327846	1.079578115	0.886634122	1.588960406	1.539213234	1.599319845	1.617098334	1.042019354	1.303285441	1.526442831	1.792873589	0.66951743	0.589060848	0.995573161
564431	3.319350775	3.760732844	3.735106436	3.841105552	3.403068241	3.695167182	3.430162539	3.309877592	3.202421173	3.485651881	3.201779067	3.340076226	3.618731703	2.961420075	3.402788974	3.591629858	3.064089247	3.840480661	3.384264756	3.073400481	3.489712716
564460	3.851237245	4.134579528	4.072223266	4.110190604	3.608074737	3.825642562	3.697221533	3.581137535	3.44018578	3.286479851	3.470382172	3.334623408	3.823938838	2.899214796	3.767138134	3.591629858	3.22092775	3.861312343	3.617829997	3.235763894	3.516193909
564461	5.02653982	5.143176564	5.259793179	5.285965624	4.665100242	4.981773213	4.964052961	4.521756026	4.571254851	4.633187004	4.568036059	4.834917457	5.172644358	4.258820073	4.627066288	4.759854113	4.395716334	5.070275318	4.486895003	4.447706933	4.837363215
564462	3.563937843	4.003147654	4.068262224	4.055997884	3.367859883	3.683742285	3.37956079	3.451873585	3.145301349	3.338909414	3.321339658	3.393500008	3.86877785	2.714519808	3.53472993	3.46988559	2.5661375	3.934401537	3.307699488	2.78390271	3.349484651
564464	4.473154049	4.765299646	4.782485962	4.675074105	4.16789548	4.203089252	4.38947389	4.134465162	4.367339358	4.391491104	4.158837807	4.247131028	4.389374719	4.491260507	4.309649876	4.484355423	4.339789167	4.423651131	4.286027157	4.154710563	4.435502402
564465	1.913748867	2.222695572	2.390931999	2.212304991	1.745196397	2.457936442	1.537505588	0.959256248	1.18798242	1.460294979	1.667071241	1.099170172	2.268510507	0.510024195	1.575266741	1.398409228	1.263343649	2.095043867	1.127109244	0.86465655	1.388553058
564470	2.91390054	2.949812106	3.210622785	2.863710426	2.680973412	3.131537305	2.634459279	2.539532688	2.413967149	2.741532651	2.696261526	2.490241629	2.694297502	2.858185894	2.57833482	2.518806781	3.098199708	2.582859663	2.118688816	2.556904904	2.307087934
564472	0.943831765	0.722593754	0.836630749	0.675946813	1.347539987	0.819803979	0.981216222	1.091394385	1.116625351	1.341972619	1.50637717	1.046777263	0.968683842	0.904812725	0.676907152	1.434769404	1.214420646	1.14727868	1.295167282	1.325937336	1.455763589
564474	3.798173034	3.969281844	3.405313625	3.668479353	4.069058487	4.001587916	3.849994259	3.902275391	3.621880109	3.732943904	3.892350455	3.797906554	4.019554898	3.85920557	4.093231905	4.026299995	3.599938706	4.186314415	3.990272857	3.592026201	3.835067014
564476	1.866944655	1.571864325	1.82312906	1.727616191	1.949529257	1.530577978	1.206952159	1.376861369	1.756089242	1.671286446	1.608888158	1.920297774	1.661805706	1.953966818	1.857767843	2.005539506	1.678478312	1.54504456	1.987394852	1.674916244	1.54076808
564478	5.613287481	6.048215926	5.889934629	6.15365134	5.864706425	5.983458361	5.82995985	5.837752116	5.473889091	5.534132551	5.684240934	5.590244027	5.860667396	5.44682557	5.799491291	5.688844858	5.322602639	5.973706956	5.753311828	5.30766478	5.713637837
564485	2.635403804	2.751555642	2.985498162	2.882995368	2.300168052	2.759455103	2.797522994	2.596248429	2.615062226	2.66145067	2.408611166	2.547927045	2.704228269	2.540201445	2.841879939	2.870306657	2.864508205	2.824785545	2.495250265	2.656868	2.650912512
564487	3.223527125	3.69318296	3.598962102	3.806174305	2.843582796	3.576630372	3.425181488	3.066651523	2.964064641	3.098555088	3.106874145	2.774247923	3.373206752	2.852228197	3.236567947	3.102752765	2.949177904	3.525126457	3.12342258	3.117930431	3.160963597
564488	3.794009172	3.786891402	3.615342804	3.908528742	3.886227882	3.830831108	3.761866151	3.725418863	3.861704158	3.816668382	3.85945748	4.097408733	3.819377325	3.862173122	3.884218958	3.940392608	4.029209867	3.717343752	4.098772089	4.111318542	3.587855277
564496	3.44150718	3.808333628	3.531513517	3.880018031	3.385571465	3.712136658	3.36922392	3.204371898	3.532178548	3.104624529	3.272200439	3.566290298	3.543286764	3.219226709	3.33199905	3.169003852	3.131522268	3.647104163	3.291886465	3.186437418	3.187569138
564497	2.313429718	2.733735639	2.613829281	2.501476017	2.582030333	1.90975186	2.121624866	1.570468127	1.683872245	1.883834394	2.147615888	1.520124183	2.558562541	1.751203454	1.980662862	2.501769558	1.526442831	2.814140203	1.70646359	2.032154391	2.180351622
564500	2.906205337	2.562600568	2.977072233	2.411375646	2.128479743	2.598419422	2.470066326	2.456187507	2.214810858	2.093672059	2.214174244	2.221463802	2.213947319	2.16092668	2.269482622	2.319322291	2.749020312	2.314860469	1.77631767	2.173874835	2.084508621
564510	3.855239395	3.66525181	3.939743066	3.875210982	3.818297385	3.595043764	3.737962575	3.592334169	3.641078427	3.623071466	3.265938662	3.593939732	3.680400026	3.295850337	3.879713692	3.740666905	3.618860571	3.662022088	3.65539072	3.701417653	3.684422493
564511	3.83511669	3.90704023	3.78422899	3.70686268	3.577579929	4.141785109	3.53097823	3.823698665	3.572735945	3.52691404	3.971444264	3.552264293	3.881962235	4.187265689	3.757347967	3.865786256	3.761914357	4.029498883	3.679898696	3.813963606	3.982895714
564517	1.913748867	1.759685385	1.82312906	1.706121863	1.440848557	1.504839768	1.274976879	0.959256248	1.442613603	0.799520865	1.251383684	1.291563748	1.343825981	1.658654733	1.506797981	0.609712173	1.239089515	1.90747603	1.263085431	1.263882243	1.218363103
564518	2.988675969	3.321920037	3.598962102	3.459565119	2.910359974	3.551707805	3.018662696	2.98404903	2.721104104	2.984698138	2.768912162	2.882843483	3.084772926	2.424512284	2.931670945	2.752814691	3.124919045	3.377485871	2.747957285	3.008655127	2.697938309
564520	5.996976	6.144086974	5.985446014	6.084532875	6.18434527	6.19238366	5.869917583	6.191618424	6.046638942	5.889137926	6.184219366	6.104447108	6.148502892	6.020656651	6.231210281	6.025495609	6.079635404	6.139037744	6.261459861	5.992565521	6.042663458
564521	5.982412212	5.541700065	6.308692279	5.941251795	6.044551994	6.045026138	6.205321623	5.931103856	5.878878586	6.120893358	5.469439277	6.155595731	5.997184148	5.315501669	6.372588872	5.836290708	6.27046701	5.948983551	5.689868351	6.532795909	5.92702741
564522	2.325019532	2.669572972	3.14443972	2.794107674	2.680973412	2.781060153	2.843052744	2.76406734	2.500603221	2.567901207	2.854864745	2.557320957	2.580294238	2.852228197	2.841879939	2.663712791	2.90361145	2.881970961	2.676681612	3.10028304	2.79629671
564523	4.727926675	4.417328898	4.482584211	4.492516884	4.605891061	4.605513465	4.627079868	4.44663043	4.561211549	4.66433903	4.552685303	4.563779851	4.700939876	4.471964	4.65896654	4.594927309	4.799751667	4.669352075	4.404733289	4.599882928	4.600514374
564524	2.959229221	2.89474693	2.806852888	3.088013843	2.910359974	2.802346426	2.857915527	2.92327776	2.791525402	2.787531438	2.854864745	2.983833883	2.854472782	2.822064991	2.931670945	2.870306657	2.993349129	2.845843437	2.536095139	2.89041957	3.160963597
564527	6.351679615	6.558930377	6.509005702	6.522906046	6.086667638	6.330660757	6.170027035	6.073739081	6.042433512	6.052680749	6.136108121	6.030491982	6.294513221	6.126876508	6.212522542	6.183420155	6.158536966	6.354555501	6.147459546	6.075060604	6.227899447
564531	7.849557145	7.889087637	7.655228003	7.882321045	7.816389793	7.94758732	7.741459623	7.751078606	7.841043023	7.711982067	7.900846502	7.677301923	7.895125336	7.801851946	7.653015321	7.831594046	7.657475601	7.966192293	7.68669236	7.549349945	7.788133722
564533	4.9851361	5.139797572	5.224634684	5.108919595	4.907086845	5.373560678	5.050693631	4.875709403	4.807665007	5.019494418	4.795908698	4.848372336	5.185107926	4.778794303	5.128360956	4.853482923	4.772549302	5.152858722	4.740947813	4.62169494	4.83526141
564535	4.861261206	5.029093782	4.920709918	5.026773078	4.937423544	4.958258956	4.731647994	4.936278922	4.793435563	4.692819611	4.99832727	4.737046852	4.747303286	4.975231546	4.948604889	4.80916015	4.975197509	4.97194122	4.905858772	4.664353893	4.783877003
564537	3.398273928	3.66525181	3.454700153	3.695999822	3.40885366	3.205304862	3.300166249	3.316644376	3.23647987	3.423887009	3.106874145	3.232775054	3.360703676	2.97244751	3.464261629	3.288062945	3.151152514	3.573269063	2.912112744	3.203067671	3.252012463
564539	2.114086842	2.368398194	2.285695649	2.370969317	2.431014357	2.586198727	2.338487293	2.52791699	1.890506826	2.176677595	2.41993559	2.032323001	2.525338609	2.448404197	2.486503359	2.269862653	2.287387897	2.582859663	2.205654804	2.19064969	1.751594046
564542	3.818813968	3.622314223	3.745065665	3.446661998	4.295168754	3.507029693	2.608328618	3.989552231	2.958973759	3.508720838	4.107233454	3.226900359	3.498335132	3.83221929	3.200895485	4.254484719	3.334029074	3.176059032	4.156670944	3.813963606	3.801010248
564545	3.100797102	3.357264556	3.454700153	3.522404444	3.079498295	3.474247827	2.857915527	3.152364636	2.548838022	2.733721552	3.127743066	2.708314135	3.158858702	2.846245796	2.841879939	2.79538353	2.714251509	3.461744852	3.201673807	2.348470893	2.707162286
564551	3.794009172	3.89506496	3.935400492	4.008496897	3.72862332	4.001587916	3.655296465	3.636271463	3.709364103	3.744651035	3.846926662	3.52858027	3.753953844	3.413804959	3.988328256	3.755117097	3.753377267	3.827306438	3.611473691	3.747494853	3.500363593
564554	2.549092617	2.678915634	2.646076493	2.538431987	2.464732187	2.127782972	2.718293739	2.640068465	2.391470087	2.448904102	2.569796777	2.519372633	2.408718086	2.605408665	2.765793073	2.357704317	2.595092003	2.395623203	2.652118456	2.607752073	2.46767063
564555	2.626064744	2.733735639	2.985498162	2.609619722	1.799056154	2.692628079	2.359527872	2.157672061	1.320908437	1.781471142	2.092065975	1.500779165	2.346670924	1.530212334	2.109381621	1.905451162	1.799517165	2.72033557	1.92724967	2.122347235	2.041400252
564556	1.446506861	1.910066191	2.080758452	1.496739694	0.525673161	1.890003253	0.981216222	1.24117708	0.962361668	0.573124536	1.090613	0.337610884	1.064312501	0.208064794	1.223637055	1.201444167	0.848176588	1.846096579	1.01599537	-0.851129921	1.054578167
564559	6.168411629	6.499533776	6.539368372	6.453654255	6.539142559	6.039434525	6.06506517	6.200791803	6.250496849	6.443540148	6.313557117	6.287742296	6.262946339	6.749055697	6.322012167	6.707837811	6.590451663	6.661525165	6.852003467	6.581307899	6.63008085
564564	6.127631323	5.99123297	6.192495893	5.959533947	6.169938266	5.915487165	6.029403974	6.176818603	6.06689274	6.055816706	6.177562928	6.132999326	6.060402098	6.239567587	6.010986004	6.202657613	6.151244407	5.977289738	6.069607813	6.232192422	6.12497848
564565	4.800291491	4.905209134	5.299193804	5.077875831	4.681921565	4.993388165	4.723555866	4.556472442	4.265865746	4.435494135	4.692315704	4.549729299	4.891172604	4.231540991	4.813406292	4.442558204	4.506547742	4.996866059	4.329275347	4.451191668	4.620179717
564571	2.509009676	2.490150854	2.889990346	2.643938256	2.709379849	2.7039831	2.643065372	2.367730622	2.206243168	2.611177032	2.397197148	2.656807815	2.281834855	2.456281044	2.654155678	2.458274909	2.799651171	2.531796426	2.319220729	2.71600099	2.378108276
564573	2.254041509	2.72474241	3.090779347	3.274808605	2.486780752	2.610537468	2.508251008	2.216744914	2.383892427	2.287539445	2.302480583	2.490241629	2.78130548	2.081668741	2.589413404	2.165546103	2.299166618	2.668089519	2.026142305	2.302910426	2.456774715
564584	3.649391103	3.542675257	3.931044806	3.453127984	3.72862332	3.447475223	3.655296465	3.790057003	3.694125996	3.677018261	3.80002606	3.607568241	3.581502346	3.807800231	3.888710199	3.79412465	4.046783189	3.845716849	3.679898696	3.887827655	3.88061988
564588	2.851158044	2.602423367	2.738706559	2.450681057	2.612432198	2.471288131	2.608328618	2.607328848	2.595512186	2.59402216	2.677512475	2.798216402	2.684297902	2.9503077	2.401057244	2.916035679	2.816140816	2.576574727	2.912112744	3.027452183	2.707162286
564592	2.478199296	2.902743235	2.718629959	2.688462186	2.249483169	2.990290159	2.380265997	2.111723868	1.890506826	2.105826411	2.077837737	2.419890655	2.456503361	1.997802163	2.375684817	2.087759922	1.86438009	2.685715935	2.100648365	2.06891088	2.167043464
564600	4.946266059	4.870973708	4.989348957	4.807131061	4.756415677	4.905137616	4.981123707	4.658539889	4.793435563	4.945341537	4.751779223	4.900971063	4.991899446	4.698054613	4.926933427	4.914298568	5.081327963	4.844346227	4.833971491	4.985979067	4.895003959
564601	3.19222831	3.30391767	3.002203809	3.112729268	3.164027424	2.759455103	3.139148996	3.233269698	3.232266246	3.204080041	3.453950228	3.197162606	3.006675748	3.308959605	3.096048265	3.179755841	3.036208037	3.159334294	3.243380079	3.306728708	3.226579512
564608	5.019423997	4.89922632	5.107929279	5.163168605	4.867721285	5.096074053	4.91869994	4.814876818	4.874078242	4.904177615	4.908726065	4.992110119	5.031878266	4.844790422	4.909358775	4.949280104	4.783072536	5.071393211	5.011015859	4.743224581	4.860283211
564612	3.44150718	3.068301823	3.537256249	3.310856041	3.40885366	3.290625566	3.400014957	3.233269698	3.372878177	3.297119301	3.085698914	3.209131364	3.158858702	3.200590402	3.528987268	3.050988237	3.050215994	3.081576718	2.880741992	3.291257664	3.174327698
564613	4.990604449	4.831723872	5.17208299	5.094515592	4.59324392	4.818989168	5.003017924	4.556472442	4.855021495	5.022703266	4.659251864	4.854100519	5.027929871	4.601914534	4.850715968	4.838294032	4.793519568	4.890679181	4.702589427	4.847395084	4.924961013
564619	7.191950013	7.193846007	7.354249302	7.221683652	6.924051277	7.103776779	7.068608451	6.92075797	7.100832588	7.099323593	6.952910944	7.115586913	7.212620963	6.958354325	7.205463269	6.993721854	6.96416451	7.058161969	6.852677317	6.766129541	6.948135286
564632	6.323067687	6.47158299	6.660736893	6.61300508	6.214387416	6.452634887	6.413936758	6.144855648	6.323119429	6.306108364	6.127499603	6.359975419	6.376757351	6.014668028	6.532528225	6.269611254	6.390941697	6.473910969	6.116372263	6.398455059	6.252522022
564637	5.40656031	5.501457475	5.598736749	5.626384359	5.266989377	5.484716536	5.482157397	5.225904223	5.333428098	5.362407345	5.208827297	5.443453081	5.350737079	5.080907176	5.600310466	5.360636905	5.507837702	5.478573601	5.219727976	5.457262147	5.450811103
564642	2.851158044	2.235415515	3.02690508	2.763218305	2.453580241	2.510617438	2.693650918	2.367730622	2.555598923	2.585367618	2.385692106	2.798216402	2.78130548	2.38379157	2.931670945	2.671351776	2.705426786	2.632177164	2.467363431	3.008655127	2.331151941
564644	1.467574554	1.611435698	1.705646815	1.616791459	1.670105314	1.280516304	1.851520769	1.8937415	1.471500716	1.70363576	1.588960406	1.576649914	1.599319845	1.685708544	2.078262504	1.75540439	2.000464701	1.451976735	1.79887044	1.935944726	1.804120319
564649	3.235858968	3.117230224	3.121686364	3.310856041	3.397259528	3.32780011	3.102176432	3.303078919	3.341925206	3.049057808	3.188597504	3.215078712	2.982397714	3.172176632	3.096048265	3.13072803	3.170519239	3.112315709	3.354124481	3.299013924	2.838880394
564652	4.254221213	4.29203159	4.610662232	4.568929083	4.054369498	4.310988977	4.224379606	3.933426436	4.036202052	4.189310488	3.912534128	4.021386468	4.348800955	3.526586008	4.336199768	4.026299995	4.067592459	4.24098779	4.080479262	3.943321914	4.127319047
564658	3.981442803	4.036236697	4.160448784	4.421754145	3.939159163	4.086462577	4.212864169	3.861209563	3.938717384	3.85677636	3.808667632	3.912140139	4.270759027	3.556206853	4.073641716	3.814965177	3.651388167	4.320239674	3.883535165	3.840779833	4.167969851
564664	3.86717966	3.636769208	4.178934634	3.870387863	3.633003758	3.494006197	3.633868017	3.586746714	3.721439755	3.824044168	3.414865153	3.84084961	3.695413854	3.552537336	3.697169374	3.456684481	3.840592322	3.534884357	3.546321148	3.724640199	3.572796091
564666	5.937817391	6.0899609	6.020718409	5.99430961	5.792414573	6.156672931	5.810990936	5.79720095	5.729933773	5.752794151	5.790577636	5.8055789	5.9043962	5.774345568	5.933768592	5.766680976	5.871539787	5.972510715	5.750422019	5.729651739	5.688243871
564667	3.024658813	3.171189039	3.386348936	3.546793305	3.122381853	3.181132362	3.272699845	2.992525381	3.057527079	2.991264853	2.904080983	3.025041198	3.222431345	2.927822827	3.096048265	3.174389863	3.131522268	3.314677557	2.891274885	2.930917682	3.056580406
564669	5.88887461	5.980883746	6.034995352	6.107259117	5.732546294	6.046141865	5.784980747	5.717632018	5.702781873	5.617144354	5.761940811	5.73593228	5.863993429	5.615469846	5.863635918	5.738777765	5.590441981	6.049409022	5.848272088	5.600660728	5.700996726
564675	1.768518831	1.910066191	1.335604998	1.706121863	1.670105314	1.280516304	1.461693427	1.592939468	1.879771509	0.829146933	2.16117548	1.683461902	1.369015157	1.776590962	1.820642453	1.74095709	1.895749772	1.632470712	1.864487573	2.032154391	1.293772487
564677	3.798173034	3.957814247	3.931044806	4.025951475	3.76966774	3.778086313	3.857409119	3.720324647	3.762925902	3.892295148	3.706019992	3.912140139	3.842042015	3.715646211	3.870660732	4.064510753	4.067592459	3.899579082	3.715897289	3.928397575	3.801010248
564681	3.875085286	3.760732844	3.78422899	3.785827169	3.898616294	3.695167182	3.781487644	3.673648677	3.122715609	3.685141599	3.560118651	3.244453161	3.881962235	3.246737415	3.318746469	3.631336655	3.299261399	3.641093531	3.141182214	3.374365873	3.478982623
564685	1.191853097	1.101766843	0.978458631	1.281095976	1.323238425	1.153755229	0.86830915	1.212438819	1.170471298	0.386462744	0.22315237	1.019849579	1.31818918	0.759590916	1.459277542	1.222395676	1.056832975	1.620300973	0.514634392	0.86465655	1.054578167
