	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
555679	4.8385956845	5.5307434095	5.2177155435	5.8105908735	4.3155685355	5.1062864165	3.6016956025	5.0798258895	4.8099547605	4.3248147465	4.6854690095	5.0401984005	4.2249176865	4.7014517285	4.9963663045	4.0024919375	5.0205803285	4.5660169555	5.3155161035	4.7988600515	3.2315397255
100536567	6.2250542835	6.7895070385	6.5560073235	6.7939372425	6.8117387465	6.6187682435	6.3266884485	6.4266554935	6.4118189085	6.3395510725	6.6103379645	6.5870029195	6.2203266965	6.3707154925	7.0528754915	6.5643400295	6.5962025335	5.8768583745	6.4592757335	6.6405375265	6.7275111075
101883524	6.8059111565	7.0453493685	7.2019310725	7.2125325215	6.8893366415	6.8847321295	6.7628715145	6.8708868365	6.8735400315	6.8303411085	6.7980903735	6.6858697365	7.0821332625	6.8484971155	7.0609703355	6.8016818395	6.7779319685	7.1063571265	6.9832762985	6.6155561215	6.7275111075
565211	7.9381572555	8.1884871015	7.9858763665	8.5803192825	7.7489721415	7.5143550185	6.8782643485	7.5086402695	7.0096018405	7.1901044005	7.2416771275	7.1115565555	7.3684401155	7.5318931795	7.5550787515	7.0830018635	7.7390633995	7.4440847575	6.7211823725	6.7129866515	6.4880194515
572226	7.1412320115	6.9624219865	7.0795445045	7.1493229015	7.5023749285	7.3772139275	7.1099874665	7.2026610535	7.1922944495	7.3227585685	7.0180948235	7.4854668345	7.8442876595	7.1973001135	7.2569167685	7.2782875825	7.1386342815	7.4956705325	7.5930851005	7.1206318615	7.5470005895
436951	8.6181697035	8.3543814285	8.9255984955	8.8722088685	8.2807420825	8.7110877605	8.8607643635	8.2294457965	8.6081886845	8.8105271345	8.1064123555	8.7407668725	8.8583918205	7.9909912195	9.0029648485	8.6646301715	8.8386368675	8.4871176715	8.2659017335	9.0159059125	8.7373096045
100000934	5.3793666295	4.7429425755	5.4077418395	4.9020325755	4.5027825425	4.5135633705	4.5967807695	5.0471864455	5.0619032275	4.8494957545	5.2461509685	4.8361633195	5.1743433875	5.2161039545	4.5668991535	4.7224546425	4.8685254095	5.2500440095	4.9572098245	5.3763406355	4.5999565065
449792	8.9609755295	9.6764502605	9.3775085115	9.7660978315	9.2729330205	9.3116098475	9.0216943205	8.9277818835	8.4386528705	8.3458126185	9.1451670955	8.6412428765	9.0776315755	8.1248261485	8.8478595535	8.0614652705	8.1519243205	8.9411100865	8.8706076765	7.8179801285	8.5958984595
560055	13.7666163955	14.7475639815	14.3388798315	14.9359958915	14.3529185215	14.5295355415	14.1674421315	14.0520680815	13.6473049585	13.6048880085	14.3078456315	13.8160292385	14.3487338815	13.3661894625	14.1459502515	13.2411353015	13.1836377905	14.3561082915	14.2802178015	13.0616274825	13.5576112695
403307	7.1007762305	8.0010078275	7.9901293295	8.1788186785	7.0330326585	7.4336441295	7.4702653495	6.8985957935	6.7049098345	7.1005408605	7.0917562525	6.9180595875	7.4840265345	7.0624905695	6.9779023575	7.6555967055	6.4750523895	7.7743578105	7.4120512755	6.5110661195	7.5047064665
571795	9.1545666805	9.3500570065	9.3791309365	9.4144423865	8.9796207315	9.3021687615	9.1874974535	9.0927919775	9.0469860445	9.1301190675	9.0374395225	9.1240573645	9.3695044765	9.0294430155	9.1562857365	9.1244005155	9.0723906585	9.3489822535	8.9391357265	9.1194923705	9.2083746845
415203	9.4241792885	9.2817363025	9.5210909505	9.3332271265	9.0030839095	9.2402372025	9.2214053425	9.0807477505	9.1147145585	9.2571330085	8.8924406635	9.1898538335	9.3805382145	8.8455033855	9.4400367325	9.0843373855	9.1470016275	9.3339447275	8.8840414125	9.2510257505	9.1817776425
100009631	9.4241792885	9.2165398995	9.6449404915	9.2659115495	8.9089226485	9.2001349265	9.4109258275	9.0105300415	9.3810555895	9.3403473065	8.9390881145	9.4161617055	9.4525136665	8.8741125885	9.3085297705	9.2845145915	9.5927038815	9.1551410525	9.0433877895	9.5988747225	9.3269011605
562640	9.8018561535	10.0458578405	10.1647418335	10.1193852115	9.9418060255	10.2036338085	9.8810721785	9.8963985745	9.7039699795	9.8309077815	9.7576064315	9.9967198065	10.0475115895	9.4868077805	10.0375014095	9.7325257815	9.5817418765	10.1232167325	9.9475143555	9.7798209775	9.7271052415
449949	8.1545341335	8.4978077495	8.3754313835	8.4811304125	7.9674816085	8.2590079015	7.9250473175	7.7908238335	7.8006956905	7.8184110585	8.0071045045	7.7070903435	8.1135511445	7.4260409115	7.9575613305	7.7862093665	7.8075754635	8.2128413845	7.9708852225	8.0123321315	8.0295850315
387300	6.8390817875	6.9546413085	6.9103391675	7.0050358985	6.6327810195	6.6308862895	6.2487683905	6.6495864235	6.3579199385	6.6229739155	6.2603097785	6.7202052565	6.5789113625	5.8464126165	6.5186559035	6.3685529375	6.4104355125	6.6645963715	6.4592757335	6.4837167725	6.3751699615
571869	4.5884947855	4.5906208905	4.8937649465	4.3478219205	4.9517886315	4.2872749655	4.8287080955	4.4900605195	4.1165002025	4.6948789035	4.0202244275	4.4426536915	4.3327287085	4.4365709425	4.2644438855	5.3038330255	5.1581262545	5.4163178695	3.0521641035	4.2028569345	5.3384065765
100001485	5.9644776575	6.2808726395	6.2361472635	6.2173255865	5.9856682165	5.7192802555	5.8418551825	5.8398066275	6.0140314835	5.6074386865	6.0838165985	5.6690780335	5.3893639785	6.0073163805	5.9320726765	5.9514805365	5.4429316715	5.8768583745	5.5220894435	5.8098168185	5.8415613475
100003139	7.1075981345	7.7633753545	7.5576050705	7.5053790515	7.3460159485	7.6983445495	7.5041970575	7.3234277405	7.3226248935	7.2244288625	7.5855762185	7.2175114275	7.6018511675	7.3594412795	7.3122192275	7.4726059525	7.1185485295	7.4614857705	7.6254380785	6.9809110715	7.2911460235
571915	6.4456885805	6.2172630355	6.1626904085	5.4661235385	5.6904541355	5.7858225565	5.6298808275	6.1930174025	5.5479443865	5.6751844695	6.5278153105	5.7038107235	6.1185592325	5.9853999725	5.5956155625	5.8864011585	6.1184395735	6.3502337085	5.7966664915	5.9159382945	6.0762621235
100002045	6.2250542835	6.0076484345	6.0367777205	6.3497474385	6.5288462395	6.3226322365	6.3693947615	6.5941777935	6.1009738955	6.2311885145	6.3105403465	6.5397214545	6.3921597275	6.2379862485	6.2478996025	6.4428585065	6.2596359515	6.2576465595	6.8362255985	6.4416953525	6.6902559865
323922	8.4908962815	8.7456278965	8.7461275965	8.6926544805	8.5433136375	8.3201556245	8.4821425235	8.5035280415	8.2230104365	8.5714686065	7.9527881395	8.4057540835	8.5391536075	7.7843951735	8.4672816225	8.2071573895	8.2505848915	8.3977471245	7.8718786195	8.2336958225	8.3222017725
570074	8.4961047585	9.3216041245	8.9991858545	9.3189361975	8.2549137055	9.0968989705	8.6625324865	8.0761097785	8.5815603705	8.6259823565	8.3450138445	8.2645745755	9.0776315755	7.7425429735	8.5954179485	8.8432923485	7.7214146615	9.0405590555	8.1145694025	7.7564616035	8.5472413155
563047	6.3453683535	6.2302113035	5.8053703105	5.4399496025	5.8882261155	5.6731500445	5.9300876635	5.8398066275	5.5616338085	6.1970264165	6.2345230655	5.5015200425	5.8548494105	6.0606936025	6.0010116835	5.9386973995	6.2596359515	6.1840856245	5.1826723605	6.0892597015	5.5192406295
100538303	6.9795780425	6.5104996755	6.8554498785	5.6824967795	6.2953970035	6.1311695195	6.2714639895	6.4010530735	6.1103185115	6.6817994915	6.5064254075	6.9689207155	6.8110057325	7.0729201055	6.3439095625	7.1117578015	7.3543778955	6.8920896175	5.4076911185	6.9004637075	7.3096893145
550501	12.2364283775	11.9370931805	11.6798615175	11.0993418115	12.1954725325	11.7715568345	11.9421556405	12.2536657935	11.7084639315	12.0597052735	12.3386998175	11.9856841115	12.1456341555	12.5942710705	11.7489029785	12.6649455535	12.5202521935	12.4053281335	12.0435980965	12.0992120945	12.5358644245
325550	10.2103117175	9.9955560875	10.2924877045	10.2920996515	9.9846703565	10.0753855735	10.2343608065	9.9112107355	10.1355222525	10.1501974915	9.7922668365	10.2201025435	10.1496310645	9.7053427645	10.3281777435	10.1227344225	10.1362329755	10.0731576895	9.8509434525	10.2372691465	10.1818551655
566318	6.2743903305	6.9150957515	6.8460951445	7.0916473075	5.8713261565	6.6065475485	6.2022771665	6.1006068805	5.7881304385	5.7398912315	5.8991900155	5.5784018235	6.3670197455	5.5050737005	6.0177437335	5.8458961015	5.6806760965	6.7002131805	5.8192192615	5.8744216545	6.3633839015
100318165	6.2250542835	6.5104996755	6.5211639205	6.6066274285	5.2420681835	6.3226322365	5.9012722715	5.6132882895	5.6539865345	5.4615850925	6.1404570995	6.3770817125	6.1335443805	5.4739318945	5.8409912745	5.6243249765	5.6988271335	6.2335406085	5.9879725775	5.7876225755	5.7896649655
450058	7.3163337345	7.4290577835	7.4130470605	7.6998994385	7.1912017795	7.3481489315	7.4751618715	7.2678532155	7.1201194745	7.4048690685	6.9404690545	7.3658573335	7.4121093355	6.9253307865	7.2917284245	7.1455250275	7.0424115565	7.3686181375	7.1437714015	7.3575306185	7.5207124145
100151507	7.4295531275	7.1512591265	6.9974210545	7.1330780895	7.4968761705	7.2014811835	7.0717067815	7.3965070685	7.5072640965	7.5427360245	7.2925492605	7.3494987235	6.9273604095	7.4055568685	7.2569167685	7.4547594225	7.4856304735	7.0008192255	6.8581729835	7.6559070915	7.0104704385
559976	8.3993479615	8.9551054315	8.8964395235	8.9669046145	8.4467980285	9.0592836815	8.7459319785	8.3244398655	8.0899985055	8.2210371225	8.4241420615	8.2905137895	8.8125718265	7.6926932985	8.6420291435	8.3635881575	7.7907500485	8.9160854445	8.3183000965	7.6620201005	8.3099730755
554123	9.6193871145	9.9296114805	10.0634394365	10.0764920555	9.5124882615	9.8516169475	9.7768602835	9.5381422635	9.4735684255	9.7119607895	9.4788471155	9.5793689255	9.9776055855	9.0755538755	9.7351119815	9.6048353785	9.2273520685	9.9348643285	9.5236939975	9.2408516175	9.7453832455
322648	6.9110395115	6.8578451435	7.3482603985	7.0139348025	7.1070834825	6.6429033955	6.7708582445	6.6276776695	6.8953261525	6.8814285955	6.4956103425	7.0788525805	6.8202969385	6.6328241015	7.0365482575	6.9104313775	7.0565568585	6.8609565305	6.7091569425	6.9209999955	6.9565769975
560699	8.2896459775	8.4515653665	8.7001390605	8.4939084215	8.4063082275	8.4351854335	8.5157992515	8.2546808055	8.1064359495	8.3792039695	8.2959897045	8.2703792835	8.5642554615	7.9349198155	8.5558682525	8.4784472385	8.0601283475	8.5040102915	8.2284779095	8.1793276605	8.4362949275
560913	5.5291576815	5.4665375855	5.4077418395	5.8706109345	5.2937204885	5.0711434025	4.5603811245	4.9087016685	4.7868298405	4.9348897375	5.1390321085	4.6348966805	5.5091070385	4.7280916755	5.4052753745	4.4615664415	5.7167526395	5.8132224105	4.6400634905	5.1163036545	4.9226270305
334494	5.5086878405	5.0654439585	5.3293455715	5.1482169705	5.4152973215	5.3602997675	5.3389565185	5.6354149785	5.0619032275	5.0414129705	5.1390321085	5.0935603635	5.7223571365	5.0779545015	5.7029694625	5.2633960875	5.6622937835	5.4163178695	5.1474580655	5.7876225755	5.6607797165
562710	7.1412320115	7.6523157755	7.8142047545	7.9475764215	7.4690635435	7.4945966485	7.1162699805	7.1265931815	7.1566582605	7.0943675335	7.3596925875	7.2235082185	7.4781684815	6.6043475555	7.3913904755	6.9744592435	6.7949066605	7.6155462185	7.5397621535	6.9906587575	7.2597008525
100148439	9.0991671685	9.2613814875	9.2679337505	9.4009374015	8.9436945855	9.4342278015	9.0629340955	8.9006331085	8.8808408365	8.8713628065	8.8590771205	9.0055151995	9.2542614005	8.3213328065	9.0586007165	8.9410710835	8.6990821565	9.2553147815	8.8295392205	8.7692476775	8.9133333515
368709	5.0516783805	5.8319224475	5.0967181525	5.0478058515	5.6904541355	5.4173824565	5.2273009805	5.2327876405	5.9001203305	5.1643775935	5.9316489055	5.3779229215	5.6407994265	5.7060573655	5.6609815665	5.1789544645	5.8687845205	5.1505637705	5.7504749105	5.3462861575	4.9544004305
492807	7.2623344065	7.5319883575	7.3680036945	7.4734768055	7.3213399485	7.1686079645	7.5041970575	7.0870003445	7.2141281875	7.2130778725	7.2481351135	7.4398367135	7.4604502365	6.9253307865	7.1547231415	7.1621168135	7.0705648155	7.2850810005	7.2220226285	6.9512665035	7.0477692705
