	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
550420	7.5596229435	8.0010078275	8.0237090895	8.0419564095	7.6132567255	7.7876507615	7.7542886775	7.4660623735	7.6390042255	7.3332816115	7.6936211385	7.5199852885	7.7980102235	7.2625373945	7.6547197175	7.7573804495	7.3196102205	7.9123553255	7.4486752495	7.4020378725	7.7187146555
100150304	7.5546391955	7.7898539905	7.5859807635	7.7698630295	7.3337307055	7.4542490965	7.4554752725	7.3637473425	7.4495324815	7.3121582055	7.2416771275	7.3273946455	7.7207327635	6.9137733015	7.4168439745	7.4502630795	6.9239602715	7.5257592195	7.3201634635	7.1899620495	7.4611349035
30708	13.2926996555	13.5492049855	13.3780339005	13.6792344695	13.2421424055	13.5661613585	13.2655236525	13.2341217875	13.6381481185	13.2868766305	13.3940818905	13.5025267275	13.5116324455	13.2926618365	13.5203079925	13.3920613625	13.0586467655	13.3084648425	13.3594430965	12.6787670405	13.4963684985
393828	8.4350410115	8.0382964875	8.1919175155	8.1629044375	8.2319282255	8.1240607715	8.0352468205	8.0961920015	8.3228492575	8.2068007805	8.2059723345	8.4031145795	8.1434700045	8.3917578695	8.3954791955	8.1556135195	8.5218075415	7.9448865555	8.3183000965	8.4183644665	8.2343407605
100534855	5.6273644995	5.6891780175	6.0531310175	5.7900161715	5.5907364245	5.8903293795	5.8418551825	5.4728895865	5.8452117705	5.9730938995	5.5478191925	6.0793698275	5.9254317465	5.3421728895	5.2721509775	5.6714452785	5.5863287695	5.6528195335	5.1113626835	5.5445977065	5.9079744145
100317105	5.5692461245	4.9449503455	5.3559538195	4.6513776775	4.8860024955	4.7541352645	4.8886579715	4.9445889065	4.9827104895	4.5580232335	4.8642602195	5.1195189935	4.5268283035	5.1387880745	4.0855487875	5.2217929885	4.7689527155	4.8028672195	4.2329605405	5.2842310645	5.1861561765
100126023	6.5595246225	7.0526571045	6.9281811305	7.0227791525	6.6526987435	6.7798039245	6.6804738805	6.9524664975	6.8346042905	6.7696505095	7.2089463255	6.7865179375	7.0189772015	7.2068022885	6.9432880095	6.8365548315	7.0844380685	6.9074077895	7.0983916295	6.9512665035	7.0477692705
100006754	7.0090247905	7.2688709885	7.4130470605	7.6436734315	6.7390745345	7.0829904645	7.0717067815	6.8040847275	6.7829485885	6.7927097065	7.1480918875	6.9971989185	7.4364822485	6.3102911635	7.1318499005	7.0771812505	6.6531644755	7.2967612785	6.9631646675	6.5511419255	6.9565769975
101887161	9.4843850255	9.4871667575	9.6422406375	9.6222097425	9.2583825555	9.6475645465	9.4660767895	9.2939817665	9.0445508855	9.3193278565	9.2598592595	9.2201611785	9.5659468265	9.0910300295	9.4600696825	9.2173017635	9.2885582675	9.6507528885	9.2893714255	9.4011003775	9.4532021095
402961	7.2865839665	7.0599280105	7.1032968375	7.5365910805	6.9307087955	7.0562820535	7.2249139185	6.9872942645	7.1385045405	7.3437284545	6.8499611705	7.3712692415	7.2565349045	6.9137733015	7.3457367985	6.9992953735	7.3486411575	7.2292866775	7.1964075975	7.3650444995	7.3096893145
100317614	5.9340976885	6.1092675505	6.1167512515	5.9282334105	6.0769432495	6.1978538785	5.9157519085	6.4139110765	6.3735262115	6.1737938335	6.4060409275	6.1937496625	6.2618356685	6.8053652715	6.0506366855	6.2597007795	6.5267734185	6.0058018295	5.9879725775	6.3836923155	6.3029645445
556409	9.2268385575	9.5191710455	9.4456759145	9.6323581635	9.0563914375	9.3849935345	9.3495884415	9.1781716525	9.1693820805	9.3006812175	8.9250500535	9.3381648805	9.3710859005	8.8918935545	9.4260029945	9.3426826845	9.0495872605	9.3508509705	9.1020447685	9.1718404425	9.2900215275
322000	10.7662029405	10.6538514315	10.9943435105	10.9186386345	10.7226697175	10.7063267835	11.0240306185	10.6036484845	10.8754850375	10.9492818445	10.6268723515	11.0028004085	10.9302393165	10.4835588365	11.1599772415	10.9972163905	11.0931455495	10.8445619785	10.6163737835	11.2748990025	11.0153676915
564833	6.6925158025	6.0076484345	6.0035042875	6.1381420545	6.9307087955	6.1481317935	6.8708520965	6.6276776695	6.2521439115	6.3602800265	6.2981457095	6.5203662885	5.8366507535	6.1121662175	6.5419775155	6.0379249005	6.7520894695	6.1065714515	6.9116237065	6.9512665035	6.2527384165
567565	5.2373015265	5.2291883155	5.8621607285	5.3302299705	5.3188693125	5.4989828475	5.2503341145	4.9087016685	5.4185174085	5.5363542935	5.3215737005	5.0671260845	5.5982238035	5.4421030075	4.8545490195	5.6868161395	5.3310107225	5.5262399505	5.4943289965	5.6712213545	5.9400685825
567619	7.3396995965	6.7630219755	7.7403863085	7.1493229015	7.3941367575	7.2958321475	7.4050504045	7.1575032655	7.0294406235	7.4295988885	6.9082102305	7.3162142955	7.1646916035	6.8240084645	7.3054212455	6.9744592435	7.5268555165	7.1326645305	6.9324615655	7.7959120765	7.2786500795
394091	10.5776310285	10.8888943265	10.7647632295	11.0536834475	10.5535444795	10.9145846735	10.6423165345	10.4070601115	10.4248324425	10.5487368715	10.4816604205	10.6699433115	10.8582071365	9.9399349395	10.6160485975	10.5960291615	10.2590568425	10.9195064345	10.5352589535	10.1344034245	10.6594941045
799510	5.7013838425	5.9925289825	5.6846082175	5.8900752705	5.5056820185	5.4173824565	5.5204462535	5.5447961615	5.4774782815	5.8899971035	5.7794629005	5.8505222495	6.0090645875	5.3762578305	5.5503326535	5.6082698875	5.6806760965	5.8768583745	6.0272474795	5.9955506275	5.3384065765
559327	8.7284965935	8.7501298455	8.9693383405	8.7865220945	8.4917220115	8.9857023835	8.7779870895	8.3877256935	8.3147882315	8.6493309305	8.3207100005	8.5911029645	8.8379527115	8.1813463595	8.7561101025	8.4404122595	8.6155566295	8.7742903585	8.4577918295	8.4255688715	8.6743107725
692285	8.5320469035	8.5581012985	8.7955633805	8.8224232985	8.5671224345	8.6851731875	8.5740144195	8.3746311105	8.6600147135	8.5825373915	8.2387699155	8.7260577645	8.7038247335	8.0789947185	8.6339123055	8.4740242325	8.6059703235	8.6643780065	8.3611975465	8.4291576275	8.7554595885
445322	7.1740996045	7.0380044275	7.2664690485	7.3240670705	7.1427306745	6.9635045695	7.0717067815	6.9872942645	7.0195553325	7.3437284545	6.7714384225	7.1993700295	7.0189772015	7.0832747845	7.0690200125	7.3281506865	7.1908680605	7.0522579125	7.2220226285	7.2880843255	7.2469283335
553760	6.7890353875	6.4229842045	6.8272017095	6.6066274285	6.2306144525	6.7015317975	6.9362300445	6.3749880865	6.5068691885	6.7383201435	6.5799424355	6.9180595875	6.5898181295	6.3537080845	6.6207563845	6.5306621405	6.9917813815	6.4581902825	6.4448444845	7.0846759695	6.8508124405
100000190	8.7591477255	8.5581012985	8.6145768165	8.4354945005	9.2321470715	8.8600758795	8.3814139975	9.2080073225	8.6196857845	8.2766179235	9.2308073935	8.6186677915	8.4992169045	9.2476876555	8.6740473965	8.4290319655	8.8770041755	8.6386026835	9.1450816355	8.6847027145	8.4362949275
30442	5.5291576815	4.9449503455	5.5296195265	5.3584520295	5.1609475615	4.2872749655	4.9177238855	4.8718989085	4.6397096005	5.3206212575	4.4813438655	4.9562616625	4.4330403065	4.9019504965	5.1560330725	4.9433121035	5.1316461905	4.4591976625	4.7845931025	5.4346340915	4.5172759125
100136866	8.2806193295	8.2659796145	8.5029330325	8.5034182015	8.0067017865	8.3238926545	8.1499237695	7.8104058245	8.1226882205	8.1484075665	8.0776937315	8.1464480285	8.1655088805	7.9463097925	8.0701256765	8.1964580295	8.1084546635	8.3703723635	8.0445153395	7.9930640805	8.0145922585
641495	7.0378825045	6.5829493895	6.8460951445	6.6414990005	6.7483602455	6.6308862895	6.7467641745	6.5598815095	6.6224071675	7.0116136745	6.6302516095	6.5962760695	6.7539657135	6.2655269895	6.9779023575	6.6992993465	6.9239602715	6.7576875805	7.0323619585	6.9906587575	6.9168105675
368225	9.8473975825	9.9745491265	10.0379894175	10.0647638125	9.5381460255	10.0326377305	9.8111502705	9.4488158435	9.4744732835	9.7487840415	9.4705865795	9.5209173705	9.8843422505	9.2727854455	9.6836149965	9.6691257815	9.3064249865	9.9826512435	9.4186882995	9.4336231925	9.7097567125
100000769	9.2237021955	10.3471471935	9.6663593335	10.2792398565	9.7949503005	9.6726926975	9.2785414985	9.2711982875	8.7253281095	8.6065938545	9.7104477225	8.8141319525	9.5604127635	8.6187084145	9.0925610035	8.3587980105	7.9201598055	9.6270458095	9.5842023095	7.8504619025	8.8909310445
393955	6.8059111565	6.6422788205	7.1189172175	6.9128908435	6.5395832025	6.5692518005	6.9433147005	6.3880794435	6.4710486195	7.0630983365	6.2603097785	6.7202052565	6.7732307205	6.4528691195	6.9167711015	6.8365548315	6.6531644755	6.6464527105	6.3704400725	7.0099587455	6.8841888685
100149983	5.2122019185	5.9925289825	5.7859322875	6.1381420545	5.2155315765	6.0790522435	5.0548690685	5.0471864455	4.8989169145	4.8494957545	4.8975054815	5.2661656745	5.2858558395	4.0708301335	5.2721509775	4.9174844245	4.7341737535	5.9477177635	4.9973195225	5.3763406355	5.2894202305
560319	8.7742324985	8.8309778385	8.8620455065	9.0362437805	8.6110499545	8.9031783515	8.6732249165	8.4944772815	8.6836818025	8.3613201005	8.5756039535	8.7004879065	8.7724469035	8.3408830885	8.8848108585	8.6568461065	8.5694434505	8.9448266235	8.3379571975	8.5980848935	8.5576221865
100000935	7.4404013155	7.3659278195	7.2594390895	7.2581861705	7.2114867395	6.9825435205	7.0973397645	7.0213010425	7.1014970895	7.1005408605	7.3774747805	7.5819789195	7.2496739275	7.3422996475	7.2639466235	7.0477206335	6.8848570265	7.0568444755	7.1437714015	6.9612158615	7.1055114575
100000640	5.5493411415	6.0520787115	6.0202369265	6.1052102915	5.7471356745	5.8073383295	5.7315964025	5.8011794235	5.4185174085	5.4615850925	5.6488932175	5.6865488985	5.8182195965	5.2894862865	6.0177437335	5.3236342625	4.8360921525	5.9575622945	6.1918436995	5.5445977065	5.3857840815
100000151	8.6157790785	8.4789459275	8.6445646765	8.6040864185	8.4092383455	8.5125414875	8.3656792685	8.3480799025	8.1157453675	8.3868011375	8.4184272495	8.2933673455	8.5642554615	8.3430390775	8.2258440075	8.1883811125	8.2100293765	8.5600092375	8.4541938255	8.1793276605	8.4107551925
406356	8.7151583885	8.5606664515	8.6145768165	8.5531047205	8.7925597375	9.0412371865	8.5579495515	8.6974120985	9.0853997355	8.9991185805	8.9047557215	9.0159183175	8.8940280575	8.8332855845	8.8501969455	8.8501349675	8.9955463305	8.7687095875	9.0361859545	9.1393461525	8.9862313865
692255	7.6181224995	7.9073746865	8.0361026945	7.9614432165	7.5241627435	7.8355579745	7.6280753685	7.6780971185	7.5248415055	7.5427360245	7.5906669365	7.4704165825	7.8623908365	7.4582221965	7.6968876105	7.6555967055	7.1844413285	7.8046706305	7.5465363035	7.2316602795	7.5830174115
554090	6.2864651595	6.3298151505	5.7662287875	6.4317244675	6.0769432495	5.9877745325	6.1904164375	6.2225507345	6.1103185115	6.0129137585	6.2730323285	5.7543905245	6.1483754775	6.6186560875	6.1900245685	6.3299139045	6.0493872475	6.2891737865	6.2757732255	5.8744216545	6.1604019245
30557	6.0233832285	5.9304150125	5.8988158945	5.6139158435	5.7095964885	5.3008651255	5.6984816765	5.6572074295	5.6539865345	5.5723342535	5.5478191925	5.4614860905	6.2203266965	5.4581052255	5.4552659835	5.5590039325	5.3768261665	5.8347477905	5.4371523035	5.3763406355	5.7896649655
541320	10.6442431775	10.0613373475	10.2046331575	9.5658369275	10.5254634695	10.5752904355	10.0773862295	10.2705773615	10.5694725135	10.5716932805	10.4734160235	10.4882418425	10.3433381345	10.7690036755	10.4285669905	10.3860796065	10.6934628785	10.2965969095	10.3307023465	10.6369993265	10.5967023265
100004503	8.4961047585	8.8851957385	8.5839523725	8.8450396465	9.0030839095	8.9643130345	8.5486886665	8.8280385365	8.6584230165	8.5781200635	8.8737686985	8.6788279555	8.7938284435	8.4668352045	8.7881590155	8.6972517515	8.4751800285	8.8686134715	9.0337773315	8.3057446175	8.7622073935
568646	6.0660358715	5.8319224475	6.2504002475	6.1052102915	5.9377696855	5.8903293795	6.1419736875	6.1320726895	5.6019395405	5.9997622135	5.8319956485	6.2652566895	6.1919753475	5.7586890005	5.8220640625	6.0258883275	6.2838867905	5.8240252465	5.5760574605	5.7421827545	5.7719428675
568486	7.1870398065	7.4732952325	7.4750489745	7.5851669575	7.0100553895	7.5907887985	7.0845802015	7.1877649615	6.7534311155	6.8078802595	7.1272229665	6.5776697785	7.2148709115	6.5826151045	6.9779023575	6.8840028095	6.7693691335	7.6093149165	6.8362255985	6.6892389085	7.1473503145
565144	5.5291576815	4.7429425755	5.6846082175	5.2114740165	5.4836111485	5.4989828475	5.5762009265	5.2615259015	5.3881080225	5.7239845815	5.0531276495	5.7208684505	5.4384601305	4.8543771265	6.0506366855	5.5251997755	5.7863071205	5.3874769785	5.3155161035	6.2275805565	5.3384065765
793810	4.5884947855	4.8474792455	4.8569795705	4.4562605155	4.4122101825	4.3472605905	4.7977723295	4.4406531575	4.5044974675	4.7896224615	4.3433904495	5.1450187905	5.1450644555	4.1906018715	4.6116729915	4.4968764715	4.4208779585	4.7808571915	5.1474580655	4.7988600515	4.8901380745
65089	5.7717901445	5.6891780175	5.8806047225	5.8105908735	6.1205027925	6.0790522435	5.9157519085	5.4972588395	5.9633657095	5.9041832155	5.4615303695	5.8811935285	6.0090645875	5.5355574625	5.7637453225	6.0015096585	5.3768261665	5.9673401035	6.0077436735	5.7876225755	5.9714642935
751660	5.9644776575	5.7262098945	5.6202119825	5.6824967795	5.6314542605	5.3891234155	5.6816348465	5.1117432065	5.6411497565	5.7398912315	5.4163700905	6.0391352305	5.6616251535	5.2348024225	5.7437698325	6.2285308665	5.9004990125	5.6406497945	5.9269796835	5.9362570195	5.6607797165
565702	7.7328718035	7.9858182525	8.1545129035	7.9288775635	7.2962345315	7.5208814625	7.8478670625	6.8708868365	7.5283314345	7.9710887065	6.9720223145	7.4804675085	7.9153760435	7.0624905695	7.6112821125	7.6359336535	7.5217663495	7.8316857305	7.1167151805	7.4802309065	7.7187146555
557972	9.2315303535	9.1736151365	9.2485381625	9.2603133435	8.9537641405	9.0021220345	9.0758856825	8.8038196005	8.7115791535	8.9122956705	8.7921535155	8.7656387465	9.0581294925	8.8116522525	8.9581586715	9.0579823135	8.8710136035	9.0474892805	8.8543203125	8.9942652395	9.0091043285
30230	8.2866433655	8.4951282545	8.7586462585	8.6361397895	8.0747183195	8.4693292795	8.2069621955	7.9581710025	8.0148649335	7.9438799785	8.1758031745	8.1807565915	8.4189268625	7.7780348715	8.1633041575	8.2283209655	7.9162866275	8.5728754735	8.0635315315	8.1750593845	8.2599946165
30630	9.1903520535	9.3140223135	9.4222606365	9.5352579345	9.1969726685	9.4514120665	9.3455833155	9.0501897905	9.2144910025	9.1746869825	9.1207405925	9.3381648805	9.4614488585	8.9439582065	9.4384841525	9.2781861935	9.0264176335	9.4570290915	9.2126551685	9.0559176775	9.3253831845
402795	6.6557526255	6.8661642155	7.2664690485	7.0662054385	6.3452068355	6.7467773145	6.5191479895	6.5365558315	6.5348987555	6.5616474035	6.6978612965	6.9327752215	6.3021836765	6.9367964195	6.7565419345	6.4874281955	6.9316553265	6.6943377735	6.1390376375	6.2439741745	6.3984570975
561122	8.5038823845	8.7746425435	8.8457099775	8.7523658515	8.1882443015	8.7942545875	8.5808449755	8.2511027165	8.2570635255	8.2901848755	8.3176430285	8.5343411475	8.5642554615	7.7716464045	8.5033715995	8.4471975935	7.9085089385	8.8436151305	8.4177114605	8.1049915565	8.4221620395
561941	7.5446197525	7.8371708955	8.1620718105	7.7379931785	7.4802530175	7.8144620295	7.8516374665	7.5845267695	7.3226248935	7.6221222725	7.2736818005	7.6811790365	7.7885738985	7.4935882945	7.4418561725	7.6749953625	7.4960476975	7.8046706305	7.3358902965	7.4522849615	7.5573831875
559896	9.3060788605	8.9055179935	8.8987035645	8.6390187255	8.8454384395	8.9401691345	9.0183436445	8.8423771165	9.1536502375	9.1732233555	9.0148939425	9.0685043085	8.9136932575	9.1214930205	9.1657000815	9.0785221695	9.2163688255	8.8738215355	8.8597698905	9.3356823855	9.1851292115
100318301	8.0343774495	8.0565855185	8.2604204915	8.4321788815	7.8211517695	8.1869690505	8.0744940605	7.7559024685	7.8035788415	8.0010974145	7.8160346075	7.8340193235	8.2261838635	7.5983789085	7.9960669235	7.9827025935	7.8528584315	8.0219708465	7.6570814135	7.6186748895	7.7416582085
286784	7.9684527485	8.1515291385	8.2029523705	8.2521027135	7.9514900465	7.8869864715	8.2128371235	7.9493660775	7.9434662125	8.2125121865	7.9840760035	8.0143249235	8.1655088805	7.8555916365	7.8542187105	7.9670502345	8.0064882355	8.0406151395	8.0106216785	7.7847501595	8.0481095145
553534	5.4017412975	4.3743781925	5.0967181525	5.2420919555	5.2681254845	5.1741040505	4.7661586435	5.0798258895	4.6904350405	4.9069829435	5.1390321085	4.4009281085	5.1450644555	4.9926348245	5.3796151155	5.1122128905	5.2347694675	5.0981271455	4.7380070035	5.2193863355	4.7523308625
100005538	7.8350581605	8.0782306435	7.9513936275	7.8565156795	7.5615171595	8.0447607555	7.7542886775	7.5788289795	7.4008625785	7.7175903045	7.7447533485	7.7325444745	8.0239080835	7.2256209175	7.6547197175	7.7167759015	7.4908484885	8.0125575595	7.6381788185	7.3650444995	7.7597539085
494134	8.4214172195	8.3865452675	8.5867634315	8.6703135575	8.2418240215	8.3126523985	8.4699294075	8.1738369935	8.0613768465	8.5286152625	8.1518941835	8.2819191005	8.4341364535	8.1046361545	8.3199151555	8.5389863635	8.1453213415	8.4527272055	8.2242591425	8.0594056165	8.4419095425
100005589	7.9981251235	8.0889326305	7.9687380185	8.2216987415	7.6681058125	8.3824049905	7.7861606775	7.6512007455	7.6772329695	7.7766127505	7.5957397555	7.9251484455	8.2086016335	7.1781059225	7.6812187285	7.8421944725	7.4908484885	8.1562618375	7.6190252645	7.1643520725	7.8469767175
